merge_edge_id,scene,from_tracklet_candidate_id,to_tracklet_candidate_id,from_frame_start,from_frame_end,to_frame_start,to_frame_end,temporal_relation,temporal_offset_frames,forward_gap_frames,overlap_or_interleave_offset_frames,frame_gap,frame_overlap_count,from_detection_count,to_detection_count,endpoint_center_distance_px,motion_predicted_center_distance_px,bridge_iou_proxy,area_ratio_endpoint,aspect_ratio_endpoint,bottom_y_delta_px,class_consistent,confidence_bridge_min,from_boundary_contact_count,to_boundary_contact_count,from_neighbor_ambiguity_count,to_neighbor_ambiguity_count,shape_transition_proxy,partial_to_full_box_transition_proxy,competing_merge_count_from,competing_merge_count_to,merge_candidate_score_not_selector,merge_candidate_status,merge_policy
oty1_tracklet_0023__oty1_tracklet_0025,GM_RM019,oty1_tracklet_0023,oty1_tracklet_0025,72,74,77,80,forward_gap,3,3,,3,0,2,4,80.55702424287672,84.48294816252425,0.0,0.5179238324580302,0.6001886693446714,4.9278564453125,True,0.2513252794742584,0,0,2,3,area_transition_review,not_indicated,4,5,0.5854524041755981,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0011__oty1_tracklet_0016,GM_RM019,oty1_tracklet_0011,oty1_tracklet_0016,37,52,53,54,forward_gap,1,1,,1,0,13,2,173.55627480401876,174.5396981184426,0.0,0.6170895618705815,0.6492106359249997,18.736907958984375,True,0.25440239906311035,0,0,7,2,area_transition_review,not_indicated,8,3,0.581617534750587,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0037__oty1_tracklet_0038,GM_RM019,oty1_tracklet_0037,oty1_tracklet_0038,145,145,147,164,forward_gap,2,2,,2,0,1,18,55.124579797775716,55.124579797775716,0.1734144037734113,0.5714788024293768,0.20367772786091864,71.12799072265625,True,0.2525031864643097,1,14,0,2,large_shape_transition_review,partial_to_full_low_overlap_review,1,1,0.5682975931293976,fragment_merge_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0026__oty1_tracklet_0028,GM_RM019,oty1_tracklet_0026,oty1_tracklet_0028,77,79,85,100,forward_gap,6,6,,6,0,3,12,68.8486511962115,103.9116792997572,0.0,0.2255565287031303,0.9600146567290097,17.678680419921875,True,0.25563135743141174,0,0,3,7,large_shape_transition_review,not_indicated,3,3,0.5671503244337207,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0014__oty1_tracklet_0015,GM_RM019,oty1_tracklet_0014,oty1_tracklet_0015,47,49,50,62,forward_gap,1,1,,1,0,2,11,192.7279226259142,196.0839758228226,0.0,0.2729397229424593,0.9430889652519818,25.48883056640625,True,0.2534814774990082,0,0,2,3,large_shape_transition_review,not_indicated,4,3,0.565758386750267,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0029__oty1_tracklet_0030,GM_RM019,oty1_tracklet_0029,oty1_tracklet_0030,86,88,90,92,forward_gap,2,2,,2,0,3,2,117.2489828243576,127.3190264167315,0.0,0.27881063780817433,0.7442274211547901,7.372711181640625,True,0.2561781406402588,0,0,3,2,large_shape_transition_review,not_indicated,2,3,0.5646718481561943,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0024__oty1_tracklet_0026,GM_RM019,oty1_tracklet_0024,oty1_tracklet_0026,72,72,77,79,forward_gap,5,5,,5,0,1,3,188.12405447502482,188.12405447502482,0.0,0.7114397053375803,0.6971535921912085,11.29534912109375,True,0.25410565733909607,0,0,1,3,area_transition_review,not_indicated,3,6,0.5644751861476609,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0029__oty1_tracklet_0031,GM_RM019,oty1_tracklet_0029,oty1_tracklet_0031,86,88,91,93,forward_gap,3,3,,3,0,3,3,137.3357316042626,152.45874269329826,0.0,0.4748128908755125,0.6439766487447253,5.610565185546875,True,0.28912171721458435,0,0,3,2,area_transition_review,not_indicated,2,5,0.5640644980583552,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0027__oty1_tracklet_0028,GM_RM019,oty1_tracklet_0027,oty1_tracklet_0028,77,77,85,100,forward_gap,8,8,,8,0,1,12,58.94238372607644,58.94238372607644,0.0,0.330105927422534,0.7251164508022047,3.290496826171875,True,0.26318439841270447,0,0,1,7,large_shape_transition_review,not_indicated,1,3,0.5634290801582557,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0021__oty1_tracklet_0027,GM_RM019,oty1_tracklet_0021,oty1_tracklet_0027,70,72,77,77,forward_gap,5,5,,5,0,3,1,51.972829455289904,55.6864353846509,0.0,0.3675544376608312,0.5162664537832707,1.054718017578125,True,0.26318439841270447,0,0,3,1,large_shape_transition_review,not_indicated,5,7,0.5604917369039841,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0015__oty1_tracklet_0017,GM_RM019,oty1_tracklet_0015,oty1_tracklet_0017,50,62,55,55,overlap_or_interleave,-7,0,-7,-7,1,11,1,108.93149255249688,108.93149255249688,0.0,0.19369341684446947,0.5836898757671538,20.32415771484375,True,0.26144230365753174,0,0,3,1,large_shape_transition_review,not_indicated,3,5,0.5584998087535952,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0016__oty1_tracklet_0018,GM_RM019,oty1_tracklet_0016,oty1_tracklet_0018,53,54,57,57,forward_gap,3,3,,3,0,2,1,221.09975881087064,206.48313739756665,0.0,0.46324194768827764,0.862008326333382,15.636260986328125,True,0.25440239906311035,0,0,2,0,area_transition_review,not_indicated,4,5,0.5584319874758715,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0039__oty1_tracklet_0040,GM_RM019,oty1_tracklet_0039,oty1_tracklet_0040,162,172,164,165,overlap_or_interleave,-8,0,-8,-8,2,8,2,178.26564343088276,178.26564343088276,0.44041863467664366,0.30345035132288944,0.3182789816701694,112.59710693359375,True,0.2549740970134735,6,2,6,2,large_shape_transition_review,partial_to_full_box_transition_review,3,1,0.5582241155047842,partial_to_full_box_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0038__oty1_tracklet_0039,GM_RM019,oty1_tracklet_0038,oty1_tracklet_0039,147,164,162,172,overlap_or_interleave,-2,0,-2,-2,3,18,8,191.45535254784096,191.45535254784096,0.3942314330312409,0.4547013803515208,0.36399695418158856,173.51287841796875,True,0.25009825825691223,14,6,2,6,large_shape_transition_review,partial_to_full_box_transition_review,2,1,0.5572838789852829,partial_to_full_box_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0013__oty1_tracklet_0024,GM_RM019,oty1_tracklet_0013,oty1_tracklet_0024,43,100,72,72,overlap_or_interleave,-28,0,-28,-28,1,52,1,317.7598600999588,317.7598600999588,0.0,0.5215374792468672,0.6479426842802916,0.2662353515625,True,0.25410565733909607,0,0,21,1,area_transition_review,not_indicated,14,5,0.5569118702753306,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0013__oty1_tracklet_0017,GM_RM019,oty1_tracklet_0013,oty1_tracklet_0017,43,100,55,55,overlap_or_interleave,-45,0,-45,-45,1,52,1,278.7712753342651,278.7712753342651,0.0,0.5319737498077812,0.5993837655549558,17.288360595703125,True,0.26144230365753174,0,0,21,1,area_transition_review,not_indicated,14,5,0.5522439478075392,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0013__oty1_tracklet_0018,GM_RM019,oty1_tracklet_0013,oty1_tracklet_0018,43,100,57,57,overlap_or_interleave,-43,0,-43,-43,0,52,1,185.40547283056827,185.40547283056827,0.0,0.38255143510765877,0.49934044354529344,18.679656982421875,True,0.31725621223449707,0,0,21,0,large_shape_transition_review,not_indicated,14,5,0.5517625012968124,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0025__oty1_tracklet_0028,GM_RM019,oty1_tracklet_0025,oty1_tracklet_0028,77,80,85,100,forward_gap,5,5,,5,0,4,12,57.661343220760045,54.31654247452804,0.0,0.2350236893320294,0.5658728538372808,6.790924072265625,True,0.2789575457572937,0,0,3,7,large_shape_transition_review,not_indicated,4,3,0.5476894993953652,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0001__oty1_tracklet_0003,GM_RM019,oty1_tracklet_0001,oty1_tracklet_0003,0,14,1,1,overlap_or_interleave,-13,0,-13,-13,1,15,1,302.0110518798243,302.0110518798243,0.6708590566293402,0.09113683641251208,0.17582023213355258,55.24090576171875,True,0.30715277791023254,11,0,3,1,large_shape_transition_review,partial_to_full_box_transition_review,2,2,0.546358775332512,partial_to_full_box_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0013__oty1_tracklet_0031,GM_RM019,oty1_tracklet_0013,oty1_tracklet_0031,43,100,91,93,overlap_or_interleave,-9,0,-9,-9,3,52,3,220.88279442989398,220.88279442989398,0.0,0.42272786316293487,0.48891513958401583,18.32464599609375,True,0.28912171721458435,0,0,21,2,large_shape_transition_review,not_indicated,14,5,0.5419058819873008,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0011__oty1_tracklet_0012,GM_RM019,oty1_tracklet_0011,oty1_tracklet_0012,37,52,41,42,overlap_or_interleave,-11,0,-11,-11,1,13,2,264.424122807501,264.424122807501,0.0,0.19661079101692236,0.8227542911195227,26.1240234375,True,0.2850550413131714,0,0,7,0,large_shape_transition_review,not_indicated,8,2,0.5402946490445703,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0013__oty1_tracklet_0025,GM_RM019,oty1_tracklet_0013,oty1_tracklet_0025,43,100,77,80,overlap_or_interleave,-23,0,-23,-23,4,52,4,247.93770011339572,247.93770011339572,0.0,0.5836508745142966,0.2972512847437932,21.051055908203125,True,0.36108461022377014,0,0,21,3,large_shape_transition_review,not_indicated,14,5,0.5387830641185856,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
