merge_edge_id,scene,from_tracklet_candidate_id,to_tracklet_candidate_id,from_frame_start,from_frame_end,to_frame_start,to_frame_end,temporal_relation,temporal_offset_frames,forward_gap_frames,overlap_or_interleave_offset_frames,frame_gap,frame_overlap_count,from_detection_count,to_detection_count,endpoint_center_distance_px,motion_predicted_center_distance_px,bridge_iou_proxy,area_ratio_endpoint,aspect_ratio_endpoint,bottom_y_delta_px,class_consistent,confidence_bridge_min,from_boundary_contact_count,to_boundary_contact_count,from_neighbor_ambiguity_count,to_neighbor_ambiguity_count,shape_transition_proxy,partial_to_full_box_transition_proxy,competing_merge_count_from,competing_merge_count_to,merge_candidate_score_not_selector,merge_candidate_status,merge_policy
oty1_tracklet_0039__oty1_tracklet_0040,GM_RM019,oty1_tracklet_0039,oty1_tracklet_0040,162,172,164,165,overlap_or_interleave,-8,0,-8,-8,2,8,2,178.26564343088276,178.26564343088276,0.44041863467664366,0.30345035132288944,0.3182789816701694,112.59710693359375,True,0.2549740970134735,6,2,6,2,large_shape_transition_review,partial_to_full_box_transition_review,3,1,0.5582241155047842,partial_to_full_box_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0038__oty1_tracklet_0039,GM_RM019,oty1_tracklet_0038,oty1_tracklet_0039,147,164,162,172,overlap_or_interleave,-2,0,-2,-2,3,18,8,191.45535254784096,191.45535254784096,0.3942314330312409,0.4547013803515208,0.36399695418158856,173.51287841796875,True,0.25009825825691223,14,6,2,6,large_shape_transition_review,partial_to_full_box_transition_review,2,1,0.5572838789852829,partial_to_full_box_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0013__oty1_tracklet_0024,GM_RM019,oty1_tracklet_0013,oty1_tracklet_0024,43,100,72,72,overlap_or_interleave,-28,0,-28,-28,1,52,1,317.7598600999588,317.7598600999588,0.0,0.5215374792468672,0.6479426842802916,0.2662353515625,True,0.25410565733909607,0,0,21,1,area_transition_review,not_indicated,14,5,0.5569118702753306,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0013__oty1_tracklet_0017,GM_RM019,oty1_tracklet_0013,oty1_tracklet_0017,43,100,55,55,overlap_or_interleave,-45,0,-45,-45,1,52,1,278.7712753342651,278.7712753342651,0.0,0.5319737498077812,0.5993837655549558,17.288360595703125,True,0.26144230365753174,0,0,21,1,area_transition_review,not_indicated,14,5,0.5522439478075392,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0013__oty1_tracklet_0018,GM_RM019,oty1_tracklet_0013,oty1_tracklet_0018,43,100,57,57,overlap_or_interleave,-43,0,-43,-43,0,52,1,185.40547283056827,185.40547283056827,0.0,0.38255143510765877,0.49934044354529344,18.679656982421875,True,0.31725621223449707,0,0,21,0,large_shape_transition_review,not_indicated,14,5,0.5517625012968124,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0025__oty1_tracklet_0028,GM_RM019,oty1_tracklet_0025,oty1_tracklet_0028,77,80,85,100,forward_gap,5,5,,5,0,4,12,57.661343220760045,54.31654247452804,0.0,0.2350236893320294,0.5658728538372808,6.790924072265625,True,0.2789575457572937,0,0,3,7,large_shape_transition_review,not_indicated,4,3,0.5476894993953652,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0001__oty1_tracklet_0003,GM_RM019,oty1_tracklet_0001,oty1_tracklet_0003,0,14,1,1,overlap_or_interleave,-13,0,-13,-13,1,15,1,302.0110518798243,302.0110518798243,0.6708590566293402,0.09113683641251208,0.17582023213355258,55.24090576171875,True,0.30715277791023254,11,0,3,1,large_shape_transition_review,partial_to_full_box_transition_review,2,2,0.546358775332512,partial_to_full_box_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0013__oty1_tracklet_0031,GM_RM019,oty1_tracklet_0013,oty1_tracklet_0031,43,100,91,93,overlap_or_interleave,-9,0,-9,-9,3,52,3,220.88279442989398,220.88279442989398,0.0,0.42272786316293487,0.48891513958401583,18.32464599609375,True,0.28912171721458435,0,0,21,2,large_shape_transition_review,not_indicated,14,5,0.5419058819873008,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0011__oty1_tracklet_0012,GM_RM019,oty1_tracklet_0011,oty1_tracklet_0012,37,52,41,42,overlap_or_interleave,-11,0,-11,-11,1,13,2,264.424122807501,264.424122807501,0.0,0.19661079101692236,0.8227542911195227,26.1240234375,True,0.2850550413131714,0,0,7,0,large_shape_transition_review,not_indicated,8,2,0.5402946490445703,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0013__oty1_tracklet_0025,GM_RM019,oty1_tracklet_0013,oty1_tracklet_0025,43,100,77,80,overlap_or_interleave,-23,0,-23,-23,4,52,4,247.93770011339572,247.93770011339572,0.0,0.5836508745142966,0.2972512847437932,21.051055908203125,True,0.36108461022377014,0,0,21,3,large_shape_transition_review,not_indicated,14,5,0.5387830641185856,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0013__oty1_tracklet_0023,GM_RM019,oty1_tracklet_0013,oty1_tracklet_0023,43,100,72,74,overlap_or_interleave,-28,0,-28,-28,2,52,2,169.85022728311324,169.85022728311324,0.0,0.2053568364600785,0.6101451418297771,21.824554443359375,True,0.2513252794742584,0,0,21,2,large_shape_transition_review,not_indicated,14,2,0.5386594879705224,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0017__oty1_tracklet_0020,GM_RM019,oty1_tracklet_0017,oty1_tracklet_0020,55,55,62,66,forward_gap,7,7,,7,0,1,4,99.89226632686675,99.89226632686675,0.0,0.32202216394039707,0.7065775126727335,16.182342529296875,True,0.26144230365753174,0,0,1,1,large_shape_transition_review,not_indicated,3,4,0.5374689099459222,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0011__oty1_tracklet_0015,GM_RM019,oty1_tracklet_0011,oty1_tracklet_0015,37,52,50,62,overlap_or_interleave,-2,0,-2,-2,3,13,11,218.9883758246061,218.9883758246061,0.0,0.1937878036441176,0.707470849840551,29.002532958984375,True,0.2850550413131714,0,0,7,3,large_shape_transition_review,not_indicated,8,3,0.5356647263534569,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0028__oty1_tracklet_0034,GM_RM019,oty1_tracklet_0028,oty1_tracklet_0034,85,100,105,106,forward_gap,5,5,,5,0,12,2,146.57205261091022,316.1732863563245,0.0,0.5619801061188537,0.6709237638361049,19.5400390625,True,0.2603301405906677,0,0,7,0,area_transition_review,not_indicated,3,2,0.5306633375882605,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0013__oty1_tracklet_0030,GM_RM019,oty1_tracklet_0013,oty1_tracklet_0030,43,100,90,92,overlap_or_interleave,-10,0,-10,-10,2,52,2,200.85598437113347,200.85598437113347,0.0,0.24822625377845012,0.5650267819577156,20.0867919921875,True,0.2561781406402588,0,0,21,2,large_shape_transition_review,not_indicated,14,3,0.5302519692554706,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0021__oty1_tracklet_0025,GM_RM019,oty1_tracklet_0021,oty1_tracklet_0025,70,72,77,80,forward_gap,5,5,,5,0,3,4,56.135457951859195,59.7678979982172,0.0,0.24123922946005466,0.3741496577440556,1.374786376953125,True,0.28701937198638916,0,0,3,3,large_shape_transition_review,not_indicated,5,5,0.527494598195503,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0025__oty1_tracklet_0029,GM_RM019,oty1_tracklet_0025,oty1_tracklet_0029,77,80,86,88,forward_gap,6,6,,6,0,4,3,148.72321584105225,144.7953658095055,0.0,0.44678013619308016,0.5232737165919676,5.171875,True,0.2986879050731659,0,0,3,3,large_shape_transition_review,not_indicated,4,5,0.5266334638749185,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0018__oty1_tracklet_0020,GM_RM019,oty1_tracklet_0018,oty1_tracklet_0020,57,57,62,66,forward_gap,5,5,,5,0,1,4,192.95430857140522,192.95430857140522,0.0,0.2315716536697254,0.848140974112429,17.573638916015625,True,0.2675548493862152,0,0,0,1,large_shape_transition_review,not_indicated,2,4,0.5204457957950882,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0016__oty1_tracklet_0019,GM_RM019,oty1_tracklet_0016,oty1_tracklet_0019,53,54,59,59,forward_gap,5,5,,5,0,2,1,202.34751512002083,178.46497861484613,0.0,0.23526061710880855,0.8470697558879371,21.746337890625,True,0.25440239906311035,0,0,2,1,large_shape_transition_review,not_indicated,4,5,0.5179185413012716,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0013__oty1_tracklet_0014,GM_RM019,oty1_tracklet_0013,oty1_tracklet_0014,43,100,47,49,overlap_or_interleave,-53,0,-53,-53,2,52,2,272.1897718428071,272.1897718428071,0.0,0.43610519070485165,0.4476148655284589,27.49383544921875,True,0.2534814774990082,0,0,21,2,large_shape_transition_review,not_indicated,14,3,0.5169911433277043,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0013__oty1_tracklet_0027,GM_RM019,oty1_tracklet_0013,oty1_tracklet_0027,43,100,77,77,overlap_or_interleave,-23,0,-23,-23,1,52,1,243.78396542408282,243.78396542408282,0.0,0.3830711122346502,0.4101590459349752,21.371124267578125,True,0.26318439841270447,0,0,21,1,large_shape_transition_review,not_indicated,14,7,0.5164633856881213,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0013__oty1_tracklet_0019,GM_RM019,oty1_tracklet_0013,oty1_tracklet_0019,43,100,59,59,overlap_or_interleave,-41,0,-41,-41,1,52,1,204.75655446905492,204.75655446905492,0.0,0.19428138394722833,0.490686893267084,24.78973388671875,True,0.2754901051521301,0,0,21,1,large_shape_transition_review,not_indicated,14,5,0.5133047830085595,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
