case_id,scene,sar_frame,optical_state,support_failure_type,azimuth_alignment_status,range_alignment_status,gt_area_coverage_ratio,gt_energy_coverage_ratio,morphology_coverage_proxy,main_energy_strip_relative_to_support,neighbor_or_background_interference,human_review_note,recommended_next_action,not_allowed_conclusion
PAIR_GM_RM017_o177_s368_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,368,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated;state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,support_too_broad;support_ok_but_not_exclusive,aligned_posthoc,aligned_posthoc,0.9641,0.9685,0.999,main_energy_strip_inside_support_proxy;gt_dominant=lower_side_strip_image_axis_proxy,yes,"support coverage, SAR morphology strength, and optical-SAR association remain separate review layers",preserve as posthoc morphology support; keep association layer separate,not final annotation; not selector success; not identity truth; not GT-guided prediction logic
PAIR_GM_RM017_o177_s369_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,369,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated;state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,support_ok_but_not_exclusive,aligned_posthoc,aligned_posthoc,0.969,0.9738,0.9985,main_energy_strip_inside_support_proxy;gt_dominant=upper_side_strip_image_axis_proxy,yes,"support coverage, SAR morphology strength, and optical-SAR association remain separate review layers",preserve as posthoc morphology support; keep association layer separate,not final annotation; not selector success; not identity truth; not GT-guided prediction logic
PAIR_GM_RM017_o178_s370_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,370,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated;state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,support_too_broad;support_ok_but_not_exclusive,aligned_posthoc,aligned_posthoc,0.9695,0.9747,0.999,main_energy_strip_inside_support_proxy;gt_dominant=lower_side_strip_image_axis_proxy,yes,"support coverage, SAR morphology strength, and optical-SAR association remain separate review layers",preserve as posthoc morphology support; keep association layer separate,not final annotation; not selector success; not identity truth; not GT-guided prediction logic
PAIR_GM_RM017_o178_s371_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,371,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated;state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,support_ok_but_not_exclusive,aligned_posthoc,aligned_posthoc,0.9876,0.9899,1,main_energy_strip_inside_support_proxy;gt_dominant=upper_side_strip_image_axis_proxy,yes,"support coverage, SAR morphology strength, and optical-SAR association remain separate review layers",preserve as posthoc morphology support; keep association layer separate,not final annotation; not selector success; not identity truth; not GT-guided prediction logic
PAIR_GM_RM017_o179_s372_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,372,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated;state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,support_ok_but_not_exclusive,aligned_posthoc,aligned_posthoc,0.9946,0.9952,1,main_energy_strip_inside_support_proxy;gt_dominant=lower_side_strip_image_axis_proxy,yes,"support coverage, SAR morphology strength, and optical-SAR association remain separate review layers",preserve as posthoc morphology support; keep association layer separate,not final annotation; not selector success; not identity truth; not GT-guided prediction logic
PAIR_GM_RM017_o179_s373_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,373,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated;state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,support_ok_but_not_exclusive,aligned_posthoc,aligned_posthoc,0.9958,0.9967,1,main_energy_strip_inside_support_proxy;gt_dominant=upper_side_strip_image_axis_proxy,yes,"support coverage, SAR morphology strength, and optical-SAR association remain separate review layers",manual review or phase recap; no final annotation,not final annotation; not selector success; not identity truth; not GT-guided prediction logic
PAIR_GM_RM017_o180_s374_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,374,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated;state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,support_too_broad;support_ok_but_not_exclusive,aligned_posthoc,aligned_posthoc,0.9764,0.9802,0.9982,main_energy_strip_inside_support_proxy;gt_dominant=lower_side_strip_image_axis_proxy,yes,"support coverage, SAR morphology strength, and optical-SAR association remain separate review layers",preserve as posthoc morphology support; keep association layer separate,not final annotation; not selector success; not identity truth; not GT-guided prediction logic
PAIR_GM_RM017_o180_s375_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,375,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated;state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,support_too_broad;support_ok_but_not_exclusive,aligned_posthoc,aligned_posthoc,0.9998,0.9998,1,main_energy_strip_inside_support_proxy;gt_dominant=upper_side_strip_image_axis_proxy,yes,"support coverage, SAR morphology strength, and optical-SAR association remain separate review layers",preserve as posthoc morphology support; keep association layer separate,not final annotation; not selector success; not identity truth; not GT-guided prediction logic
PAIR_GM_RM017_o180_s376_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,376,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated;state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,support_too_broad;support_ok_but_not_exclusive,aligned_posthoc,aligned_posthoc,0.9984,0.9987,1,main_energy_strip_inside_support_proxy;gt_dominant=lower_side_strip_image_axis_proxy,yes,"support coverage, SAR morphology strength, and optical-SAR association remain separate review layers",preserve as posthoc morphology support; keep association layer separate,not final annotation; not selector success; not identity truth; not GT-guided prediction logic
PAIR_GM_RM017_o181_s377_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,377,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated;state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,support_ok_but_not_exclusive,aligned_posthoc,aligned_posthoc,0.9985,0.9989,1,main_energy_strip_inside_support_proxy;gt_dominant=upper_side_strip_image_axis_proxy,yes,"support coverage, SAR morphology strength, and optical-SAR association remain separate review layers",preserve as posthoc morphology support; keep association layer separate,not final annotation; not selector success; not identity truth; not GT-guided prediction logic
PAIR_GM_RM017_o181_s378_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,378,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated;state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,support_too_broad;support_ok_but_not_exclusive,aligned_posthoc,aligned_posthoc,1,1,1,main_energy_strip_inside_support_proxy;gt_dominant=lower_side_strip_image_axis_proxy,yes,"support coverage, SAR morphology strength, and optical-SAR association remain separate review layers",preserve as posthoc morphology support; keep association layer separate,not final annotation; not selector success; not identity truth; not GT-guided prediction logic
PAIR_GM_RM017_o182_s379_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,379,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated;state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,support_ok_but_not_exclusive,aligned_posthoc,aligned_posthoc,0.9878,0.9895,0.9976,main_energy_strip_inside_support_proxy;gt_dominant=upper_side_strip_image_axis_proxy,yes,"support coverage, SAR morphology strength, and optical-SAR association remain separate review layers",preserve as posthoc morphology support; keep association layer separate,not final annotation; not selector success; not identity truth; not GT-guided prediction logic
PAIR_GM_RM017_o182_s380_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,380,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated;state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,support_ok_but_not_exclusive,aligned_posthoc,aligned_posthoc,1,1,1,main_energy_strip_inside_support_proxy;gt_dominant=lower_side_strip_image_axis_proxy,yes,"support coverage, SAR morphology strength, and optical-SAR association remain separate review layers",preserve as posthoc morphology support; keep association layer separate,not final annotation; not selector success; not identity truth; not GT-guided prediction logic
PAIR_GM_RM017_o183_s381_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,381,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated;state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,support_ok_but_not_exclusive,aligned_posthoc,aligned_posthoc,1,1,1,main_energy_strip_inside_support_proxy;gt_dominant=upper_side_strip_image_axis_proxy,yes,"support coverage, SAR morphology strength, and optical-SAR association remain separate review layers",preserve as posthoc morphology support; keep association layer separate,not final annotation; not selector success; not identity truth; not GT-guided prediction logic
PAIR_GM_RM017_o183_s382_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,382,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated;state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,support_too_broad;support_ok_but_not_exclusive,aligned_posthoc,aligned_posthoc,1,1,1,main_energy_strip_inside_support_proxy;gt_dominant=lower_side_strip_image_axis_proxy,yes,"support coverage, SAR morphology strength, and optical-SAR association remain separate review layers",preserve as posthoc morphology support; keep association layer separate,not final annotation; not selector success; not identity truth; not GT-guided prediction logic
PAIR_GM_RM017_o184_s383_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,383,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated;state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,support_ok_but_not_exclusive,aligned_posthoc,aligned_posthoc,1,1,1,main_energy_strip_inside_support_proxy;gt_dominant=upper_side_strip_image_axis_proxy,yes,"support coverage, SAR morphology strength, and optical-SAR association remain separate review layers",preserve as posthoc morphology support; keep association layer separate,not final annotation; not selector success; not identity truth; not GT-guided prediction logic
PAIR_GM_RM017_o184_s384_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,384,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated;state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,support_too_broad;support_ok_but_not_exclusive,aligned_posthoc,aligned_posthoc,1,1,1,main_energy_strip_inside_support_proxy;gt_dominant=lower_side_strip_image_axis_proxy,yes,"support coverage, SAR morphology strength, and optical-SAR association remain separate review layers",manual review or phase recap; no final annotation,not final annotation; not selector success; not identity truth; not GT-guided prediction logic
PAIR_GM_RM017_o185_s385_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,385,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated;state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,support_ok_but_not_exclusive,aligned_posthoc,aligned_posthoc,1,1,1,main_energy_strip_inside_support_proxy;gt_dominant=upper_side_strip_image_axis_proxy,yes,"support coverage, SAR morphology strength, and optical-SAR association remain separate review layers",preserve as posthoc morphology support; keep association layer separate,not final annotation; not selector success; not identity truth; not GT-guided prediction logic
PAIR_GM_RM017_o185_s386_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,386,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated;state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,support_ok_but_not_exclusive,aligned_posthoc,aligned_posthoc,1,1,1,main_energy_strip_inside_support_proxy;gt_dominant=lower_side_strip_image_axis_proxy,yes,"support coverage, SAR morphology strength, and optical-SAR association remain separate review layers",manual review or phase recap; no final annotation,not final annotation; not selector success; not identity truth; not GT-guided prediction logic
PAIR_GM_RM017_o186_s387_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,387,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated;state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,support_too_narrow;support_too_broad,aligned_posthoc,aligned_posthoc,0.9548,0.9163,0.7829,uncertain;gt_dominant=lower_side_strip_image_axis_proxy,yes,"support coverage, SAR morphology strength, and optical-SAR association remain separate review layers",manual review or phase recap; no final annotation,not final annotation; not selector success; not identity truth; not GT-guided prediction logic
PAIR_GM_RM017_o186_s388_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,388,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated;state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,support_ok_but_not_exclusive,aligned_posthoc,aligned_posthoc,1,1,1,main_energy_strip_inside_support_proxy;gt_dominant=lower_side_strip_image_axis_proxy,yes,"support coverage, SAR morphology strength, and optical-SAR association remain separate review layers",manual review or phase recap; no final annotation,not final annotation; not selector success; not identity truth; not GT-guided prediction logic
PAIR_GM_RM017_o187_s389_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,389,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated;state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,support_ok_but_not_exclusive,aligned_posthoc,aligned_posthoc,1,1,1,main_energy_strip_inside_support_proxy;gt_dominant=lower_side_strip_image_axis_proxy,yes,"support coverage, SAR morphology strength, and optical-SAR association remain separate review layers",preserve as posthoc morphology support; keep association layer separate,not final annotation; not selector success; not identity truth; not GT-guided prediction logic
PAIR_GM_RM017_o187_s390_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,390,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated;state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,support_ok_but_not_exclusive,aligned_posthoc,aligned_posthoc,1,1,1,main_energy_strip_inside_support_proxy;gt_dominant=upper_side_strip_image_axis_proxy,yes,"support coverage, SAR morphology strength, and optical-SAR association remain separate review layers",manual review or phase recap; no final annotation,not final annotation; not selector success; not identity truth; not GT-guided prediction logic
PAIR_GM_RM017_o188_s391_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,391,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated;state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,support_ok_but_not_exclusive,aligned_posthoc,aligned_posthoc,1,1,1,main_energy_strip_inside_support_proxy;gt_dominant=lower_side_strip_image_axis_proxy,yes,"support coverage, SAR morphology strength, and optical-SAR association remain separate review layers",manual review or phase recap; no final annotation,not final annotation; not selector success; not identity truth; not GT-guided prediction logic
PAIR_GM_RM017_o188_s392_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,392,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated;state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,support_ok_but_not_exclusive,aligned_posthoc,aligned_posthoc,1,1,1,main_energy_strip_inside_support_proxy;gt_dominant=upper_side_strip_image_axis_proxy,yes,"support coverage, SAR morphology strength, and optical-SAR association remain separate review layers",manual review or phase recap; no final annotation,not final annotation; not selector success; not identity truth; not GT-guided prediction logic
PAIR_GM_RM017_o189_s393_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,393,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated;state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,support_ok_but_not_exclusive,aligned_posthoc,aligned_posthoc,1,1,1,main_energy_strip_inside_support_proxy;gt_dominant=lower_side_strip_image_axis_proxy,yes,"support coverage, SAR morphology strength, and optical-SAR association remain separate review layers",manual review or phase recap; no final annotation,not final annotation; not selector success; not identity truth; not GT-guided prediction logic
PAIR_GM_RM017_o189_s394_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,394,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated;state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,support_ok_but_not_exclusive,aligned_posthoc,aligned_posthoc,1,1,1,main_energy_strip_inside_support_proxy;gt_dominant=upper_side_strip_image_axis_proxy,yes,"support coverage, SAR morphology strength, and optical-SAR association remain separate review layers",manual review or phase recap; no final annotation,not final annotation; not selector success; not identity truth; not GT-guided prediction logic
PAIR_GM_RM017_o206_s429_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,429,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated;state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,support_too_narrow,aligned_posthoc,aligned_posthoc,0.6127,0.6356,0.8364,main_energy_strip_inside_support_proxy;gt_dominant=upper_side_strip_image_axis_proxy,yes,"support coverage, SAR morphology strength, and optical-SAR association remain separate review layers",preserve as posthoc morphology support; keep association layer separate,not final annotation; not selector success; not identity truth; not GT-guided prediction logic
PAIR_GM_RM017_o210_s438_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,438,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated;state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,support_too_narrow,aligned_posthoc,aligned_posthoc,0.3973,0.4179,0.586,support_misses_or_shifts_gt_high_energy_proxy;gt_dominant=upper_side_strip_image_axis_proxy,yes,"support coverage, SAR morphology strength, and optical-SAR association remain separate review layers",manual review or phase recap; no final annotation,not final annotation; not selector success; not identity truth; not GT-guided prediction logic
PAIR_GM_RM017_o184_s383_oty1t_obj_GM_RM017_bytetrack_bt_0014,GM_RM017,383,eligibility=weak_vehicle_layer;tier=medium_resolvable_vehicle;spatial=loose_spatial_prior_generated;state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,support_too_narrow;support_contains_neighbor_structure,misaligned_posthoc,misaligned_posthoc,0.0111,0.0097,0.0011,support_misses_or_shifts_gt_high_energy_proxy;gt_dominant=right_side_strip_image_axis_proxy,yes,"support coverage, SAR morphology strength, and optical-SAR association remain separate review layers",manual association review with support-wide atlas and temporal context,not final annotation; not selector success; not identity truth; not GT-guided prediction logic
PAIR_GM_RM017_o184_s384_oty1t_obj_GM_RM017_bytetrack_bt_0014,GM_RM017,384,eligibility=weak_vehicle_layer;tier=medium_resolvable_vehicle;spatial=loose_spatial_prior_generated;state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,support_too_narrow;support_contains_neighbor_structure,misaligned_posthoc,misaligned_posthoc,0.0025,0.0022,0.0006,support_misses_or_shifts_gt_high_energy_proxy;gt_dominant=left_side_strip_image_axis_proxy,yes,"support coverage, SAR morphology strength, and optical-SAR association remain separate review layers",manual association review with support-wide atlas and temporal context,not final annotation; not selector success; not identity truth; not GT-guided prediction logic
PAIR_GM_RM017_o212_s442_oty1t_obj_GM_RM017_bytetrack_bt_0014,GM_RM017,442,eligibility=weak_vehicle_layer;tier=medium_resolvable_vehicle;spatial=loose_spatial_prior_generated;state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,support_too_narrow,aligned_posthoc,aligned_posthoc,0.5292,0.5474,0.666,support_misses_or_shifts_gt_high_energy_proxy;gt_dominant=right_side_strip_image_axis_proxy,yes,"support coverage, SAR morphology strength, and optical-SAR association remain separate review layers",preserve as posthoc morphology support; keep association layer separate,not final annotation; not selector success; not identity truth; not GT-guided prediction logic
PAIR_GM_RM019_o13_s27_oty1t_obj_GM_RM019_bytetrack_bt_0005,GM_RM019,27,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated;state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,support_too_narrow;support_too_broad;support_contains_neighbor_structure,aligned_posthoc,aligned_posthoc,0,0,0,support_misses_or_shifts_gt_high_energy_proxy;gt_dominant=right_side_strip_image_axis_proxy,yes,"support coverage, SAR morphology strength, and optical-SAR association remain separate review layers",manual association review with support-wide atlas and temporal context,not final annotation; not selector success; not identity truth; not GT-guided prediction logic
PAIR_GM_RM019_o15_s31_oty1t_obj_GM_RM019_bytetrack_bt_0005,GM_RM019,31,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated;state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,azimuth_aligned_range_misaligned;support_too_narrow;support_too_broad;support_contains_neighbor_structure,aligned_posthoc,misaligned_posthoc,0,0,0,support_misses_or_shifts_gt_high_energy_proxy;gt_dominant=right_side_strip_image_axis_proxy,yes,"support coverage, SAR morphology strength, and optical-SAR association remain separate review layers",review range mapping and motion/drift compatibility; do not tune selector,not final annotation; not selector success; not identity truth; not GT-guided prediction logic
PAIR_GM_RM019_o37_s77_oty1t_obj_GM_RM019_bytetrack_bt_0005,GM_RM019,77,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated;state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,support_too_narrow;support_too_broad;support_contains_neighbor_structure,misaligned_posthoc,aligned_posthoc,0,0,0,support_misses_or_shifts_gt_high_energy_proxy;gt_dominant=lower_side_strip_image_axis_proxy,yes,"support coverage, SAR morphology strength, and optical-SAR association remain separate review layers",manual association review with support-wide atlas and temporal context,not final annotation; not selector success; not identity truth; not GT-guided prediction logic
PAIR_GM_RM019_o39_s81_oty1t_obj_GM_RM019_bytetrack_bt_0005,GM_RM019,81,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated;state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,support_too_narrow;support_too_broad;support_contains_neighbor_structure,misaligned_posthoc,aligned_posthoc,0,0,0,support_misses_or_shifts_gt_high_energy_proxy;gt_dominant=right_side_strip_image_axis_proxy,yes,"support coverage, SAR morphology strength, and optical-SAR association remain separate review layers",manual association review with support-wide atlas and temporal context,not final annotation; not selector success; not identity truth; not GT-guided prediction logic
PAIR_GM_RM019_o13_s27_oty1t_obj_GM_RM019_bytetrack_bt_0009,GM_RM019,27,eligibility=blocked_vehicle_or_noise;tier=blocked_noise_or_short_track;spatial=blocked_no_spatial_prior;state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,support_too_narrow;support_contains_neighbor_structure,uncertain,misaligned_posthoc,0,0,0,support_misses_or_shifts_gt_high_energy_proxy;gt_dominant=right_side_strip_image_axis_proxy,yes,"support coverage, SAR morphology strength, and optical-SAR association remain separate review layers",manual association review with support-wide atlas and temporal context,not final annotation; not selector success; not identity truth; not GT-guided prediction logic
PAIR_GM_RM019_o102_s212_oty1t_obj_GM_RM019_bytetrack_bt_0080,GM_RM019,212,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated;state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,support_too_narrow;support_too_broad;support_contains_neighbor_structure,misaligned_posthoc,aligned_posthoc,0.0008,0.0007,0,support_misses_or_shifts_gt_high_energy_proxy;gt_dominant=right_side_strip_image_axis_proxy,yes,"support coverage, SAR morphology strength, and optical-SAR association remain separate review layers",manual association review with support-wide atlas and temporal context,not final annotation; not selector success; not identity truth; not GT-guided prediction logic
