gt_id,scene,sar_frame,pool_type,gt_box_available,image_available,gt_x,gt_y,gt_w,gt_h,gt_area_px,gt_aspect_ratio,gt_long_axis_px,gt_short_axis_px,gt_orientation_proxy,near_image_boundary,valid_for_scale_reference,scale_outlier_flag,scale_outlier_reason,notes
98,GM_RM017,310,paired_215,yes,yes,920.89,1010.485,167.826,66.7,11193.994,2.5161,167.826,66.7,horizontal_like,no,no,extreme_aspect,GT aspect ratio is in the upper tail of the 442-row distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=285.819
99,GM_RM017,315,paired_215,yes,yes,790.875,940.529,143.983,70.213,10109.478,2.0507,143.983,70.213,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=354.645
100,GM_RM017,315,paired_215,yes,yes,956.45,1010.55,157.5,65.1,10253.25,2.4194,157.5,65.1,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=288.171
101,GM_RM017,317,paired_215,yes,yes,977.076,1007.111,149.812,68.644,10283.695,2.1824,149.812,68.644,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=286.169
102,GM_RM017,317,paired_215,yes,yes,796.483,941.214,163.847,68.644,11247.113,2.3869,163.847,68.644,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=355.626
103,GM_RM017,319,paired_215,yes,yes,813.8,939.398,151,72.822,10996.122,2.0735,151,72.822,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=356.879
104,GM_RM017,319,paired_215,yes,yes,982.076,1008.91,159.155,70.137,11162.654,2.2692,159.155,70.137,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=288.638
105,GM_RM017,321,paired_215,yes,yes,993.833,1004.75,154.423,74.5,11504.514,2.0728,154.423,74.5,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=292
106,GM_RM017,321,paired_215,yes,yes,826.984,944.068,148.297,65.897,9772.327,2.2504,148.297,65.897,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=355.694
107,GM_RM017,323,paired_215,yes,yes,1010.317,1004.063,152.033,76.979,11703.348,1.975,152.033,76.979,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=290.127
108,GM_RM017,323,paired_215,yes,yes,835.794,943.748,163.729,67.703,11084.944,2.4183,163.729,67.703,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=354.977
109,GM_RM017,325,paired_215,yes,yes,1021.685,1008.302,146.473,67.871,9941.269,2.1581,146.473,67.871,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=291.763
110,GM_RM017,325,paired_215,yes,yes,853.094,939.369,172.013,78.939,13578.534,2.1791,172.013,78.939,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=352.184
111,GM_RM017,327,paired_215,yes,yes,1031.899,1008.267,148.762,71.222,10595.127,2.0887,148.762,71.222,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=288.829
112,GM_RM017,327,paired_215,yes,yes,860.089,944.645,166.919,71.355,11910.505,2.3393,166.919,71.355,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=350.787
113,GM_RM017,329,paired_215,yes,yes,1047.415,1009.202,142.137,71.937,10224.909,1.9759,142.137,71.937,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=288.83
114,GM_RM017,329,paired_215,yes,yes,871.935,936.581,165.871,79.065,13114.591,2.0979,165.871,79.065,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=352.198
115,GM_RM017,330,paired_215,yes,yes,1050.984,1010.79,164,66.194,10855.816,2.4776,164,66.194,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=288.687
116,GM_RM017,330,paired_215,yes,yes,881.077,935.265,170.49,76.581,13056.295,2.2263,170.49,76.581,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=358.963
117,GM_RM017,331,paired_215,yes,yes,890.023,941.182,162.955,76.151,12409.186,2.1399,162.955,76.151,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=349.152
118,GM_RM017,331,paired_215,yes,yes,1060.746,1009.975,158.375,68.39,10831.266,2.3158,158.375,68.39,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=287.087
119,GM_RM017,332,paired_215,yes,yes,898.926,944.358,156.252,67.413,10533.416,2.3178,156.252,67.413,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=353.229
120,GM_RM017,332,paired_215,yes,yes,1062.413,1009.621,157.981,66.648,10529.118,2.3704,157.981,66.648,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=288.319
121,GM_RM017,333,paired_215,yes,yes,903.311,939.939,172.998,77.879,13472.911,2.2214,172.998,77.879,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=349.182
122,GM_RM017,333,paired_215,yes,yes,1073.125,1009.103,155.122,69.3,10749.955,2.2384,155.122,69.3,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=288.899
123,GM_RM017,334,paired_215,yes,yes,907.79,942.629,162.903,64.484,10504.637,2.5263,162.903,64.484,horizontal_like,no,no,extreme_aspect,GT aspect ratio is in the upper tail of the 442-row distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=356.306
124,GM_RM017,334,paired_215,yes,yes,1077.382,1010.473,158.132,64.442,10190.342,2.4539,158.132,64.442,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=288.566
125,GM_RM017,335,paired_215,yes,yes,1084.338,1004.145,153.285,74.297,11388.616,2.0631,153.285,74.297,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=288.746
126,GM_RM017,335,paired_215,yes,yes,922.34,938.917,167.41,77.3,12940.793,2.1657,167.41,77.3,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=350.688
127,GM_RM017,335,paired_215,yes,yes,751.518,885.26,145.403,68.816,10006.053,2.1129,145.403,68.816,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=411.816
128,GM_RM017,336,paired_215,yes,yes,1095.41,1010.403,163.96,74.565,12225.677,2.1989,163.96,74.565,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=282.075
129,GM_RM017,336,paired_215,yes,yes,921.75,940.581,168.758,74.645,12596.941,2.2608,168.758,74.645,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=353.174
130,GM_RM017,336,paired_215,yes,yes,767.177,873.581,154.226,67.413,10396.837,2.2878,154.226,67.413,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=422.723
334,GM_RM017,337,paired_215,yes,yes,931.185,941.426,161.313,78.394,12645.971,2.0577,161.313,78.394,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=347.846
335,GM_RM017,337,paired_215,yes,yes,1095.721,1005.685,151.119,75.466,11404.346,2.0025,151.119,75.466,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=282.891
135,GM_RM017,337,paired_215,yes,yes,765.375,877.975,145.75,73.15,10661.613,1.9925,145.75,73.15,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=418.184
131,GM_RM017,338,paired_215,yes,yes,939.9,941.11,152.2,72.84,11086.248,2.0895,152.2,72.84,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=352.537
132,GM_RM017,338,paired_215,yes,yes,1103.718,1009.292,148.39,62.896,9333.137,2.3593,148.39,62.896,horizontal_like,no,no,too_small,GT scale is in the lower tail of the 442-row vehicle-scale distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=290.69
133,GM_RM017,338,paired_215,yes,yes,769.558,879.92,157.087,74.64,11724.974,2.1046,157.087,74.64,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=416.76
134,GM_RM017,339,paired_215,yes,yes,943.915,943.403,156.971,68.439,10742.938,2.2936,156.971,68.439,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=352.317
136,GM_RM017,339,paired_215,yes,yes,1111.398,1005.798,158.313,78.952,12499.128,2.0052,158.313,78.952,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=281.977
137,GM_RM017,339,paired_215,yes,yes,778.574,879.981,153.91,76.535,11779.502,2.011,153.91,76.535,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=414.414
138,GM_RM017,340,paired_215,yes,yes,950.81,945.983,167.553,76.508,12819.145,2.19,167.553,76.508,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=346.863
139,GM_RM017,340,paired_215,yes,yes,1115.084,1010.773,144.738,65.413,9467.747,2.2127,144.738,65.413,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=289.262
140,GM_RM017,340,paired_215,yes,yes,779.348,882.884,143.471,68.826,9874.535,2.0845,143.471,68.826,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=414.22
141,GM_RM017,341,paired_215,yes,yes,1129.371,1008.903,169.245,68.755,11636.44,2.4616,169.245,68.755,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=286.338
142,GM_RM017,341,paired_215,yes,yes,954.206,941.303,167.103,77.161,12893.835,2.1656,167.103,77.161,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=349.797
143,GM_RM017,341,paired_215,yes,yes,781.406,884.729,147.368,72.116,10627.591,2.0435,147.368,72.116,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=410.663
144,GM_RM017,342,paired_215,yes,yes,1127.16,1008.93,149.05,69.7,10388.785,2.1385,149.05,69.7,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=287.64
145,GM_RM017,342,paired_215,yes,yes,960.692,941.628,162.983,71.403,11637.475,2.2826,162.983,71.403,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=352.454
146,GM_RM017,342,paired_215,yes,yes,794.761,880.11,139.497,74.206,10351.514,1.8799,139.497,74.206,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=410.849
147,GM_RM017,343,paired_215,yes,yes,970.145,940.871,162.071,80.194,12997.122,2.021,162.071,80.194,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=348.846
148,GM_RM017,343,paired_215,yes,yes,1138.871,1011.29,162.161,76.742,12444.559,2.1131,162.161,76.742,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=280.148
149,GM_RM017,343,paired_215,yes,yes,794.653,880.48,144.242,78.266,11289.244,1.843,144.242,78.266,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=411.894
150,GM_RM017,344,paired_215,yes,yes,977.092,940.874,152.28,71.257,10851.016,2.1371,152.28,71.257,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=354.862
151,GM_RM017,344,paired_215,yes,yes,1140.293,1009.731,160.347,74.382,11926.931,2.1557,160.347,74.382,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=284.303
152,GM_RM017,344,paired_215,yes,yes,808.173,882.758,140.331,75.177,10549.664,1.8667,140.331,75.177,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=410.033
153,GM_RM017,345,paired_215,yes,yes,1147.065,1010.129,162.935,72.032,11736.534,2.262,162.935,72.032,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=283.641
154,GM_RM017,345,paired_215,yes,yes,980.185,940.116,163.126,81.458,13287.918,2.0026,163.126,81.458,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=348.942
155,GM_RM017,345,paired_215,yes,yes,808.169,878.984,152.435,79.516,12121.021,1.917,152.435,79.516,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=411.324
156,GM_RM017,346,paired_215,yes,yes,1156.725,1010.95,156.76,76.36,11970.194,2.0529,156.76,76.36,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=279.495
157,GM_RM017,346,paired_215,yes,yes,989.475,940.156,160.875,79.711,12823.507,2.0182,160.875,79.711,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=348.475
158,GM_RM017,346,paired_215,yes,yes,820.217,882.154,148.249,74.082,10982.582,2.0011,148.249,74.082,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=409.725
159,GM_RM017,347,paired_215,yes,yes,995.919,940.452,167.084,76.181,12728.626,2.1933,167.084,76.181,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=351.137
160,GM_RM017,347,paired_215,yes,yes,1160.194,1011.129,155.871,70.484,10986.412,2.2114,155.871,70.484,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=279.676
161,GM_RM017,347,paired_215,yes,yes,820.952,879.96,155.968,75.661,11800.695,2.0614,155.968,75.661,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=412.18
162,GM_RM017,348,paired_215,yes,yes,1000.25,943.5,158.8,77.733,12344,2.0429,158.8,77.733,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=348.886
163,GM_RM017,348,paired_215,yes,yes,1164.61,1011.088,138.26,77.023,10649.2,1.795,138.26,77.023,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=282.011
164,GM_RM017,348,paired_215,yes,yes,835.175,879.967,145.41,73.547,10694.469,1.9771,145.41,73.547,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=412.277
165,GM_RM017,349,paired_215,yes,yes,1175.342,1006.066,168.613,78.79,13285.018,2.14,168.613,78.79,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=282.754
166,GM_RM017,349,paired_215,yes,yes,840.448,876.056,154.444,78.952,12193.663,1.9562,154.444,78.952,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=415.797
167,GM_RM017,349,paired_215,yes,yes,1006.863,944.274,174.694,74.903,13085.105,2.3323,174.694,74.903,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=347.754
168,GM_RM017,350,paired_215,yes,yes,1177.32,1004.422,154.427,83.797,12940.519,1.8429,154.427,83.797,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=283.696
169,GM_RM017,350,paired_215,yes,yes,836.549,876.523,170.069,79.007,13436.641,2.1526,170.069,79.007,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=412.138
170,GM_RM017,350,paired_215,yes,yes,1018.893,940.828,173.75,74.157,12884.779,2.343,173.75,74.157,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=348.663
171,GM_RM017,351,paired_215,yes,yes,1189.747,1009.76,160.616,71.042,11410.482,2.2609,160.616,71.042,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=280.519
172,GM_RM017,351,paired_215,yes,yes,846.387,883.116,158.658,65.852,10447.947,2.4093,158.658,65.852,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=413.851
173,GM_RM017,351,paired_215,yes,yes,1017.529,941.494,171.226,76.413,13083.892,2.2408,171.226,76.413,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=349.871
174,GM_RM017,352,paired_215,yes,yes,1190.333,1009.353,154,76.407,11766.678,2.0155,154,76.407,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=281.165
175,GM_RM017,352,paired_215,yes,yes,862.477,876.478,168.105,78.146,13136.733,2.1512,168.105,78.146,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=414.104
176,GM_RM017,352,paired_215,yes,yes,1027.358,946.583,165.109,75,12383.175,2.2015,165.109,75,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=347.059
177,GM_RM017,353,paired_215,yes,yes,1203.171,1010.061,157.981,75.187,11878.117,2.1012,157.981,75.187,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=282.263
178,GM_RM017,353,paired_215,yes,yes,863.548,880.694,156.742,76.129,11932.612,2.0589,156.742,76.129,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=413.88
179,GM_RM017,353,paired_215,yes,yes,1032.996,944.266,163.024,75.935,12379.227,2.1469,163.024,75.935,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=347.553
180,GM_RM017,354,paired_215,yes,yes,871.054,877.859,151.388,75.438,11420.408,2.0068,151.388,75.438,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=415.803
181,GM_RM017,354,paired_215,yes,yes,1040.45,944.803,164.1,70.36,11546.076,2.3323,164.1,70.36,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=349.771
182,GM_RM017,354,paired_215,yes,yes,1206.25,1010.062,153.525,69.4,10654.635,2.2122,153.525,69.4,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=286.58
183,GM_RM017,355,paired_215,yes,yes,876.155,878.29,149.29,77.832,11619.539,1.9181,149.29,77.832,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=412.941
184,GM_RM017,355,paired_215,yes,yes,1045.658,942.116,166.355,74.645,12417.569,2.2286,166.355,74.645,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=350.259
185,GM_RM017,355,paired_215,yes,yes,1209.187,1010.258,155.548,70.826,11016.843,2.1962,155.548,70.826,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=284.307
186,GM_RM017,356,paired_215,yes,yes,890.673,881.57,162.667,73.198,11906.899,2.2223,162.667,73.198,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=414.417
187,GM_RM017,356,paired_215,yes,yes,1216.276,1013.655,150.438,68.583,10317.489,2.1935,150.438,68.583,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=283.449
188,GM_RM017,356,paired_215,yes,yes,1052.196,942.44,168.582,78.9,13301.12,2.1367,168.582,78.9,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=347.753
189,GM_RM017,357,paired_215,yes,yes,887.982,878.766,162.681,71.577,11644.218,2.2728,162.681,71.577,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=415.238
190,GM_RM017,357,paired_215,yes,yes,1224.51,1008.527,155.652,68.023,10587.916,2.2882,155.652,68.023,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=287.435
191,GM_RM017,357,paired_215,yes,yes,1063.929,940.219,164.974,78.858,13009.52,2.092,164.974,78.858,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=350.089
192,GM_RM017,358,paired_215,yes,yes,908.924,877.19,155.717,79.18,12329.672,1.9666,155.717,79.18,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=415.867
193,GM_RM017,358,paired_215,yes,yes,1235.385,1010.033,163.41,74.933,12244.802,2.1807,163.41,74.933,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=282.276
194,GM_RM017,358,paired_215,yes,yes,1069.646,943.937,158.573,77.666,12315.731,2.0417,158.573,77.666,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=344.467
195,GM_RM017,359,paired_215,yes,yes,905.889,880.037,165.403,73.3,12124.04,2.2565,165.403,73.3,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=413.035
196,GM_RM017,359,paired_215,yes,yes,1236.377,1012.138,157.268,73.105,11497.077,2.1513,157.268,73.105,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=281.244
197,GM_RM017,359,paired_215,yes,yes,1072.523,943.806,170.644,70.165,11973.236,2.432,170.644,70.165,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=346.385
198,GM_RM017,360,paired_215,yes,yes,917.747,877.469,158.8,78.669,12492.637,2.0186,158.8,78.669,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=413.095
199,GM_RM017,360,paired_215,yes,yes,1240.51,1007.548,145.64,77.468,11282.44,1.88,145.64,77.468,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=282.733
200,GM_RM017,360,paired_215,yes,yes,1081.56,941.827,156.385,80.898,12651.234,1.9331,156.385,80.898,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=346.368
201,GM_RM017,361,paired_215,yes,yes,925.484,882,166.226,73.8,12267.479,2.2524,166.226,73.8,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=410.801
202,GM_RM017,361,paired_215,yes,yes,1250.587,1008.787,162.497,71.039,11543.624,2.2874,162.497,71.039,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=285.49
203,GM_RM017,361,paired_215,yes,yes,1090.856,942.248,176.842,72.626,12843.327,2.435,176.842,72.626,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=350.861
