case_id,scene,object_hypothesis_id,sar_frame,window_size,frame_offsets_used,temporal_data_available,dominant_structure_persistence,hotspot_drift_available,hotspot_drift_direction,component_centroid_drift,ridge_or_strip_persistence,shell_structure_persistence,structure_changes_gradually,possible_vehicle_like_temporal_tube,possible_background_stable_structure,compatible_with_optical_tracklet_motion,main_temporal_failure_reason,notes
PAIR_GM_RM017_o176_s366_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,366,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,right,total=119.981;median_step=14.9501;max_step=88.57,1,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o176_s367_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,367,3,-1;0;1,yes,1,yes,left,total=3.34;median_step=24.4069;max_step=26.067,1,1,yes,uncertain,yes,uncertain,persistent structure is nearly stationary; background-stable risk,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o176_s367_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,367,5,-2;-1;0;1;2,yes,1,yes,right,total=58.341;median_step=24.4069;max_step=55.099,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o176_s367_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,367,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,right,total=36.756;median_step=10.4802;max_step=55.099,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o177_s368_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,368,3,-1;0;1,yes,1,yes,right,total=29.585;median_step=14.7989;max_step=22.559,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o177_s368_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,368,5,-2;-1;0;1;2,yes,1,yes,left,total=7.74;median_step=16.8392;max_step=26.246,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o177_s368_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,368,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,right,total=77.117;median_step=14.9173;max_step=55.096,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o177_s369_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,369,3,-1;0;1,yes,1,yes,left,total=4.086;median_step=9.0792;max_step=11.12,1,1,yes,uncertain,yes,uncertain,persistent structure is nearly stationary; background-stable risk,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o177_s369_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,369,5,-2;-1;0;1;2,yes,1,yes,right,total=25.866;median_step=9.2351;max_step=22.559,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o177_s369_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,369,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,right,total=54.661;median_step=20.637;max_step=55.096,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o178_s370_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,370,3,-1;0;1,yes,1,yes,left,total=3.999;median_step=9.7562;max_step=11.716,1,1,yes,uncertain,yes,uncertain,persistent structure is nearly stationary; background-stable risk,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o178_s370_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,370,5,-2;-1;0;1;2,yes,1,yes,right,total=12.62;median_step=8.6224;max_step=11.716,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o178_s370_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,370,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,right,total=78.133;median_step=17.1374;max_step=53.885,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o178_s371_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,371,3,-1;0;1,yes,1,yes,right,total=17.237;median_step=8.6224;max_step=9.448,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o178_s371_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,371,5,-2;-1;0;1;2,yes,1,yes,right,total=48.108;median_step=10.5821;max_step=42.594,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o178_s371_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,371,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,right,total=26.778;median_step=10.5821;max_step=42.594,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o179_s372_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,372,3,-1;0;1,yes,1,yes,right,total=52.026;median_step=26.107;max_step=46.759,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o179_s372_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,372,5,-2;-1;0;1;2,yes,1,yes,right,total=28.605;median_step=19.604;max_step=46.759,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o179_s372_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,372,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,right,total=61.838;median_step=7.2275;max_step=46.759,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o179_s373_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,373,3,-1;0;1,yes,1,yes,left,total=26.08;median_step=18.3845;max_step=31.314,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o179_s373_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,373,5,-2;-1;0;1;2,yes,1,yes,right,total=25.894;median_step=18.3845;max_step=46.759,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o179_s373_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,373,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,right,total=47.257;median_step=7.2275;max_step=46.759,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o180_s374_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,374,3,-1;0;1,yes,1,yes,left,total=26.132;median_step=17.9579;max_step=31.022,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o180_s374_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,374,5,-2;-1;0;1;2,yes,1,yes,left,total=14.716;median_step=5.8507;max_step=31.022,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o180_s374_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,374,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,right,total=48.714;median_step=7.0702;max_step=46.759,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o180_s375_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,375,3,-1;0;1,yes,1,yes,right,total=11.114;median_step=5.5703;max_step=6.246,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o180_s375_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,375,5,-2;-1;0;1;2,yes,1,yes,left,total=14.945;median_step=5.6877;max_step=31.022,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o180_s375_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,375,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,right,total=62.797;median_step=5.8507;max_step=46.759,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o180_s376_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,376,3,-1;0;1,yes,1,yes,right,total=11.348;median_step=5.6877;max_step=6.246,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o180_s376_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,376,5,-2;-1;0;1;2,yes,1,yes,right,total=26.464;median_step=5.6877;max_step=10.239,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o180_s376_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,376,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,right,total=58.208;median_step=5.2919;max_step=46.759,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o181_s377_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,377,3,-1;0;1,yes,1,yes,right,total=15.298;median_step=7.654;max_step=10.599,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o181_s377_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,377,5,-2;-1;0;1;2,yes,1,yes,right,total=26.749;median_step=5.7782;max_step=10.599,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o181_s377_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,377,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,right,total=24.335;median_step=5.6935;max_step=31.05,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o181_s378_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,378,3,-1;0;1,yes,1,yes,right,total=16.377;median_step=8.2059;max_step=10.599,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o181_s378_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,378,5,-2;-1;0;1;2,yes,1,yes,right,total=26.727;median_step=5.7285;max_step=10.599,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o181_s378_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,378,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,right,total=20.607;median_step=5.6935;max_step=31.05,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o182_s379_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,379,3,-1;0;1,yes,1,yes,right,total=12.172;median_step=6.0881;max_step=7.241,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o182_s379_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,379,5,-2;-1;0;1;2,yes,1,yes,right,total=30.939;median_step=7.9948;max_step=10.046,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o182_s379_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,379,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,right,total=59.151;median_step=6.4971;max_step=10.046,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o182_s380_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,380,3,-1;0;1,yes,1,yes,right,total=13.683;median_step=6.8421;max_step=8.749,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o182_s380_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,380,5,-2;-1;0;1;2,yes,1,yes,right,total=27.109;median_step=6.7202;max_step=8.749,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o182_s380_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,380,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,right,total=51.452;median_step=5.5675;max_step=10.046,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o183_s381_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,381,3,-1;0;1,yes,1,yes,right,total=14.667;median_step=7.3342;max_step=8.606,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o183_s381_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,381,5,-2;-1;0;1;2,yes,1,yes,right,total=27.52;median_step=7.3342;max_step=9.548,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o183_s381_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,381,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,right,total=57.765;median_step=5.5286;max_step=10.172,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o183_s382_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,382,3,-1;0;1,yes,1,yes,right,total=15.606;median_step=7.8052;max_step=9.548,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o183_s382_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,382,5,-2;-1;0;1;2,yes,1,yes,right,total=27.341;median_step=7.3342;max_step=9.548,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o183_s382_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,382,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,right,total=55.388;median_step=4.686;max_step=10.172,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o184_s383_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,383,3,-1;0;1,yes,1,yes,right,total=12.8;median_step=6.4727;max_step=9.351,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o184_s383_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,383,5,-2;-1;0;1;2,yes,1,yes,right,total=22.105;median_step=5.1813;max_step=9.351,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o184_s383_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,383,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,right,total=55.771;median_step=5.1958;max_step=9.351,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o184_s384_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,384,3,-1;0;1,yes,1,yes,right,total=5.998;median_step=3.1755;max_step=3.595,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o184_s384_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,384,5,-2;-1;0;1;2,yes,1,yes,right,total=21.858;median_step=5.0535;max_step=9.351,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o184_s384_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,384,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,right,total=49.335;median_step=3.7367;max_step=9.351,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o185_s385_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,385,3,-1;0;1,yes,1,yes,right,total=10.273;median_step=5.1686;max_step=6.959,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o185_s385_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,385,5,-2;-1;0;1;2,yes,1,yes,right,total=19.451;median_step=4.8101;max_step=6.959,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o185_s385_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,385,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,right,total=57.63;median_step=5.9902;max_step=9.487,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o185_s386_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,386,3,-1;0;1,yes,1,yes,right,total=13.189;median_step=6.6003;max_step=6.959,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o185_s386_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,386,5,-2;-1;0;1;2,yes,1,yes,right,total=20.518;median_step=5.1249;max_step=6.959,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o185_s386_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,386,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,right,total=49.198;median_step=5.0674;max_step=9.487,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o186_s387_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,387,3,-1;0;1,yes,1,yes,right,total=13.58;median_step=6.7898;max_step=7.323,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o186_s387_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,387,5,-2;-1;0;1;2,yes,1,yes,right,total=24.289;median_step=6.2855;max_step=7.323,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o186_s387_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,387,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,right,total=46.778;median_step=4.6354;max_step=8.194,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o186_s388_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,388,3,-1;0;1,yes,1,yes,right,total=10.596;median_step=5.3039;max_step=6.946,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o186_s388_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,388,5,-2;-1;0;1;2,yes,1,yes,right,total=25.316;median_step=6.8292;max_step=8.116,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o186_s388_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,388,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,right,total=45.067;median_step=3.5274;max_step=8.116,0.9091,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o187_s389_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,389,3,-1;0;1,yes,1,yes,right,total=13.627;median_step=6.8618;max_step=8.6,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o187_s389_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,389,5,-2;-1;0;1;2,yes,1,yes,right,total=21.463;median_step=6.0348;max_step=8.6,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
