scene,object_hypothesis_id,sar_gt_id,sar_frame,optical_frame,optical_bbox_area_ratio,optical_bbox_height,optical_bbox_width,optical_bbox_aspect_ratio,optical_bbox_bottom_y_norm,object_optical_area_slope_per_frame,object_sar_radius_slope_per_frame,optical_area_vs_sar_radius_trend_status,sar_gt_radius_px,sar_gt_azimuth_deg,sar_gt_long_axis_px,sar_gt_short_axis_px,sar_gt_aspect,sar_box_mean_intensity,sar_box_max_intensity,sar_box_top5_mean_intensity,sar_local_background_mean,sar_box_to_background_ratio,sar_peak_to_background_ratio,sar_center_to_peak_distance_px,scatter_observation_note,posthoc_only_note
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,164,348,167,0.019157,62.022,148.257,2.3904,0.6383,0.00038742,-1.63129,opposite_sign_area_radius_trend_posthoc,552.014,-35.280,145.410,73.547,1.9771,0.282213,0.705882,0.460240,0.280549,1.005931,2.516074,62.468,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,165,349,168,0.060993,100.994,289.887,2.8703,0.6693,-0.00005661,0.03224,opposite_sign_area_radius_trend_posthoc,325.235,3.762,168.613,78.790,2.1400,0.358990,0.898039,0.733519,0.298181,1.203931,3.011722,46.315,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,166,349,168,0.021427,64.166,160.285,2.4980,0.6421,0.00038742,-1.63129,opposite_sign_area_radius_trend_posthoc,552.200,-34.599,154.444,78.952,1.9562,0.284999,0.694118,0.466331,0.285577,0.997974,2.430577,64.082,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,167,349,168,0.043655,93.067,225.156,2.4193,0.6500,0.00099800,-1.60366,opposite_sign_area_radius_trend_posthoc,413.397,-20.850,174.694,74.903,2.3323,0.332094,0.898039,0.672573,0.295577,1.123545,3.038254,65.948,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,168,350,168,0.060991,100.988,289.893,2.8706,0.6693,-0.00005661,0.03224,opposite_sign_area_radius_trend_posthoc,327.011,4.089,154.427,83.797,1.8429,0.339283,0.870588,0.710561,0.282042,1.202952,3.086733,42.417,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,169,350,168,0.021425,64.161,160.285,2.4982,0.6421,0.00038742,-1.63129,opposite_sign_area_radius_trend_posthoc,554.041,-34.958,170.069,79.007,2.1526,0.269437,0.709804,0.454718,0.270956,0.994394,2.619625,27.705,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,170,350,168,0.043659,93.072,225.165,2.4193,0.6500,0.00099800,-1.60366,opposite_sign_area_radius_trend_posthoc,412.524,-19.118,173.750,74.157,2.3430,0.319989,0.870588,0.665289,0.283543,1.128538,3.070392,62.819,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,171,351,168,0.060993,100.994,289.887,2.8703,0.6693,-0.00005661,0.03224,opposite_sign_area_radius_trend_posthoc,322.825,6.357,160.616,71.042,2.2609,0.342203,0.850980,0.691898,0.287847,1.188834,2.956360,51.233,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,172,351,168,0.021427,64.166,160.285,2.4980,0.6421,0.00038742,-1.63129,opposite_sign_area_radius_trend_posthoc,543.017,-34.506,158.658,65.852,2.4093,0.282723,0.760784,0.496137,0.274230,1.030971,2.774259,41.868,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,173,351,168,0.043655,93.067,225.156,2.4193,0.6500,0.00099800,-1.60366,opposite_sign_area_radius_trend_posthoc,412.344,-19.327,171.226,76.413,2.2408,0.324855,0.847059,0.670017,0.286203,1.135053,2.959645,74.945,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,174,352,169,0.062441,103.014,290.947,2.8244,0.6660,-0.00005661,0.03224,opposite_sign_area_radius_trend_posthoc,323.295,6.453,154.000,76.407,2.0155,0.334404,0.839216,0.671299,0.286814,1.165924,2.925989,49.255,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,175,352,169,0.022041,63.775,165.889,2.6012,0.6371,0.00038742,-1.63129,opposite_sign_area_radius_trend_posthoc,539.641,-32.698,168.105,78.146,2.1512,0.283046,0.760784,0.492489,0.278713,1.015546,2.729631,59.784,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,176,352,169,0.043826,92.652,227.049,2.4506,0.6456,0.00099800,-1.60366,opposite_sign_area_radius_trend_posthoc,404.360,-18.252,165.109,75.000,2.2015,0.334863,0.870588,0.693221,0.285735,1.171938,3.046841,64.313,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,177,353,169,0.062448,103.024,290.951,2.8241,0.6660,-0.00005661,0.03224,opposite_sign_area_radius_trend_posthoc,324.289,8.721,157.981,75.187,2.1012,0.330237,0.854902,0.660414,0.283237,1.165939,3.018328,51.224,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,178,353,169,0.022041,63.779,165.881,2.6009,0.6371,0.00038742,-1.63129,opposite_sign_area_radius_trend_posthoc,535.516,-32.846,156.742,76.129,2.0589,0.282461,0.756863,0.489540,0.272724,1.035700,2.775192,65.155,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,179,353,169,0.043824,92.653,227.036,2.4504,0.6456,0.00099800,-1.60366,opposite_sign_area_radius_trend_posthoc,404.841,-17.391,163.024,75.935,2.1469,0.330941,0.874510,0.686790,0.282335,1.172154,3.097416,62.544,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,180,354,170,0.022234,63.618,167.755,2.6369,0.6364,0.00038742,-1.63129,opposite_sign_area_radius_trend_posthoc,533.885,-32.004,151.388,75.438,2.0068,0.271639,0.745098,0.472321,0.264898,1.025446,2.812771,58.336,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,181,354,170,0.044978,96.996,222.579,2.2947,0.6486,0.00099800,-1.60366,opposite_sign_area_radius_trend_posthoc,402.160,-16.401,164.100,70.360,2.3323,0.323527,0.894118,0.684284,0.272053,1.189208,3.286559,63.210,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,182,354,170,0.063794,103.586,295.612,2.8538,0.6644,-0.00005661,0.03224,opposite_sign_area_radius_trend_posthoc,324.769,9.258,153.525,69.400,2.2122,0.328970,0.847059,0.668714,0.272319,1.208032,3.110539,55.755,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,183,355,170,0.022235,63.623,167.750,2.6366,0.6364,0.00038742,-1.63129,opposite_sign_area_radius_trend_posthoc,530.832,-31.562,149.290,77.832,1.9181,0.297811,0.745098,0.516826,0.291328,1.022253,2.557595,48.553,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,184,355,170,0.044978,97.002,222.566,2.2944,0.6486,0.00099800,-1.60366,opposite_sign_area_radius_trend_posthoc,403.309,-15.583,166.355,74.645,2.2286,0.346381,0.862745,0.703513,0.298325,1.161084,2.891960,59.768,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,185,355,170,0.063796,103.588,295.612,2.8537,0.6644,-0.00005661,0.03224,opposite_sign_area_radius_trend_posthoc,325.061,9.775,155.548,70.826,2.1962,0.352018,0.835294,0.700192,0.297738,1.182311,2.805471,54.400,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,186,356,171,0.022432,64.103,167.973,2.6204,0.6357,0.00038742,-1.63129,opposite_sign_area_radius_trend_posthoc,520.547,-30.389,162.667,73.198,2.2223,0.263928,0.745098,0.467904,0.259404,1.017438,2.872345,51.796,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,187,356,171,0.064970,103.301,301.892,2.9225,0.6623,-0.00005661,0.03224,opposite_sign_area_radius_trend_posthoc,323.005,11.116,150.438,68.583,2.1935,0.318218,0.839216,0.661938,0.264429,1.203413,3.173687,54.121,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,188,356,171,0.044041,94.436,223.850,2.3704,0.6441,0.00099800,-1.60366,opposite_sign_area_radius_trend_posthoc,401.288,-14.696,168.582,78.900,2.1367,0.306923,0.862745,0.655484,0.265273,1.157008,3.252295,62.290,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,189,357,171,0.022436,64.113,167.974,2.6200,0.6357,0.00038742,-1.63129,opposite_sign_area_radius_trend_posthoc,524.328,-30.488,162.681,71.577,2.2728,0.278952,0.721569,0.488819,0.273517,1.019869,2.638113,44.530,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,190,357,171,0.064964,103.297,301.875,2.9224,0.6623,-0.00005661,0.03224,opposite_sign_area_radius_trend_posthoc,329.701,12.349,155.652,68.023,2.2882,0.331754,0.847059,0.681635,0.279345,1.187613,3.032306,59.513,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,191,357,171,0.044045,94.442,223.856,2.3703,0.6441,0.00099800,-1.60366,opposite_sign_area_radius_trend_posthoc,400.637,-12.992,164.974,78.858,2.0920,0.327459,0.866667,0.678490,0.280925,1.165646,3.085048,57.262,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,192,358,172,0.022646,64.142,169.468,2.6421,0.6368,0.00038742,-1.63129,opposite_sign_area_radius_trend_posthoc,515.406,-28.392,155.717,79.180,1.9666,0.279973,0.725490,0.488939,0.276634,1.012070,2.622562,59.008,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,193,358,172,0.067392,105.401,306.905,2.9118,0.6632,-0.00005661,0.03224,opposite_sign_area_radius_trend_posthoc,330.737,14.245,163.410,74.933,2.1807,0.323080,0.847059,0.663946,0.278692,1.159270,3.039405,62.972,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,194,358,172,0.045444,96.615,225.773,2.3368,0.6461,0.00099800,-1.60366,opposite_sign_area_radius_trend_posthoc,395.757,-12.307,158.573,77.666,2.0417,0.335260,0.850980,0.702005,0.280348,1.195869,3.035442,51.958,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,195,359,172,0.022647,64.146,169.465,2.6419,0.6368,0.00038742,-1.63129,opposite_sign_area_radius_trend_posthoc,514.360,-28.840,165.403,73.300,2.2565,0.294140,0.725490,0.497771,0.290961,1.010925,2.493428,49.283,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,196,359,172,0.067393,105.402,306.905,2.9118,0.6632,-0.00005661,0.03224,opposite_sign_area_radius_trend_posthoc,328.944,14.503,157.268,73.105,2.1513,0.348345,0.843137,0.689609,0.293555,1.186640,2.872157,57.569,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,197,359,172,0.045445,96.618,225.770,2.3367,0.6461,0.00099800,-1.60366,opposite_sign_area_radius_trend_posthoc,395.282,-11.895,170.644,70.165,2.4320,0.356606,0.890196,0.730265,0.297478,1.198766,2.992482,50.249,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,198,360,173,0.022525,63.954,169.062,2.6435,0.6362,0.00038742,-1.63129,opposite_sign_area_radius_trend_posthoc,511.022,-27.537,158.800,78.669,2.0186,0.255240,0.670588,0.449442,0.254227,1.003985,2.637750,66.239,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,199,360,173,0.068818,105.319,313.644,2.9780,0.6617,-0.00005661,0.03224,opposite_sign_area_radius_trend_posthoc,334.435,14.991,145.640,77.468,1.8800,0.303565,0.862745,0.643820,0.253928,1.195474,3.397591,57.276,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,200,360,173,0.044711,95.141,225.573,2.3709,0.6432,0.00099800,-1.60366,opposite_sign_area_radius_trend_posthoc,395.464,-10.555,156.385,80.898,1.9331,0.311668,0.858824,0.693538,0.258519,1.205592,3.322093,49.554,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,201,361,173,0.022524,63.953,169.056,2.6434,0.6362,0.00038742,-1.63129,opposite_sign_area_radius_trend_posthoc,503.450,-26.994,166.226,73.800,2.2524,0.232138,0.709804,0.422169,0.229933,1.009589,3.087002,64.947,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,202,361,173,0.068815,105.314,313.643,2.9782,0.6617,-0.00005661,0.03224,opposite_sign_area_radius_trend_posthoc,335.995,16.706,162.497,71.039,2.2874,0.272455,0.847059,0.602610,0.230968,1.179622,3.667422,60.648,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,203,361,173,0.044710,95.140,225.572,2.3709,0.6432,0.00099800,-1.60366,opposite_sign_area_radius_trend_posthoc,393.452,-9.235,176.842,72.626,2.4350,0.283870,0.878431,0.667954,0.233511,1.215657,3.761835,51.744,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,204,362,174,0.023105,64.834,171.055,2.6383,0.6363,0.00038742,-1.63129,opposite_sign_area_radius_trend_posthoc,499.835,-26.185,141.706,75.400,1.8794,0.241838,0.764706,0.455639,0.233085,1.037552,3.280802,64.967,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,205,362,174,0.068580,106.245,309.834,2.9162,0.6595,-0.00005661,0.03224,opposite_sign_area_radius_trend_posthoc,339.319,16.686,154.520,77.937,1.9826,0.275981,0.835294,0.595752,0.233871,1.180056,3.571598,59.670,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,206,362,174,0.046680,98.224,228.118,2.3224,0.6424,0.00099800,-1.60366,opposite_sign_area_radius_trend_posthoc,393.188,-9.057,154.000,82.580,1.8649,0.292532,0.843137,0.688092,0.236716,1.235795,3.561811,38.743,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,207,363,174,0.023106,64.839,171.051,2.6381,0.6363,0.00038742,-1.63129,opposite_sign_area_radius_trend_posthoc,501.404,-25.337,164.044,78.745,2.0832,0.244024,0.811765,0.455384,0.239220,1.020084,3.393386,67.852,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,208,363,174,0.068582,106.246,309.840,2.9163,0.6595,-0.00005661,0.03224,opposite_sign_area_radius_trend_posthoc,339.622,19.356,157.710,71.355,2.2102,0.282893,0.819608,0.605464,0.239241,1.182461,3.425862,64.836,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,209,363,174,0.046678,98.219,228.119,2.3226,0.6424,0.00099800,-1.60366,opposite_sign_area_radius_trend_posthoc,394.031,-6.747,177.535,76.535,2.3197,0.296952,0.874510,0.706856,0.243591,1.219063,3.590080,37.941,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,210,364,175,0.023698,66.239,171.729,2.5926,0.6401,0.00038742,-1.63129,opposite_sign_area_radius_trend_posthoc,496.483,-24.448,181.081,80.584,2.2471,0.229457,0.803922,0.435670,0.227117,1.010303,3.539680,65.897,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,211,364,175,0.063345,107.072,283.975,2.6522,0.6626,-0.00005661,0.03224,opposite_sign_area_radius_trend_posthoc,342.601,20.565,158.211,78.944,2.0041,0.265659,0.862745,0.569928,0.226608,1.172329,3.807209,68.412,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,212,364,175,0.047398,99.047,229.699,2.3191,0.6453,0.00099800,-1.60366,opposite_sign_area_radius_trend_posthoc,391.511,-6.028,179.718,78.669,2.2845,0.289920,0.874510,0.707146,0.230842,1.255924,3.788352,30.375,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,213,365,175,0.023695,66.232,171.725,2.5928,0.6401,0.00038742,-1.63129,opposite_sign_area_radius_trend_posthoc,494.464,-23.793,165.112,78.973,2.0907,0.243619,0.796078,0.459393,0.235044,1.036482,3.386930,67.491,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,214,365,175,0.063346,107.074,283.973,2.6521,0.6626,-0.00005661,0.03224,opposite_sign_area_radius_trend_posthoc,343.449,20.427,153.067,75.867,2.0176,0.278999,0.815686,0.589335,0.237195,1.176245,3.438889,61.781,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,215,365,175,0.047394,99.041,229.693,2.3192,0.6453,0.00099800,-1.60366,opposite_sign_area_radius_trend_posthoc,390.634,-5.916,158.507,72.069,2.1994,0.316054,0.870588,0.736809,0.241590,1.308226,3.603576,34.081,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,216,366,176,0.058684,107.862,261.153,2.4212,0.6585,-0.00005661,0.03224,opposite_sign_area_radius_trend_posthoc,346.564,22.264,169.732,82.377,2.0604,0.267198,0.843137,0.557606,0.234301,1.140403,3.598516,67.873,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,217,366,176,0.047994,98.952,232.811,2.3528,0.6405,0.00099800,-1.60366,opposite_sign_area_radius_trend_posthoc,389.365,-3.561,182.942,84.323,2.1695,0.298138,0.894118,0.707573,0.237549,1.255061,3.763934,31.294,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,218,366,176,0.023236,63.781,174.868,2.7417,0.6320,0.00038742,-1.63129,opposite_sign_area_radius_trend_posthoc,491.720,-22.740,181.926,79.510,2.2881,0.239341,0.752941,0.450938,0.234055,1.022585,3.216941,65.765,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,219,367,176,0.058683,107.860,261.151,2.4212,0.6585,-0.00005661,0.03224,opposite_sign_area_radius_trend_posthoc,349.807,22.059,155.625,85.520,1.8197,0.268647,0.835294,0.560060,0.235809,1.139260,3.542256,63.267,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,220,367,176,0.047992,98.947,232.811,2.3529,0.6405,0.00099800,-1.60366,opposite_sign_area_radius_trend_posthoc,387.794,-3.171,163.953,76.067,2.1554,0.314912,0.858824,0.725256,0.240536,1.309212,3.570465,23.645,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,221,367,176,0.023511,64.620,174.639,2.7026,0.6329,0.00038742,-1.63129,opposite_sign_area_radius_trend_posthoc,488.566,-22.346,167.542,77.111,2.1727,0.245658,0.729412,0.467381,0.236051,1.040697,3.090054,68.424,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,222,368,177,0.053780,109.216,236.361,2.1642,0.6549,-0.00005661,0.03224,opposite_sign_area_radius_trend_posthoc,352.872,23.370,157.239,83.458,1.8840,0.263667,0.800000,0.549177,0.231350,1.139689,3.457963,64.541,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,223,368,177,0.024597,66.744,176.895,2.6504,0.6283,0.00038742,-1.63129,opposite_sign_area_radius_trend_posthoc,485.571,-21.356,174.077,74.023,2.3517,0.245844,0.768627,0.485258,0.236394,1.039975,3.251471,73.796,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,224,368,177,0.047254,98.337,230.655,2.3456,0.6351,0.00099800,-1.60366,opposite_sign_area_radius_trend_posthoc,388.082,-2.134,173.768,81.323,2.1368,0.302291,0.874510,0.700544,0.237463,1.273004,3.682722,25.341,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,225,369,177,0.053783,109.221,236.362,2.1641,0.6549,-0.00005661,0.03224,opposite_sign_area_radius_trend_posthoc,350.323,23.999,150.803,70.800,2.1300,0.289108,0.803922,0.600651,0.246168,1.174431,3.265741,51.724,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,226,369,177,0.024598,66.743,176.904,2.6505,0.6283,0.00038742,-1.63129,opposite_sign_area_radius_trend_posthoc,483.832,-21.067,163.673,75.987,2.1540,0.266495,0.823529,0.527703,0.251437,1.059889,3.275292,77.719,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,227,369,177,0.047252,98.331,230.658,2.3457,0.6351,0.00099800,-1.60366,opposite_sign_area_radius_trend_posthoc,388.763,-2.713,162.832,77.058,2.1131,0.324343,0.901961,0.727644,0.255634,1.268778,3.528329,30.634,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,228,370,178,0.048725,110.786,211.111,1.9056,0.6526,-0.00005661,0.03224,opposite_sign_area_radius_trend_posthoc,356.717,25.455,146.684,73.103,2.0065,0.286190,0.815686,0.590390,0.244758,1.169275,3.332619,58.326,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,229,370,178,0.049154,100.259,235.331,2.3472,0.6343,0.00099800,-1.60366,opposite_sign_area_radius_trend_posthoc,386.685,-0.454,165.845,70.300,2.3591,0.331132,0.878431,0.726324,0.256885,1.289030,3.419551,29.435,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,230,370,178,0.025438,67.218,181.649,2.7024,0.6265,0.00038742,-1.63129,opposite_sign_area_radius_trend_posthoc,481.828,-19.671,170.045,77.894,2.1830,0.266759,0.835294,0.533769,0.257688,1.035202,3.241493,71.915,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,231,371,178,0.048727,110.787,211.117,1.9056,0.6526,-0.00005661,0.03224,opposite_sign_area_radius_trend_posthoc,357.276,25.622,146.250,71.647,2.0413,0.297026,0.827451,0.606929,0.251411,1.181439,3.291233,53.483,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,232,371,178,0.049152,100.256,235.328,2.3473,0.6343,0.00099800,-1.60366,opposite_sign_area_radius_trend_posthoc,386.859,-0.162,146.453,74.638,1.9622,0.340826,0.905882,0.739648,0.266706,1.277910,3.396562,32.516,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,233,371,178,0.025439,67.216,181.662,2.7026,0.6265,0.00038742,-1.63129,opposite_sign_area_radius_trend_posthoc,478.278,-18.973,162.000,78.610,2.0608,0.278769,0.847059,0.560614,0.265414,1.050317,3.191464,71.658,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,234,372,179,0.048235,98.097,236.020,2.4060,0.6363,0.00099800,-1.60366,opposite_sign_area_radius_trend_posthoc,389.377,1.929,173.242,75.242,2.3025,0.359727,0.886275,0.741259,0.293458,1.225820,3.020105,42.440,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
