case_id,scene,object_hypothesis_id,sar_frame,frame_offsets_used,temporal_data_available,shell_available_in_frames,ridge_persistence,hotspot_persistence,shell_centroid_drift_px,shell_drift_direction,shell_orientation_change,structure_changes_gradually,non_jump_constraint_supported,background_stable_risk,compatible_with_optical_tracklet_motion,vehicle_like_temporal_drift_supported,notes
PAIR_GM_RM017_o168_s350_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,350,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.8182,yes,187.328,up,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o168_s350_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,350,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,51.842,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o168_s350_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,350,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.6364,yes,15.63,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o168_s351_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,351,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.9091,yes,95.253,left_up,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o168_s351_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,351,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,48.272,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o168_s351_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,351,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.6364,yes,235.099,up,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o169_s352_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,352,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,92.284,left_up,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o169_s352_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,352,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,57.183,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o169_s352_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,352,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.8182,yes,87.4,left_up,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o169_s353_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,353,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,98.225,left_up,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o169_s353_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,353,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,53.093,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o169_s353_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,353,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.9091,yes,83.143,up,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o170_s354_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,354,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,246.941,left,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o170_s354_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,354,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,87.359,left_up,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o170_s354_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,354,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.7273,yes,18.443,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o170_s355_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,355,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,102.927,left_up,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o170_s355_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,355,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,49.945,right,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o170_s355_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,355,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.6364,yes,12.229,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o171_s356_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,356,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,229.213,left,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o171_s356_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,356,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.9091,yes,44.597,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o171_s356_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,356,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.9091,yes,72.399,right,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o171_s357_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,357,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,93.998,left_up,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o171_s357_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,357,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.9091,yes,36.807,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o171_s357_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,357,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.9091,yes,26.363,right,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o172_s358_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,358,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.7273,yes,233.078,left,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o172_s358_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,358,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.9091,yes,42.255,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o172_s358_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,358,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.8182,yes,110.976,right,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o172_s359_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,359,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.7273,yes,301.903,left,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o172_s359_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,359,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.9091,yes,42.877,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o172_s359_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,359,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.8182,yes,113.262,right,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o173_s360_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,360,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.3636,yes,296.684,left,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o173_s360_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,360,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,45.824,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o173_s360_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,360,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.7273,yes,26.667,right,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o173_s361_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,361,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.4545,yes,301.414,left,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o173_s361_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,361,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,46.338,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o173_s361_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,361,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.8182,yes,27.483,right,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o174_s362_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,362,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.5455,yes,298.291,left,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o174_s362_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,362,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.9091,yes,50.491,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o174_s362_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,362,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.8182,yes,129.94,right,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o174_s363_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,363,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.5455,yes,308.272,left,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o174_s363_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,363,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.9091,yes,46.636,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o174_s363_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,363,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.8182,yes,53.484,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o175_s364_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,364,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.6364,yes,286.052,left,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o175_s364_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,364,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,49.336,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o175_s364_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,364,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.9091,yes,38.297,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o175_s365_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,365,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.7273,yes,314.274,left,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o175_s365_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,365,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,49.762,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o175_s365_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,365,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,37.711,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o176_s366_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,366,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.8182,yes,319.811,left,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o176_s366_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,366,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,50.61,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o176_s366_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,366,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,119.981,right,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o176_s367_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,367,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.9091,yes,322.819,left,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o176_s367_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,367,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.9091,yes,48.151,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o176_s367_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,367,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,36.756,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o177_s368_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,368,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,319.354,left,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o177_s368_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,368,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,44.655,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o177_s368_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,368,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,77.117,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o177_s369_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,369,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,321.489,left,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o177_s369_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,369,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,38.123,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o177_s369_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,369,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,54.661,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o178_s370_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,370,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.9091,yes,120.235,down,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o178_s370_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,370,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,38.75,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o178_s370_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,370,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,78.133,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o178_s371_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,371,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.9091,yes,20.542,right,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o178_s371_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,371,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,36.135,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o178_s371_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,371,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,26.778,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o179_s372_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,372,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.7273,yes,114.206,down,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o179_s372_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,372,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,43.006,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o179_s372_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,372,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,61.838,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o179_s373_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,373,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.7273,yes,112.483,down,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o179_s373_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,373,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,41.742,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o179_s373_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,373,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,47.257,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
