case_id,graph_variant,n_nodes,n_edges,n_connected_components,dominant_component_size,n_competing_components,graph_fragmentation_level,possible_vehicle_component_count,neighboring_object_confounder_signal,wrong_object_confounder_signal,wrong_frame_confounder_signal,human_review_needed,mechanism_interpretation
PAIR_GM_RM017_o151_s315_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o153_s319_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,5,5,4,2,3,high_fragmented_or_dense,1,possible,high,high,yes,multiple competing components explain why unique structure isolation remains zero
PAIR_GM_RM017_o154_s321_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,5,5,4,2,3,high_fragmented_or_dense,1,possible,high,high,yes,multiple competing components explain why unique structure isolation remains zero
PAIR_GM_RM017_o155_s323_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o174_s362_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,8,3,5,4,4,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,unknown_or_low,yes,support is fragmented/diffuse and likely needs review or rejection
PAIR_GM_RM017_o174_s363_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,5,5,4,2,3,high_fragmented_or_dense,1,possible,high,high,yes,multiple competing components explain why unique structure isolation remains zero
PAIR_GM_RM017_o175_s364_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,5,5,4,2,3,high_fragmented_or_dense,1,possible,high,high,yes,multiple competing components explain why unique structure isolation remains zero
PAIR_GM_RM017_o175_s365_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,8,3,5,4,4,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,unknown_or_low,yes,support is fragmented/diffuse and likely needs review or rejection
PAIR_GM_RM017_o176_s366_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,5,5,4,2,3,high_fragmented_or_dense,1,possible,high,high,yes,multiple competing components explain why unique structure isolation remains zero
PAIR_GM_RM017_o176_s367_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,8,3,5,4,4,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,unknown_or_low,yes,support is fragmented/diffuse and likely needs review or rejection
PAIR_GM_RM017_o177_s368_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,8,3,5,4,4,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,unknown_or_low,yes,support is fragmented/diffuse and likely needs review or rejection
PAIR_GM_RM017_o177_s369_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o178_s370_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o178_s371_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o179_s372_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o179_s373_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o180_s374_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o180_s375_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o180_s376_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o181_s377_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o181_s378_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o182_s379_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o182_s380_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o151_s315_oty1t_obj_GM_RM017_bytetrack_bt_0010,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o153_s319_oty1t_obj_GM_RM017_bytetrack_bt_0010,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o154_s321_oty1t_obj_GM_RM017_bytetrack_bt_0010,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o155_s323_oty1t_obj_GM_RM017_bytetrack_bt_0010,primitive_proxy_graph_from_state_conditioned_support,5,5,4,2,3,high_fragmented_or_dense,1,possible,high,high,yes,multiple competing components explain why unique structure isolation remains zero
PAIR_GM_RM017_o156_s325_oty1t_obj_GM_RM017_bytetrack_bt_0010,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o157_s327_oty1t_obj_GM_RM017_bytetrack_bt_0010,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o158_s329_oty1t_obj_GM_RM017_bytetrack_bt_0010,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o158_s330_oty1t_obj_GM_RM017_bytetrack_bt_0010,primitive_proxy_graph_from_state_conditioned_support,5,5,4,2,3,high_fragmented_or_dense,1,possible,high,high,yes,multiple competing components explain why unique structure isolation remains zero
PAIR_GM_RM017_o159_s331_oty1t_obj_GM_RM017_bytetrack_bt_0010,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o159_s332_oty1t_obj_GM_RM017_bytetrack_bt_0010,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o160_s333_oty1t_obj_GM_RM017_bytetrack_bt_0010,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o160_s334_oty1t_obj_GM_RM017_bytetrack_bt_0010,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o162_s337_oty1t_obj_GM_RM017_bytetrack_bt_0010,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o162_s338_oty1t_obj_GM_RM017_bytetrack_bt_0010,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o163_s339_oty1t_obj_GM_RM017_bytetrack_bt_0010,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o163_s340_oty1t_obj_GM_RM017_bytetrack_bt_0010,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o164_s341_oty1t_obj_GM_RM017_bytetrack_bt_0010,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o164_s342_oty1t_obj_GM_RM017_bytetrack_bt_0010,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o162_s337_oty1t_obj_GM_RM017_bytetrack_bt_0012,primitive_proxy_graph_from_state_conditioned_support,8,3,5,4,4,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,unknown_or_low,yes,support is fragmented/diffuse and likely needs review or rejection
PAIR_GM_RM017_o162_s338_oty1t_obj_GM_RM017_bytetrack_bt_0012,primitive_proxy_graph_from_state_conditioned_support,8,3,5,4,4,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,unknown_or_low,yes,support is fragmented/diffuse and likely needs review or rejection
PAIR_GM_RM017_o163_s339_oty1t_obj_GM_RM017_bytetrack_bt_0012,primitive_proxy_graph_from_state_conditioned_support,8,3,5,4,4,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,unknown_or_low,yes,support is fragmented/diffuse and likely needs review or rejection
PAIR_GM_RM017_o163_s340_oty1t_obj_GM_RM017_bytetrack_bt_0012,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o164_s341_oty1t_obj_GM_RM017_bytetrack_bt_0012,primitive_proxy_graph_from_state_conditioned_support,8,3,5,4,4,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,unknown_or_low,yes,support is fragmented/diffuse and likely needs review or rejection
PAIR_GM_RM017_o164_s342_oty1t_obj_GM_RM017_bytetrack_bt_0012,primitive_proxy_graph_from_state_conditioned_support,5,5,4,2,3,high_fragmented_or_dense,1,possible,high,high,yes,multiple competing components explain why unique structure isolation remains zero
PAIR_GM_RM017_o165_s343_oty1t_obj_GM_RM017_bytetrack_bt_0012,primitive_proxy_graph_from_state_conditioned_support,8,3,5,4,4,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,unknown_or_low,yes,support is fragmented/diffuse and likely needs review or rejection
PAIR_GM_RM017_o165_s344_oty1t_obj_GM_RM017_bytetrack_bt_0012,primitive_proxy_graph_from_state_conditioned_support,5,5,4,2,3,high_fragmented_or_dense,1,possible,high,high,yes,multiple competing components explain why unique structure isolation remains zero
PAIR_GM_RM017_o166_s345_oty1t_obj_GM_RM017_bytetrack_bt_0012,primitive_proxy_graph_from_state_conditioned_support,5,5,4,2,3,high_fragmented_or_dense,1,possible,high,high,yes,multiple competing components explain why unique structure isolation remains zero
PAIR_GM_RM017_o166_s346_oty1t_obj_GM_RM017_bytetrack_bt_0012,primitive_proxy_graph_from_state_conditioned_support,8,3,5,4,4,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,unknown_or_low,yes,support is fragmented/diffuse and likely needs review or rejection
PAIR_GM_RM017_o167_s347_oty1t_obj_GM_RM017_bytetrack_bt_0012,primitive_proxy_graph_from_state_conditioned_support,5,5,4,2,3,high_fragmented_or_dense,1,possible,high,high,yes,multiple competing components explain why unique structure isolation remains zero
PAIR_GM_RM017_o167_s348_oty1t_obj_GM_RM017_bytetrack_bt_0012,primitive_proxy_graph_from_state_conditioned_support,5,5,4,2,3,high_fragmented_or_dense,1,possible,high,high,yes,multiple competing components explain why unique structure isolation remains zero
PAIR_GM_RM017_o168_s349_oty1t_obj_GM_RM017_bytetrack_bt_0012,primitive_proxy_graph_from_state_conditioned_support,8,3,5,4,4,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,unknown_or_low,yes,support is fragmented/diffuse and likely needs review or rejection
PAIR_GM_RM017_o168_s350_oty1t_obj_GM_RM017_bytetrack_bt_0012,primitive_proxy_graph_from_state_conditioned_support,8,3,5,4,4,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,unknown_or_low,yes,support is fragmented/diffuse and likely needs review or rejection
PAIR_GM_RM017_o168_s351_oty1t_obj_GM_RM017_bytetrack_bt_0012,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM019_o151_s315_oty1t_obj_GM_RM019_bytetrack_bt_0098,primitive_proxy_graph_from_state_conditioned_support,8,3,5,4,4,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,unknown_or_low,yes,support is fragmented/diffuse and likely needs review or rejection
PAIR_GM_RM019_o152_s317_oty1t_obj_GM_RM019_bytetrack_bt_0098,primitive_proxy_graph_from_state_conditioned_support,8,3,5,4,4,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,unknown_or_low,yes,support is fragmented/diffuse and likely needs review or rejection
PAIR_GM_RM017_o149_s310_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o152_s317_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o170_s354_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,5,5,4,2,3,high_fragmented_or_dense,1,possible,high,high,yes,multiple competing components explain why unique structure isolation remains zero
PAIR_GM_RM017_o170_s355_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,8,3,5,4,4,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,unknown_or_low,yes,support is fragmented/diffuse and likely needs review or rejection
PAIR_GM_RM017_o152_s317_oty1t_obj_GM_RM017_bytetrack_bt_0010,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o161_s335_oty1t_obj_GM_RM017_bytetrack_bt_0010,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o161_s335_oty1t_obj_GM_RM017_bytetrack_bt_0010,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o161_s336_oty1t_obj_GM_RM017_bytetrack_bt_0010,primitive_proxy_graph_from_state_conditioned_support,8,3,5,4,4,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,unknown_or_low,yes,support is fragmented/diffuse and likely needs review or rejection
PAIR_GM_RM017_o161_s336_oty1t_obj_GM_RM017_bytetrack_bt_0010,primitive_proxy_graph_from_state_conditioned_support,8,3,5,4,4,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,unknown_or_low,yes,support is fragmented/diffuse and likely needs review or rejection
PAIR_GM_RM017_o170_s354_oty1t_obj_GM_RM017_bytetrack_bt_0010,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o170_s355_oty1t_obj_GM_RM017_bytetrack_bt_0010,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o183_s381_oty1t_obj_GM_RM017_bytetrack_bt_0010,primitive_proxy_graph_from_state_conditioned_support,5,5,4,2,3,high_fragmented_or_dense,1,possible,high,high,yes,multiple competing components explain why unique structure isolation remains zero
PAIR_GM_RM017_o183_s382_oty1t_obj_GM_RM017_bytetrack_bt_0010,primitive_proxy_graph_from_state_conditioned_support,8,3,5,4,4,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,unknown_or_low,yes,support is fragmented/diffuse and likely needs review or rejection
PAIR_GM_RM017_o185_s385_oty1t_obj_GM_RM017_bytetrack_bt_0010,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o185_s386_oty1t_obj_GM_RM017_bytetrack_bt_0010,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o170_s354_oty1t_obj_GM_RM017_bytetrack_bt_0012,primitive_proxy_graph_from_state_conditioned_support,8,3,5,4,4,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,unknown_or_low,yes,support is fragmented/diffuse and likely needs review or rejection
PAIR_GM_RM017_o170_s355_oty1t_obj_GM_RM017_bytetrack_bt_0012,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o145_s302_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o156_s325_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o157_s327_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o158_s329_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o158_s330_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o159_s331_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o159_s332_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o160_s333_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o160_s334_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o161_s335_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o161_s336_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o162_s337_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o162_s338_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o163_s339_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o163_s340_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o164_s341_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o164_s342_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,5,5,4,2,3,high_fragmented_or_dense,1,possible,high,high,yes,multiple competing components explain why unique structure isolation remains zero
PAIR_GM_RM017_o165_s343_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o165_s344_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o166_s345_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o166_s346_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o167_s347_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,5,5,4,2,3,high_fragmented_or_dense,1,possible,high,high,yes,multiple competing components explain why unique structure isolation remains zero
PAIR_GM_RM017_o167_s348_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,5,5,4,2,3,high_fragmented_or_dense,1,possible,high,high,yes,multiple competing components explain why unique structure isolation remains zero
PAIR_GM_RM017_o168_s349_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o168_s350_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o168_s351_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,6,4,4,3,3,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,high,yes,support contains an extended component; graph form captures spread better than top-k
PAIR_GM_RM017_o169_s352_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,5,5,4,2,3,high_fragmented_or_dense,1,possible,high,high,yes,multiple competing components explain why unique structure isolation remains zero
PAIR_GM_RM017_o169_s353_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,5,5,4,2,3,high_fragmented_or_dense,1,possible,high,high,yes,multiple competing components explain why unique structure isolation remains zero
PAIR_GM_RM017_o171_s356_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,8,3,5,4,4,high_fragmented_or_dense,uncertain,not_established,unknown_or_low,unknown_or_low,yes,support is fragmented/diffuse and likely needs review or rejection
PAIR_GM_RM017_o171_s357_oty1t_obj_GM_RM017_bytetrack_bt_0008,primitive_proxy_graph_from_state_conditioned_support,5,5,4,2,3,high_fragmented_or_dense,1,possible,high,high,yes,multiple competing components explain why unique structure isolation remains zero
