case_id,scene,sar_frame,object_hypothesis_id,optical_state,support_available,gt_quality_label,gt_vehicle_morphology_supported,support_gt_area_coverage,support_gt_energy_coverage,support_morphology_coverage,vehicle_scale_morphology_inside_support,main_gt_structure_outside_support,support_miss_vehicle_structure,support_failure_type,if_support_miss_do_not_search_inside_support,recommended_next_action,not_allowed_conclusion
PAIR_GM_RM017_o177_s369_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,369,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,good,uncertain,0.969,0.9738,0.9985,yes,no,no,none,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o178_s370_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,370,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,good,yes,0.9695,0.9747,0.999,yes,no,no,support_too_broad;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o178_s371_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,371,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,good,yes,0.9876,0.9899,1,yes,no,no,none,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o179_s372_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,372,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,review_extreme_aspect,yes,0.9946,0.9952,1,yes,no,no,none,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o179_s373_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,373,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,good,yes,0.9958,0.9967,1,yes,no,no,none,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o180_s374_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,374,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,good,yes,0.9764,0.9802,0.9982,yes,no,no,support_too_broad;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o180_s375_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,375,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,good,yes,0.9998,0.9998,1,yes,no,no,support_too_broad;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o180_s376_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,376,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,good,yes,0.9984,0.9987,1,yes,no,no,support_too_broad;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o181_s377_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,377,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,review_low_energy,yes,0.9985,0.9989,1,yes,no,no,none,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o181_s378_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,378,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,good,yes,1,1,1,yes,no,no,support_too_broad;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o182_s379_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,379,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,review_too_large,yes,0.9878,0.9895,0.9976,yes,no,no,none,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o182_s380_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,380,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,good,yes,1,1,1,yes,no,no,none,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o183_s381_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,381,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,good,yes,1,1,1,yes,no,no,none,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o183_s382_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,382,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,good,yes,1,1,1,yes,no,no,support_too_broad;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o184_s383_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,383,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,good,yes,1,1,1,yes,no,no,none,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o184_s384_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,384,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,good,uncertain,1,1,1,yes,no,no,support_too_broad;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o185_s385_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,385,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,good,yes,1,1,1,yes,no,no,none,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o185_s386_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,386,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,good,yes,1,1,1,yes,no,no,none,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o186_s387_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,387,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,good,yes,0.9548,0.9163,0.7829,no,yes,yes,too_narrow,yes,review support construction / range-azimuth mapping / motion-drift compatibility; do not search only inside support,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o186_s388_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,388,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,good,yes,1,1,1,yes,no,no,none,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o187_s389_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,389,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,review_extreme_aspect,yes,1,1,1,yes,no,no,none,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o187_s390_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,390,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,good,yes,1,1,1,yes,no,no,none,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o188_s391_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,391,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,good,yes,1,1,1,yes,no,no,none,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o188_s392_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,392,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,good,yes,1,1,1,yes,no,no,none,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o189_s393_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,393,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,good,yes,1,1,1,yes,no,no,none,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o189_s394_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,394,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,good,yes,1,1,1,yes,no,no,none,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o206_s429_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,429,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,review_too_large,uncertain,0.6127,0.6356,0.8364,uncertain,uncertain,uncertain,support_too_narrow,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o210_s438_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,438,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,good,yes,0.3973,0.4179,0.586,no,yes,yes,support_miss,yes,review support construction / range-azimuth mapping / motion-drift compatibility; do not search only inside support,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o184_s383_oty1t_obj_GM_RM017_bytetrack_bt_0014,GM_RM017,383,oty1t_obj_GM_RM017_bytetrack_bt_0014,eligibility=weak_vehicle_layer;tier=medium_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,review_multi_structure,uncertain,0.0111,0.0097,0.0011,uncertain,uncertain,uncertain,support_too_narrow;support_contains_neighbor_structure,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o184_s384_oty1t_obj_GM_RM017_bytetrack_bt_0014,GM_RM017,384,oty1t_obj_GM_RM017_bytetrack_bt_0014,eligibility=weak_vehicle_layer;tier=medium_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,review_multi_structure,uncertain,0.0025,0.0022,0.0006,uncertain,uncertain,uncertain,support_too_narrow;support_contains_neighbor_structure,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o212_s442_oty1t_obj_GM_RM017_bytetrack_bt_0014,GM_RM017,442,oty1t_obj_GM_RM017_bytetrack_bt_0014,eligibility=weak_vehicle_layer;tier=medium_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,review_multi_structure,uncertain,0.5292,0.5474,0.666,uncertain,uncertain,uncertain,support_too_narrow,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM019_o13_s27_oty1t_obj_GM_RM019_bytetrack_bt_0005,GM_RM019,27,oty1t_obj_GM_RM019_bytetrack_bt_0005,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,review_extreme_aspect,yes,0,0,0,no,yes,yes,support_miss,yes,review support construction / range-azimuth mapping / motion-drift compatibility; do not search only inside support,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM019_o15_s31_oty1t_obj_GM_RM019_bytetrack_bt_0005,GM_RM019,31,oty1t_obj_GM_RM019_bytetrack_bt_0005,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,good,yes,0,0,0,no,yes,yes,support_miss,yes,review support construction / range-azimuth mapping / motion-drift compatibility; do not search only inside support,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM019_o37_s77_oty1t_obj_GM_RM019_bytetrack_bt_0005,GM_RM019,77,oty1t_obj_GM_RM019_bytetrack_bt_0005,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,good,uncertain,0,0,0,uncertain,uncertain,uncertain,support_too_narrow;support_too_broad;support_contains_neighbor_structure,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM019_o39_s81_oty1t_obj_GM_RM019_bytetrack_bt_0005,GM_RM019,81,oty1t_obj_GM_RM019_bytetrack_bt_0005,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,good,yes,0,0,0,no,yes,yes,support_miss,yes,review support construction / range-azimuth mapping / motion-drift compatibility; do not search only inside support,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM019_o13_s27_oty1t_obj_GM_RM019_bytetrack_bt_0009,GM_RM019,27,oty1t_obj_GM_RM019_bytetrack_bt_0009,eligibility=blocked_vehicle_or_noise;tier=blocked_noise_or_short_track;spatial=blocked_no_spatial_prior,yes,review_low_energy,yes,0,0,0,no,yes,yes,support_miss,yes,review support construction / range-azimuth mapping / motion-drift compatibility; do not search only inside support,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM019_o102_s212_oty1t_obj_GM_RM019_bytetrack_bt_0080,GM_RM019,212,oty1t_obj_GM_RM019_bytetrack_bt_0080,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,good,uncertain,0.0008,0.0007,0,uncertain,uncertain,uncertain,support_too_narrow;support_too_broad;support_contains_neighbor_structure,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM019_o114_s238_oty1t_obj_GM_RM019_bytetrack_bt_0080,GM_RM019,238,oty1t_obj_GM_RM019_bytetrack_bt_0080,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,good,uncertain,0,0,0,uncertain,uncertain,uncertain,azimuth_aligned_range_misaligned;support_too_narrow;support_too_broad;support_contains_neighbor_structure,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM019_o129_s269_oty1t_obj_GM_RM019_bytetrack_bt_0080,GM_RM019,269,oty1t_obj_GM_RM019_bytetrack_bt_0080,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,review_multi_structure,yes,0,0,0,uncertain,uncertain,uncertain,azimuth_aligned_range_misaligned;support_too_narrow;support_too_broad;support_contains_neighbor_structure,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM019_o131_s273_oty1t_obj_GM_RM019_bytetrack_bt_0080,GM_RM019,273,oty1t_obj_GM_RM019_bytetrack_bt_0080,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,review_low_energy,yes,0,0,0,no,yes,yes,support_miss,yes,review support construction / range-azimuth mapping / motion-drift compatibility; do not search only inside support,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM019_o138_s288_oty1t_obj_GM_RM019_bytetrack_bt_0080,GM_RM019,288,oty1t_obj_GM_RM019_bytetrack_bt_0080,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,review_low_energy,uncertain,0,0,0,uncertain,uncertain,uncertain,support_too_narrow;support_too_broad;support_contains_neighbor_structure,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM019_o139_s290_oty1t_obj_GM_RM019_bytetrack_bt_0080,GM_RM019,290,oty1t_obj_GM_RM019_bytetrack_bt_0080,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,review_low_energy,yes,0,0,0,no,yes,yes,support_miss,yes,review support construction / range-azimuth mapping / motion-drift compatibility; do not search only inside support,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o151_s315_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,315,oty1t_obj_GM_RM017_bytetrack_bt_0008,eligibility=review_only_vehicle;tier=high_resolvable_vehicle;spatial=review_only_spatial_context_generated,yes,review_multi_structure,uncertain,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;near_field_truncation_issue;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o153_s319_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,319,oty1t_obj_GM_RM017_bytetrack_bt_0008,eligibility=review_only_vehicle;tier=high_resolvable_vehicle;spatial=review_only_spatial_context_generated,yes,review_multi_structure,uncertain,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;near_field_truncation_issue;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o154_s321_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,321,oty1t_obj_GM_RM017_bytetrack_bt_0008,eligibility=review_only_vehicle;tier=high_resolvable_vehicle;spatial=review_only_spatial_context_generated,yes,review_multi_structure,uncertain,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;near_field_truncation_issue;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o155_s323_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,323,oty1t_obj_GM_RM017_bytetrack_bt_0008,eligibility=review_only_vehicle;tier=high_resolvable_vehicle;spatial=review_only_spatial_context_generated,yes,review_multi_structure,uncertain,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;near_field_truncation_issue;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o174_s362_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,362,oty1t_obj_GM_RM017_bytetrack_bt_0008,eligibility=review_only_vehicle;tier=high_resolvable_vehicle;spatial=review_only_spatial_context_generated,yes,good,yes,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;near_field_truncation_issue;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o174_s363_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,363,oty1t_obj_GM_RM017_bytetrack_bt_0008,eligibility=review_only_vehicle;tier=high_resolvable_vehicle;spatial=review_only_spatial_context_generated,yes,good,uncertain,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;near_field_truncation_issue;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o175_s364_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,364,oty1t_obj_GM_RM017_bytetrack_bt_0008,eligibility=review_only_vehicle;tier=high_resolvable_vehicle;spatial=review_only_spatial_context_generated,yes,review_multi_structure,uncertain,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;near_field_truncation_issue;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o175_s365_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,365,oty1t_obj_GM_RM017_bytetrack_bt_0008,eligibility=review_only_vehicle;tier=high_resolvable_vehicle;spatial=review_only_spatial_context_generated,yes,review_multi_structure,uncertain,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;near_field_truncation_issue;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o176_s366_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,366,oty1t_obj_GM_RM017_bytetrack_bt_0008,eligibility=review_only_vehicle;tier=high_resolvable_vehicle;spatial=review_only_spatial_context_generated,yes,review_multi_structure,uncertain,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;near_field_truncation_issue;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o176_s367_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,367,oty1t_obj_GM_RM017_bytetrack_bt_0008,eligibility=review_only_vehicle;tier=high_resolvable_vehicle;spatial=review_only_spatial_context_generated,yes,review_multi_structure,uncertain,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;near_field_truncation_issue;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o177_s368_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,368,oty1t_obj_GM_RM017_bytetrack_bt_0008,eligibility=review_only_vehicle;tier=high_resolvable_vehicle;spatial=review_only_spatial_context_generated,yes,review_multi_structure,uncertain,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;near_field_truncation_issue;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o177_s369_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,369,oty1t_obj_GM_RM017_bytetrack_bt_0008,eligibility=review_only_vehicle;tier=high_resolvable_vehicle;spatial=review_only_spatial_context_generated,yes,review_multi_structure,uncertain,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;near_field_truncation_issue;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o178_s370_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,370,oty1t_obj_GM_RM017_bytetrack_bt_0008,eligibility=review_only_vehicle;tier=high_resolvable_vehicle;spatial=review_only_spatial_context_generated,yes,review_multi_structure,uncertain,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;near_field_truncation_issue;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o178_s371_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,371,oty1t_obj_GM_RM017_bytetrack_bt_0008,eligibility=review_only_vehicle;tier=high_resolvable_vehicle;spatial=review_only_spatial_context_generated,yes,review_multi_structure,uncertain,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;near_field_truncation_issue;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o179_s372_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,372,oty1t_obj_GM_RM017_bytetrack_bt_0008,eligibility=review_only_vehicle;tier=high_resolvable_vehicle;spatial=review_only_spatial_context_generated,yes,review_multi_structure,uncertain,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;near_field_truncation_issue;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
