probe_id,relationship_type,sample_pool,clean_morphology_inclusion,scene,object_hypothesis_id,state_condition,optical_frame,tau0_sar_frame,sar_frame_probe,paired_gt_sar_frame_posthoc,gt_frame_delta_sar_frames,c_time_status,support_region_source,support_region_mode,support_azimuth_center_deg,support_azimuth_start_deg,support_azimuth_end_deg,support_azimuth_width_deg,state_margin_deg,range_prior_mode,support_radius_min_px,support_radius_max_px,c_shell_status,support_area_px,support_center_x,support_center_y,local_peak_x,local_peak_y,local_peak_intensity,support_mean_intensity,background_mean_intensity,peak_to_background_ratio,support_to_background_ratio,scatter_centroid_x,scatter_centroid_y,centroid_residual_px,range_profile_peak_radius_px,azimuth_profile_peak_deg,topk_local_peaks,sar_image_path,sar_observation_status,gt_inside_support_posthoc,gt_azimuth_inside_posthoc,gt_radius_inside_posthoc,gt_center_to_peak_distance_posthoc_px,notes,provenance_labels
F0049,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,complete,171,356.25,356,356,-0.25,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-29.3958,-41.7244,-17.0673,24.6571,5,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,382169,826.9287,750.0428,1143,1299,1,0.2554,0.5054,1.9787,0.5054,760.6601,648.8667,120.9468,1244,-36.5,"1143,1299,1;1153,1329,0.9922;608,115,0.9922;351,267,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000356.png,support_region_observation_extracted,true,true,true,487.767,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0050,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,complete,171,356.25,357,357,0.75,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-29.3958,-41.7244,-17.0673,24.6571,5,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,382169,826.9287,750.0428,1143,1299,1,0.27,0.5148,1.9424,0.5244,766.1415,657.0332,111.112,1244,-36.5,"1144,1299,1;487,177,0.9961;1153,1329,0.9922;351,267,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000357.png,support_region_observation_extracted,true,true,true,491.56,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0051,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,complete,172,358.3333,358,358,-0.3333,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-28.1175,-40.4553,-15.7797,24.6756,5,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,382454,839.9613,742.8909,1144,1299,1,0.2713,0.5151,1.9414,0.5267,783.1219,648.3092,110.3468,1236,-36.5,"1144,1299,1;1153,1329,0.9922;351,267,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000358.png,support_region_observation_extracted,true,true,true,482.892,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0052,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,complete,172,358.3333,359,359,0.6667,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-28.1175,-40.4553,-15.7797,24.6756,5,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,382454,839.9613,742.8909,1144,1299,1,0.2871,0.5254,1.9032,0.5463,784.9182,654.2451,104.3447,1252,-35.5,"1144,1299,1;1153,1329,0.9922;615,112,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000359.png,support_region_observation_extracted,true,true,true,481.899,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0053,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,complete,173,360.4167,360,360,-0.4167,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-26.6479,-39.0529,-14.2429,24.8099,5,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,384531,855.1377,735.03,796,47,1,0.2485,0.5001,1.9995,0.4969,810.6762,657.4098,89.4523,1252,-35.5,"1145,1299,1;796,47,1;597,120,0.9961;1150,1325,0.9922;351,267,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000360.png,support_region_observation_extracted,true,true,true,839.346,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0054,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,complete,173,360.4167,361,361,0.5833,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-26.6479,-39.0529,-14.2429,24.8099,5,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,384531,855.1377,735.03,796,47,1,0.2242,0.4843,2.0647,0.4628,811.2447,655.2783,91.0326,1244,-35.5,"1144,1299,1;796,47,1;1150,1324,0.9922;615,112,0.9922;351,267,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000361.png,support_region_observation_extracted,true,true,true,844.98,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0055,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,complete,174,362.5,362,362,-0.5,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-25.1316,-37.6181,-12.6451,24.973,5,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,387061,871.0019,727.3302,796,47,1,0.2264,0.4858,2.0583,0.466,836.9519,666.9358,69.3317,1260,-36.5,"1146,1299,1;796,47,1;665,91,0.9961;1152,1324,0.9922;351,267,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000362.png,support_region_observation_extracted,true,true,true,846.296,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0056,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,complete,174,362.5,363,363,0.5,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-25.1316,-37.6181,-12.6451,24.973,5,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,387061,871.0019,727.3302,796,47,1,0.231,0.4888,2.0457,0.4725,836.2387,667.5621,69.1426,1260,-36.5,"1136,1305,1;796,47,1;517,160,0.9961;665,91,0.9961;1149,1324,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000363.png,support_region_observation_extracted,true,true,true,842.724,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0057,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,complete,175,364.5833,364,364,-0.5833,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-23.5463,-36.2245,-10.8682,25.3562,5,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,393001,887.7994,719.7321,796,47,1,0.2172,0.4805,2.0811,0.4521,857.0854,665.2954,62.5037,1252,-34.5,"1146,1299,1;796,47,1;665,91,0.9961;1152,1327,0.9922;608,115,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000364.png,support_region_observation_extracted,true,true,true,845.504,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0058,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,complete,175,364.5833,365,365,0.4167,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-23.5463,-36.2245,-10.8682,25.3562,5,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,393001,887.7994,719.7321,796,47,1,0.2268,0.4869,2.0538,0.4657,859.4104,672.7708,54.8753,1260,-33.5,"796,47,1;1146,1299,1;643,100,1;665,91,0.9961;692,81,0.9961",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000365.png,support_region_observation_extracted,true,true,true,846.141,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0059,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,complete,176,366.6667,366,366,-0.6667,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-22.2223,-35.0124,-9.4322,25.5801,5,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,396469,901.9857,713.7442,796,47,1,0.2241,0.4853,2.0605,0.4617,873.1443,661.3981,59.7657,1260,-34.5,"796,47,1;1146,1299,1;665,91,0.9961;1149,1323,0.9922;608,115,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000366.png,support_region_observation_extracted,true,true,true,846.918,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0060,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,complete,176,366.6667,367,367,0.3333,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-22.2223,-35.0124,-9.4322,25.5801,5,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,396469,901.9857,713.7442,796,47,1,0.2278,0.4874,2.0518,0.4673,871.6214,661.77,60.1939,1260,-10.5,"648,98,1;796,47,1;1146,1299,1;670,89,0.9961;725,69,0.9961",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000367.png,support_region_observation_extracted,true,true,true,849.371,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0061,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,complete,177,368.75,368,368,-0.75,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-20.9129,-33.8319,-7.9939,25.838,5,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,400466,916.1477,708.1463,796,47,1,0.2257,0.4865,2.0554,0.4638,891.277,656.1321,57.6544,1260,-10.5,"1146,1299,1;796,47,1;665,91,0.9961;868,29,0.9961;1152,1324,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000368.png,support_region_observation_extracted,true,true,true,850.882,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0062,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,complete,177,368.75,369,369,0.25,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-20.9129,-33.8319,-7.9939,25.838,5,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,400466,916.1477,708.1463,796,47,1,0.2432,0.4975,2.0102,0.489,889.5101,657.3645,57.3442,1260,-31.5,"1146,1299,1;796,47,1;665,91,0.9961;1151,1324,0.9922;942,15,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000369.png,support_region_observation_extracted,true,true,true,852.225,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0063,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,complete,178,370.8333,370,370,-0.8333,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-19.4106,-32.4776,-6.3436,26.1341,5,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,405058,932.5482,702.1245,796,47,1,0.2435,0.4978,2.0086,0.4891,914.4498,659.2575,46.531,1260,-7.5,"1146,1299,1;796,47,1;665,91,0.9961;1150,1324,0.9922;725,69,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000370.png,support_region_observation_extracted,true,true,true,852.679,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0064,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,complete,178,370.8333,371,371,0.1667,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-19.4106,-32.4776,-6.3436,26.1341,5,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,405058,932.5482,702.1245,796,47,1,0.2515,0.5027,1.9894,0.5003,914.1609,663.1135,43.1272,1252,-30.5,"1146,1299,1;796,47,1;665,91,0.9961;1153,1323,0.9922;942,15,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000371.png,support_region_observation_extracted,true,true,true,855.614,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0065,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,complete,179,372.9167,372,372,-0.9167,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-17.9533,-31.1056,-4.801,26.3046,5,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,407699,948.6036,696.6957,796,47,1,0.2772,0.5196,1.9246,0.5335,936.9969,664.1653,34.539,1252,-30.5,"1142,1299,1;796,47,1;665,91,0.9961;991,8,0.9961;1149,1318,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000372.png,support_region_observation_extracted,true,true,true,856.827,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0066,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,complete,179,372.9167,373,373,0.0833,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-17.9533,-31.1056,-4.801,26.3046,5,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,407699,948.6036,696.6957,796,47,1,0.2317,0.4901,2.0404,0.4728,935.8524,666.6826,32.6095,1236,-7.5,"796,47,1;1142,1299,1;665,91,0.9961;1151,1319,0.9922;627,107,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000373.png,support_region_observation_extracted,true,true,true,857.665,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0067,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,complete,180,375,374,374,-1,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-16.4434,-29.6845,-3.2023,26.4822,5,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,410452,965.3771,691.504,796,47,1,0.2186,0.482,2.0746,0.4535,958.4508,664.2685,28.1024,1252,-4.5,"796,47,1;1146,1299,1;665,91,0.9961;1153,1323,0.9922;942,15,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000374.png,support_region_observation_extracted,true,true,true,857.613,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0068,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,complete,180,375,375,375,0,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-16.4434,-29.6845,-3.2023,26.4822,5,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,410452,965.3771,691.504,796,47,1,0.2041,0.4728,2.1152,0.4318,957.531,663.2807,29.2936,1252,-4.5,"1146,1299,1;796,47,1;935,17,0.9961;665,91,0.9961;1148,1319,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000375.png,support_region_observation_extracted,true,true,true,865.812,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0069,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,complete,180,375,376,376,1,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-16.4434,-29.6845,-3.2023,26.4822,5,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,410452,965.3771,691.504,796,47,1,0.1869,0.4617,2.166,0.4048,958.3326,663.1587,29.2076,1260,-4.5,"1145,1299,1;796,47,1;1017,5,0.9961;665,91,0.9961;1152,1322,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000376.png,support_region_observation_extracted,true,true,true,864.766,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0070,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,complete,181,377.0833,377,377,-0.0833,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-15.0255,-28.3071,-1.7439,26.5632,5,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,411692,981.2493,687.0322,796,47,1,0.1739,0.4532,2.2067,0.3838,983.3693,675.9573,11.276,1260,-4.5,"1146,1299,1;796,47,1;1017,5,0.9961;665,91,0.9961;1153,1328,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000377.png,support_region_observation_extracted,true,true,true,862.611,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0071,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,complete,181,377.0833,378,378,0.9167,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-15.0255,-28.3071,-1.7439,26.5632,5,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,411692,981.2493,687.0322,796,47,1,0.1964,0.4677,2.1382,0.4199,983.4804,681.5061,5.9595,1260,-27.5,"1146,1299,1;796,47,1;1017,5,0.9961;665,91,0.9961;1152,1323,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000378.png,support_region_observation_extracted,true,true,true,867.301,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0072,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,complete,182,379.1667,379,379,-0.1667,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-13.4909,-26.868,-0.1138,26.7542,5,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,414547,998.5471,682.6365,796,47,1,0.1871,0.4618,2.1652,0.405,1009.115,683.2765,10.5873,1236,-2.5,"796,47,1;1146,1299,1;1017,5,0.9961;665,91,0.9961;1152,1326,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000379.png,support_region_observation_extracted,true,true,true,862.75,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0073,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,complete,182,379.1667,380,380,0.8333,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-13.4909,-26.868,-0.1138,26.7542,5,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,414547,998.5471,682.6365,796,47,1,0.2012,0.4708,2.124,0.4273,1005.2562,686.7242,7.8563,1260,-2.5,"796,47,1;1146,1299,1;665,91,0.9961;1153,1321,0.9922;627,107,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000380.png,support_region_observation_extracted,true,true,true,876.254,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0074,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,complete,183,381.25,381,381,-0.25,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-11.9341,-25.4439,1.5757,27.0196,5,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,418668,1016.2081,678.6524,796,47,1,0.2167,0.4808,2.0797,0.4507,1032.5789,699.6598,26.633,1252,0.5,"1145,1299,1;796,47,1;1152,1318,0.9922;627,107,0.9922;655,95,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000381.png,support_region_observation_extracted,true,true,true,876.437,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0075,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,complete,183,381.25,382,382,0.75,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-11.9341,-25.4439,1.5757,27.0196,5,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,418668,1016.2081,678.6524,796,47,1,0.2191,0.4823,2.0735,0.4543,1025.4385,684.7633,11.0699,1252,0.5,"1146,1299,1;796,47,1;1150,1319,0.9922;627,107,0.9922;942,15,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000382.png,support_region_observation_extracted,true,true,true,881.526,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
