case_id,scene,object_hypothesis_id,optical_state,incompleteness_type,why_single_frame_support_may_fail,expected_sar_structure_missing_or_shifted,temporal_compensation_needed,state_compensation_needed,possible_sar_morphology_cue,posthoc_sar_observation,allowed_use,not_allowed_use
PAIR_GM_RM017_o165_s343_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,edge_or_truncated,left/right or bottom truncation;edge contact,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o165_s344_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,edge_or_truncated,left/right or bottom truncation;edge contact,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o166_s345_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,edge_or_truncated,left/right or bottom truncation;edge contact,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o166_s346_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,edge_or_truncated,left/right or bottom truncation;edge contact,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o167_s347_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,edge_or_truncated,left/right or bottom truncation;edge contact,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o167_s348_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,edge_or_truncated,left/right or bottom truncation;edge contact,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o168_s349_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,edge_or_truncated,left/right or bottom truncation;edge contact,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o168_s350_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,edge_or_truncated,left/right or bottom truncation;edge contact,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o168_s351_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,edge_or_truncated,left/right or bottom truncation;edge contact,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM019_o151_s315_oty1t_obj_GM_RM019_bytetrack_bt_0098,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0098,edge_or_truncated,left/right or bottom truncation;edge contact,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=false;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_or_centroid_continuity_observed,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM019_o152_s317_oty1t_obj_GM_RM019_bytetrack_bt_0098,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0098,edge_or_truncated,left/right or bottom truncation;edge contact,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=false;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_or_centroid_continuity_observed,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o149_s310_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,duplicate_or_handoff,identity ambiguity;handoff/duplicate,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o152_s317_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,duplicate_or_handoff,identity ambiguity;handoff/duplicate,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o170_s354_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,duplicate_or_handoff,identity ambiguity;handoff/duplicate,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o170_s355_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,duplicate_or_handoff,identity ambiguity;handoff/duplicate,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o152_s317_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,duplicate_or_handoff,identity ambiguity;handoff/duplicate,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o161_s335_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,duplicate_or_handoff,identity ambiguity;handoff/duplicate,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o161_s335_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,duplicate_or_handoff,identity ambiguity;handoff/duplicate,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o161_s336_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,duplicate_or_handoff,identity ambiguity;handoff/duplicate,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o161_s336_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,duplicate_or_handoff,identity ambiguity;handoff/duplicate,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o170_s354_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,duplicate_or_handoff,identity ambiguity;handoff/duplicate,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o170_s355_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,duplicate_or_handoff,identity ambiguity;handoff/duplicate,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o183_s381_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,duplicate_or_handoff,identity ambiguity;handoff/duplicate,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o183_s382_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,duplicate_or_handoff,identity ambiguity;handoff/duplicate,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o185_s385_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,duplicate_or_handoff,identity ambiguity;handoff/duplicate,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o185_s386_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,duplicate_or_handoff,identity ambiguity;handoff/duplicate,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o170_s354_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,duplicate_or_handoff,identity ambiguity;handoff/duplicate,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o170_s355_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,duplicate_or_handoff,identity ambiguity;handoff/duplicate,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o145_s302_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,review-only ambiguity,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o156_s325_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,review-only ambiguity,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o157_s327_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,review-only ambiguity,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o158_s329_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,review-only ambiguity,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o158_s330_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,review-only ambiguity,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o159_s331_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,review-only ambiguity,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o159_s332_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,review-only ambiguity,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o160_s333_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,review-only ambiguity,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o160_s334_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,review-only ambiguity,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o161_s335_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,review-only ambiguity,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o161_s336_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,review-only ambiguity,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o162_s337_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,review-only ambiguity,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o162_s338_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,review-only ambiguity,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o163_s339_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,review-only ambiguity,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o163_s340_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,review-only ambiguity,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o164_s341_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,review-only ambiguity,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o164_s342_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,review-only ambiguity,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o165_s343_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,review-only ambiguity,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o165_s344_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,review-only ambiguity,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o166_s345_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,review-only ambiguity,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
