observation_id,scene,object_hypothesis_id,optical_frame,sar_frame,sample_pool,support_type_or_source,support_area_px,area_ratio_vs_broad,radius_band_width_px,support_azimuth_width_deg,support_radius_min_px,support_radius_max_px,gt_inside_support_posthoc,topk_contains_near_gt_posthoc,top1_near_gt_posthoc,observed_sar_structures_inside_support,dominant_structure_type,number_of_plausible_structures,compact_structure_present,multi_peak_structure_present,diffuse_structure_present,spread_structure_present,serious_peak_competition,no_unique_structure_can_be_isolated,support_too_broad_for_association,support_exists,sar_structure_exists,vehicle_like_sar_structure_exists,unique_sar_structure_exists,association_candidate_exists,association_state_posthoc,provenance_labels,notes
SRO00051,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,172,358,paired_optical_object_sar_gt,state_conditioned_range_band,27252,0.0713,130,24.6756,422.068,552.068,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3028,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00052,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,172,359,paired_optical_object_sar_gt,state_conditioned_range_band,27252,0.0713,130,24.6756,422.068,552.068,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3028,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00053,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,173,360,paired_optical_object_sar_gt,state_conditioned_range_band,27387,0.0712,130,24.81,422.068,552.068,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3043,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00054,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,173,361,paired_optical_object_sar_gt,state_conditioned_range_band,27387,0.0712,130,24.81,422.068,552.068,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3043,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00055,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,174,362,paired_optical_object_sar_gt,state_conditioned_range_band,27567,0.0712,130,24.973,422.068,552.068,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3063,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00056,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,174,363,paired_optical_object_sar_gt,state_conditioned_range_band,27567,0.0712,130,24.973,422.068,552.068,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3063,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00057,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,175,364,paired_optical_object_sar_gt,state_conditioned_range_band,27405,0.0697,130,25.3563,410.92,540.92,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3045,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00058,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,175,365,paired_optical_object_sar_gt,state_conditioned_range_band,27405,0.0697,130,25.3563,410.92,540.92,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3045,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00059,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,176,366,paired_optical_object_sar_gt,state_conditioned_range_band,28251,0.0713,130,25.5802,422.068,552.068,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3138,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00060,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,176,367,paired_optical_object_sar_gt,state_conditioned_range_band,28341,0.0715,130,25.5802,423.646,553.646,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3149,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00061,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,177,368,paired_optical_object_sar_gt,state_conditioned_range_band,27486,0.0686,130,25.838,404.044,534.044,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3054,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00062,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,177,369,paired_optical_object_sar_gt,state_conditioned_range_band,27486,0.0686,130,25.838,404.044,534.044,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3054,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00063,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,178,370,paired_optical_object_sar_gt,state_conditioned_range_band,27648,0.0683,130,26.134,401.178,531.178,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3072,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00064,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,178,371,paired_optical_object_sar_gt,state_conditioned_range_band,27648,0.0683,130,26.134,401.178,531.178,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3072,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00065,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,179,372,paired_optical_object_sar_gt,state_conditioned_range_band,28008,0.0687,130,26.3046,404.044,534.044,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3112,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00066,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,179,373,paired_optical_object_sar_gt,state_conditioned_range_band,28008,0.0687,130,26.3046,404.044,534.044,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3112,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00067,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,180,374,paired_optical_object_sar_gt,state_conditioned_range_band,27846,0.0678,130,26.4822,397.838,527.838,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3094,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00068,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,180,375,paired_optical_object_sar_gt,state_conditioned_range_band,27846,0.0678,130,26.4822,397.838,527.838,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3094,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00069,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,180,376,paired_optical_object_sar_gt,state_conditioned_range_band,27846,0.0678,130,26.4822,397.838,527.838,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3094,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00070,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,181,377,paired_optical_object_sar_gt,state_conditioned_range_band,27927,0.0678,130,26.5632,397.838,527.838,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3103,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00071,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,181,378,paired_optical_object_sar_gt,state_conditioned_range_band,27954,0.0679,130,26.5632,398.482,528.482,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3106,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00072,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,182,379,paired_optical_object_sar_gt,state_conditioned_range_band,28170,0.0679,130,26.7542,397.838,527.838,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3130,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00073,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,182,380,paired_optical_object_sar_gt,state_conditioned_range_band,28350,0.0683,130,26.7542,401.178,531.178,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3150,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00074,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,183,381,paired_optical_object_sar_gt,state_conditioned_range_band,28782,0.0687,130,27.0196,405.296,535.295,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3198,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00075,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,183,382,paired_optical_object_sar_gt,state_conditioned_range_band,28782,0.0687,130,27.0196,405.296,535.295,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3198,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00076,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,184,383,paired_optical_object_sar_gt,state_conditioned_range_band,28827,0.0682,130,27.2666,401.178,531.178,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3203,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00077,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,184,384,paired_optical_object_sar_gt,state_conditioned_range_band,28827,0.0682,130,27.2666,401.178,531.178,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3203,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00078,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,185,385,paired_optical_object_sar_gt,state_conditioned_range_band,29016,0.0682,130,27.4485,401.178,531.178,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3224,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00079,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,185,386,paired_optical_object_sar_gt,state_conditioned_range_band,29016,0.0682,130,27.4485,401.178,531.178,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3224,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00080,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,186,387,paired_optical_object_sar_gt,state_conditioned_range_band,30951,0.0717,130,27.8446,425.143,555.143,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3439,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00081,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,186,388,paired_optical_object_sar_gt,state_conditioned_range_band,29259,0.0678,130,27.8446,397.838,527.838,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3251,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00082,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,187,389,paired_optical_object_sar_gt,state_conditioned_range_band,29709,0.0682,130,28.0898,401.178,531.178,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3301,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00083,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,187,390,paired_optical_object_sar_gt,state_conditioned_range_band,29709,0.0682,130,28.0898,401.178,531.178,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3301,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00084,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,188,391,paired_optical_object_sar_gt,state_conditioned_range_band,30069,0.0682,130,28.4499,401.178,531.178,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3341,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00085,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,188,392,paired_optical_object_sar_gt,state_conditioned_range_band,30069,0.0682,130,28.4499,401.178,531.178,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3341,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00086,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,189,393,paired_optical_object_sar_gt,state_conditioned_range_band,30276,0.0682,130,28.6334,401.178,531.178,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3364,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00087,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,189,394,paired_optical_object_sar_gt,state_conditioned_range_band,30276,0.0682,130,28.6334,401.178,531.178,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3364,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00088,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,206,429,paired_optical_object_sar_gt,state_conditioned_range_band,25911,0.0673,130,24.8245,394.447,524.447,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,2879,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00089,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,210,438,paired_optical_object_sar_gt,state_conditioned_range_band,19251,0.0673,130,18.4479,394.447,524.447,false,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,2139,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00090,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0014,184,383,paired_optical_object_sar_gt,state_conditioned_range_band,15948,0.0723,130,14.2378,428.092,558.092,false,true,false,compact_cluster;stable_cluster_tube,compact_cluster,1772,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,associated_posthoc_strong,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00091,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0014,184,384,paired_optical_object_sar_gt,state_conditioned_range_band,15948,0.0723,130,14.2378,428.092,558.092,false,true,false,compact_cluster;stable_cluster_tube,compact_cluster,1772,yes,no,no,no,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_strong,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00092,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0014,212,442,paired_optical_object_sar_gt,state_conditioned_range_band,16740,0.0718,130,15.0469,425.143,555.143,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,1860,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00093,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0005,13,27,paired_optical_object_sar_gt,state_conditioned_range_band,87921,0.1388,317.306,40.8664,229.832,547.138,false,false,false,range_spread_cluster;diffuse_or_unstable_cluster_tube,range_spread_cluster,9769,no,no,no,yes,no,yes,yes,yes,yes,no,no,no,rejected_for_temporal_instability,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00094,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0005,15,31,paired_optical_object_sar_gt,state_conditioned_range_band,106083,0.1375,314.286,49.779,231.342,545.628,false,false,false,diffuse_clutter;diffuse_or_unstable_cluster_tube,diffuse_clutter,9999,no,no,yes,no,yes,yes,yes,yes,yes,no,no,no,rejected_for_temporal_instability,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00095,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0005,37,77,paired_optical_object_sar_gt,state_conditioned_range_band,68157,0.1389,317.306,31.6621,229.832,547.138,false,false,false,diffuse_clutter;diffuse_or_unstable_cluster_tube,diffuse_clutter,7573,no,no,yes,no,yes,yes,yes,yes,yes,no,no,no,rejected_for_temporal_instability,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00096,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0005,39,81,paired_optical_object_sar_gt,state_conditioned_range_band,53802,0.1389,317.306,24.9994,229.832,547.138,false,false,false,diffuse_clutter;diffuse_or_unstable_cluster_tube,diffuse_clutter,5978,no,no,yes,no,yes,yes,yes,yes,yes,no,no,no,rejected_for_temporal_instability,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00097,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0009,13,27,paired_optical_object_sar_gt,state_conditioned_range_band,19251,0.0573,130,21.6902,326.072,456.072,false,false,false,azimuth_spread_cluster;insufficient_temporal_samples,azimuth_spread_cluster,2139,no,no,no,yes,no,yes,yes,yes,yes,no,no,no,optical_support_present_but_sar_ambiguous,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00098,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0080,102,212,paired_optical_object_sar_gt,state_conditioned_range_band,51507,0.1388,317.306,23.9414,229.832,547.138,false,false,false,range_spread_cluster;diffuse_or_unstable_cluster_tube,range_spread_cluster,5723,no,no,no,yes,yes,yes,yes,yes,yes,no,no,no,rejected_for_temporal_instability,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00099,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0080,114,238,paired_optical_object_sar_gt,state_conditioned_range_band,112185,0.1353,309.375,53.509,233.798,543.172,false,false,false,diffuse_clutter;diffuse_or_unstable_cluster_tube,diffuse_clutter,9999,no,no,yes,no,yes,yes,yes,yes,yes,no,no,no,rejected_for_temporal_instability,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00100,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0080,129,269,paired_optical_object_sar_gt,state_conditioned_range_band,114903,0.1354,309.375,54.7742,233.798,543.172,false,false,false,diffuse_clutter;diffuse_or_unstable_cluster_tube,diffuse_clutter,9999,no,no,yes,no,yes,yes,yes,yes,yes,no,no,no,rejected_for_temporal_instability,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00101,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0080,131,273,paired_optical_object_sar_gt,state_conditioned_range_band,99738,0.1354,309.375,47.5318,233.798,543.172,false,false,false,diffuse_clutter;diffuse_or_unstable_cluster_tube,diffuse_clutter,9999,no,no,yes,no,yes,yes,yes,yes,yes,no,no,no,rejected_for_temporal_instability,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
