crosscheck_id,source_mode_name,control_type,structure_type,temporal_stability_label,support_overlap_bucket,n_rows,near_gt_topk_rate_posthoc,top1_near_gt_rate_posthoc,gt_inside_support_rate_posthoc,median_best_topk_distance_to_gt_px_posthoc,median_peak_background_ratio,support_hit_status_posthoc,likely_confounder_type,negative_control_cleanliness,mechanism_interpretation,provenance_labels
CFX00075,state_conditioned_range_band,azimuth_shifted_support,azimuth_spread_cluster,stable_cluster_tube=26;diffuse_or_unstable_cluster_tube=4;insufficient_temporal_samples=1,low_overlap_lt_0p25,19,0.6774,0.5484,0,,1.36,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00076,state_conditioned_range_band,azimuth_shifted_support,diffuse_clutter,stable_cluster_tube=26;diffuse_or_unstable_cluster_tube=4;insufficient_temporal_samples=1,low_overlap_lt_0p25,6,0.6774,0.5484,0,,1.36,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00077,state_conditioned_range_band,azimuth_shifted_support,multi_peak_nearby_cluster,stable_cluster_tube=26;diffuse_or_unstable_cluster_tube=4;insufficient_temporal_samples=1,low_overlap_lt_0p25,4,0.6774,0.5484,0,,1.36,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00078,state_conditioned_range_band,azimuth_shifted_support,compact_cluster,stable_cluster_tube=26;diffuse_or_unstable_cluster_tube=4;insufficient_temporal_samples=1,low_overlap_lt_0p25,1,0.6774,0.5484,0,,1.36,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00079,state_conditioned_range_band,azimuth_shifted_support,range_spread_cluster,stable_cluster_tube=26;diffuse_or_unstable_cluster_tube=4;insufficient_temporal_samples=1,low_overlap_lt_0p25,1,0.6774,0.5484,0,,1.36,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00080,state_conditioned_range_band,azimuth_shifted_support,azimuth_spread_cluster,stable_cluster_tube=171;diffuse_or_unstable_cluster_tube=9,medium_overlap_0p25_0p75,101,0.6111,0.4,0.45,,1.8341,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00081,state_conditioned_range_band,azimuth_shifted_support,range_spread_cluster,stable_cluster_tube=171;diffuse_or_unstable_cluster_tube=9,medium_overlap_0p25_0p75,46,0.6111,0.4,0.45,,1.8341,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00082,state_conditioned_range_band,azimuth_shifted_support,diffuse_clutter,stable_cluster_tube=171;diffuse_or_unstable_cluster_tube=9,medium_overlap_0p25_0p75,24,0.6111,0.4,0.45,,1.8341,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00083,state_conditioned_range_band,azimuth_shifted_support,multi_peak_nearby_cluster,stable_cluster_tube=171;diffuse_or_unstable_cluster_tube=9,medium_overlap_0p25_0p75,8,0.6111,0.4,0.45,,1.8341,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00084,state_conditioned_range_band,azimuth_shifted_support,compact_cluster,stable_cluster_tube=171;diffuse_or_unstable_cluster_tube=9,medium_overlap_0p25_0p75,1,0.6111,0.4,0.45,,1.8341,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00085,state_conditioned_range_band,azimuth_shifted_support,diffuse_clutter,stable_cluster_tube=4,no_overlap,2,0,0,0,,1.1721,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00086,state_conditioned_range_band,azimuth_shifted_support,multi_peak_nearby_cluster,stable_cluster_tube=4,no_overlap,1,0,0,0,,1.1721,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00087,state_conditioned_range_band,azimuth_shifted_support,azimuth_spread_cluster,stable_cluster_tube=4,no_overlap,1,0,0,0,,1.1721,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00088,state_conditioned_range_band,azimuth_shifted_support,azimuth_spread_cluster,stable_cluster_tube=76;diffuse_or_unstable_cluster_tube=8,high_overlap_ge_0p75,41,0.8214,0.4643,0.8929,,1.7513,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00089,state_conditioned_range_band,azimuth_shifted_support,multi_peak_nearby_cluster,stable_cluster_tube=76;diffuse_or_unstable_cluster_tube=8,high_overlap_ge_0p75,23,0.8214,0.4643,0.8929,,1.7513,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00090,state_conditioned_range_band,azimuth_shifted_support,diffuse_clutter,stable_cluster_tube=76;diffuse_or_unstable_cluster_tube=8,high_overlap_ge_0p75,18,0.8214,0.4643,0.8929,,1.7513,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00091,state_conditioned_range_band,azimuth_shifted_support,range_spread_cluster,stable_cluster_tube=76;diffuse_or_unstable_cluster_tube=8,high_overlap_ge_0p75,2,0.8214,0.4643,0.8929,,1.7513,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00092,state_conditioned_range_band,azimuth_shifted_support,azimuth_spread_cluster,stable_cluster_tube=125;diffuse_or_unstable_cluster_tube=5;insufficient_temporal_samples=1,medium_overlap_0p25_0p75,103,0.8855,0.7557,0.916,,1.6972,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00093,state_conditioned_range_band,azimuth_shifted_support,range_spread_cluster,stable_cluster_tube=125;diffuse_or_unstable_cluster_tube=5;insufficient_temporal_samples=1,medium_overlap_0p25_0p75,18,0.8855,0.7557,0.916,,1.6972,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00094,state_conditioned_range_band,azimuth_shifted_support,diffuse_clutter,stable_cluster_tube=125;diffuse_or_unstable_cluster_tube=5;insufficient_temporal_samples=1,medium_overlap_0p25_0p75,6,0.8855,0.7557,0.916,,1.6972,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00095,state_conditioned_range_band,azimuth_shifted_support,multi_peak_nearby_cluster,stable_cluster_tube=125;diffuse_or_unstable_cluster_tube=5;insufficient_temporal_samples=1,medium_overlap_0p25_0p75,3,0.8855,0.7557,0.916,,1.6972,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00096,state_conditioned_range_band,azimuth_shifted_support,compact_cluster,stable_cluster_tube=125;diffuse_or_unstable_cluster_tube=5;insufficient_temporal_samples=1,medium_overlap_0p25_0p75,1,0.8855,0.7557,0.916,,1.6972,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00097,state_conditioned_range_band,azimuth_shifted_support,azimuth_spread_cluster,stable_cluster_tube=26;diffuse_or_unstable_cluster_tube=3;jumping_peak=1;insufficient_temporal_samples=1,low_overlap_lt_0p25,23,0.6129,0.4516,0,,1.4259,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00098,state_conditioned_range_band,azimuth_shifted_support,multi_peak_nearby_cluster,stable_cluster_tube=26;diffuse_or_unstable_cluster_tube=3;jumping_peak=1;insufficient_temporal_samples=1,low_overlap_lt_0p25,4,0.6129,0.4516,0,,1.4259,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00099,state_conditioned_range_band,azimuth_shifted_support,range_spread_cluster,stable_cluster_tube=26;diffuse_or_unstable_cluster_tube=3;jumping_peak=1;insufficient_temporal_samples=1,low_overlap_lt_0p25,3,0.6129,0.4516,0,,1.4259,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00100,state_conditioned_range_band,azimuth_shifted_support,diffuse_clutter,stable_cluster_tube=26;diffuse_or_unstable_cluster_tube=3;jumping_peak=1;insufficient_temporal_samples=1,low_overlap_lt_0p25,1,0.6129,0.4516,0,,1.4259,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00101,state_conditioned_range_band,azimuth_shifted_support,azimuth_spread_cluster,stable_cluster_tube=174;jumping_peak=3;diffuse_or_unstable_cluster_tube=3,medium_overlap_0p25_0p75,116,0.6611,0.4444,0.4167,,1.7377,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00102,state_conditioned_range_band,azimuth_shifted_support,range_spread_cluster,stable_cluster_tube=174;jumping_peak=3;diffuse_or_unstable_cluster_tube=3,medium_overlap_0p25_0p75,37,0.6611,0.4444,0.4167,,1.7377,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00103,state_conditioned_range_band,azimuth_shifted_support,diffuse_clutter,stable_cluster_tube=174;jumping_peak=3;diffuse_or_unstable_cluster_tube=3,medium_overlap_0p25_0p75,14,0.6611,0.4444,0.4167,,1.7377,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00104,state_conditioned_range_band,azimuth_shifted_support,multi_peak_nearby_cluster,stable_cluster_tube=174;jumping_peak=3;diffuse_or_unstable_cluster_tube=3,medium_overlap_0p25_0p75,13,0.6611,0.4444,0.4167,,1.7377,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00105,state_conditioned_range_band,azimuth_shifted_support,azimuth_spread_cluster,stable_cluster_tube=4,no_overlap,3,1,0.5,0,,1.2369,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00106,state_conditioned_range_band,azimuth_shifted_support,compact_cluster,stable_cluster_tube=4,no_overlap,1,1,0.5,0,,1.2369,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
