gt_id,case_id,scene,sar_frame,pool_type,gt_quality_label,gt_crop_available,dominant_energy_pattern,dominant_side_or_axis_proxy,energy_distribution_description,near_or_dominant_side_ridge_proxy,corner_or_endpoint_hotspot_proxy,far_or_opposite_side_weak_return_proxy,discontinuous_edge_proxy,enclosed_shell_proxy,block_like_body_proxy,range_spread_with_core_proxy,vehicle_morphology_supported,morphology_strength,confounders,posthoc_only,notes
70,GTREF_GM_RM011_s58_70,GM_RM011,58,gm011_waiting_object_stream,review_multi_structure,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.1021;corner_ratio=3.077;edge_continuity=1;component_count=31;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
71,GTREF_GM_RM011_s73_71,GM_RM011,73,gm011_waiting_object_stream,good,yes,weak_boundary,upper_side,dominant_side=upper_side;side_contrast=1.0299;corner_ratio=1.743;edge_continuity=1;component_count=31;part_count=1,no,no,uncertain,no,no,no,no,uncertain,weak,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
72,GTREF_GM_RM011_s244_72,GM_RM011,244,gm011_waiting_object_stream,good,yes,discontinuous_edges,lower_side,dominant_side=lower_side;side_contrast=1.0381;corner_ratio=1.6342;edge_continuity=1;component_count=24;part_count=2,no,no,uncertain,yes,no,no,yes,yes,medium,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
73,GTREF_GM_RM011_s244_73,GM_RM011,244,gm011_waiting_object_stream,good,yes,enclosed_shell,body_core,dominant_side=body_core;side_contrast=1.0199;corner_ratio=1.6636;edge_continuity=1;component_count=31;part_count=3,no,no,uncertain,yes,yes,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
74,GTREF_GM_RM011_s244_74,GM_RM011,244,gm011_waiting_object_stream,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.187;corner_ratio=2.0147;edge_continuity=1;component_count=23;part_count=2,yes,yes,yes,yes,no,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
75,GTREF_GM_RM011_s256_75,GM_RM011,256,gm011_waiting_object_stream,good,yes,corner_hotspot,upper_side,dominant_side=upper_side;side_contrast=1.0048;corner_ratio=2.0957;edge_continuity=1;component_count=38;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
76,GTREF_GM_RM011_s256_76,GM_RM011,256,gm011_waiting_object_stream,good,yes,corner_hotspot,right_side,dominant_side=right_side;side_contrast=1.0339;corner_ratio=2.1097;edge_continuity=1;component_count=35;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
77,GTREF_GM_RM011_s256_77,GM_RM011,256,gm011_waiting_object_stream,good,yes,discontinuous_edges,upper_side,dominant_side=upper_side;side_contrast=1.0173;corner_ratio=1.6255;edge_continuity=0.8333;component_count=25;part_count=2,no,no,uncertain,yes,no,no,no,yes,medium,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
78,GTREF_GM_RM011_s260_78,GM_RM011,260,gm011_waiting_object_stream,good,yes,discontinuous_edges,upper_side,dominant_side=upper_side;side_contrast=1.0831;corner_ratio=1.9884;edge_continuity=1;component_count=35;part_count=2,no,no,uncertain,yes,no,no,yes,yes,medium,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
79,GTREF_GM_RM011_s260_79,GM_RM011,260,gm011_waiting_object_stream,good,yes,weak_boundary,left_side,dominant_side=left_side;side_contrast=1.0289;corner_ratio=1.9624;edge_continuity=1;component_count=31;part_count=1,no,no,uncertain,no,no,no,no,uncertain,weak,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
80,GTREF_GM_RM011_s260_80,GM_RM011,260,gm011_waiting_object_stream,good,yes,discontinuous_edges,body_core,dominant_side=body_core;side_contrast=1.0045;corner_ratio=1.5908;edge_continuity=0.9167;component_count=22;part_count=2,no,no,uncertain,yes,no,no,no,yes,medium,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
81,GTREF_GM_RM011_s281_81,GM_RM011,281,gm011_waiting_object_stream,good,yes,enclosed_shell,right_side,dominant_side=right_side;side_contrast=1.0679;corner_ratio=2.0094;edge_continuity=1;component_count=25;part_count=3,no,yes,uncertain,yes,yes,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
82,GTREF_GM_RM011_s281_82,GM_RM011,281,gm011_waiting_object_stream,good,yes,enclosed_shell,lower_side,dominant_side=lower_side;side_contrast=1.0208;corner_ratio=2.1487;edge_continuity=1;component_count=28;part_count=3,no,yes,uncertain,yes,yes,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
83,GTREF_GM_RM011_s281_83,GM_RM011,281,gm011_waiting_object_stream,good,yes,corner_hotspot,left_side,dominant_side=left_side;side_contrast=1.0429;corner_ratio=2.7806;edge_continuity=1;component_count=29;part_count=1,no,yes,uncertain,no,no,no,no,uncertain,uncertain,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
84,GTREF_GM_RM011_s315_84,GM_RM011,315,gm011_waiting_object_stream,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.2081;corner_ratio=2.0321;edge_continuity=1;component_count=18;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
85,GTREF_GM_RM011_s315_85,GM_RM011,315,gm011_waiting_object_stream,good,yes,weak_boundary,body_core,dominant_side=body_core;side_contrast=1.058;corner_ratio=1.6865;edge_continuity=1;component_count=28;part_count=1,no,no,uncertain,no,no,no,no,uncertain,weak,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
86,GTREF_GM_RM011_s335_86,GM_RM011,335,gm011_waiting_object_stream,review_too_large,yes,discontinuous_edges,upper_side,dominant_side=upper_side;side_contrast=1.0158;corner_ratio=1.9125;edge_continuity=1;component_count=54;part_count=2,no,no,uncertain,yes,no,no,yes,yes,medium,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
87,GTREF_GM_RM011_s335_87,GM_RM011,335,gm011_waiting_object_stream,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.1487;corner_ratio=1.9215;edge_continuity=0.9583;component_count=1;part_count=1,yes,no,uncertain,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
88,GTREF_GM_RM011_s442_88,GM_RM011,442,gm011_waiting_object_stream,good,yes,corner_hotspot,left_side,dominant_side=left_side;side_contrast=1.0064;corner_ratio=2.6314;edge_continuity=1;component_count=1;part_count=1,no,yes,uncertain,no,no,no,no,uncertain,uncertain,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
89,GTREF_GM_RM011_s444_89,GM_RM011,444,gm011_waiting_object_stream,good,yes,side_ridge,left_side,dominant_side=left_side;side_contrast=1.1426;corner_ratio=2.3605;edge_continuity=0.875;component_count=2;part_count=1,yes,yes,uncertain,no,no,yes,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
90,GTREF_GM_RM011_s469_90,GM_RM011,469,gm011_waiting_object_stream,good,yes,corner_hotspot,body_core,dominant_side=body_core;side_contrast=1.0308;corner_ratio=2.5806;edge_continuity=0.9167;component_count=24;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
91,GTREF_GM_RM011_s506_91,GM_RM011,506,gm011_waiting_object_stream,good,yes,side_ridge,right_side,dominant_side=right_side;side_contrast=1.1294;corner_ratio=1.6463;edge_continuity=0.9167;component_count=2;part_count=1,yes,no,uncertain,no,no,yes,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
92,GTREF_GM_RM011_s506_92,GM_RM011,506,gm011_waiting_object_stream,good,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.0147;corner_ratio=2.2245;edge_continuity=0.9583;component_count=2;part_count=1,no,yes,uncertain,no,no,no,no,uncertain,uncertain,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
93,GTREF_GM_RM011_s510_93,GM_RM011,510,gm011_waiting_object_stream,good,yes,corner_hotspot,right_side,dominant_side=right_side;side_contrast=1.0125;corner_ratio=2.0087;edge_continuity=0.875;component_count=4;part_count=1,no,yes,uncertain,no,no,yes,no,uncertain,uncertain,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
94,GTREF_GM_RM011_s510_94,GM_RM011,510,gm011_waiting_object_stream,good,yes,corner_hotspot,upper_side,dominant_side=upper_side;side_contrast=1.0735;corner_ratio=3.722;edge_continuity=1;component_count=19;part_count=1,no,yes,uncertain,no,no,no,no,uncertain,uncertain,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
95,GTREF_PAIRED_GM_RM017_s302_95,GM_RM017,302,paired_215,review_low_energy,yes,corner_hotspot,upper_side,dominant_side=upper_side;side_contrast=1.1063;corner_ratio=4.0359;edge_continuity=1;component_count=38;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,uncertain,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
96,GTREF_GM_RM017_s302_96,GM_RM017,302,sar_only,review_low_energy,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.0441;corner_ratio=2.1917;edge_continuity=1;component_count=106;part_count=0,no,yes,uncertain,no,no,no,no,uncertain,uncertain,uncertain,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
97,GTREF_GM_RM017_s310_97,GM_RM017,310,dropout_special,review_multi_structure,yes,enclosed_shell,upper_side,dominant_side=upper_side;side_contrast=1.1298;corner_ratio=3.0803;edge_continuity=1;component_count=64;part_count=3,yes,yes,uncertain,yes,yes,no,yes,yes,medium,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
98,GTREF_PAIRED_GM_RM017_s310_98,GM_RM017,310,paired_215,review_extreme_aspect,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.077;corner_ratio=3.0151;edge_continuity=1;component_count=28;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
99,GTREF_PAIRED_GM_RM017_s315_99,GM_RM017,315,paired_215,review_multi_structure,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.1705;corner_ratio=3.7241;edge_continuity=1;component_count=27;part_count=2,yes,yes,uncertain,yes,no,no,yes,yes,medium,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
100,GTREF_PAIRED_GM_RM017_s315_100,GM_RM017,315,paired_215,review_multi_structure,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.0216;corner_ratio=3.4031;edge_continuity=1;component_count=27;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
101,GTREF_PAIRED_GM_RM017_s317_101,GM_RM017,317,paired_215,review_multi_structure,yes,corner_hotspot,upper_side,dominant_side=upper_side;side_contrast=1.1009;corner_ratio=2.9444;edge_continuity=1;component_count=20;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
102,GTREF_PAIRED_GM_RM017_s317_102,GM_RM017,317,paired_215,review_multi_structure,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.1288;corner_ratio=3.5087;edge_continuity=1;component_count=34;part_count=1,yes,yes,uncertain,no,no,no,no,yes,medium,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
103,GTREF_PAIRED_GM_RM017_s319_103,GM_RM017,319,paired_215,good,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.1062;corner_ratio=2.7333;edge_continuity=1;component_count=41;part_count=1,no,yes,uncertain,no,no,no,no,uncertain,uncertain,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
104,GTREF_PAIRED_GM_RM017_s319_104,GM_RM017,319,paired_215,review_multi_structure,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.0415;corner_ratio=2.5219;edge_continuity=1;component_count=24;part_count=1,no,yes,uncertain,no,no,no,no,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
105,GTREF_PAIRED_GM_RM017_s321_105,GM_RM017,321,paired_215,review_multi_structure,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.0969;corner_ratio=2.605;edge_continuity=1;component_count=19;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
106,GTREF_PAIRED_GM_RM017_s321_106,GM_RM017,321,paired_215,review_multi_structure,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.1117;corner_ratio=2.8462;edge_continuity=1;component_count=28;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
107,GTREF_PAIRED_GM_RM017_s323_107,GM_RM017,323,paired_215,review_multi_structure,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.1136;corner_ratio=2.7629;edge_continuity=1;component_count=26;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
108,GTREF_PAIRED_GM_RM017_s323_108,GM_RM017,323,paired_215,review_multi_structure,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.1014;corner_ratio=2.8419;edge_continuity=1;component_count=17;part_count=1,no,yes,uncertain,no,no,no,no,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
109,GTREF_PAIRED_GM_RM017_s325_109,GM_RM017,325,paired_215,good,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.0926;corner_ratio=2.3774;edge_continuity=1;component_count=22;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
110,GTREF_PAIRED_GM_RM017_s325_110,GM_RM017,325,paired_215,review_multi_structure,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.1242;corner_ratio=2.4691;edge_continuity=1;component_count=38;part_count=1,yes,yes,uncertain,no,no,no,no,yes,medium,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
111,GTREF_PAIRED_GM_RM017_s327_111,GM_RM017,327,paired_215,good,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.0605;corner_ratio=2.5007;edge_continuity=1;component_count=16;part_count=1,no,yes,uncertain,no,no,no,no,uncertain,uncertain,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
112,GTREF_PAIRED_GM_RM017_s327_112,GM_RM017,327,paired_215,review_multi_structure,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.0892;corner_ratio=2.6798;edge_continuity=1;component_count=26;part_count=1,no,yes,uncertain,no,no,no,no,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
113,GTREF_PAIRED_GM_RM017_s329_113,GM_RM017,329,paired_215,good,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.076;corner_ratio=3.3235;edge_continuity=1;component_count=19;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
114,GTREF_PAIRED_GM_RM017_s329_114,GM_RM017,329,paired_215,review_multi_structure,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.1806;corner_ratio=3.5384;edge_continuity=1;component_count=23;part_count=1,yes,yes,yes,no,no,no,no,yes,medium,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
115,GTREF_PAIRED_GM_RM017_s330_115,GM_RM017,330,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.1222;corner_ratio=3.7388;edge_continuity=1;component_count=19;part_count=2,yes,yes,uncertain,yes,no,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
116,GTREF_PAIRED_GM_RM017_s330_116,GM_RM017,330,paired_215,review_low_energy,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.1618;corner_ratio=4.0411;edge_continuity=1;component_count=27;part_count=1,yes,yes,uncertain,no,no,no,no,yes,medium,uncertain,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
117,GTREF_PAIRED_GM_RM017_s331_117,GM_RM017,331,paired_215,review_low_energy,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.1982;corner_ratio=4.4551;edge_continuity=1;component_count=20;part_count=2,yes,yes,yes,yes,no,no,yes,yes,medium,uncertain,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
118,GTREF_PAIRED_GM_RM017_s331_118,GM_RM017,331,paired_215,review_low_energy,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.1981;corner_ratio=4.3752;edge_continuity=1;component_count=18;part_count=2,yes,yes,yes,yes,no,no,yes,yes,medium,uncertain,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
119,GTREF_PAIRED_GM_RM017_s332_119,GM_RM017,332,paired_215,review_low_energy,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.1984;corner_ratio=4.3578;edge_continuity=1;component_count=16;part_count=2,yes,yes,yes,yes,no,no,yes,yes,medium,uncertain,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
120,GTREF_PAIRED_GM_RM017_s332_120,GM_RM017,332,paired_215,review_low_energy,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.1867;corner_ratio=4.4706;edge_continuity=1;component_count=23;part_count=2,yes,yes,yes,yes,no,no,yes,yes,medium,uncertain,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
121,GTREF_PAIRED_GM_RM017_s333_121,GM_RM017,333,paired_215,review_low_energy,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.2327;corner_ratio=4.3389;edge_continuity=1;component_count=23;part_count=2,yes,yes,yes,yes,no,no,yes,yes,medium,uncertain,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
122,GTREF_PAIRED_GM_RM017_s333_122,GM_RM017,333,paired_215,review_low_energy,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.2341;corner_ratio=3.9851;edge_continuity=1;component_count=24;part_count=2,yes,yes,yes,yes,no,no,yes,yes,medium,uncertain,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
123,GTREF_PAIRED_GM_RM017_s334_123,GM_RM017,334,paired_215,review_extreme_aspect,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.2063;corner_ratio=3.8965;edge_continuity=1;component_count=14;part_count=2,yes,yes,yes,yes,no,no,yes,yes,medium,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
124,GTREF_PAIRED_GM_RM017_s334_124,GM_RM017,334,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.238;corner_ratio=3.4571;edge_continuity=1;component_count=21;part_count=2,yes,yes,yes,yes,no,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
125,GTREF_PAIRED_GM_RM017_s335_125,GM_RM017,335,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.2924;corner_ratio=3.5062;edge_continuity=1;component_count=15;part_count=2,yes,yes,yes,yes,no,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
126,GTREF_PAIRED_GM_RM017_s335_126,GM_RM017,335,paired_215,review_multi_structure,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.2662;corner_ratio=3.6136;edge_continuity=1;component_count=14;part_count=2,yes,yes,yes,yes,no,no,yes,yes,medium,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
127,GTREF_PAIRED_GM_RM017_s335_127,GM_RM017,335,paired_215,review_low_energy,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.0812;corner_ratio=2.6694;edge_continuity=1;component_count=67;part_count=1,no,yes,uncertain,no,no,no,no,uncertain,uncertain,uncertain,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
128,GTREF_PAIRED_GM_RM017_s336_128,GM_RM017,336,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.3529;corner_ratio=3.0194;edge_continuity=1;component_count=16;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
129,GTREF_PAIRED_GM_RM017_s336_129,GM_RM017,336,paired_215,review_multi_structure,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.1956;corner_ratio=3.7271;edge_continuity=1;component_count=13;part_count=1,yes,yes,yes,no,no,no,no,yes,medium,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
130,GTREF_PAIRED_GM_RM017_s336_130,GM_RM017,336,paired_215,review_low_energy,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.0531;corner_ratio=2.9863;edge_continuity=1;component_count=78;part_count=1,no,yes,uncertain,no,no,no,no,uncertain,uncertain,uncertain,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
334,GTREF_PAIRED_GM_RM017_s337_334,GM_RM017,337,paired_215,review_multi_structure,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.2046;corner_ratio=3.4103;edge_continuity=1;component_count=14;part_count=2,yes,yes,yes,yes,no,no,yes,yes,medium,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
335,GTREF_PAIRED_GM_RM017_s337_335,GM_RM017,337,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.3659;corner_ratio=3.0166;edge_continuity=1;component_count=14;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
135,GTREF_PAIRED_GM_RM017_s337_135,GM_RM017,337,paired_215,review_multi_structure,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.0896;corner_ratio=3.3802;edge_continuity=1;component_count=66;part_count=1,no,yes,uncertain,no,no,no,no,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
131,GTREF_PAIRED_GM_RM017_s338_131,GM_RM017,338,paired_215,good,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.2278;corner_ratio=3.1563;edge_continuity=1;component_count=9;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
132,GTREF_PAIRED_GM_RM017_s338_132,GM_RM017,338,paired_215,review_too_small,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.4083;corner_ratio=2.7573;edge_continuity=1;component_count=13;part_count=1,yes,yes,yes,no,no,no,no,uncertain,uncertain,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
133,GTREF_PAIRED_GM_RM017_s338_133,GM_RM017,338,paired_215,review_multi_structure,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.0911;corner_ratio=2.8465;edge_continuity=1;component_count=100;part_count=1,no,yes,uncertain,no,no,no,no,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
134,GTREF_PAIRED_GM_RM017_s339_134,GM_RM017,339,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.1925;corner_ratio=2.5046;edge_continuity=1;component_count=6;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
136,GTREF_PAIRED_GM_RM017_s339_136,GM_RM017,339,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.3904;corner_ratio=2.1544;edge_continuity=1;component_count=18;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
137,GTREF_PAIRED_GM_RM017_s339_137,GM_RM017,339,paired_215,review_multi_structure,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.0826;corner_ratio=2.6116;edge_continuity=1;component_count=96;part_count=1,no,yes,uncertain,no,no,no,no,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
138,GTREF_PAIRED_GM_RM017_s340_138,GM_RM017,340,paired_215,review_multi_structure,yes,corner_hotspot,upper_side,dominant_side=upper_side;side_contrast=1.1176;corner_ratio=2.3344;edge_continuity=1;component_count=21;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
139,GTREF_PAIRED_GM_RM017_s340_139,GM_RM017,340,paired_215,good,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.3169;corner_ratio=2.1223;edge_continuity=1;component_count=16;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
140,GTREF_PAIRED_GM_RM017_s340_140,GM_RM017,340,paired_215,review_multi_structure,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.1068;corner_ratio=2.3316;edge_continuity=1;component_count=67;part_count=0,no,yes,uncertain,no,no,no,no,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
