hypothesis_id,case_id,composition_type,primitives_used,composition_rule_public,n_primitives,spatial_extent,range_extent,azimuth_extent,internal_consistency,peak_competition_context,temporal_support_available,compatible_with_optical_state,compatible_with_vehicle_physics,posthoc_gt_relation_validation_only,can_support_association,why_not_identity_truth,failure_mode,notes
COMP00051,PAIR_GM_RM017_o172_s358_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,range_ridge;azimuth_ridge;azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=27252;gt_box=w=155.717;h=79.180;heading=179.000,130,24.6756,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00052,PAIR_GM_RM017_o172_s359_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,range_ridge;azimuth_ridge;azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=27252;gt_box=w=165.403;h=73.300;heading=-3.000,130,24.6756,medium_spread_structure,serious,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00053,PAIR_GM_RM017_o173_s360_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,range_ridge;azimuth_ridge;azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=27387;gt_box=w=158.800;h=78.669;heading=177.000,130,24.81,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00054,PAIR_GM_RM017_o173_s361_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,range_ridge;azimuth_ridge;azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=27387;gt_box=w=166.226;h=73.800;heading=-3.000,130,24.81,medium_spread_structure,serious,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00055,PAIR_GM_RM017_o174_s362_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,range_ridge;azimuth_ridge;azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=27567;gt_box=w=141.706;h=75.400;heading=178.000,130,24.973,medium_spread_structure,serious,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00056,PAIR_GM_RM017_o174_s363_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,range_ridge;range_ridge;azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=27567;gt_box=w=164.044;h=78.745;heading=-3.000,130,24.973,medium_spread_structure,serious,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00057,PAIR_GM_RM017_o175_s364_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,range_ridge;range_ridge;azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=27405;gt_box=w=181.081;h=80.584;heading=-3.000,130,25.3563,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00058,PAIR_GM_RM017_o175_s365_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,range_ridge;range_ridge;azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=27405;gt_box=w=165.112;h=78.973;heading=,130,25.3563,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00059,PAIR_GM_RM017_o176_s366_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,range_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=28251;gt_box=w=181.926;h=79.510;heading=-3.000,130,25.5802,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00060,PAIR_GM_RM017_o176_s367_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,range_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=28341;gt_box=w=167.542;h=77.111;heading=178.000,130,25.5802,medium_spread_structure,serious,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00061,PAIR_GM_RM017_o177_s368_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,range_ridge;range_ridge;azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=27486;gt_box=w=174.077;h=74.023;heading=-3.000,130,25.838,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00062,PAIR_GM_RM017_o177_s369_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,range_ridge;range_ridge;azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=27486;gt_box=w=163.673;h=75.987;heading=179.000,130,25.838,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00063,PAIR_GM_RM017_o178_s370_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,range_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=27648;gt_box=w=170.045;h=77.894;heading=-3.000,130,26.134,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00064,PAIR_GM_RM017_o178_s371_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,range_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=27648;gt_box=w=162.000;h=78.610;heading=176.000,130,26.134,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00065,PAIR_GM_RM017_o179_s372_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,azimuth_ridge;range_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=28008;gt_box=w=194.666;h=70.198;heading=-3.000,130,26.3046,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00066,PAIR_GM_RM017_o179_s373_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,azimuth_ridge;range_ridge;azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=28008;gt_box=w=158.900;h=80.440;heading=178.000,130,26.3046,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00067,PAIR_GM_RM017_o180_s374_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,azimuth_ridge;range_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=27846;gt_box=w=168.381;h=82.565;heading=,130,26.4822,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00068,PAIR_GM_RM017_o180_s375_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,azimuth_ridge;range_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=27846;gt_box=w=169.640;h=76.002;heading=179.000,130,26.4822,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00069,PAIR_GM_RM017_o180_s376_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,azimuth_ridge;range_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=27846;gt_box=w=181.542;h=79.274;heading=-3.000,130,26.4822,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00070,PAIR_GM_RM017_o181_s377_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,azimuth_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=27927;gt_box=w=162.680;h=80.000;heading=178.000,130,26.5632,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00071,PAIR_GM_RM017_o181_s378_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,azimuth_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=27954;gt_box=w=160.342;h=74.161;heading=-3.000,130,26.5632,medium_spread_structure,serious,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00072,PAIR_GM_RM017_o182_s379_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,range_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=28170;gt_box=w=175.518;h=90.351;heading=179.000,130,26.7542,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00073,PAIR_GM_RM017_o182_s380_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,azimuth_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=28350;gt_box=w=176.839;h=72.232;heading=,130,26.7542,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00074,PAIR_GM_RM017_o183_s381_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,azimuth_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=28782;gt_box=w=159.785;h=78.980;heading=178.000,130,27.0196,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00075,PAIR_GM_RM017_o183_s382_oty1t_obj_GM_RM017_bytetrack_bt_0012,azimuth-spread body hypothesis,azimuth_ridge;azimuth_ridge;azimuth_ridge,cross-range primitive extent suggests body spread or sector overlap,3,support_area_px=28782;gt_box=w=147.368;h=64.277;heading=-3.000,130,27.0196,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00076,PAIR_GM_RM017_o184_s383_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,azimuth_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=28827;gt_box=w=167.530;h=74.240;heading=177.000,130,27.2666,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00077,PAIR_GM_RM017_o184_s384_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,azimuth_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=28827;gt_box=w=172.465;h=83.794;heading=,130,27.2666,medium_spread_structure,serious,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00078,PAIR_GM_RM017_o185_s385_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,azimuth_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=29016;gt_box=w=174.595;h=77.147;heading=178.000,130,27.4485,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00079,PAIR_GM_RM017_o185_s386_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,azimuth_ridge;range_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=29016;gt_box=w=163.865;h=73.142;heading=-3.000,130,27.4485,medium_spread_structure,serious,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00080,PAIR_GM_RM017_o186_s387_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,range_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=30951;gt_box=w=161.774;h=72.935;heading=-2.000,130,27.8446,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00081,PAIR_GM_RM017_o186_s388_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,range_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=29259;gt_box=w=166.594;h=77.026;heading=-2.000,130,27.8446,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00082,PAIR_GM_RM017_o187_s389_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,range_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=29709;gt_box=w=175.634;h=70.503;heading=-4.000,130,28.0898,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00083,PAIR_GM_RM017_o187_s390_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,azimuth_ridge;range_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=29709;gt_box=w=171.390;h=84.406;heading=176.000,130,28.0898,medium_spread_structure,serious,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00084,PAIR_GM_RM017_o188_s391_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,range_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=30069;gt_box=w=176.950;h=73.800;heading=-2.000,130,28.4499,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00085,PAIR_GM_RM017_o188_s392_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,range_ridge;range_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=30069;gt_box=w=167.759;h=90.716;heading=177.000,130,28.4499,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00086,PAIR_GM_RM017_o189_s393_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,range_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=30276;gt_box=w=170.326;h=71.142;heading=-2.000,130,28.6334,medium_spread_structure,serious,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00087,PAIR_GM_RM017_o189_s394_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,range_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=30276;gt_box=w=163.808;h=79.473;heading=177.000,130,28.6334,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00088,PAIR_GM_RM017_o206_s429_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,range_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,2,support_area_px=25911;gt_box=w=198.122;h=86.017;heading=177.000,130,24.8245,medium_spread_structure,serious,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00089,PAIR_GM_RM017_o210_s438_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,range_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,2,support_area_px=19251;gt_box=w=179.847;h=79.380;heading=176.000,130,18.4479,medium_spread_structure,serious,yes,yes,uncertain,gt_inside=false;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00090,PAIR_GM_RM017_o184_s383_oty1t_obj_GM_RM017_bytetrack_bt_0014,stable-tube vehicle proxy,azimuth_ridge;azimuth_ridge;range_ridge,stable SAR tube plus compact/multi-peak primitive family,3,support_area_px=15948;gt_box=w=151.993;h=79.544;heading=178.000,130,14.2378,medium_temporal_but_not_unique,serious,yes,yes,yes,gt_inside=false;topk_near=true,review,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00091,PAIR_GM_RM017_o184_s384_oty1t_obj_GM_RM017_bytetrack_bt_0014,stable-tube vehicle proxy,azimuth_ridge;azimuth_ridge;range_ridge,stable SAR tube plus compact/multi-peak primitive family,3,support_area_px=15948;gt_box=w=151.413;h=70.097;heading=-3.000,130,14.2378,medium_temporal_but_not_unique,not_serious_by_current_proxy,yes,yes,yes,gt_inside=false;topk_near=true,review,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00092,PAIR_GM_RM017_o212_s442_oty1t_obj_GM_RM017_bytetrack_bt_0014,range-spread body hypothesis,range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,1,support_area_px=16740;gt_box=w=161.362;h=80.270;heading=176.000,130,15.0469,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00093,PAIR_GM_RM019_o13_s27_oty1t_obj_GM_RM019_bytetrack_bt_0005,range-spread body hypothesis,background_clutter_patch;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,2,support_area_px=87921;gt_box=w=182.277;h=72.100;heading=-3.000,317.306,40.8664,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=false;topk_near=false,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00094,PAIR_GM_RM019_o15_s31_oty1t_obj_GM_RM019_bytetrack_bt_0005,range-spread body hypothesis,range_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,2,support_area_px=106083;gt_box=w=163.923;h=68.652;heading=-4.000,314.286,49.779,low_or_ambiguous,serious,yes,yes,uncertain,gt_inside=false;topk_near=false,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00095,PAIR_GM_RM019_o37_s77_oty1t_obj_GM_RM019_bytetrack_bt_0005,range-spread body hypothesis,range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,1,support_area_px=68157;gt_box=w=169.290;h=74.106;heading=2.000,317.306,31.6621,low_or_ambiguous,serious,yes,yes,uncertain,gt_inside=false;topk_near=false,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00096,PAIR_GM_RM019_o39_s81_oty1t_obj_GM_RM019_bytetrack_bt_0005,azimuth-spread body hypothesis,azimuth_ridge,cross-range primitive extent suggests body spread or sector overlap,1,support_area_px=53802;gt_box=w=152.545;h=73.469;heading=12.000,317.306,24.9994,low_or_ambiguous,serious,yes,yes,uncertain,gt_inside=false;topk_near=false,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00097,PAIR_GM_RM019_o13_s27_oty1t_obj_GM_RM019_bytetrack_bt_0009,range-spread body hypothesis,background_clutter_patch;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,2,support_area_px=19251;gt_box=w=179.453;h=75.617;heading=-9.000,130,21.6902,medium_spread_structure,not_serious_by_current_proxy,partial_or_no,uncertain,uncertain,gt_inside=false;topk_near=false,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00098,PAIR_GM_RM019_o102_s212_oty1t_obj_GM_RM019_bytetrack_bt_0080,range-spread body hypothesis,azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,1,support_area_px=51507;gt_box=w=158.113;h=82.244;heading=169.000,317.306,23.9414,medium_spread_structure,serious,yes,yes,uncertain,gt_inside=false;topk_near=false,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00099,PAIR_GM_RM019_o114_s238_oty1t_obj_GM_RM019_bytetrack_bt_0080,azimuth-spread body hypothesis,azimuth_ridge,cross-range primitive extent suggests body spread or sector overlap,1,support_area_px=112185;gt_box=w=138.120;h=71.987;heading=170.000,309.375,53.509,low_or_ambiguous,serious,yes,yes,uncertain,gt_inside=false;topk_near=false,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00100,PAIR_GM_RM019_o129_s269_oty1t_obj_GM_RM019_bytetrack_bt_0080,range-spread body hypothesis,range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,1,support_area_px=114903;gt_box=w=147.690;h=69.971;heading=176.000,309.375,54.7742,low_or_ambiguous,serious,yes,yes,uncertain,gt_inside=false;topk_near=false,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00101,PAIR_GM_RM019_o131_s273_oty1t_obj_GM_RM019_bytetrack_bt_0080,range-spread body hypothesis,range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,1,support_area_px=99738;gt_box=w=147.580;h=69.421;heading=177.000,309.375,47.5318,low_or_ambiguous,serious,yes,yes,uncertain,gt_inside=false;topk_near=false,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
