case_id,scene,object_hypothesis_id,sar_frame,optical_state,optical_complete_visible,truncation_or_occlusion_state,support_boundary_available,support_source,gt_area_coverage_ratio,gt_energy_coverage_ratio,morphology_primitive_coverage_proxy,support_covers_most_gt_area,support_covers_most_gt_energy,support_covers_most_vehicle_structure,support_too_broad_for_unique_association,main_failure_reason,posthoc_validation_only_fields,notes
PAIR_GM_RM017_o174_s362_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,362,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,0.9802,0.9822,0.997,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o174_s363_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,363,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,0.9611,0.966,0.9935,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o175_s364_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,364,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,0.9195,0.9281,0.9792,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o175_s365_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,365,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,0.9381,0.9448,0.9959,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o176_s366_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,366,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,0.9865,0.9876,0.9978,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o176_s367_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,367,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,0.9984,0.9985,1,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o177_s368_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,368,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,0.9641,0.9685,0.999,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o177_s369_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,369,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,0.969,0.9738,0.9985,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o178_s370_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,370,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,0.9695,0.9747,0.999,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o178_s371_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,371,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,0.9876,0.9899,1,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o179_s372_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,372,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,0.9946,0.9952,1,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o179_s373_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,373,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,0.9958,0.9967,1,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o180_s374_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,374,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,0.9764,0.9802,0.9982,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o180_s375_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,375,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,0.9998,0.9998,1,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o180_s376_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,376,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,0.9984,0.9987,1,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o181_s377_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,377,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,0.9985,0.9989,1,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o181_s378_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,378,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,1,1,1,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o182_s379_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,379,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,0.9878,0.9895,0.9976,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o182_s380_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,380,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,1,1,1,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o183_s381_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,381,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,1,1,1,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o183_s382_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,382,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,1,1,1,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o184_s383_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,383,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,1,1,1,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o184_s384_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,384,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,1,1,1,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o185_s385_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,385,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,1,1,1,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o185_s386_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,386,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,1,1,1,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o186_s387_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,387,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,0.9548,0.9163,0.7829,yes,yes,no,yes,support misses high-energy morphology proxy,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o186_s388_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,388,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,1,1,1,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o187_s389_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,389,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,1,1,1,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o187_s390_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,390,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,1,1,1,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o188_s391_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,391,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,1,1,1,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o188_s392_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,392,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,1,1,1,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o189_s393_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,393,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,1,1,1,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o189_s394_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,394,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,1,1,1,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o206_s429_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,429,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,0.6127,0.6356,0.8364,no,no,yes,yes,support misses part of GT area,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
