case_id,part_relation_type,part_a_type,part_b_type,spatial_relation,distance_px,relative_to_gt_scale,supports_shell_grammar,failure_reason,physical_interpretation,notes
GTREF_GM_RM011_s36_68,range_spread_to_body_core,range_spread,body_core,enclosed,,uncertain,uncertain,range spread may be motion or environment induced,Range spread must retain a core before it can support a vehicle shell.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s36_68,near_field_spread_to_strong_side_response,near_field_spread,strong_side_response,aligned,,uncertain,uncertain,near-field truncation or spread unresolved,Near-field cases may show strong side responses without clean shell closure.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s58_69,side_ridge_to_endpoint_hotspot,side_ridge,endpoint_hotspot,endpoint_attached,,yes,yes,,Strong side strip is supported by endpoint/corner return.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s58_69,dominant_side_ridge_to_far_side_weak_return,dominant_side_ridge,far_side_weak_return,opposite_side,,yes,uncertain,far-side return not directly separable,Dominant side can be stronger while the opposite side remains weak or ambiguous.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s58_69,left_right_endpoint_relation,endpoint_hotspot,endpoint_or_corner_part,aligned,,yes,yes,,Endpoint/corner parts can close the long-axis vehicle extent.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s58_69,upper_lower_edge_relation,edge_fragment,edge_fragment,parallel,,yes,yes,,Discontinuous edge fragments may form a body outline when read at GT scale.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s58_69,discontinuous_edge_to_shell_completion,discontinuous_edge,shell_completion,disconnected,,yes,yes,,Broken edges can still complete a vehicle-scale shell hypothesis.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s58_69,range_spread_to_body_core,range_spread,body_core,enclosed,,yes,uncertain,range spread may be motion or environment induced,Range spread must retain a core before it can support a vehicle shell.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s58_69,near_field_spread_to_strong_side_response,near_field_spread,strong_side_response,aligned,,yes,uncertain,near-field truncation or spread unresolved,Near-field cases may show strong side responses without clean shell closure.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s58_70,left_right_endpoint_relation,endpoint_hotspot,endpoint_or_corner_part,aligned,,yes,yes,,Endpoint/corner parts can close the long-axis vehicle extent.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s58_70,upper_lower_edge_relation,edge_fragment,edge_fragment,parallel,,yes,yes,,Discontinuous edge fragments may form a body outline when read at GT scale.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s58_70,discontinuous_edge_to_shell_completion,discontinuous_edge,shell_completion,disconnected,,yes,yes,,Broken edges can still complete a vehicle-scale shell hypothesis.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s58_70,range_spread_to_body_core,range_spread,body_core,enclosed,,yes,uncertain,range spread may be motion or environment induced,Range spread must retain a core before it can support a vehicle shell.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s58_70,near_field_spread_to_strong_side_response,near_field_spread,strong_side_response,aligned,,yes,uncertain,near-field truncation or spread unresolved,Near-field cases may show strong side responses without clean shell closure.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s73_71,near_field_spread_to_strong_side_response,near_field_spread,strong_side_response,aligned,,uncertain,uncertain,near-field truncation or spread unresolved,Near-field cases may show strong side responses without clean shell closure.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s244_72,upper_lower_edge_relation,edge_fragment,edge_fragment,parallel,,yes,yes,,Discontinuous edge fragments may form a body outline when read at GT scale.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s244_72,discontinuous_edge_to_shell_completion,discontinuous_edge,shell_completion,disconnected,,yes,yes,,Broken edges can still complete a vehicle-scale shell hypothesis.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s244_72,range_spread_to_body_core,range_spread,body_core,enclosed,,yes,uncertain,range spread may be motion or environment induced,Range spread must retain a core before it can support a vehicle shell.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s244_72,near_field_spread_to_strong_side_response,near_field_spread,strong_side_response,aligned,,yes,uncertain,near-field truncation or spread unresolved,Near-field cases may show strong side responses without clean shell closure.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s244_73,upper_lower_edge_relation,edge_fragment,edge_fragment,parallel,,yes,yes,,Discontinuous edge fragments may form a body outline when read at GT scale.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s244_73,discontinuous_edge_to_shell_completion,discontinuous_edge,shell_completion,enclosed,,yes,yes,,Broken edges can still complete a vehicle-scale shell hypothesis.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s244_73,range_spread_to_body_core,range_spread,body_core,enclosed,,yes,uncertain,range spread may be motion or environment induced,Range spread must retain a core before it can support a vehicle shell.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s244_73,near_field_spread_to_strong_side_response,near_field_spread,strong_side_response,aligned,,yes,uncertain,near-field truncation or spread unresolved,Near-field cases may show strong side responses without clean shell closure.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s244_74,side_ridge_to_endpoint_hotspot,side_ridge,endpoint_hotspot,endpoint_attached,,yes,yes,,Strong side strip is supported by endpoint/corner return.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s244_74,dominant_side_ridge_to_far_side_weak_return,dominant_side_ridge,far_side_weak_return,opposite_side,,yes,yes,,Dominant side can be stronger while the opposite side remains weak or ambiguous.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s244_74,left_right_endpoint_relation,endpoint_hotspot,endpoint_or_corner_part,aligned,,yes,yes,,Endpoint/corner parts can close the long-axis vehicle extent.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s244_74,upper_lower_edge_relation,edge_fragment,edge_fragment,parallel,,yes,yes,,Discontinuous edge fragments may form a body outline when read at GT scale.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s244_74,discontinuous_edge_to_shell_completion,discontinuous_edge,shell_completion,disconnected,,yes,yes,,Broken edges can still complete a vehicle-scale shell hypothesis.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s244_74,range_spread_to_body_core,range_spread,body_core,enclosed,,yes,uncertain,range spread may be motion or environment induced,Range spread must retain a core before it can support a vehicle shell.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s244_74,near_field_spread_to_strong_side_response,near_field_spread,strong_side_response,aligned,,yes,uncertain,near-field truncation or spread unresolved,Near-field cases may show strong side responses without clean shell closure.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s256_75,left_right_endpoint_relation,endpoint_hotspot,endpoint_or_corner_part,aligned,,yes,yes,,Endpoint/corner parts can close the long-axis vehicle extent.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s256_75,upper_lower_edge_relation,edge_fragment,edge_fragment,parallel,,yes,yes,,Discontinuous edge fragments may form a body outline when read at GT scale.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s256_75,discontinuous_edge_to_shell_completion,discontinuous_edge,shell_completion,disconnected,,yes,yes,,Broken edges can still complete a vehicle-scale shell hypothesis.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s256_75,range_spread_to_body_core,range_spread,body_core,enclosed,,yes,uncertain,range spread may be motion or environment induced,Range spread must retain a core before it can support a vehicle shell.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s256_75,near_field_spread_to_strong_side_response,near_field_spread,strong_side_response,aligned,,yes,uncertain,near-field truncation or spread unresolved,Near-field cases may show strong side responses without clean shell closure.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s256_76,left_right_endpoint_relation,endpoint_hotspot,endpoint_or_corner_part,aligned,,yes,yes,,Endpoint/corner parts can close the long-axis vehicle extent.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s256_76,upper_lower_edge_relation,edge_fragment,edge_fragment,parallel,,yes,yes,,Discontinuous edge fragments may form a body outline when read at GT scale.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s256_76,discontinuous_edge_to_shell_completion,discontinuous_edge,shell_completion,disconnected,,yes,yes,,Broken edges can still complete a vehicle-scale shell hypothesis.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s256_76,range_spread_to_body_core,range_spread,body_core,enclosed,,yes,uncertain,range spread may be motion or environment induced,Range spread must retain a core before it can support a vehicle shell.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s256_76,near_field_spread_to_strong_side_response,near_field_spread,strong_side_response,aligned,,yes,uncertain,near-field truncation or spread unresolved,Near-field cases may show strong side responses without clean shell closure.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s256_77,upper_lower_edge_relation,edge_fragment,edge_fragment,parallel,,yes,yes,,Discontinuous edge fragments may form a body outline when read at GT scale.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s256_77,discontinuous_edge_to_shell_completion,discontinuous_edge,shell_completion,disconnected,,yes,yes,,Broken edges can still complete a vehicle-scale shell hypothesis.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s256_77,near_field_spread_to_strong_side_response,near_field_spread,strong_side_response,aligned,,yes,uncertain,near-field truncation or spread unresolved,Near-field cases may show strong side responses without clean shell closure.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s260_78,upper_lower_edge_relation,edge_fragment,edge_fragment,parallel,,yes,yes,,Discontinuous edge fragments may form a body outline when read at GT scale.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s260_78,discontinuous_edge_to_shell_completion,discontinuous_edge,shell_completion,disconnected,,yes,yes,,Broken edges can still complete a vehicle-scale shell hypothesis.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s260_78,range_spread_to_body_core,range_spread,body_core,enclosed,,yes,uncertain,range spread may be motion or environment induced,Range spread must retain a core before it can support a vehicle shell.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s260_78,near_field_spread_to_strong_side_response,near_field_spread,strong_side_response,aligned,,yes,uncertain,near-field truncation or spread unresolved,Near-field cases may show strong side responses without clean shell closure.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s260_79,near_field_spread_to_strong_side_response,near_field_spread,strong_side_response,aligned,,uncertain,uncertain,near-field truncation or spread unresolved,Near-field cases may show strong side responses without clean shell closure.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s260_80,upper_lower_edge_relation,edge_fragment,edge_fragment,parallel,,yes,yes,,Discontinuous edge fragments may form a body outline when read at GT scale.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s260_80,discontinuous_edge_to_shell_completion,discontinuous_edge,shell_completion,disconnected,,yes,yes,,Broken edges can still complete a vehicle-scale shell hypothesis.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s260_80,near_field_spread_to_strong_side_response,near_field_spread,strong_side_response,aligned,,yes,uncertain,near-field truncation or spread unresolved,Near-field cases may show strong side responses without clean shell closure.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s281_81,left_right_endpoint_relation,endpoint_hotspot,endpoint_or_corner_part,aligned,,yes,yes,,Endpoint/corner parts can close the long-axis vehicle extent.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s281_81,upper_lower_edge_relation,edge_fragment,edge_fragment,parallel,,yes,yes,,Discontinuous edge fragments may form a body outline when read at GT scale.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s281_81,discontinuous_edge_to_shell_completion,discontinuous_edge,shell_completion,enclosed,,yes,yes,,Broken edges can still complete a vehicle-scale shell hypothesis.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s281_81,range_spread_to_body_core,range_spread,body_core,enclosed,,yes,uncertain,range spread may be motion or environment induced,Range spread must retain a core before it can support a vehicle shell.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s281_81,near_field_spread_to_strong_side_response,near_field_spread,strong_side_response,aligned,,yes,uncertain,near-field truncation or spread unresolved,Near-field cases may show strong side responses without clean shell closure.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s281_82,left_right_endpoint_relation,endpoint_hotspot,endpoint_or_corner_part,aligned,,yes,yes,,Endpoint/corner parts can close the long-axis vehicle extent.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s281_82,upper_lower_edge_relation,edge_fragment,edge_fragment,parallel,,yes,yes,,Discontinuous edge fragments may form a body outline when read at GT scale.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s281_82,discontinuous_edge_to_shell_completion,discontinuous_edge,shell_completion,enclosed,,yes,yes,,Broken edges can still complete a vehicle-scale shell hypothesis.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s281_82,range_spread_to_body_core,range_spread,body_core,enclosed,,yes,uncertain,range spread may be motion or environment induced,Range spread must retain a core before it can support a vehicle shell.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s281_82,near_field_spread_to_strong_side_response,near_field_spread,strong_side_response,aligned,,yes,uncertain,near-field truncation or spread unresolved,Near-field cases may show strong side responses without clean shell closure.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s281_83,near_field_spread_to_strong_side_response,near_field_spread,strong_side_response,aligned,,uncertain,uncertain,near-field truncation or spread unresolved,Near-field cases may show strong side responses without clean shell closure.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s315_84,side_ridge_to_endpoint_hotspot,side_ridge,endpoint_hotspot,endpoint_attached,,uncertain,yes,,Strong side strip is supported by endpoint/corner return.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s315_84,dominant_side_ridge_to_far_side_weak_return,dominant_side_ridge,far_side_weak_return,opposite_side,,uncertain,yes,,Dominant side can be stronger while the opposite side remains weak or ambiguous.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s315_84,near_field_spread_to_strong_side_response,near_field_spread,strong_side_response,aligned,,uncertain,uncertain,near-field truncation or spread unresolved,Near-field cases may show strong side responses without clean shell closure.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s315_85,near_field_spread_to_strong_side_response,near_field_spread,strong_side_response,aligned,,uncertain,uncertain,near-field truncation or spread unresolved,Near-field cases may show strong side responses without clean shell closure.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s335_86,upper_lower_edge_relation,edge_fragment,edge_fragment,parallel,,uncertain,yes,,Discontinuous edge fragments may form a body outline when read at GT scale.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s335_86,discontinuous_edge_to_shell_completion,discontinuous_edge,shell_completion,disconnected,,uncertain,uncertain,,Broken edges can still complete a vehicle-scale shell hypothesis.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s335_86,range_spread_to_body_core,range_spread,body_core,enclosed,,uncertain,uncertain,range spread may be motion or environment induced,Range spread must retain a core before it can support a vehicle shell.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s335_86,near_field_spread_to_strong_side_response,near_field_spread,strong_side_response,aligned,,uncertain,uncertain,near-field truncation or spread unresolved,Near-field cases may show strong side responses without clean shell closure.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s335_87,dominant_side_ridge_to_far_side_weak_return,dominant_side_ridge,far_side_weak_return,opposite_side,,uncertain,uncertain,far-side return not directly separable,Dominant side can be stronger while the opposite side remains weak or ambiguous.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s335_87,near_field_spread_to_strong_side_response,near_field_spread,strong_side_response,aligned,,uncertain,uncertain,near-field truncation or spread unresolved,Near-field cases may show strong side responses without clean shell closure.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s442_88,near_field_spread_to_strong_side_response,near_field_spread,strong_side_response,aligned,,uncertain,uncertain,near-field truncation or spread unresolved,Near-field cases may show strong side responses without clean shell closure.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s444_89,side_ridge_to_endpoint_hotspot,side_ridge,endpoint_hotspot,endpoint_attached,,yes,yes,,Strong side strip is supported by endpoint/corner return.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s444_89,dominant_side_ridge_to_far_side_weak_return,dominant_side_ridge,far_side_weak_return,opposite_side,,yes,uncertain,far-side return not directly separable,Dominant side can be stronger while the opposite side remains weak or ambiguous.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s444_89,strip_to_block_body,side_ridge,block_body,parallel,,yes,yes,,Strip plus body block supports a physical body response.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s444_89,near_field_spread_to_strong_side_response,near_field_spread,strong_side_response,aligned,,yes,uncertain,near-field truncation or spread unresolved,Near-field cases may show strong side responses without clean shell closure.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s469_90,left_right_endpoint_relation,endpoint_hotspot,endpoint_or_corner_part,aligned,,yes,yes,,Endpoint/corner parts can close the long-axis vehicle extent.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s469_90,upper_lower_edge_relation,edge_fragment,edge_fragment,parallel,,yes,yes,,Discontinuous edge fragments may form a body outline when read at GT scale.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s469_90,discontinuous_edge_to_shell_completion,discontinuous_edge,shell_completion,disconnected,,yes,yes,,Broken edges can still complete a vehicle-scale shell hypothesis.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s469_90,range_spread_to_body_core,range_spread,body_core,enclosed,,yes,uncertain,range spread may be motion or environment induced,Range spread must retain a core before it can support a vehicle shell.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s469_90,near_field_spread_to_strong_side_response,near_field_spread,strong_side_response,aligned,,yes,uncertain,near-field truncation or spread unresolved,Near-field cases may show strong side responses without clean shell closure.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s506_91,dominant_side_ridge_to_far_side_weak_return,dominant_side_ridge,far_side_weak_return,opposite_side,,yes,uncertain,far-side return not directly separable,Dominant side can be stronger while the opposite side remains weak or ambiguous.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s506_91,strip_to_block_body,side_ridge,block_body,parallel,,yes,yes,,Strip plus body block supports a physical body response.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s506_91,near_field_spread_to_strong_side_response,near_field_spread,strong_side_response,aligned,,yes,uncertain,near-field truncation or spread unresolved,Near-field cases may show strong side responses without clean shell closure.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s506_92,near_field_spread_to_strong_side_response,near_field_spread,strong_side_response,aligned,,uncertain,uncertain,near-field truncation or spread unresolved,Near-field cases may show strong side responses without clean shell closure.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s510_93,near_field_spread_to_strong_side_response,near_field_spread,strong_side_response,aligned,,yes,uncertain,near-field truncation or spread unresolved,Near-field cases may show strong side responses without clean shell closure.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM011_s510_94,near_field_spread_to_strong_side_response,near_field_spread,strong_side_response,aligned,,uncertain,uncertain,near-field truncation or spread unresolved,Near-field cases may show strong side responses without clean shell closure.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s302_95,left_right_endpoint_relation,endpoint_hotspot,endpoint_or_corner_part,aligned,,yes,yes,,Endpoint/corner parts can close the long-axis vehicle extent.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s302_95,upper_lower_edge_relation,edge_fragment,edge_fragment,parallel,,yes,yes,,Discontinuous edge fragments may form a body outline when read at GT scale.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s302_95,discontinuous_edge_to_shell_completion,discontinuous_edge,shell_completion,disconnected,,yes,yes,,Broken edges can still complete a vehicle-scale shell hypothesis.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s302_95,range_spread_to_body_core,range_spread,body_core,enclosed,,yes,uncertain,range spread may be motion or environment induced,Range spread must retain a core before it can support a vehicle shell.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM017_s302_96,no_clear_part_relation,scattering_atom_or_part,vehicle_shell,uncertain,,no,no,parts do not form an interpretable relation,Component count alone is insufficient for vehicle shell grammar.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM017_s310_97,side_ridge_to_endpoint_hotspot,side_ridge,endpoint_hotspot,endpoint_attached,,uncertain,yes,,Strong side strip is supported by endpoint/corner return.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM017_s310_97,dominant_side_ridge_to_far_side_weak_return,dominant_side_ridge,far_side_weak_return,opposite_side,,uncertain,uncertain,far-side return not directly separable,Dominant side can be stronger while the opposite side remains weak or ambiguous.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM017_s310_97,left_right_endpoint_relation,endpoint_hotspot,endpoint_or_corner_part,aligned,,uncertain,yes,,Endpoint/corner parts can close the long-axis vehicle extent.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM017_s310_97,upper_lower_edge_relation,edge_fragment,edge_fragment,parallel,,uncertain,yes,,Discontinuous edge fragments may form a body outline when read at GT scale.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM017_s310_97,discontinuous_edge_to_shell_completion,discontinuous_edge,shell_completion,enclosed,,uncertain,yes,,Broken edges can still complete a vehicle-scale shell hypothesis.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_GM_RM017_s310_97,range_spread_to_body_core,range_spread,body_core,enclosed,,uncertain,uncertain,range spread may be motion or environment induced,Range spread must retain a core before it can support a vehicle shell.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s310_98,left_right_endpoint_relation,endpoint_hotspot,endpoint_or_corner_part,aligned,,uncertain,yes,,Endpoint/corner parts can close the long-axis vehicle extent.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s310_98,upper_lower_edge_relation,edge_fragment,edge_fragment,parallel,,uncertain,yes,,Discontinuous edge fragments may form a body outline when read at GT scale.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s310_98,discontinuous_edge_to_shell_completion,discontinuous_edge,shell_completion,disconnected,,uncertain,uncertain,,Broken edges can still complete a vehicle-scale shell hypothesis.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s310_98,range_spread_to_body_core,range_spread,body_core,enclosed,,uncertain,uncertain,range spread may be motion or environment induced,Range spread must retain a core before it can support a vehicle shell.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s315_99,side_ridge_to_endpoint_hotspot,side_ridge,endpoint_hotspot,endpoint_attached,,yes,yes,,Strong side strip is supported by endpoint/corner return.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s315_99,dominant_side_ridge_to_far_side_weak_return,dominant_side_ridge,far_side_weak_return,opposite_side,,yes,uncertain,far-side return not directly separable,Dominant side can be stronger while the opposite side remains weak or ambiguous.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s315_99,left_right_endpoint_relation,endpoint_hotspot,endpoint_or_corner_part,aligned,,yes,yes,,Endpoint/corner parts can close the long-axis vehicle extent.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s315_99,upper_lower_edge_relation,edge_fragment,edge_fragment,parallel,,yes,yes,,Discontinuous edge fragments may form a body outline when read at GT scale.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s315_99,discontinuous_edge_to_shell_completion,discontinuous_edge,shell_completion,disconnected,,yes,yes,,Broken edges can still complete a vehicle-scale shell hypothesis.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s315_99,range_spread_to_body_core,range_spread,body_core,enclosed,,yes,uncertain,range spread may be motion or environment induced,Range spread must retain a core before it can support a vehicle shell.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s315_100,left_right_endpoint_relation,endpoint_hotspot,endpoint_or_corner_part,aligned,,yes,yes,,Endpoint/corner parts can close the long-axis vehicle extent.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s315_100,upper_lower_edge_relation,edge_fragment,edge_fragment,parallel,,yes,yes,,Discontinuous edge fragments may form a body outline when read at GT scale.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s315_100,discontinuous_edge_to_shell_completion,discontinuous_edge,shell_completion,disconnected,,yes,yes,,Broken edges can still complete a vehicle-scale shell hypothesis.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s315_100,range_spread_to_body_core,range_spread,body_core,enclosed,,yes,uncertain,range spread may be motion or environment induced,Range spread must retain a core before it can support a vehicle shell.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s317_101,left_right_endpoint_relation,endpoint_hotspot,endpoint_or_corner_part,aligned,,yes,yes,,Endpoint/corner parts can close the long-axis vehicle extent.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s317_101,upper_lower_edge_relation,edge_fragment,edge_fragment,parallel,,yes,yes,,Discontinuous edge fragments may form a body outline when read at GT scale.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s317_101,discontinuous_edge_to_shell_completion,discontinuous_edge,shell_completion,disconnected,,yes,yes,,Broken edges can still complete a vehicle-scale shell hypothesis.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s317_101,range_spread_to_body_core,range_spread,body_core,enclosed,,yes,uncertain,range spread may be motion or environment induced,Range spread must retain a core before it can support a vehicle shell.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s317_102,side_ridge_to_endpoint_hotspot,side_ridge,endpoint_hotspot,endpoint_attached,,uncertain,yes,,Strong side strip is supported by endpoint/corner return.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s317_102,dominant_side_ridge_to_far_side_weak_return,dominant_side_ridge,far_side_weak_return,opposite_side,,uncertain,uncertain,far-side return not directly separable,Dominant side can be stronger while the opposite side remains weak or ambiguous.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s319_103,no_clear_part_relation,scattering_atom_or_part,vehicle_shell,uncertain,,uncertain,no,parts do not form an interpretable relation,Component count alone is insufficient for vehicle shell grammar.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s319_104,no_clear_part_relation,scattering_atom_or_part,vehicle_shell,uncertain,,uncertain,no,parts do not form an interpretable relation,Component count alone is insufficient for vehicle shell grammar.,"Relation is physical grammar evidence, not a weighted feature."
