case_id,scene,sar_frame,component_id,source_region,component_area,component_long_axis,component_short_axis,component_aspect_ratio,component_energy,relative_to_gt_scale,hierarchy_label,why_not_vehicle_if_atom,composition_group_id,composition_description,posthoc_gt_relation,notes
GTREF_GM_RM011_s17_31,GM_RM011,17,C005,gt_inside,26,9.172,5.708,1.6069,4416,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s17_31,GM_RM011,17,C006,gt_inside,23,8.986,4.999,1.7973,3926,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s17_31,GM_RM011,17,C007,gt_inside,16,5.086,4.612,1.1027,2769,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s17_31,GM_RM011,17,C008,gt_inside,10,5.992,4.363,1.3734,1639,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s17_32,GM_RM011,17,C001,gt_inside,447,40.606,21.456,1.8925,79025,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0033,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s17_32,GM_RM011,17,C002,gt_inside,400,52.104,17.757,2.9342,71409,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0033,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s17_32,GM_RM011,17,C003,gt_inside,138,35.068,9.754,3.5952,23214,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0033,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s17_32,GM_RM011,17,C004,gt_inside,105,21.067,8.611,2.4465,18321,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s17_32,GM_RM011,17,C005,gt_inside,28,9.306,6.074,1.5321,4721,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s17_32,GM_RM011,17,C006,gt_inside,24,8.788,5.486,1.602,4078,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s17_32,GM_RM011,17,C007,gt_inside,18,5.624,4.878,1.1529,3069,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s17_32,GM_RM011,17,C008,gt_inside,11,5.95,4.649,1.2799,1789,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s17_32,GM_RM011,17,SHELL_0033,gt_inside,1171,52.104,21.456,,205626,vehicle_scale,vehicle_scale_shell_hypothesis,,SHELL_0033,multiple atom/part components form a GT-scale shell/body hypothesis,GT-scale composition hypothesis; not final annotation,Vehicle-scale shell hypothesis requires multiple parts at GT scale and remains posthoc.
GTREF_GM_RM011_s18_33,GM_RM011,18,C001,gt_inside,436,40.77,24.95,1.634,78682,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0034,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s18_33,GM_RM011,18,C002,gt_inside,385,54.638,18.136,3.0127,69770,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0034,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s18_33,GM_RM011,18,C003,gt_inside,98,17.002,16.559,1.0267,17097,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s18_33,GM_RM011,18,C004,gt_inside,67,16.1,6.759,2.3818,12111,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s18_33,GM_RM011,18,C005,gt_inside,52,15.14,6.797,2.2274,9105,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s18_33,GM_RM011,18,C006,gt_inside,38,11.924,7.887,1.512,6446,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s18_33,GM_RM011,18,C007,gt_inside,33,14.038,6.681,2.1012,5763,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s18_33,GM_RM011,18,C008,gt_inside,21,8.265,4.013,2.0594,3733,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s18_34,GM_RM011,18,C001,gt_inside,467,45.032,24.907,1.8081,83746,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0035,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s18_34,GM_RM011,18,C002,gt_inside,388,54.578,18.116,3.0126,70238,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0035,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s18_34,GM_RM011,18,C003,gt_inside,101,17.043,16.781,1.0156,17565,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s18_34,GM_RM011,18,C004,gt_inside,68,16.228,6.738,2.4086,12267,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s18_34,GM_RM011,18,C005,gt_inside,53,14.995,6.736,2.2261,9261,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s18_34,GM_RM011,18,C006,gt_inside,40,12.589,7.916,1.5903,6758,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s18_34,GM_RM011,18,C007,gt_inside,34,14.193,6.582,2.1563,5919,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s18_34,GM_RM011,18,C008,gt_inside,22,8.157,4.562,1.7882,3889,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s18_34,GM_RM011,18,SHELL_0035,gt_inside,1173,54.578,24.907,,209643,vehicle_scale,vehicle_scale_shell_hypothesis,,SHELL_0035,multiple atom/part components form a GT-scale shell/body hypothesis,GT-scale composition hypothesis; not final annotation,Vehicle-scale shell hypothesis requires multiple parts at GT scale and remains posthoc.
GTREF_GM_RM011_s19_35,GM_RM011,19,C001,gt_inside,564,72.667,19.22,3.7809,107367,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0036,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s19_35,GM_RM011,19,C002,gt_inside,285,28.98,19.261,1.5046,54712,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0036,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s19_35,GM_RM011,19,C003,gt_inside,113,18.864,16.193,1.1649,21500,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s19_35,GM_RM011,19,C004,gt_inside,67,15.243,13.917,1.0953,12749,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s19_35,GM_RM011,19,C005,gt_inside,60,17.385,6.18,2.8129,11312,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s19_35,GM_RM011,19,C006,gt_inside,33,12.197,5.009,2.4348,6148,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s19_35,GM_RM011,19,C007,gt_inside,20,10.245,4.711,2.1747,3663,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s19_35,GM_RM011,19,C008,gt_inside,18,8.396,5.333,1.5744,3378,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s19_35,GM_RM011,19,SHELL_0036,gt_inside,1160,72.667,19.261,,220829,vehicle_scale,vehicle_scale_shell_hypothesis,,SHELL_0036,multiple atom/part components form a GT-scale shell/body hypothesis,GT-scale composition hypothesis; not final annotation,Vehicle-scale shell hypothesis requires multiple parts at GT scale and remains posthoc.
GTREF_GM_RM011_s19_36,GM_RM011,19,C001,gt_inside,560,72.662,19.269,3.7708,106667,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0037,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s19_36,GM_RM011,19,C002,gt_inside,278,28.435,19.382,1.4671,53413,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0037,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s19_36,GM_RM011,19,C003,gt_inside,113,18.864,16.193,1.1649,21500,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s19_36,GM_RM011,19,C004,gt_inside,65,14.258,13.718,1.0393,12397,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s19_36,GM_RM011,19,C005,gt_inside,58,17.165,6.14,2.7955,10960,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s19_36,GM_RM011,19,C006,gt_inside,33,12.197,5.009,2.4348,6148,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s19_36,GM_RM011,19,C007,gt_inside,20,10.245,4.711,2.1747,3663,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s19_36,GM_RM011,19,C008,gt_inside,18,8.396,5.333,1.5744,3378,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s19_37,GM_RM011,19,C001,gt_inside,587,72.213,19.645,3.6759,111437,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0038,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s19_37,GM_RM011,19,C002,gt_inside,419,42.58,25.057,1.6993,79861,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0038,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s19_37,GM_RM011,19,C003,gt_inside,71,16.014,13.666,1.1718,13449,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s19_37,GM_RM011,19,C004,gt_inside,63,17.461,6.419,2.7203,11837,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s19_37,GM_RM011,19,C005,gt_inside,34,12.1,5.153,2.3482,6323,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s19_37,GM_RM011,19,C006,gt_inside,20,10.245,4.711,2.1747,3663,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s19_37,GM_RM011,19,C007,gt_inside,18,8.396,5.333,1.5744,3378,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s19_37,GM_RM011,19,C008,gt_inside,17,5.951,4.325,1.3761,3154,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s19_37,GM_RM011,19,SHELL_0038,gt_inside,1229,72.213,25.057,,233102,vehicle_scale,vehicle_scale_shell_hypothesis,,SHELL_0038,multiple atom/part components form a GT-scale shell/body hypothesis,GT-scale composition hypothesis; not final annotation,Vehicle-scale shell hypothesis requires multiple parts at GT scale and remains posthoc.
GTREF_GM_RM011_s20_38,GM_RM011,20,C001,gt_inside,557,77.385,20.227,3.8259,106880,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0039,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s20_38,GM_RM011,20,C002,gt_inside,269,25.548,19.236,1.3282,52248,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0039,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s20_38,GM_RM011,20,C003,gt_inside,90,19.592,11.438,1.713,17238,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s20_38,GM_RM011,20,C004,gt_inside,59,14.37,13.057,1.1006,11178,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s20_38,GM_RM011,20,C005,gt_inside,45,12.35,5.896,2.0945,8634,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s20_38,GM_RM011,20,C006,gt_inside,30,12.05,4.803,2.509,5666,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s20_38,GM_RM011,20,C007,gt_inside,29,10.751,5.743,1.8722,5515,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s20_38,GM_RM011,20,C008,gt_inside,17,7.196,4.364,1.6489,3196,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s20_39,GM_RM011,20,C001,gt_inside,584,77.449,20.361,3.8038,111713,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0040,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s20_39,GM_RM011,20,C002,gt_inside,283,26.794,19.511,1.3733,54786,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0040,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s20_39,GM_RM011,20,C003,gt_inside,111,18.596,15.476,1.2016,21105,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s20_39,GM_RM011,20,C004,gt_inside,67,14.04,10.936,1.2838,12726,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s20_39,GM_RM011,20,C005,gt_inside,62,14.22,13.094,1.0859,11715,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s20_39,GM_RM011,20,C006,gt_inside,32,12.361,4.856,2.5454,6024,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s20_39,GM_RM011,20,C007,gt_inside,29,10.751,5.743,1.8722,5515,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s20_39,GM_RM011,20,C008,gt_inside,18,7.14,4.417,1.6164,3396,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s20_39,GM_RM011,20,SHELL_0040,gt_inside,1186,77.449,20.361,,226980,vehicle_scale,vehicle_scale_shell_hypothesis,,SHELL_0040,multiple atom/part components form a GT-scale shell/body hypothesis,GT-scale composition hypothesis; not final annotation,Vehicle-scale shell hypothesis requires multiple parts at GT scale and remains posthoc.
GTREF_GM_RM011_s21_40,GM_RM011,21,C001,gt_inside,373,44.663,25.886,1.7254,72897,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0041,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s21_40,GM_RM011,21,C002,gt_inside,343,33.48,21.854,1.532,66839,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0041,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s21_40,GM_RM011,21,C003,gt_inside,197,31.162,12.732,2.4475,38580,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0041,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s21_40,GM_RM011,21,C004,gt_inside,89,15.6,13.577,1.149,17178,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s21_40,GM_RM011,21,C005,gt_inside,81,18.128,9.31,1.9472,15674,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s21_40,GM_RM011,21,C006,gt_inside,52,16.083,6.444,2.4959,9826,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s21_40,GM_RM011,21,C007,gt_inside,20,7.53,6.694,1.1249,3783,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s21_40,GM_RM011,21,C008,gt_inside,19,6.977,4.853,1.4376,3714,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s21_40,GM_RM011,21,SHELL_0041,gt_inside,1174,44.663,25.886,,228491,vehicle_scale,vehicle_scale_shell_hypothesis,,SHELL_0041,multiple atom/part components form a GT-scale shell/body hypothesis,GT-scale composition hypothesis; not final annotation,Vehicle-scale shell hypothesis requires multiple parts at GT scale and remains posthoc.
GTREF_GM_RM011_s21_41,GM_RM011,21,C001,gt_inside,319,44.044,23.431,1.8797,62811,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0042,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s21_41,GM_RM011,21,C002,gt_inside,288,31.398,19.821,1.5841,56531,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0042,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s21_41,GM_RM011,21,C003,gt_inside,183,29.757,12.645,2.3533,36025,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0042,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s21_41,GM_RM011,21,C004,gt_inside,75,18.04,8.657,2.0837,14578,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s21_41,GM_RM011,21,C005,gt_inside,73,15.543,13.745,1.1308,14205,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s21_41,GM_RM011,21,C006,gt_inside,33,12.613,4.966,2.5401,6335,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s21_41,GM_RM011,21,C007,gt_inside,31,11.889,6.918,1.7185,5891,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s21_41,GM_RM011,21,C008,gt_inside,19,6.977,4.853,1.4376,3714,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_GM_RM011_s21_42,GM_RM011,21,C001,gt_inside,365,45.032,25.007,1.8008,71375,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0043,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
