region_id,pair_id,sar_frame,control_type,family,center_x,center_y,same_area_as_body_reference,same_aspect_as_body_reference,same_orientation_as_body_reference,similar_radar_range,valid_pixel_fraction_matched,overlaps_any_gm017_gt_aabb,source
E0_R1_REG_000343_0045,WGV35A_PAIR_0053,343,fixed_strong_scatterer_background_same_area,FIXED_HARD_NEGATIVE,1132.158395,1164.457828,true,true,true,true,screened,false,N005_component:COMP_BG_000251_001
E0_R1_REG_000344_0040,WGV35A_PAIR_0056,344,matched_ordinary_background_same_area,MATCHED_BACKGROUND_CONTROL,1269,918,true,true,true,true,screened,false,matched_ordinary;range_delta_px=0.328105;valid_fraction=1
E0_R1_REG_000344_0041,WGV35A_PAIR_0056,344,matched_strong_scatterer_background_same_area,MATCHED_BACKGROUND_CONTROL,1371,952,true,true,true,true,screened,false,matched_strong;range_delta_px=8.380783;valid_fraction=1
E0_R1_REG_000344_0042,WGV35A_PAIR_0056,344,matched_linear_structure_background_same_area,MATCHED_BACKGROUND_CONTROL,1337,986,true,true,true,true,screened,false,matched_linear;range_delta_px=-37.821505;valid_fraction=1
E0_R1_REG_000344_0043,WGV35A_PAIR_0056,344,fixed_known_non_vehicle_same_area,FIXED_HARD_NEGATIVE,1196.566369,1166.397906,true,true,true,true,screened,false,N005_component:COMP_BG_000261_001
E0_R1_REG_000344_0044,WGV35A_PAIR_0056,344,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
E0_R1_REG_000344_0045,WGV35A_PAIR_0056,344,fixed_strong_scatterer_background_same_area,FIXED_HARD_NEGATIVE,1132.158395,1164.457828,true,true,true,true,screened,false,N005_component:COMP_BG_000251_001
E0_R1_REG_000345_0040,WGV35A_PAIR_0060,345,matched_ordinary_background_same_area,MATCHED_BACKGROUND_CONTROL,1269,918,true,true,true,true,screened,false,matched_ordinary;range_delta_px=0.904882;valid_fraction=1
E0_R1_REG_000345_0041,WGV35A_PAIR_0060,345,matched_strong_scatterer_background_same_area,MATCHED_BACKGROUND_CONTROL,1371,952,true,true,true,true,screened,false,matched_strong;range_delta_px=8.957561;valid_fraction=1
E0_R1_REG_000345_0042,WGV35A_PAIR_0060,345,matched_linear_structure_background_same_area,MATCHED_BACKGROUND_CONTROL,1371,986,true,true,true,true,screened,false,matched_linear;range_delta_px=-20.189499;valid_fraction=1
E0_R1_REG_000345_0043,WGV35A_PAIR_0060,345,fixed_known_non_vehicle_same_area,FIXED_HARD_NEGATIVE,1196.566369,1166.397906,true,true,true,true,screened,false,N005_component:COMP_BG_000261_001
E0_R1_REG_000345_0044,WGV35A_PAIR_0060,345,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
E0_R1_REG_000345_0045,WGV35A_PAIR_0060,345,fixed_strong_scatterer_background_same_area,FIXED_HARD_NEGATIVE,1132.158395,1164.457828,true,true,true,true,screened,false,N005_component:COMP_BG_000251_001
E0_R1_REG_000346_0040,WGV35A_PAIR_0063,346,matched_ordinary_background_same_area,MATCHED_BACKGROUND_CONTROL,1235,918,true,true,true,true,screened,false,matched_ordinary;range_delta_px=-3.216922;valid_fraction=1
E0_R1_REG_000346_0041,WGV35A_PAIR_0063,346,matched_strong_scatterer_background_same_area,MATCHED_BACKGROUND_CONTROL,1371,952,true,true,true,true,screened,false,matched_strong;range_delta_px=12.686819;valid_fraction=1
E0_R1_REG_000346_0042,WGV35A_PAIR_0063,346,matched_linear_structure_background_same_area,MATCHED_BACKGROUND_CONTROL,1371,986,true,true,true,true,screened,false,matched_linear;range_delta_px=-16.46024;valid_fraction=1
E0_R1_REG_000346_0043,WGV35A_PAIR_0063,346,fixed_known_non_vehicle_same_area,FIXED_HARD_NEGATIVE,1196.566369,1166.397906,true,true,true,true,screened,false,N005_component:COMP_BG_000261_001
E0_R1_REG_000346_0044,WGV35A_PAIR_0063,346,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
E0_R1_REG_000346_0045,WGV35A_PAIR_0063,346,fixed_strong_scatterer_background_same_area,FIXED_HARD_NEGATIVE,1132.158395,1164.457828,true,true,true,true,screened,false,N005_component:COMP_BG_000251_001
E0_R1_REG_000347_0040,WGV35A_PAIR_0065,347,matched_ordinary_background_same_area,MATCHED_BACKGROUND_CONTROL,1439,1020,true,true,true,true,screened,false,matched_ordinary;range_delta_px=0.584328;valid_fraction=1
E0_R1_REG_000347_0041,WGV35A_PAIR_0065,347,matched_strong_scatterer_background_same_area,MATCHED_BACKGROUND_CONTROL,1371,986,true,true,true,true,screened,false,matched_strong;range_delta_px=-13.725002;valid_fraction=1
E0_R1_REG_000347_0042,WGV35A_PAIR_0065,347,matched_linear_structure_background_same_area,MATCHED_BACKGROUND_CONTROL,1371,986,true,true,true,true,screened,false,matched_linear;range_delta_px=-13.725002;valid_fraction=1
E0_R1_REG_000347_0043,WGV35A_PAIR_0065,347,fixed_known_non_vehicle_same_area,FIXED_HARD_NEGATIVE,1196.566369,1166.397906,true,true,true,true,screened,false,N005_component:COMP_BG_000261_001
E0_R1_REG_000347_0044,WGV35A_PAIR_0065,347,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
E0_R1_REG_000347_0045,WGV35A_PAIR_0065,347,fixed_strong_scatterer_background_same_area,FIXED_HARD_NEGATIVE,1132.158395,1164.457828,true,true,true,true,screened,false,N005_component:COMP_BG_000251_001
E0_R1_REG_000348_0040,WGV35A_PAIR_0068,348,matched_ordinary_background_same_area,MATCHED_BACKGROUND_CONTROL,1473,1054,true,true,true,true,screened,false,matched_ordinary;range_delta_px=5.702743;valid_fraction=1
E0_R1_REG_000348_0041,WGV35A_PAIR_0068,348,matched_strong_scatterer_background_same_area,MATCHED_BACKGROUND_CONTROL,1371,986,true,true,true,true,screened,false,matched_strong;range_delta_px=-9.283556;valid_fraction=1
E0_R1_REG_000348_0042,WGV35A_PAIR_0068,348,matched_linear_structure_background_same_area,MATCHED_BACKGROUND_CONTROL,1371,986,true,true,true,true,screened,false,matched_linear;range_delta_px=-9.283556;valid_fraction=1
E0_R1_REG_000348_0043,WGV35A_PAIR_0068,348,fixed_known_non_vehicle_same_area,FIXED_HARD_NEGATIVE,1196.566369,1166.397906,true,true,true,true,screened,false,N005_component:COMP_BG_000261_001
E0_R1_REG_000348_0044,WGV35A_PAIR_0068,348,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
E0_R1_REG_000348_0045,WGV35A_PAIR_0068,348,fixed_strong_scatterer_background_same_area,FIXED_HARD_NEGATIVE,1132.158395,1164.457828,true,true,true,true,screened,false,N005_component:COMP_BG_000251_001
E0_R1_REG_000349_0040,WGV35A_PAIR_0073,349,matched_ordinary_background_same_area,MATCHED_BACKGROUND_CONTROL,1201,918,true,true,true,true,screened,false,matched_ordinary;range_delta_px=1.871304;valid_fraction=1
E0_R1_REG_000349_0041,WGV35A_PAIR_0073,349,matched_strong_scatterer_background_same_area,MATCHED_BACKGROUND_CONTROL,1371,952,true,true,true,true,screened,false,matched_strong;range_delta_px=22.982382;valid_fraction=1
E0_R1_REG_000349_0042,WGV35A_PAIR_0073,349,matched_linear_structure_background_same_area,MATCHED_BACKGROUND_CONTROL,1371,986,true,true,true,true,screened,false,matched_linear;range_delta_px=-6.164677;valid_fraction=1
E0_R1_REG_000349_0043,WGV35A_PAIR_0073,349,fixed_known_non_vehicle_same_area,FIXED_HARD_NEGATIVE,1196.566369,1166.397906,true,true,true,true,screened,false,N005_component:COMP_BG_000261_001
E0_R1_REG_000349_0044,WGV35A_PAIR_0073,349,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
E0_R1_REG_000349_0045,WGV35A_PAIR_0073,349,fixed_strong_scatterer_background_same_area,FIXED_HARD_NEGATIVE,1132.158395,1164.457828,true,true,true,true,screened,false,N005_component:COMP_BG_000251_001
E0_R1_REG_000350_0040,WGV35A_PAIR_0076,350,matched_ordinary_background_same_area,MATCHED_BACKGROUND_CONTROL,1473,1054,true,true,true,true,screened,false,matched_ordinary;range_delta_px=9.69454;valid_fraction=1
E0_R1_REG_000350_0041,WGV35A_PAIR_0076,350,matched_strong_scatterer_background_same_area,MATCHED_BACKGROUND_CONTROL,1371,952,true,true,true,true,screened,false,matched_strong;range_delta_px=23.8553;valid_fraction=1
E0_R1_REG_000350_0042,WGV35A_PAIR_0076,350,matched_linear_structure_background_same_area,MATCHED_BACKGROUND_CONTROL,1405,986,true,true,true,true,screened,false,matched_linear;range_delta_px=13.797586;valid_fraction=1
E0_R1_REG_000350_0043,WGV35A_PAIR_0076,350,fixed_known_non_vehicle_same_area,FIXED_HARD_NEGATIVE,1196.566369,1166.397906,true,true,true,true,screened,false,N005_component:COMP_BG_000261_001
E0_R1_REG_000350_0044,WGV35A_PAIR_0076,350,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
E0_R1_REG_000350_0045,WGV35A_PAIR_0076,350,fixed_strong_scatterer_background_same_area,FIXED_HARD_NEGATIVE,1132.158395,1164.457828,true,true,true,true,screened,false,N005_component:COMP_BG_000251_001
E0_R1_REG_000351_0040,WGV35A_PAIR_0079,351,matched_ordinary_background_same_area,MATCHED_BACKGROUND_CONTROL,1473,1054,true,true,true,true,screened,false,matched_ordinary;range_delta_px=9.874799;valid_fraction=1
E0_R1_REG_000351_0041,WGV35A_PAIR_0079,351,matched_strong_scatterer_background_same_area,MATCHED_BACKGROUND_CONTROL,1405,986,true,true,true,true,screened,false,matched_strong;range_delta_px=13.977845;valid_fraction=1
E0_R1_REG_000351_0042,WGV35A_PAIR_0079,351,matched_linear_structure_background_same_area,MATCHED_BACKGROUND_CONTROL,1405,986,true,true,true,true,screened,false,matched_linear;range_delta_px=13.977845;valid_fraction=1
E0_R1_REG_000351_0043,WGV35A_PAIR_0079,351,fixed_known_non_vehicle_same_area,FIXED_HARD_NEGATIVE,1196.566369,1166.397906,true,true,true,true,screened,false,N005_component:COMP_BG_000261_001
E0_R1_REG_000351_0044,WGV35A_PAIR_0079,351,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
E0_R1_REG_000351_0045,WGV35A_PAIR_0079,351,fixed_strong_scatterer_background_same_area,FIXED_HARD_NEGATIVE,1132.158395,1164.457828,true,true,true,true,screened,false,N005_component:COMP_BG_000251_001
E0_R1_REG_000352_0040,WGV35A_PAIR_0082,352,matched_ordinary_background_same_area,MATCHED_BACKGROUND_CONTROL,861,1054,true,true,true,true,screened,false,matched_ordinary;range_delta_px=-1.425524;valid_fraction=1
E0_R1_REG_000352_0041,WGV35A_PAIR_0082,352,matched_strong_scatterer_background_same_area,MATCHED_BACKGROUND_CONTROL,1371,1020,true,true,true,true,screened,false,matched_strong;range_delta_px=-25.465537;valid_fraction=1
E0_R1_REG_000352_0042,WGV35A_PAIR_0082,352,matched_linear_structure_background_same_area,MATCHED_BACKGROUND_CONTROL,1405,986,true,true,true,true,screened,false,matched_linear;range_delta_px=21.961206;valid_fraction=1
E0_R1_REG_000352_0043,WGV35A_PAIR_0082,352,fixed_known_non_vehicle_same_area,FIXED_HARD_NEGATIVE,1196.566369,1166.397906,true,true,true,true,screened,false,N005_component:COMP_BG_000261_001
E0_R1_REG_000352_0044,WGV35A_PAIR_0082,352,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
E0_R1_REG_000352_0045,WGV35A_PAIR_0082,352,fixed_strong_scatterer_background_same_area,FIXED_HARD_NEGATIVE,1132.158395,1164.457828,true,true,true,true,screened,false,N005_component:COMP_BG_000251_001
E0_R1_REG_000353_0040,WGV35A_PAIR_0085,353,matched_ordinary_background_same_area,MATCHED_BACKGROUND_CONTROL,895,1020,true,true,true,true,screened,false,matched_ordinary;range_delta_px=-0.423788;valid_fraction=1
E0_R1_REG_000353_0041,WGV35A_PAIR_0085,353,matched_strong_scatterer_background_same_area,MATCHED_BACKGROUND_CONTROL,1371,1020,true,true,true,true,screened,false,matched_strong;range_delta_px=-25.946178;valid_fraction=1
E0_R1_REG_000353_0042,WGV35A_PAIR_0085,353,matched_linear_structure_background_same_area,MATCHED_BACKGROUND_CONTROL,1405,986,true,true,true,true,screened,false,matched_linear;range_delta_px=21.480565;valid_fraction=1
E0_R1_REG_000353_0043,WGV35A_PAIR_0085,353,fixed_known_non_vehicle_same_area,FIXED_HARD_NEGATIVE,1196.566369,1166.397906,true,true,true,true,screened,false,N005_component:COMP_BG_000261_001
E0_R1_REG_000353_0044,WGV35A_PAIR_0085,353,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
E0_R1_REG_000353_0045,WGV35A_PAIR_0085,353,fixed_strong_scatterer_background_same_area,FIXED_HARD_NEGATIVE,1132.158395,1164.457828,true,true,true,true,screened,false,N005_component:COMP_BG_000251_001
E0_R1_REG_000354_0040,WGV35A_PAIR_0087,354,matched_ordinary_background_same_area,MATCHED_BACKGROUND_CONTROL,1235,918,true,true,true,true,screened,false,matched_ordinary;range_delta_px=18.31531;valid_fraction=1
E0_R1_REG_000354_0041,WGV35A_PAIR_0087,354,matched_strong_scatterer_background_same_area,MATCHED_BACKGROUND_CONTROL,1405,1020,true,true,true,true,screened,false,matched_strong;range_delta_px=-2.819168;valid_fraction=1
E0_R1_REG_000354_0042,WGV35A_PAIR_0087,354,matched_linear_structure_background_same_area,MATCHED_BACKGROUND_CONTROL,1405,986,true,true,true,true,screened,false,matched_linear;range_delta_px=24.161337;valid_fraction=1
E0_R1_REG_000354_0043,WGV35A_PAIR_0087,354,fixed_known_non_vehicle_same_area,FIXED_HARD_NEGATIVE,1196.566369,1166.397906,true,true,true,true,screened,false,N005_component:COMP_BG_000261_001
E0_R1_REG_000354_0044,WGV35A_PAIR_0087,354,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
E0_R1_REG_000354_0045,WGV35A_PAIR_0087,354,fixed_strong_scatterer_background_same_area,FIXED_HARD_NEGATIVE,1132.158395,1164.457828,true,true,true,true,screened,false,N005_component:COMP_BG_000251_001
E0_R1_REG_000355_0040,WGV35A_PAIR_0090,355,matched_ordinary_background_same_area,MATCHED_BACKGROUND_CONTROL,1473,1054,true,true,true,true,screened,false,matched_ordinary;range_delta_px=18.909425;valid_fraction=1
E0_R1_REG_000355_0041,WGV35A_PAIR_0090,355,matched_strong_scatterer_background_same_area,MATCHED_BACKGROUND_CONTROL,1405,1020,true,true,true,true,screened,false,matched_strong;range_delta_px=-3.968034;valid_fraction=1
E0_R1_REG_000355_0042,WGV35A_PAIR_0090,355,matched_linear_structure_background_same_area,MATCHED_BACKGROUND_CONTROL,1405,986,true,true,true,true,screened,false,matched_linear;range_delta_px=23.012471;valid_fraction=1
E0_R1_REG_000355_0043,WGV35A_PAIR_0090,355,fixed_known_non_vehicle_same_area,FIXED_HARD_NEGATIVE,1196.566369,1166.397906,true,true,true,true,screened,false,N005_component:COMP_BG_000261_001
E0_R1_REG_000355_0044,WGV35A_PAIR_0090,355,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
E0_R1_REG_000355_0045,WGV35A_PAIR_0090,355,fixed_strong_scatterer_background_same_area,FIXED_HARD_NEGATIVE,1132.158395,1164.457828,true,true,true,true,screened,false,N005_component:COMP_BG_000251_001
E0_R1_REG_000356_0040,WGV35A_PAIR_0094,356,matched_ordinary_background_same_area,MATCHED_BACKGROUND_CONTROL,1235,918,true,true,true,true,screened,false,matched_ordinary;range_delta_px=19.18741;valid_fraction=1
E0_R1_REG_000356_0041,WGV35A_PAIR_0094,356,matched_strong_scatterer_background_same_area,MATCHED_BACKGROUND_CONTROL,1405,1020,true,true,true,true,screened,false,matched_strong;range_delta_px=-1.947068;valid_fraction=1
E0_R1_REG_000356_0042,WGV35A_PAIR_0094,356,matched_linear_structure_background_same_area,MATCHED_BACKGROUND_CONTROL,1439,986,true,true,true,true,screened,false,matched_linear;range_delta_px=45.896479;valid_fraction=1
E0_R1_REG_000356_0043,WGV35A_PAIR_0094,356,fixed_known_non_vehicle_same_area,FIXED_HARD_NEGATIVE,1196.566369,1166.397906,true,true,true,true,screened,false,N005_component:COMP_BG_000261_001
E0_R1_REG_000356_0044,WGV35A_PAIR_0094,356,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
E0_R1_REG_000356_0045,WGV35A_PAIR_0094,356,fixed_strong_scatterer_background_same_area,FIXED_HARD_NEGATIVE,1132.158395,1164.457828,true,true,true,true,screened,false,N005_component:COMP_BG_000251_001
E0_R1_REG_000357_0040,WGV35A_PAIR_0097,357,matched_ordinary_background_same_area,MATCHED_BACKGROUND_CONTROL,895,1020,true,true,true,true,screened,false,matched_ordinary;range_delta_px=3.780179;valid_fraction=1
E0_R1_REG_000357_0041,WGV35A_PAIR_0097,357,matched_strong_scatterer_background_same_area,MATCHED_BACKGROUND_CONTROL,1405,1020,true,true,true,true,screened,false,matched_strong;range_delta_px=-1.295973;valid_fraction=1
E0_R1_REG_000357_0042,WGV35A_PAIR_0097,357,matched_linear_structure_background_same_area,MATCHED_BACKGROUND_CONTROL,1439,986,true,true,true,true,screened,false,matched_linear;range_delta_px=46.547574;valid_fraction=1
E0_R1_REG_000357_0043,WGV35A_PAIR_0097,357,fixed_known_non_vehicle_same_area,FIXED_HARD_NEGATIVE,1196.566369,1166.397906,true,true,true,true,screened,false,N005_component:COMP_BG_000261_001
E0_R1_REG_000357_0044,WGV35A_PAIR_0097,357,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
E0_R1_REG_000357_0045,WGV35A_PAIR_0097,357,fixed_strong_scatterer_background_same_area,FIXED_HARD_NEGATIVE,1132.158395,1164.457828,true,true,true,true,screened,false,N005_component:COMP_BG_000251_001
E0_R1_REG_000358_0040,WGV35A_PAIR_0100,358,matched_ordinary_background_same_area,MATCHED_BACKGROUND_CONTROL,1473,1088,true,true,true,true,screened,false,matched_ordinary;range_delta_px=5.011513;valid_fraction=0.973779
E0_R1_REG_000358_0041,WGV35A_PAIR_0100,358,matched_strong_scatterer_background_same_area,MATCHED_BACKGROUND_CONTROL,1405,1020,true,true,true,true,screened,false,matched_strong;range_delta_px=3.58371;valid_fraction=1
E0_R1_REG_000358_0042,WGV35A_PAIR_0100,358,matched_linear_structure_background_same_area,MATCHED_BACKGROUND_CONTROL,1439,986,true,true,true,true,screened,false,matched_linear;range_delta_px=51.427257;valid_fraction=1
E0_R1_REG_000358_0043,WGV35A_PAIR_0100,358,fixed_known_non_vehicle_same_area,FIXED_HARD_NEGATIVE,1196.566369,1166.397906,true,true,true,true,screened,false,N005_component:COMP_BG_000261_001
E0_R1_REG_000358_0044,WGV35A_PAIR_0100,358,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
E0_R1_REG_000358_0045,WGV35A_PAIR_0100,358,fixed_strong_scatterer_background_same_area,FIXED_HARD_NEGATIVE,1132.158395,1164.457828,true,true,true,true,screened,false,N005_component:COMP_BG_000251_001
E0_R1_REG_000359_0040,WGV35A_PAIR_0103,359,matched_ordinary_background_same_area,MATCHED_BACKGROUND_CONTROL,1439,1088,true,true,true,true,screened,false,matched_ordinary;range_delta_px=-21.009508;valid_fraction=1
E0_R1_REG_000359_0041,WGV35A_PAIR_0103,359,matched_strong_scatterer_background_same_area,MATCHED_BACKGROUND_CONTROL,1405,1020,true,true,true,true,screened,false,matched_strong;range_delta_px=4.059343;valid_fraction=1
E0_R1_REG_000359_0042,WGV35A_PAIR_0103,359,matched_linear_structure_background_same_area,MATCHED_BACKGROUND_CONTROL,1439,986,true,true,true,true,screened,false,matched_linear;range_delta_px=51.90289;valid_fraction=1
E0_R1_REG_000359_0043,WGV35A_PAIR_0103,359,fixed_known_non_vehicle_same_area,FIXED_HARD_NEGATIVE,1196.566369,1166.397906,true,true,true,true,screened,false,N005_component:COMP_BG_000261_001
E0_R1_REG_000359_0044,WGV35A_PAIR_0103,359,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
E0_R1_REG_000359_0045,WGV35A_PAIR_0103,359,fixed_strong_scatterer_background_same_area,FIXED_HARD_NEGATIVE,1132.158395,1164.457828,true,true,true,true,screened,false,N005_component:COMP_BG_000251_001
E0_R1_REG_000360_0040,WGV35A_PAIR_0106,360,matched_ordinary_background_same_area,MATCHED_BACKGROUND_CONTROL,1473,1088,true,true,true,true,screened,false,matched_ordinary;range_delta_px=5.304678;valid_fraction=0.973779
E0_R1_REG_000360_0041,WGV35A_PAIR_0106,360,matched_strong_scatterer_background_same_area,MATCHED_BACKGROUND_CONTROL,1405,1020,true,true,true,true,screened,false,matched_strong;range_delta_px=3.876874;valid_fraction=1
E0_R1_REG_000360_0042,WGV35A_PAIR_0106,360,matched_linear_structure_background_same_area,MATCHED_BACKGROUND_CONTROL,1099,850,true,true,true,true,screened,false,matched_linear;range_delta_px=88.272588;valid_fraction=1
E0_R1_REG_000360_0043,WGV35A_PAIR_0106,360,fixed_known_non_vehicle_same_area,FIXED_HARD_NEGATIVE,1196.566369,1166.397906,true,true,true,true,screened,false,N005_component:COMP_BG_000261_001
E0_R1_REG_000360_0044,WGV35A_PAIR_0106,360,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
E0_R1_REG_000360_0045,WGV35A_PAIR_0106,360,fixed_strong_scatterer_background_same_area,FIXED_HARD_NEGATIVE,1132.158395,1164.457828,true,true,true,true,screened,false,N005_component:COMP_BG_000251_001
E0_R1_REG_000361_0040,WGV35A_PAIR_0109,361,matched_ordinary_background_same_area,MATCHED_BACKGROUND_CONTROL,1439,1088,true,true,true,true,screened,false,matched_ordinary;range_delta_px=-19.179647;valid_fraction=1
E0_R1_REG_000361_0041,WGV35A_PAIR_0109,361,matched_strong_scatterer_background_same_area,MATCHED_BACKGROUND_CONTROL,1439,1054,true,true,true,true,screened,false,matched_strong;range_delta_px=3.703632;valid_fraction=1
E0_R1_REG_000361_0042,WGV35A_PAIR_0109,361,matched_linear_structure_background_same_area,MATCHED_BACKGROUND_CONTROL,1439,986,true,true,true,true,screened,false,matched_linear;range_delta_px=53.73275;valid_fraction=1
E0_R1_REG_000361_0043,WGV35A_PAIR_0109,361,fixed_known_non_vehicle_same_area,FIXED_HARD_NEGATIVE,1196.566369,1166.397906,true,true,true,true,screened,false,N005_component:COMP_BG_000261_001
E0_R1_REG_000361_0044,WGV35A_PAIR_0109,361,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
E0_R1_REG_000361_0045,WGV35A_PAIR_0109,361,fixed_strong_scatterer_background_same_area,FIXED_HARD_NEGATIVE,1132.158395,1164.457828,true,true,true,true,screened,false,N005_component:COMP_BG_000251_001
E0_R1_REG_000362_0040,WGV35A_PAIR_0112,362,matched_ordinary_background_same_area,MATCHED_BACKGROUND_CONTROL,1473,1088,true,true,true,true,screened,false,matched_ordinary;range_delta_px=7.5807;valid_fraction=0.97387
E0_R1_REG_000362_0041,WGV35A_PAIR_0112,362,matched_strong_scatterer_background_same_area,MATCHED_BACKGROUND_CONTROL,1439,1054,true,true,true,true,screened,false,matched_strong;range_delta_px=3.967325;valid_fraction=1
E0_R1_REG_000362_0042,WGV35A_PAIR_0112,362,matched_linear_structure_background_same_area,MATCHED_BACKGROUND_CONTROL,895,1054,true,true,true,true,screened,false,matched_linear;range_delta_px=-14.25745;valid_fraction=1
E0_R1_REG_000362_0043,WGV35A_PAIR_0112,362,fixed_known_non_vehicle_same_area,FIXED_HARD_NEGATIVE,1196.566369,1166.397906,true,true,true,true,screened,false,N005_component:COMP_BG_000261_001
E0_R1_REG_000362_0044,WGV35A_PAIR_0112,362,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
E0_R1_REG_000362_0045,WGV35A_PAIR_0112,362,fixed_strong_scatterer_background_same_area,FIXED_HARD_NEGATIVE,1132.158395,1164.457828,true,true,true,true,screened,false,N005_component:COMP_BG_000251_001
E0_R1_REG_000363_0040,WGV35A_PAIR_0115,363,matched_ordinary_background_same_area,MATCHED_BACKGROUND_CONTROL,1473,1088,true,true,true,true,screened,false,matched_ordinary;range_delta_px=6.737429;valid_fraction=0.973056
E0_R1_REG_000363_0041,WGV35A_PAIR_0115,363,matched_strong_scatterer_background_same_area,MATCHED_BACKGROUND_CONTROL,1439,1054,true,true,true,true,screened,false,matched_strong;range_delta_px=3.124055;valid_fraction=1
E0_R1_REG_000363_0042,WGV35A_PAIR_0115,363,matched_linear_structure_background_same_area,MATCHED_BACKGROUND_CONTROL,895,1054,true,true,true,true,screened,false,matched_linear;range_delta_px=-15.10072;valid_fraction=1
E0_R1_REG_000363_0043,WGV35A_PAIR_0115,363,fixed_known_non_vehicle_same_area,FIXED_HARD_NEGATIVE,1196.566369,1166.397906,true,true,true,true,screened,false,N005_component:COMP_BG_000261_001
E0_R1_REG_000363_0044,WGV35A_PAIR_0115,363,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
E0_R1_REG_000363_0045,WGV35A_PAIR_0115,363,fixed_strong_scatterer_background_same_area,FIXED_HARD_NEGATIVE,1132.158395,1164.457828,true,true,true,true,screened,false,N005_component:COMP_BG_000251_001
E0_R1_REG_000364_0040,WGV35A_PAIR_0118,364,matched_ordinary_background_same_area,MATCHED_BACKGROUND_CONTROL,929,1020,true,true,true,true,screened,false,matched_ordinary;range_delta_px=-7.97833;valid_fraction=1
E0_R1_REG_000364_0041,WGV35A_PAIR_0118,364,matched_strong_scatterer_background_same_area,MATCHED_BACKGROUND_CONTROL,1439,1054,true,true,true,true,screened,false,matched_strong;range_delta_px=5.64452;valid_fraction=1
E0_R1_REG_000364_0042,WGV35A_PAIR_0118,364,matched_linear_structure_background_same_area,MATCHED_BACKGROUND_CONTROL,1133,850,true,true,true,true,screened,false,matched_linear;range_delta_px=89.547516;valid_fraction=1
E0_R1_REG_000364_0043,WGV35A_PAIR_0118,364,fixed_known_non_vehicle_same_area,FIXED_HARD_NEGATIVE,1196.566369,1166.397906,true,true,true,true,screened,false,N005_component:COMP_BG_000261_001
E0_R1_REG_000364_0044,WGV35A_PAIR_0118,364,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
