scene_id,optical_frame_num,candidate_node_id,detector_source,source_detection_id,class_name,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,display_label,display_status,risk_tags,bbox_semantics,reason
GM_RM011,247,GM_RM011_Y26N009,yolo26l,GM_RM011_000247_001,car,0.723977,4.306,340.356,554.468,598.283,GM_RM011_Y26N009,diagnostic_visible_body_node_candidate,large_lower_vehicle_body_proxy;visible_unboxed_vehicle_gap_reframed,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"New YOLO26l visible white-body node candidate for previous visible_unboxed_vehicle_gap; not final box, not revised annotation, not SAR-ready, needs human review."
GM_RM011,248,GM_RM011_Y26N009,yolo26l,GM_RM011_000248_001,car,0.771236,3.507,343.142,510.907,597.782,GM_RM011_Y26N009,diagnostic_visible_body_node_candidate,large_lower_vehicle_body_proxy;visible_unboxed_vehicle_gap_reframed,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"New YOLO26l visible white-body node candidate for previous visible_unboxed_vehicle_gap; not final box, not revised annotation, not SAR-ready, needs human review."
GM_RM011,249,GM_RM011_Y26N009,yolo26l,GM_RM011_000249_001,car,0.747111,1.238,343.467,541.268,597.429,GM_RM011_Y26N009,diagnostic_visible_body_node_candidate,large_lower_vehicle_body_proxy;visible_unboxed_vehicle_gap_reframed,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"New YOLO26l visible white-body node candidate for previous visible_unboxed_vehicle_gap; not final box, not revised annotation, not SAR-ready, needs human review."
GM_RM011,250,GM_RM011_Y26N009,yolo26l,GM_RM011_000250_001,car,0.779794,139.779,367.831,757.771,598.853,GM_RM011_Y26N009,diagnostic_visible_body_node_candidate,large_lower_vehicle_body_proxy;multi_box_competition;visible_unboxed_vehicle_gap_reframed,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"New YOLO26l visible white-body node candidate for previous visible_unboxed_vehicle_gap; not final box, not revised annotation, not SAR-ready, needs human review."
GM_RM011,251,GM_RM011_Y26N009,yolo26l,GM_RM011_000251_001,car,0.649811,0.329,334.977,543.415,597.031,GM_RM011_Y26N009,diagnostic_visible_body_node_candidate,large_lower_vehicle_body_proxy;multi_box_competition;visible_unboxed_vehicle_gap_reframed,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"New YOLO26l visible white-body node candidate for previous visible_unboxed_vehicle_gap; not final box, not revised annotation, not SAR-ready, needs human review."
GM_RM011,252,GM_RM011_Y26N009,yolo26l,GM_RM011_000252_001,car,0.805444,2.033,320.298,559.558,595.499,GM_RM011_Y26N009,diagnostic_visible_body_node_candidate,large_lower_vehicle_body_proxy;multi_box_competition;visible_unboxed_vehicle_gap_reframed,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"New YOLO26l visible white-body node candidate for previous visible_unboxed_vehicle_gap; not final box, not revised annotation, not SAR-ready, needs human review."
GM_RM011,253,GM_RM011_Y26N009,yolo26l,GM_RM011_000253_001,car,0.816297,7.097,305.842,581.683,595.275,GM_RM011_Y26N009,diagnostic_visible_body_node_candidate,large_lower_vehicle_body_proxy;visible_unboxed_vehicle_gap_reframed,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"New YOLO26l visible white-body node candidate for previous visible_unboxed_vehicle_gap; not final box, not revised annotation, not SAR-ready, needs human review."
GM_RM011,254,GM_RM011_Y26N009,yolo26l,GM_RM011_000254_001,car,0.864693,5.639,295.163,582.260,597.121,GM_RM011_Y26N009,diagnostic_visible_body_node_candidate,large_lower_vehicle_body_proxy;visible_unboxed_vehicle_gap_reframed,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"New YOLO26l visible white-body node candidate for previous visible_unboxed_vehicle_gap; not final box, not revised annotation, not SAR-ready, needs human review."
GM_RM011,255,GM_RM011_Y26N009,yolo26l,GM_RM011_000255_001,car,0.777411,3.793,298.001,579.184,597.672,GM_RM011_Y26N009,diagnostic_visible_body_node_candidate,large_lower_vehicle_body_proxy;multi_box_competition;visible_unboxed_vehicle_gap_reframed,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"New YOLO26l visible white-body node candidate for previous visible_unboxed_vehicle_gap; not final box, not revised annotation, not SAR-ready, needs human review."
GM_RM011,256,GM_RM011_Y26N009,yolo26l,GM_RM011_000256_001,car,0.904437,6.304,295.624,581.196,596.258,GM_RM011_Y26N009,diagnostic_visible_body_node_candidate,large_lower_vehicle_body_proxy;visible_unboxed_vehicle_gap_reframed,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"New YOLO26l visible white-body node candidate for previous visible_unboxed_vehicle_gap; not final box, not revised annotation, not SAR-ready, needs human review."
GM_RM011,257,GM_RM011_Y26N009,yolo26l,GM_RM011_000257_001,car,0.866810,9.531,283.948,601.910,597.761,GM_RM011_Y26N009,diagnostic_visible_body_node_candidate,large_lower_vehicle_body_proxy;visible_unboxed_vehicle_gap_reframed,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"New YOLO26l visible white-body node candidate for previous visible_unboxed_vehicle_gap; not final box, not revised annotation, not SAR-ready, needs human review."
GM_RM011,258,GM_RM011_Y26N009,yolo26l,GM_RM011_000258_001,car,0.530250,8.853,293.713,601.421,598.630,GM_RM011_Y26N009,diagnostic_visible_body_node_candidate,large_lower_vehicle_body_proxy;multi_box_competition;visible_unboxed_vehicle_gap_reframed,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"New YOLO26l visible white-body node candidate for previous visible_unboxed_vehicle_gap; not final box, not revised annotation, not SAR-ready, needs human review."
GM_RM011,259,GM_RM011_Y26N009,yolo26l,GM_RM011_000259_001,car,0.728834,51.102,296.678,652.487,599.138,GM_RM011_Y26N009,diagnostic_visible_body_node_candidate,large_lower_vehicle_body_proxy;multi_box_competition;visible_unboxed_vehicle_gap_reframed,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"New YOLO26l visible white-body node candidate for previous visible_unboxed_vehicle_gap; not final box, not revised annotation, not SAR-ready, needs human review."
GM_RM011,260,GM_RM011_Y26N009,yolo26l,GM_RM011_000260_001,car,0.748591,184.653,301.996,774.165,598.489,GM_RM011_Y26N009,diagnostic_visible_body_node_candidate,large_lower_vehicle_body_proxy;visible_unboxed_vehicle_gap_reframed,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"New YOLO26l visible white-body node candidate for previous visible_unboxed_vehicle_gap; not final box, not revised annotation, not SAR-ready, needs human review."
GM_RM011,261,GM_RM011_Y26N009,yolo26l,GM_RM011_000261_001,car,0.627774,217.615,299.687,784.649,598.125,GM_RM011_Y26N009,diagnostic_visible_body_node_candidate,large_lower_vehicle_body_proxy;multi_box_competition;visible_unboxed_vehicle_gap_reframed,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"New YOLO26l visible white-body node candidate for previous visible_unboxed_vehicle_gap; not final box, not revised annotation, not SAR-ready, needs human review."
GM_RM011,262,GM_RM011_Y26N009,yolo26l,GM_RM011_000262_001,car,0.847812,279.496,300.754,795.229,598.179,GM_RM011_Y26N009,diagnostic_visible_body_node_candidate,large_lower_vehicle_body_proxy;multi_box_competition;visible_unboxed_vehicle_gap_reframed,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"New YOLO26l visible white-body node candidate for previous visible_unboxed_vehicle_gap; not final box, not revised annotation, not SAR-ready, needs human review."
GM_RM011,262,GM_RM011_Y26N010,yolo26l,GM_RM011_000262_001,car,0.847812,279.496,300.754,795.229,598.179,GM_RM011_Y26N010,diagnostic_handoff_fragment_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Candidate fragment overlapping baseline N003; do not auto-connect from N007.
GM_RM011,263,GM_RM011_Y26N009,yolo26l,GM_RM011_000263_001,car,0.714303,339.986,303.004,797.323,598.005,GM_RM011_Y26N009,diagnostic_visible_body_node_candidate,large_lower_vehicle_body_proxy;multi_box_competition;visible_unboxed_vehicle_gap_reframed,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"New YOLO26l visible white-body node candidate for previous visible_unboxed_vehicle_gap; not final box, not revised annotation, not SAR-ready, needs human review."
GM_RM011,263,GM_RM011_Y26N010,yolo26l,GM_RM011_000263_001,car,0.714303,339.986,303.004,797.323,598.005,GM_RM011_Y26N010,diagnostic_handoff_fragment_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Candidate fragment overlapping baseline N003; do not auto-connect from N007.
GM_RM011,264,GM_RM011_Y26N009,yolo26l,GM_RM011_000264_001,car,0.677575,396.736,302.462,798.997,597.367,GM_RM011_Y26N009,diagnostic_visible_body_node_candidate,large_lower_vehicle_body_proxy;multi_box_competition;visible_unboxed_vehicle_gap_reframed,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"New YOLO26l visible white-body node candidate for previous visible_unboxed_vehicle_gap; not final box, not revised annotation, not SAR-ready, needs human review."
GM_RM011,264,GM_RM011_Y26N010,yolo26l,GM_RM011_000264_001,car,0.677575,396.736,302.462,798.997,597.367,GM_RM011_Y26N010,diagnostic_handoff_fragment_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Candidate fragment overlapping baseline N003; do not auto-connect from N007.
GM_RM011,265,GM_RM011_Y26N009,yolo26l,GM_RM011_000265_001,car,0.266884,0.920,347.613,287.977,595.557,GM_RM011_Y26N009,diagnostic_visible_body_node_candidate,large_lower_vehicle_body_proxy;visible_unboxed_vehicle_gap_reframed,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"New YOLO26l visible white-body node candidate for previous visible_unboxed_vehicle_gap; not final box, not revised annotation, not SAR-ready, needs human review."
GM_RM011,265,GM_RM011_Y26N010,yolo26l,GM_RM011_000265_001,car,0.266884,0.920,347.613,287.977,595.557,GM_RM011_Y26N010,diagnostic_handoff_fragment_candidate,large_lower_vehicle_body_proxy,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Candidate fragment overlapping baseline N003; do not auto-connect from N007.
GM_RM011,266,GM_RM011_Y26N009,yolo26l,GM_RM011_000266_001,car,0.487575,1.217,341.286,344.592,596.392,GM_RM011_Y26N009,diagnostic_visible_body_node_candidate,large_lower_vehicle_body_proxy;multi_box_competition;visible_unboxed_vehicle_gap_reframed,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"New YOLO26l visible white-body node candidate for previous visible_unboxed_vehicle_gap; not final box, not revised annotation, not SAR-ready, needs human review."
GM_RM011,266,GM_RM011_Y26N010,yolo26l,GM_RM011_000266_001,car,0.487575,1.217,341.286,344.592,596.392,GM_RM011_Y26N010,diagnostic_handoff_fragment_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Candidate fragment overlapping baseline N003; do not auto-connect from N007.
GM_RM011,269,GM_RM011_Y26N009,yolo26l,GM_RM011_000269_001,car,0.292360,2.923,325.158,499.633,595.610,GM_RM011_Y26N009,diagnostic_visible_body_node_candidate,large_lower_vehicle_body_proxy;visible_unboxed_vehicle_gap_reframed,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"New YOLO26l visible white-body node candidate for previous visible_unboxed_vehicle_gap; not final box, not revised annotation, not SAR-ready, needs human review."
GM_RM011,269,GM_RM011_Y26N010,yolo26l,GM_RM011_000269_001,car,0.292360,2.923,325.158,499.633,595.610,GM_RM011_Y26N010,diagnostic_handoff_fragment_candidate,large_lower_vehicle_body_proxy,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Candidate fragment overlapping baseline N003; do not auto-connect from N007.
GM_RM011,270,GM_RM011_Y26N009,yolo26l,GM_RM011_000270_001,car,0.645004,3.079,323.358,502.999,595.166,GM_RM011_Y26N009,diagnostic_visible_body_node_candidate,large_lower_vehicle_body_proxy;multi_box_competition;visible_unboxed_vehicle_gap_reframed,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"New YOLO26l visible white-body node candidate for previous visible_unboxed_vehicle_gap; not final box, not revised annotation, not SAR-ready, needs human review."
GM_RM011,270,GM_RM011_Y26N010,yolo26l,GM_RM011_000270_001,car,0.645004,3.079,323.358,502.999,595.166,GM_RM011_Y26N010,diagnostic_handoff_fragment_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Candidate fragment overlapping baseline N003; do not auto-connect from N007.
GM_RM011,279,GM_RM011_Y26N011,yolo26l,GM_RM011_000279_001,car,0.402053,11.013,293.677,599.736,596.414,GM_RM011_Y26N011,diagnostic_body_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Central white vehicle front/window candidate; baseline strong edge remains usable.
GM_RM011,280,GM_RM011_Y26N011,yolo26l,GM_RM011_000280_001,car,0.414420,119.200,285.303,731.000,597.826,GM_RM011_Y26N011,diagnostic_body_candidate,large_lower_vehicle_body_proxy,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Central white vehicle front/window candidate; baseline strong edge remains usable.
GM_RM011,281,GM_RM011_Y26N011,yolo26l,GM_RM011_000281_001,car,0.323926,219.802,288.591,794.090,593.941,GM_RM011_Y26N011,diagnostic_body_candidate,large_lower_vehicle_body_proxy,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Central white vehicle front/window candidate; baseline strong edge remains usable.
GM_RM011,283,GM_RM011_Y26N012,yolo26l,GM_RM011_000283_002,car,0.658144,248.555,298.736,796.398,595.939,GM_RM011_Y26N012,diagnostic_body_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Central white vehicle continuation candidate; review support only.
GM_RM011,283,GM_RM011_Y26N013,yolo26l,GM_RM011_000283_001,car,0.729746,0.383,364.057,82.226,595.287,GM_RM011_Y26N013,diagnostic_forbidden_context_candidate,left_edge_competitor_proxy;multi_box_competition;forbidden_context_review,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Left-edge/competitor context candidate for forbidden guard; detector-only cannot decide identity.
GM_RM011,284,GM_RM011_Y26N012,yolo26l,GM_RM011_000284_002,car,0.738989,274.018,300.517,797.048,595.349,GM_RM011_Y26N012,diagnostic_body_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Central white vehicle continuation candidate; review support only.
GM_RM011,284,GM_RM011_Y26N013,yolo26l,GM_RM011_000284_001,car,0.748216,0.527,325.264,124.905,595.645,GM_RM011_Y26N013,diagnostic_forbidden_context_candidate,left_edge_competitor_proxy;multi_box_competition;forbidden_context_review,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Left-edge/competitor context candidate for forbidden guard; detector-only cannot decide identity.
GM_RM011,285,GM_RM011_Y26N012,yolo26l,GM_RM011_000285_002,car,0.716079,313.022,299.207,797.966,595.396,GM_RM011_Y26N012,diagnostic_body_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Central white vehicle continuation candidate; review support only.
GM_RM011,285,GM_RM011_Y26N013,yolo26l,GM_RM011_000285_001,car,0.805562,0.595,298.696,169.085,595.175,GM_RM011_Y26N013,diagnostic_forbidden_context_candidate,left_edge_competitor_proxy;multi_box_competition;forbidden_context_review,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Left-edge/competitor context candidate for forbidden guard; detector-only cannot decide identity.
GM_RM011,286,GM_RM011_Y26N012,yolo26l,GM_RM011_000286_001,car,0.758467,367.895,301.179,798.949,595.428,GM_RM011_Y26N012,diagnostic_body_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Central white vehicle continuation candidate; review support only.
GM_RM011,286,GM_RM011_Y26N013,yolo26l,GM_RM011_000286_002,car,0.737790,0.916,274.230,215.254,595.780,GM_RM011_Y26N013,diagnostic_forbidden_context_candidate,left_edge_competitor_proxy;multi_box_competition;forbidden_context_review,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Left-edge/competitor context candidate for forbidden guard; detector-only cannot decide identity.
GM_RM011,287,GM_RM011_Y26N012,yolo26l,GM_RM011_000287_001,car,0.813098,422.156,323.708,798.834,595.368,GM_RM011_Y26N012,diagnostic_body_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Central white vehicle continuation candidate; review support only.
GM_RM011,288,GM_RM011_Y26N012,yolo26l,GM_RM011_000288_001,car,0.420957,491.352,357.935,798.802,595.330,GM_RM011_Y26N012,diagnostic_body_candidate,large_lower_vehicle_body_proxy,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Central white vehicle continuation candidate; review support only.
GM_RM011,289,GM_RM011_Y26N012,yolo26l,GM_RM011_000289_001,car,0.387359,0.998,247.014,369.667,596.981,GM_RM011_Y26N012,diagnostic_body_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Central white vehicle continuation candidate; review support only.
GM_RM011,290,GM_RM011_Y26N012,yolo26l,GM_RM011_000290_002,car,0.635049,1.525,236.199,421.757,597.706,GM_RM011_Y26N012,diagnostic_body_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Central white vehicle continuation candidate; review support only.
GM_RM011,291,GM_RM011_Y26N012,yolo26l,GM_RM011_000291_002,car,0.537448,1.376,230.134,453.171,597.412,GM_RM011_Y26N012,diagnostic_body_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Central white vehicle continuation candidate; review support only.
GM_RM011,292,GM_RM011_Y26N012,yolo26l,GM_RM011_000292_002,car,0.591858,1.752,227.742,465.393,596.506,GM_RM011_Y26N012,diagnostic_body_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Central white vehicle continuation candidate; review support only.
GM_RM017,118,GM_RM017_Y26N002,yolo26l,GM_RM017_000118_001,truck,0.522595,0.293,269.354,67.575,376.701,GM_RM017_Y26N002,diagnostic_context_candidate_review,diagnostic_candidate,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Large/context-vehicle window candidate; not promoted to target identity.
GM_RM017,119,GM_RM017_Y26N002,yolo26l,GM_RM017_000119_001,truck,0.886847,0.279,265.653,79.547,382.742,GM_RM017_Y26N002,diagnostic_context_candidate_review,diagnostic_candidate,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Large/context-vehicle window candidate; not promoted to target identity.
GM_RM017,120,GM_RM017_Y26N002,yolo26l,GM_RM017_000120_001,truck,0.846265,0.241,260.793,116.348,382.552,GM_RM017_Y26N002,diagnostic_context_candidate_review,diagnostic_candidate,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Large/context-vehicle window candidate; not promoted to target identity.
GM_RM017,121,GM_RM017_Y26N001,yolo26l,GM_RM017_000121_001,truck,0.874460,0.264,258.055,126.132,387.513,GM_RM017_Y26N001,diagnostic_non_vehicle_exclusion_review,non_vehicle_exclusion_review,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,YOLO26l candidate around non-vehicle exclusion; still not a vehicle-promotion node.
GM_RM017,121,GM_RM017_Y26N002,yolo26l,GM_RM017_000121_001,truck,0.874460,0.264,258.055,126.132,387.513,GM_RM017_Y26N002,diagnostic_context_candidate_review,diagnostic_candidate,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Large/context-vehicle window candidate; not promoted to target identity.
GM_RM017,122,GM_RM017_Y26N001,yolo26l,GM_RM017_000122_001,truck,0.933801,0.431,254.359,133.812,386.186,GM_RM017_Y26N001,diagnostic_non_vehicle_exclusion_review,non_vehicle_exclusion_review,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,YOLO26l candidate around non-vehicle exclusion; still not a vehicle-promotion node.
GM_RM017,122,GM_RM017_Y26N002,yolo26l,GM_RM017_000122_001,truck,0.933801,0.431,254.359,133.812,386.186,GM_RM017_Y26N002,diagnostic_context_candidate_review,diagnostic_candidate,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Large/context-vehicle window candidate; not promoted to target identity.
GM_RM017,123,GM_RM017_Y26N001,yolo26l,GM_RM017_000123_001,truck,0.938787,0.286,250.935,150.073,385.241,GM_RM017_Y26N001,diagnostic_non_vehicle_exclusion_review,non_vehicle_exclusion_review,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,YOLO26l candidate around non-vehicle exclusion; still not a vehicle-promotion node.
GM_RM017,123,GM_RM017_Y26N002,yolo26l,GM_RM017_000123_001,truck,0.938787,0.286,250.935,150.073,385.241,GM_RM017_Y26N002,diagnostic_context_candidate_review,diagnostic_candidate,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Large/context-vehicle window candidate; not promoted to target identity.
GM_RM017,124,GM_RM017_Y26N001,yolo26l,GM_RM017_000124_001,truck,0.945260,0.253,247.679,166.620,384.854,GM_RM017_Y26N001,diagnostic_non_vehicle_exclusion_review,non_vehicle_exclusion_review,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,YOLO26l candidate around non-vehicle exclusion; still not a vehicle-promotion node.
GM_RM017,124,GM_RM017_Y26N002,yolo26l,GM_RM017_000124_001,truck,0.945260,0.253,247.679,166.620,384.854,GM_RM017_Y26N002,diagnostic_context_candidate_review,diagnostic_candidate,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Large/context-vehicle window candidate; not promoted to target identity.
GM_RM017,125,GM_RM017_Y26N001,yolo26l,GM_RM017_000125_001,truck,0.947988,0.395,246.038,180.528,384.283,GM_RM017_Y26N001,diagnostic_non_vehicle_exclusion_review,non_vehicle_exclusion_review,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,YOLO26l candidate around non-vehicle exclusion; still not a vehicle-promotion node.
GM_RM017,125,GM_RM017_Y26N002,yolo26l,GM_RM017_000125_001,truck,0.947988,0.395,246.038,180.528,384.283,GM_RM017_Y26N002,diagnostic_context_candidate_review,diagnostic_candidate,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Large/context-vehicle window candidate; not promoted to target identity.
GM_RM017,126,GM_RM017_Y26N001,yolo26l,GM_RM017_000126_001,truck,0.955437,0.453,247.343,194.712,385.749,GM_RM017_Y26N001,diagnostic_non_vehicle_exclusion_review,non_vehicle_exclusion_review,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,YOLO26l candidate around non-vehicle exclusion; still not a vehicle-promotion node.
GM_RM017,126,GM_RM017_Y26N002,yolo26l,GM_RM017_000126_001,truck,0.955437,0.453,247.343,194.712,385.749,GM_RM017_Y26N002,diagnostic_context_candidate_review,diagnostic_candidate,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Large/context-vehicle window candidate; not promoted to target identity.
GM_RM017,127,GM_RM017_Y26N001,yolo26l,GM_RM017_000127_001,truck,0.943345,0.489,248.054,208.722,386.996,GM_RM017_Y26N001,diagnostic_non_vehicle_exclusion_review,non_vehicle_exclusion_review,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,YOLO26l candidate around non-vehicle exclusion; still not a vehicle-promotion node.
GM_RM017,127,GM_RM017_Y26N002,yolo26l,GM_RM017_000127_001,truck,0.943345,0.489,248.054,208.722,386.996,GM_RM017_Y26N002,diagnostic_context_candidate_review,diagnostic_candidate,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Large/context-vehicle window candidate; not promoted to target identity.
GM_RM017,128,GM_RM017_Y26N001,yolo26l,GM_RM017_000128_001,truck,0.945544,0.413,248.493,221.920,389.544,GM_RM017_Y26N001,diagnostic_non_vehicle_exclusion_review,multi_box_competition;non_vehicle_exclusion_review,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,YOLO26l candidate around non-vehicle exclusion; still not a vehicle-promotion node.
GM_RM017,128,GM_RM017_Y26N002,yolo26l,GM_RM017_000128_001,truck,0.945544,0.413,248.493,221.920,389.544,GM_RM017_Y26N002,diagnostic_context_candidate_review,multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Large/context-vehicle window candidate; not promoted to target identity.
GM_RM017,129,GM_RM017_Y26N001,yolo26l,GM_RM017_000129_001,truck,0.950102,15.313,246.398,235.206,389.163,GM_RM017_Y26N001,diagnostic_non_vehicle_exclusion_review,non_vehicle_exclusion_review,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,YOLO26l candidate around non-vehicle exclusion; still not a vehicle-promotion node.
GM_RM017,129,GM_RM017_Y26N002,yolo26l,GM_RM017_000129_001,truck,0.950102,15.313,246.398,235.206,389.163,GM_RM017_Y26N002,diagnostic_context_candidate_review,diagnostic_candidate,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Large/context-vehicle window candidate; not promoted to target identity.
GM_RM017,130,GM_RM017_Y26N002,yolo26l,GM_RM017_000130_001,truck,0.951837,33.306,244.016,247.802,388.530,GM_RM017_Y26N002,diagnostic_context_candidate_review,multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Large/context-vehicle window candidate; not promoted to target identity.
GM_RM017,131,GM_RM017_Y26N002,yolo26l,GM_RM017_000131_001,truck,0.955101,52.220,243.175,262.107,388.927,GM_RM017_Y26N002,diagnostic_context_candidate_review,diagnostic_candidate,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Large/context-vehicle window candidate; not promoted to target identity.
GM_RM017,132,GM_RM017_Y26N002,yolo26l,GM_RM017_000132_001,truck,0.948045,71.748,244.263,276.170,390.019,GM_RM017_Y26N002,diagnostic_context_candidate_review,diagnostic_candidate,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Large/context-vehicle window candidate; not promoted to target identity.
GM_RM017,133,GM_RM017_Y26N002,yolo26l,GM_RM017_000133_001,truck,0.955139,91.249,243.354,288.646,389.792,GM_RM017_Y26N002,diagnostic_context_candidate_review,diagnostic_candidate,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Large/context-vehicle window candidate; not promoted to target identity.
GM_RM017,134,GM_RM017_Y26N002,yolo26l,GM_RM017_000134_001,truck,0.943986,108.995,241.040,304.258,387.694,GM_RM017_Y26N002,diagnostic_context_candidate_review,diagnostic_candidate,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Large/context-vehicle window candidate; not promoted to target identity.
GM_RM017,135,GM_RM017_Y26N002,yolo26l,GM_RM017_000135_001,truck,0.946873,128.297,240.360,320.591,389.335,GM_RM017_Y26N002,diagnostic_context_candidate_review,diagnostic_candidate,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Large/context-vehicle window candidate; not promoted to target identity.
GM_RM017,136,GM_RM017_Y26N002,yolo26l,GM_RM017_000136_001,truck,0.949114,147.684,240.608,330.582,389.041,GM_RM017_Y26N002,diagnostic_context_candidate_review,diagnostic_candidate,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Large/context-vehicle window candidate; not promoted to target identity.
GM_RM017,137,GM_RM017_Y26N002,yolo26l,GM_RM017_000137_001,truck,0.948778,166.647,239.414,343.181,388.356,GM_RM017_Y26N002,diagnostic_context_candidate_review,diagnostic_candidate,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Large/context-vehicle window candidate; not promoted to target identity.
GM_RM017,138,GM_RM017_Y26N002,yolo26l,GM_RM017_000138_001,truck,0.954428,186.049,237.347,356.183,387.126,GM_RM017_Y26N002,diagnostic_context_candidate_review,diagnostic_candidate,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Large/context-vehicle window candidate; not promoted to target identity.
