inventory_id,root,path,extension,size_bytes,source_role,evidence_terms,provenance_status
WGV34A_SRC_01219,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/18_GM_RM017_fragment_GM_RM017_WG11F004_review_required/frames_baseline_if_available/b_000183_GM_RM017_WG11F004.png,.png,433874,other,,candidate_needs_manual_trace
WGV34A_SRC_01220,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/18_GM_RM017_fragment_GM_RM017_WG11F004_review_required/frames_baseline_if_available/b_000184_GM_RM017_WG11F004.png,.png,430836,other,,candidate_needs_manual_trace
WGV34A_SRC_01221,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/18_GM_RM017_fragment_GM_RM017_WG11F004_review_required/frames_baseline_if_available/b_000185_GM_RM017_WG11F004.png,.png,434942,other,,candidate_needs_manual_trace
WGV34A_SRC_01222,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/18_GM_RM017_fragment_GM_RM017_WG11F004_review_required/frames_yolo/y_000164_GM_RM017_WG11F004.png,.png,468102,other,,candidate_needs_manual_trace
WGV34A_SRC_01223,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/18_GM_RM017_fragment_GM_RM017_WG11F004_review_required/frames_yolo/y_000165_GM_RM017_WG11F004.png,.png,472812,other,,candidate_needs_manual_trace
WGV34A_SRC_01224,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/18_GM_RM017_fragment_GM_RM017_WG11F004_review_required/frames_yolo/y_000166_GM_RM017_WG11F004.png,.png,460250,other,,candidate_needs_manual_trace
WGV34A_SRC_01225,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/18_GM_RM017_fragment_GM_RM017_WG11F004_review_required/frames_yolo/y_000167_GM_RM017_WG11F004.png,.png,469409,other,,candidate_needs_manual_trace
WGV34A_SRC_01226,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/18_GM_RM017_fragment_GM_RM017_WG11F004_review_required/frames_yolo/y_000168_GM_RM017_WG11F004.png,.png,461383,other,,candidate_needs_manual_trace
WGV34A_SRC_01227,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/18_GM_RM017_fragment_GM_RM017_WG11F004_review_required/frames_yolo/y_000169_GM_RM017_WG11F004.png,.png,465124,other,,candidate_needs_manual_trace
WGV34A_SRC_01228,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/18_GM_RM017_fragment_GM_RM017_WG11F004_review_required/frames_yolo/y_000170_GM_RM017_WG11F004.png,.png,455479,other,,candidate_needs_manual_trace
WGV34A_SRC_01229,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/18_GM_RM017_fragment_GM_RM017_WG11F004_review_required/frames_yolo/y_000171_GM_RM017_WG11F004.png,.png,460306,other,,candidate_needs_manual_trace
WGV34A_SRC_01230,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/18_GM_RM017_fragment_GM_RM017_WG11F004_review_required/frames_yolo/y_000172_GM_RM017_WG11F004.png,.png,449655,other,,candidate_needs_manual_trace
WGV34A_SRC_01231,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/18_GM_RM017_fragment_GM_RM017_WG11F004_review_required/frames_yolo/y_000173_GM_RM017_WG11F004.png,.png,451180,other,,candidate_needs_manual_trace
WGV34A_SRC_01232,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/18_GM_RM017_fragment_GM_RM017_WG11F004_review_required/frames_yolo/y_000174_GM_RM017_WG11F004.png,.png,444708,other,,candidate_needs_manual_trace
WGV34A_SRC_01233,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/18_GM_RM017_fragment_GM_RM017_WG11F004_review_required/frames_yolo/y_000175_GM_RM017_WG11F004.png,.png,447016,other,,candidate_needs_manual_trace
WGV34A_SRC_01234,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/18_GM_RM017_fragment_GM_RM017_WG11F004_review_required/frames_yolo/y_000176_GM_RM017_WG11F004.png,.png,438250,other,,candidate_needs_manual_trace
WGV34A_SRC_01235,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/18_GM_RM017_fragment_GM_RM017_WG11F004_review_required/frames_yolo/y_000177_GM_RM017_WG11F004.png,.png,440556,other,,candidate_needs_manual_trace
WGV34A_SRC_01236,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/18_GM_RM017_fragment_GM_RM017_WG11F004_review_required/frames_yolo/y_000178_GM_RM017_WG11F004.png,.png,436508,other,,candidate_needs_manual_trace
WGV34A_SRC_01237,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/18_GM_RM017_fragment_GM_RM017_WG11F004_review_required/frames_yolo/y_000179_GM_RM017_WG11F004.png,.png,443589,other,,candidate_needs_manual_trace
WGV34A_SRC_01238,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/18_GM_RM017_fragment_GM_RM017_WG11F004_review_required/frames_yolo/y_000180_GM_RM017_WG11F004.png,.png,444795,other,,candidate_needs_manual_trace
WGV34A_SRC_01239,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/18_GM_RM017_fragment_GM_RM017_WG11F004_review_required/frames_yolo/y_000181_GM_RM017_WG11F004.png,.png,460646,other,,candidate_needs_manual_trace
WGV34A_SRC_01240,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/18_GM_RM017_fragment_GM_RM017_WG11F004_review_required/frames_yolo/y_000182_GM_RM017_WG11F004.png,.png,450744,other,,candidate_needs_manual_trace
WGV34A_SRC_01241,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/18_GM_RM017_fragment_GM_RM017_WG11F004_review_required/frames_yolo/y_000183_GM_RM017_WG11F004.png,.png,446341,other,,candidate_needs_manual_trace
WGV34A_SRC_01242,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/18_GM_RM017_fragment_GM_RM017_WG11F004_review_required/frames_yolo/y_000184_GM_RM017_WG11F004.png,.png,442697,other,,candidate_needs_manual_trace
WGV34A_SRC_01243,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/18_GM_RM017_fragment_GM_RM017_WG11F004_review_required/frames_yolo/y_000185_GM_RM017_WG11F004.png,.png,446459,other,,candidate_needs_manual_trace
WGV34A_SRC_01244,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/fragments/GM_RM017_WG11F005_0200_0214/frames_baseline_if_available/b_000200_GM_RM017_WG11F005.png,.png,396372,other,,candidate_needs_manual_trace
WGV34A_SRC_01245,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/fragments/GM_RM017_WG11F005_0200_0214/frames_baseline_if_available/b_000201_GM_RM017_WG11F005.png,.png,396975,other,,candidate_needs_manual_trace
WGV34A_SRC_01246,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/fragments/GM_RM017_WG11F005_0200_0214/frames_baseline_if_available/b_000202_GM_RM017_WG11F005.png,.png,394748,other,,candidate_needs_manual_trace
WGV34A_SRC_01247,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/fragments/GM_RM017_WG11F005_0200_0214/frames_baseline_if_available/b_000203_GM_RM017_WG11F005.png,.png,399194,other,,candidate_needs_manual_trace
WGV34A_SRC_01248,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/fragments/GM_RM017_WG11F005_0200_0214/frames_baseline_if_available/b_000204_GM_RM017_WG11F005.png,.png,397727,other,,candidate_needs_manual_trace
WGV34A_SRC_01249,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/fragments/GM_RM017_WG11F005_0200_0214/frames_baseline_if_available/b_000205_GM_RM017_WG11F005.png,.png,398991,other,,candidate_needs_manual_trace
WGV34A_SRC_01250,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/fragments/GM_RM017_WG11F005_0200_0214/frames_baseline_if_available/b_000206_GM_RM017_WG11F005.png,.png,395215,other,,candidate_needs_manual_trace
WGV34A_SRC_01251,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/fragments/GM_RM017_WG11F005_0200_0214/frames_baseline_if_available/b_000207_GM_RM017_WG11F005.png,.png,393949,other,,candidate_needs_manual_trace
WGV34A_SRC_01252,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/fragments/GM_RM017_WG11F005_0200_0214/frames_baseline_if_available/b_000208_GM_RM017_WG11F005.png,.png,390475,other,,candidate_needs_manual_trace
WGV34A_SRC_01253,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/fragments/GM_RM017_WG11F005_0200_0214/frames_baseline_if_available/b_000209_GM_RM017_WG11F005.png,.png,390331,other,,candidate_needs_manual_trace
WGV34A_SRC_01254,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/fragments/GM_RM017_WG11F005_0200_0214/frames_baseline_if_available/b_000210_GM_RM017_WG11F005.png,.png,389349,other,,candidate_needs_manual_trace
WGV34A_SRC_01255,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/fragments/GM_RM017_WG11F005_0200_0214/frames_baseline_if_available/b_000211_GM_RM017_WG11F005.png,.png,386934,other,,candidate_needs_manual_trace
WGV34A_SRC_01256,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/fragments/GM_RM017_WG11F005_0200_0214/frames_baseline_if_available/b_000212_GM_RM017_WG11F005.png,.png,384208,other,,candidate_needs_manual_trace
WGV34A_SRC_01257,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/fragments/GM_RM017_WG11F005_0200_0214/frames_baseline_if_available/b_000213_GM_RM017_WG11F005.png,.png,382910,other,,candidate_needs_manual_trace
WGV34A_SRC_01258,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/fragments/GM_RM017_WG11F005_0200_0214/frames_baseline_if_available/b_000214_GM_RM017_WG11F005.png,.png,381449,other,,candidate_needs_manual_trace
WGV34A_SRC_01259,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/fragments/GM_RM017_WG11F005_0200_0214/frames_yolo/y_000200_GM_RM017_WG11F005.png,.png,406052,other,,candidate_needs_manual_trace
WGV34A_SRC_01260,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/fragments/GM_RM017_WG11F005_0200_0214/frames_yolo/y_000201_GM_RM017_WG11F005.png,.png,406612,other,,candidate_needs_manual_trace
WGV34A_SRC_01261,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/fragments/GM_RM017_WG11F005_0200_0214/frames_yolo/y_000202_GM_RM017_WG11F005.png,.png,404399,other,,candidate_needs_manual_trace
WGV34A_SRC_01262,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/fragments/GM_RM017_WG11F005_0200_0214/frames_yolo/y_000203_GM_RM017_WG11F005.png,.png,408995,other,,candidate_needs_manual_trace
WGV34A_SRC_01263,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/fragments/GM_RM017_WG11F005_0200_0214/frames_yolo/y_000204_GM_RM017_WG11F005.png,.png,407175,other,,candidate_needs_manual_trace
WGV34A_SRC_01264,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/fragments/GM_RM017_WG11F005_0200_0214/frames_yolo/y_000205_GM_RM017_WG11F005.png,.png,408699,other,,candidate_needs_manual_trace
WGV34A_SRC_01265,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/fragments/GM_RM017_WG11F005_0200_0214/frames_yolo/y_000206_GM_RM017_WG11F005.png,.png,404092,other,,candidate_needs_manual_trace
WGV34A_SRC_01266,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/fragments/GM_RM017_WG11F005_0200_0214/frames_yolo/y_000207_GM_RM017_WG11F005.png,.png,402571,other,,candidate_needs_manual_trace
WGV34A_SRC_01267,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/fragments/GM_RM017_WG11F005_0200_0214/frames_yolo/y_000208_GM_RM017_WG11F005.png,.png,399812,other,,candidate_needs_manual_trace
WGV34A_SRC_01268,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/fragments/GM_RM017_WG11F005_0200_0214/frames_yolo/y_000209_GM_RM017_WG11F005.png,.png,399719,other,,candidate_needs_manual_trace
WGV34A_SRC_01269,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/fragments/GM_RM017_WG11F005_0200_0214/frames_yolo/y_000210_GM_RM017_WG11F005.png,.png,398102,other,,candidate_needs_manual_trace
WGV34A_SRC_01270,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/fragments/GM_RM017_WG11F005_0200_0214/frames_yolo/y_000211_GM_RM017_WG11F005.png,.png,395740,other,,candidate_needs_manual_trace
WGV34A_SRC_01271,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/fragments/GM_RM017_WG11F005_0200_0214/frames_yolo/y_000212_GM_RM017_WG11F005.png,.png,393058,other,,candidate_needs_manual_trace
WGV34A_SRC_01272,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/fragments/GM_RM017_WG11F005_0200_0214/frames_yolo/y_000213_GM_RM017_WG11F005.png,.png,391171,other,,candidate_needs_manual_trace
WGV34A_SRC_01273,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/fragments/GM_RM017_WG11F005_0200_0214/frames_yolo/y_000214_GM_RM017_WG11F005.png,.png,389969,other,,candidate_needs_manual_trace
WGV34A_SRC_01274,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/frames_baseline_if_available/b_000200_GM_RM017_WG11F005.png,.png,396372,other,,candidate_needs_manual_trace
WGV34A_SRC_01275,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/frames_baseline_if_available/b_000201_GM_RM017_WG11F005.png,.png,396975,other,,candidate_needs_manual_trace
WGV34A_SRC_01276,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/frames_baseline_if_available/b_000202_GM_RM017_WG11F005.png,.png,394748,other,,candidate_needs_manual_trace
WGV34A_SRC_01277,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/frames_baseline_if_available/b_000203_GM_RM017_WG11F005.png,.png,399194,other,,candidate_needs_manual_trace
WGV34A_SRC_01278,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/frames_baseline_if_available/b_000204_GM_RM017_WG11F005.png,.png,397727,other,,candidate_needs_manual_trace
WGV34A_SRC_01279,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/frames_baseline_if_available/b_000205_GM_RM017_WG11F005.png,.png,398991,other,,candidate_needs_manual_trace
WGV34A_SRC_01280,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/frames_baseline_if_available/b_000206_GM_RM017_WG11F005.png,.png,395215,other,,candidate_needs_manual_trace
WGV34A_SRC_01281,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/frames_baseline_if_available/b_000207_GM_RM017_WG11F005.png,.png,393949,other,,candidate_needs_manual_trace
WGV34A_SRC_01282,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/frames_baseline_if_available/b_000208_GM_RM017_WG11F005.png,.png,390475,other,,candidate_needs_manual_trace
WGV34A_SRC_01283,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/frames_baseline_if_available/b_000209_GM_RM017_WG11F005.png,.png,390331,other,,candidate_needs_manual_trace
WGV34A_SRC_01284,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/frames_baseline_if_available/b_000210_GM_RM017_WG11F005.png,.png,389349,other,,candidate_needs_manual_trace
WGV34A_SRC_01285,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/frames_baseline_if_available/b_000211_GM_RM017_WG11F005.png,.png,386934,other,,candidate_needs_manual_trace
WGV34A_SRC_01286,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/frames_baseline_if_available/b_000212_GM_RM017_WG11F005.png,.png,384208,other,,candidate_needs_manual_trace
WGV34A_SRC_01287,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/frames_baseline_if_available/b_000213_GM_RM017_WG11F005.png,.png,382910,other,,candidate_needs_manual_trace
WGV34A_SRC_01288,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/frames_baseline_if_available/b_000214_GM_RM017_WG11F005.png,.png,381449,other,,candidate_needs_manual_trace
WGV34A_SRC_01289,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/frames_yolo/y_000200_GM_RM017_WG11F005.png,.png,406052,other,,candidate_needs_manual_trace
WGV34A_SRC_01290,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/frames_yolo/y_000201_GM_RM017_WG11F005.png,.png,406612,other,,candidate_needs_manual_trace
WGV34A_SRC_01291,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/frames_yolo/y_000202_GM_RM017_WG11F005.png,.png,404399,other,,candidate_needs_manual_trace
WGV34A_SRC_01292,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/frames_yolo/y_000203_GM_RM017_WG11F005.png,.png,408995,other,,candidate_needs_manual_trace
WGV34A_SRC_01293,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/frames_yolo/y_000204_GM_RM017_WG11F005.png,.png,407175,other,,candidate_needs_manual_trace
WGV34A_SRC_01294,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_1_vehicle_centric_review_20260708/19_GM_RM017_fragment_GM_RM017_WG11F005_review_required/frames_yolo/y_000205_GM_RM017_WG11F005.png,.png,408699,other,,candidate_needs_manual_trace
