background_association_id,sar_frame,background_track_id,component_id,association_result,match_distance_px,support_observation_count_after,support_unique_frame_count_after,track_component_count_this_frame,component_track_count_this_frame,background_state_after,vehicle_motion_conflict,conflict_reason
BGASSOC_000366_BG_D1_R1_0091,366,BG_D1_R1_0091,D1R1OBS_000366_0007,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000366_BG_D1_R1_0092,366,BG_D1_R1_0092,D1R1OBS_000366_0021,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000366_BG_D1_R1_0093,366,BG_D1_R1_0093,D1R1OBS_000366_0023,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000366_BG_D1_R1_0094,366,BG_D1_R1_0094,D1R1OBS_000366_0024,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000367_BG_D1_R1_0091,367,BG_D1_R1_0091,D1R1OBS_000367_0009,matched_existing_track,1.437627,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000367_BG_D1_R1_0088,367,BG_D1_R1_0088,D1R1OBS_000367_0010,matched_existing_track,4.247114,3,3,1,1,static_background_candidate,false,
BGASSOC_000367_BG_D1_R1_0093,367,BG_D1_R1_0093,D1R1OBS_000367_0030,matched_existing_track,4.322494,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000367_BG_D1_R1_0057,367,BG_D1_R1_0057,D1R1OBS_000367_0027,matched_existing_track,4.797158,6,6,1,1,static_background_supported,false,
BGASSOC_000367_BG_D1_R1_0076,367,BG_D1_R1_0076,D1R1OBS_000367_0011,matched_existing_track,4.875525,4,4,1,1,static_background_candidate,false,
BGASSOC_000367_BG_D1_R1_0062,367,BG_D1_R1_0062,D1R1OBS_000367_0033,matched_existing_track,5.779307,5,5,1,1,static_background_supported,false,
BGASSOC_000367_BG_D1_R1_0094,367,BG_D1_R1_0094,D1R1OBS_000367_0032,matched_existing_track,6.830193,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000367_BG_D1_R1_0036,367,BG_D1_R1_0036,D1R1OBS_000367_0003,matched_existing_track,7.738757,5,5,1,1,static_background_supported,false,
BGASSOC_000367_BG_D1_R1_0041,367,BG_D1_R1_0041,D1R1OBS_000367_0007,matched_existing_track,8.5483,3,3,1,1,static_background_candidate,false,
BGASSOC_000367_BG_D1_R1_0026,367,BG_D1_R1_0026,D1R1OBS_000367_0001,matched_existing_track,8.988536,4,4,1,1,static_background_candidate,false,
BGASSOC_000367_BG_D1_R1_0089,367,BG_D1_R1_0089,D1R1OBS_000367_0029,matched_existing_track,9.730858,3,3,1,1,static_background_candidate,false,
BGASSOC_000367_BG_D1_R1_0095,367,BG_D1_R1_0095,D1R1OBS_000367_0002,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000367_BG_D1_R1_0096,367,BG_D1_R1_0096,D1R1OBS_000367_0004,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000367_BG_D1_R1_0097,367,BG_D1_R1_0097,D1R1OBS_000367_0005,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000367_BG_D1_R1_0098,367,BG_D1_R1_0098,D1R1OBS_000367_0006,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000367_BG_D1_R1_0099,367,BG_D1_R1_0099,D1R1OBS_000367_0022,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000367_BG_D1_R1_0100,367,BG_D1_R1_0100,D1R1OBS_000367_0023,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000367_BG_D1_R1_0101,367,BG_D1_R1_0101,D1R1OBS_000367_0024,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000367_BG_D1_R1_0102,367,BG_D1_R1_0102,D1R1OBS_000367_0026,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000367_BG_D1_R1_0103,367,BG_D1_R1_0103,D1R1OBS_000367_0031,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000367_BG_D1_R1_0104,367,BG_D1_R1_0104,D1R1OBS_000367_0034,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000368_BG_D1_R1_0097,368,BG_D1_R1_0097,D1R1OBS_000368_0005,matched_existing_track,1.909746,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000368_BG_D1_R1_0102,368,BG_D1_R1_0102,D1R1OBS_000368_0022,matched_existing_track,3.073848,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000368_BG_D1_R1_0091,368,BG_D1_R1_0091,D1R1OBS_000368_0008,matched_existing_track,4.858452,3,3,1,1,static_background_candidate,false,
BGASSOC_000368_BG_D1_R1_0103,368,BG_D1_R1_0103,D1R1OBS_000368_0025,matched_existing_track,5.035307,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000368_BG_D1_R1_0095,368,BG_D1_R1_0095,D1R1OBS_000368_0004,matched_existing_track,5.927887,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000368_BG_D1_R1_0025,368,BG_D1_R1_0025,D1R1OBS_000368_0002,matched_existing_track,6.042896,5,5,1,1,static_background_supported,false,
BGASSOC_000368_BG_D1_R1_0026,368,BG_D1_R1_0026,D1R1OBS_000368_0001,matched_existing_track,6.080937,5,5,1,1,static_background_supported,false,
BGASSOC_000368_BG_D1_R1_0101,368,BG_D1_R1_0101,D1R1OBS_000368_0021,matched_existing_track,7.883454,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000368_BG_D1_R1_0088,368,BG_D1_R1_0088,D1R1OBS_000368_0010,matched_existing_track,8.150865,4,4,1,1,static_background_candidate,false,
BGASSOC_000368_BG_D1_R1_0062,368,BG_D1_R1_0062,D1R1OBS_000368_0026,matched_existing_track,9.943729,6,6,1,1,static_background_supported,false,
BGASSOC_000368_BG_D1_R1_0105,368,BG_D1_R1_0105,D1R1OBS_000368_0006,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000368_BG_D1_R1_0106,368,BG_D1_R1_0106,D1R1OBS_000368_0007,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000368_BG_D1_R1_0107,368,BG_D1_R1_0107,D1R1OBS_000368_0009,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000368_BG_D1_R1_0108,368,BG_D1_R1_0108,D1R1OBS_000368_0017,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000368_BG_D1_R1_0109,368,BG_D1_R1_0109,D1R1OBS_000368_0020,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000368_BG_D1_R1_0110,368,BG_D1_R1_0110,D1R1OBS_000368_0024,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000368_BG_D1_R1_0111,368,BG_D1_R1_0111,D1R1OBS_000368_0027,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000369_BG_D1_R1_0062,369,BG_D1_R1_0062,D1R1OBS_000369_0026,matched_existing_track,2.799446,7,7,1,1,static_background_supported,false,
BGASSOC_000369_BG_D1_R1_0097,369,BG_D1_R1_0097,D1R1OBS_000369_0004,matched_existing_track,3.983093,3,3,1,1,static_background_candidate,false,
BGASSOC_000369_BG_D1_R1_0025,369,BG_D1_R1_0025,D1R1OBS_000369_0001,matched_existing_track,4.482283,6,6,1,1,static_background_supported,false,
BGASSOC_000369_BG_D1_R1_0106,369,BG_D1_R1_0106,D1R1OBS_000369_0005,matched_existing_track,5.479415,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000369_BG_D1_R1_0101,369,BG_D1_R1_0101,D1R1OBS_000369_0018,matched_existing_track,6.219661,3,3,1,1,static_background_candidate,false,
BGASSOC_000369_BG_D1_R1_0086,369,BG_D1_R1_0086,D1R1OBS_000369_0002,matched_existing_track,7.120739,3,3,1,1,static_background_candidate,false,
BGASSOC_000369_BG_D1_R1_0110,369,BG_D1_R1_0110,D1R1OBS_000369_0023,matched_existing_track,8.682261,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000369_BG_D1_R1_0095,369,BG_D1_R1_0095,D1R1OBS_000369_0003,matched_existing_track,8.93891,3,3,1,1,static_background_candidate,false,
BGASSOC_000369_BG_D1_R1_0107,369,BG_D1_R1_0107,D1R1OBS_000369_0006,matched_existing_track,9.218557,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000369_BG_D1_R1_0112,369,BG_D1_R1_0112,D1R1OBS_000369_0007,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000369_BG_D1_R1_0113,369,BG_D1_R1_0113,D1R1OBS_000369_0019,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000369_BG_D1_R1_0114,369,BG_D1_R1_0114,D1R1OBS_000369_0020,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000369_BG_D1_R1_0115,369,BG_D1_R1_0115,D1R1OBS_000369_0021,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000369_BG_D1_R1_0116,369,BG_D1_R1_0116,D1R1OBS_000369_0022,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000369_BG_D1_R1_0117,369,BG_D1_R1_0117,D1R1OBS_000369_0024,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000369_BG_D1_R1_0118,369,BG_D1_R1_0118,D1R1OBS_000369_0025,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000370_BG_D1_R1_0118,370,BG_D1_R1_0118,D1R1OBS_000370_0030,matched_existing_track,2.400006,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000370_BG_D1_R1_0117,370,BG_D1_R1_0117,D1R1OBS_000370_0027,matched_existing_track,2.460545,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000370_BG_D1_R1_0108,370,BG_D1_R1_0108,D1R1OBS_000370_0021,matched_existing_track,2.638216,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000370_BG_D1_R1_0107,370,BG_D1_R1_0107,D1R1OBS_000370_0008,matched_existing_track,4.278042,3,3,1,1,static_background_candidate,false,
BGASSOC_000370_BG_D1_R1_0062,370,BG_D1_R1_0062,D1R1OBS_000370_0031,matched_existing_track,4.964132,8,8,1,1,static_background_supported,false,
BGASSOC_000370_BG_D1_R1_0025,370,BG_D1_R1_0025,D1R1OBS_000370_0001,matched_existing_track,5.556599,7,7,1,1,static_background_supported,false,
BGASSOC_000370_BG_D1_R1_0101,370,BG_D1_R1_0101,D1R1OBS_000370_0023,matched_existing_track,5.696613,4,4,1,1,static_background_candidate,false,
BGASSOC_000370_BG_D1_R1_0112,370,BG_D1_R1_0112,D1R1OBS_000370_0010,matched_existing_track,6.650704,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000370_BG_D1_R1_0086,370,BG_D1_R1_0086,D1R1OBS_000370_0003,matched_existing_track,7.769848,4,4,1,1,static_background_candidate,false,
BGASSOC_000370_BG_D1_R1_0106,370,BG_D1_R1_0106,D1R1OBS_000370_0006,matched_existing_track,9.113844,3,3,1,1,static_background_candidate,false,
BGASSOC_000370_BG_D1_R1_0097,370,BG_D1_R1_0097,D1R1OBS_000370_0005,matched_existing_track,9.354907,4,4,1,1,static_background_candidate,false,
BGASSOC_000370_BG_D1_R1_0119,370,BG_D1_R1_0119,D1R1OBS_000370_0004,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000370_BG_D1_R1_0120,370,BG_D1_R1_0120,D1R1OBS_000370_0026,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000371_BG_D1_R1_0115,371,BG_D1_R1_0115,D1R1OBS_000371_0023,matched_existing_track,0.42178,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000371_BG_D1_R1_0116,371,BG_D1_R1_0116,D1R1OBS_000371_0025,matched_existing_track,0.870959,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000371_BG_D1_R1_0104,371,BG_D1_R1_0104,D1R1OBS_000371_0030,matched_existing_track,2.27684,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000371_BG_D1_R1_0086,371,BG_D1_R1_0086,D1R1OBS_000371_0002,matched_existing_track,5.058571,5,5,1,1,static_background_supported,false,
BGASSOC_000371_BG_D1_R1_0111,371,BG_D1_R1_0111,D1R1OBS_000371_0028,matched_existing_track,5.627526,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000371_BG_D1_R1_0107,371,BG_D1_R1_0107,D1R1OBS_000371_0007,matched_existing_track,5.658399,4,4,1,1,static_background_candidate,false,
BGASSOC_000371_BG_D1_R1_0062,371,BG_D1_R1_0062,D1R1OBS_000371_0029,matched_existing_track,5.80287,9,9,1,1,static_background_supported,false,
BGASSOC_000371_BG_D1_R1_0095,371,BG_D1_R1_0095,D1R1OBS_000371_0003,matched_existing_track,5.897586,4,4,1,1,static_background_candidate,false,
BGASSOC_000371_BG_D1_R1_0120,371,BG_D1_R1_0120,D1R1OBS_000371_0024,matched_existing_track,5.997989,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000371_BG_D1_R1_0106,371,BG_D1_R1_0106,D1R1OBS_000371_0005,matched_existing_track,6.313686,4,4,1,1,static_background_candidate,false,
BGASSOC_000371_BG_D1_R1_0119,371,BG_D1_R1_0119,D1R1OBS_000371_0001,matched_existing_track,6.674081,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000371_BG_D1_R1_0118,371,BG_D1_R1_0118,D1R1OBS_000371_0027,matched_existing_track,8.393836,3,3,1,1,static_background_candidate,false,
BGASSOC_000371_BG_D1_R1_0097,371,BG_D1_R1_0097,D1R1OBS_000371_0004,matched_existing_track,8.701332,5,5,1,1,static_background_supported,false,
BGASSOC_000371_BG_D1_R1_0121,371,BG_D1_R1_0121,D1R1OBS_000371_0006,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000371_BG_D1_R1_0122,371,BG_D1_R1_0122,D1R1OBS_000371_0009,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000371_BG_D1_R1_0123,371,BG_D1_R1_0123,D1R1OBS_000371_0010,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000371_BG_D1_R1_0124,371,BG_D1_R1_0124,D1R1OBS_000371_0011,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000371_BG_D1_R1_0125,371,BG_D1_R1_0125,D1R1OBS_000371_0019,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000371_BG_D1_R1_0126,371,BG_D1_R1_0126,D1R1OBS_000371_0022,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000372_BG_D1_R1_0116,372,BG_D1_R1_0116,D1R1OBS_000372_0022,matched_existing_track,1.145323,3,3,1,1,static_background_candidate,false,
BGASSOC_000372_BG_D1_R1_0115,372,BG_D1_R1_0115,D1R1OBS_000372_0020,matched_existing_track,1.891355,3,3,1,1,static_background_candidate,false,
BGASSOC_000372_BG_D1_R1_0088,372,BG_D1_R1_0088,D1R1OBS_000372_0011,matched_existing_track,2.909773,5,5,1,1,static_background_supported,false,
BGASSOC_000372_BG_D1_R1_0118,372,BG_D1_R1_0118,D1R1OBS_000372_0024,matched_existing_track,5.2027,4,4,1,1,static_background_candidate,false,
BGASSOC_000372_BG_D1_R1_0122,372,BG_D1_R1_0122,D1R1OBS_000372_0007,matched_existing_track,6.294993,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000372_BG_D1_R1_0126,372,BG_D1_R1_0126,D1R1OBS_000372_0019,matched_existing_track,6.445018,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000372_BG_D1_R1_0123,372,BG_D1_R1_0123,D1R1OBS_000372_0008,matched_existing_track,6.656545,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000372_BG_D1_R1_0106,372,BG_D1_R1_0106,D1R1OBS_000372_0002,matched_existing_track,6.694115,5,5,1,1,static_background_supported,false,
BGASSOC_000372_BG_D1_R1_0104,372,BG_D1_R1_0104,D1R1OBS_000372_0026,matched_existing_track,6.950971,3,3,1,1,static_background_candidate,false,
BGASSOC_000372_BG_D1_R1_0124,372,BG_D1_R1_0124,D1R1OBS_000372_0010,matched_existing_track,8.037408,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000372_BG_D1_R1_0107,372,BG_D1_R1_0107,D1R1OBS_000372_0004,matched_existing_track,8.197974,5,5,1,1,static_background_supported,false,
BGASSOC_000372_BG_D1_R1_0120,372,BG_D1_R1_0120,D1R1OBS_000372_0021,matched_existing_track,8.370026,3,3,1,1,static_background_candidate,false,
BGASSOC_000372_BG_D1_R1_0119,372,BG_D1_R1_0119,D1R1OBS_000372_0003,matched_existing_track,8.849985,3,3,1,1,static_background_candidate,false,
BGASSOC_000372_BG_D1_R1_0127,372,BG_D1_R1_0127,D1R1OBS_000372_0001,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000372_BG_D1_R1_0128,372,BG_D1_R1_0128,D1R1OBS_000372_0005,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000372_BG_D1_R1_0129,372,BG_D1_R1_0129,D1R1OBS_000372_0006,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000372_BG_D1_R1_0130,372,BG_D1_R1_0130,D1R1OBS_000372_0009,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000372_BG_D1_R1_0131,372,BG_D1_R1_0131,D1R1OBS_000372_0025,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000373_BG_D1_R1_0115,373,BG_D1_R1_0115,D1R1OBS_000373_0015,matched_existing_track,2.049723,4,4,1,1,static_background_candidate,false,
BGASSOC_000373_BG_D1_R1_0129,373,BG_D1_R1_0129,D1R1OBS_000373_0005,matched_existing_track,2.175163,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000373_BG_D1_R1_0126,373,BG_D1_R1_0126,D1R1OBS_000373_0014,matched_existing_track,3.213626,3,3,1,1,static_background_candidate,false,
BGASSOC_000373_BG_D1_R1_0128,373,BG_D1_R1_0128,D1R1OBS_000373_0004,matched_existing_track,3.479514,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000373_BG_D1_R1_0088,373,BG_D1_R1_0088,D1R1OBS_000373_0009,matched_existing_track,3.666521,6,6,1,1,static_background_supported,false,
BGASSOC_000373_BG_D1_R1_0116,373,BG_D1_R1_0116,D1R1OBS_000373_0017,matched_existing_track,4.532559,4,4,1,1,static_background_candidate,false,
BGASSOC_000373_BG_D1_R1_0130,373,BG_D1_R1_0130,D1R1OBS_000373_0007,matched_existing_track,4.823772,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000373_BG_D1_R1_0131,373,BG_D1_R1_0131,D1R1OBS_000373_0019,matched_existing_track,5.559966,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000373_BG_D1_R1_0127,373,BG_D1_R1_0127,D1R1OBS_000373_0001,matched_existing_track,6.481998,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000373_BG_D1_R1_0106,373,BG_D1_R1_0106,D1R1OBS_000373_0002,matched_existing_track,6.617513,6,6,1,1,static_background_supported,false,
BGASSOC_000373_BG_D1_R1_0122,373,BG_D1_R1_0122,D1R1OBS_000373_0006,matched_existing_track,7.950428,3,3,1,1,static_background_candidate,false,
BGASSOC_000373_BG_D1_R1_0118,373,BG_D1_R1_0118,D1R1OBS_000373_0018,matched_existing_track,8.284103,5,5,1,1,static_background_supported,false,
BGASSOC_000373_BG_D1_R1_0104,373,BG_D1_R1_0104,D1R1OBS_000373_0020,matched_existing_track,8.50762,4,4,1,1,static_background_candidate,false,
BGASSOC_000373_BG_D1_R1_0132,373,BG_D1_R1_0132,D1R1OBS_000373_0003,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000373_BG_D1_R1_0133,373,BG_D1_R1_0133,D1R1OBS_000373_0008,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000373_BG_D1_R1_0134,373,BG_D1_R1_0134,D1R1OBS_000373_0013,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000373_BG_D1_R1_0135,373,BG_D1_R1_0135,D1R1OBS_000373_0016,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000373_BG_D1_R1_0136,373,BG_D1_R1_0136,D1R1OBS_000373_0021,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000373_BG_D1_R1_0137,373,BG_D1_R1_0137,D1R1OBS_000373_0022,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000374_BG_D1_R1_0119,374,BG_D1_R1_0119,D1R1OBS_000374_0002,matched_existing_track,1.19038,4,4,1,1,static_background_candidate,false,
BGASSOC_000374_BG_D1_R1_0116,374,BG_D1_R1_0116,D1R1OBS_000374_0027,matched_existing_track,1.462037,5,5,1,1,static_background_supported,false,
BGASSOC_000374_BG_D1_R1_0115,374,BG_D1_R1_0115,D1R1OBS_000374_0026,matched_existing_track,1.970522,5,5,1,1,static_background_supported,false,
BGASSOC_000374_BG_D1_R1_0121,374,BG_D1_R1_0121,D1R1OBS_000374_0005,matched_existing_track,2.105735,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000374_BG_D1_R1_0129,374,BG_D1_R1_0129,D1R1OBS_000374_0009,matched_existing_track,2.584893,3,3,1,1,static_background_candidate,false,
BGASSOC_000374_BG_D1_R1_0112,374,BG_D1_R1_0112,D1R1OBS_000374_0015,matched_existing_track,2.62311,3,3,1,1,static_background_candidate,false,
BGASSOC_000374_BG_D1_R1_0128,374,BG_D1_R1_0128,D1R1OBS_000374_0008,matched_existing_track,3.534045,3,3,1,1,static_background_candidate,false,
BGASSOC_000374_BG_D1_R1_0132,374,BG_D1_R1_0132,D1R1OBS_000374_0006,matched_existing_track,5.475008,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000374_BG_D1_R1_0133,374,BG_D1_R1_0133,D1R1OBS_000374_0013,matched_existing_track,5.850186,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000374_BG_D1_R1_0088,374,BG_D1_R1_0088,D1R1OBS_000374_0014,matched_existing_track,5.912866,7,7,1,1,static_background_supported,false,
BGASSOC_000374_BG_D1_R1_0135,374,BG_D1_R1_0135,D1R1OBS_000374_0024,matched_existing_track,6.508544,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000374_BG_D1_R1_0126,374,BG_D1_R1_0126,D1R1OBS_000374_0025,matched_existing_track,8.004611,4,4,1,1,static_background_candidate,false,
BGASSOC_000374_BG_D1_R1_0111,374,BG_D1_R1_0111,D1R1OBS_000374_0028,matched_existing_track,8.549246,3,3,1,1,static_background_candidate,false,
BGASSOC_000374_BG_D1_R1_0137,374,BG_D1_R1_0137,D1R1OBS_000374_0032,matched_existing_track,9.030201,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000374_BG_D1_R1_0130,374,BG_D1_R1_0130,D1R1OBS_000374_0011,matched_existing_track,9.262664,3,3,1,1,static_background_candidate,false,
BGASSOC_000374_BG_D1_R1_0127,374,BG_D1_R1_0127,D1R1OBS_000374_0001,matched_existing_track,9.607878,3,3,1,1,static_background_candidate,false,
BGASSOC_000374_BG_D1_R1_0138,374,BG_D1_R1_0138,D1R1OBS_000374_0007,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000374_BG_D1_R1_0139,374,BG_D1_R1_0139,D1R1OBS_000374_0010,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000374_BG_D1_R1_0140,374,BG_D1_R1_0140,D1R1OBS_000374_0012,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000374_BG_D1_R1_0141,374,BG_D1_R1_0141,D1R1OBS_000374_0030,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000374_BG_D1_R1_0142,374,BG_D1_R1_0142,D1R1OBS_000374_0031,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000375_BG_D1_R1_0112,375,BG_D1_R1_0112,D1R1OBS_000375_0011,matched_existing_track,1.417214,4,4,1,1,static_background_candidate,false,
BGASSOC_000375_BG_D1_R1_0142,375,BG_D1_R1_0142,D1R1OBS_000375_0024,matched_existing_track,2.249915,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000375_BG_D1_R1_0137,375,BG_D1_R1_0137,D1R1OBS_000375_0026,matched_existing_track,2.738284,3,3,1,1,static_background_candidate,false,
BGASSOC_000375_BG_D1_R1_0129,375,BG_D1_R1_0129,D1R1OBS_000375_0006,matched_existing_track,3.998482,4,4,1,1,static_background_candidate,false,
BGASSOC_000375_BG_D1_R1_0115,375,BG_D1_R1_0115,D1R1OBS_000375_0021,matched_existing_track,4.90731,6,6,1,1,static_background_supported,false,
BGASSOC_000375_BG_D1_R1_0138,375,BG_D1_R1_0138,D1R1OBS_000375_0005,matched_existing_track,5.206022,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000375_BG_D1_R1_0140,375,BG_D1_R1_0140,D1R1OBS_000375_0009,matched_existing_track,5.699834,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000375_BG_D1_R1_0139,375,BG_D1_R1_0139,D1R1OBS_000375_0007,matched_existing_track,6.571577,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000375_BG_D1_R1_0116,375,BG_D1_R1_0116,D1R1OBS_000375_0023,matched_existing_track,6.983654,6,6,1,1,static_background_supported,false,
BGASSOC_000375_BG_D1_R1_0132,375,BG_D1_R1_0132,D1R1OBS_000375_0004,matched_existing_track,7.834081,3,3,1,1,static_background_candidate,false,
BGASSOC_000375_BG_D1_R1_0133,375,BG_D1_R1_0133,D1R1OBS_000375_0010,matched_existing_track,8.232889,3,3,1,1,static_background_candidate,false,
BGASSOC_000375_BG_D1_R1_0095,375,BG_D1_R1_0095,D1R1OBS_000375_0001,matched_existing_track,8.527538,5,5,1,1,static_background_supported,false,
BGASSOC_000375_BG_D1_R1_0119,375,BG_D1_R1_0119,D1R1OBS_000375_0003,matched_existing_track,9.769079,5,5,1,1,static_background_supported,false,
BGASSOC_000375_BG_D1_R1_0143,375,BG_D1_R1_0143,D1R1OBS_000375_0002,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000375_BG_D1_R1_0144,375,BG_D1_R1_0144,D1R1OBS_000375_0008,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000375_BG_D1_R1_0145,375,BG_D1_R1_0145,D1R1OBS_000375_0018,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000375_BG_D1_R1_0146,375,BG_D1_R1_0146,D1R1OBS_000375_0019,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000375_BG_D1_R1_0147,375,BG_D1_R1_0147,D1R1OBS_000375_0022,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000376_BG_D1_R1_0104,376,BG_D1_R1_0104,D1R1OBS_000376_0029,matched_existing_track,3.853394,5,5,1,1,static_background_supported,false,
BGASSOC_000376_BG_D1_R1_0119,376,BG_D1_R1_0119,D1R1OBS_000376_0004,matched_existing_track,4.711647,6,6,1,1,static_background_supported,false,
BGASSOC_000376_BG_D1_R1_0143,376,BG_D1_R1_0143,D1R1OBS_000376_0002,matched_existing_track,4.908503,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000376_BG_D1_R1_0139,376,BG_D1_R1_0139,D1R1OBS_000376_0007,matched_existing_track,5.190946,3,3,1,1,static_background_candidate,false,
BGASSOC_000376_BG_D1_R1_0144,376,BG_D1_R1_0144,D1R1OBS_000376_0009,matched_existing_track,6.327498,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000376_BG_D1_R1_0132,376,BG_D1_R1_0132,D1R1OBS_000376_0003,matched_existing_track,6.346089,4,4,1,1,static_background_candidate,false,
BGASSOC_000376_BG_D1_R1_0134,376,BG_D1_R1_0134,D1R1OBS_000376_0023,matched_existing_track,6.510066,2,2,1,1,background_recurrence_candidate,false,
