response_thread_id,scene,extraction_profile,start_sar_frame,end_sar_frame,duration_frames,component_count,branch_count,gap_count,azimuth_center_start,azimuth_center_end,radial_center_start,radial_center_end,azimuth_drift,radial_drift_px,mean_local_contrast,max_local_contrast,integrated_excess,shape_stability,temporal_continuity,static_clutter_likelihood,matched_control_available_ratio,mean_spatial_control_ratio,mean_temporal_control_ratio,dynamic_response_status,component_ids
WGV33D_THREAD_000950,GM_RM011,main,191,192,2,2,0,0,2.1846,4.0281,71.242,70,1.8435,-1.242,3.321777,3.521484,1273,0.833333,1,0.04765,1,1.407718,1.630131,transient_unlinked,WGV33D_MAIN_F0191_C007042;WGV33D_MAIN_F0192_C007087
WGV33D_THREAD_000951,GM_RM011,main,191,201,11,10,10,5,6.9579,14.1846,206,211.3793,7.2267,5.3793,3.156982,3.883789,30792.50032,0.764706,0.5,0.032779,1,1.468317,2.167498,dynamic_local_response_supported,WGV33D_MAIN_F0191_C007045;WGV33D_MAIN_F0193_C007138;WGV33D_MAIN_F0195_C007223;WGV33D_MAIN_F0197_C007310;WGV33D_MAIN_F0199_C007400;WGV33D_MAIN_F0199_C007401;WGV33D_MAIN_F0201_C007508;WGV33D_MAIN_F0199_C007399;WGV33D_MAIN_F0201_C007506;WGV33D_MAIN_F0199_C007397
WGV33D_THREAD_000952,GM_RM011,main,191,193,3,2,2,1,29.5839,31.5476,231.1677,234,1.9637,2.8323,5.973307,6.945312,6838.000076,1,0.5,0.008268,1,1.176457,2.047297,transient_unlinked,WGV33D_MAIN_F0191_C007048;WGV33D_MAIN_F0193_C007144
WGV33D_THREAD_000953,GM_RM011,main,191,191,1,1,1,0,45.9889,45.9889,246,246,0,0,4.095703,4.095703,2431.999908,1,0,0.027415,1,1.134,2.16025,transient_unlinked,WGV33D_MAIN_F0191_C007049
WGV33D_THREAD_000954,GM_RM011,main,192,192,1,1,0,0,-11.9697,-11.9697,83.8787,83.8787,0,0,2.705078,2.705078,742.5,1,0,0.024151,1,1.529208,1.561184,transient_unlinked,WGV33D_MAIN_F0192_C007076
WGV33D_THREAD_000955,GM_RM011,main,192,192,1,1,1,0,-9.0296,-9.0296,302,302,0,0,3.65918,3.65918,2922.999825,1,0,0.006527,1,1.361146,1.233766,transient_unlinked,WGV33D_MAIN_F0192_C007078
WGV33D_THREAD_000956,GM_RM011,main,192,192,1,1,1,0,-8.0289,-8.0289,318,318,0,0,6.582031,6.582031,3405.500031,1,0,0.009791,1,1.117325,1.320719,transient_unlinked,WGV33D_MAIN_F0192_C007079
WGV33D_THREAD_000957,GM_RM011,main,192,192,1,1,1,0,-6.5,-6.5,248.1286,248.1286,0,0,2.806641,2.806641,2287.999985,1,0,0.029373,1,1.550591,1.411903,transient_unlinked,WGV33D_MAIN_F0192_C007081
WGV33D_THREAD_000958,GM_RM011,main,192,192,1,1,1,0,-5.0336,-5.0336,270,270,0,0,3.169922,3.169922,2641.999969,1,0,0.024151,1,1.29491,1.252107,transient_unlinked,WGV33D_MAIN_F0192_C007082
WGV33D_THREAD_000959,GM_RM011,main,192,192,1,1,1,0,-4.5053,-4.5053,278,278,0,0,3.697917,3.697917,4018.5,1,0,0.031767,1,1.420935,1.337734,transient_unlinked,WGV33D_MAIN_F0192_C007083
WGV33D_THREAD_000960,GM_RM011,main,192,192,1,1,1,0,6.1758,6.1758,239.2326,239.2326,0,0,3.338542,3.338542,3128.000065,1,0,0.017842,1,0.94487,1.839847,transient_unlinked,WGV33D_MAIN_F0192_C007089
WGV33D_THREAD_000961,GM_RM011,main,192,192,1,1,1,0,15.7713,15.7713,188.7681,188.7681,0,0,2.864118,2.864118,8077.999939,1,0,0.106304,1,1.201591,1.988052,transient_unlinked,WGV33D_MAIN_F0192_C007092
WGV33D_THREAD_000962,GM_RM011,main,193,221,29,16,16,14,-44.9937,-19.1475,194,144.0449,25.8462,-49.9551,4.029444,6.261719,83675.500275,0.661892,0.5,0.021492,1,1.689485,1.992596,dynamic_local_response_supported,WGV33D_MAIN_F0193_C007122;WGV33D_MAIN_F0195_C007208;WGV33D_MAIN_F0197_C007292;WGV33D_MAIN_F0199_C007377;WGV33D_MAIN_F0201_C007483;WGV33D_MAIN_F0203_C007591;WGV33D_MAIN_F0205_C007711;WGV33D_MAIN_F0207_C007800;WGV33D_MAIN_F0209_C007907;WGV33D_MAIN_F0211_C008011;WGV33D_MAIN_F0211_C008014;WGV33D_MAIN_F0213_C008125;WGV33D_MAIN_F0215_C008242;WGV33D_MAIN_F0217_C008384;WGV33D_MAIN_F0219_C008499;WGV33D_MAIN_F0221_C008613
WGV33D_THREAD_000963,GM_RM011,main,193,193,1,1,1,0,-24.5109,-24.5109,242,242,0,0,2.486328,2.486328,3002.99995,1,0,0.006963,1,1.428551,1.071375,transient_unlinked,WGV33D_MAIN_F0193_C007126
WGV33D_THREAD_000964,GM_RM011,main,193,195,3,2,2,1,-24.9817,-23.1353,290,287.1514,1.8464,-2.8486,3.1097,3.436198,7687.499786,0.833333,0.5,0.011314,1,1.483181,1.467979,transient_unlinked,WGV33D_MAIN_F0193_C007127;WGV33D_MAIN_F0195_C007213
WGV33D_THREAD_000965,GM_RM011,main,193,193,1,1,1,0,-19.9773,-19.9773,242,242,0,0,3.05957,3.05957,2145.000015,1,0,0.013708,1,1.045261,0.904946,transient_unlinked,WGV33D_MAIN_F0193_C007128
WGV33D_THREAD_000966,GM_RM011,main,193,197,5,3,3,2,-17.9923,-19.0185,298,298,-1.0262,0,3.237467,3.599121,11663.000008,0.738796,0.5,0.016101,1,1.223604,1.242022,dynamic_local_response_supported,WGV33D_MAIN_F0193_C007129;WGV33D_MAIN_F0195_C007214;WGV33D_MAIN_F0197_C007296
WGV33D_THREAD_000967,GM_RM011,main,193,193,1,1,1,0,-9.5,-9.5,87.8717,87.8717,0,0,3.00293,3.00293,615.999969,1,0,0.048956,1,1.524203,1.409389,transient_unlinked,WGV33D_MAIN_F0193_C007130
WGV33D_THREAD_000968,GM_RM011,main,193,193,1,1,1,0,-8.0176,-8.0176,302,302,0,0,4.094727,4.094727,3120.999878,1,0,0.005222,1,1.492632,1.12918,transient_unlinked,WGV33D_MAIN_F0193_C007131
WGV33D_THREAD_000969,GM_RM011,main,194,196,3,2,2,1,-38.9899,-37.9698,330,326,1.0201,-4,3.781738,3.806641,5665.499642,1,0.5,0.010117,1,1.404191,1.542826,transient_unlinked,WGV33D_MAIN_F0194_C007167;WGV33D_MAIN_F0196_C007254
WGV33D_THREAD_000970,GM_RM011,main,194,194,1,1,1,0,-27.8901,-27.8901,262.7885,262.7885,0,0,2.668359,2.668359,5525.500061,1,0,0.009922,1,1.698334,1.129965,transient_unlinked,WGV33D_MAIN_F0194_C007170
WGV33D_THREAD_000971,GM_RM011,main,194,196,3,2,2,1,-23.6857,-22.0373,287.6682,286,1.6484,-1.6682,2.848633,2.978516,9898.49958,0.7,0.5,0.013969,1,1.368164,1.352163,transient_unlinked,WGV33D_MAIN_F0194_C007172;WGV33D_MAIN_F0196_C007257
WGV33D_THREAD_000972,GM_RM011,main,194,194,1,1,1,0,-18.4872,-18.4872,242,242,0,0,2.996745,2.996745,2853.000057,1,0,0.019147,1,1.06826,0.917858,transient_unlinked,WGV33D_MAIN_F0194_C007173
WGV33D_THREAD_000973,GM_RM011,main,194,194,1,1,1,0,-8.0203,-8.0203,170,170,0,0,5.078125,5.078125,1078.5,1,0,0.077676,1,1.61588,1.725048,transient_unlinked,WGV33D_MAIN_F0194_C007175
WGV33D_THREAD_000974,GM_RM011,main,194,194,1,1,1,0,4.4447,4.4447,84.8919,84.8919,0,0,2.74929,2.74929,3065.499989,1,0,0.029195,1,1.094074,1.458699,transient_unlinked,WGV33D_MAIN_F0194_C007178
WGV33D_THREAD_000975,GM_RM011,main,194,194,1,1,1,0,25.9548,25.9548,166,166,0,0,4.602539,4.602539,1751.000023,1,0,0.041775,1,1.228025,1.836976,transient_unlinked,WGV33D_MAIN_F0194_C007183
WGV33D_THREAD_000976,GM_RM011,main,195,195,1,1,1,0,-38.5,-38.5,327.9109,327.9109,0,0,3.613281,3.613281,2432.500008,1,0,0.011749,1,1.510445,1.434398,transient_unlinked,WGV33D_MAIN_F0195_C007210
WGV33D_THREAD_000977,GM_RM011,main,195,197,3,2,2,1,-26.5646,-25.5385,262,258,1.0261,-4,2.879883,2.953776,5826.500103,1,0.5,0.01436,1,1.655878,0.965396,transient_unlinked,WGV33D_MAIN_F0195_C007212;WGV33D_MAIN_F0197_C007295
WGV33D_THREAD_000978,GM_RM011,main,195,197,3,2,2,1,-8.9817,-7.0326,218,218,1.9491,0,2.950684,3.257812,2760.499985,1,0.5,0.016318,1,1.063454,1.310202,transient_unlinked,WGV33D_MAIN_F0195_C007215;WGV33D_MAIN_F0197_C007298
WGV33D_THREAD_000979,GM_RM011,main,195,195,1,1,0,0,-5.0455,-5.0455,86,86,0,0,3.538086,3.538086,482.500034,1,0,0.053525,1,1.648237,1.372093,transient_unlinked,WGV33D_MAIN_F0195_C007217
WGV33D_THREAD_000980,GM_RM011,main,195,195,1,1,0,0,-0.9411,-0.9411,66,66,0,0,3.585938,3.585938,338.5,1,0,0.042428,1,1.447314,1.508885,transient_unlinked,WGV33D_MAIN_F0195_C007219
WGV33D_THREAD_000981,GM_RM011,main,196,237,42,35,35,13,-42.8432,2.8777,187.2777,136.7474,45.7209,-50.5303,3.58242,6.608073,155172.999636,0.660238,0.682927,0.038702,1,1.709016,2.045073,dynamic_local_response_supported,WGV33D_MAIN_F0196_C007252;WGV33D_MAIN_F0198_C007336;WGV33D_MAIN_F0200_C007431;WGV33D_MAIN_F0202_C007538;WGV33D_MAIN_F0204_C007656;WGV33D_MAIN_F0206_C007758;WGV33D_MAIN_F0208_C007850;WGV33D_MAIN_F0210_C007953;WGV33D_MAIN_F0212_C008066;WGV33D_MAIN_F0214_C008183;WGV33D_MAIN_F0210_C007956;WGV33D_MAIN_F0216_C008318;WGV33D_MAIN_F0218_C008449;WGV33D_MAIN_F0220_C008557;WGV33D_MAIN_F0222_C008684;WGV33D_MAIN_F0224_C008798;WGV33D_MAIN_F0226_C008898;WGV33D_MAIN_F0228_C009022;WGV33D_MAIN_F0224_C008802;WGV33D_MAIN_F0230_C009147;WGV33D_MAIN_F0231_C009210;WGV33D_MAIN_F0228_C009026;WGV33D_MAIN_F0229_C009087;WGV33D_MAIN_F0233_C009324;WGV33D_MAIN_F0229_C009081;WGV33D_MAIN_F0230_C009153;WGV33D_MAIN_F0227_C008963;WGV33D_MAIN_F0235_C009437;WGV33D_MAIN_F0227_C008959;WGV33D_MAIN_F0232_C009260;WGV33D_MAIN_F0225_C008848;WGV33D_MAIN_F0237_C009550;WGV33D_MAIN_F0234_C009378;WGV33D_MAIN_F0223_C008743;WGV33D_MAIN_F0236_C009493
WGV33D_THREAD_000982,GM_RM011,main,196,196,1,1,1,0,-15.0164,-15.0164,254,254,0,0,2.643555,2.643555,1512.500126,1,0,0.016971,1,1.138411,1.157667,transient_unlinked,WGV33D_MAIN_F0196_C007258
WGV33D_THREAD_000983,GM_RM011,main,196,196,1,1,1,0,-7.9931,-7.9931,218,218,0,0,3.331055,3.331055,1270.999985,1,0,0.019582,1,1.089228,1.362233,transient_unlinked,WGV33D_MAIN_F0196_C007259
WGV33D_THREAD_000984,GM_RM011,main,196,196,1,1,1,0,-3.9806,-3.9806,222,222,0,0,3.046875,3.046875,1222.5,1,0,0.011749,1,1.184596,1.103015,transient_unlinked,WGV33D_MAIN_F0196_C007261
WGV33D_THREAD_000985,GM_RM011,main,196,200,5,3,3,2,-1.0159,1.9839,206,206,2.9998,0,3.926758,4.594727,5394.499893,1,0.5,0.015448,1,1.79243,1.686031,dynamic_local_response_supported,WGV33D_MAIN_F0196_C007262;WGV33D_MAIN_F0198_C007347;WGV33D_MAIN_F0200_C007447
WGV33D_THREAD_000986,GM_RM011,main,196,196,1,1,1,0,5.956,5.956,62,62,0,0,3.28125,3.28125,330.000015,1,0,0.057441,1,1.525197,1.379209,transient_unlinked,WGV33D_MAIN_F0196_C007267
WGV33D_THREAD_000987,GM_RM011,main,196,204,9,5,5,4,31.8466,32.5819,191.2127,204.5379,0.7353,13.3252,3.151758,3.411133,15979.500015,0.615912,0.5,0.049369,1,1.067554,1.742797,dynamic_local_response_mixed,WGV33D_MAIN_F0196_C007271;WGV33D_MAIN_F0198_C007356;WGV33D_MAIN_F0200_C007457;WGV33D_MAIN_F0202_C007563;WGV33D_MAIN_F0204_C007682
WGV33D_THREAD_000988,GM_RM011,main,196,196,1,1,0,0,42.0074,42.0074,230,230,0,0,2.869141,2.869141,1516.000076,1,0,0.03329,1,1.245267,1.873043,transient_unlinked,WGV33D_MAIN_F0196_C007272
WGV33D_THREAD_000989,GM_RM011,main,197,197,1,1,1,0,-12.9657,-12.9657,326,326,0,0,4.499023,4.499023,2397.999962,1,0,0.017624,1,1.210388,1.198184,transient_unlinked,WGV33D_MAIN_F0197_C007297
WGV33D_THREAD_000990,GM_RM011,main,197,197,1,1,1,0,-5.015,-5.015,170,170,0,0,3.454102,3.454102,788.500031,1,0,0.094648,1,1.308615,1.693719,transient_unlinked,WGV33D_MAIN_F0197_C007299
WGV33D_THREAD_000991,GM_RM011,main,197,197,1,1,1,0,-3.0143,-3.0143,222,222,0,0,2.945312,2.945312,1329,1,0,0.024151,1,1.196337,1.193609,transient_unlinked,WGV33D_MAIN_F0197_C007300
WGV33D_THREAD_000992,GM_RM011,main,197,202,6,7,7,0,-0.723,17.561,84.3847,75.1237,18.284,-9.261,3.047684,3.614909,10045.000106,0.757867,1,0.036338,1,1.323253,1.576181,dynamic_local_response_mixed,WGV33D_MAIN_F0197_C007301;WGV33D_MAIN_F0199_C007391;WGV33D_MAIN_F0201_C007504;WGV33D_MAIN_F0202_C007555;WGV33D_MAIN_F0200_C007451;WGV33D_MAIN_F0202_C007558;WGV33D_MAIN_F0198_C007350
WGV33D_THREAD_000993,GM_RM011,main,197,201,5,5,5,2,-0.0283,2.9394,206,206,2.9677,0,3.626953,4.918945,9202.999908,1,0.5,0.015144,1,1.691483,1.394725,dynamic_local_response_supported,WGV33D_MAIN_F0197_C007302;WGV33D_MAIN_F0199_C007390;WGV33D_MAIN_F0199_C007389;WGV33D_MAIN_F0201_C007501;WGV33D_MAIN_F0199_C007394
WGV33D_THREAD_000994,GM_RM011,main,197,197,1,1,1,0,7.0571,7.0571,74,74,0,0,3.303711,3.303711,697.000031,1,0,0.033943,1,1.31178,1.872314,transient_unlinked,WGV33D_MAIN_F0197_C007307
WGV33D_THREAD_000995,GM_RM011,main,197,208,12,15,15,2,8.8651,25.9309,63.2462,85.07,17.0658,21.8238,3.083798,3.622179,24893.999792,0.674456,0.818182,0.041826,1,1.166497,1.772183,dynamic_local_response_mixed,WGV33D_MAIN_F0197_C007308;WGV33D_MAIN_F0199_C007396;WGV33D_MAIN_F0201_C007509;WGV33D_MAIN_F0203_C007619;WGV33D_MAIN_F0202_C007560;WGV33D_MAIN_F0205_C007728;WGV33D_MAIN_F0204_C007680;WGV33D_MAIN_F0207_C007818;WGV33D_MAIN_F0203_C007621;WGV33D_MAIN_F0206_C007771;WGV33D_MAIN_F0206_C007773;WGV33D_MAIN_F0205_C007730;WGV33D_MAIN_F0205_C007731;WGV33D_MAIN_F0208_C007875;WGV33D_MAIN_F0207_C007820
WGV33D_THREAD_000996,GM_RM011,main,197,197,1,1,0,0,46.1518,46.1518,235.309,235.309,0,0,2.705078,2.705078,2440.500046,1,0,0.028285,1,1.218196,1.682431,transient_unlinked,WGV33D_MAIN_F0197_C007316
WGV33D_THREAD_000997,GM_RM011,main,198,198,1,1,1,0,-24.977,-24.977,258,258,0,0,3.329102,3.329102,4045.500072,1,0,0.015013,1,1.593807,1.054221,transient_unlinked,WGV33D_MAIN_F0198_C007340
WGV33D_THREAD_000998,GM_RM011,main,198,200,3,2,2,1,-24.4703,-20.9734,274,282,3.4969,8,2.978124,3.351562,10371.000275,0.7,0.5,0.015731,1,1.637252,1.588561,transient_unlinked,WGV33D_MAIN_F0198_C007341;WGV33D_MAIN_F0200_C007435
WGV33D_THREAD_000999,GM_RM011,main,198,202,5,3,3,2,-14.9865,-13.5274,294,290,1.4591,-4,3.523221,4.174805,11148.999862,0.831926,0.5,0.013055,1,1.182351,1.285087,dynamic_local_response_mixed,WGV33D_MAIN_F0198_C007342;WGV33D_MAIN_F0200_C007439;WGV33D_MAIN_F0202_C007546
WGV33D_THREAD_001000,GM_RM011,main,198,198,1,1,1,0,-4.0244,-4.0244,170,170,0,0,3.649414,3.649414,838.500092,1,0,0.086815,1,1.240927,1.611257,transient_unlinked,WGV33D_MAIN_F0198_C007343
WGV33D_THREAD_001001,GM_RM011,main,198,200,3,2,2,1,1.3399,5.1727,83.2567,83.339,3.8328,0.0823,2.880209,3.089193,2559.000031,0.75,0.5,0.02611,1,1.467782,1.613231,transient_unlinked,WGV33D_MAIN_F0198_C007346;WGV33D_MAIN_F0200_C007450
WGV33D_THREAD_001002,GM_RM011,main,198,204,7,5,5,3,5.4822,8.4566,240.628,242,2.9744,1.372,3.171712,3.345703,19481.500042,0.765174,0.5,0.019234,1,1.239236,1.334628,dynamic_local_response_supported,WGV33D_MAIN_F0198_C007349;WGV33D_MAIN_F0200_C007449;WGV33D_MAIN_F0202_C007553;WGV33D_MAIN_F0204_C007676;WGV33D_MAIN_F0204_C007674
WGV33D_THREAD_001003,GM_RM011,main,198,198,1,1,1,0,8.9829,8.9829,254,254,0,0,3.236328,3.236328,1668.500126,1,0,0.020235,1,1.402418,1.160365,transient_unlinked,WGV33D_MAIN_F0198_C007351
WGV33D_THREAD_001004,GM_RM011,main,199,199,1,1,1,0,-40.004,-40.004,102,102,0,0,3.571289,3.571289,932.000031,1,0,0.022193,1,1.109574,1.232898,transient_unlinked,WGV33D_MAIN_F0199_C007378
WGV33D_THREAD_001005,GM_RM011,main,199,199,1,1,1,0,-36.9789,-36.9789,110,110,0,0,3.011719,3.011719,1070.999977,1,0,0.02154,1,1.441439,1.575296,transient_unlinked,WGV33D_MAIN_F0199_C007379
WGV33D_THREAD_001006,GM_RM011,main,199,210,12,11,11,3,-29.956,-25.0109,282,276.1081,4.9451,-5.8919,3.399154,4.195312,47627.000154,0.741754,0.727273,0.012851,1,1.394106,1.223413,dynamic_local_response_supported,WGV33D_MAIN_F0199_C007381;WGV33D_MAIN_F0201_C007488;WGV33D_MAIN_F0201_C007487;WGV33D_MAIN_F0202_C007543;WGV33D_MAIN_F0203_C007598;WGV33D_MAIN_F0204_C007660;WGV33D_MAIN_F0205_C007715;WGV33D_MAIN_F0206_C007762;WGV33D_MAIN_F0208_C007855;WGV33D_MAIN_F0204_C007662;WGV33D_MAIN_F0210_C007958
WGV33D_THREAD_001007,GM_RM011,main,199,205,7,4,4,3,-21.0957,-16.6379,188.2799,180.7828,4.4578,-7.4971,3.985754,4.371745,15935.500281,0.853239,0.5,0.099142,1,1.473193,1.258522,dynamic_local_response_supported,WGV33D_MAIN_F0199_C007382;WGV33D_MAIN_F0201_C007491;WGV33D_MAIN_F0203_C007602;WGV33D_MAIN_F0205_C007718
WGV33D_THREAD_001008,GM_RM011,main,199,199,1,1,1,0,-21.0104,-21.0104,282,282,0,0,2.912109,2.912109,3746.500061,1,0,0.017624,1,1.561737,1.567266,transient_unlinked,WGV33D_MAIN_F0199_C007383
WGV33D_THREAD_001009,GM_RM011,main,199,199,1,1,1,0,-14.9707,-14.9707,238,238,0,0,2.788086,2.788086,2156.000015,1,0,0.02154,1,1.415441,1.069645,transient_unlinked,WGV33D_MAIN_F0199_C007384
WGV33D_THREAD_001010,GM_RM011,main,199,203,5,3,3,2,-14.0513,-12.5857,294,290,1.4656,-4,3.339714,3.554297,15323.000286,0.727714,0.5,0.014346,1,1.101933,1.228066,dynamic_local_response_mixed,WGV33D_MAIN_F0199_C007385;WGV33D_MAIN_F0201_C007494;WGV33D_MAIN_F0203_C007604
WGV33D_THREAD_001011,GM_RM011,main,199,199,1,1,0,0,-9.9716,-9.9716,534,534,0,0,8.216797,8.216797,5786.499741,1,0,0.005222,1,1.848318,2.078972,transient_unlinked,WGV33D_MAIN_F0199_C007386
WGV33D_THREAD_001012,GM_RM011,main,199,199,1,1,1,0,8.9858,8.9858,254,254,0,0,4.117188,4.117188,2239.500114,1,0,0.020235,1,1.413046,1.37976,transient_unlinked,WGV33D_MAIN_F0199_C007395
WGV33D_THREAD_001013,GM_RM011,main,199,199,1,1,0,0,21.483,21.483,76.0966,76.0966,0,0,2.751465,2.751465,979.999992,1,0,0.049935,1,1.211346,1.567592,transient_unlinked,WGV33D_MAIN_F0199_C007403
WGV33D_THREAD_001014,GM_RM011,main,200,204,5,3,3,2,-20.5061,-17.4818,186.7128,182.9378,3.0243,-3.775,3.710951,4.687988,10562.499817,0.810469,0.5,0.105595,1,1.547144,1.307429,dynamic_local_response_supported,WGV33D_MAIN_F0200_C007434;WGV33D_MAIN_F0202_C007544;WGV33D_MAIN_F0204_C007666
WGV33D_THREAD_001015,GM_RM011,main,200,200,1,1,0,0,-17.4897,-17.4897,118,118,0,0,5.141927,5.141927,1669.000011,1,0,0.024804,1,1.461905,1.578406,transient_unlinked,WGV33D_MAIN_F0200_C007436
WGV33D_THREAD_001016,GM_RM011,main,200,240,41,117,117,0,-18.0036,-0.8407,262,236.7796,17.1629,-25.2204,3.405444,6.53125,500724.501741,0.734753,1,0.019011,1,1.384051,1.524284,dynamic_local_response_mixed,WGV33D_MAIN_F0200_C007437;WGV33D_MAIN_F0202_C007545;WGV33D_MAIN_F0204_C007664;WGV33D_MAIN_F0204_C007667;WGV33D_MAIN_F0206_C007764;WGV33D_MAIN_F0206_C007765;WGV33D_MAIN_F0208_C007857;WGV33D_MAIN_F0204_C007663;WGV33D_MAIN_F0208_C007861;WGV33D_MAIN_F0208_C007858;WGV33D_MAIN_F0210_C007962;WGV33D_MAIN_F0206_C007766;WGV33D_MAIN_F0210_C007965;WGV33D_MAIN_F0210_C007963;WGV33D_MAIN_F0207_C007808;WGV33D_MAIN_F0212_C008070;WGV33D_MAIN_F0208_C007863;WGV33D_MAIN_F0212_C008075;WGV33D_MAIN_F0212_C008073;WGV33D_MAIN_F0205_C007721;WGV33D_MAIN_F0209_C007914;WGV33D_MAIN_F0209_C007916;WGV33D_MAIN_F0205_C007719;WGV33D_MAIN_F0214_C008189;WGV33D_MAIN_F0210_C007967;WGV33D_MAIN_F0214_C008190;WGV33D_MAIN_F0203_C007606;WGV33D_MAIN_F0207_C007811;WGV33D_MAIN_F0211_C008020;WGV33D_MAIN_F0211_C008021;WGV33D_MAIN_F0210_C007964;WGV33D_MAIN_F0203_C007603;WGV33D_MAIN_F0207_C007807;WGV33D_MAIN_F0212_C008077;WGV33D_MAIN_F0216_C008323;WGV33D_MAIN_F0216_C008326;WGV33D_MAIN_F0209_C007918;WGV33D_MAIN_F0208_C007860;WGV33D_MAIN_F0208_C007862;WGV33D_MAIN_F0209_C007917;WGV33D_MAIN_F0201_C007492;WGV33D_MAIN_F0208_C007859;WGV33D_MAIN_F0214_C008195;WGV33D_MAIN_F0215_C008249;WGV33D_MAIN_F0218_C008454;WGV33D_MAIN_F0218_C008458;WGV33D_MAIN_F0211_C008023;WGV33D_MAIN_F0207_C007810;WGV33D_MAIN_F0210_C007966;WGV33D_MAIN_F0211_C008022;WGV33D_MAIN_F0203_C007600;WGV33D_MAIN_F0207_C007809;WGV33D_MAIN_F0212_C008080;WGV33D_MAIN_F0216_C008334;WGV33D_MAIN_F0217_C008392;WGV33D_MAIN_F0217_C008390;WGV33D_MAIN_F0220_C008564;WGV33D_MAIN_F0220_C008568;WGV33D_MAIN_F0219_C008504;WGV33D_MAIN_F0213_C008133;WGV33D_MAIN_F0209_C007915;WGV33D_MAIN_F0212_C008076;WGV33D_MAIN_F0201_C007490;WGV33D_MAIN_F0218_C008460;WGV33D_MAIN_F0215_C008253;WGV33D_MAIN_F0215_C008247;WGV33D_MAIN_F0222_C008687;WGV33D_MAIN_F0221_C008620;WGV33D_MAIN_F0215_C008257;WGV33D_MAIN_F0203_C007601;WGV33D_MAIN_F0220_C008573;WGV33D_MAIN_F0220_C008567;WGV33D_MAIN_F0224_C008801;WGV33D_MAIN_F0223_C008744;WGV33D_MAIN_F0217_C008397;WGV33D_MAIN_F0222_C008698;WGV33D_MAIN_F0218_C008461;WGV33D_MAIN_F0218_C008457;WGV33D_MAIN_F0226_C008899;WGV33D_MAIN_F0225_C008850;WGV33D_MAIN_F0221_C008622;WGV33D_MAIN_F0219_C008514;WGV33D_MAIN_F0224_C008809;WGV33D_MAIN_F0228_C009025;WGV33D_MAIN_F0227_C008961;WGV33D_MAIN_F0223_C008747;WGV33D_MAIN_F0221_C008632;WGV33D_MAIN_F0230_C009150;WGV33D_MAIN_F0229_C009084;WGV33D_MAIN_F0225_C008853;WGV33D_MAIN_F0219_C008515;WGV33D_MAIN_F0223_C008755;WGV33D_MAIN_F0232_C009258;WGV33D_MAIN_F0231_C009209;WGV33D_MAIN_F0223_C008749;WGV33D_MAIN_F0227_C008966;WGV33D_MAIN_F0221_C008633;WGV33D_MAIN_F0234_C009374;WGV33D_MAIN_F0233_C009321;WGV33D_MAIN_F0223_C008756;WGV33D_MAIN_F0223_C008754;WGV33D_MAIN_F0219_C008513;WGV33D_MAIN_F0236_C009490;WGV33D_MAIN_F0235_C009434;WGV33D_MAIN_F0225_C008859;WGV33D_MAIN_F0221_C008630;WGV33D_MAIN_F0217_C008396;WGV33D_MAIN_F0238_C009600;WGV33D_MAIN_F0237_C009546;WGV33D_MAIN_F0227_C008973;WGV33D_MAIN_F0215_C008254;WGV33D_MAIN_F0240_C009715;WGV33D_MAIN_F0239_C009659;WGV33D_MAIN_F0229_C009093;WGV33D_MAIN_F0213_C008134;WGV33D_MAIN_F0231_C009215;WGV33D_MAIN_F0233_C009326
WGV33D_THREAD_001017,GM_RM011,main,200,200,1,1,1,0,-14.0022,-14.0022,238,238,0,0,3.145508,3.145508,2384.499969,1,0,0.01893,1,1.367843,1.163908,transient_unlinked,WGV33D_MAIN_F0200_C007438
WGV33D_THREAD_001018,GM_RM011,main,200,200,1,1,1,0,-13.0394,-13.0394,250,250,0,0,3.426758,3.426758,2799.999931,1,0,0.015013,1,1.395553,1.456535,transient_unlinked,WGV33D_MAIN_F0200_C007440
WGV33D_THREAD_001019,GM_RM011,main,200,200,1,1,1,0,-13.0125,-13.0125,274,274,0,0,3.052734,3.052734,2957.499939,1,0,0.017624,1,1.161601,1.337395,transient_unlinked,WGV33D_MAIN_F0200_C007441
WGV33D_THREAD_001020,GM_RM011,main,200,204,5,3,3,2,-13.0089,-9.5168,314,319.0426,3.4921,5.0426,3.4375,4.004883,12249.499436,0.738796,0.5,0.016645,1,1.148559,1.425188,dynamic_local_response_mixed,WGV33D_MAIN_F0200_C007442;WGV33D_MAIN_F0202_C007548;WGV33D_MAIN_F0204_C007669
WGV33D_THREAD_001021,GM_RM011,main,200,200,1,1,1,0,-9.9646,-9.9646,230,230,0,0,3.019531,3.019531,2026.999947,1,0,0.011749,1,1.418701,1.121598,transient_unlinked,WGV33D_MAIN_F0200_C007443
WGV33D_THREAD_001022,GM_RM011,main,200,204,5,3,3,2,-2.973,-0.5,254,252.2509,2.473,-1.7491,3.366211,3.739258,8293.499939,1,0.5,0.018059,1,1.243474,1.534919,dynamic_local_response_supported,WGV33D_MAIN_F0200_C007445;WGV33D_MAIN_F0202_C007550;WGV33D_MAIN_F0204_C007671
WGV33D_THREAD_001023,GM_RM011,main,200,200,1,1,1,0,13.9604,13.9604,210,210,0,0,4.073242,4.073242,3165.000076,1,0,0.008486,1,1.498993,3.037942,transient_unlinked,WGV33D_MAIN_F0200_C007453
