sample_id,sample_kind,source_pair_id,physical_vehicle_id,frame,local_bbox,recovered_center_x,recovered_center_y,recovered_width,recovered_height,recovered_depth,recovery_mode,previous_anchor_frame,next_anchor_frame,recovery_confidence,visible_boundary_consistency,recovery_blocked_reason
R1_SIM_0117,simulated_truncation,WGV35A_PAIR_0142,PV_GM17_DARK_FOLLOW,179,"164.258,310.422,343.952,364.048",254.105,343.938,179.694,67.032,10.747393,synthetic_complete_state_known,179,179,1,synthetic_full_state,
R1_SIM_0118,simulated_truncation,WGV35A_PAIR_0142,PV_GM17_DARK_FOLLOW,179,"164.258,310.422,343.952,350.641",254.105,343.938,179.694,67.032,10.747393,synthetic_complete_state_known,179,179,1,synthetic_full_state,
R1_SIM_0119,simulated_truncation,WGV35A_PAIR_0142,PV_GM17_DARK_FOLLOW,179,"254.105,310.422,343.952,377.454",254.105,343.938,179.694,67.032,10.747393,synthetic_complete_state_known,179,179,1,synthetic_full_state,
R1_SIM_0120,simulated_truncation,WGV35A_PAIR_0142,PV_GM17_DARK_FOLLOW,179,"164.258,310.422,254.105,377.454",254.105,343.938,179.694,67.032,10.747393,synthetic_complete_state_known,179,179,1,synthetic_full_state,
R1_NAT_0001,natural_truncation,WGV35A_PAIR_0003,PV_GM17_WHITE_SUV,151,"0.049,309.587,51.328,351.758",,,,,,blocked,,163,0,not_checked,insufficient_complete_anchors
R1_NAT_0002,natural_truncation,WGV35A_PAIR_0006,PV_GM17_WHITE_SUV,152,"2.727,300,70.909,360",,,,,,blocked,,163,0,not_checked,insufficient_complete_anchors
R1_NAT_0003,natural_truncation,WGV35A_PAIR_0007,PV_GM17_WHITE_SUV,153,"0.148,307.79,84.859,371.663",,,,,,blocked,,163,0,not_checked,insufficient_complete_anchors
R1_NAT_0004,natural_truncation,WGV35A_PAIR_0010,PV_GM17_WHITE_SUV,154,"2.727,302.727,106.364,392.727",,,,,,blocked,,163,0,not_checked,insufficient_complete_anchors
R1_NAT_0005,natural_truncation,WGV35A_PAIR_0012,PV_GM17_WHITE_SUV,155,"2.727,302.727,128.182,395.455",,,,,,blocked,,163,0,not_checked,insufficient_complete_anchors
R1_NAT_0006,natural_truncation,WGV35A_PAIR_0014,PV_GM17_WHITE_SUV,156,"0.399,309.137,140.543,393.917",,,,,,blocked,,163,0,not_checked,insufficient_complete_anchors
R1_NAT_0007,natural_truncation,WGV35A_PAIR_0016,PV_GM17_WHITE_SUV,157,"0.719,306.865,155.35,393.349",,,,,,blocked,,163,0,not_checked,insufficient_complete_anchors
R1_NAT_0008,natural_truncation,WGV35A_PAIR_0021,PV_GM17_WHITE_SUV,159,"0.433,306.645,187.548,394.793",94.389,350.724,188.778,93.312,10.967053,backward_limited_constant_velocity,,163,0.43,consistent,
R1_NAT_0009,natural_truncation,WGV35A_PAIR_0023,PV_GM17_WHITE_SUV,159,"0.432,306.645,187.541,394.797",94.389,350.724,188.778,93.312,10.967053,backward_limited_constant_velocity,,163,0.43,consistent,
R1_NAT_0010,natural_truncation,WGV35A_PAIR_0025,PV_GM17_WHITE_SUV,160,"0.405,305.552,204.803,398.045",102.7665,349.858,205.533,93.312,10.967053,backward_limited_constant_velocity,,163,0.51,consistent,
R1_NAT_0011,natural_truncation,WGV35A_PAIR_0027,PV_GM17_WHITE_SUV,160,"0.403,305.552,204.8,398.046",102.7665,349.858,205.533,93.312,10.967053,backward_limited_constant_velocity,,163,0.51,consistent,
R1_NAT_0012,natural_truncation,WGV35A_PAIR_0030,PV_GM17_WHITE_SUV,161,"3.855,304.587,223.586,396.335",113.073,348.992,218.43,93.312,10.967053,backward_limited_constant_velocity,,163,0.59,consistent,
R1_NAT_0013,natural_truncation,WGV35A_PAIR_0033,PV_GM17_WHITE_SUV,161,"3.851,304.582,223.582,396.33",113.073,348.992,218.43,93.312,10.967053,backward_limited_constant_velocity,,163,0.59,consistent,
R1_NAT_0014,natural_truncation,WGV35A_PAIR_0035,PV_GM17_WHITE_SUV,162,"20.845,302.32,238.813,393.934",129.828,348.126,218.43,93.312,10.967053,backward_limited_constant_velocity,,163,0.67,consistent,
R1_NAT_0015,natural_truncation,WGV35A_PAIR_0038,PV_GM17_WHITE_SUV,162,"20.844,302.322,238.811,393.931",129.828,348.126,218.43,93.312,10.967053,backward_limited_constant_velocity,,163,0.67,consistent,
R1_NAT_0016,natural_truncation,WGV35A_PAIR_0037,PV_GM17_DARK_FOLLOW,162,"0.048,327.012,65.745,379.209",,,,,,blocked,,170,0,not_checked,insufficient_complete_anchors
R1_NAT_0017,natural_truncation,WGV35A_PAIR_0040,PV_GM17_DARK_FOLLOW,162,"0.047,327.006,65.758,379.2",,,,,,blocked,,170,0,not_checked,insufficient_complete_anchors
R1_NAT_0018,natural_truncation,WGV35A_PAIR_0043,PV_GM17_DARK_FOLLOW,163,"0.109,325.437,85.618,379.282",,,,,,blocked,,170,0,not_checked,insufficient_complete_anchors
R1_NAT_0019,natural_truncation,WGV35A_PAIR_0049,PV_GM17_DARK_FOLLOW,164,"0.199,325.276,101.922,382.249",,,,,,blocked,,170,0,not_checked,insufficient_complete_anchors
R1_NAT_0020,natural_truncation,WGV35A_PAIR_0055,PV_GM17_DARK_FOLLOW,165,"0.268,324.581,114.477,381.778",59.378,351.7785,118.756,63.619,11.954849,backward_limited_constant_velocity,,170,0.35,consistent,
R1_NAT_0021,natural_truncation,WGV35A_PAIR_0061,PV_GM17_DARK_FOLLOW,166,"1.128,323.037,133.194,383.722",66.836,351.4275,133.672,63.619,11.954849,backward_limited_constant_velocity,,170,0.43,consistent,
R1_NAT_0022,natural_truncation,WGV35A_PAIR_0064,PV_GM17_DARK_FOLLOW,166,"1.129,323.037,133.195,383.72",66.836,351.4275,133.672,63.619,11.954849,backward_limited_constant_velocity,,170,0.43,consistent,
R1_NAT_0023,natural_truncation,WGV35A_PAIR_0081,PV_GM17_DARK_FOLLOW,169,"11.603,318.484,177.491,382.259",94.5425,350.3745,167.755,63.619,11.954849,backward_limited_constant_velocity,,170,0.67,consistent,
R1_NAT_0024,natural_truncation,WGV35A_PAIR_0084,PV_GM17_DARK_FOLLOW,169,"11.602,318.485,177.483,382.264",94.5425,350.3745,167.755,63.619,11.954849,backward_limited_constant_velocity,,170,0.67,consistent,
R1_NAT_0025,natural_truncation,WGV35A_PAIR_0173,PV_GM17_DARK_LEAD_CANDIDATE,184,"751.019,318.657,799.622,374.945",,,,,,blocked,,,0,not_checked,insufficient_complete_anchors
R1_NAT_0026,natural_truncation,WGV35A_PAIR_0176,PV_GM17_DARK_LEAD_CANDIDATE,184,"751.022,318.659,799.622,374.943",,,,,,blocked,,,0,not_checked,insufficient_complete_anchors
R1_NAT_0027,natural_truncation,WGV35A_PAIR_0188,PV_GM17_WHITE_SUV,187,"490.909,278.182,777.273,390",605.5445,330.6635,256.035,105.613,8.934863,forward_limited_constant_velocity,186,,0.67,consistent,
R1_NAT_0028,natural_truncation,WGV35A_PAIR_0189,PV_GM17_WHITE_SUV,188,"522.992,276.309,785.121,383.55",653.7455,330.14,259.083,106.19,9.141234,forward_limited_constant_velocity,187,,0.67,consistent,
R1_NAT_0029,natural_truncation,WGV35A_PAIR_0192,PV_GM17_WHITE_SUV,188,"510,280.909,780,381.818",653.7455,330.14,259.083,106.19,9.141234,forward_limited_constant_velocity,187,,0.67,consistent,
R1_NAT_0030,natural_truncation,WGV35A_PAIR_0193,PV_GM17_WHITE_SUV,189,"543.638,274.977,799.633,380.533",673.6525,329.876,250.695,106.19,9.141234,forward_limited_constant_velocity,187,,0.59,consistent,
R1_NAT_0031,natural_truncation,WGV35A_PAIR_0195,PV_GM17_WHITE_SUV,189,"543.632,274.977,799.633,380.531",673.6525,329.876,250.695,106.19,9.141234,forward_limited_constant_velocity,187,,0.59,consistent,
R1_NAT_0032,natural_truncation,WGV35A_PAIR_0197,PV_GM17_DARK_FOLLOW,206,"630.831,289.28,799.705,365.208",,,,,,blocked,189,,0,not_checked,insufficient_complete_anchors
R1_NAT_0033,natural_truncation,WGV35A_PAIR_0198,PV_GM17_DARK_FOLLOW,210,"703.057,291.278,799.669,361.804",,,,,,blocked,189,,0,not_checked,insufficient_complete_anchors
R1_NAT_0034,natural_truncation,WGV35A_PAIR_0199,PV_GM17_DARK_LEAD_CANDIDATE,212,"741.67,306.82,799.554,355.96",,,,,,blocked,,,0,not_checked,insufficient_complete_anchors
