sar_prior_evidence_id,source_report,source_csv,scene,sar_gt_id,sar_frame,optical_frame_if_known,pool_type,evidence_category,atom_part_shell_level,dominant_energy_pattern,vehicle_morphology_supported,temporal_continuity_status,cluster_stability,background_or_nonvehicle_risk,gt_quality_label,support_failure_type,provenance_label,usable_for_wgv15,forbidden_use,notes
WGV15C_SARPRI_0030,reports/oty2/oty2_gated_association_scatter_cluster_report_20260703_095159.md,reports/oty2/oty2_scatter_cluster_structure_probe_20260703_095159.csv,GM_RM019,not_available_in_source,27-290,13-139,paired_optical_object_sar_gt,vehicle_like_scatter,scatter_cluster_structure_probe,azimuth_spread_cluster=21;range_spread_cluster=4;diffuse_clutter=1,posthoc_compatible_with_vehicle_footprint=23;posthoc_near_gt_but_scatter_extent_large=3,stable_cluster_tube=17;diffuse_or_unstable_cluster_tube=6;jumping_peak=3,associated_posthoc_weak=26,medium_posthoc_only,not_available_in_source,range_uncertainty_gate:range_band_compact_posthoc=23;range_too_broad_for_strong_association=3,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate=26,posthoc_mechanism_evidence_only; pre_sar_prioritization_or_protocol_design_only,no SAR-ready annotations; no final box creation; no GT box creation; no revised annotation; no selector/ranking output; no runtime prediction artifact; no SAR identity confirmation from inherited or optical evidence,26 support-mode-expanded rows; status=associated_posthoc_weak; row expansion does not create new samples.
WGV15C_SARPRI_0031,reports/oty2/oty2_gated_association_scatter_cluster_report_20260703_095159.md,reports/oty2/oty2_scatter_cluster_structure_probe_20260703_095159.csv,GM_RM019,not_available_in_source,27-317,13-152,paired_optical_object_sar_gt,unknown_or_insufficient_evidence,scatter_cluster_structure_probe,azimuth_spread_cluster=9;multi_peak_nearby_cluster=4;range_spread_cluster=3,posthoc_compatible_with_vehicle_footprint=13;posthoc_near_gt_but_scatter_extent_large=3,stable_cluster_tube=12;insufficient_temporal_samples=4,optical_support_present_but_sar_ambiguous=16,medium_to_high,not_available_in_source,range_uncertainty_gate:range_band_compact_posthoc=13;range_too_broad_for_strong_association=3,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate=16,posthoc_mechanism_evidence_only; pre_sar_prioritization_or_protocol_design_only,no SAR-ready annotations; no final box creation; no GT box creation; no revised annotation; no selector/ranking output; no runtime prediction artifact; no SAR identity confirmation from inherited or optical evidence,16 support-mode-expanded rows; status=optical_support_present_but_sar_ambiguous; row expansion does not create new samples.
WGV15C_SARPRI_0032,reports/oty2/oty2_gated_association_scatter_cluster_report_20260703_095159.md,reports/oty2/oty2_scatter_cluster_structure_probe_20260703_095159.csv,GM_RM019,not_available_in_source,315-317,151-152,paired_optical_object_sar_gt,competitor_or_multi_target_signal,scatter_cluster_structure_probe,diffuse_clutter=2,posthoc_not_compatible_with_gt_footprint=2,stable_cluster_tube=2,rejected_for_peak_competition=2,medium_to_high,not_available_in_source,range_uncertainty_gate:range_band_compact_posthoc=2,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate=2,posthoc_mechanism_evidence_only; pre_sar_prioritization_or_protocol_design_only,no SAR-ready annotations; no final box creation; no GT box creation; no revised annotation; no selector/ranking output; no runtime prediction artifact; no SAR identity confirmation from inherited or optical evidence,2 support-mode-expanded rows; status=rejected_for_peak_competition; row expansion does not create new samples.
WGV15C_SARPRI_0033,reports/oty2/oty2_gated_association_scatter_cluster_report_20260703_095159.md,reports/oty2/oty2_scatter_cluster_structure_probe_20260703_095159.csv,GM_RM019,not_available_in_source,27-290,13-139,paired_optical_object_sar_gt,temporal_continuity,scatter_cluster_structure_probe,range_spread_cluster=11;diffuse_clutter=6,posthoc_near_gt_but_scatter_extent_large=7;posthoc_not_compatible_with_gt_footprint=6;posthoc_compatible_with_vehicle_footprint=4,diffuse_or_unstable_cluster_tube=10;jumping_peak=7,rejected_for_temporal_instability=17,medium_to_high,not_available_in_source,range_uncertainty_gate:range_band_compact_posthoc=10;range_too_broad_for_strong_association=7,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate=17,posthoc_mechanism_evidence_only; pre_sar_prioritization_or_protocol_design_only,no SAR-ready annotations; no final box creation; no GT box creation; no revised annotation; no selector/ranking output; no runtime prediction artifact; no SAR identity confirmation from inherited or optical evidence,17 support-mode-expanded rows; status=rejected_for_temporal_instability; row expansion does not create new samples.
WGV15C_SARPRI_0034,reports/oty2/oty2_gated_association_scatter_cluster_report_20260703_095159.md,reports/oty2/oty2_scatter_cluster_structure_probe_20260703_095159.csv,GM_RM019,not_available_in_source,0-8,0-4,paired_optical_object_sar_gt,unknown_or_insufficient_evidence,scatter_cluster_structure_probe,diffuse_clutter=2;azimuth_spread_cluster=2,posthoc_not_compatible_with_gt_footprint=2;posthoc_compatible_with_vehicle_footprint=2,diffuse_or_unstable_cluster_tube=2;stable_cluster_tube=2,review_required=4,medium_to_high,not_available_in_source,range_uncertainty_gate:range_band_compact_posthoc=4,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate=4,posthoc_mechanism_evidence_only; pre_sar_prioritization_or_protocol_design_only,no SAR-ready annotations; no final box creation; no GT box creation; no revised annotation; no selector/ranking output; no runtime prediction artifact; no SAR identity confirmation from inherited or optical evidence,4 support-mode-expanded rows; status=review_required; row expansion does not create new samples.
WGV15C_SARPRI_0035,reports/oty2/oty2_gated_association_scatter_cluster_report_20260703_095159.md,reports/oty2/oty2_scatter_cluster_structure_probe_20260703_095159.csv,GM_RM019,not_available_in_source,0-8,0-4,paired_optical_object_sar_gt,competitor_or_multi_target_signal,scatter_cluster_structure_probe,azimuth_spread_cluster=4;range_spread_cluster=3;diffuse_clutter=1,posthoc_compatible_with_vehicle_footprint=5;posthoc_near_gt_but_scatter_extent_large=3,diffuse_or_unstable_cluster_tube=4;stable_cluster_tube=4,sar_structure_present_but_optical_ambiguous=8,competitor_or_mapping_risk,not_available_in_source,range_uncertainty_gate:range_band_compact_posthoc=5;range_too_broad_for_strong_association=3,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate=8,posthoc_mechanism_evidence_only; pre_sar_prioritization_or_protocol_design_only,no SAR-ready annotations; no final box creation; no GT box creation; no revised annotation; no selector/ranking output; no runtime prediction artifact; no SAR identity confirmation from inherited or optical evidence,8 support-mode-expanded rows; status=sar_structure_present_but_optical_ambiguous; row expansion does not create new samples.
WGV15C_SARPRI_0036,reports/oty2/oty2_gated_association_scatter_cluster_report_20260703_095159.md,reports/oty2/oty2_temporal_cluster_association_probe_20260703_095159.csv,GM_RM017,not_available_in_source,446,not_available_in_source,detection_dropout_temporal_continuation,unknown_or_insufficient_evidence,temporal_cluster_tube,range_spread_cluster=1=1;azimuth_spread_cluster=1=1,not_direct_morphology_source,insufficient_samples,insufficient_temporal_samples,high_due_insufficient_samples,not_available_in_source,not_evaluated_in_this_source,runtime_safe_temporal_evidence;SAR_temporal_observation;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate=2,posthoc_mechanism_evidence_only; pre_sar_prioritization_or_protocol_design_only,no SAR-ready annotations; no final box creation; no GT box creation; no revised annotation; no selector/ranking output; no runtime prediction artifact; no SAR identity confirmation from inherited or optical evidence,2 temporal tube rows; sar_frame_span_mix=446-446=2.
WGV15C_SARPRI_0037,reports/oty2/oty2_gated_association_scatter_cluster_report_20260703_095159.md,reports/oty2/oty2_temporal_cluster_association_probe_20260703_095159.csv,GM_RM017,not_available_in_source,310-386,not_available_in_source,detection_dropout_temporal_continuation,temporal_continuity,temporal_cluster_tube,azimuth_spread_cluster=3;range_spread_cluster=2=1,not_direct_morphology_source,contradicted_or_ambiguous_posthoc,jumping_peak,high_temporal_instability,not_available_in_source,not_evaluated_in_this_source,runtime_safe_temporal_evidence;SAR_temporal_observation;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate=1,posthoc_mechanism_evidence_only; pre_sar_prioritization_or_protocol_design_only,no SAR-ready annotations; no final box creation; no GT box creation; no revised annotation; no selector/ranking output; no runtime prediction artifact; no SAR identity confirmation from inherited or optical evidence,1 temporal tube rows; sar_frame_span_mix=310-386=1.
WGV15C_SARPRI_0038,reports/oty2/oty2_gated_association_scatter_cluster_report_20260703_095159.md,reports/oty2/oty2_temporal_cluster_association_probe_20260703_095159.csv,GM_RM017,not_available_in_source,310-386,not_available_in_source,detection_dropout_temporal_continuation,temporal_continuity,temporal_cluster_tube,azimuth_spread_cluster=4;weak_no_structure=1=1,not_direct_morphology_source,supported_posthoc,stable_cluster_tube,medium_posthoc_only,not_available_in_source,not_evaluated_in_this_source,runtime_safe_temporal_evidence;SAR_temporal_observation;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate=1,posthoc_mechanism_evidence_only; pre_sar_prioritization_or_protocol_design_only,no SAR-ready annotations; no final box creation; no GT box creation; no revised annotation; no selector/ranking output; no runtime prediction artifact; no SAR identity confirmation from inherited or optical evidence,1 temporal tube rows; sar_frame_span_mix=310-386=1.
WGV15C_SARPRI_0039,reports/oty2/oty2_gated_association_scatter_cluster_report_20260703_095159.md,reports/oty2/oty2_temporal_cluster_association_probe_20260703_095159.csv,GM_RM017,not_available_in_source,315-442,not_available_in_source,paired_optical_object_sar_gt,temporal_continuity,temporal_cluster_tube,diffuse_clutter=52;azimuth_spread_cluster=15;weak_no_structure=8=1;diffuse_clutter=43;weak_no_structure=9;azimuth_spread_cluster=8=1;azimuth_spread_cluster=2;compact_cluster=1=1,not_direct_morphology_source,contradicted_or_ambiguous_posthoc,diffuse_or_unstable_cluster_tube,high_temporal_instability,not_available_in_source,not_evaluated_in_this_source,runtime_safe_temporal_evidence;SAR_temporal_observation;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate=3,posthoc_mechanism_evidence_only; pre_sar_prioritization_or_protocol_design_only,no SAR-ready annotations; no final box creation; no GT box creation; no revised annotation; no selector/ranking output; no runtime prediction artifact; no SAR identity confirmation from inherited or optical evidence,3 temporal tube rows; sar_frame_span_mix=315-394=1;337-438=1;383-442=1.
WGV15C_SARPRI_0040,reports/oty2/oty2_gated_association_scatter_cluster_report_20260703_095159.md,reports/oty2/oty2_temporal_cluster_association_probe_20260703_095159.csv,GM_RM017,not_available_in_source,302-380,not_available_in_source,paired_optical_object_sar_gt,temporal_continuity,temporal_cluster_tube,diffuse_clutter=37;azimuth_spread_cluster=18;weak_no_structure=6=1,not_direct_morphology_source,contradicted_or_ambiguous_posthoc,jumping_peak,high_temporal_instability,not_available_in_source,not_evaluated_in_this_source,runtime_safe_temporal_evidence;SAR_temporal_observation;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate=1,posthoc_mechanism_evidence_only; pre_sar_prioritization_or_protocol_design_only,no SAR-ready annotations; no final box creation; no GT box creation; no revised annotation; no selector/ranking output; no runtime prediction artifact; no SAR identity confirmation from inherited or optical evidence,1 temporal tube rows; sar_frame_span_mix=302-380=1.
WGV15C_SARPRI_0041,reports/oty2/oty2_gated_association_scatter_cluster_report_20260703_095159.md,reports/oty2/oty2_temporal_cluster_association_probe_20260703_095159.csv,GM_RM017,not_available_in_source,302-442,not_available_in_source,paired_optical_object_sar_gt,temporal_continuity,temporal_cluster_tube,compact_cluster=2;azimuth_spread_cluster=1=3;weak_no_structure=3=1;azimuth_spread_cluster=46=1;azimuth_spread_cluster=43=1;azimuth_spread_cluster=48;multi_peak_nearby_cluster=7;diffuse_clutter=5;range_spread_cluster=1=1,not_direct_morphology_source,supported_posthoc,stable_cluster_tube,medium_posthoc_only,not_available_in_source,not_evaluated_in_this_source,runtime_safe_temporal_evidence;SAR_temporal_observation;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate=15,posthoc_mechanism_evidence_only; pre_sar_prioritization_or_protocol_design_only,no SAR-ready annotations; no final box creation; no GT box creation; no revised annotation; no selector/ranking output; no runtime prediction artifact; no SAR identity confirmation from inherited or optical evidence,15 temporal tube rows; sar_frame_span_mix=383-442=4;302-380=3;315-394=3;337-438=3.
WGV15C_SARPRI_0042,reports/oty2/oty2_gated_association_scatter_cluster_report_20260703_095159.md,reports/oty2/oty2_temporal_cluster_association_probe_20260703_095159.csv,GM_RM019,not_available_in_source,202-350,not_available_in_source,detection_dropout_temporal_continuation,unknown_or_insufficient_evidence,temporal_cluster_tube,range_spread_cluster=1=2;weak_no_structure=1=1;azimuth_spread_cluster=1=1,not_direct_morphology_source,insufficient_samples,insufficient_temporal_samples,high_due_insufficient_samples,not_available_in_source,not_evaluated_in_this_source,runtime_safe_temporal_evidence;SAR_temporal_observation;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate=4,posthoc_mechanism_evidence_only; pre_sar_prioritization_or_protocol_design_only,no SAR-ready annotations; no final box creation; no GT box creation; no revised annotation; no selector/ranking output; no runtime prediction artifact; no SAR identity confirmation from inherited or optical evidence,4 temporal tube rows; sar_frame_span_mix=202-202=2;350-350=2.
WGV15C_SARPRI_0043,reports/oty2/oty2_gated_association_scatter_cluster_report_20260703_095159.md,reports/oty2/oty2_temporal_cluster_association_probe_20260703_095159.csv,GM_RM019,not_available_in_source,8-354,not_available_in_source,detection_dropout_temporal_continuation,temporal_continuity,temporal_cluster_tube,azimuth_spread_cluster=1;range_spread_cluster=1=1;range_spread_cluster=2=1,not_direct_morphology_source,contradicted_or_ambiguous_posthoc,jumping_peak,high_temporal_instability,not_available_in_source,not_evaluated_in_this_source,runtime_safe_temporal_evidence;SAR_temporal_observation;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate=2,posthoc_mechanism_evidence_only; pre_sar_prioritization_or_protocol_design_only,no SAR-ready annotations; no final box creation; no GT box creation; no revised annotation; no selector/ranking output; no runtime prediction artifact; no SAR identity confirmation from inherited or optical evidence,2 temporal tube rows; sar_frame_span_mix=8-88=1;306-354=1.
WGV15C_SARPRI_0044,reports/oty2/oty2_gated_association_scatter_cluster_report_20260703_095159.md,reports/oty2/oty2_temporal_cluster_association_probe_20260703_095159.csv,GM_RM019,not_available_in_source,8-354,not_available_in_source,detection_dropout_temporal_continuation,temporal_continuity,temporal_cluster_tube,azimuth_spread_cluster=2=2,not_direct_morphology_source,supported_posthoc,stable_cluster_tube,medium_posthoc_only,not_available_in_source,not_evaluated_in_this_source,runtime_safe_temporal_evidence;SAR_temporal_observation;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate=2,posthoc_mechanism_evidence_only; pre_sar_prioritization_or_protocol_design_only,no SAR-ready annotations; no final box creation; no GT box creation; no revised annotation; no selector/ranking output; no runtime prediction artifact; no SAR identity confirmation from inherited or optical evidence,2 temporal tube rows; sar_frame_span_mix=8-88=1;306-354=1.
WGV15C_SARPRI_0045,reports/oty2/oty2_gated_association_scatter_cluster_report_20260703_095159.md,reports/oty2/oty2_temporal_cluster_association_probe_20260703_095159.csv,GM_RM019,not_available_in_source,0-290,not_available_in_source,paired_optical_object_sar_gt,temporal_continuity,temporal_cluster_tube,range_spread_cluster=3=1;azimuth_spread_cluster=5;diffuse_clutter=1=1;diffuse_clutter=3=1;diffuse_clutter=3;range_spread_cluster=1=1;range_spread_cluster=3;diffuse_clutter=3=1,not_direct_morphology_source,contradicted_or_ambiguous_posthoc,diffuse_or_unstable_cluster_tube,high_temporal_instability,not_available_in_source,not_evaluated_in_this_source,runtime_safe_temporal_evidence;SAR_temporal_observation;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate=5,posthoc_mechanism_evidence_only; pre_sar_prioritization_or_protocol_design_only,no SAR-ready annotations; no final box creation; no GT box creation; no revised annotation; no selector/ranking output; no runtime prediction artifact; no SAR identity confirmation from inherited or optical evidence,5 temporal tube rows; sar_frame_span_mix=0-8=2;212-290=2;27-81=1.
WGV15C_SARPRI_0046,reports/oty2/oty2_gated_association_scatter_cluster_report_20260703_095159.md,reports/oty2/oty2_temporal_cluster_association_probe_20260703_095159.csv,GM_RM019,not_available_in_source,27,not_available_in_source,paired_optical_object_sar_gt,unknown_or_insufficient_evidence,temporal_cluster_tube,azimuth_spread_cluster=1=2;range_spread_cluster=1=1;multi_peak_nearby_cluster=1=1,not_direct_morphology_source,insufficient_samples,insufficient_temporal_samples,high_due_insufficient_samples,not_available_in_source,not_evaluated_in_this_source,runtime_safe_temporal_evidence;SAR_temporal_observation;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate=4,posthoc_mechanism_evidence_only; pre_sar_prioritization_or_protocol_design_only,no SAR-ready annotations; no final box creation; no GT box creation; no revised annotation; no selector/ranking output; no runtime prediction artifact; no SAR identity confirmation from inherited or optical evidence,4 temporal tube rows; sar_frame_span_mix=27-27=4.
WGV15C_SARPRI_0047,reports/oty2/oty2_gated_association_scatter_cluster_report_20260703_095159.md,reports/oty2/oty2_temporal_cluster_association_probe_20260703_095159.csv,GM_RM019,not_available_in_source,27-290,not_available_in_source,paired_optical_object_sar_gt,temporal_continuity,temporal_cluster_tube,range_spread_cluster=4=1;range_spread_cluster=6=1,not_direct_morphology_source,contradicted_or_ambiguous_posthoc,jumping_peak,high_temporal_instability,not_available_in_source,not_evaluated_in_this_source,runtime_safe_temporal_evidence;SAR_temporal_observation;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate=2,posthoc_mechanism_evidence_only; pre_sar_prioritization_or_protocol_design_only,no SAR-ready annotations; no final box creation; no GT box creation; no revised annotation; no selector/ranking output; no runtime prediction artifact; no SAR identity confirmation from inherited or optical evidence,2 temporal tube rows; sar_frame_span_mix=27-81=1;212-290=1.
WGV15C_SARPRI_0048,reports/oty2/oty2_gated_association_scatter_cluster_report_20260703_095159.md,reports/oty2/oty2_temporal_cluster_association_probe_20260703_095159.csv,GM_RM019,not_available_in_source,0-317,not_available_in_source,paired_optical_object_sar_gt,temporal_continuity,temporal_cluster_tube,azimuth_spread_cluster=3=2;azimuth_spread_cluster=2=2;range_spread_cluster=2=1;azimuth_spread_cluster=3;range_spread_cluster=1=1;azimuth_spread_cluster=4=1,not_direct_morphology_source,supported_posthoc,stable_cluster_tube,medium_posthoc_only,not_available_in_source,not_evaluated_in_this_source,runtime_safe_temporal_evidence;SAR_temporal_observation;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate=11,posthoc_mechanism_evidence_only; pre_sar_prioritization_or_protocol_design_only,no SAR-ready annotations; no final box creation; no GT box creation; no revised annotation; no selector/ranking output; no runtime prediction artifact; no SAR identity confirmation from inherited or optical evidence,11 temporal tube rows; sar_frame_span_mix=315-317=4;27-81=3;0-8=2;212-290=2.
WGV15C_SARPRI_0049,reports/oty2/oty2_detection_dropout_temporal_sar_support_report_20260702_200455.md,reports/oty2/oty2_detection_dropout_sar_posthoc_support_audit_20260702_200455.csv,GM_RM017,multiple_sar_gt_id_n6,310-446,149-214,dropout_special,vehicle_like_scatter,dropout_sar_posthoc_support,sar_posthoc_support_status:sar_posthoc_supported_detection_dropout=6,sar_posthoc_supported_dropout_case,paired_with_detection_dropout_temporal_audit,not_evaluated_in_source,medium_manual_review_required,not_available_in_source,detection_dropout_special_pool_not_clean_paired,SAR_image_observation;SAR_GT_posthoc_evidence;detection_dropout_posthoc_support,posthoc_mechanism_evidence_only; pre_sar_prioritization_or_protocol_design_only,no SAR-ready annotations; no final box creation; no GT box creation; no revised annotation; no selector/ranking output; no runtime prediction artifact; no SAR identity confirmation from inherited or optical evidence,6 dropout rows; all remain excluded from clean shape statistics and manual-review-bound.
WGV15C_SARPRI_0050,reports/oty2/oty2_detection_dropout_temporal_sar_support_report_20260702_200455.md,reports/oty2/oty2_detection_dropout_sar_posthoc_support_audit_20260702_200455.csv,GM_RM019,multiple_sar_gt_id_n6,8-354,4-170,dropout_special,vehicle_like_scatter,dropout_sar_posthoc_support,sar_posthoc_support_status:sar_posthoc_supported_detection_dropout=6,sar_posthoc_supported_dropout_case,paired_with_detection_dropout_temporal_audit,not_evaluated_in_source,medium_manual_review_required,not_available_in_source,detection_dropout_special_pool_not_clean_paired,SAR_image_observation;SAR_GT_posthoc_evidence;detection_dropout_posthoc_support,posthoc_mechanism_evidence_only; pre_sar_prioritization_or_protocol_design_only,no SAR-ready annotations; no final box creation; no GT box creation; no revised annotation; no selector/ranking output; no runtime prediction artifact; no SAR identity confirmation from inherited or optical evidence,6 dropout rows; all remain excluded from clean shape statistics and manual-review-bound.
WGV15C_SARPRI_0051,reports/oty2/oty2_detection_dropout_temporal_sar_support_report_20260702_200455.md,reports/oty2/oty2_detection_dropout_temporal_support_audit_20260702_200455.csv,GM_RM017,multiple_sar_gt_id_n6,310-446,149-214,dropout_special,temporal_continuity,dropout_temporal_continuation_audit,not_sar_image_morphology_source,not_direct_sar_morphology_source,temporal_continuation_with_current_secondary_support=5;temporal_continuation_with_detection_dropout=1,not_evaluated_in_source,medium_manual_review_required,not_available_in_source,exclude_from_clean_shape_statistics:true=6,runtime_safe_temporal_evidence;manual_or_review_anchor;SAR_GT_posthoc_evidence,posthoc_mechanism_evidence_only; pre_sar_prioritization_or_protocol_design_only,no SAR-ready annotations; no final box creation; no GT box creation; no revised annotation; no selector/ranking output; no runtime prediction artifact; no SAR identity confirmation from inherited or optical evidence,6 dropout temporal rows; existence recovery is not clean paired morphology or identity truth.
WGV15C_SARPRI_0052,reports/oty2/oty2_detection_dropout_temporal_sar_support_report_20260702_200455.md,reports/oty2/oty2_detection_dropout_temporal_support_audit_20260702_200455.csv,GM_RM019,multiple_sar_gt_id_n6,8-354,4-170,dropout_special,temporal_continuity,dropout_temporal_continuation_audit,not_sar_image_morphology_source,not_direct_sar_morphology_source,one_sided_temporal_continuation_hypothesis=2;temporal_continuation_hypothesis_supported=2;temporal_continuation_with_detection_dropout=1;temporal_continuation_with_current_secondary_support=1,not_evaluated_in_source,medium_manual_review_required,not_available_in_source,exclude_from_clean_shape_statistics:true=6,runtime_safe_temporal_evidence;manual_or_review_anchor;SAR_GT_posthoc_evidence,posthoc_mechanism_evidence_only; pre_sar_prioritization_or_protocol_design_only,no SAR-ready annotations; no final box creation; no GT box creation; no revised annotation; no selector/ranking output; no runtime prediction artifact; no SAR identity confirmation from inherited or optical evidence,6 dropout temporal rows; existence recovery is not clean paired morphology or identity truth.
WGV15C_SARPRI_0053,reports/oty2/oty2_gt_anchored_vehicle_scale_sar_morphology_and_gt_quality_audit_report_20260703_222135.md,reports/oty2/oty2_gt_support_miss_failure_cases_20260703_222135.csv,GM_RM017,not_available_in_source,352-387,not_available_in_source,paired_215_support_failure_diagnostic,unknown_or_insufficient_evidence,support_failure_diagnostic,gt_vehicle_morphology_supported:yes=2,no=2,not_evaluated_in_source,not_evaluated_in_source,medium_posthoc_only,good=2,mixed_support_failure;reconstruction_uncertain=1;too_narrow=1,SAR_image_observation;SAR_GT_posthoc_evidence;support_failure_diagnostic,posthoc_mechanism_evidence_only; pre_sar_prioritization_or_protocol_design_only,no SAR-ready annotations; no final box creation; no GT box creation; no revised annotation; no selector/ranking output; no runtime prediction artifact; no SAR identity confirmation from inherited or optical evidence,"2 support failure diagnostic rows. If support misses GT-anchored vehicle-scale structure, do not search inside the wrong support as vehicle proof."
WGV15C_SARPRI_0054,reports/oty2/oty2_gt_anchored_vehicle_scale_sar_morphology_and_gt_quality_audit_report_20260703_222135.md,reports/oty2/oty2_gt_support_miss_failure_cases_20260703_222135.csv,GM_RM017,not_available_in_source,343-394,not_available_in_source,paired_215_support_failure_diagnostic,unknown_or_insufficient_evidence,support_failure_diagnostic,gt_vehicle_morphology_supported:yes=45;uncertain=3,yes=48,not_evaluated_in_source,not_evaluated_in_source,medium_posthoc_only,good=41;review_too_large=3;review_extreme_aspect=2;review_multi_structure=1;review_low_energy=1,none;none=48,SAR_image_observation;SAR_GT_posthoc_evidence;support_failure_diagnostic,posthoc_mechanism_evidence_only; pre_sar_prioritization_or_protocol_design_only,no SAR-ready annotations; no final box creation; no GT box creation; no revised annotation; no selector/ranking output; no runtime prediction artifact; no SAR identity confirmation from inherited or optical evidence,"48 support failure diagnostic rows. If support misses GT-anchored vehicle-scale structure, do not search inside the wrong support as vehicle proof."
WGV15C_SARPRI_0055,reports/oty2/oty2_gt_anchored_vehicle_scale_sar_morphology_and_gt_quality_audit_report_20260703_222135.md,reports/oty2/oty2_gt_support_miss_failure_cases_20260703_222135.csv,GM_RM017,not_available_in_source,302-394,not_available_in_source,paired_215_support_failure_diagnostic,competitor_or_multi_target_signal,support_failure_diagnostic,gt_vehicle_morphology_supported:yes=76;uncertain=54,yes=128;uncertain=2,not_evaluated_in_source,not_evaluated_in_source,competitor_or_alignment_risk,good=64;review_multi_structure=48;review_low_energy=13;review_extreme_aspect=4;review_too_small=1,support_contains_neighbor_structure;support_too_broad;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive=44;support_too_broad;optical_truncation_induced_shift;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive=32;support_too_broad;optical_truncation_induced_shift;near_field_truncation_issue;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive=31;support_contains_neighbor_structure;support_ok_but_not_exclusive=15,SAR_image_observation;SAR_GT_posthoc_evidence;support_failure_diagnostic,posthoc_mechanism_evidence_only; pre_sar_prioritization_or_protocol_design_only,no SAR-ready annotations; no final box creation; no GT box creation; no revised annotation; no selector/ranking output; no runtime prediction artifact; no SAR identity confirmation from inherited or optical evidence,"130 support failure diagnostic rows. If support misses GT-anchored vehicle-scale structure, do not search inside the wrong support as vehicle proof."
WGV15C_SARPRI_0056,reports/oty2/oty2_gt_anchored_vehicle_scale_sar_morphology_and_gt_quality_audit_report_20260703_222135.md,reports/oty2/oty2_gt_support_miss_failure_cases_20260703_222135.csv,GM_RM017,not_available_in_source,438,not_available_in_source,paired_215_support_failure_diagnostic,boundary_support,support_failure_diagnostic,gt_vehicle_morphology_supported:yes=1,no=1,not_evaluated_in_source,not_evaluated_in_source,medium_posthoc_only,good=1,support_miss;support_miss=1,SAR_image_observation;SAR_GT_posthoc_evidence;support_failure_diagnostic,posthoc_mechanism_evidence_only; pre_sar_prioritization_or_protocol_design_only,no SAR-ready annotations; no final box creation; no GT box creation; no revised annotation; no selector/ranking output; no runtime prediction artifact; no SAR identity confirmation from inherited or optical evidence,"1 support failure diagnostic rows. If support misses GT-anchored vehicle-scale structure, do not search inside the wrong support as vehicle proof."
WGV15C_SARPRI_0057,reports/oty2/oty2_gt_anchored_vehicle_scale_sar_morphology_and_gt_quality_audit_report_20260703_222135.md,reports/oty2/oty2_gt_support_miss_failure_cases_20260703_222135.csv,GM_RM017,not_available_in_source,345-384,not_available_in_source,paired_215_support_failure_diagnostic,boundary_support,support_failure_diagnostic,gt_vehicle_morphology_supported:yes=13;uncertain=2,yes=15,not_evaluated_in_source,not_evaluated_in_source,medium_posthoc_only,good=12;review_multi_structure=3,support_too_broad;support_too_broad;support_ok_but_not_exclusive=15,SAR_image_observation;SAR_GT_posthoc_evidence;support_failure_diagnostic,posthoc_mechanism_evidence_only; pre_sar_prioritization_or_protocol_design_only,no SAR-ready annotations; no final box creation; no GT box creation; no revised annotation; no selector/ranking output; no runtime prediction artifact; no SAR identity confirmation from inherited or optical evidence,"15 support failure diagnostic rows. If support misses GT-anchored vehicle-scale structure, do not search inside the wrong support as vehicle proof."
