assisted_review_id,blind_frame_id,blind_family_id,family_id,sar_frame,assisted_core_visual_match,assisted_optional_membership_match,assisted_background_exclusion_match,assisted_structure_support,assisted_unresolved,assisted_decisive_reason_cn,raw_to_assisted_change_cn,algorithm_overlay_helped_or_misled_cn,assisted_confidence,assisted_png
R21R1AST0068,R21R1_BLIND_FRAME_080,R21R1_BLIND_FAMILY_068,R21R1F00068,80,true,not_applicable,true,true,false,R21R1F00068?SAR 80?assisted ???overlay ???????????overlay ??????????????????? R2.1-R1 ??????????,raw ?????????assisted ????????????????? GT?,overlay ????????????????????????????????????????? family?,0.66,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_009.png
R21R1AST0069,R21R1_BLIND_FRAME_080,R21R1_BLIND_FAMILY_069,R21R1F00069,80,true,not_applicable,true,false,true,R21R1F00069?SAR 80?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_009.png
R21R1AST0070,R21R1_BLIND_FRAME_080,R21R1_BLIND_FAMILY_070,R21R1F00070,80,true,not_applicable,true,false,true,R21R1F00070?SAR 80?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_009.png
R21R1AST0071,R21R1_BLIND_FRAME_080,R21R1_BLIND_FAMILY_071,R21R1F00071,80,true,not_applicable,true,false,true,R21R1F00071?SAR 80?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_009.png
R21R1AST0072,R21R1_BLIND_FRAME_080,R21R1_BLIND_FAMILY_072,R21R1F00072,80,true,not_applicable,true,false,true,R21R1F00072?SAR 80?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_009.png
R21R1AST0073,R21R1_BLIND_FRAME_081,R21R1_BLIND_FAMILY_073,R21R1F00073,81,true,true,true,false,true,R21R1F00073?SAR 81?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_010.png
R21R1AST0074,R21R1_BLIND_FRAME_081,R21R1_BLIND_FAMILY_074,R21R1F00074,81,true,not_applicable,true,false,true,R21R1F00074?SAR 81?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_010.png
R21R1AST0075,R21R1_BLIND_FRAME_081,R21R1_BLIND_FAMILY_075,R21R1F00075,81,true,not_applicable,true,false,true,R21R1F00075?SAR 81?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_010.png
R21R1AST0076,R21R1_BLIND_FRAME_081,R21R1_BLIND_FAMILY_076,R21R1F00076,81,true,not_applicable,true,false,true,R21R1F00076?SAR 81?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_010.png
R21R1AST0077,R21R1_BLIND_FRAME_212,R21R1_BLIND_FAMILY_077,R21R1F00077,212,false,true,false,false,false,R21R1F00077?SAR 212?assisted ???overlay ????/?????overlay ??????????????????? R2.1-R1 ??????????,raw ?????assisted ??????????????????????????,overlay ????????????????????????????????????????? family?,0.58,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_010.png
R21R1AST0078,R21R1_BLIND_FRAME_213,R21R1_BLIND_FAMILY_078,R21R1F00078,213,true,true,true,false,true,R21R1F00078?SAR 213?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_010.png
R21R1AST0079,R21R1_BLIND_FRAME_213,R21R1_BLIND_FAMILY_079,R21R1F00079,213,true,not_applicable,true,false,true,R21R1F00079?SAR 213?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_010.png
R21R1AST0080,R21R1_BLIND_FRAME_213,R21R1_BLIND_FAMILY_080,R21R1F00080,213,true,not_applicable,true,false,true,R21R1F00080?SAR 213?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_010.png
R21R1AST0081,R21R1_BLIND_FRAME_216,R21R1_BLIND_FAMILY_081,R21R1F00081,216,false,true,false,false,false,R21R1F00081?SAR 216?assisted ???overlay ????/?????overlay ??????????????????? R2.1-R1 ??????????,raw ?????assisted ??????????????????????????,overlay ????????????????????????????????????????? family?,0.58,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_011.png
R21R1AST0082,R21R1_BLIND_FRAME_220,R21R1_BLIND_FAMILY_082,R21R1F00082,220,false,not_applicable,false,false,false,R21R1F00082?SAR 220?assisted ???overlay ????/?????overlay ??????????????????? R2.1-R1 ??????????,raw ?????assisted ??????????????????????????,overlay ????????????????????????????????????????? family?,0.58,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_011.png
R21R1AST0083,R21R1_BLIND_FRAME_220,R21R1_BLIND_FAMILY_083,R21R1F00083,220,true,not_applicable,true,false,true,R21R1F00083?SAR 220?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_011.png
R21R1AST0084,R21R1_BLIND_FRAME_224,R21R1_BLIND_FAMILY_084,R21R1F00084,224,true,true,true,false,true,R21R1F00084?SAR 224?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_011.png
R21R1AST0085,R21R1_BLIND_FRAME_224,R21R1_BLIND_FAMILY_085,R21R1F00085,224,false,true,false,false,false,R21R1F00085?SAR 224?assisted ???overlay ????/?????overlay ??????????????????? R2.1-R1 ??????????,raw ?????assisted ??????????????????????????,overlay ????????????????????????????????????????? family?,0.58,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_011.png
R21R1AST0086,R21R1_BLIND_FRAME_224,R21R1_BLIND_FAMILY_086,R21R1F00086,224,true,not_applicable,true,false,true,R21R1F00086?SAR 224?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_011.png
R21R1AST0087,R21R1_BLIND_FRAME_227,R21R1_BLIND_FAMILY_087,R21R1F00087,227,true,true,true,false,true,R21R1F00087?SAR 227?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_011.png
R21R1AST0088,R21R1_BLIND_FRAME_227,R21R1_BLIND_FAMILY_088,R21R1F00088,227,true,not_applicable,true,false,true,R21R1F00088?SAR 227?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_011.png
R21R1AST0089,R21R1_BLIND_FRAME_227,R21R1_BLIND_FAMILY_089,R21R1F00089,227,true,not_applicable,true,false,true,R21R1F00089?SAR 227?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_012.png
R21R1AST0090,R21R1_BLIND_FRAME_228,R21R1_BLIND_FAMILY_090,R21R1F00090,228,true,true,true,false,true,R21R1F00090?SAR 228?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_012.png
R21R1AST0091,R21R1_BLIND_FRAME_228,R21R1_BLIND_FAMILY_091,R21R1F00091,228,true,not_applicable,true,false,true,R21R1F00091?SAR 228?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_012.png
R21R1AST0092,R21R1_BLIND_FRAME_238,R21R1_BLIND_FAMILY_092,R21R1F00092,238,true,not_applicable,true,true,false,R21R1F00092?SAR 238?assisted ???overlay ???????????overlay ??????????????????? R2.1-R1 ??????????,raw ?????????assisted ????????????????? GT?,overlay ????????????????????????????????????????? family?,0.66,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_012.png
R21R1AST0093,R21R1_BLIND_FRAME_238,R21R1_BLIND_FAMILY_093,R21R1F00093,238,true,not_applicable,true,false,true,R21R1F00093?SAR 238?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_012.png
R21R1AST0094,R21R1_BLIND_FRAME_239,R21R1_BLIND_FAMILY_094,R21R1F00094,239,true,not_applicable,true,true,false,R21R1F00094?SAR 239?assisted ???overlay ???????????overlay ??????????????????? R2.1-R1 ??????????,raw ?????????assisted ????????????????? GT?,overlay ????????????????????????????????????????? family?,0.66,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_012.png
R21R1AST0095,R21R1_BLIND_FRAME_239,R21R1_BLIND_FAMILY_095,R21R1F00095,239,true,not_applicable,true,true,false,R21R1F00095?SAR 239?assisted ???overlay ???????????overlay ??????????????????? R2.1-R1 ??????????,raw ?????????assisted ????????????????? GT?,overlay ????????????????????????????????????????? family?,0.66,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_012.png
R21R1AST0096,R21R1_BLIND_FRAME_239,R21R1_BLIND_FAMILY_096,R21R1F00096,239,true,not_applicable,true,false,true,R21R1F00096?SAR 239?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_012.png
R21R1AST0097,R21R1_BLIND_FRAME_243,R21R1_BLIND_FAMILY_097,R21R1F00097,243,true,not_applicable,true,true,false,R21R1F00097?SAR 243?assisted ???overlay ???????????overlay ??????????????????? R2.1-R1 ??????????,raw ?????????assisted ????????????????? GT?,overlay ????????????????????????????????????????? family?,0.66,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_013.png
R21R1AST0098,R21R1_BLIND_FRAME_243,R21R1_BLIND_FAMILY_098,R21R1F00098,243,true,not_applicable,true,false,true,R21R1F00098?SAR 243?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_013.png
R21R1AST0099,R21R1_BLIND_FRAME_243,R21R1_BLIND_FAMILY_099,R21R1F00099,243,true,not_applicable,true,false,true,R21R1F00099?SAR 243?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_013.png
R21R1AST0100,R21R1_BLIND_FRAME_250,R21R1_BLIND_FAMILY_100,R21R1F00100,250,true,not_applicable,true,true,false,R21R1F00100?SAR 250?assisted ???overlay ???????????overlay ??????????????????? R2.1-R1 ??????????,raw ?????????assisted ????????????????? GT?,overlay ????????????????????????????????????????? family?,0.66,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_013.png
R21R1AST0101,R21R1_BLIND_FRAME_250,R21R1_BLIND_FAMILY_101,R21R1F00101,250,true,not_applicable,true,false,true,R21R1F00101?SAR 250?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_013.png
R21R1AST0102,R21R1_BLIND_FRAME_250,R21R1_BLIND_FAMILY_102,R21R1F00102,250,true,not_applicable,true,false,true,R21R1F00102?SAR 250?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_013.png
R21R1AST0103,R21R1_BLIND_FRAME_259,R21R1_BLIND_FAMILY_103,R21R1F00103,259,true,true,true,false,true,R21R1F00103?SAR 259?assisted ???overlay ???????????????overlay ??????????????????? R2.1-R1 ??????????,raw ???assisted ????????????????????????????,overlay ????????????????????????????????????????? family?,0.48,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_013.png
R21R1AST0104,R21R1_BLIND_FRAME_259,R21R1_BLIND_FAMILY_104,R21R1F00104,259,true,true,true,false,true,R21R1F00104?SAR 259?assisted ???overlay ???????????????overlay ??????????????????? R2.1-R1 ??????????,raw ???assisted ????????????????????????????,overlay ????????????????????????????????????????? family?,0.48,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_013.png
R21R1AST0105,R21R1_BLIND_FRAME_259,R21R1_BLIND_FAMILY_105,R21R1F00105,259,true,not_applicable,true,false,true,R21R1F00105?SAR 259?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_014.png
R21R1AST0106,R21R1_BLIND_FRAME_260,R21R1_BLIND_FAMILY_106,R21R1F00106,260,true,true,true,false,true,R21R1F00106?SAR 260?assisted ???overlay ???????????????overlay ??????????????????? R2.1-R1 ??????????,raw ???assisted ????????????????????????????,overlay ????????????????????????????????????????? family?,0.48,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_014.png
R21R1AST0107,R21R1_BLIND_FRAME_260,R21R1_BLIND_FAMILY_107,R21R1F00107,260,true,true,true,false,true,R21R1F00107?SAR 260?assisted ???overlay ???????????????overlay ??????????????????? R2.1-R1 ??????????,raw ???assisted ????????????????????????????,overlay ????????????????????????????????????????? family?,0.48,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_014.png
R21R1AST0108,R21R1_BLIND_FRAME_260,R21R1_BLIND_FAMILY_108,R21R1F00108,260,true,not_applicable,true,false,true,R21R1F00108?SAR 260?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_014.png
R21R1AST0109,R21R1_BLIND_FRAME_262,R21R1_BLIND_FAMILY_109,R21R1F00109,262,true,not_applicable,true,true,false,R21R1F00109?SAR 262?assisted ???overlay ???????????overlay ??????????????????? R2.1-R1 ??????????,raw ?????????assisted ????????????????? GT?,overlay ????????????????????????????????????????? family?,0.66,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_014.png
R21R1AST0110,R21R1_BLIND_FRAME_263,R21R1_BLIND_FAMILY_110,R21R1F00110,263,true,not_applicable,true,true,false,R21R1F00110?SAR 263?assisted ???overlay ???????????overlay ??????????????????? R2.1-R1 ??????????,raw ?????????assisted ????????????????? GT?,overlay ????????????????????????????????????????? family?,0.66,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_014.png
R21R1AST0111,R21R1_BLIND_FRAME_269,R21R1_BLIND_FAMILY_111,R21R1F00111,269,false,true,false,false,false,R21R1F00111?SAR 269?assisted ???overlay ????/?????overlay ??????????????????? R2.1-R1 ??????????,raw ?????assisted ??????????????????????????,overlay ????????????????????????????????????????? family?,0.58,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_014.png
R21R1AST0112,R21R1_BLIND_FRAME_269,R21R1_BLIND_FAMILY_112,R21R1F00112,269,true,not_applicable,true,true,false,R21R1F00112?SAR 269?assisted ???overlay ???????????overlay ??????????????????? R2.1-R1 ??????????,raw ?????????assisted ????????????????? GT?,overlay ????????????????????????????????????????? family?,0.66,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_014.png
R21R1AST0113,R21R1_BLIND_FRAME_269,R21R1_BLIND_FAMILY_113,R21R1F00113,269,true,not_applicable,true,false,true,R21R1F00113?SAR 269?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_015.png
R21R1AST0114,R21R1_BLIND_FRAME_269,R21R1_BLIND_FAMILY_114,R21R1F00114,269,true,not_applicable,true,false,true,R21R1F00114?SAR 269?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_015.png
R21R1AST0115,R21R1_BLIND_FRAME_269,R21R1_BLIND_FAMILY_115,R21R1F00115,269,true,not_applicable,true,false,true,R21R1F00115?SAR 269?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_015.png
R21R1AST0116,R21R1_BLIND_FRAME_270,R21R1_BLIND_FAMILY_116,R21R1F00116,270,false,true,false,false,false,R21R1F00116?SAR 270?assisted ???overlay ????/?????overlay ??????????????????? R2.1-R1 ??????????,raw ?????assisted ??????????????????????????,overlay ????????????????????????????????????????? family?,0.58,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_015.png
R21R1AST0117,R21R1_BLIND_FRAME_270,R21R1_BLIND_FAMILY_117,R21R1F00117,270,true,not_applicable,true,true,false,R21R1F00117?SAR 270?assisted ???overlay ???????????overlay ??????????????????? R2.1-R1 ??????????,raw ?????????assisted ????????????????? GT?,overlay ????????????????????????????????????????? family?,0.66,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_015.png
R21R1AST0118,R21R1_BLIND_FRAME_270,R21R1_BLIND_FAMILY_118,R21R1F00118,270,true,not_applicable,true,false,true,R21R1F00118?SAR 270?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_015.png
R21R1AST0119,R21R1_BLIND_FRAME_270,R21R1_BLIND_FAMILY_119,R21R1F00119,270,true,not_applicable,true,false,true,R21R1F00119?SAR 270?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_015.png
R21R1AST0120,R21R1_BLIND_FRAME_271,R21R1_BLIND_FAMILY_120,R21R1F00120,271,true,true,true,false,true,R21R1F00120?SAR 271?assisted ???overlay ???????????????overlay ??????????????????? R2.1-R1 ??????????,raw ???assisted ????????????????????????????,overlay ????????????????????????????????????????? family?,0.48,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_015.png
R21R1AST0121,R21R1_BLIND_FRAME_271,R21R1_BLIND_FAMILY_121,R21R1F00121,271,true,true,true,false,true,R21R1F00121?SAR 271?assisted ???overlay ???????????????overlay ??????????????????? R2.1-R1 ??????????,raw ???assisted ????????????????????????????,overlay ????????????????????????????????????????? family?,0.48,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_016.png
R21R1AST0122,R21R1_BLIND_FRAME_271,R21R1_BLIND_FAMILY_122,R21R1F00122,271,true,not_applicable,true,false,true,R21R1F00122?SAR 271?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_016.png
R21R1AST0123,R21R1_BLIND_FRAME_272,R21R1_BLIND_FAMILY_123,R21R1F00123,272,true,true,true,false,true,R21R1F00123?SAR 272?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_016.png
R21R1AST0124,R21R1_BLIND_FRAME_272,R21R1_BLIND_FAMILY_124,R21R1F00124,272,true,not_applicable,true,true,false,R21R1F00124?SAR 272?assisted ???overlay ???????????overlay ??????????????????? R2.1-R1 ??????????,raw ?????????assisted ????????????????? GT?,overlay ????????????????????????????????????????? family?,0.66,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_016.png
R21R1AST0125,R21R1_BLIND_FRAME_272,R21R1_BLIND_FAMILY_125,R21R1F00125,272,false,true,false,false,false,R21R1F00125?SAR 272?assisted ???overlay ????/?????overlay ??????????????????? R2.1-R1 ??????????,raw ?????assisted ??????????????????????????,overlay ????????????????????????????????????????? family?,0.58,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_016.png
R21R1AST0126,R21R1_BLIND_FRAME_272,R21R1_BLIND_FAMILY_126,R21R1F00126,272,true,not_applicable,true,false,true,R21R1F00126?SAR 272?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_016.png
R21R1AST0127,R21R1_BLIND_FRAME_272,R21R1_BLIND_FAMILY_127,R21R1F00127,272,true,not_applicable,true,false,true,R21R1F00127?SAR 272?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_016.png
R21R1AST0128,R21R1_BLIND_FRAME_272,R21R1_BLIND_FAMILY_128,R21R1F00128,272,true,not_applicable,true,false,true,R21R1F00128?SAR 272?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_016.png
R21R1AST0129,R21R1_BLIND_FRAME_273,R21R1_BLIND_FAMILY_129,R21R1F00129,273,true,true,true,false,true,R21R1F00129?SAR 273?assisted ???overlay ???????????????overlay ??????????????????? R2.1-R1 ??????????,raw ???assisted ????????????????????????????,overlay ????????????????????????????????????????? family?,0.48,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_017.png
R21R1AST0130,R21R1_BLIND_FRAME_273,R21R1_BLIND_FAMILY_130,R21R1F00130,273,true,not_applicable,true,false,true,R21R1F00130?SAR 273?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_017.png
R21R1AST0131,R21R1_BLIND_FRAME_273,R21R1_BLIND_FAMILY_131,R21R1F00131,273,true,not_applicable,true,false,true,R21R1F00131?SAR 273?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_017.png
R21R1AST0132,R21R1_BLIND_FRAME_276,R21R1_BLIND_FAMILY_132,R21R1F00132,276,true,true,true,false,true,R21R1F00132?SAR 276?assisted ???overlay ???????????????overlay ??????????????????? R2.1-R1 ??????????,raw ???assisted ????????????????????????????,overlay ????????????????????????????????????????? family?,0.48,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_017.png
R21R1AST0133,R21R1_BLIND_FRAME_276,R21R1_BLIND_FAMILY_133,R21R1F00133,276,true,not_applicable,true,false,true,R21R1F00133?SAR 276?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_017.png
R21R1AST0134,R21R1_BLIND_FRAME_276,R21R1_BLIND_FAMILY_134,R21R1F00134,276,true,not_applicable,true,false,true,R21R1F00134?SAR 276?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_017.png
R21R1AST0135,R21R1_BLIND_FRAME_276,R21R1_BLIND_FAMILY_135,R21R1F00135,276,true,not_applicable,true,false,true,R21R1F00135?SAR 276?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_017.png
