atom_id,sar_frame,source_type,selected_source_frame,support_pixel_count,support_bbox,pixel_centroid_x,pixel_centroid_y,integrated_energy,mean_energy,peak_energy,relative_energy_within_shell,azimuth_deg,radial_px,axis1_px,axis2_px,orientation_deg,shell_boundary_contact,extraction_threshold,generation_provenance
R21A00110,243,historical_source_shell,238,1305,"1063,1135,1195,1249",1130.987739,1195.259004,146897,112.564751,245,0.087148,-9.486426,139.200653,134.29263,94.952339,76.482439,true,94,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00111,243,historical_source_shell,238,16,"1075,1231,1087,1243",1080.125,1237.1875,1725,107.8125,131,0.001023,-38.321236,119.131386,13.862584,4.385063,-9.493363,false,94,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00112,243,historical_source_shell,238,16,"1177,1165,1195,1177",1186.9375,1168.625,1691,105.6875,132,0.001003,11.487974,165.347183,18.270941,6.829302,0.558653,false,94,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00113,250,historical_source_shell,238,1250,"1099,1135,1201,1261",1146.0736,1205.9416,139857,111.8856,239,0.087094,-3.394995,126.528511,117.517289,78.241227,73.460706,true,90,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00114,250,historical_source_shell,238,18,"1183,1165,1201,1189",1193.222222,1178,1756,97.555556,125,0.001094,14.427351,157.618591,23.817618,16.588508,84.614568,false,90,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00115,250,historical_source_shell,238,18,"1195,1135,1218,1153",1205.5,1143.666667,1706,94.777778,104,0.001062,15.408319,193.945877,18.554046,12.222701,36.504588,true,90,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00116,259,historical_source_shell,238,1170,"1069,1135,1189,1255",1145.516239,1192.748718,83643,71.489744,173,0.075994,-2.945601,139.669617,143.676019,81.056485,72.519443,true,60,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00117,259,historical_source_shell,238,112,"1189,1195,1218,1237",1199.8125,1219.035714,7801,69.651786,107,0.007088,22.427185,120.712349,39.266995,16.356435,-88.93529,true,60,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00118,259,historical_source_shell,238,55,"1189,1141,1218,1189",1200.472727,1168.272727,3593,65.327273,83,0.003264,15.978033,168.968872,62.313382,26.317921,-74.080378,true,60,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00119,260,historical_source_shell,238,716,"1075,1135,1218,1195",1146.530726,1165.079609,52230,72.946927,111,0.044465,-2.282369,168.380234,121.434694,46.625953,8.415924,true,65,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00120,260,historical_source_shell,238,464,"1117,1201,1189,1255",1154.596983,1232.015086,38983,84.015086,185,0.033188,-0.071776,99.829285,67.593766,28.155377,-20.796768,false,65,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00121,260,historical_source_shell,238,96,"1195,1201,1218,1237",1203.302083,1219.114583,7292,75.958333,115,0.006208,23.956818,121.996971,35.891721,13.839373,88.761789,true,65,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00122,262,historical_source_shell,238,1208,"1075,1135,1218,1267",1159.557119,1195.317053,106113,87.841887,207,0.079733,2.940698,138.59433,143.384154,108.577539,58.276673,true,74,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00123,263,historical_source_shell,238,1262,"1069,1135,1218,1261",1161.208399,1195.664818,103537,82.041997,190,0.081934,3.573781,138.507751,141.83801,111.708348,55.008359,true,69,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00124,269,historical_source_shell,269,1273,"1107,1138,1245,1246",1179.347211,1191.801257,109044,85.659073,175,0.081184,10.702172,144.49585,135.011129,113.11723,54.238637,true,72,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00125,269,historical_source_shell,269,264,"1143,1204,1185,1258",1161.496212,1236.151515,23502,89.022727,166,0.017497,4.542772,95.219635,37.813215,27.96734,8.973123,false,72,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00126,269,historical_source_shell,269,84,"1227,1192,1245,1240",1234.738095,1220.630952,7272,86.571429,126,0.005414,36.398163,136.55777,36.295809,9.270852,86.458199,false,72,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00127,269,historical_source_shell,269,27,"1251,1174,1263,1186",1256.62963,1179.962963,2123,78.62963,91,0.001581,34.261494,182.287277,13.249047,6.748731,-29.41475,false,72,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00128,269,historical_source_shell,269,21,"1263,1138,1281,1150",1268.619048,1142.666667,1621,77.190476,89,0.001207,31.378769,220.1483,14.50622,12.217399,-60.647117,true,72,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00129,269,historical_source_shell,269,18,"1245,1138,1257,1156",1250.888889,1147.222222,1447,80.388889,96,0.001077,27.855537,207.4151,14.714661,7.811609,85.667932,true,72,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00130,270,historical_source_shell,269,1302,"1107,1138,1263,1240",1186.235791,1189.069892,106221,81.582949,178,0.080954,13.009538,149.095612,138.450553,116.805234,28.813222,true,69,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00131,270,historical_source_shell,269,266,"1137,1204,1185,1258",1163.462406,1236.026316,22833,85.838346,178,0.017402,5.718285,95.621666,42.082406,26.384592,9.095981,false,69,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00132,270,historical_source_shell,269,98,"1233,1192,1245,1234",1238.336735,1219.632653,8095,82.602041,133,0.006169,37.367596,139.527985,40.042044,9.047515,88.352283,false,69,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00133,270,historical_source_shell,269,44,"1245,1162,1275,1186",1259.295455,1178.431818,3243,73.704545,85,0.002472,34.666977,185.13736,25.361732,17.650958,2.341542,false,69,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00134,270,historical_source_shell,269,22,"1269,1138,1287,1150",1272.681818,1141.818182,1663,75.590909,87,0.001267,32.156441,223.007812,14.348224,12.026607,-59.311695,true,69,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00135,271,historical_source_shell,269,1311,"1107,1138,1287,1240",1190.737605,1189.673532,95122,72.556827,143,0.081207,14.600744,149.842911,143.205099,123.607951,14.740616,true,61,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00136,271,historical_source_shell,269,272,"1143,1210,1197,1252",1166.404412,1235.665441,20905,76.856618,135,0.017847,7.41716,96.425911,46.104177,22.580143,6.136838,false,61,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00137,271,historical_source_shell,269,98,"1233,1198,1251,1240",1241.714286,1218.755102,7088,72.326531,122,0.006051,38.205807,142.267044,34.670425,6.925401,84.544738,false,61,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00138,271,historical_source_shell,269,29,"1245,1174,1275,1192",1264.206897,1180.896552,1909,65.827586,76,0.00163,36.336929,185.987686,26.028135,11.106925,9.92436,false,61,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00139,272,historical_source_shell,269,1226,"1107,1138,1251,1240",1190.650897,1191.563622,90447,73.774062,159,0.076212,15.1053,147.604553,138.048527,109.606749,41.003502,true,62,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00140,272,historical_source_shell,269,284,"1143,1210,1197,1270",1170.65493,1236.489437,21422,75.429577,159,0.018051,10.020118,96.430138,51.321472,27.156566,8.117592,false,62,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00141,272,historical_source_shell,269,100,"1239,1198,1257,1240",1245.57,1220.24,7491,74.91,114,0.006312,39.780514,143.542191,34.468536,7.253062,83.113578,false,62,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00142,272,historical_source_shell,269,31,"1257,1168,1281,1192",1270.612903,1180.322581,2033,65.580645,75,0.001713,37.814117,190.299896,23.066485,11.966875,43.247253,false,62,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00143,272,historical_source_shell,269,21,"1257,1138,1287,1156",1270.095238,1142.761905,1393,66.333333,72,0.001174,31.668209,220.953583,40.000145,11.716811,-8.311317,true,62,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00144,272,historical_source_shell,269,14,"1227,1144,1251,1156",1238.285714,1151.857143,994,71,82,0.000838,25.244894,197.699234,23.450741,2.1476,23.41454,false,62,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00145,273,historical_source_shell,273,1365,"1115,1140,1259,1266",1194.054945,1192.778022,81803,59.928938,116,0.085947,16.371441,147.217255,134.695702,118.188361,41.508327,true,51,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00146,273,historical_source_shell,273,94,"1241,1194,1259,1236",1249.170213,1218.180851,5592,59.489362,87,0.005875,40.36068,147.438034,38.403628,9.299808,88.976623,false,51,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00147,273,historical_source_shell,273,32,"1265,1170,1283,1188",1274.15625,1180.34375,1736,54.25,62,0.001824,38.645947,192.474686,22.959551,14.760049,34.384494,false,51,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00148,273,historical_source_shell,273,31,"1259,1140,1289,1152",1272.16129,1143.806452,1664,53.677419,67,0.001748,32.268215,221.166,38.925618,9.004449,-4.256546,true,51,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00149,276,historical_source_shell,273,1307,"1115,1140,1271,1242",1201.715379,1188.9671,108415,82.949503,174,0.081378,18.667171,153.822128,145.935769,106.947958,19.955138,true,71,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00150,276,historical_source_shell,273,214,"1157,1212,1211,1242",1180.38785,1232.060748,18023,84.219626,140,0.013528,14.956294,103.086685,59.847039,24.960531,14.273273,false,71,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00151,276,historical_source_shell,273,78,"1253,1194,1271,1236",1259.820513,1214.858974,6185,79.294872,104,0.004643,42.530079,156.967178,36.932658,7.981585,87.20276,false,71,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00152,276,historical_source_shell,273,18,"1271,1140,1283,1152",1275.888889,1143.722222,1365,75.833333,90,0.001025,33.113495,223.137665,13.151574,4.714407,30.801836,true,71,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00153,276,historical_source_shell,273,15,"1175,1254,1211,1266",1190.8,1261.533333,1091,72.733333,78,0.000819,27.931906,78.510727,27.718514,9.553269,8.803558,false,71,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00154,278,historical_source_shell,273,1196,"1121,1140,1277,1236",1209.27592,1182.56689,107676,90.0301,179,0.073789,20.339926,162.617111,152.180547,96.317941,15.398919,true,78,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00155,278,historical_source_shell,273,210,"1163,1212,1217,1266",1184.880952,1234.657143,19400,92.380952,164,0.013295,17.859882,101.78643,57.611945,35.204525,18.705603,false,78,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00156,278,historical_source_shell,273,17,"1277,1140,1289,1158",1281.764706,1146.529412,1395,82.058824,91,0.000956,34.771004,224.083908,19.672003,10.01531,-75.181513,true,78,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00157,279,historical_source_shell,273,1196,"1115,1140,1283,1236",1208.337793,1181.698161,97711,81.698161,171,0.073745,19.886948,163.083893,152.599668,99.143461,13.124594,true,69,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00158,279,historical_source_shell,273,254,"1163,1212,1217,1266",1186.818898,1235.53937,21012,82.724409,170,0.015858,19.042364,101.369713,51.861958,38.317571,19.016674,false,69,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00159,279,historical_source_shell,273,29,"1259,1140,1289,1158",1272.896552,1147.758621,2228,76.827586,95,0.001682,32.987782,218.192352,38.976174,12.637839,-18.829108,true,69,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00160,279,historical_source_shell,273,19,"1289,1170,1313,1200",1302.157895,1189.157895,1431,75.315789,87,0.00108,46.349091,205.055374,39.876257,11.082411,56.519177,false,69,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00161,280,historical_source_shell,273,1178,"1115,1140,1277,1236",1210.242784,1182.483022,87931,74.644312,145,0.073405,20.538012,163.261642,157.421324,98.624945,11.252789,true,64,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00162,280,historical_source_shell,273,259,"1163,1212,1223,1266",1189.625483,1234.6139,19871,76.722008,151,0.016588,20.238266,103.103516,50.338888,30.904959,8.591168,false,64,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00163,280,historical_source_shell,273,21,"1265,1146,1277,1158",1269.190476,1149.142857,1512,72,90,0.001262,32.4091,214.957214,13.727509,7.280323,40.125773,false,64,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00164,281,historical_source_shell,273,1221,"1115,1140,1283,1236",1210.254709,1182.167895,86221,70.61507,143,0.075203,20.445896,163.982727,164.898218,98.995773,9.741333,true,60,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00165,281,historical_source_shell,273,266,"1169,1212,1223,1266",1192.225564,1234.93609,19411,72.973684,150,0.01693,21.573177,103.792717,53.927879,30.746241,2.928611,false,60,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00166,281,historical_source_shell,273,51,"1271,1200,1283,1230",1276.254902,1213.745098,3313,64.960784,83,0.00289,46.337967,169.196518,27.34347,6.011147,88.935188,false,60,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00167,281,historical_source_shell,273,32,"1265,1140,1301,1158",1277,1147.9375,2112,66,87,0.001842,33.91378,220.327026,36.946882,13.031929,-7.815941,true,60,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00168,284,historical_source_shell,273,1290,"1115,1140,1301,1236",1216.67907,1179.303101,84905,65.817829,142,0.077537,22.064787,169.305679,172.521454,94.036516,8.406532,true,57,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00169,284,historical_source_shell,273,213,"1175,1206,1235,1266",1201.553991,1232.924883,14011,65.779343,136,0.012795,25.764526,109.297752,54.575645,41.527702,-13.278449,false,57,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00170,284,historical_source_shell,273,21,"1283,1200,1289,1218",1286.666667,1207.47619,1296,61.714286,72,0.001184,47.147209,181.02121,14.87878,2.710297,83.446893,false,57,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00171,284,historical_source_shell,273,15,"1301,1140,1307,1146",1303.866667,1142.4,912,60.8,69,0.000833,38.531132,240.582779,6.02738,3.632423,-62.944321,true,57,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00172,284,historical_source_shell,273,14,"1319,1194,1331,1200",1325.642857,1195.857143,875,62.5,71,0.000799,51.867737,218.218033,6.226494,3.023716,60.642246,false,57,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00173,288,historical_source_shell,288,1110,"1146,1138,1308,1228",1239.309009,1176.29009,69205,62.346847,137,0.069748,28.479927,180.562637,155.260747,78.783303,14.250924,true,54,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00174,288,historical_source_shell,288,168,"1200,1192,1224,1240",1209.380952,1227.934524,11030,65.654762,101,0.011116,28.483776,116.84182,36.724321,13.60907,73.131529,false,54,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00175,288,historical_source_shell,288,33,"1230,1228,1248,1240",1239.666667,1235.515152,2038,61.757576,79,0.002054,42.005459,128.006088,12.031547,5.918593,-1.654426,false,54,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00176,288,historical_source_shell,288,22,"1170,1246,1206,1270",1185.5,1259.909091,1233,56.045455,61,0.001243,23.789488,77.766525,34.148758,16.39425,-3.756554,false,54,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00177,289,historical_source_shell,288,1184,"1146,1138,1308,1228",1242.842061,1175.603041,64032,54.081081,104,0.072817,29.332275,182.89975,156.311168,81.842895,13.692439,true,47,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00178,289,historical_source_shell,288,170,"1200,1210,1224,1240",1213.617647,1229.252941,9698,57.047059,89,0.011028,30.516937,117.694862,24.60178,13.860993,70.238929,false,47,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00179,289,historical_source_shell,288,48,"1146,1246,1206,1270",1181.958333,1258.833333,2350,48.958333,54,0.002672,20.646698,78.363434,59.765209,21.43916,-0.415737,true,47,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00180,289,historical_source_shell,288,21,"1242,1228,1248,1240",1244.52381,1235.52381,1116,53.142857,60,0.001269,43.594727,131.284943,6.515021,5.323105,-41.74449,false,47,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00181,289,historical_source_shell,288,16,"1320,1138,1344,1150",1333.1875,1140.8125,854,53.375,62,0.000971,43.329552,261.055176,33.413329,6.214185,-12.61999,true,47,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00182,290,historical_source_shell,288,1251,"1146,1138,1314,1228",1242.925659,1174.13749,62596,50.036771,95,0.076235,28.997868,184.288193,159.897713,80.768374,9.611625,true,44,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00183,290,historical_source_shell,288,161,"1206,1192,1236,1240",1218.708075,1226.590062,8298,51.540373,82,0.010106,31.94795,122.696114,33.131003,23.688794,75.825969,false,44,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
R21A00184,290,historical_source_shell,288,79,"1146,1246,1206,1282",1176,1259.341772,3600,45.56962,52,0.004384,16.43936,75.848907,58.614446,24.503114,-6.991867,true,44,recomputed_from_sar_gray_and_causal_source_shell_no_r1_r2_atoms
