event_id,event_type,from_frame,to_frame,from_component_frame_id,to_component_frame_id,motion_compensated_distance_m,body_relative_displacement_m,energy_fraction_change,association_basis,association_scope
336_337_COMPONENT_APPEARED_34_2,COMPONENT_APPEARED,336,337,,SAR000337_C02,0,0,0.031397,no_previous_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
336_337_COMPONENT_APPEARED_34_4,COMPONENT_APPEARED,336,337,,SAR000337_C04,0,0,0.021186,no_previous_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
336_337_COMPONENT_APPEARED_34_5,COMPONENT_APPEARED,336,337,,SAR000337_C05,0,0,0.014394,no_previous_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
336_337_COMPONENT_APPEARED_34_6,COMPONENT_APPEARED,336,337,,SAR000337_C06,0,0,0.010295,no_previous_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
336_337_COMPONENT_APPEARED_34_7,COMPONENT_APPEARED,336,337,,SAR000337_C07,0,0,0.008735,no_previous_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
336_337_COMPONENT_APPEARED_34_8,COMPONENT_APPEARED,336,337,,SAR000337_C08,0,0,0.005034,no_previous_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_CONTINUED_58_1,COMPONENT_CONTINUED,337,338,SAR000337_C01,SAR000338_C01,0.03317,0.03317,-0.02726,nearest_body_relative_component_with_energy_fraction_check,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_SPLIT_41_2,COMPONENT_SPLIT,337,338,SAR000337_C02,SAR000338_C03,0.064251,0.064251,0.000134,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_SPLIT_41_2,COMPONENT_SPLIT,337,338,SAR000337_C02,SAR000338_C05,0.359751,0.359751,-0.017908,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_SPLIT_41_2,COMPONENT_SPLIT,337,338,SAR000337_C02,SAR000338_C04,0.601688,0.601688,-0.012602,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_SPLIT_41_3,COMPONENT_SPLIT,337,338,SAR000337_C03,SAR000338_C02,0.146913,0.146913,0.013683,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_SPLIT_41_3,COMPONENT_SPLIT,337,338,SAR000337_C03,SAR000338_C08,0.268178,0.268178,-0.01701,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_SPLIT_41_3,COMPONENT_SPLIT,337,338,SAR000337_C03,SAR000338_C06,0.603594,0.603594,-0.011907,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_SPLIT_41_4,COMPONENT_SPLIT,337,338,SAR000337_C04,SAR000338_C04,0.116472,0.116472,-0.002391,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_SPLIT_41_4,COMPONENT_SPLIT,337,338,SAR000337_C04,SAR000338_C05,0.141263,0.141263,-0.007697,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_SPLIT_41_4,COMPONENT_SPLIT,337,338,SAR000337_C04,SAR000338_C09,0.382752,0.382752,-0.015302,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_DISAPPEARED_33_5,COMPONENT_DISAPPEARED,337,338,SAR000337_C05,,0,0,0.014394,no_current_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_SPLIT_41_6,COMPONENT_SPLIT,337,338,SAR000337_C06,SAR000338_C06,0.064898,0.064898,0.001126,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_SPLIT_41_6,COMPONENT_SPLIT,337,338,SAR000337_C06,SAR000338_C07,0.214527,0.214527,0.00448,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_SPLIT_41_6,COMPONENT_SPLIT,337,338,SAR000337_C06,SAR000338_C08,0.409008,0.409008,-0.003977,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_SPLIT_41_7,COMPONENT_SPLIT,337,338,SAR000337_C07,SAR000338_C09,0.106927,0.106927,-0.002851,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_SPLIT_41_7,COMPONENT_SPLIT,337,338,SAR000337_C07,SAR000338_C04,0.161374,0.161374,0.01006,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_SPLIT_41_7,COMPONENT_SPLIT,337,338,SAR000337_C07,SAR000338_C05,0.410866,0.410866,0.004754,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_SPLIT_41_8,COMPONENT_SPLIT,337,338,SAR000337_C08,SAR000338_C08,0.169777,0.169777,0.001284,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_SPLIT_41_8,COMPONENT_SPLIT,337,338,SAR000337_C08,SAR000338_C06,0.297543,0.297543,0.006387,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_SPLIT_41_8,COMPONENT_SPLIT,337,338,SAR000337_C08,SAR000338_C07,0.423668,0.423668,0.009741,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_SPLIT_41_9,COMPONENT_SPLIT,337,338,SAR000337_C09,SAR000338_C09,0.281255,0.281255,0.001105,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_SPLIT_41_9,COMPONENT_SPLIT,337,338,SAR000337_C09,SAR000338_C02,0.30739,0.30739,0.032232,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_SPLIT_41_9,COMPONENT_SPLIT,337,338,SAR000337_C09,SAR000338_C04,0.548979,0.548979,0.014016,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_SPLIT_41_10,COMPONENT_SPLIT,337,338,SAR000337_C10,SAR000338_C02,0.123492,0.123492,0.031721,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_SPLIT_41_10,COMPONENT_SPLIT,337,338,SAR000337_C10,SAR000338_C09,0.473551,0.473551,0.000594,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_SPLIT_41_10,COMPONENT_SPLIT,337,338,SAR000337_C10,SAR000338_C08,0.530851,0.530851,0.001028,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_MERGE_41_10,COMPONENT_MERGE,337,338,SAR000337_C10,SAR000338_C02,0.123492,0.123492,0.031721,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_MERGE_41_3,COMPONENT_MERGE,337,338,SAR000337_C03,SAR000338_C02,0.146913,0.146913,0.013683,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_MERGE_41_9,COMPONENT_MERGE,337,338,SAR000337_C09,SAR000338_C02,0.30739,0.30739,0.032232,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_MERGE_41_2,COMPONENT_MERGE,337,338,SAR000337_C02,SAR000338_C03,0.064251,0.064251,0.000134,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_MERGE_41_4,COMPONENT_MERGE,337,338,SAR000337_C04,SAR000338_C03,0.549414,0.549414,0.010345,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_MERGE_41_4,COMPONENT_MERGE,337,338,SAR000337_C04,SAR000338_C04,0.116472,0.116472,-0.002391,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_MERGE_41_7,COMPONENT_MERGE,337,338,SAR000337_C07,SAR000338_C04,0.161374,0.161374,0.01006,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_MERGE_41_9,COMPONENT_MERGE,337,338,SAR000337_C09,SAR000338_C04,0.548979,0.548979,0.014016,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_MERGE_41_4,COMPONENT_MERGE,337,338,SAR000337_C04,SAR000338_C05,0.141263,0.141263,-0.007697,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_MERGE_41_2,COMPONENT_MERGE,337,338,SAR000337_C02,SAR000338_C05,0.359751,0.359751,-0.017908,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_MERGE_41_7,COMPONENT_MERGE,337,338,SAR000337_C07,SAR000338_C05,0.410866,0.410866,0.004754,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_MERGE_41_6,COMPONENT_MERGE,337,338,SAR000337_C06,SAR000338_C06,0.064898,0.064898,0.001126,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_MERGE_41_8,COMPONENT_MERGE,337,338,SAR000337_C08,SAR000338_C06,0.297543,0.297543,0.006387,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_MERGE_41_3,COMPONENT_MERGE,337,338,SAR000337_C03,SAR000338_C06,0.603594,0.603594,-0.011907,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_MERGE_41_6,COMPONENT_MERGE,337,338,SAR000337_C06,SAR000338_C07,0.214527,0.214527,0.00448,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_MERGE_41_8,COMPONENT_MERGE,337,338,SAR000337_C08,SAR000338_C07,0.423668,0.423668,0.009741,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_MERGE_41_3,COMPONENT_MERGE,337,338,SAR000337_C03,SAR000338_C07,0.654047,0.654047,-0.008553,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_MERGE_41_8,COMPONENT_MERGE,337,338,SAR000337_C08,SAR000338_C08,0.169777,0.169777,0.001284,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_MERGE_41_3,COMPONENT_MERGE,337,338,SAR000337_C03,SAR000338_C08,0.268178,0.268178,-0.01701,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_MERGE_41_6,COMPONENT_MERGE,337,338,SAR000337_C06,SAR000338_C08,0.409008,0.409008,-0.003977,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_MERGE_41_7,COMPONENT_MERGE,337,338,SAR000337_C07,SAR000338_C09,0.106927,0.106927,-0.002851,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_MERGE_41_9,COMPONENT_MERGE,337,338,SAR000337_C09,SAR000338_C09,0.281255,0.281255,0.001105,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
337_338_COMPONENT_MERGE_41_4,COMPONENT_MERGE,337,338,SAR000337_C04,SAR000338_C09,0.382752,0.382752,-0.015302,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
338_339_COMPONENT_DISAPPEARED_33_1,COMPONENT_DISAPPEARED,338,339,SAR000338_C01,,0,0,0.292053,no_current_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
338_339_COMPONENT_DISAPPEARED_33_2,COMPONENT_DISAPPEARED,338,339,SAR000338_C02,,0,0,0.037011,no_current_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
338_339_COMPONENT_DISAPPEARED_33_3,COMPONENT_DISAPPEARED,338,339,SAR000338_C03,,0,0,0.031531,no_current_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
338_339_COMPONENT_DISAPPEARED_33_4,COMPONENT_DISAPPEARED,338,339,SAR000338_C04,,0,0,0.018795,no_current_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
338_339_COMPONENT_DISAPPEARED_33_5,COMPONENT_DISAPPEARED,338,339,SAR000338_C05,,0,0,0.013489,no_current_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
338_339_COMPONENT_DISAPPEARED_33_6,COMPONENT_DISAPPEARED,338,339,SAR000338_C06,,0,0,0.011421,no_current_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
338_339_COMPONENT_DISAPPEARED_33_7,COMPONENT_DISAPPEARED,338,339,SAR000338_C07,,0,0,0.014775,no_current_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
338_339_COMPONENT_DISAPPEARED_33_8,COMPONENT_DISAPPEARED,338,339,SAR000338_C08,,0,0,0.006318,no_current_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
338_339_COMPONENT_DISAPPEARED_33_9,COMPONENT_DISAPPEARED,338,339,SAR000338_C09,,0,0,0.005884,no_current_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
338_339_COMPONENT_APPEARED_34_1,COMPONENT_APPEARED,338,339,,SAR000339_C01,0,0,0.280578,no_previous_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
338_339_COMPONENT_APPEARED_34_2,COMPONENT_APPEARED,338,339,,SAR000339_C02,0,0,0.053553,no_previous_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
338_339_COMPONENT_APPEARED_34_3,COMPONENT_APPEARED,338,339,,SAR000339_C03,0,0,0.044504,no_previous_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
338_339_COMPONENT_APPEARED_34_4,COMPONENT_APPEARED,338,339,,SAR000339_C04,0,0,0.023836,no_previous_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
338_339_COMPONENT_APPEARED_34_5,COMPONENT_APPEARED,338,339,,SAR000339_C05,0,0,0.018685,no_previous_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
338_339_COMPONENT_APPEARED_34_6,COMPONENT_APPEARED,338,339,,SAR000339_C06,0,0,0.008639,no_previous_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
338_339_COMPONENT_APPEARED_34_7,COMPONENT_APPEARED,338,339,,SAR000339_C07,0,0,0.003821,no_previous_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
339_340_COMPONENT_DISAPPEARED_33_1,COMPONENT_DISAPPEARED,339,340,SAR000339_C01,,0,0,0.280578,no_current_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
339_340_COMPONENT_DISAPPEARED_33_2,COMPONENT_DISAPPEARED,339,340,SAR000339_C02,,0,0,0.053553,no_current_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
339_340_COMPONENT_SPLIT_41_3,COMPONENT_SPLIT,339,340,SAR000339_C03,SAR000340_C01,0.603887,0.603887,0.377903,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
339_340_COMPONENT_SPLIT_41_3,COMPONENT_SPLIT,339,340,SAR000339_C03,SAR000340_C03,0.636346,0.636346,-0.038422,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
339_340_COMPONENT_CONTINUED_58_4,COMPONENT_CONTINUED,339,340,SAR000339_C04,SAR000340_C03,0.139176,0.139176,-0.017754,nearest_body_relative_component_with_energy_fraction_check,anonymous_structure_continuity_not_fixed_scatterer_identity
339_340_COMPONENT_SPLIT_41_5,COMPONENT_SPLIT,339,340,SAR000339_C05,SAR000340_C01,0.139418,0.139418,0.403722,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
339_340_COMPONENT_SPLIT_41_5,COMPONENT_SPLIT,339,340,SAR000339_C05,SAR000340_C02,0.391278,0.391278,-0.008066,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
339_340_COMPONENT_DISAPPEARED_33_6,COMPONENT_DISAPPEARED,339,340,SAR000339_C06,,0,0,0.008639,no_current_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
339_340_COMPONENT_DISAPPEARED_33_7,COMPONENT_DISAPPEARED,339,340,SAR000339_C07,,0,0,0.003821,no_current_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
339_340_COMPONENT_MERGE_41_5,COMPONENT_MERGE,339,340,SAR000339_C05,SAR000340_C01,0.139418,0.139418,0.403722,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
339_340_COMPONENT_MERGE_41_3,COMPONENT_MERGE,339,340,SAR000339_C03,SAR000340_C01,0.603887,0.603887,0.377903,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
339_340_COMPONENT_MERGE_41_4,COMPONENT_MERGE,339,340,SAR000339_C04,SAR000340_C03,0.139176,0.139176,-0.017754,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
339_340_COMPONENT_MERGE_41_3,COMPONENT_MERGE,339,340,SAR000339_C03,SAR000340_C03,0.636346,0.636346,-0.038422,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
340_341_COMPONENT_CONTINUED_58_1,COMPONENT_CONTINUED,340,341,SAR000340_C01,SAR000341_C01,0.14317,0.14317,0.066292,nearest_body_relative_component_with_energy_fraction_check,anonymous_structure_continuity_not_fixed_scatterer_identity
340_341_COMPONENT_CONTINUED_58_2,COMPONENT_CONTINUED,340,341,SAR000340_C02,SAR000341_C01,0.469618,0.469618,0.47808,nearest_body_relative_component_with_energy_fraction_check,anonymous_structure_continuity_not_fixed_scatterer_identity
340_341_COMPONENT_DISAPPEARED_33_3,COMPONENT_DISAPPEARED,340,341,SAR000340_C03,,0,0,0.006082,no_current_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
340_341_COMPONENT_MERGE_41_1,COMPONENT_MERGE,340,341,SAR000340_C01,SAR000341_C01,0.14317,0.14317,0.066292,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
340_341_COMPONENT_MERGE_41_2,COMPONENT_MERGE,340,341,SAR000340_C02,SAR000341_C01,0.469618,0.469618,0.47808,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
340_341_COMPONENT_APPEARED_34_2,COMPONENT_APPEARED,340,341,,SAR000341_C02,0,0,0.004167,no_previous_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
341_342_COMPONENT_CONTINUED_58_1,COMPONENT_CONTINUED,341,342,SAR000341_C01,SAR000342_C03,0.637535,0.637535,-0.430403,nearest_body_relative_component_with_energy_fraction_check,anonymous_structure_continuity_not_fixed_scatterer_identity
341_342_COMPONENT_DISAPPEARED_33_2,COMPONENT_DISAPPEARED,341,342,SAR000341_C02,,0,0,0.004167,no_current_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
341_342_COMPONENT_APPEARED_34_1,COMPONENT_APPEARED,341,342,,SAR000342_C01,0,0,0.307189,no_previous_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
341_342_COMPONENT_APPEARED_34_2,COMPONENT_APPEARED,341,342,,SAR000342_C02,0,0,0.062067,no_previous_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
341_342_COMPONENT_APPEARED_34_4,COMPONENT_APPEARED,341,342,,SAR000342_C04,0,0,0.007553,no_previous_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
341_342_COMPONENT_APPEARED_34_5,COMPONENT_APPEARED,341,342,,SAR000342_C05,0,0,0.007263,no_previous_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
341_342_COMPONENT_APPEARED_34_6,COMPONENT_APPEARED,341,342,,SAR000342_C06,0,0,0.004307,no_previous_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
341_342_COMPONENT_APPEARED_34_7,COMPONENT_APPEARED,341,342,,SAR000342_C07,0,0,0.004474,no_previous_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
342_343_COMPONENT_SPLIT_41_1,COMPONENT_SPLIT,342,343,SAR000342_C01,SAR000343_C01,0.011651,0.011651,0.002676,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
342_343_COMPONENT_SPLIT_41_1,COMPONENT_SPLIT,342,343,SAR000342_C01,SAR000343_C09,0.279252,0.279252,-0.301382,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
342_343_COMPONENT_SPLIT_41_1,COMPONENT_SPLIT,342,343,SAR000342_C01,SAR000343_C04,0.626799,0.626799,-0.284296,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
342_343_COMPONENT_SPLIT_41_2,COMPONENT_SPLIT,342,343,SAR000342_C02,SAR000343_C03,0.080189,0.080189,-0.038032,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
342_343_COMPONENT_SPLIT_41_2,COMPONENT_SPLIT,342,343,SAR000342_C02,SAR000343_C07,0.439175,0.439175,-0.053262,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
342_343_COMPONENT_SPLIT_41_2,COMPONENT_SPLIT,342,343,SAR000342_C02,SAR000343_C08,0.618227,0.618227,-0.055118,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
342_343_COMPONENT_SPLIT_41_3,COMPONENT_SPLIT,342,343,SAR000342_C03,SAR000343_C10,0.170691,0.170691,-0.054108,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
342_343_COMPONENT_SPLIT_41_3,COMPONENT_SPLIT,342,343,SAR000342_C03,SAR000343_C02,0.228008,0.228008,0.003315,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
342_343_COMPONENT_SPLIT_41_3,COMPONENT_SPLIT,342,343,SAR000342_C03,SAR000343_C06,0.324969,0.324969,-0.047754,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
342_343_COMPONENT_CONTINUED_58_4,COMPONENT_CONTINUED,342,343,SAR000342_C04,SAR000343_C05,0.137338,0.137338,0.006071,nearest_body_relative_component_with_energy_fraction_check,anonymous_structure_continuity_not_fixed_scatterer_identity
342_343_COMPONENT_SPLIT_41_5,COMPONENT_SPLIT,342,343,SAR000342_C05,SAR000343_C05,0.343923,0.343923,0.006361,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
342_343_COMPONENT_SPLIT_41_5,COMPONENT_SPLIT,342,343,SAR000342_C05,SAR000343_C01,0.486283,0.486283,0.302602,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
342_343_COMPONENT_SPLIT_41_5,COMPONENT_SPLIT,342,343,SAR000342_C05,SAR000343_C09,0.557969,0.557969,-0.001456,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
342_343_COMPONENT_CONTINUED_58_6,COMPONENT_CONTINUED,342,343,SAR000342_C06,SAR000343_C05,0.162013,0.162013,0.009317,nearest_body_relative_component_with_energy_fraction_check,anonymous_structure_continuity_not_fixed_scatterer_identity
342_343_COMPONENT_SPLIT_41_7,COMPONENT_SPLIT,342,343,SAR000342_C07,SAR000343_C08,0.246614,0.246614,0.002475,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
342_343_COMPONENT_SPLIT_41_7,COMPONENT_SPLIT,342,343,SAR000342_C07,SAR000343_C07,0.422531,0.422531,0.004331,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
342_343_COMPONENT_MERGE_41_1,COMPONENT_MERGE,342,343,SAR000342_C01,SAR000343_C01,0.011651,0.011651,0.002676,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
342_343_COMPONENT_MERGE_41_5,COMPONENT_MERGE,342,343,SAR000342_C05,SAR000343_C01,0.486283,0.486283,0.302602,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
342_343_COMPONENT_MERGE_41_4,COMPONENT_MERGE,342,343,SAR000342_C04,SAR000343_C05,0.137338,0.137338,0.006071,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
342_343_COMPONENT_MERGE_41_6,COMPONENT_MERGE,342,343,SAR000342_C06,SAR000343_C05,0.162013,0.162013,0.009317,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
342_343_COMPONENT_MERGE_41_5,COMPONENT_MERGE,342,343,SAR000342_C05,SAR000343_C05,0.343923,0.343923,0.006361,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
342_343_COMPONENT_MERGE_41_7,COMPONENT_MERGE,342,343,SAR000342_C07,SAR000343_C07,0.422531,0.422531,0.004331,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
342_343_COMPONENT_MERGE_41_2,COMPONENT_MERGE,342,343,SAR000342_C02,SAR000343_C07,0.439175,0.439175,-0.053262,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
342_343_COMPONENT_MERGE_41_7,COMPONENT_MERGE,342,343,SAR000342_C07,SAR000343_C08,0.246614,0.246614,0.002475,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
342_343_COMPONENT_MERGE_41_2,COMPONENT_MERGE,342,343,SAR000342_C02,SAR000343_C08,0.618227,0.618227,-0.055118,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
342_343_COMPONENT_MERGE_41_1,COMPONENT_MERGE,342,343,SAR000342_C01,SAR000343_C09,0.279252,0.279252,-0.301382,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
342_343_COMPONENT_MERGE_41_5,COMPONENT_MERGE,342,343,SAR000342_C05,SAR000343_C09,0.557969,0.557969,-0.001456,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
343_344_COMPONENT_CONTINUED_58_1,COMPONENT_CONTINUED,343,344,SAR000343_C01,SAR000344_C01,0.056357,0.056357,0.060985,nearest_body_relative_component_with_energy_fraction_check,anonymous_structure_continuity_not_fixed_scatterer_identity
343_344_COMPONENT_SPLIT_41_2,COMPONENT_SPLIT,343,344,SAR000343_C02,SAR000344_C02,0.112824,0.112824,-0.011201,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
343_344_COMPONENT_SPLIT_41_2,COMPONENT_SPLIT,343,344,SAR000343_C02,SAR000344_C03,0.592967,0.592967,-0.041357,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
343_344_COMPONENT_SPLIT_41_3,COMPONENT_SPLIT,343,344,SAR000343_C03,SAR000344_C03,0.190825,0.190825,-0.003781,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
