visual_id,response_unit_id,sar_frame,visual_review_relpath,notes_cn
VIS_R21B00237,R21B00237,289,,本轮未提交PNG；如需审阅，可在ignored outputs中按该response_unit_id生成局部图。
VIS_R21B00238,R21B00238,289,,本轮未提交PNG；如需审阅，可在ignored outputs中按该response_unit_id生成局部图。
VIS_R21B00239,R21B00239,289,,本轮未提交PNG；如需审阅，可在ignored outputs中按该response_unit_id生成局部图。
VIS_R21B00240,R21B00240,289,,本轮未提交PNG；如需审阅，可在ignored outputs中按该response_unit_id生成局部图。
VIS_R21B00241,R21B00241,289,,本轮未提交PNG；如需审阅，可在ignored outputs中按该response_unit_id生成局部图。
VIS_R21B00242,R21B00242,289,,本轮未提交PNG；如需审阅，可在ignored outputs中按该response_unit_id生成局部图。
VIS_R21B00243,R21B00243,289,,本轮未提交PNG；如需审阅，可在ignored outputs中按该response_unit_id生成局部图。
VIS_R21B00244,R21B00244,290,,本轮未提交PNG；如需审阅，可在ignored outputs中按该response_unit_id生成局部图。
VIS_R21B00245,R21B00245,290,,本轮未提交PNG；如需审阅，可在ignored outputs中按该response_unit_id生成局部图。
VIS_R21B00246,R21B00246,290,,本轮未提交PNG；如需审阅，可在ignored outputs中按该response_unit_id生成局部图。
VIS_R21B00247,R21B00247,290,,本轮未提交PNG；如需审阅，可在ignored outputs中按该response_unit_id生成局部图。
VIS_R21B00248,R21B00248,290,,本轮未提交PNG；如需审阅，可在ignored outputs中按该response_unit_id生成局部图。
VIS_R21B00249,R21B00249,290,,本轮未提交PNG；如需审阅，可在ignored outputs中按该response_unit_id生成局部图。
VIS_R21B00250,R21B00250,290,,本轮未提交PNG；如需审阅，可在ignored outputs中按该response_unit_id生成局部图。
