path_id,extraction_profile,start_sar_frame,end_sar_frame,duration_frames,component_count,component_ids,azimuth_start,azimuth_end,radial_start,radial_end,radial_band,azimuth_velocity_median,radial_velocity_median,azimuth_acceleration_median,radial_acceleration_median,direction_reversal_count,mean_overlap,mean_shape_consistency,mean_local_contrast,static_background_overlap,branch_competition_count,path_physical_consistency,path_status
WGV34A_PATH_0000644,strict_physical_path,265,271,7,7,WGV33D_MAIN_F0265_C011013;WGV33D_MAIN_F0266_C011075;WGV33D_MAIN_F0267_C011139;WGV33D_MAIN_F0268_C011211;WGV33D_MAIN_F0269_C011279;WGV33D_MAIN_F0270_C011356;WGV33D_MAIN_F0271_C011425,-36.9864,-31.0046,126,115.9487,R0,0.9929,-1.2963,-0.0785,-0.1773,0,0.75,0.85575424,3.615234,0.45344207,12,0.84359435,recurrent_background_path
WGV34A_PATH_0000645,strict_physical_path,265,267,3,3,WGV33D_MAIN_F0265_C011027;WGV33D_MAIN_F0266_C011088;WGV33D_MAIN_F0267_C011154,-5.985,-5.9989,206,207.0067,R1,-0.00695,0.50335,-1.0203,1.0067,1,1,0.7440488,2.950195,0.46067323,4,0.88994488,recurrent_background_path
WGV34A_PATH_0000646,strict_physical_path,265,269,5,5,WGV33D_MAIN_F0265_C011028;WGV33D_MAIN_F0266_C011089;WGV33D_MAIN_F0267_C011156;WGV33D_MAIN_F0268_C011228;WGV33D_MAIN_F0269_C011296,-4.0395,-2.7213,290,287.0106,R2,0.3614,0,0.1099,0,0,1,0.71150836,3.771484,0.44486918,8,0.88339017,recurrent_background_path
WGV34A_PATH_0000647,strict_physical_path,265,267,3,3,WGV33D_MAIN_F0265_C011032;WGV33D_MAIN_F0266_C011093;WGV33D_MAIN_F0267_C011161,7.2618,9.2554,258.0121,256.1918,R2,0.9968,-0.91015,0.5196,-0.4489,0,0.833333,0.74404872,2.726237,0.44164854,4,0.84184723,recurrent_background_path
WGV34A_PATH_0000648,strict_physical_path,265,267,3,3,WGV33D_MAIN_F0265_C011035;WGV33D_MAIN_F0266_C011095;WGV33D_MAIN_F0267_C011164,10.4724,11.517,242,242,R1,0.5223,0,0.9,0,0,0.875,1,3.294922,0.43507126,4,0.91899287,recurrent_background_path
WGV34A_PATH_0000649,strict_physical_path,265,267,3,3,WGV33D_MAIN_F0265_C011038;WGV33D_MAIN_F0266_C011098;WGV33D_MAIN_F0267_C011169,20.1565,20.6955,146.4269,148.983,R1,0.2695,1.27805,-0.2688,0.9303,0,0.9545455,0.68147123,4.493431,0.68018156,4,0.8387133,static_structure_path
WGV34A_PATH_0000650,strict_physical_path,265,272,8,8,WGV33D_MAIN_F0265_C011043;WGV33D_MAIN_F0266_C011104;WGV33D_MAIN_F0267_C011174;WGV33D_MAIN_F0268_C011245;WGV33D_MAIN_F0269_C011309;WGV33D_MAIN_F0270_C011386;WGV33D_MAIN_F0271_C011451;WGV33D_MAIN_F0272_C011520,37.7634,43.6561,133.011,148.5742,R1,0.7385,2.0842,-0.0944,-0.3017,0,0.75,0.8457936,4.3456625,0.42432312,14,0.84401609,recurrent_background_path
WGV34A_PATH_0000651,strict_physical_path,266,267,2,2,WGV33D_MAIN_F0266_C011071;WGV33D_MAIN_F0267_C011136,-55.7994,-55.5,387.2641,383.9491,R2,0.2994,-3.315,0,0,0,0.75,0.71150849,3.4353845,0.40979591,0,0.81189753,insufficient_length
WGV34A_PATH_0000652,strict_physical_path,266,270,5,5,WGV33D_MAIN_F0266_C011072;WGV33D_MAIN_F0267_C011137;WGV33D_MAIN_F0268_C011209;WGV33D_MAIN_F0269_C011276;WGV33D_MAIN_F0270_C011351,-48.8641,-44.8886,138.7706,127.6026,R1,0.97895,-2.2557,-0.2541,0.419,0,0.75,0.84013521,3.772461,0.44462848,8,0.84057096,recurrent_background_path
WGV34A_PATH_0000653,strict_physical_path,266,269,4,4,WGV33D_MAIN_F0266_C011099;WGV33D_MAIN_F0267_C011170;WGV33D_MAIN_F0268_C011241;WGV33D_MAIN_F0269_C011305,20.1365,18.0178,291.2818,299.9288,R2,-0.6102,1.2785,-0.76475,4.96605,3,0.75,1,2.891764,0.42916891,6,0.88208311,recurrent_background_path
WGV34A_PATH_0000654,strict_physical_path,267,272,6,6,WGV33D_MAIN_F0267_C011147;WGV33D_MAIN_F0268_C011218;WGV33D_MAIN_F0269_C011284;WGV33D_MAIN_F0270_C011364;WGV33D_MAIN_F0271_C011429;WGV33D_MAIN_F0272_C011497,-20.9627,-15.9601,118,114,R0,0.9667,-0.4664,-0.025,-0.0781,0,0.75,0.86643778,3.08324,0.45619153,10,0.84599029,recurrent_background_path
WGV34A_PATH_0000655,strict_physical_path,267,272,6,6,WGV33D_MAIN_F0267_C011148;WGV33D_MAIN_F0268_C011222;WGV33D_MAIN_F0269_C011287;WGV33D_MAIN_F0270_C011367;WGV33D_MAIN_F0271_C011431;WGV33D_MAIN_F0272_C011500,-14.1309,-10.6018,118,114,R0,0.698,-1.0123,-0.07305,0.1039,0,0.8,0.8457936,3.5964845,0.57387719,10,0.84406068,recurrent_background_path
WGV34A_PATH_0000656,strict_physical_path,267,269,3,3,WGV33D_MAIN_F0267_C011149;WGV33D_MAIN_F0268_C011223;WGV33D_MAIN_F0269_C011289,-13.9689,-10.1919,138,135.3588,R1,1.8885,-1.3206,0.8228,-2.6412,0,0.75,0.73972764,3.109375,0.54254481,4,0.80567743,recurrent_background_path
WGV34A_PATH_0000657,strict_physical_path,267,270,4,4,WGV33D_MAIN_F0267_C011152;WGV33D_MAIN_F0268_C011225;WGV33D_MAIN_F0269_C011292;WGV33D_MAIN_F0270_C011372,-7.9805,-5.5284,226,226,R1,0.98,0,0.0155,0,0,0.75,1,3.256348,0.43917129,6,0.88108287,recurrent_background_path
WGV34A_PATH_0000658,strict_physical_path,267,269,3,3,WGV33D_MAIN_F0267_C011167;WGV33D_MAIN_F0268_C011239;WGV33D_MAIN_F0269_C011304,15.8137,16.8103,263.3456,264.6633,R2,0.4983,0.65885,0.4458,-2.4413,1,0.875,0.66188971,3.073568,0.43693429,4,0.834279,recurrent_background_path
WGV34A_PATH_0000659,strict_physical_path,267,268,2,2,WGV33D_MAIN_F0267_C011175;WGV33D_MAIN_F0268_C011247,46.9739,47.0047,126,130,R1,0.0308,4,0,0,0,0.75,1,4.5200195,0.42498776,1,0.88250122,insufficient_length
WGV34A_PATH_0000660,strict_physical_path,268,269,2,2,WGV33D_MAIN_F0268_C011213;WGV33D_MAIN_F0269_C011278,-33.9936,-33.0166,375.9745,377.0172,R2,0.977,1.0427,0,0,0,0.75,0.59061611,2.8215335,0.42367208,2,0.78028682,insufficient_length
WGV34A_PATH_0000661,strict_physical_path,268,271,4,4,WGV33D_MAIN_F0268_C011230;WGV33D_MAIN_F0269_C011298;WGV33D_MAIN_F0270_C011375;WGV33D_MAIN_F0271_C011441,4.4708,4.8194,254.7381,253.9925,R1,0.5896,0.1996,0.8344,1.2812,2,0.75,0.81756553,2.7231445,0.44451788,6,0.83493959,recurrent_background_path
WGV34A_PATH_0000662,strict_physical_path,268,270,3,3,WGV33D_MAIN_F0268_C011236;WGV33D_MAIN_F0269_C011303;WGV33D_MAIN_F0270_C011379,11.025,13.8339,122,123.3665,R0,1.40445,0.68325,-0.1617,-1.0819,0,0.75,0.85575412,3.142578,0.42399958,4,0.84653857,recurrent_background_path
WGV34A_PATH_0000663,strict_physical_path,268,269,2,2,WGV33D_MAIN_F0268_C011240;WGV33D_MAIN_F0269_C011306,18.5546,19.4906,150,150,R1,0.936,0,0,0,0,0.75,1,4.032227,0.46918153,2,0.87808185,insufficient_length
WGV34A_PATH_0000664,strict_physical_path,268,270,3,3,WGV33D_MAIN_F0268_C011242;WGV33D_MAIN_F0269_C011308;WGV33D_MAIN_F0270_C011382,23.4728,22.5617,150,152.3144,R1,-0.45555,1.1572,-1.0929,-1.4332,1,0.69642863,0.72937454,4.361607,0.57769747,4,0.78350248,recurrent_background_path
WGV34A_PATH_0000665,strict_physical_path,268,269,2,2,WGV33D_MAIN_F0268_C011243;WGV33D_MAIN_F0269_C011307,21.9896,22.4784,274,274,R2,0.4888,0,0,0,0,1,0.71150824,3.458659,0.4279166,2,0.8850854,insufficient_length
WGV34A_PATH_0000666,strict_physical_path,268,269,2,2,WGV33D_MAIN_F0268_C011246;WGV33D_MAIN_F0269_C011310,41.9796,42.5,170,172.0493,R1,0.5204,2.0493,0,0,0,0.75,1,5.4130855,0.41864393,2,0.88313561,insufficient_length
WGV34A_PATH_0000667,strict_physical_path,269,278,10,10,WGV33D_MAIN_F0269_C011274;WGV33D_MAIN_F0270_C011349;WGV33D_MAIN_F0271_C011417;WGV33D_MAIN_F0272_C011482;WGV33D_MAIN_F0273_C011556;WGV33D_MAIN_F0274_C011623;WGV33D_MAIN_F0275_C011699;WGV33D_MAIN_F0276_C011773;WGV33D_MAIN_F0277_C011842;WGV33D_MAIN_F0278_C011906,-59.2665,-54.809,185.1913,161.5624,R1,0.3559,-2.2242,0.3287,0.2404,4,0.75,0.71150849,3.2498375,0.42609606,17,0.81026752,recurrent_background_path
WGV34A_PATH_0000668,strict_physical_path,278,287,10,10,WGV33D_MAIN_F0278_C011906;WGV33D_MAIN_F0279_C011968;WGV33D_MAIN_F0280_C012045;WGV33D_MAIN_F0281_C012117;WGV33D_MAIN_F0282_C012182;WGV33D_MAIN_F0283_C012243;WGV33D_MAIN_F0284_C012303;WGV33D_MAIN_F0285_C012372;WGV33D_MAIN_F0286_C012433;WGV33D_MAIN_F0287_C012506,-54.809,-46.2114,161.5624,139.3763,R1,0.8928,-2.3304,0.11865,-0.09895,4,0.75,0.8457936,3.25555,0.43519608,18,0.84292879,recurrent_background_path
WGV34A_PATH_0000669,strict_physical_path,287,296,10,10,WGV33D_MAIN_F0287_C012506;WGV33D_MAIN_F0288_C012576;WGV33D_MAIN_F0289_C012644;WGV33D_MAIN_F0290_C012711;WGV33D_MAIN_F0291_C012784;WGV33D_MAIN_F0292_C012852;WGV33D_MAIN_F0293_C012927;WGV33D_MAIN_F0294_C012984;WGV33D_MAIN_F0295_C013049;WGV33D_MAIN_F0296_C013122,-46.2114,-40.2228,139.3763,121.4731,R1,0.663,-2.0488,-0.2847,-0.0305,2,0.75,0.79915979,4.0853005,0.44698331,18,0.83009162,recurrent_background_path
WGV34A_PATH_0000670,strict_physical_path,296,305,10,10,WGV33D_MAIN_F0296_C013122;WGV33D_MAIN_F0297_C013191;WGV33D_MAIN_F0298_C013256;WGV33D_MAIN_F0299_C013316;WGV33D_MAIN_F0300_C013370;WGV33D_MAIN_F0301_C013422;WGV33D_MAIN_F0302_C013481;WGV33D_MAIN_F0303_C013548;WGV33D_MAIN_F0304_C013597;WGV33D_MAIN_F0305_C013650,-40.2228,-27.1227,121.4731,104.146,R0,1.5275,-2.0085,-0.14925,0.14185,0,0.75,0.87214091,3.658791,0.5061559,18,0.84241964,recurrent_background_path
WGV34A_PATH_0000671,strict_physical_path,305,306,2,2,WGV33D_MAIN_F0305_C013650;WGV33D_MAIN_F0306_C013702,-27.1227,-25.5535,104.146,102.3903,R0,1.5692,-1.7557,0,0,0,0.75,0.95120934,3.4104955,0.69060565,2,0.84374177,insufficient_length
WGV34A_PATH_0000672,strict_physical_path,269,272,4,4,WGV33D_MAIN_F0269_C011275;WGV33D_MAIN_F0270_C011350;WGV33D_MAIN_F0271_C011418;WGV33D_MAIN_F0272_C011483,-54.9614,-54.0054,378,370,R2,0.3117,-2.7531,-0.17165,-0.4057,0,0.75,0.71150849,3.4589845,0.40957946,4,0.81191918,physically_possible_ambiguous_path
WGV34A_PATH_0000673,strict_physical_path,269,272,4,4,WGV33D_MAIN_F0269_C011281;WGV33D_MAIN_F0270_C011360;WGV33D_MAIN_F0271_C011426;WGV33D_MAIN_F0272_C011494,-26.9833,-22.502,126,122,R0,1.4833,-1.886,0.0275,0.943,0,0.75,1,3.2851565,0.45784242,6,0.87921576,recurrent_background_path
WGV34A_PATH_0000674,strict_physical_path,269,273,5,5,WGV33D_MAIN_F0269_C011294;WGV33D_MAIN_F0270_C011371;WGV33D_MAIN_F0271_C011437;WGV33D_MAIN_F0272_C011510;WGV33D_MAIN_F0273_C011579,-5.2264,0.9953,206.7755,206,R1,1.36735,0.0533,0.0676,-0.2305,1,0.75,0.7298735,3.634487,0.44421304,8,0.81304707,recurrent_background_path
WGV34A_PATH_0000675,strict_physical_path,270,272,3,3,WGV33D_MAIN_F0270_C011355;WGV33D_MAIN_F0271_C011423;WGV33D_MAIN_F0272_C011489,-33.4899,-33.0177,406,402,R2,0.2361,-2,-0.2412,6.5334,1,0.75,0.88829468,3.025879,0.41975223,4,0.85509845,physically_possible_ambiguous_path
WGV34A_PATH_0000676,strict_physical_path,270,271,2,2,WGV33D_MAIN_F0270_C011378;WGV33D_MAIN_F0271_C011444,10.838,11.4727,256.7544,258,R2,0.6347,1.2456,0,0,0,0.75,1,2.8291015,0.44698379,2,0.88030162,insufficient_length
WGV34A_PATH_0000677,strict_physical_path,271,272,2,2,WGV33D_MAIN_F0271_C011420;WGV33D_MAIN_F0272_C011487,-38.8181,-38.035,340.6401,338,R2,0.7831,-2.6401,0,0,0,0.75,0.71150849,2.817057,0.42199602,2,0.81067752,insufficient_length
WGV34A_PATH_0000678,strict_physical_path,271,273,3,3,WGV33D_MAIN_F0271_C011422;WGV33D_MAIN_F0272_C011490;WGV33D_MAIN_F0273_C011562,-33.8164,-32.0052,375.4084,372.0147,R2,0.9056,-1.69685,0.1514,-0.5769,0,0.75,0.6510623,2.751953,0.42833986,4,0.79493159,recurrent_background_path
WGV34A_PATH_0000679,strict_physical_path,271,275,5,5,WGV33D_MAIN_F0271_C011440;WGV33D_MAIN_F0272_C011511;WGV33D_MAIN_F0273_C011580;WGV33D_MAIN_F0274_C011647;WGV33D_MAIN_F0275_C011722,-0.1533,3.968,268.8272,270,R2,1.0666,0.5864,-0.0848,-1.2629,2,0.75,0.71150849,3.783203,0.43524464,8,0.80935266,recurrent_background_path
WGV34A_PATH_0000680,strict_physical_path,271,272,2,2,WGV33D_MAIN_F0271_C011450;WGV33D_MAIN_F0272_C011519,26.0436,27.0218,154,155.9128,R1,0.9782,1.9128,0,0,0,0.75,1,6.0205075,0.47014252,2,0.87798575,insufficient_length
WGV34A_PATH_0000681,strict_physical_path,271,272,2,2,WGV33D_MAIN_F0271_C011452;WGV33D_MAIN_F0272_C011521,44.0103,44.9796,178,178,R1,0.9693,0,0,0,0,0.75,1,5.265625,0.41714807,2,0.88328519,insufficient_length
WGV34A_PATH_0000682,strict_physical_path,272,273,2,2,WGV33D_MAIN_F0272_C011484;WGV33D_MAIN_F0273_C011559,-40.6588,-38.2119,122.3757,119.7223,R0,2.4469,-2.6534,0,0,0,0.75,1,3.2027065,0.44840001,2,0.88016,insufficient_length
WGV34A_PATH_0000683,strict_physical_path,272,274,3,3,WGV33D_MAIN_F0272_C011485;WGV33D_MAIN_F0273_C011560;WGV33D_MAIN_F0274_C011627,-41.4888,-39.5167,175.9651,171.336,R1,0.98605,-2.31455,-0.0247,-3.3223,0,0.75,0.8882946,3.361979,0.43033435,4,0.85404022,recurrent_background_path
WGV34A_PATH_0000684,strict_physical_path,272,273,2,2,WGV33D_MAIN_F0272_C011491;WGV33D_MAIN_F0273_C011564,-29.4928,-28.9678,274,274,R2,0.525,0,0,0,0,1,0.71150849,8.0852865,0.42661281,0,0.88521584,insufficient_length
WGV34A_PATH_0000685,strict_physical_path,272,281,10,10,WGV33D_MAIN_F0272_C011498;WGV33D_MAIN_F0273_C011570;WGV33D_MAIN_F0274_C011638;WGV33D_MAIN_F0275_C011711;WGV33D_MAIN_F0276_C011788;WGV33D_MAIN_F0277_C011855;WGV33D_MAIN_F0278_C011920;WGV33D_MAIN_F0279_C011988;WGV33D_MAIN_F0280_C012058;WGV33D_MAIN_F0281_C012134,-14.9502,-6.521,246,242,R1,0.9777,0,0.1938,0,0,0.75,0.71150849,7.2172855,0.4480173,18,0.80807539,recurrent_background_path
WGV34A_PATH_0000686,strict_physical_path,281,282,2,2,WGV33D_MAIN_F0281_C012134;WGV33D_MAIN_F0282_C012195,-6.521,-5.5,242,240.1162,R1,1.021,-1.8838,0,0,0,0.75,0.71150849,5.61556,0.45036309,2,0.80784081,insufficient_length
WGV34A_PATH_0000687,strict_physical_path,272,273,2,2,WGV33D_MAIN_F0272_C011502;WGV33D_MAIN_F0273_C011572,-11.0131,-10.0312,342,342,R2,0.9819,0,0,0,0,0.75,1,4.966797,0.41640013,1,0.88335999,insufficient_length
WGV34A_PATH_0000688,strict_physical_path,272,276,5,5,WGV33D_MAIN_F0272_C011516;WGV33D_MAIN_F0273_C011588;WGV33D_MAIN_F0274_C011653;WGV33D_MAIN_F0275_C011733;WGV33D_MAIN_F0276_C011804,15.027,19.0501,246,250,R1,1.0242,0,-0.4076,0,0,0.75,0.88829468,3.436523,0.43665268,8,0.8534084,recurrent_background_path
WGV34A_PATH_0000689,strict_physical_path,273,274,2,2,WGV33D_MAIN_F0273_C011557;WGV33D_MAIN_F0274_C011624,-57.9969,-57.9562,194,190,R1,0.0407,-4,0,0,0,0.75,1,3.848633,0.4145439,2,0.88354561,insufficient_length
WGV34A_PATH_0000690,strict_physical_path,273,282,10,10,WGV33D_MAIN_F0273_C011563;WGV33D_MAIN_F0274_C011632;WGV33D_MAIN_F0275_C011705;WGV33D_MAIN_F0276_C011781;WGV33D_MAIN_F0277_C011849;WGV33D_MAIN_F0278_C011912;WGV33D_MAIN_F0279_C011979;WGV33D_MAIN_F0280_C012052;WGV33D_MAIN_F0281_C012124;WGV33D_MAIN_F0282_C012188,-28.9669,-15.074,142,129.4873,R1,1.6831,-1.2733,-0.14305,0.0295,0,0.75,0.77658921,3.631022,0.42815968,18,0.82633133,recurrent_background_path
WGV34A_PATH_0000691,strict_physical_path,282,291,10,10,WGV33D_MAIN_F0282_C012188;WGV33D_MAIN_F0283_C012249;WGV33D_MAIN_F0284_C012311;WGV33D_MAIN_F0285_C012378;WGV33D_MAIN_F0286_C012443;WGV33D_MAIN_F0287_C012516;WGV33D_MAIN_F0288_C012589;WGV33D_MAIN_F0289_C012657;WGV33D_MAIN_F0290_C012723;WGV33D_MAIN_F0291_C012795,-15.074,-2.4464,129.4873,125.1019,R0,1.3794,-0.1411,0.0021,0.0564,0,0.75,1,4.1210935,0.43318782,18,0.88168122,recurrent_background_path
WGV34A_PATH_0000692,strict_physical_path,291,300,10,10,WGV33D_MAIN_F0291_C012795;WGV33D_MAIN_F0292_C012865;WGV33D_MAIN_F0293_C012939;WGV33D_MAIN_F0294_C013001;WGV33D_MAIN_F0295_C013063;WGV33D_MAIN_F0296_C013141;WGV33D_MAIN_F0297_C013207;WGV33D_MAIN_F0298_C013276;WGV33D_MAIN_F0299_C013329;WGV33D_MAIN_F0300_C013384,-2.4464,7.0653,125.1019,126,R0,1.0072,0,-0.0911,0.0933,2,0.75,0.77658921,5.2734375,0.43617956,18,0.82552935,recurrent_background_path
WGV34A_PATH_0000693,strict_physical_path,300,301,2,2,WGV33D_MAIN_F0300_C013384;WGV33D_MAIN_F0301_C013438,7.0653,9.112,126,127.1926,R0,2.0467,1.1926,0,0,0,0.75,0.71150824,5.333008,0.43115141,2,0.80976192,insufficient_length
WGV34A_PATH_0000694,strict_physical_path,273,275,3,3,WGV33D_MAIN_F0273_C011565;WGV33D_MAIN_F0274_C011633;WGV33D_MAIN_F0275_C011706,-26.8601,-23.9657,112.694,110,R0,1.4472,-1.347,-0.448,0.2134,0,0.75,0.85575424,3.608073,0.47000992,4,0.84193757,recurrent_background_path
WGV34A_PATH_0000695,strict_physical_path,273,280,8,8,WGV33D_MAIN_F0273_C011569;WGV33D_MAIN_F0274_C011639;WGV33D_MAIN_F0275_C011713;WGV33D_MAIN_F0276_C011790;WGV33D_MAIN_F0277_C011857;WGV33D_MAIN_F0278_C011922;WGV33D_MAIN_F0279_C011991;WGV33D_MAIN_F0280_C012064,-10.9386,-0.3786,113.335,110.4727,R0,1.6712,-0.5356,0.17615,0.0269,1,0.75,0.91298347,3.408103,0.45826592,14,0.85741928,recurrent_background_path
WGV34A_PATH_0000696,strict_physical_path,273,281,9,9,WGV33D_MAIN_F0273_C011583;WGV33D_MAIN_F0274_C011649;WGV33D_MAIN_F0275_C011725;WGV33D_MAIN_F0276_C011799;WGV33D_MAIN_F0277_C011866;WGV33D_MAIN_F0278_C011929;WGV33D_MAIN_F0279_C011999;WGV33D_MAIN_F0280_C012072;WGV33D_MAIN_F0281_C012145,6.1585,13.218,253.9758,257.8239,R1,0.8535,0.09935,0.1968,0.7277,2,0.75,0.81756553,3.057422,0.44314666,16,0.83507671,recurrent_background_path
WGV34A_PATH_0000697,strict_physical_path,273,280,8,8,WGV33D_MAIN_F0273_C011591;WGV33D_MAIN_F0274_C011659;WGV33D_MAIN_F0275_C011739;WGV33D_MAIN_F0276_C011807;WGV33D_MAIN_F0277_C011875;WGV33D_MAIN_F0278_C011936;WGV33D_MAIN_F0279_C012009;WGV33D_MAIN_F0280_C012079,24.5,29.0471,279.9877,290,R2,0.511,1.933,-0.40525,-0.0543,0,0.75,1,3.6023765,0.43464703,12,0.8815353,recurrent_background_path
WGV34A_PATH_0000698,strict_physical_path,273,275,3,3,WGV33D_MAIN_F0273_C011592;WGV33D_MAIN_F0274_C011660;WGV33D_MAIN_F0275_C011742,43.9764,45.5281,150,154,R1,0.77585,2,-0.5017,-1.8526,0,0.75,0.68360266,5.936198,0.41629644,3,0.80427102,physically_possible_ambiguous_path
WGV34A_PATH_0000699,strict_physical_path,274,275,2,2,WGV33D_MAIN_F0274_C011625;WGV33D_MAIN_F0275_C011700,-51.9971,-52.0033,366,363.9976,R2,-0.0062,-2.0024,0,0,0,1,0.59061611,3.8537595,0.41156645,0,0.85649738,insufficient_length
WGV34A_PATH_0000700,strict_physical_path,274,282,9,9,WGV33D_MAIN_F0274_C011629;WGV33D_MAIN_F0275_C011702;WGV33D_MAIN_F0276_C011776;WGV33D_MAIN_F0277_C011846;WGV33D_MAIN_F0278_C011908;WGV33D_MAIN_F0279_C011975;WGV33D_MAIN_F0280_C012050;WGV33D_MAIN_F0281_C012121;WGV33D_MAIN_F0282_C012186,-35.5139,-24.2919,115.9664,104.7524,R0,1.7758,-1.88045,0.5925,-0.2233,4,0.75,0.86399604,3.370052,0.49942199,16,0.84105681,recurrent_background_path
WGV34A_PATH_0000701,strict_physical_path,274,275,2,2,WGV33D_MAIN_F0274_C011630;WGV33D_MAIN_F0275_C011703,-35.4484,-34.5177,346,346,R2,0.9307,0,0,0,0,0.75,1,3.4638675,0.42136822,2,0.88286318,insufficient_length
WGV34A_PATH_0000702,strict_physical_path,274,283,10,10,WGV33D_MAIN_F0274_C011646;WGV33D_MAIN_F0275_C011720;WGV33D_MAIN_F0276_C011794;WGV33D_MAIN_F0277_C011864;WGV33D_MAIN_F0278_C011926;WGV33D_MAIN_F0279_C011996;WGV33D_MAIN_F0280_C012069;WGV33D_MAIN_F0281_C012143;WGV33D_MAIN_F0282_C012204;WGV33D_MAIN_F0283_C012261,-0.9775,8.0003,226,226,R1,0.9962,0,0.21285,0,1,0.75,1,4.135742,0.44662343,18,0.88033766,recurrent_background_path
WGV34A_PATH_0000703,strict_physical_path,274,275,2,2,WGV33D_MAIN_F0274_C011650;WGV33D_MAIN_F0275_C011726,8.9533,9.9897,278,278,R2,1.0364,0,0,0,0,0.75,1,3.1313475,0.43504406,2,0.88149559,insufficient_length
WGV34A_PATH_0000704,strict_physical_path,275,277,3,3,WGV33D_MAIN_F0275_C011701;WGV33D_MAIN_F0276_C011774;WGV33D_MAIN_F0277_C011844,-42.6309,-42.0002,124.4257,122,R0,0.31535,-1.21285,1.6699,-2.9921,2,0.75,0.68669912,3.630078,0.44702459,3,0.80197232,recurrent_background_path
WGV34A_PATH_0000705,strict_physical_path,275,277,3,3,WGV33D_MAIN_F0275_C011721;WGV33D_MAIN_F0276_C011795;WGV33D_MAIN_F0277_C011863,0.4795,1.9691,279.8955,279.8763,R2,0.7448,-0.0096,0.1884,1.2638,1,0.75,0.74404885,3.121094,0.44905421,4,0.81610679,recurrent_background_path
WGV34A_PATH_0000706,strict_physical_path,275,276,2,2,WGV33D_MAIN_F0275_C011723;WGV33D_MAIN_F0276_C011797,5.491,6.5088,232.7146,232.7034,R1,1.0178,-0.0112,0,0,0,0.75,1,2.743164,0.42748994,2,0.88225101,insufficient_length
WGV34A_PATH_0000707,strict_physical_path,275,276,2,2,WGV33D_MAIN_F0275_C011728;WGV33D_MAIN_F0276_C011800,11.01,12.0424,310,310,R2,1.0324,0,0,0,0,0.75,1,5.453125,0.42645643,2,0.88235436,insufficient_length
WGV34A_PATH_0000708,strict_physical_path,275,276,2,2,WGV33D_MAIN_F0275_C011729;WGV33D_MAIN_F0276_C011802,12.1519,14.0408,79.3055,80.1631,R0,1.8889,0.8576,0,0,0,0.75,0.71150849,3.2322595,0.44275797,2,0.80860133,insufficient_length
WGV34A_PATH_0000709,strict_physical_path,275,276,2,2,WGV33D_MAIN_F0275_C011730;WGV33D_MAIN_F0276_C011801,13.4974,14.6625,260.3334,261.3117,R2,1.1651,0.9783,0,0,0,0.75,0.86643812,2.5807055,0.43327985,2,0.84828154,insufficient_length
WGV34A_PATH_0000710,strict_physical_path,275,276,2,2,WGV33D_MAIN_F0275_C011740;WGV33D_MAIN_F0276_C011806,27.0168,28.0416,130,130,R1,1.0248,0,0,0,0,0.75,1,3.253418,0.43246709,2,0.88175329,insufficient_length
WGV34A_PATH_0000711,strict_physical_path,276,277,2,2,WGV33D_MAIN_F0276_C011803;WGV33D_MAIN_F0277_C011870,17.7128,19.5216,115.7173,116.068,R0,1.8088,0.3507,0,0,0,0.75,0.86643812,2.6934295,0.68832318,2,0.82277721,insufficient_length
WGV34A_PATH_0000712,strict_physical_path,277,286,10,10,WGV33D_MAIN_F0277_C011845;WGV33D_MAIN_F0278_C011909;WGV33D_MAIN_F0279_C011974;WGV33D_MAIN_F0280_C012049;WGV33D_MAIN_F0281_C012120;WGV33D_MAIN_F0282_C012183;WGV33D_MAIN_F0283_C012245;WGV33D_MAIN_F0284_C012306;WGV33D_MAIN_F0285_C012374;WGV33D_MAIN_F0286_C012437,-37.0191,-28.471,166.9386,150,R1,1.021,-1.6612,0.1981,0.79095,2,0.75,0.77658936,3.944092,0.44337502,18,0.82480984,recurrent_background_path
WGV34A_PATH_0000713,strict_physical_path,286,289,4,4,WGV33D_MAIN_F0286_C012437;WGV33D_MAIN_F0287_C012509;WGV33D_MAIN_F0288_C012584;WGV33D_MAIN_F0289_C012648,-28.471,-24.9538,150,147.0531,R1,1.2386,-0.9684,-0.1105,1.01165,1,0.75,1,4.7788085,0.45271738,6,0.87972826,recurrent_background_path
WGV34A_PATH_0000714,strict_physical_path,277,279,3,3,WGV33D_MAIN_F0277_C011872;WGV33D_MAIN_F0278_C011933;WGV33D_MAIN_F0279_C012007,22.0257,24.9747,130,131.8987,R1,1.4745,0.94935,-0.0038,1.8987,0,0.75,0.71150836,3.61849,0.42934617,4,0.80994247,recurrent_background_path
WGV34A_PATH_0000715,strict_physical_path,278,279,2,2,WGV33D_MAIN_F0278_C011913;WGV33D_MAIN_F0279_C011978,-22.0285,-21.8337,338,335.4184,R2,0.1948,-2.5816,0,0,0,0.75,0.71150824,4.125,0.42720436,1,0.81015662,insufficient_length
WGV34A_PATH_0000716,strict_physical_path,278,281,4,4,WGV33D_MAIN_F0278_C011925;WGV33D_MAIN_F0279_C011995;WGV33D_MAIN_F0280_C012068;WGV33D_MAIN_F0281_C012141,1.0279,3.5207,266,266,R2,0.9507,0,0.20135,0,0,0.75,1,3.668945,0.44648517,6,0.88035148,recurrent_background_path
