component_frame_id,component_id_within_frame,physical_vehicle_id,sar_frame,split,component_energy,component_energy_fraction,component_area_m2,component_centroid_range_m,component_centroid_azimuth_m,component_centroid_body_long_m,component_centroid_body_short_m,component_axis_deg,component_axis_ratio,component_identity_scope
SAR000344_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,344,calibration,33708,0.37085,0.7002,-1.24713,1.163211,1.5878,0.622323,166.38771,2.326446,within_frame_only_anonymous_component
SAR000344_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,344,calibration,4582,0.05041,0.1287,-0.717297,-0.451681,-0.097528,0.842033,174.553296,3.046852,within_frame_only_anonymous_component
SAR000344_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,344,calibration,1841,0.020254,0.0576,-0.420608,-1.091054,-0.802331,0.850632,2.636221,2.377726,within_frame_only_anonymous_component
SAR000344_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,344,calibration,1894,0.020837,0.0531,-0.140235,-1.690215,-1.46382,0.856577,2.734241,5.583068,within_frame_only_anonymous_component
SAR000344_C05,5,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,344,calibration,521,0.005732,0.0153,-0.912181,0.161642,0.539807,0.752869,143.105265,2.541686,within_frame_only_anonymous_component
SAR000345_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,345,calibration,35702,0.37551,0.6912,-1.297498,1.213755,1.647147,0.666039,169.206441,2.57445,within_frame_only_anonymous_component
SAR000345_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,345,calibration,3888,0.040894,0.09,-0.197935,-1.746057,-1.500516,0.914519,174.185755,2.249142,within_frame_only_anonymous_component
SAR000345_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,345,calibration,3031,0.03188,0.0819,-0.833692,-0.164264,0.201926,0.825379,175.840162,1.596856,within_frame_only_anonymous_component
SAR000345_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,345,calibration,1827,0.019216,0.0522,-0.714693,-0.576878,-0.222443,0.891119,0.00647,1.935206,within_frame_only_anonymous_component
SAR000345_C05,5,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,345,calibration,1065,0.011202,0.0279,-0.453991,-1.325232,-1.011006,0.969646,175.008773,3.052448,within_frame_only_anonymous_component
SAR000345_C06,6,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,345,calibration,514,0.005406,0.0162,-0.512516,-0.916713,-0.615808,0.850774,49.016539,1.148455,within_frame_only_anonymous_component
SAR000346_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,346,calibration,38137,0.395669,0.7515,-1.206122,1.029726,1.42834,0.689139,172.457973,3.482495,within_frame_only_anonymous_component
SAR000346_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,346,calibration,3134,0.032515,0.072,-0.202305,-1.84767,-1.609638,0.92945,8.246942,2.120136,within_frame_only_anonymous_component
SAR000346_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,346,calibration,996,0.010333,0.0234,-0.448991,-1.391824,-1.093041,0.971611,179.474036,2.741437,within_frame_only_anonymous_component
SAR000346_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,346,calibration,745,0.007729,0.0216,-0.493422,-1.053852,-0.765805,0.876134,165.264189,1.883934,within_frame_only_anonymous_component
SAR000346_C05,5,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,346,calibration,447,0.004638,0.0126,-0.657095,-0.788316,-0.456835,0.918976,88.576671,1.682103,within_frame_only_anonymous_component
SAR000346_C06,6,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,346,calibration,526,0.005457,0.0126,-0.871822,-0.432962,-0.04509,0.972366,135.173978,1.382851,within_frame_only_anonymous_component
SAR000347_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,347,calibration,34455,0.352553,0.6975,-1.185321,0.944829,1.323191,0.739497,177.237108,5.05844,within_frame_only_anonymous_component
SAR000347_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,347,calibration,5151,0.052706,0.1251,-0.20866,-1.790175,-1.577997,0.870741,9.337437,1.97453,within_frame_only_anonymous_component
SAR000347_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,347,calibration,2670,0.02732,0.0567,-0.944717,1.836307,2.057266,0.179357,76.273489,1.296927,within_frame_only_anonymous_component
SAR000347_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,347,calibration,1757,0.017978,0.0432,-0.48477,-1.222386,-0.947943,0.911391,170.853732,2.847383,within_frame_only_anonymous_component
SAR000347_C05,5,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,347,calibration,602,0.00616,0.018,-0.599416,-0.731325,-0.450023,0.831633,91.410517,3.047232,within_frame_only_anonymous_component
SAR000348_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,348,calibration,31251,0.292752,0.5859,-1.174496,1.342986,1.68625,0.582764,170.429284,1.981259,within_frame_only_anonymous_component
SAR000348_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,348,calibration,7346,0.068816,0.1683,-0.279107,-1.43717,-1.226489,0.799427,3.925598,4.918691,within_frame_only_anonymous_component
SAR000348_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,348,calibration,2619,0.024534,0.0666,-0.735665,-0.059196,0.222002,0.703863,170.988831,1.761485,within_frame_only_anonymous_component
SAR000348_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,348,calibration,1353,0.012675,0.0333,-0.638773,-0.464047,-0.189551,0.766447,86.326875,1.229602,within_frame_only_anonymous_component
SAR000348_C05,5,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,348,calibration,1168,0.010942,0.0261,-0.991298,0.470362,0.808832,0.74142,63.493666,1.602471,within_frame_only_anonymous_component
SAR000348_C06,6,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,348,calibration,752,0.007045,0.018,-0.862023,0.272778,0.577124,0.696003,103.157473,1.542482,within_frame_only_anonymous_component
SAR000348_C07,7,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,348,calibration,635,0.005949,0.0171,-0.536114,-0.614869,-0.367919,0.728092,83.399731,3.486802,within_frame_only_anonymous_component
SAR000349_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,349,calibration,28754,0.295744,0.5499,-1.160453,1.294666,1.631067,0.602023,177.020432,2.830824,within_frame_only_anonymous_component
SAR000349_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,349,calibration,6128,0.063028,0.1512,-0.529911,-0.793296,-0.54235,0.784844,176.042779,5.959942,within_frame_only_anonymous_component
SAR000349_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,349,calibration,4341,0.044649,0.1008,-0.215806,-1.641617,-1.446725,0.805273,4.962818,2.55778,within_frame_only_anonymous_component
SAR000349_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,349,calibration,2169,0.022309,0.0576,-0.681337,-0.006716,0.244705,0.635912,24.763269,2.081007,within_frame_only_anonymous_component
SAR000349_C05,5,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,349,calibration,2528,0.026001,0.054,-0.806431,1.987003,2.14434,0.017887,94.042661,1.445532,within_frame_only_anonymous_component
SAR000349_C06,6,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,349,calibration,581,0.005976,0.0171,-0.698021,0.551325,0.769661,0.445886,161.883594,1.994433,within_frame_only_anonymous_component
SAR000349_C07,7,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,349,calibration,495,0.005091,0.0135,-0.799761,1.634945,1.814575,0.141356,31.189463,1.378735,within_frame_only_anonymous_component
SAR000350_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,350,calibration,25857,0.453202,0.7983,-0.894558,0.256923,0.54743,0.752705,177.167974,3.562134,within_frame_only_anonymous_component
SAR000350_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,350,calibration,317,0.005556,0.0153,0.827863,-0.809313,-1.04368,-0.501074,137.183898,1.959259,within_frame_only_anonymous_component
SAR000350_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,350,calibration,280,0.004908,0.0108,0.317471,0.947138,0.7814,-0.622312,14.699286,1.504473,within_frame_only_anonymous_component
SAR000351_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,351,calibration,23793,0.5059,0.8325,-0.870048,0.197297,0.492812,0.743671,176.434379,3.980578,within_frame_only_anonymous_component
SAR000351_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,351,calibration,278,0.005911,0.0153,-1.100666,0.011466,0.400765,1.025175,161.879472,5.144518,within_frame_only_anonymous_component
SAR000351_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,351,calibration,254,0.005401,0.0117,0.275211,0.500258,0.370268,-0.434627,19.116961,1.268315,within_frame_only_anonymous_component
SAR000351_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,351,calibration,197,0.004189,0.0108,0.795788,-0.521206,-0.769386,-0.559445,118.479089,1.11234,within_frame_only_anonymous_component
SAR000352_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,352,calibration,24907,0.480979,0.7974,-0.718795,0.246303,0.477165,0.591308,176.147856,3.790811,within_frame_only_anonymous_component
SAR000352_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,352,calibration,467,0.009018,0.018,0.434111,0.443163,0.268081,-0.559444,154.417188,1.538842,within_frame_only_anonymous_component
SAR000352_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,352,calibration,205,0.003959,0.0108,-1.0553,-0.167775,0.203053,1.049084,166.988171,1.57959,within_frame_only_anonymous_component
SAR000353_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,353,calibration,34869,0.32322,0.6129,-1.095043,1.350226,1.638153,0.581965,173.590719,2.581913,within_frame_only_anonymous_component
SAR000353_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,353,calibration,6469,0.059965,0.1386,-0.387178,-1.390921,-1.182123,0.828946,3.560111,4.070585,within_frame_only_anonymous_component
SAR000353_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,353,calibration,2027,0.018789,0.0468,-0.690901,-0.314429,-0.065973,0.756212,10.952776,1.373239,within_frame_only_anonymous_component
SAR000353_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,353,calibration,1468,0.013608,0.0378,-0.539054,-0.644979,-0.428242,0.723316,14.793184,1.577486,within_frame_only_anonymous_component
SAR000353_C05,5,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,353,calibration,1300,0.01205,0.0315,-0.686738,0.683867,0.873765,0.419307,44.526595,1.773361,within_frame_only_anonymous_component
SAR000353_C06,6,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,353,calibration,1005,0.009316,0.0216,-0.621757,2.026939,2.118249,-0.089934,82.643925,1.443892,within_frame_only_anonymous_component
SAR000353_C07,7,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,353,calibration,705,0.006535,0.0189,-0.666352,0.890467,1.061734,0.331177,46.681252,1.605535,within_frame_only_anonymous_component
SAR000353_C08,8,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,353,calibration,592,0.005488,0.0171,-0.809749,0.249869,0.505651,0.680033,26.669363,1.508813,within_frame_only_anonymous_component
SAR000353_C09,9,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,353,calibration,420,0.003893,0.0108,-0.704866,0.004429,0.239283,0.663023,94.994313,2.573421,within_frame_only_anonymous_component
SAR000354_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,354,calibration,31147,0.298414,0.5382,-1.044263,1.328881,1.590231,0.572343,173.75678,2.760411,within_frame_only_anonymous_component
SAR000354_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,354,calibration,7317,0.070103,0.1593,-0.417449,-1.327253,-1.128106,0.814395,179.153841,4.34377,within_frame_only_anonymous_component
SAR000354_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,354,calibration,2634,0.025236,0.0639,-0.684616,-0.232325,-0.004771,0.722946,170.254133,2.615558,within_frame_only_anonymous_component
SAR000354_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,354,calibration,1797,0.017217,0.045,-0.618289,0.755261,0.911608,0.348813,5.89749,1.578224,within_frame_only_anonymous_component
SAR000354_C05,5,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,354,calibration,936,0.008968,0.0207,-0.553956,2.01466,2.086582,-0.109073,82.805043,1.345083,within_frame_only_anonymous_component
SAR000354_C06,6,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,354,calibration,761,0.007291,0.0207,-0.644677,1.554671,1.678611,0.121967,43.620204,1.870093,within_frame_only_anonymous_component
SAR000354_C07,7,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,354,calibration,749,0.007176,0.0198,-0.762944,0.227621,0.456426,0.652357,65.882214,1.243705,within_frame_only_anonymous_component
SAR000354_C08,8,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,354,calibration,766,0.007339,0.0189,-0.574864,-0.596303,-0.38479,0.733473,77.419875,1.709279,within_frame_only_anonymous_component
SAR000354_C09,9,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,354,calibration,466,0.004465,0.0135,-0.550577,-0.208736,-0.024619,0.588303,130.03115,1.586129,within_frame_only_anonymous_component
SAR000354_C10,10,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,354,calibration,432,0.004139,0.0108,0.15796,-2.051034,-1.996327,0.496358,45.94458,1.52263,within_frame_only_anonymous_component
SAR000355_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,355,calibration,33031,0.313025,0.5679,-1.102159,1.304906,1.564634,0.685166,173.974773,3.432953,within_frame_only_anonymous_component
SAR000355_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,355,calibration,8243,0.078116,0.18,-0.513908,-1.360008,-1.157487,0.879743,178.618818,3.732616,within_frame_only_anonymous_component
SAR000355_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,355,calibration,3843,0.036419,0.0891,-0.765548,-0.28685,-0.057092,0.815529,177.891149,3.402637,within_frame_only_anonymous_component
SAR000355_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,355,calibration,928,0.008794,0.0207,-0.612305,2.032627,2.122832,0.008445,51.480923,1.378969,within_frame_only_anonymous_component
SAR000355_C05,5,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,355,calibration,704,0.006672,0.0189,-0.179466,-1.789996,-1.66488,0.681518,148.750889,3.228242,within_frame_only_anonymous_component
SAR000355_C06,6,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,355,calibration,614,0.005819,0.0153,-0.596776,-0.094946,0.078838,0.599117,161.864427,2.190584,within_frame_only_anonymous_component
SAR000355_C07,7,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,355,calibration,542,0.005136,0.0135,-0.685502,0.67626,0.8434,0.46467,75.851879,1.190006,within_frame_only_anonymous_component
SAR000355_C08,8,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,355,calibration,503,0.004767,0.0126,-0.671763,0.887261,1.041763,0.391442,17.312274,3.359646,within_frame_only_anonymous_component
SAR000355_C09,9,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,355,calibration,473,0.004482,0.0126,-0.838393,0.202673,0.432917,0.746031,113.576118,2.775133,within_frame_only_anonymous_component
SAR000355_C10,10,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,355,calibration,482,0.004568,0.0117,0.043575,-2.040686,-1.968684,0.539055,39.295091,1.955071,within_frame_only_anonymous_component
SAR000355_C11,11,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,355,calibration,526,0.004985,0.0108,-0.622358,-0.772887,-0.563782,0.816599,100.349562,2.050043,within_frame_only_anonymous_component
SAR000356_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,356,calibration,31669,0.308716,0.5949,-1.046277,1.274064,1.501957,0.679752,177.188966,3.047426,within_frame_only_anonymous_component
SAR000356_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,356,calibration,10870,0.105963,0.2619,-0.626684,-0.862587,-0.670378,0.829086,177.644136,7.67285,within_frame_only_anonymous_component
SAR000356_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,356,calibration,752,0.007331,0.0162,-0.580149,2.045453,2.125932,0.02939,63.087287,1.536399,within_frame_only_anonymous_component
SAR000356_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,356,calibration,557,0.00543,0.0144,-0.169502,-1.778001,-1.67308,0.625157,152.07891,2.4197,within_frame_only_anonymous_component
SAR000356_C05,5,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,356,calibration,518,0.00505,0.0126,-0.417724,-1.845332,-1.67368,0.882348,108.284629,1.481921,within_frame_only_anonymous_component
SAR000356_C06,6,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,356,calibration,419,0.004084,0.0108,-0.581699,-0.085807,0.068108,0.584036,159.940326,1.63717,within_frame_only_anonymous_component
SAR000357_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,357,calibration,30081,0.270449,0.5202,-1.023412,1.113177,-1.312211,-0.751424,178.550159,2.577733,within_frame_only_anonymous_component
SAR000357_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,357,calibration,9139,0.082166,0.2043,-0.596689,-1.381428,1.214948,-0.887852,176.132118,5.099917,within_frame_only_anonymous_component
SAR000357_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,357,calibration,3720,0.033445,0.0891,-0.776034,-0.335664,0.155436,-0.831107,162.45196,1.674216,within_frame_only_anonymous_component
SAR000357_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,357,calibration,1911,0.017181,0.0486,-0.863254,0.256971,-0.441798,-0.784892,161.696074,1.666622,within_frame_only_anonymous_component
SAR000357_C05,5,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,357,calibration,871,0.007831,0.0225,-0.271797,-1.923792,1.815803,-0.691164,152.195246,1.204648,within_frame_only_anonymous_component
SAR000357_C06,6,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,357,calibration,907,0.008155,0.0189,-0.555225,1.90851,-1.984086,-0.118701,13.688592,1.568997,within_frame_only_anonymous_component
SAR000357_C07,7,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,357,calibration,681,0.006123,0.018,-1.116343,2.042246,-2.238786,-0.636258,20.218058,2.454816,within_frame_only_anonymous_component
SAR000358_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,358,calibration,33485,0.29689,0.5661,-0.913411,1.134951,-1.300807,-0.656,176.074256,2.539406,within_frame_only_anonymous_component
SAR000358_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,358,calibration,8268,0.073307,0.1755,-0.513626,-1.395691,1.257499,-0.794016,177.51953,4.760505,within_frame_only_anonymous_component
SAR000358_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,358,calibration,3905,0.034623,0.0954,-0.670957,-0.278821,0.132414,-0.714416,160.544995,1.765016,within_frame_only_anonymous_component
SAR000358_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,358,calibration,951,0.008432,0.0252,-0.43808,1.9733,-2.02128,-0.015932,2.680115,1.667413,within_frame_only_anonymous_component
SAR000358_C05,5,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,358,calibration,728,0.006455,0.018,-0.196767,-1.877035,1.794442,-0.58477,153.313037,1.241407,within_frame_only_anonymous_component
SAR000358_C06,6,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,358,calibration,690,0.006118,0.0171,-0.983706,2.130974,-2.289521,-0.516546,33.827326,1.962276,within_frame_only_anonymous_component
SAR000358_C07,7,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,358,calibration,419,0.003715,0.0117,-0.522549,-0.666735,0.54278,-0.650371,31.628058,2.04324,within_frame_only_anonymous_component
SAR000358_C08,8,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,358,calibration,404,0.003582,0.0108,-0.62919,0.392956,-0.515793,-0.533153,139.166592,3.615614,within_frame_only_anonymous_component
SAR000359_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,359,calibration,36601,0.312541,0.5814,-0.910639,1.177317,-1.337561,-0.652893,175.845739,2.654093,within_frame_only_anonymous_component
SAR000359_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,359,calibration,7555,0.064513,0.1404,-0.622849,-1.091201,0.942173,-0.831246,167.993859,3.448701,within_frame_only_anonymous_component
SAR000359_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,359,calibration,3370,0.028777,0.072,-0.716198,-0.219992,0.070141,-0.745933,5.056368,1.487912,within_frame_only_anonymous_component
SAR000359_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,359,calibration,3223,0.027522,0.063,-0.459324,-1.634921,1.50776,-0.781412,171.621887,2.308695,within_frame_only_anonymous_component
SAR000359_C05,5,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,359,calibration,587,0.005012,0.0135,-0.602485,0.0327,-0.154231,-0.583326,47.474648,2.235388,within_frame_only_anonymous_component
SAR000359_C06,6,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,359,calibration,430,0.003672,0.0108,0.005328,-2.079218,2.037073,-0.416544,133.371384,1.178253,within_frame_only_anonymous_component
SAR000360_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,360,calibration,33678,0.313619,0.5715,-0.909088,1.071557,-1.211049,-0.712766,174.015201,2.600171,within_frame_only_anonymous_component
SAR000360_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,360,calibration,12310,0.114634,0.2457,-0.652295,-1.342886,1.211784,-0.872016,178.417461,3.961801,within_frame_only_anonymous_component
SAR000360_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,360,calibration,2707,0.025208,0.0639,-0.713527,-0.302735,0.176453,-0.75474,148.494282,1.714327,within_frame_only_anonymous_component
SAR000360_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,360,calibration,612,0.005699,0.0153,-0.250921,-1.968172,1.896422,-0.583306,29.280281,2.946234,within_frame_only_anonymous_component
SAR000360_C05,5,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,360,calibration,430,0.004004,0.0108,-0.097026,-2.176776,2.128241,-0.467291,168.952825,1.420782,within_frame_only_anonymous_component
SAR000361_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,361,guard,32352,0.31217,0.576,-0.840482,0.917432,-1.031922,-0.695147,174.974642,2.33487,within_frame_only_anonymous_component
SAR000361_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,361,guard,13039,0.125815,0.2682,-0.668114,-1.239981,1.127201,-0.8446,176.39459,5.286676,within_frame_only_anonymous_component
SAR000361_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,361,guard,2927,0.028243,0.081,-0.7272,-0.162044,0.052419,-0.743189,14.387846,2.363259,within_frame_only_anonymous_component
SAR000361_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,361,guard,689,0.006648,0.0171,-0.319042,-1.951995,1.883106,-0.604969,14.573764,1.762689,within_frame_only_anonymous_component
SAR000361_C05,5,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,361,guard,410,0.003956,0.0108,-0.590201,-2.077573,1.967086,-0.891751,157.37656,2.486692,within_frame_only_anonymous_component
SAR000362_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,362,guard,36704,0.346254,0.6543,-0.846868,0.873513,-0.987537,-0.71062,175.928179,3.530408,within_frame_only_anonymous_component
SAR000362_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,362,guard,12098,0.114129,0.2304,-0.685016,-1.2303,1.117417,-0.856892,175.569831,4.566122,within_frame_only_anonymous_component
SAR000362_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,362,guard,1151,0.010858,0.0279,-0.295295,-1.856966,1.79416,-0.562594,32.11258,1.864825,within_frame_only_anonymous_component
SAR000362_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,362,guard,508,0.004792,0.0117,-0.860114,1.893944,-1.999017,-0.575111,63.928665,2.637352,within_frame_only_anonymous_component
SAR000363_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,363,guard,43261,0.387796,0.7047,-0.860355,0.511372,-0.6048,-0.797452,176.649811,3.53943,within_frame_only_anonymous_component
SAR000363_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,363,guard,10647,0.095441,0.2025,-0.757855,-1.384721,1.290804,-0.908638,177.186551,6.317219,within_frame_only_anonymous_component
SAR000363_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,363,guard,1019,0.009134,0.0243,-0.426241,-2.107731,2.046494,-0.660358,18.788245,3.106252,within_frame_only_anonymous_component
SAR000363_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,363,guard,950,0.008516,0.0225,-0.805775,1.647143,-1.727247,-0.615606,81.916642,1.806519,within_frame_only_anonymous_component
SAR000364_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,364,guard,50724,0.412971,0.7839,-0.822916,0.491222,-0.567963,-0.771951,175.591741,3.471406,within_frame_only_anonymous_component
SAR000364_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,364,guard,8513,0.069309,0.1584,-0.751282,-1.267649,1.18966,-0.869522,175.698577,4.566963,within_frame_only_anonymous_component
SAR000365_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,365,guard,54007,0.420887,0.7866,-0.809663,0.536073,0.617563,0.749363,177.761048,3.538511,within_frame_only_anonymous_component
SAR000365_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,365,guard,6013,0.046861,0.1071,-0.774391,-1.153244,-1.066226,0.890402,174.138442,3.196749,within_frame_only_anonymous_component
SAR000365_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,365,guard,944,0.007357,0.0207,-0.362508,0.45082,0.486157,0.313532,20.300472,2.955641,within_frame_only_anonymous_component
SAR000365_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,365,guard,1103,0.008596,0.0207,-0.675582,-1.594758,-1.515635,0.838162,25.252007,1.091372,within_frame_only_anonymous_component
SAR000366_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,366,guard,53881,0.420013,0.7866,-0.778107,0.215934,0.264257,0.763051,177.722902,3.6922,within_frame_only_anonymous_component
SAR000366_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,366,guard,4803,0.03744,0.0873,-0.794059,-1.509279,-1.456567,0.887054,3.458979,3.538079,within_frame_only_anonymous_component
SAR000366_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,366,guard,1034,0.00806,0.0207,-0.578312,1.006775,1.041028,0.514102,177.86273,5.58376,within_frame_only_anonymous_component
SAR000366_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,366,guard,819,0.006384,0.0171,-0.309932,0.141612,0.160751,0.300451,20.679859,1.931139,within_frame_only_anonymous_component
