subject_frame_id,subject_name,subject_short,pair_id,sar_frame,split,source_region_id,source_variant,posthoc_evaluation_label,gate_label_used_for_status,subject_motion_model,persistent_subject_status,center_x,center_y,width_px,height_px,width_m_grid,height_m_grid,angle_deg,subject_principal_axis_deg,local_range_axis_deg,local_azimuth_axis_deg,body_axis_proxy_deg,motion_heading_directed_deg,heading_confidence,principal_minus_body_axial_deg,principal_minus_range_axial_deg,body_minus_range_axial_deg,principal_minus_motion_axial_deg,center_selection_status,mean_energy,high_energy_pixel_fraction,local_background_normalized_energy,body_long_energy90_width_m,body_short_energy90_width_m,response_compactness,response_linearity,energy_centroid_range_m,energy_centroid_azimuth_m,observation_status,visible_fraction,surface_generation_status
matched_strong_scatterer_background_sar000340,matched_strong_scatterer_background,mss,WGV35A_PAIR_0044,340,calibration,E0_R1_REG_000340_0041,matched_strong_scatterer_background_same_area,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,1371,952,158.83115,69.254939,4.764934,2.077648,-117.847126,60.488296,119.819795,29.819795,179.701939,-0.298061,MEDIUM,60.786357,59.331499,59.882144,60.786357,UNIQUE_GT_CENTER,62.889786,0.322204,1.137899,3.27419,1.523479,0.201176,2.296434,-5.991867,11.039452,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
matched_linear_structure_background_sar000340,matched_linear_structure_background,mls,WGV35A_PAIR_0044,340,calibration,E0_R1_REG_000340_0042,matched_linear_structure_background_same_area,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,1337,986,158.83115,69.254939,4.764934,2.077648,-117.847126,62.666094,117.970559,27.970559,179.701939,-0.298061,MEDIUM,62.964155,55.304465,61.73138,62.964155,UNIQUE_GT_CENTER,56.9571,0.159846,1.030556,2.348785,1.820777,0.262848,1.384652,-6.390977,9.712963,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
fixed_known_non_vehicle_N005_sar000340,fixed_known_non_vehicle_N005,n005,WGV35A_PAIR_0044,340,calibration,E0_R1_REG_000340_0043,fixed_known_non_vehicle_same_area,negative,false,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,1196.566369,1166.397906,158.83115,69.254939,4.764934,2.077648,-117.847126,54.324142,104.532969,14.532969,179.701939,-0.298061,MEDIUM,54.622203,50.208827,75.16897,54.622203,UNIQUE_GT_CENTER,54.074806,0.075614,0.978405,3.784676,1.897367,0.130596,1.771239,-9.252501,3.411308,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
fixed_strong_scatterer_sar000340,fixed_strong_scatterer,fss,WGV35A_PAIR_0044,340,calibration,E0_R1_REG_000340_0045,fixed_strong_scatterer_background_same_area,negative,false,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,1132.158395,1164.457828,158.83115,69.254939,4.764934,2.077648,-117.847126,77.016634,82.510653,172.510653,179.701939,-0.298061,MEDIUM,77.314695,5.494019,82.808714,77.314695,UNIQUE_GT_CENTER,54.783264,0.103539,0.991224,3.547444,1.926376,0.15106,1.944956,-8.373678,1.74025,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
fixed_linear_structure_sar000340,fixed_linear_structure,fls,WGV35A_PAIR_0044,340,calibration,E0_R1_REG_000340_0044,fixed_linear_structure_background_same_area,negative,false,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,1461.700834,848.735721,158.83115,69.254939,4.764934,2.077648,-117.847126,65.198726,122.560807,32.560807,179.701939,-0.298061,MEDIUM,65.496787,57.362081,57.141132,65.496787,UNIQUE_GT_CENTER,53.383301,0.058394,0.965893,4.473859,1.967911,0.147612,2.402404,-4.545698,14.912438,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
vehicle_body_axis_reference_sar000341,vehicle_body_axis_reference,veh,WGV35A_PAIR_0048,341,calibration,E0_R1_REG_000341_0002,body_axis_reference,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,954.2055,941.303,158.83115,69.254939,4.764934,2.077648,-117.167743,42.789047,62.832257,152.832257,0.708955,0.708955,MEDIUM,42.080092,20.04321,62.123302,42.080092,UNIQUE_GT_CENTER,53.314186,0.117932,1.015466,2.433457,1.883133,0.228215,1.535601,-0.033137,0.006913,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
matched_ordinary_background_sar000341,matched_ordinary_background,mob,WGV35A_PAIR_0048,341,calibration,E0_R1_REG_000341_0040,matched_ordinary_background_same_area,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,1473,1020,158.83115,69.254939,4.764934,2.077648,-117.167743,57.62092,135.764384,45.764384,0.708955,0.708955,MEDIUM,56.911965,78.143464,44.944571,56.911965,UNIQUE_GT_CENTER,52.328178,0.083289,0.996685,3.930226,1.91493,0.138598,2.249662,-9.123373,12.760408,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
matched_strong_scatterer_background_sar000341,matched_strong_scatterer_background,mss,WGV35A_PAIR_0048,341,calibration,E0_R1_REG_000341_0041,matched_strong_scatterer_background_same_area,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,1371,952,158.83115,69.254939,4.764934,2.077648,-117.167743,62.496653,119.819795,29.819795,0.708955,0.708955,MEDIUM,61.787698,57.323142,60.88916,61.787698,UNIQUE_GT_CENTER,60.393955,0.3016,1.150313,3.286838,1.597179,0.193041,2.128623,-5.945782,10.971287,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
matched_linear_structure_background_sar000341,matched_linear_structure_background,mls,WGV35A_PAIR_0048,341,calibration,E0_R1_REG_000341_0042,matched_linear_structure_background_same_area,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,1337,986,158.83115,69.254939,4.764934,2.077648,-117.167743,67.728932,117.970559,27.970559,0.708955,0.708955,MEDIUM,67.019977,50.241627,62.738396,67.019977,UNIQUE_GT_CENTER,54.707291,0.1432,1.042,2.361025,1.943155,0.236386,1.157032,-6.366124,9.623606,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
fixed_known_non_vehicle_N005_sar000341,fixed_known_non_vehicle_N005,n005,WGV35A_PAIR_0048,341,calibration,E0_R1_REG_000341_0043,fixed_known_non_vehicle_same_area,negative,false,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,1196.566369,1166.397906,158.83115,69.254939,4.764934,2.077648,-117.167743,61.932693,104.532969,14.532969,0.708955,0.708955,MEDIUM,61.223738,42.600276,76.175986,61.223738,UNIQUE_GT_CENTER,51.892822,0.06031,0.988393,4.160682,1.875371,0.160557,1.980508,-9.29217,3.376067,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
fixed_strong_scatterer_sar000341,fixed_strong_scatterer,fss,WGV35A_PAIR_0048,341,calibration,E0_R1_REG_000341_0045,fixed_strong_scatterer_background_same_area,negative,false,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,1132.158395,1164.457828,158.83115,69.254939,4.764934,2.077648,-117.167743,78.314473,82.510653,172.510653,0.708955,0.708955,MEDIUM,77.605518,4.19618,81.801698,77.605518,UNIQUE_GT_CENTER,52.676224,0.085581,1.003315,3.895068,1.917708,0.141574,2.243695,-8.431238,1.688446,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
fixed_linear_structure_sar000341,fixed_linear_structure,fls,WGV35A_PAIR_0048,341,calibration,E0_R1_REG_000341_0044,fixed_linear_structure_background_same_area,negative,false,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,1461.700834,848.735721,158.83115,69.254939,4.764934,2.077648,-117.167743,71.549355,122.560807,32.560807,0.708955,0.708955,MEDIUM,70.8404,51.011452,58.148148,70.8404,UNIQUE_GT_CENTER,51.996773,0.066673,0.990373,4.356563,1.924226,0.130764,2.482164,-4.448172,14.807152,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
vehicle_body_axis_reference_sar000342,vehicle_body_axis_reference,veh,WGV35A_PAIR_0051,342,calibration,E0_R1_REG_000342_0002,body_axis_reference,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,960.6925,941.6285,158.83115,69.254939,4.764934,2.077648,3.901428,178.741204,63.573963,153.573963,0.246471,0.246471,HIGH,1.505267,64.832759,63.327492,1.505267,UNIQUE_GT_CENTER,57.458118,0.20403,1.09107,3.588241,0.976189,0.296762,4.570703,-0.08081,0.052424,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
matched_ordinary_background_sar000342,matched_ordinary_background,mob,WGV35A_PAIR_0051,342,calibration,E0_R1_REG_000342_0040,matched_ordinary_background_same_area,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,1269,918,158.83115,69.254939,4.764934,2.077648,3.901428,0.825719,105.574234,15.574234,0.246471,0.246471,HIGH,0.579248,75.251485,74.672237,0.579248,UNIQUE_GT_CENTER,52.223896,0.065174,0.991677,4.18077,1.861813,0.138287,2.527502,-3.486695,8.61648,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
matched_strong_scatterer_background_sar000342,matched_strong_scatterer_background,mss,WGV35A_PAIR_0051,342,calibration,E0_R1_REG_000342_0041,matched_strong_scatterer_background_same_area,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,1371,952,158.83115,69.254939,4.764934,2.077648,3.901428,5.625345,119.819795,29.819795,0.246471,0.246471,HIGH,5.378874,65.80555,60.426676,5.378874,UNIQUE_GT_CENTER,60.727882,0.290337,1.153159,2.151621,1.695831,0.280696,1.606916,-5.767265,10.884863,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
matched_linear_structure_background_sar000342,matched_linear_structure_background,mls,WGV35A_PAIR_0051,342,calibration,E0_R1_REG_000342_0042,matched_linear_structure_background_same_area,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,1337,986,158.83115,69.254939,4.764934,2.077648,3.901428,169.178355,117.970559,27.970559,0.246471,0.246471,HIGH,11.068116,51.207796,62.275912,11.068116,UNIQUE_GT_CENTER,60.929569,0.311639,1.156989,4.043322,1.797935,0.149554,3.95772,-6.179065,9.518018,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
fixed_known_non_vehicle_N005_sar000342,fixed_known_non_vehicle_N005,n005,WGV35A_PAIR_0051,342,calibration,E0_R1_REG_000342_0043,fixed_known_non_vehicle_same_area,negative,false,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,1196.566369,1166.397906,158.83115,69.254939,4.764934,2.077648,3.901428,172.821866,104.532969,14.532969,0.246471,0.246471,HIGH,7.424605,68.288897,75.713502,7.424605,UNIQUE_GT_CENTER,52.873322,0.073557,1.004009,3.818166,1.740738,0.175628,2.334004,-9.161987,3.304426,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
fixed_strong_scatterer_sar000342,fixed_strong_scatterer,fss,WGV35A_PAIR_0051,342,calibration,E0_R1_REG_000342_0045,fixed_strong_scatterer_background_same_area,negative,false,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,1132.158395,1164.457828,158.83115,69.254939,4.764934,2.077648,3.901428,172.252617,82.510653,172.510653,0.246471,0.246471,HIGH,7.993854,89.741964,82.264182,7.993854,UNIQUE_GT_CENTER,52.451069,0.064155,0.995991,3.933118,1.691126,0.154389,2.22147,-8.279371,1.649515,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
fixed_linear_structure_sar000342,fixed_linear_structure,fls,WGV35A_PAIR_0051,342,calibration,E0_R1_REG_000342_0044,fixed_linear_structure_background_same_area,negative,false,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,1461.700834,848.735721,158.83115,69.254939,4.764934,2.077648,3.901428,2.198842,122.560807,32.560807,0.246471,0.246471,HIGH,1.952371,59.638035,57.685664,1.952371,UNIQUE_GT_CENTER,51.903137,0.045631,0.985586,4.409986,1.92103,0.133538,2.319745,-4.163057,14.689668,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
vehicle_body_axis_reference_sar000343,vehicle_body_axis_reference,veh,WGV35A_PAIR_0053,343,calibration,E0_R1_REG_000343_0002,body_axis_reference,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,970.145,940.871,158.83115,69.254939,4.764934,2.077648,4.628683,179.621614,64.744363,154.744363,0.41966,0.41966,HIGH,0.798046,65.122749,64.324703,0.798046,UNIQUE_GT_CENTER,57.118656,0.183933,1.089096,3.299772,1.011568,0.305487,3.967568,-0.071813,0.060383,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
matched_ordinary_background_sar000343,matched_ordinary_background,mob,WGV35A_PAIR_0053,343,calibration,E0_R1_REG_000343_0040,matched_ordinary_background_same_area,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,1269,918,158.83115,69.254939,4.764934,2.077648,4.628683,3.360487,105.574234,15.574234,0.41966,0.41966,HIGH,2.940827,77.786253,74.845426,2.940827,UNIQUE_GT_CENTER,51.828743,0.041297,0.988232,4.246826,1.867021,0.127584,2.380522,-3.202112,8.406275,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
matched_strong_scatterer_background_sar000343,matched_strong_scatterer_background,mss,WGV35A_PAIR_0053,343,calibration,E0_R1_REG_000343_0041,matched_strong_scatterer_background_same_area,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,1371,952,158.83115,69.254939,4.764934,2.077648,4.628683,3.091656,119.819795,29.819795,0.41966,0.41966,HIGH,2.671996,63.271861,60.599865,2.671996,UNIQUE_GT_CENTER,60.362797,0.265169,1.150953,2.185998,1.726931,0.27226,1.622147,-5.44688,10.738721,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
matched_linear_structure_background_sar000343,matched_linear_structure_background,mls,WGV35A_PAIR_0053,343,calibration,E0_R1_REG_000343_0042,matched_linear_structure_background_same_area,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,1337,986,158.83115,69.254939,4.764934,2.077648,4.628683,168.131506,117.970559,27.970559,0.41966,0.41966,HIGH,12.288154,50.160947,62.449101,12.288154,UNIQUE_GT_CENTER,60.179768,0.277124,1.147463,3.88329,1.812383,0.143095,3.73211,-5.894762,9.39675,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
fixed_known_non_vehicle_N005_sar000343,fixed_known_non_vehicle_N005,n005,WGV35A_PAIR_0053,343,calibration,E0_R1_REG_000343_0043,fixed_known_non_vehicle_same_area,negative,false,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,1196.566369,1166.397906,158.83115,69.254939,4.764934,2.077648,4.628683,171.322456,104.532969,14.532969,0.41966,0.41966,HIGH,9.097204,66.789487,75.886691,9.097204,UNIQUE_GT_CENTER,52.677937,0.054958,1.004423,3.873606,1.796814,0.164609,2.321927,-8.995678,3.231963,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
fixed_strong_scatterer_sar000343,fixed_strong_scatterer,fss,WGV35A_PAIR_0053,343,calibration,E0_R1_REG_000343_0045,fixed_strong_scatterer_background_same_area,negative,false,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,1132.158395,1164.457828,158.83115,69.254939,4.764934,2.077648,4.628683,174.442311,82.510653,172.510653,0.41966,0.41966,HIGH,5.977349,88.068342,82.090993,5.977349,UNIQUE_GT_CENTER,52.213959,0.048057,0.995577,4.131208,1.807936,0.137128,2.212896,-8.144123,1.554788,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
fixed_linear_structure_sar000343,fixed_linear_structure,fls,WGV35A_PAIR_0053,343,calibration,E0_R1_REG_000343_0044,fixed_linear_structure_background_same_area,negative,false,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,1461.700834,848.735721,158.83115,69.254939,4.764934,2.077648,4.628683,2.098932,122.560807,32.560807,0.41966,0.41966,HIGH,1.679272,59.538125,57.858853,1.679272,UNIQUE_GT_CENTER,52.016411,0.049049,0.99181,4.520068,1.915308,0.121735,2.434206,-3.763996,14.50191,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
vehicle_body_axis_reference_sar000344,vehicle_body_axis_reference,veh,WGV35A_PAIR_0056,344,calibration,E0_R1_REG_000344_0002,body_axis_reference,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,977.092,940.874,158.83115,69.254939,4.764934,2.077648,5.331051,178.526133,65.585316,155.585316,0.762201,0.762201,HIGH,2.236068,67.059183,64.823115,2.236068,UNIQUE_GT_CENTER,55.777073,0.202398,1.110001,3.279361,1.053776,0.302629,3.93813,-0.089929,0.071893,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
matched_ordinary_background_sar000344,matched_ordinary_background,mob,WGV35A_PAIR_0056,344,calibration,E0_R1_REG_000344_0040,matched_ordinary_background_same_area,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,1269,918,158.83115,69.254939,4.764934,2.077648,5.331051,3.584839,105.574234,15.574234,0.762201,0.762201,HIGH,2.822638,78.010605,75.187967,2.822638,UNIQUE_GT_CENTER,49.745308,0.046824,0.989965,4.456613,1.875833,0.130696,2.358934,-2.991321,8.255977,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
matched_strong_scatterer_background_sar000344,matched_strong_scatterer_background,mss,WGV35A_PAIR_0056,344,calibration,E0_R1_REG_000344_0041,matched_strong_scatterer_background_same_area,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,1371,952,158.83115,69.254939,4.764934,2.077648,5.331051,2.293461,119.819795,29.819795,0.762201,0.762201,HIGH,1.53126,62.473666,60.942406,1.53126,UNIQUE_GT_CENTER,58.618279,0.289336,1.166543,2.10843,1.642073,0.301803,1.587191,-5.21362,10.635632,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
matched_linear_structure_background_sar000344,matched_linear_structure_background,mls,WGV35A_PAIR_0056,344,calibration,E0_R1_REG_000344_0042,matched_linear_structure_background_same_area,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,1337,986,158.83115,69.254939,4.764934,2.077648,5.331051,168.3355,117.970559,27.970559,0.762201,0.762201,HIGH,12.426701,50.364941,62.791642,12.426701,UNIQUE_GT_CENTER,58.263081,0.291231,1.159474,3.586425,1.867428,0.157225,3.424557,-5.679728,9.312326,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
fixed_known_non_vehicle_N005_sar000344,fixed_known_non_vehicle_N005,n005,WGV35A_PAIR_0056,344,calibration,E0_R1_REG_000344_0043,fixed_known_non_vehicle_same_area,negative,false,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,1196.566369,1166.397906,158.83115,69.254939,4.764934,2.077648,5.331051,173.24639,104.532969,14.532969,0.762201,0.762201,HIGH,7.515811,68.713421,76.229232,7.515811,UNIQUE_GT_CENTER,50.365711,0.054166,1.002311,3.979106,1.831236,0.168472,2.231991,-8.865627,3.180856,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
fixed_strong_scatterer_sar000344,fixed_strong_scatterer,fss,WGV35A_PAIR_0056,344,calibration,E0_R1_REG_000344_0045,fixed_strong_scatterer_background_same_area,negative,false,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,1132.158395,1164.457828,158.83115,69.254939,4.764934,2.077648,5.331051,176.993072,82.510653,172.510653,0.762201,0.762201,HIGH,3.769129,85.517581,81.748452,3.769129,UNIQUE_GT_CENTER,49.934258,0.048296,0.993725,4.149592,1.802946,0.144477,2.258705,-8.035788,1.479513,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
fixed_linear_structure_sar000344,fixed_linear_structure,fls,WGV35A_PAIR_0056,344,calibration,E0_R1_REG_000344_0044,fixed_linear_structure_background_same_area,negative,false,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,1461.700834,848.735721,158.83115,69.254939,4.764934,2.077648,5.331051,1.562866,122.560807,32.560807,0.762201,0.762201,HIGH,0.800665,59.002059,58.201394,0.800665,UNIQUE_GT_CENTER,50.13343,0.053895,0.997689,4.473754,1.911322,0.142724,2.415125,-3.453297,14.348069,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
vehicle_body_axis_reference_sar000345,vehicle_body_axis_reference,veh,WGV35A_PAIR_0060,345,calibration,E0_R1_REG_000345_0002,body_axis_reference,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,980.185,940.116,158.83115,69.254939,4.764934,2.077648,0.875059,176.584893,66.004859,156.004859,0.875059,0.875059,HIGH,4.290166,69.419966,65.1298,4.290166,UNIQUE_GT_CENTER,58.11409,0.208711,1.114589,3.686821,0.86122,0.333621,4.580821,-0.095566,0.075884,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
matched_ordinary_background_sar000345,matched_ordinary_background,mob,WGV35A_PAIR_0060,345,calibration,E0_R1_REG_000345_0040,matched_ordinary_background_same_area,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,1269,918,158.83115,69.254939,4.764934,2.077648,0.875059,178.633855,105.574234,15.574234,0.875059,0.875059,HIGH,2.241204,73.059621,75.300825,2.241204,UNIQUE_GT_CENTER,51.793549,0.040725,0.993366,4.486188,1.877867,0.151594,2.422474,-2.909332,8.174995,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
matched_strong_scatterer_background_sar000345,matched_strong_scatterer_background,mss,WGV35A_PAIR_0060,345,calibration,E0_R1_REG_000345_0041,matched_strong_scatterer_background_same_area,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,1371,952,158.83115,69.254939,4.764934,2.077648,0.875059,179.52286,119.819795,29.819795,0.875059,0.875059,HIGH,1.352199,59.703065,61.055264,1.352199,UNIQUE_GT_CENTER,61.25975,0.293823,1.174921,2.705399,1.61019,0.240485,1.724482,-5.127379,10.590041,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
matched_linear_structure_background_sar000345,matched_linear_structure_background,mls,WGV35A_PAIR_0060,345,calibration,E0_R1_REG_000345_0042,matched_linear_structure_background_same_area,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,1371,986,158.83115,69.254939,4.764934,2.077648,0.875059,167.84574,122.199262,32.199262,0.875059,0.875059,HIGH,13.029319,45.646478,58.675797,13.029319,UNIQUE_GT_CENTER,61.222759,0.305849,1.174212,3.68453,1.794534,0.162795,3.225078,-5.969059,10.127011,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
fixed_known_non_vehicle_N005_sar000345,fixed_known_non_vehicle_N005,n005,WGV35A_PAIR_0060,345,calibration,E0_R1_REG_000345_0043,fixed_known_non_vehicle_same_area,negative,false,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,1196.566369,1166.397906,158.83115,69.254939,4.764934,2.077648,0.875059,168.043685,104.532969,14.532969,0.875059,0.875059,HIGH,12.831374,63.510716,76.34209,12.831374,UNIQUE_GT_CENTER,52.158112,0.049708,1.000358,3.879628,1.722413,0.160274,2.312186,-8.822713,3.157399,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
fixed_strong_scatterer_sar000345,fixed_strong_scatterer,fss,WGV35A_PAIR_0060,345,calibration,E0_R1_REG_000345_0045,fixed_strong_scatterer_background_same_area,negative,false,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,1132.158395,1164.457828,158.83115,69.254939,4.764934,2.077648,0.875059,172.726467,82.510653,172.510653,0.875059,0.875059,HIGH,8.148592,89.784186,81.635594,8.148592,UNIQUE_GT_CENTER,51.634109,0.042636,0.990308,4.089146,1.743678,0.163587,2.230983,-8.010807,1.454045,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
fixed_linear_structure_sar000345,fixed_linear_structure,fls,WGV35A_PAIR_0060,345,calibration,E0_R1_REG_000345_0044,fixed_linear_structure_background_same_area,negative,false,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,1461.700834,848.735721,158.83115,69.254939,4.764934,2.077648,0.875059,176.326612,122.560807,32.560807,0.875059,0.875059,HIGH,4.548447,53.765805,58.314252,4.548447,UNIQUE_GT_CENTER,52.120808,0.052135,0.999642,4.408111,1.901234,0.140463,2.367152,-3.331028,14.264079,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
vehicle_body_axis_reference_sar000346,vehicle_body_axis_reference,veh,WGV35A_PAIR_0063,346,calibration,E0_R1_REG_000346_0002,body_axis_reference,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,989.475,940.1555,158.83115,69.254939,4.764934,2.077648,1.157978,176.764544,67.150478,157.150478,1.157978,1.157978,HIGH,4.393434,70.385934,65.9925,4.393434,UNIQUE_GT_CENTER,57.921993,0.210479,1.115941,3.699233,0.911049,0.298025,4.284022,-0.094575,0.054833,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
matched_ordinary_background_sar000346,matched_ordinary_background,mob,WGV35A_PAIR_0063,346,calibration,E0_R1_REG_000346_0040,matched_ordinary_background_same_area,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,1235,918,158.83115,69.254939,4.764934,2.077648,1.157978,3.798199,101.106833,11.106833,1.157978,1.157978,HIGH,2.640221,82.691366,80.051145,2.640221,UNIQUE_GT_CENTER,51.771366,0.055843,0.997442,4.352143,1.878381,0.147193,2.242047,-2.230976,7.019011,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
