independent_geometry_id,sar_frame,threshold_setting,threshold_quantile,threshold_value,component_count,largest_component_pixels,largest_component_area_px,component_mask_sha256,component_centroid_x,component_centroid_y,component_bbox,component_response_center_distance_m,component_axis_image_deg,component_axis_to_range_signed_deg,component_axis_to_range_acute_deg,component_principal_axis_ratio
GM019IG0035,29,positive_weight_q70,0.7,22,328,1039,1039,610a0359f14fb47243936a4f2c1777996522341348039515e53826c1a6ac5276,1116.495728,1182.407593,"1066.5,1165.5,1159.5,1200.5",0.552435,179.48367,-77.994805,77.994805,3.336238
GM019IG0035,29,positive_weight_q85,0.85,32,279,398,398,e63964429f7b2bfb5b68385e0bef5df2769b0a3908e82544e95354600baadb7b,1120.424438,1184.459351,"1097.5,1170.5,1146.5,1197.5",0.622319,175.116305,-82.36217,82.36217,2.215324
GM019IG0036,29,positive_weight_q50,0.5,12,725,5823,5823,365cdf2d906d024e27f8aef0ebac0b1d815f03c57022f4ea540990141e9ca38e,1126.377197,1177.058228,"1038.5,1116.5,1196.5,1251.5",0.432306,155.941801,80.48741,80.48741,1.280107
GM019IG0036,29,positive_weight_q70,0.7,20,442,3049,3049,4f287997164bdb5f6bb6532abdd2b2c70bdb399acc4e2b5fd0bfe04c3d931516,1126.735474,1165.374512,"1040.5,1118.5,1192.5,1200.5",0.738934,162.662925,87.208534,87.208534,2.587945
GM019IG0036,29,positive_weight_q85,0.85,29,372,509,509,d9441ceaeb08a3113476d2c4e4bf8440516849f5d71651878895fe2c014d3b4f,1121.079346,1183.968384,"1096.5,1170.5,1146.5,1198.5",0.172062,174.68566,-80.768731,80.768731,2.219157
GM019IG0037,30,positive_weight_q50,0.5,15,433,3860,3860,940f6316e44198508980f650ee8b615854cccc680a825eef36dd3dbafb01b2bd,1128.512451,1165.849609,"1045.5,1121.5,1196.5,1211.5",0.335001,163.274096,85.631643,85.631643,2.455659
GM019IG0037,30,positive_weight_q70,0.7,24,349,817,817,5e0365ef04468f545eca46db9b70d3a881d6b5cd0d3fbad768f70e0292e7567f,1125.968994,1183.314209,"1093.5,1166.5,1163.5,1200.5",0.632682,170.580458,-87.061994,87.061994,2.366443
GM019IG0037,30,positive_weight_q85,0.85,34,306,256,256,aa98aa6eb287bfacc5203cc1f365b032ae713bf96a7fd186ea202138012b09bc,1115.333618,1184.824219,"1100.5,1175.5,1132.5,1196.5",0.628098,19.141344,-58.501109,58.501109,1.598561
GM019IG0038,30,positive_weight_q50,0.5,14,754,5645,5645,ebad8e76b8a187fe3788ec98eed1be9d520026d3aa426a221f99223a65487b50,1130.675537,1178.997803,"1040.5,1099.5,1197.5,1252.5",0.434349,141.302735,65.376009,65.376009,1.283906
GM019IG0038,30,positive_weight_q70,0.7,22,494,2482,2482,be56853717c058b0d8dc43b94f3a97395379a9846d99a9eb5de0b0d42155ce63,1137.283691,1165.756836,"1068.5,1124.5,1197.5,1202.5",0.827964,151.463433,75.536707,75.536707,2.863573
GM019IG0038,30,positive_weight_q85,0.85,33,367,362,362,5be3bd32a207000914d993889a6a14880632b7d942bbcdbadfa0837422d5359a,1138.456177,1223.805176,"1123.5,1208.5,1159.5,1234.5",1.323066,162.127169,86.200443,86.200443,1.498713
GM019IG0039,30,positive_weight_q50,0.5,14,831,5643,5643,5e7f890086ffe6346c802d24532cf9ae51354e0faad880056eabe09f86482dd6,1130.648315,1179.040283,"1040.5,1099.5,1197.5,1252.5",0.477325,141.392962,65.750186,65.750186,1.281944
GM019IG0039,30,positive_weight_q70,0.7,22,534,2482,2482,4cf8ea9264608cc94c0612c9411d894008e06f14ae460d82aa75b3edd1678a53,1137.283691,1165.756836,"1068.5,1124.5,1197.5,1202.5",0.89305,151.463433,75.820658,75.820658,2.863573
GM019IG0039,30,positive_weight_q85,0.85,32,365,377,377,2165260551a057821e89019cce08d2198c82109709555726a258bb2a9122cb5c,1138.325195,1223.816162,"1120.5,1208.5,1159.5,1234.5",1.242915,162.142705,86.49993,86.49993,1.556978
GM019IG0040,31,positive_weight_q50,0.5,11,442,3170,3170,f17bc675eda1ad3c16953f863529194421936f30a06664b4a7667b478d825a88,1111.091553,1194.793091,"1044.5,1148.5,1156.5,1238.5",1.007844,39.527017,-22.249498,22.249498,2.439278
GM019IG0040,31,positive_weight_q70,0.7,18,284,1750,1750,58083813a7b3ae07a376f8072e3f23399bc456564924e68d81422815d5260f23,1120.186523,1201.842651,"1066.5,1156.5,1156.5,1235.5",1.322941,46.78521,-14.991305,14.991305,2.131121
GM019IG0040,31,positive_weight_q85,0.85,27,190,399,399,796f423a677572b51314f79030cc85934c818424ad3acad9ce76fded3add06d9,1135.602905,1223.400513,"1115.5,1210.5,1156.5,1233.5",2.012794,171.521525,-70.254989,70.254989,1.855852
GM019IG0041,31,positive_weight_q50,0.5,12,770,6070,6070,0005f78e543084aa13c5b05ddfde9a2faea8d9ce2a5e23fc9c1ab5a1c46b4fd2,1133.646362,1178.476074,"1045.5,1098.5,1196.5,1250.5",0.631856,130.866349,55.620085,55.620085,1.356869
GM019IG0041,31,positive_weight_q70,0.7,18,593,2292,2292,85fc36eb0c682e6b89f1d406dc9012c9728e0a7a79385f6f2b1fe121ab50a0ee,1125.999268,1201.674927,"1066.5,1156.5,1167.5,1242.5",0.386339,49.411554,-25.834709,25.834709,1.523594
GM019IG0041,31,positive_weight_q85,0.85,27,375,527,527,4458b13206fdac2dff3682a5c83f47045a30b9b011833fba45d53838c246fca4,1136.956543,1225.186401,"1115.5,1210.5,1156.5,1242.5",1.154082,1.812619,-73.433644,73.433644,1.384281
GM019IG0042,30,positive_weight_q50,0.5,11,24,156,156,b01bf7b83254b992a08e53a22825c87792b34ac2d5bc086f8b3fb2a390f9a9a1,1046.056763,1230.553833,"1039.5,1220.5,1054.5,1243.5",0.060619,95.532056,52.029282,52.029282,1.76897
GM019IG0042,30,positive_weight_q70,0.7,17,18,64,64,8c0fc1dc29d0ee1a1e8abb7de38e5bef8214817bac4555a0dd9d267877edcaf2,1045.275146,1231.643188,"1040.5,1227.5,1051.5,1237.5",0.095459,174.3116,-49.191175,49.191175,1.103673
GM019IG0042,30,positive_weight_q85,0.85,28,8,34,34,4dcc447d99010c7c87bb642282a2d46e7ac365213fbb300dc4fc9afa4c92fea9,1044.828979,1231.736328,"1041.5,1228.5,1048.5,1236.5",0.108458,80.930101,37.427326,37.427326,1.244067
GM019IG0043,31,positive_weight_q50,0.5,9,25,197,197,d146043e74d65be81c783db5ee292a8c885e542be7237c2122473e27ddf5dbd8,1049.892456,1231.709106,"1042.5,1220.5,1059.5,1245.5",0.076337,112.128531,68.965041,68.965041,1.805914
GM019IG0043,31,positive_weight_q70,0.7,16,12,113,113,e5b3890bc84e590892723a460e04c1ff3695653bc9a6d49db34001af31361a08,1049.700684,1231.494263,"1042.5,1222.5,1058.5,1240.5",0.084677,121.847998,78.684508,78.684508,2.529496
GM019IG0043,31,positive_weight_q85,0.85,26,6,65,65,d522c9e6d20dc9a3958f6dec81a7f76fb85333124c82344c385fa6a0cd014b03,1049.279297,1232.026489,"1044.5,1225.5,1055.5,1238.5",0.078549,120.393388,77.229898,77.229898,2.155313
GM019IG0044,227,positive_weight_q50,0.5,14,66,555,555,040c4d2f6d5ad16ed751c7f15224180909377d6f07e4de6af48a4b44042842ad,1065.719971,1221.091675,"1049.5,1203.5,1089.5,1238.5",0.114878,136.542524,86.811977,86.811977,1.709687
GM019IG0044,227,positive_weight_q70,0.7,24,62,307,307,5c7f0d8a454a1223fd1d482bef87c06cf544a1ddf9d801b68fe889f22f55246c,1064.306763,1222.244629,"1050.5,1206.5,1077.5,1237.5",0.069591,126.694112,76.963565,76.963565,1.983371
GM019IG0044,227,positive_weight_q85,0.85,35,38,60,60,bcf49c4682bd2a25dfb12d6ab2da8c41c7ce8ea0ad720b0e2176613ff6d0caa0,1070.741333,1219.331421,"1067.5,1212.5,1074.5,1227.5",0.274188,93.485238,43.75469,43.75469,2.834042
GM019IG0045,32,positive_weight_q50,0.5,11,27,54,54,2d3444285acb4b7d914be22d7e810c749fc670de3e74f268d8ceb9e782f09fa5,1070.652954,1171.650024,"1063.5,1166.5,1076.5,1176.5",0.320183,178.427702,-61.075386,61.075386,1.307605
GM019IG0045,32,positive_weight_q70,0.7,16,26,27,27,6d879f4cfe08528e9c2ebdf3953d4146258a161ba8014c42bae5d12cb513fcd5,1057.578369,1173.593506,"1054.5,1171.5,1061.5,1176.5",0.10645,177.513407,-61.989681,61.989681,1.657039
GM019IG0045,32,positive_weight_q85,0.85,21,18,23,23,82ec10870e63cfc63b50cbb54c8fbbf089f001596c2062d1cb1e0b47bec4dc11,1057.573975,1173.62146,"1054.5,1171.5,1061.5,1176.5",0.107154,172.26533,-67.237757,67.237757,1.803333
GM019IG0046,39,positive_weight_q50,0.5,9,873,6547,6547,f6c4245cdb68348243d84f64bd4f401fe518c08faabdd587f4e8190607eae1ab,1150.071167,1207.790283,"1048.5,1125.5,1219.5,1289.5",0.979403,102.69839,29.85961,29.85961,1.138949
GM019IG0046,39,positive_weight_q70,0.7,15,523,2730,2730,43706eaa2915795dff984f995532de0f44a3ec4369c21b219e58b25ed10942a0,1155.36084,1215.584229,"1109.5,1167.5,1201.5,1277.5",1.071027,92.401909,19.56313,19.56313,1.328018
GM019IG0046,39,positive_weight_q85,0.85,23,270,1206,1206,112334cf32ebdd52511a0caee2f4ab5e1aa52f00efbf019833eddef81cd2c260,1155.028687,1224.927856,"1111.5,1201.5,1193.5,1259.5",1.059223,0.0286,-72.81018,72.81018,1.616636
GM019IG0047,39,positive_weight_q50,0.5,10,37,353,353,5d922532488de00b00e725438819a95b16a024e4729b382f27268a8f7473049e,1067.624512,1216.25415,"1048.5,1205.5,1084.5,1227.5",0.138945,15.964896,-35.583198,35.583198,2.474241
GM019IG0047,39,positive_weight_q70,0.7,14,17,253,253,d4cf96f00f60bd1be73472204f50431a35e96d90876ae964929f2020c5782eb4,1067.883057,1216.526489,"1050.5,1206.5,1083.5,1226.5",0.147341,16.898733,-34.649362,34.649362,2.782149
GM019IG0047,39,positive_weight_q85,0.85,22,22,70,70,31d69d841acd449ce4fb8d68e732053cf38b3e801973404ba5cf6382d4fe7a3c,1073.972778,1219.170044,"1069.5,1214.5,1081.5,1225.5",0.342645,152.539432,-79.008663,79.008663,1.260388
GM019IG0048,39,positive_weight_q50,0.5,8,142,922,922,f5e282b2c2472c12fe7ec7fe0fcef8ee53c3970ce5e1aa476b02eb31590d35f2,1079.587891,1219.411011,"1047.5,1201.5,1109.5,1245.5",0.138188,15.607526,-39.098358,39.098358,2.718013
GM019IG0048,39,positive_weight_q70,0.7,14,78,311,311,f135e8b232ea9e2e8d6411ff1e57d3c3e41528339f4fd4a13984431bdaf07714,1068.178467,1216.479004,"1049.5,1206.5,1085.5,1226.5",0.218174,16.624032,-38.081851,38.081851,2.676135
GM019IG0048,39,positive_weight_q85,0.85,20,42,134,134,7197a3dd6c42a8cb68859f57c89789055e23d4a72bbeca20bcaf8755079b152a,1093.567139,1223.404785,"1083.5,1211.5,1102.5,1231.5",0.572474,139.186565,84.480681,84.480681,1.430881
GM019IG0049,32,positive_weight_q50,0.5,11,21,141,141,df366da7add0bd6e78a7ec1d76d9787770b096fc7e2a12715a0c4926aa87ec59,1052.830811,1232.053223,"1043.5,1223.5,1061.5,1240.5",0.068127,128.982986,84.973761,84.973761,1.488567
GM019IG0049,32,positive_weight_q70,0.7,15,16,76,76,c8f502ba83b8608ca81009ce706dfee3f440e57f8627d341f80278f02c96a319,1053.931396,1231.846924,"1049.5,1225.5,1060.5,1238.5",0.064625,115.762129,71.752903,71.752903,1.923663
GM019IG0049,32,positive_weight_q85,0.85,27,8,33,33,0896768cdf317735a043a0f7df320ed9006bb70625306bc63034868fb94814e4,1052.755127,1233.675537,"1049.5,1230.5,1056.5,1238.5",0.038594,96.447125,52.4379,52.4379,1.243985
GM019IG0050,238,positive_weight_q50,0.5,15,650,7202,7202,899f3f651afd86d3e4279e22f2b209b7235efd1339159787b628e05c6ae68bda,1118.606079,1181.463989,"1047.5,1113.5,1190.5,1265.5",0.428947,69.356318,-4.2084,4.2084,1.402199
GM019IG0050,238,positive_weight_q70,0.7,23,547,1020,1020,088e1aab2b789c44f805b2c8bd6a98c47d166594ff64988f73b82a6c69f02e87,1139.005981,1225.84668,"1115.5,1196.5,1169.5,1254.5",1.191275,44.149434,-29.415285,29.415285,1.275806
GM019IG0050,238,positive_weight_q85,0.85,34,394,640,640,d2c87d92537b39f6f4e1d196fe191b3a4bf715ced0940ca88ab05f041018ea5b,1139.760376,1226.576904,"1120.5,1206.5,1166.5,1246.5",1.22255,25.045541,-48.519177,48.519177,1.402036
GM019IG0051,228,positive_weight_q50,0.5,14,83,683,683,b1333ba11e9265fbc66f8249fd6038c5984748c873f01cf198b0a3ae42555fa3,1073.35376,1221.689087,"1051.5,1189.5,1100.5,1241.5",0.160883,168.366041,-63.258366,63.258366,1.319108
GM019IG0051,228,positive_weight_q70,0.7,22,42,322,322,753df3169cdd436a8d2b22d4c8c7be32fda6c5e4fcf7bd6c261aae7b59b17fd7,1067.245117,1222.708618,"1052.5,1206.5,1082.5,1238.5",0.031061,128.061458,76.43705,76.43705,1.949341
GM019IG0051,228,positive_weight_q85,0.85,35,36,53,53,a32d05951e391147c954a2cf2b73878f0ed6b009d414560d7a54b793c18666b9,1074.072144,1219.581177,"1071.5,1212.5,1077.5,1227.5",0.196085,86.709437,35.08503,35.08503,3.178647
GM019IG0052,40,positive_weight_q50,0.5,8,136,844,844,550b2cb83340ab0488567f4c4ef8ce224f9cd514ab587e2dc843f4024cc1dd23,1088.577515,1221.630859,"1052.5,1205.5,1122.5,1247.5",0.227595,16.997202,-39.094138,39.094138,3.280283
GM019IG0052,40,positive_weight_q70,0.7,13,93,372,372,7416a32f450346e2b01756041a59772f33e3dece082f0269459a93c9177b0aa3,1091.468872,1222.146851,"1071.5,1211.5,1108.5,1236.5",0.314097,13.961181,-42.130159,42.130159,2.327938
GM019IG0052,40,positive_weight_q85,0.85,19,51,109,109,f809d4da32ee709a1c2d787ea19c9987cf8391ecf968220de9b146c4752d1bd4,1097.745239,1224.177368,"1088.5,1218.5,1105.5,1231.5",0.506586,166.352663,-69.738677,69.738677,1.425059
GM019IG0053,243,positive_weight_q50,0.5,18,551,7235,7235,d3ee36348eb7205e9b5b74f8e15ac1022fb1b90d85c879cd997b4382dc0c0e5b,1131.78894,1182.865723,"1063.5,1120.5,1197.5,1257.5",0.286517,83.993815,4.218609,4.218609,1.306099
GM019IG0053,243,positive_weight_q70,0.7,27,446,1703,1703,9a93a29ca469017b8b4fd322c6d982380454399c0e82b1e1417023b4e5cf34ec,1139.023071,1219.773315,"1099.5,1177.5,1176.5,1246.5",0.885797,136.303392,56.528186,56.528186,1.124345
GM019IG0053,243,positive_weight_q85,0.85,37,367,709,709,53d5a04e86b56b07f55c94393320add3208a224b44faad1b8b306f80a9e05acc,1142.564209,1224.175171,"1119.5,1196.5,1162.5,1242.5",1.047524,65.595608,-14.179598,14.179598,1.269838
GM019IG0054,238,positive_weight_q50,0.5,12,20,77,77,5a75331de468c388c9e76f1d4214cb1acdd78b64dec41266dc8e862747cb92cb,1066.792847,1235.6521,"1060.5,1228.5,1072.5,1243.5",0.077586,66.617593,18.860799,18.860799,1.852609
GM019IG0054,238,positive_weight_q70,0.7,20,8,45,45,86433fc05c2ad06b5ec0cbda98604f1f1ceb7e098aa2295b66506e8f8afc14e5,1066.042725,1234.770508,"1062.5,1230.5,1069.5,1240.5",0.111106,78.349056,30.592262,30.592262,1.705437
GM019IG0054,238,positive_weight_q85,0.85,33,5,25,25,71a9426a7d4d2c68ccdf215a0b3210ce14270bd7db270af8388b9bb317e5b2b3,1065.611938,1234.065186,"1063.5,1230.5,1068.5,1239.5",0.134473,88.677221,40.920427,40.920427,1.864024
GM019IG0055,30,positive_weight_q50,0.5,14,287,2017,2017,700d666934f754ee014f3f4c2a9095da74ed8db67a9b304a80dfa73c83a8fb71,1132.634033,1211.185059,"1100.5,1172.5,1169.5,1252.5",0.678458,82.323733,12.891558,12.891558,1.494571
GM019IG0055,30,positive_weight_q70,0.7,24,139,795,795,a9e0d3b06b13eda429f769a79a928da9ba98ef951df94c83d528810fe8a17aac,1135.968384,1223.814819,"1109.5,1204.5,1164.5,1245.5",0.659075,2.040412,-67.391763,67.391763,1.475021
GM019IG0055,30,positive_weight_q85,0.85,38,85,333,333,e9dbc1243f770f806476f8ef0c9b24ed3f6a29fa292347dce035266fa9945236,1138.349731,1224.055664,"1123.5,1211.5,1157.5,1234.5",0.730494,162.345445,-87.086731,87.086731,1.607363
GM019IG0056,31,positive_weight_q50,0.5,10,31,191,191,ddf5c4802c8022c006c5815cd2c272ea34031ed67a505cd4d3d5b5a162e0c1c9,1076.414795,1228.092407,"1065.5,1218.5,1085.5,1238.5",0.042534,130.06324,77.65881,77.65881,1.382599
GM019IG0056,31,positive_weight_q70,0.7,17,9,88,88,c8d95899a2524cab59a0f98f6b96f0d6c13b5b3390d83e0a03b5f553b4ab274b,1075.825806,1226.015503,"1068.5,1219.5,1084.5,1236.5",0.064484,151.392031,-81.012399,81.012399,2.17752
GM019IG0056,31,positive_weight_q85,0.85,25.6,12,29,29,d0ccd99e75ec5f7be5bf5482654a90b6b139e35a926546dbf0f2b8930c230a5d,1074.104736,1225.840942,"1070.5,1223.5,1080.5,1229.5",0.070119,176.324022,-56.080408,56.080408,2.192143
GM019IG0057,30,positive_weight_q50,0.5,12,25,199,199,e42f4479a57b52c3c7dbeaaf59a168a50aa1b7ee827556b14cbfa309b2f39f24,1072.510498,1227.505981,"1063.5,1217.5,1082.5,1237.5",0.105716,129.842816,77.984947,77.984947,1.176823
GM019IG0057,30,positive_weight_q70,0.7,19.4,6,125,125,4c6de6def50fa77ba920189dae4b440c475cc02250c16cd7d58eaf58fcd1ad85,1072.441895,1227.692505,"1065.5,1218.5,1080.5,1235.5",0.103352,103.865458,52.00759,52.00759,1.09243
GM019IG0057,30,positive_weight_q85,0.85,30,7,27,27,e2e509f9b6a4b3eae1a0f304997b954da682cc05f475d0bb62c9804639946920,1074.341187,1232.258179,"1069.5,1229.5,1079.5,1235.5",0.07057,156.321366,-75.536502,75.536502,3.099319
GM019IG0058,259,positive_weight_q50,0.5,10,507,5280,5280,23910002239e94dcf71b8f541811890fbebe012e8917e7afda6e8cab30669a10,1147.515503,1189.318481,"1060.5,1123.5,1199.5,1264.5",0.581028,77.041209,-2.512712,2.512712,1.517473
GM019IG0058,259,positive_weight_q70,0.7,16,396,1715,1715,98322a9f7b11659097d2c32104961ef2bcc8b7be334ecd0f8b8b219dd4d238a9,1146.339722,1165.523804,"1098.5,1135.5,1185.5,1197.5",1.025944,27.913764,-51.640158,51.640158,1.996543
GM019IG0058,259,positive_weight_q85,0.85,23,251,537,537,3f599853f8c36524fd4105f5804426de39bf26af4dbdc35ffaa3cd68950566c0,1150.727905,1234.627197,"1121.5,1216.5,1174.5,1247.5",1.355793,164.224909,84.670987,84.670987,2.46178
GM019IG0059,259,positive_weight_q50,0.5,10,496,5932,5932,6833e7cc656ef018e65fe4494d035e1316d2b9af1a202581eefd462d863ac44a,1153.077637,1186.956787,"1062.5,1129.5,1221.5,1261.5",0.375209,87.670743,2.098528,2.098528,1.206045
GM019IG0059,259,positive_weight_q70,0.7,16,477,1715,1715,ddf598d7e8545ceed0a469d18f9c6cb79ecc883626166142ad810f7424000815,1146.339722,1165.523804,"1098.5,1135.5,1185.5,1197.5",0.88838,27.913764,-57.658452,57.658452,1.996543
GM019IG0059,259,positive_weight_q85,0.85,23,308,537,537,af8304cc1194f93e804020442d58489bdde433bc734629d9c45569ac4de46449,1150.727905,1234.627197,"1121.5,1216.5,1174.5,1247.5",1.208429,164.224909,78.652693,78.652693,2.46178
GM019IG0060,263,positive_weight_q50,0.5,11,525,5973,5973,3ccf4089ef3ae0a8eeaab07ef36cbdc22f1333c1cd5fa8335558ecc6a3bfe2e4,1160.171997,1188.487427,"1065.5,1129.5,1222.5,1267.5",0.575847,80.48484,-4.987611,4.987611,1.191491
GM019IG0060,263,positive_weight_q70,0.7,17,509,1998,1998,45243cd6e98869d986f9901ef7bc2f275b2103727ae0ea26fcb70e618ee8081f,1150.431763,1166.797974,"1083.5,1134.5,1198.5,1201.5",0.958882,13.500575,-71.971877,71.971877,2.265449
GM019IG0060,263,positive_weight_q85,0.85,25,349,308,308,bdb3626d19c86bc418def536787883570516447b213e0a660a1e94bb8ae8dc78,1148.830933,1238.640503,"1134.5,1229.5,1169.5,1251.5",1.229659,3.069685,-82.402766,82.402766,1.666658
GM019IG0061,32,positive_weight_q50,0.5,12,616,2759,2759,70e0a98f747bded8e5ce2e1ea8b6ef4417337b98df4aa056a4b67a9eb585515e,1134.659546,1210.8125,"1081.5,1165.5,1192.5,1257.5",0.569987,87.254464,6.273786,6.273786,1.451694
GM019IG0061,32,positive_weight_q70,0.7,19,427,963,963,2bf40a66133c71f3cee7d59c40ce97183d8a15a7cc51e67d0ec7b4552a59767b,1135.109863,1225.996582,"1096.5,1205.5,1161.5,1246.5",1.024156,167.708696,86.728018,86.728018,1.662909
GM019IG0061,32,positive_weight_q85,0.85,27,312,618,618,32f03f44c91d880adece2078e600f1516ecf177f748c8a7848974f60436b082c,1136.484253,1226.138306,"1107.5,1211.5,1160.5,1242.5",1.032947,169.487005,88.506327,88.506327,1.75705
GM019IG0062,32,positive_weight_q50,0.5,10,61,205,205,71071fe15dd9ca5eb2a01962ca515ddfd2f3e84f758470b4ec2472630cea8fa9,1085.060425,1181.995361,"1074.5,1172.5,1095.5,1191.5",0.241961,11.603846,-54.311572,54.311572,1.254938
GM019IG0062,32,positive_weight_q70,0.7,15,61,128,128,a5e8d4723b4da19ca86ccb57ed756fb162afc44131e4d19c72656b26ec7c04c0,1085.903198,1183.566772,"1074.5,1177.5,1095.5,1190.5",0.292627,168.127555,-77.787863,77.787863,1.974668
GM019IG0062,32,positive_weight_q85,0.85,22,35,22,22,2c897f0cf18e4b94c611dbf6572b1a45293ec182bbf8c8982a0914fd4fe11436,1080.25,1184.960571,"1078.5,1181.5,1083.5,1188.5",0.34753,88.745283,22.829865,22.829865,1.707536
GM019IG0063,34,positive_weight_q50,0.5,9,55,245,245,b2d7f2ac0d37897a627186bbe8965a3ffbea1e2aa636c8788d799116f2417c96,1091.359985,1180.51062,"1080.5,1162.5,1103.5,1191.5",0.16793,108.622974,42.189704,42.189704,1.588796
GM019IG0063,34,positive_weight_q70,0.7,13,49,133,133,cf2ce127d336a165617f9df66b6ae05e32786579a3bdb02ab59239ce5148826c,1091.439087,1184.286377,"1080.5,1176.5,1103.5,1190.5",0.255963,159.850933,-86.582337,86.582337,1.999487
GM019IG0063,34,positive_weight_q85,0.85,20,36,51,51,40ae9cd3d9806c311a52d4e9bf84b65b7bcbdd1e0e363a1a7db082f35cd2cce2,1089.342773,1185.330688,"1081.5,1179.5,1097.5,1190.5",0.259615,151.420582,84.987311,84.987311,3.233852
GM019IG0064,32,positive_weight_q50,0.5,10,29,205,205,4096655e1d5115f8542f5ba9887c35a46ac84f61d92dc98391f74bee5953f86b,1079.987183,1227.942749,"1071.5,1218.5,1092.5,1237.5",0.030433,136.329463,81.761351,81.761351,1.522347
GM019IG0064,32,positive_weight_q70,0.7,15,15,148,148,f0fda6d2fc100518e045f908b378ce39d166da6ddc0030f2856b66cfd3919d62,1079.822632,1228.072754,"1071.5,1218.5,1092.5,1237.5",0.035388,137.955217,83.387105,83.387105,1.509963
GM019IG0064,32,positive_weight_q85,0.85,24,12,37,37,14c493d3bb5375d55ba8aab03789f6a0e05b82c9a397eb66689c47846dbffe0f,1078.674927,1225.811646,"1073.5,1222.5,1085.5,1229.5",0.095788,167.619331,-66.948781,66.948781,2.815943
GM019IG0065,260,positive_weight_q50,0.5,12,268,2366,2366,44ce0e378a03f1cffebec606773b5ed49cfd761eedcd85c0fb2bab6769a4f5b5,1142.525513,1164.016357,"1074.5,1133.5,1189.5,1197.5",0.122832,10.994775,-76.41208,76.41208,1.949403
GM019IG0065,260,positive_weight_q70,0.7,18,257,718,718,3988bb9d20d47102dd83d24563bacb1abcf9db563cfe75a5c4efe9cd64747e10,1137.067261,1159.000977,"1109.5,1139.5,1159.5,1185.5",0.335363,33.637726,-53.769129,53.769129,1.254668
GM019IG0065,260,positive_weight_q85,0.85,25,208,202,202,3275be99ed679eb0a64c544392e17225c5e2696011df0020b180926824095ba8,1128.834229,1153.765381,"1111.5,1143.5,1146.5,1161.5",0.628066,158.288913,70.882059,70.882059,2.990397
GM019IG0066,260,positive_weight_q50,0.5,12,403,2962,2962,583deae3ecd2f7a30c833d4e26e4fe298db038ada53e1b8f6c2f503c08377e6c,1145.55957,1163.609375,"1071.5,1131.5,1215.5,1199.5",0.672311,7.486847,-79.544041,79.544041,2.142532
GM019IG0066,260,positive_weight_q70,0.7,19,372,1257,1257,b3cfb678ada117bf0e394b52892abedabd2d7905bc33ace03c66cca90962db30,1148.883179,1164.368652,"1109.5,1139.5,1186.5,1192.5",0.652867,25.311786,-61.719102,61.719102,2.240036
GM019IG0066,260,positive_weight_q85,0.85,27,271,373,373,bd7633b0177ce6ba5026c5e31648c53f42a53e473dc72944269564b337031447,1152.734375,1235.10144,"1127.5,1218.5,1178.5,1242.5",1.484869,169.038038,82.00715,82.00715,3.577531
GM019IG0067,260,positive_weight_q50,0.5,12,511,3780,3780,edb5a7b60037770ca0d1821949db6223c9a87e58d4a82214d4b45d976d6a01c2,1153.457031,1164.004883,"1070.5,1131.5,1221.5,1199.5",0.952989,4.960232,-81.873979,81.873979,2.384331
GM019IG0067,260,positive_weight_q70,0.7,18,494,1622,1622,394eadc1f65f9ed7c363bfe70c6f375d6701550563d54f775943d0e12808298d,1148.860107,1163.078857,"1103.5,1136.5,1188.5,1192.5",0.960248,24.423029,-62.411183,62.411183,1.932146
GM019IG0067,260,positive_weight_q85,0.85,26,322,496,496,08bae05b8584c05638eb574fdcec17aae14a9d579f46f94d4036c0d16e2d1e7d,1152.611206,1235.124634,"1127.5,1217.5,1178.5,1247.5",1.217621,168.14174,81.307529,81.307529,2.581767
GM019IG0068,262,positive_weight_q50,0.5,13,602,6069,6069,dca6619c746c611ffd69e21e7e02bb3c466d171c882d60fa6ad4d16929cce117,1158.182861,1188.565552,"1069.5,1131.5,1221.5,1270.5",0.511854,84.395033,-2.292933,2.292933,1.208706
GM019IG0068,262,positive_weight_q70,0.7,20,555,1855,1855,5c22feb1b773d9fd7ddd57b33e32466549160540db46236f945e03b365ad8362,1144.454834,1161.663086,"1083.5,1132.5,1198.5,1188.5",1.181701,3.847191,-82.840775,82.840775,2.248601
GM019IG0068,262,positive_weight_q85,0.85,28,326,559,559,a64bfb9556021e2c54444f9f31d2de640a873a67f75b8ac719f259c5f0d43ea4,1154.390259,1235.327637,"1126.5,1218.5,1186.5,1251.5",1.056683,167.976206,81.28824,81.28824,2.670125
GM019IG0069,243,positive_weight_q50,0.5,15,12,109,109,74a5b2a08881a223147b08f6aa191a1554692e5a3a0a32428ec4251966747135,1081.30896,1237.828125,"1071.5,1230.5,1089.5,1244.5",0.026516,174.150358,-57.898456,57.898456,1.67868
GM019IG0069,243,positive_weight_q70,0.7,24,8,65,65,a1487012d89d214c80e7c4aa5dacbe6d48315efb42c370015f39f981e1d66838,1081.782837,1238.159546,"1074.5,1232.5,1088.5,1243.5",0.041972,179.167284,-52.88153,52.88153,1.703754
GM019IG0069,243,positive_weight_q85,0.85,34,8,15,15,9bfb492a3cd2430fe8c6a2cb7b5395fe0f36546fa69e30d20fc7ba219ec1a613,1083.283936,1237.24292,"1080.5,1235.5,1086.5,1240.5",0.068905,22.928358,-29.120456,29.120456,2.177012
