path_id,extraction_profile,spatial_control_count,temporal_control_count,static_matched_control_count,target_response_score,target_spatial_empirical_percentile,target_temporal_empirical_percentile,spatial_effect_size,temporal_effect_size,control_median,control_mad,control_variance,control_distribution_status
WGV34A_PATH_0000619,strict_physical_path,20,20,20,4.306022,75,60,0.64302937,0.35743944,3.7657065,0.6422795,0.90300668,control_distribution_ok
WGV34A_PATH_0000620,strict_physical_path,20,20,20,4.3842775,60,60,0.20436293,0.39076653,3.767871,0.656445,1.81630222,control_distribution_ok
WGV34A_PATH_0000621,strict_physical_path,0,0,0,3.96875,,,,,,,,insufficient_length
WGV34A_PATH_0000622,strict_physical_path,0,0,0,3.02181,,,,,,,,insufficient_length
WGV34A_PATH_0000623,strict_physical_path,0,0,0,2.856445,,,,,,,,insufficient_length
WGV34A_PATH_0000624,strict_physical_path,20,20,20,3.316895,55,20,0.20540412,-0.86465076,3.7452475,0.7542645,1.06068143,control_distribution_ok
WGV34A_PATH_0000625,strict_physical_path,20,20,20,2.957682,5,25,-0.89957771,-0.7266674,3.694336,0.6582035,1.00982971,control_distribution_ok
WGV34A_PATH_0000626,strict_physical_path,20,20,20,2.710938,10,0,-0.72149062,-0.96870302,3.3389975,0.5020835,0.72357698,control_distribution_ok
WGV34A_PATH_0000627,strict_physical_path,0,0,0,3.946289,,,,,,,,insufficient_length
WGV34A_PATH_0000628,strict_physical_path,20,20,20,8.689453,100,95,18.89804243,4.47272748,3.3430175,0.478174,2.10691057,control_distribution_ok
WGV34A_PATH_0000629,strict_physical_path,20,20,20,10.3645835,100,100,9.08322011,22.15714659,3.5004885,0.6166015,4.00699483,control_distribution_ok
WGV34A_PATH_0000630,strict_physical_path,0,0,0,2.712077,,,,,,,,insufficient_length
WGV34A_PATH_0000631,strict_physical_path,0,0,0,4.093262,,,,,,,,insufficient_length
WGV34A_PATH_0000632,strict_physical_path,20,20,20,3.8875325,70,40,0.84957273,-0.52134967,3.772705,0.702311,0.90388728,control_distribution_ok
WGV34A_PATH_0000633,strict_physical_path,20,20,20,3.6221355,40,30,-0.11914695,-0.41699343,3.637672,0.478539,0.97627542,control_distribution_ok
WGV34A_PATH_0000634,strict_physical_path,0,0,0,3.324219,,,,,,,,insufficient_length
WGV34A_PATH_0000635,strict_physical_path,0,0,0,3.8032225,,,,,,,,insufficient_length
WGV34A_PATH_0000636,strict_physical_path,0,0,0,4.1298825,,,,,,,,insufficient_length
WGV34A_PATH_0000637,strict_physical_path,20,20,20,3.141602,20,15,-0.56790212,-0.74772291,3.561213,0.5889165,1.69201201,control_distribution_ok
WGV34A_PATH_0000638,strict_physical_path,20,20,20,3.552897,65,50,1.0433596,-0.10414729,3.4878745,0.5004725,0.62725378,control_distribution_ok
WGV34A_PATH_0000639,strict_physical_path,20,20,20,2.946615,25,15,-0.58392318,-0.70466008,3.621094,0.6909175,1.78289985,control_distribution_ok
WGV34A_PATH_0000640,strict_physical_path,20,20,20,2.5446285,5,0,-1.58739412,-1.4392043,3.32952,0.4269905,0.55313329,control_distribution_ok
WGV34A_PATH_0000641,strict_physical_path,20,20,20,3.244141,40,40,-0.4101772,-0.30319107,3.451009,0.5973305,0.61554659,control_distribution_ok
WGV34A_PATH_0000642,strict_physical_path,20,20,20,5.2060545,100,100,3.22591174,3.29518861,3.561198,0.6266275,1.61022809,control_distribution_ok
WGV34A_PATH_0000643,strict_physical_path,20,20,20,3.609375,65,75,0.63111024,0.76664423,3.5535155,0.585026,1.44454069,control_distribution_ok
WGV34A_PATH_0000644,strict_physical_path,20,20,20,3.615234,70,55,1.06972517,0.10243999,3.3030595,0.371857,0.80622723,control_distribution_ok
WGV34A_PATH_0000645,strict_physical_path,20,20,20,2.950195,10,15,-0.81948492,-0.7849369,3.570475,0.5914715,1.2455509,control_distribution_ok
WGV34A_PATH_0000646,strict_physical_path,20,20,20,3.771484,75,55,0.96531581,0.067475,3.2670355,0.4500325,1.86777111,control_distribution_ok
WGV34A_PATH_0000647,strict_physical_path,20,20,20,2.726237,10,0,-1.15235509,-1.8181722,3.620524,0.542236,0.93470855,control_distribution_ok
WGV34A_PATH_0000648,strict_physical_path,20,20,20,3.294922,40,5,-0.57700217,-1.20725514,3.9916995,0.635254,1.4611078,control_distribution_ok
WGV34A_PATH_0000649,strict_physical_path,20,20,20,4.493431,80,75,1.90284864,0.58861735,3.746224,0.580371,1.20102036,control_distribution_ok
WGV34A_PATH_0000650,strict_physical_path,20,20,20,4.3456625,65,50,0.55047025,-0.09794622,3.680599,0.8196975,1.26371769,control_distribution_ok
WGV34A_PATH_0000651,strict_physical_path,0,0,0,3.4353845,,,,,,,,insufficient_length
WGV34A_PATH_0000652,strict_physical_path,20,20,20,3.772461,60,70,0.3309805,0.3240542,3.6393225,0.4886065,0.88324042,control_distribution_ok
WGV34A_PATH_0000653,strict_physical_path,20,20,20,2.891764,30,20,-0.51977872,-0.66487589,3.546224,0.55918,1.29507692,control_distribution_ok
WGV34A_PATH_0000654,strict_physical_path,20,20,20,3.08324,40,40,-0.35847039,-0.28946565,3.2719725,0.387562,0.44707447,control_distribution_ok
WGV34A_PATH_0000655,strict_physical_path,20,20,20,3.5964845,85,80,1.78763756,2.51548722,3.2125245,0.381266,0.3205473,control_distribution_ok
WGV34A_PATH_0000656,strict_physical_path,20,20,20,3.109375,30,25,-0.27658945,-0.72232779,3.404785,0.5930175,1.43550433,control_distribution_ok
WGV34A_PATH_0000657,strict_physical_path,20,20,20,3.256348,40,30,-0.27053152,-0.65757619,3.65931,0.7559895,3.20015106,control_distribution_ok
WGV34A_PATH_0000658,strict_physical_path,20,20,20,3.073568,60,45,0.24148842,-0.49229082,3.2501955,0.4764325,0.69038295,control_distribution_ok
WGV34A_PATH_0000659,strict_physical_path,0,0,0,4.5200195,,,,,,,,insufficient_length
WGV34A_PATH_0000660,strict_physical_path,0,0,0,2.8215335,,,,,,,,insufficient_length
WGV34A_PATH_0000661,strict_physical_path,20,20,20,2.7231445,0,5,-1.19191899,-1.2482766,3.7843425,0.621419,1.15807729,control_distribution_ok
WGV34A_PATH_0000662,strict_physical_path,20,20,20,3.142578,45,40,-0.07928642,-0.20735895,3.1740315,0.3431395,0.74118658,control_distribution_ok
WGV34A_PATH_0000663,strict_physical_path,0,0,0,4.032227,,,,,,,,insufficient_length
WGV34A_PATH_0000664,strict_physical_path,20,20,20,4.361607,60,55,0.53493407,0.19537018,3.751329,0.6963355,1.00037991,control_distribution_ok
WGV34A_PATH_0000665,strict_physical_path,0,0,0,3.458659,,,,,,,,insufficient_length
WGV34A_PATH_0000666,strict_physical_path,0,0,0,5.4130855,,,,,,,,insufficient_length
WGV34A_PATH_0000667,strict_physical_path,20,20,20,3.2498375,20,35,-0.85560277,-0.43501376,3.683496,0.573755,1.63411598,control_distribution_ok
WGV34A_PATH_0000668,strict_physical_path,20,20,20,3.25555,5,75,-1.09731451,0.8668068,3.533761,0.567118,0.85460344,control_distribution_ok
WGV34A_PATH_0000669,strict_physical_path,20,20,20,4.0853005,60,80,0.7284362,2.37318716,3.281836,0.450293,4.43881744,control_distribution_ok
WGV34A_PATH_0000670,strict_physical_path,20,20,20,3.658791,65,60,0.37005771,0.07609896,3.558065,0.4902345,0.6337834,control_distribution_ok
WGV34A_PATH_0000671,strict_physical_path,0,0,0,3.4104955,,,,,,,,insufficient_length
WGV34A_PATH_0000672,strict_physical_path,20,20,20,3.4589845,50,75,-0.02847161,1.15926425,3.340169,0.593378,3.22263173,control_distribution_ok
WGV34A_PATH_0000673,strict_physical_path,20,20,20,3.2851565,85,55,1.13071348,0.28288095,3.1063565,0.2728795,0.43696709,control_distribution_ok
WGV34A_PATH_0000674,strict_physical_path,20,20,20,3.634487,60,30,0.40919376,-0.42164938,3.604427,0.550479,1.8528002,control_distribution_ok
WGV34A_PATH_0000675,strict_physical_path,20,20,20,3.025879,20,45,-0.66738625,-0.05614718,3.506999,0.6585285,5.54942849,control_distribution_ok
WGV34A_PATH_0000676,strict_physical_path,0,0,0,2.8291015,,,,,,,,insufficient_length
WGV34A_PATH_0000677,strict_physical_path,0,0,0,2.817057,,,,,,,,insufficient_length
WGV34A_PATH_0000678,strict_physical_path,20,20,20,2.751953,10,10,-0.99333586,-0.85710074,3.703906,0.7466795,5.27496109,control_distribution_ok
WGV34A_PATH_0000679,strict_physical_path,20,20,20,3.783203,40,55,-0.35133011,0.13672077,3.6538085,0.757487,1.68518425,control_distribution_ok
WGV34A_PATH_0000680,strict_physical_path,0,0,0,6.0205075,,,,,,,,insufficient_length
WGV34A_PATH_0000681,strict_physical_path,0,0,0,5.265625,,,,,,,,insufficient_length
WGV34A_PATH_0000682,strict_physical_path,0,0,0,3.2027065,,,,,,,,insufficient_length
WGV34A_PATH_0000683,strict_physical_path,20,20,20,3.361979,30,40,-0.4223986,-0.42858379,3.5502385,0.43122,0.95712979,control_distribution_ok
WGV34A_PATH_0000684,strict_physical_path,0,0,0,8.0852865,,,,,,,,insufficient_length
WGV34A_PATH_0000685,strict_physical_path,20,20,20,7.2172855,100,100,6.21280207,5.94443045,3.5029295,0.4575195,0.79863334,control_distribution_ok
WGV34A_PATH_0000686,strict_physical_path,0,0,0,5.61556,,,,,,,,insufficient_length
WGV34A_PATH_0000687,strict_physical_path,0,0,0,4.966797,,,,,,,,insufficient_length
WGV34A_PATH_0000688,strict_physical_path,20,20,20,3.436523,55,40,0.1681056,-0.20377964,3.4458005,0.4386395,0.9943895,control_distribution_ok
WGV34A_PATH_0000689,strict_physical_path,0,0,0,3.848633,,,,,,,,insufficient_length
WGV34A_PATH_0000690,strict_physical_path,20,20,20,3.631022,60,55,0.53548421,0.08963146,3.398763,0.461426,2.18627265,control_distribution_ok
WGV34A_PATH_0000691,strict_physical_path,20,20,20,4.1210935,85,85,1.12019869,0.92065274,3.4703865,0.5633225,0.76728162,control_distribution_ok
WGV34A_PATH_0000692,strict_physical_path,20,20,20,5.2734375,90,100,2.76216758,7.82880246,3.376628,0.4112515,2.87041886,control_distribution_ok
WGV34A_PATH_0000693,strict_physical_path,0,0,0,5.333008,,,,,,,,insufficient_length
WGV34A_PATH_0000694,strict_physical_path,20,20,20,3.608073,75,60,2.10434683,0.06067389,3.3784505,0.3139455,0.36243767,control_distribution_ok
WGV34A_PATH_0000695,strict_physical_path,20,20,20,3.408103,60,60,0.62117701,0.24680054,3.2741005,0.446696,0.76672553,control_distribution_ok
WGV34A_PATH_0000696,strict_physical_path,20,20,20,3.057422,15,30,-0.80970162,-0.41237321,3.4746095,0.5458985,1.84306649,control_distribution_ok
WGV34A_PATH_0000697,strict_physical_path,20,20,20,3.6023765,65,55,0.64352711,0.20965242,3.644572,0.559123,0.82699098,control_distribution_ok
WGV34A_PATH_0000698,strict_physical_path,20,20,20,5.936198,90,95,3.13814479,0.96334927,3.5776135,0.753711,1.65534753,control_distribution_ok
WGV34A_PATH_0000699,strict_physical_path,0,0,0,3.8537595,,,,,,,,insufficient_length
WGV34A_PATH_0000700,strict_physical_path,20,20,20,3.370052,50,20,0.14893496,-0.65612105,3.5378085,0.5072095,0.60467875,control_distribution_ok
WGV34A_PATH_0000701,strict_physical_path,0,0,0,3.4638675,,,,,,,,insufficient_length
WGV34A_PATH_0000702,strict_physical_path,20,20,20,4.135742,75,65,1.06191707,0.29958695,3.6751465,0.7781575,2.13891224,control_distribution_ok
WGV34A_PATH_0000703,strict_physical_path,0,0,0,3.1313475,,,,,,,,insufficient_length
WGV34A_PATH_0000704,strict_physical_path,20,20,20,3.630078,90,65,1.41685786,0.24417078,3.475879,0.4026855,1.35244638,control_distribution_ok
WGV34A_PATH_0000705,strict_physical_path,20,20,20,3.121094,50,55,-0.2588516,0.1878184,3.2259115,0.4165505,1.14379339,control_distribution_ok
WGV34A_PATH_0000706,strict_physical_path,0,0,0,2.743164,,,,,,,,insufficient_length
WGV34A_PATH_0000707,strict_physical_path,0,0,0,5.453125,,,,,,,,insufficient_length
WGV34A_PATH_0000708,strict_physical_path,0,0,0,3.2322595,,,,,,,,insufficient_length
WGV34A_PATH_0000709,strict_physical_path,0,0,0,2.5807055,,,,,,,,insufficient_length
WGV34A_PATH_0000710,strict_physical_path,0,0,0,3.253418,,,,,,,,insufficient_length
WGV34A_PATH_0000711,strict_physical_path,0,0,0,2.6934295,,,,,,,,insufficient_length
WGV34A_PATH_0000712,strict_physical_path,20,20,20,3.944092,70,80,0.60207304,2.23332611,3.27417,0.3615725,1.13230519,control_distribution_ok
WGV34A_PATH_0000713,strict_physical_path,20,20,20,4.7788085,80,95,1.7199253,5.16946034,3.356608,0.448242,1.44035244,control_distribution_ok
WGV34A_PATH_0000714,strict_physical_path,20,20,20,3.61849,50,15,-0.09301193,-0.82607961,3.883301,0.891073,2.31308835,control_distribution_ok
WGV34A_PATH_0000715,strict_physical_path,0,0,0,4.125,,,,,,,,insufficient_length
WGV34A_PATH_0000716,strict_physical_path,20,20,20,3.668945,35,85,-0.14362805,1.56881286,3.4748535,0.463623,0.86175368,control_distribution_ok
WGV34A_PATH_0000717,strict_physical_path,20,20,20,3.398746,70,30,0.76463701,-0.49851588,3.609277,0.495612,0.73909127,control_distribution_ok
WGV34A_PATH_0000718,strict_physical_path,20,20,20,3.1,25,55,-0.54958604,0.14392712,3.7097985,0.7265625,1.18180662,control_distribution_ok
WGV34A_PATH_0000719,strict_physical_path,0,0,0,3.0794275,,,,,,,,insufficient_length
WGV34A_PATH_0000720,strict_physical_path,0,0,0,4.868164,,,,,,,,insufficient_length
WGV34A_PATH_0000721,strict_physical_path,20,20,20,4.2137045,90,65,1.89530416,0.47452031,3.404134,0.5792645,1.83822032,control_distribution_ok
WGV34A_PATH_0000722,strict_physical_path,0,0,0,5.433268,,,,,,,,insufficient_length
WGV34A_PATH_0000723,strict_physical_path,0,0,0,3.8188475,,,,,,,,insufficient_length
WGV34A_PATH_0000724,strict_physical_path,0,0,0,3.355957,,,,,,,,insufficient_length
WGV34A_PATH_0000725,strict_physical_path,0,0,0,3.09375,,,,,,,,insufficient_length
WGV34A_PATH_0000726,strict_physical_path,20,20,20,4.311133,75,100,1.49828751,2.57777675,3.408203,0.5027205,1.7498481,control_distribution_ok
WGV34A_PATH_0000727,strict_physical_path,20,20,20,4.775879,75,100,1.2564564,3.08455342,3.544759,0.6202795,0.88166792,control_distribution_ok
WGV34A_PATH_0000728,strict_physical_path,0,0,0,2.853516,,,,,,,,insufficient_length
WGV34A_PATH_0000729,strict_physical_path,0,0,0,5.576172,,,,,,,,insufficient_length
WGV34A_PATH_0000730,strict_physical_path,0,0,0,3.3623045,,,,,,,,insufficient_length
WGV34A_PATH_0000731,strict_physical_path,20,20,20,3.115234,35,55,-0.64009873,0.34294728,3.534863,0.723665,3.02132009,control_distribution_ok
WGV34A_PATH_0000732,strict_physical_path,20,20,20,2.897705,15,20,-0.73340927,-0.77441438,3.2922365,0.422754,0.77036271,control_distribution_ok
WGV34A_PATH_0000733,strict_physical_path,20,20,20,4.475695,75,55,0.80730252,0.41067079,3.543034,0.6615235,1.35110145,control_distribution_ok
WGV34A_PATH_0000734,strict_physical_path,0,0,0,3.2231445,,,,,,,,insufficient_length
WGV34A_PATH_0000735,strict_physical_path,0,0,0,3.2124025,,,,,,,,insufficient_length
WGV34A_PATH_0000736,strict_physical_path,20,20,20,5.516927,95,100,3.99086387,9.24197862,3.380615,0.4835445,1.28350737,control_distribution_ok
WGV34A_PATH_0000737,strict_physical_path,0,0,0,3.380534,,,,,,,,insufficient_length
WGV34A_PATH_0000738,strict_physical_path,20,20,20,2.996931,20,25,-0.80372649,-0.6344721,3.4339845,0.5362795,0.85684171,control_distribution_ok
WGV34A_PATH_0000739,strict_physical_path,20,20,20,2.913086,15,20,-0.60945364,-0.75323088,3.352132,0.477946,0.87544923,control_distribution_ok
WGV34A_PATH_0000740,strict_physical_path,0,0,0,2.928548,,,,,,,,insufficient_length
WGV34A_PATH_0000741,strict_physical_path,0,0,0,3.0257165,,,,,,,,insufficient_length
WGV34A_PATH_0000742,strict_physical_path,0,0,0,5.3867185,,,,,,,,insufficient_length
WGV34A_PATH_0000743,strict_physical_path,20,20,20,2.894531,25,5,-0.53551165,-1.86206608,3.7993165,0.5974935,0.92337726,control_distribution_ok
WGV34A_PATH_0000744,strict_physical_path,20,20,20,4.603733,85,90,1.69749823,2.03759547,3.5087765,0.492218,2.15309813,control_distribution_ok
WGV34A_PATH_0000745,strict_physical_path,0,0,0,2.874105,,,,,,,,insufficient_length
WGV34A_PATH_0000746,strict_physical_path,0,0,0,7.990234,,,,,,,,insufficient_length
WGV34A_PATH_0000747,strict_physical_path,0,0,0,3.217773,,,,,,,,insufficient_length
WGV34A_PATH_0000748,strict_physical_path,20,20,20,3.419271,25,35,-0.54375823,-0.70126945,4.0642905,0.7550865,1.74873576,control_distribution_ok
WGV34A_PATH_0000749,strict_physical_path,0,0,0,2.934082,,,,,,,,insufficient_length
WGV34A_PATH_0000750,strict_physical_path,0,0,0,2.765137,,,,,,,,insufficient_length
WGV34A_PATH_0000751,strict_physical_path,20,20,20,4.511719,95,100,2.36244426,2.25567794,3.230469,0.456619,0.48637693,control_distribution_ok
WGV34A_PATH_0000752,strict_physical_path,20,20,20,4.356934,80,75,0.97210237,0.65631236,3.6223955,0.6560875,2.50511781,control_distribution_ok
WGV34A_PATH_0000753,strict_physical_path,20,20,20,3.180339,20,30,-0.59307788,-0.48426915,3.6059245,0.595378,1.22536457,control_distribution_ok
WGV34A_PATH_0000754,strict_physical_path,20,20,20,3.139648,15,45,-0.85160836,-0.13961795,3.8037105,0.833496,4.89737726,control_distribution_ok
WGV34A_PATH_0000755,strict_physical_path,20,20,20,4.8447265,95,95,5.15244012,1.69974836,3.583659,0.623047,0.81457346,control_distribution_ok
WGV34A_PATH_0000756,strict_physical_path,0,0,0,5.413249,,,,,,,,insufficient_length
WGV34A_PATH_0000757,strict_physical_path,20,20,20,3.207682,25,40,-0.60625218,-0.59733084,3.6027835,0.501953,0.46600941,control_distribution_ok
WGV34A_PATH_0000758,strict_physical_path,20,20,20,3.762695,50,75,0.06637749,0.88337748,3.522786,0.47233,0.88481965,control_distribution_ok
WGV34A_PATH_0000759,strict_physical_path,20,20,20,3.65332,55,70,0.07597451,0.69084668,3.536621,0.512207,0.49343323,control_distribution_ok
WGV34A_PATH_0000760,strict_physical_path,20,20,20,2.863281,10,10,-1.18154187,-0.94990898,3.945801,0.5077145,1.82733617,control_distribution_ok
WGV34A_PATH_0000761,strict_physical_path,20,20,20,8.600586,100,100,5.09176549,9.93829356,3.325602,0.432422,0.64416943,control_distribution_ok
WGV34A_PATH_0000762,strict_physical_path,0,0,0,3.6435545,,,,,,,,insufficient_length
WGV34A_PATH_0000763,strict_physical_path,0,0,0,4.0473635,,,,,,,,insufficient_length
WGV34A_PATH_0000764,strict_physical_path,0,0,0,4.0786135,,,,,,,,insufficient_length
WGV34A_PATH_0000765,strict_physical_path,20,20,20,3.219727,40,50,-0.41490744,-0.03185525,3.687744,0.7282715,1.6173134,control_distribution_ok
WGV34A_PATH_0000766,strict_physical_path,20,20,20,4.208984,60,95,1.5709067,1.99701324,3.324219,0.389509,0.61683916,control_distribution_ok
WGV34A_PATH_0000767,strict_physical_path,20,20,20,3.3112305,40,55,-0.20885681,0.08429878,3.4869795,0.6082355,0.94889701,control_distribution_ok
WGV34A_PATH_0000768,strict_physical_path,0,0,0,3.394531,,,,,,,,insufficient_length
WGV34A_PATH_0000769,strict_physical_path,0,0,0,3.0544435,,,,,,,,insufficient_length
WGV34A_PATH_0000770,strict_physical_path,0,0,0,6.0771485,,,,,,,,insufficient_length
WGV34A_PATH_0000771,strict_physical_path,20,20,20,3.6125,15,5,-1.09946749,-1.78353292,4.579427,0.796875,3.41278591,control_distribution_ok
WGV34A_PATH_0000772,strict_physical_path,20,20,20,5.073242,75,70,0.63203904,1.18930422,4.091146,0.645996,3.30806008,control_distribution_ok
WGV34A_PATH_0000773,strict_physical_path,0,0,0,8.951172,,,,,,,,insufficient_length
WGV34A_PATH_0000774,strict_physical_path,0,0,0,3.8120115,,,,,,,,insufficient_length
WGV34A_PATH_0000775,strict_physical_path,20,20,20,2.75651,10,10,-0.85801857,-1.21386596,3.46167,0.435547,1.05332102,control_distribution_ok
WGV34A_PATH_0000776,strict_physical_path,20,20,20,3.207682,15,35,-0.81824284,-0.19002965,3.75,0.729655,1.41731586,control_distribution_ok
WGV34A_PATH_0000777,strict_physical_path,20,20,20,3.177083,35,50,-0.34010876,0.06055144,3.3481935,0.395508,0.76096378,control_distribution_ok
WGV34A_PATH_0000778,strict_physical_path,0,0,0,3.158203,,,,,,,,insufficient_length
WGV34A_PATH_0000779,strict_physical_path,0,0,0,3.2620445,,,,,,,,insufficient_length
WGV34A_PATH_0000780,strict_physical_path,20,20,20,3.541667,40,75,-0.15985162,1.00405236,3.302246,0.4946615,0.72071084,control_distribution_ok
WGV34A_PATH_0000781,strict_physical_path,0,0,0,5.2597655,,,,,,,,insufficient_length
WGV34A_PATH_0000782,strict_physical_path,0,0,0,2.838672,,,,,,,,insufficient_length
WGV34A_PATH_0000783,strict_physical_path,20,20,20,3.264648,20,45,-0.68557601,-0.0276659,3.5463865,0.554199,0.75364768,control_distribution_ok
WGV34A_PATH_0000784,strict_physical_path,0,0,0,3.4829105,,,,,,,,insufficient_length
WGV34A_PATH_0000785,strict_physical_path,0,0,0,5.3554685,,,,,,,,insufficient_length
WGV34A_PATH_0000786,strict_physical_path,0,0,0,3.9345705,,,,,,,,insufficient_length
WGV34A_PATH_0000787,strict_physical_path,0,0,0,3.684082,,,,,,,,insufficient_length
WGV34A_PATH_0000788,strict_physical_path,20,20,20,3.3391605,55,60,0.31363616,0.48011408,3.290667,0.412766,0.43973508,control_distribution_ok
WGV34A_PATH_0000789,strict_physical_path,0,0,0,2.9884905,,,,,,,,insufficient_length
WGV34A_PATH_0000790,strict_physical_path,20,20,20,2.934012,40,0,-0.17354835,-1.09502916,3.322754,0.3710935,1.4049267,control_distribution_ok
WGV34A_PATH_0000791,strict_physical_path,20,20,20,2.973633,15,30,-0.76183447,-0.65902421,3.4572405,0.702602,2.03384936,control_distribution_ok
WGV34A_PATH_0000792,strict_physical_path,0,0,0,4.740723,,,,,,,,insufficient_length
WGV34A_PATH_0000793,strict_physical_path,0,0,0,5.6572265,,,,,,,,insufficient_length
WGV34A_PATH_0000794,strict_physical_path,20,20,20,7.421875,100,95,17.18172776,6.93856385,3.2319335,0.4030515,0.87067834,control_distribution_ok
WGV34A_PATH_0000795,strict_physical_path,20,20,20,3.6359865,45,80,-0.50364854,1.00356772,3.578613,0.655273,3.11006953,control_distribution_ok
WGV34A_PATH_0000796,strict_physical_path,0,0,0,3.335571,,,,,,,,insufficient_length
WGV34A_PATH_0000797,strict_physical_path,20,20,20,6.160156,100,100,8.1072664,3.03062174,3.185059,0.3891605,0.77758854,control_distribution_ok
WGV34A_PATH_0000798,strict_physical_path,20,20,20,3.758789,50,60,0.11038587,0.45509227,3.364502,0.5039065,1.07338244,control_distribution_ok
WGV34A_PATH_0000799,strict_physical_path,0,0,0,3.0771485,,,,,,,,insufficient_length
WGV34A_PATH_0000800,strict_physical_path,0,0,0,5.3315105,,,,,,,,insufficient_length
WGV34A_PATH_0000801,strict_physical_path,20,20,20,2.9315595,50,10,0.06478838,-1.35629049,3.3293805,0.45731,1.35796932,control_distribution_ok
WGV34A_PATH_0000802,strict_physical_path,0,0,0,2.9921875,,,,,,,,insufficient_length
WGV34A_PATH_0000803,strict_physical_path,0,0,0,2.702962,,,,,,,,insufficient_length
WGV34A_PATH_0000804,strict_physical_path,20,20,20,6.54248,90,95,4.72061873,2.61132805,3.422408,0.4764,1.96205629,control_distribution_ok
WGV34A_PATH_0000805,strict_physical_path,20,20,20,7.654297,100,95,8.04387724,6.78802176,3.4913735,0.607096,1.98469248,control_distribution_ok
WGV34A_PATH_0000806,strict_physical_path,20,20,20,4.395182,90,80,1.18362309,1.77909863,3.2707035,0.573438,0.76445674,control_distribution_ok
WGV34A_PATH_0000807,strict_physical_path,20,20,20,3.58903,70,75,0.92002425,1.13921534,3.421875,0.604167,1.77758725,control_distribution_ok
WGV34A_PATH_0000808,strict_physical_path,20,20,20,3.080566,50,25,0.0636075,-0.4581142,3.759277,0.842773,1.83305074,control_distribution_ok
WGV34A_PATH_0000809,strict_physical_path,0,0,0,4.01416,,,,,,,,insufficient_length
WGV34A_PATH_0000810,strict_physical_path,0,0,0,3.555013,,,,,,,,insufficient_length
WGV34A_PATH_0000811,strict_physical_path,0,0,0,4.996419,,,,,,,,insufficient_length
WGV34A_PATH_0000812,strict_physical_path,0,0,0,3.5354005,,,,,,,,insufficient_length
WGV34A_PATH_0000813,strict_physical_path,20,20,20,2.836914,30,10,-0.60400578,-0.92403285,3.706055,0.799316,1.60990241,control_distribution_ok
WGV34A_PATH_0000814,strict_physical_path,0,0,0,2.7969565,,,,,,,,insufficient_length
WGV34A_PATH_0000815,strict_physical_path,0,0,0,3.0400395,,,,,,,,insufficient_length
WGV34A_PATH_0000816,strict_physical_path,20,20,20,3.635156,80,65,1.23452449,0.32570465,3.407366,0.3765465,0.80812101,control_distribution_ok
WGV34A_PATH_0000817,strict_physical_path,0,0,0,2.871582,,,,,,,,insufficient_length
WGV34A_PATH_0000818,strict_physical_path,20,20,20,4.7138715,100,50,3.34938972,0.06809976,3.6386995,0.6054685,1.1498971,control_distribution_ok
WGV34A_PATH_0000819,strict_physical_path,20,20,20,3.72526,80,5,0.74541085,-1.34508777,3.955534,0.450684,1.56512353,control_distribution_ok
WGV34A_PATH_0000820,strict_physical_path,20,20,20,3.015625,40,40,-0.29900922,-0.17756726,3.2156575,0.4261455,1.21548359,control_distribution_ok
WGV34A_PATH_0000821,strict_physical_path,20,20,20,3.148926,65,45,0.33697693,-0.20960908,3.388672,0.4367675,1.37910319,control_distribution_ok
WGV34A_PATH_0000822,strict_physical_path,0,0,0,3.832031,,,,,,,,insufficient_length
WGV34A_PATH_0000823,strict_physical_path,0,0,0,5.286849,,,,,,,,insufficient_length
WGV34A_PATH_0000824,strict_physical_path,0,0,0,3.796387,,,,,,,,insufficient_length
WGV34A_PATH_0000825,strict_physical_path,0,0,0,7.112305,,,,,,,,insufficient_length
WGV34A_PATH_0000826,strict_physical_path,0,0,0,3.1035155,,,,,,,,insufficient_length
WGV34A_PATH_0000827,strict_physical_path,20,20,20,3.334961,50,30,0.02627498,-0.4007055,3.52688,0.527531,0.63364824,control_distribution_ok
WGV34A_PATH_0000828,strict_physical_path,20,20,20,2.9500325,60,25,0.81047475,-0.18919479,3.1575525,0.3901365,0.68865593,control_distribution_ok
WGV34A_PATH_0000829,strict_physical_path,20,20,20,2.8929035,55,10,0.16312117,-0.58151017,3.4318035,0.625,1.20695915,control_distribution_ok
WGV34A_PATH_0000830,strict_physical_path,0,0,0,4.1293945,,,,,,,,insufficient_length
WGV34A_PATH_0000831,strict_physical_path,20,20,20,3.737305,90,60,5.73790616,0.43103518,3.2342935,0.540109,2.14348736,control_distribution_ok
WGV34A_PATH_0000832,strict_physical_path,20,20,20,3.971395,75,95,0.83537977,2.17066295,3.5551025,0.4144425,1.82036595,control_distribution_ok
WGV34A_PATH_0000833,strict_physical_path,20,20,20,4.302246,55,5,0.15960074,-1.06669156,4.3913225,1.116648,1.5314842,control_distribution_ok
WGV34A_PATH_0000834,strict_physical_path,20,20,20,6.15625,100,100,4.61467034,8.49100735,3.326611,0.4230195,0.76256532,control_distribution_ok
WGV34A_PATH_0000835,strict_physical_path,0,0,0,3.1171875,,,,,,,,insufficient_length
WGV34A_PATH_0000836,strict_physical_path,20,20,20,3.537028,55,60,0.1818512,0.22176747,3.3918455,0.4357905,0.70112071,control_distribution_ok
