scene,response_unit_id,source_response_box_id,source_r1_family_id,sar_frame,sar_gray_image_relpath,core_bbox,conservative_bbox,uncertain_envelope,response_state,calibration_status,max_range_m,radial_grid_spacing_m_per_px,sar_fan_center_x_px,sar_fan_center_y_px,geometry_origin_status,gt_file_opened,paired_annotations_opened,mask_audit_opened,generation_input_scope,response_center_x,response_center_y,absolute_range_px,absolute_range_m,azimuth_angle_deg,range_unit_x,range_unit_y,azimuth_unit_x,azimuth_unit_y,pixel_count,rect_pixel_count,raw_intensity_sum,background_estimate,background_sample_count,background_source,background_subtracted_energy,energy_valid,range_weighted_mean_px,azimuth_weighted_mean_px,range_p50_width_px,range_p80_width_px,range_p90_width_px,azimuth_p50_width_px,azimuth_p80_width_px,azimuth_p90_width_px,range_p50_width_m,range_p80_width_m,range_p90_width_m,azimuth_p50_width_m,azimuth_p80_width_m,azimuth_p90_width_m,range_to_azimuth_p80_ratio,principal_axis_major_std_px,principal_axis_minor_std_px,principal_axis_ratio,principal_axis_angle_image_deg,principal_axis_angle_to_range_deg,principal_axis_angle_to_azimuth_deg,yaw_proxy_major_axis_deg,yaw_proxy_shape_class,energy_centroid_x,energy_centroid_y,energy_centroid_range_m,energy_centroid_azimuth_px,energy_centroid_offset_px,distance_to_fan_boundary_px,distance_to_fan_boundary_m,touches_display_fan_boundary,near_fan_boundary_side,boundary_family_id,boundary_variant_count,multiple_boundary_variant_uncertainty,scale_yaw_feasible,best_yaw_deg,yaw_feasible_interval_deg,best_scale_length_m,best_scale_width_m,scale_yaw_residual_m,min_extra_blur_margin_m
GM_RM019,R21B00057,R21B00057,R21R1F00040,40,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000040.png,"994,1135,1090,1159","994,1135,1090,1159","994,1135,1193,1261",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1042,1147,215.065013,6.45195,-31.384101,-0.520773,-0.853695,0.853695,-0.520773,2304,2304,98261,31,11916,local_ring_excluding_frozen_responses,28655,true,0.171699,6.101579,18.457674,36.684723,44.888748,33.857666,58.341427,68.338409,0.55373,1.100542,1.346662,1.01573,1.750243,2.050152,0.628794,26.869486,5.29832,5.071322,0.37834,58.23756,31.76244,58.23756,azimuth_dominant,1047.119507,1143.675903,6.459694,6.101598,6.104013,171.6,5.148,false,near_range_bottom_display,R21R11BF00041,1,false,false,90,,3,1.4,1.285134,0
GM_RM019,R21B00058,R21B00058,R21R1F00041,40,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000040.png,"1138,1135,1168,1153","1138,1135,1168,1153","994,1135,1193,1261",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1153,1144,186.60268,5.59808,-0.307048,-0.005359,-0.999986,0.999986,-0.005359,540,540,28820,52,572,local_ring_excluding_frozen_responses,4946,true,5.558362,0.32963,2.064279,4.091045,7.10172,7.983808,15.99977,19.983635,0.061928,0.122731,0.213052,0.239514,0.479993,0.599509,0.255694,6.46578,2.496622,2.589811,7.543363,82.149588,7.850412,82.149588,azimuth_dominant,1153.299805,1138.439941,5.76484,0.329597,5.568136,177.6,5.328,false,near_range_bottom_display,R21R11BF00042,1,false,false,90,,3,1.4,2.825217,0
GM_RM019,R21B00059,R21B00059,R21R1F00042,40,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000040.png,"1054,1207,1108,1237","1054,1207,1108,1237","994,1135,1193,1261",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1081,1222,130.854729,3.925642,-33.90866,-0.557871,-0.829928,0.829928,-0.557871,1620,1620,67433,32,3752,local_ring_excluding_frozen_responses,16930,true,-0.848511,4.038027,17.307743,32.518505,39.199196,16.395279,30.163221,36.000229,0.519232,0.975555,1.175976,0.491858,0.904897,1.080007,1.078085,15.624502,6.092161,2.564689,14.086728,42.004612,47.995388,42.004612,near_isotropic,1084.824585,1220.451538,3.902067,4.037971,4.126159,93.6,2.808,false,near_range_bottom_display,R21R11BF00043,1,false,false,0,,3,1.4,2.084108,0
GM_RM019,R21B00060,R21B00060,R21R1F00043,40,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000040.png,"1090,1171,1114,1183","1090,1171,1114,1183","994,1135,1193,1261",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1102,1177,162.163374,4.864901,-18.703102,-0.320664,-0.947193,0.947193,-0.320664,288,288,13729,36,800,local_ring_excluding_frozen_responses,3543,true,-0.634348,0.250248,5.115829,10.142857,12.052043,9.136465,15.811214,18.652794,0.153475,0.304286,0.361561,0.274094,0.474336,0.559584,0.641498,6.480014,2.790113,2.322491,7.987666,63.309232,26.690768,63.309232,azimuth_dominant,1102.44043,1177.52063,4.845876,0.250224,0.681934,147.6,4.428,false,near_range_bottom_display,R21R11BF00044,1,false,false,90,,3,1.4,2.753101,0
GM_RM019,R21B00061,R21B00061,R21R1F00039,40,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000040.png,"1114,1135,1193,1261","1114,1135,1193,1261","994,1135,1193,1261",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1153.5,1198,132.600943,3.978028,-0.216046,-0.003771,-0.999993,0.999993,-0.003771,9954,9954,438718,33,18468,local_ring_excluding_frozen_responses,118142,true,-2.579417,2.880621,42.950676,92.052139,100.972885,25.210983,53.988304,65.090034,1.28852,2.761564,3.029187,0.756329,1.619649,1.952701,1.705039,34.345232,19.446536,1.766136,89.857425,0.073471,89.926529,0.073471,range_dominant,1156.390381,1200.568481,3.901605,2.880675,3.866704,69.6,2.088,false,near_range_bottom_display,R21R11BF00040,2,true,true,0,0-15;165-179,3,1.6,0.239244,0
GM_RM019,R21B00062,R21B00062,R21R1F00044,46,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000046.png,"1030,1135,1193,1255","1030,1135,1193,1255","1030,1135,1193,1255",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1111.5,1195,142.104222,4.263127,-17.40213,-0.299076,-0.954229,0.954229,-0.299076,19560,19560,898066,38,25560,local_ring_excluding_frozen_responses,191319,true,-1.550024,25.67642,57.922981,104.038429,117.681938,42.470238,87.10508,114.393509,1.737689,3.121153,3.530458,1.274107,2.613152,3.431805,1.194401,43.113826,31.517906,1.367915,39.091822,33.506048,56.493952,33.506048,near_isotropic,1136.464722,1188.799805,4.286409,25.676398,25.723136,75.6,2.268,false,near_range_bottom_display,R21R11BF00045,1,false,true,0,0-57;82-98;123-179,3.1,2.6,0.024909,0
GM_RM019,R21B00063,R21B00063,R21R1F00045,52,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000052.png,"1024,1135,1193,1189","1024,1135,1193,1189","1024,1135,1193,1207",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1108.5,1162,174.631641,5.238949,-15.102607,-0.260548,-0.965461,0.965461,-0.260548,9126,9126,407286,37,21096,local_ring_excluding_frozen_responses,85288,true,2.796583,13.673698,20.720758,53.532112,61.441326,56.241241,114.168884,137.00267,0.621623,1.605963,1.84324,1.687237,3.425067,4.11008,0.468885,44.850877,13.919647,3.222128,4.510167,70.387226,19.612774,70.387226,azimuth_dominant,1120.972778,1155.737305,5.338631,13.673714,13.956774,141.6,4.248,false,near_range_bottom_display,R21R11BF00046,1,false,true,90,70-110,3.4,1.6,0.025766,0
GM_RM019,R21B00064,R21B00064,R21R1F00045,52,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000052.png,"1180,1135,1193,1147","1180,1135,1193,1147","1024,1135,1193,1207",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1186.5,1141,192.365304,5.770959,9.72674,0.168949,-0.985625,0.985625,0.168949,156,156,8648,43,550,local_ring_excluding_frozen_responses,2195,true,2.419598,1.968945,2.956874,6.082698,7.941141,3.294773,5.94182,8.391846,0.088706,0.182481,0.238234,0.098843,0.178255,0.251755,1.02371,2.840931,2.666092,1.065579,7.136039,87.409299,2.590701,87.409299,near_isotropic,1188.849487,1138.947876,5.843845,1.969008,3.119504,183.6,5.508,false,near_range_bottom_display,R21R11BF00047,1,false,false,0,,3,1.4,3.071006,0
GM_RM019,R21B00065,R21B00065,R21R1F00046,52,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000052.png,"1144,1201,1168,1207","1144,1201,1168,1207","1024,1135,1193,1207",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1156,1204,126.615797,3.798474,0.905071,0.015796,-0.999875,0.999875,0.015796,144,144,6792,40,1000,local_ring_excluding_frozen_responses,1261,true,0.79687,-0.289784,1.205221,3.17338,4.315417,4.015297,13.014174,17.981958,0.036157,0.095201,0.129463,0.120459,0.390425,0.539459,0.24384,5.112662,1.495486,3.418728,3.388297,87.516774,2.483226,87.516774,azimuth_dominant,1155.722778,1203.198608,3.822391,-0.289846,0.847986,123.6,3.708,false,near_range_bottom_display,R21R11BF00048,1,false,false,90,,3,1.4,2.917598,0
GM_RM019,R21B00066,R21B00066,R21R1F00045,52,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000052.png,"1024,1135,1193,1189","1024,1135,1193,1189","1024,1135,1193,1207",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1108.5,1162,174.631641,5.238949,-15.102607,-0.260548,-0.965461,0.965461,-0.260548,9126,9126,407286,37,21096,local_ring_excluding_frozen_responses,85288,true,2.796583,13.673698,20.720758,53.532112,61.441326,56.241241,114.168884,137.00267,0.621623,1.605963,1.84324,1.687237,3.425067,4.11008,0.468885,44.850877,13.919647,3.222128,4.510167,70.387226,19.612774,70.387226,azimuth_dominant,1120.972778,1155.737305,5.338631,13.673714,13.956774,141.6,4.248,false,near_range_bottom_display,R21R11BF00046,1,false,true,90,70-110,3.4,1.6,0.025766,0
GM_RM019,R21B00067,R21B00067,R21R1F00047,60,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000060.png,"1126,1207,1186,1243","1126,1207,1186,1243","1126,1207,1192,1267",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1156,1225,105.618938,3.168568,1.085018,0.018936,-0.999821,0.999821,0.018936,2160,2160,102896,37,5346,local_ring_excluding_frozen_responses,24938,true,-0.968787,0.272624,9.54753,22.352053,27.99498,21.412827,38.182549,45.522141,0.286426,0.670562,0.839849,0.642385,1.145476,1.365664,0.5854,14.432059,7.983808,1.807666,9.224476,81.860541,8.139459,81.860541,azimuth_dominant,1156.254272,1225.973755,3.139516,0.272666,1.006406,87.6,2.628,false,near_range_bottom_display,R21R11BF00049,1,false,false,90,,3,1.4,1.992822,0
GM_RM019,R21B00068,R21B00068,R21R1F00048,60,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000060.png,"1162,1249,1192,1267","1162,1249,1192,1267","1126,1207,1192,1267",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1177,1258,76.156155,2.284685,17.578431,0.302011,-0.953304,0.953304,0.302011,540,540,23036,38,1365,local_ring_excluding_frozen_responses,3169,true,-0.33848,1.806492,7.579164,14.299566,17.017666,12.090946,22.671837,25.993958,0.227375,0.428987,0.51053,0.362728,0.680155,0.779819,0.630719,8.502063,5.006094,1.698343,2.68741,75.108979,14.891021,75.108979,azimuth_dominant,1178.619873,1258.868286,2.275175,1.806464,1.837909,63.6,1.908,false,near_range_bottom_display,R21R11BF00050,1,false,false,90,,3,1.4,2.514865,0
GM_RM019,R21B00069,R21B00069,R21R1F00049,77,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000077.png,"1146,1133,1266,1163","1146,1133,1266,1163","1146,1133,1332,1271",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1206,1148,189.859843,5.695795,15.895653,0.273886,-0.961762,0.961762,0.273886,3600,3600,188825,38,10656,local_ring_excluding_frozen_responses,54489,true,-2.15821,-9.182552,12.477625,27.547688,35.503029,48.635872,78.304077,93.70491,0.374329,0.826431,1.065091,1.459076,2.349122,2.811147,0.351804,32.1133,6.689689,4.800418,0.159926,74.264273,15.735727,74.264273,azimuth_dominant,1196.577515,1147.560669,5.637785,-9.182516,9.432722,167.6,5.028,false,near_range_bottom_display,R21R11BF00051,3,true,false,90,,3,1.4,0.867539,0
GM_RM019,R21B00070,R21B00070,R21R1F00050,77,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000077.png,"1146,1187,1248,1271","1146,1187,1248,1271","1146,1133,1332,1271",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1197,1229,110.324793,3.309744,22.939459,0.389758,-0.920917,0.920917,0.389758,8568,8568,372487,33,12096,local_ring_excluding_frozen_responses,92902,true,-0.685079,-0.109833,37.199253,67.158066,79.771729,32.908287,66.554398,80.01284,1.115978,2.014742,2.393152,0.987249,1.996632,2.400385,1.00907,28.420288,20.636536,1.377183,27.024568,85.914891,4.085109,85.914891,near_isotropic,1196.631958,1229.588135,3.289193,-0.109706,0.693799,59.6,1.788,false,near_range_bottom_display,R21R11BF00052,1,false,false,0,,3,2,0.985264,0
GM_RM019,R21B00071,R21B00071,R21R1F00051,77,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000077.png,"1224,1169,1254,1187","1224,1169,1254,1187","1146,1133,1332,1271",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1239,1178,174.676158,5.240285,29.118323,0.486615,-0.873617,0.873617,0.486615,540,540,25319,39,1540,local_ring_fallback_without_occupancy_exclusion,4792,true,-1.282284,0.189927,6.038603,11.667305,16.246063,11.45663,18.932178,22.039642,0.181158,0.350019,0.487382,0.343699,0.567965,0.661189,0.616268,8.233811,3.35675,2.452912,1.565414,62.447091,27.552909,62.447091,azimuth_dominant,1238.541992,1179.212646,5.20182,0.189968,1.296257,143.6,4.308,false,near_range_bottom_display,R21R11BF00053,1,false,false,90,,3,1.4,2.64901,0
GM_RM019,R21B00072,R21B00072,R21R1F00052,77,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000077.png,"1260,1151,1284,1187","1260,1151,1284,1187","1146,1133,1332,1271",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1272,1169,200.096377,6.002891,36.136845,0.589716,-0.807611,0.807611,0.589716,864,864,41191,39,1159,local_ring_excluding_frozen_responses,7963,true,-1.491982,-0.041407,12.114162,21.895447,25.779575,11.050674,20.614067,25.023941,0.363425,0.656863,0.773387,0.33152,0.618422,0.750718,1.06216,9.82228,5.88468,1.669127,85.618441,40.518404,49.481596,40.518404,near_isotropic,1271.086792,1170.180542,5.958133,-0.041332,1.492524,143.6,4.308,false,near_range_bottom_display,R21R11BF00054,1,false,false,0,,3,1.4,2.470051,0
GM_RM019,R21B00073,R21B00073,R21R1F00053,77,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000077.png,"1284,1133,1302,1145","1284,1133,1302,1145","1146,1133,1332,1199",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1293,1139,236.709865,7.101296,35.959749,0.587217,-0.80943,0.80943,0.587217,216,216,11409,39,960,local_ring_excluding_frozen_responses,3073,true,0.133212,0.053115,3.237719,7.126023,9.252678,5.364373,9.776525,12.871452,0.097132,0.213781,0.27758,0.160931,0.293296,0.386144,0.728891,4.068484,2.671229,1.523076,17.159409,71.19966,18.80034,71.19966,azimuth_dominant,1293.121216,1138.92334,7.105293,0.0531,0.143423,185.6,5.568,false,near_range_bottom_display,R21R11BF00055,1,false,false,90,,3,1.4,2.955226,0
GM_RM019,R21B00074,R21B00074,R21R1F00054,77,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000077.png,"1296,1175,1332,1199","1296,1175,1332,1199","1146,1133,1332,1271",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1314,1187,214.990604,6.449718,48.092024,0.744219,-0.667936,0.667936,0.744219,864,864,38364,38,2211,local_ring_excluding_frozen_responses,6298,true,1.06765,-0.342592,10.72419,21.353491,25.971371,10.41906,21.392563,26.086721,0.321726,0.640605,0.779141,0.312572,0.641777,0.782602,0.998174,9.689451,6.198375,1.563224,0.360655,42.268631,47.731369,42.268631,near_isotropic,1314.565796,1186.03186,6.481758,-0.342592,1.121347,131.6,3.948,false,near_range_bottom_display,R21R11BF00056,1,false,false,90,,3,1.4,2.477478,0
GM_RM019,R21B00075,R21B00075,R21R1F00049,77,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000077.png,"1146,1133,1266,1271","1146,1133,1266,1271","1146,1133,1332,1271",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1206,1202,138.715392,4.161462,22.016172,0.374868,-0.927078,0.927078,0.374868,16560,16560,732417,36,22752,local_ring_excluding_frozen_responses,152318,true,8.244761,-8.251948,57.52354,105.953636,125.25647,44.459373,88.092598,110.193977,1.725706,3.178609,3.757694,1.333781,2.642778,3.305819,1.202753,42.22711,31.873593,1.324831,84.092511,27.923661,62.076339,27.923661,near_isotropic,1201.44043,1191.263062,4.415749,-8.252015,11.66497,59.6,1.788,false,near_range_bottom_display,R21R11BF00051,3,true,true,5,0-57;81-99;123-179,3,2.4,0.021401,0
GM_RM019,R21B00076,R21B00076,R21R1F00049,77,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000077.png,"1146,1133,1266,1187","1146,1133,1266,1187","1146,1133,1332,1271",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1206,1160,178.348984,5.35047,16.951566,0.291563,-0.956552,0.956552,0.291563,6480,6480,304170,38,12384,local_ring_excluding_frozen_responses,66262,true,5.789966,-6.292973,16.69087,31.474247,41.914452,54.022171,89.762215,103.80883,0.500726,0.944227,1.257434,1.620665,2.692866,3.114265,0.35064,34.446301,12.206326,2.822004,6.697256,79.74569,10.25431,79.74569,azimuth_dominant,1201.668579,1152.626709,5.527396,-6.293008,8.551411,143.6,4.308,false,near_range_bottom_display,R21R11BF00051,3,true,true,90,87-93,3,1.4,0.5496,0
GM_RM019,R21B00077,R21B00077,R21R1F00055,78,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000078.png,"1170,1187,1248,1271","1170,1187,1248,1271","1146,1175,1326,1271",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1209,1229,115.531641,3.465949,28.428393,0.47606,-0.879413,0.879413,0.47606,6552,6552,294423,37,10800,local_ring_excluding_frozen_responses,59268,true,1.040379,-1.353224,26.236967,63.019966,73.67852,24.054016,47.9505,59.509239,0.787109,1.890599,2.210356,0.72162,1.438515,1.785277,1.314271,23.574265,17.979779,1.311154,53.861069,64.567324,25.432676,64.567324,range_dominant,1208.305176,1227.440918,3.497394,-1.353254,1.706903,59.6,1.788,false,near_range_bottom_display,R21R11BF00057,2,true,false,0,,3,1.4,1.110069,0
GM_RM019,R21B00078,R21B00078,R21R1F00056,78,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000078.png,"1224,1175,1260,1187","1224,1175,1260,1187","1170,1133,1326,1271",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1242,1181,173.56313,5.206894,30.465545,0.50702,-0.861934,0.861934,0.50702,432,432,21350,41,1131,local_ring_excluding_frozen_responses,4231,true,0.568957,-0.853348,5.627923,11.357251,14.39937,11.357251,20.179401,23.829947,0.168838,0.340718,0.431981,0.340718,0.605382,0.714898,0.562814,8.556821,2.320586,3.687354,2.707207,62.241663,27.758337,62.241663,azimuth_dominant,1241.552979,1180.076904,5.224027,-0.853331,1.025638,143.6,4.308,false,near_range_bottom_display,R21R11BF00058,1,false,false,90,,3,1.4,2.618449,0
GM_RM019,R21B00079,R21B00079,R21R1F00057,78,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000078.png,"1290,1133,1308,1151","1290,1133,1308,1151","1224,1133,1326,1205",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1299,1142,237.896952,7.136909,37.553908,0.609508,-0.79278,0.79278,0.609508,324,324,16221,40,1120,local_ring_excluding_frozen_responses,3659,true,0.990403,-2.318438,3.473773,7.740326,10.365832,6.401931,11.947189,15.122515,0.104213,0.23221,0.310975,0.192058,0.358416,0.453675,0.647878,4.729252,3.238288,1.460418,33.266747,85.71284,4.28716,85.71284,azimuth_dominant,1297.765625,1139.801758,7.166957,-2.318433,2.521101,179.6,5.388,false,near_range_bottom_display,R21R11BF00059,1,false,false,90,,3,1.4,2.888201,0
GM_RM019,R21B00080,R21B00080,R21R1F00058,78,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000078.png,"1302,1175,1326,1199","1302,1175,1326,1199","1170,1133,1326,1271",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1314,1187,214.990604,6.449718,48.092024,0.744219,-0.667936,0.667936,0.744219,576,576,26490,40,1360,local_ring_excluding_frozen_responses,4205,true,1.252823,0.419011,7.155662,14.713201,18.205446,9.217148,18.281729,21.92654,0.21467,0.441396,0.546163,0.276514,0.548452,0.657796,0.804804,6.741662,5.674628,1.188036,39.957471,81.865448,8.134552,81.865448,near_isotropic,1315.21228,1186.474976,6.487317,0.418993,1.321088,131.6,3.948,false,near_range_bottom_display,R21R11BF00060,1,false,false,90,,3,1.4,2.632301,0
GM_RM019,R21B00081,R21B00081,R21R1F00059,78,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000078.png,"1146,1247,1164,1271","1146,1247,1164,1271","1146,1187,1254,1271",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1155,1259,71.606983,2.148209,0.800168,0.013965,-0.999902,0.999902,0.013965,432,432,21148,44,1104,local_ring_excluding_frozen_responses,2832,true,0.276928,0.004608,9.152739,16.221882,19.067974,7.236724,13.250105,15.152154,0.274582,0.486656,0.572039,0.217102,0.397503,0.454565,1.224283,6.367361,4.953534,1.285418,78.99564,11.804528,78.195472,11.804528,near_isotropic,1155.008423,1258.723145,2.156518,0.004556,0.276984,59.6,1.788,false,near_range_bottom_display,R21R11BF00061,1,false,false,0,,3,1.4,2.7059,0
GM_RM019,R21B00082,R21B00082,R21R1F00060,78,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000078.png,"1242,1193,1254,1205","1242,1193,1254,1205","1146,1133,1326,1271",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1248,1199,161.723715,4.851711,35.537678,0.581238,-0.813733,0.813733,0.581238,144,144,6724,38,128,local_ring_excluding_frozen_responses,1409,true,-1.430283,1.215691,3.603677,7.788591,9.532307,5.696135,9.764801,10.81103,0.10811,0.233658,0.285969,0.170884,0.292944,0.324331,0.797619,4.008782,2.662549,1.505618,9.321215,63.783537,26.216463,63.783537,azimuth_dominant,1248.157959,1200.870483,4.808942,1.215733,1.877141,125.6,3.768,false,near_range_bottom_display,R21R11BF00062,1,false,false,90,,3,1.4,2.947627,0
GM_RM019,R21B00083,R21B00083,R21R1F00055,78,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000078.png,"1170,1175,1260,1271","1170,1175,1260,1271","1146,1133,1326,1271",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1215,1223,123.688156,3.710645,29.549529,0.493176,-0.86993,0.86993,0.493176,8640,8640,380187,38,16800,local_ring_excluding_frozen_responses,64907,true,0.172247,-2.346309,31.24147,75.669327,95.273468,25.604713,51.215897,62.285671,0.937244,2.27008,2.858204,0.768141,1.536477,1.86857,1.477458,28.05378,19.04974,1.472659,52.656335,66.893194,23.106806,66.893194,range_dominant,1213.043945,1221.693115,3.716478,-2.346154,2.352466,59.6,1.788,false,near_range_bottom_display,R21R11BF00057,2,true,true,0,0,3,1.5,0.730831,0
