relation_id,scene,source_auto_node_id,target_auto_node_id,source_tracklet_segment_id,target_tracklet_segment_id,time_gap_frames,center_distance_px,bottom_center_distance_px,motion_extrapolation_error_px,normalized_motion_error,bbox_area_ratio,bbox_aspect_ratio_delta,appearance_cosine,appearance_evidence_status,source_edge_contact_ratio,target_edge_contact_ratio,source_competitor_count,target_competitor_count,candidate_score_not_selector,pre_competition_status,relation_status,supporting_evidence,conflicting_evidence,uncertainty_sources,competitor_ids,decision_reason_code
REL_GM_RM011_00052,GM_RM011,AUTO_GM_RM011_0009,AUTO_GM_RM011_0014,GM_RM011__botsort__raw__bs_0015__seg_001,GM_RM011__botsort__raw__bs_0030__seg_001,77,147.543759,145.498289,380.728597,0.671988,2.240427,0.577218,0.750985,appearance_unreliable,0.000000,0.000000,0,0,0.817748,not_candidate,not_candidate,motion_extrapolation_consistent;bbox_size_compatible,long_forward_gap;not_candidate_under_fixed_policy,appearance_unreliable,,time_gap_outside_forward_window
REL_GM_RM011_00053,GM_RM011,AUTO_GM_RM011_0010,AUTO_GM_RM011_0011,GM_RM011__botsort__raw__bs_0009__seg_002,GM_RM011__botsort__raw__bs_0019__seg_001,33,592.609716,615.223014,592.609716,1.313904,17.273619,0.591246,0.832032,appearance_support,0.000000,0.000000,0,0,0.663122,blocked_continuity,blocked_continuity,appearance_cosine_support,long_forward_gap;bbox_size_jump;blocked_by_combined_evidence,motion_extrapolation_weak,,motion_and_size_conflict
REL_GM_RM011_00054,GM_RM011,AUTO_GM_RM011_0010,AUTO_GM_RM011_0012,GM_RM011__botsort__raw__bs_0009__seg_002,GM_RM011__botsort__raw__bs_0025__seg_001,61,596.020750,637.363988,596.020750,1.278963,34.761157,0.005383,0.841351,appearance_support,0.000000,0.000000,0,0,0.670692,not_candidate,not_candidate,appearance_cosine_support,long_forward_gap;bbox_size_jump;not_candidate_under_fixed_policy,motion_extrapolation_weak,,time_gap_outside_forward_window
REL_GM_RM011_00055,GM_RM011,AUTO_GM_RM011_0010,AUTO_GM_RM011_0013,GM_RM011__botsort__raw__bs_0009__seg_002,GM_RM011__botsort__raw__bs_0026__seg_001,64,405.891552,404.749429,405.891552,0.778037,1.031774,0.360077,0.772939,appearance_unreliable,0.000000,0.000000,0,0,0.825898,not_candidate,not_candidate,motion_extrapolation_consistent;bbox_size_compatible,long_forward_gap;not_candidate_under_fixed_policy,appearance_unreliable,,time_gap_outside_forward_window
REL_GM_RM011_00056,GM_RM011,AUTO_GM_RM011_0010,AUTO_GM_RM011_0014,GM_RM011__botsort__raw__bs_0009__seg_002,GM_RM011__botsort__raw__bs_0030__seg_001,80,467.533780,467.340662,467.533780,0.961892,1.367682,0.116688,0.787816,appearance_unreliable,0.000000,0.000000,0,0,0.770247,not_candidate,not_candidate,motion_extrapolation_consistent;bbox_size_compatible,long_forward_gap;not_candidate_under_fixed_policy,appearance_unreliable,,time_gap_outside_forward_window
REL_GM_RM011_00057,GM_RM011,AUTO_GM_RM011_0011,AUTO_GM_RM011_0014,GM_RM011__botsort__raw__bs_0019__seg_001,GM_RM011__botsort__raw__bs_0030__seg_001,5,631.217395,659.977456,719.484764,1.696597,30.030131,0.287559,0.943042,appearance_support,0.000000,0.000000,0,0,0.620714,blocked_continuity,blocked_continuity,short_forward_gap;appearance_cosine_support,bbox_size_jump;blocked_by_combined_evidence,motion_extrapolation_weak,,motion_and_size_conflict
REL_GM_RM011_00058,GM_RM011,AUTO_GM_RM011_0011,AUTO_GM_RM011_0015,GM_RM011__botsort__raw__bs_0019__seg_001,GM_RM011__botsort__raw__bs_0030__seg_002,33,30.916092,85.047806,612.520600,2.236706,6.279809,0.142004,0.881539,appearance_support,0.000000,0.000000,0,0,0.641717,ambiguous_continuity,ambiguous_continuity,appearance_cosine_support,long_forward_gap;motion_extrapolation_conflict;bbox_size_jump,,,partial_support_with_competition_or_state_uncertainty
REL_GM_RM011_00059,GM_RM011,AUTO_GM_RM011_0011,AUTO_GM_RM011_0016,GM_RM011__botsort__raw__bs_0019__seg_001,GM_RM011__botsort__raw__bs_0039__seg_001,59,227.796470,299.268500,1258.462400,2.707795,42.981483,0.808271,0.732100,appearance_unreliable,0.000000,0.000000,0,0,0.542927,not_candidate,not_candidate,,long_forward_gap;motion_extrapolation_conflict;bbox_size_jump;not_candidate_under_fixed_policy,appearance_unreliable,,insufficient_time_motion_appearance_support
REL_GM_RM011_00060,GM_RM011,AUTO_GM_RM011_0012,AUTO_GM_RM011_0015,GM_RM011__botsort__raw__bs_0025__seg_001,GM_RM011__botsort__raw__bs_0030__seg_002,12,27.908768,47.130081,243.471516,0.845266,1.304449,0.048463,0.861404,appearance_support,0.000000,0.000000,0,0,0.854262,weak_continuity,ambiguous_continuity,motion_extrapolation_consistent;appearance_cosine_support;bbox_size_compatible,,medium_forward_gap;multiple_sources_one_successor,AUTO_GM_RM011_0014;AUTO_GM_RM011_0012;AUTO_GM_RM011_0011;AUTO_GM_RM011_0013,candidate_competition_margin_too_small
REL_GM_RM011_00061,GM_RM011,AUTO_GM_RM011_0012,AUTO_GM_RM011_0016,GM_RM011__botsort__raw__bs_0025__seg_001,GM_RM011__botsort__raw__bs_0039__seg_001,38,181.219806,194.874077,946.951380,1.971984,5.246962,0.998738,0.721750,appearance_unreliable,0.000000,0.000000,0,0,0.634995,ambiguous_continuity,ambiguous_continuity,,long_forward_gap;bbox_size_jump,motion_extrapolation_weak;appearance_unreliable,,partial_support_with_competition_or_state_uncertainty
REL_GM_RM011_00062,GM_RM011,AUTO_GM_RM011_0012,AUTO_GM_RM011_0017,GM_RM011__botsort__raw__bs_0025__seg_001,GM_RM011__botsort__raw__bs_0041__seg_001,60,700.212579,698.306576,1914.906130,3.972153,1.208583,0.028247,0.900860,appearance_support,0.000000,0.000000,0,0,0.523517,not_candidate,not_candidate,appearance_cosine_support;bbox_size_compatible,long_forward_gap;motion_extrapolation_conflict;not_candidate_under_fixed_policy,,,insufficient_time_motion_appearance_support
REL_GM_RM011_00063,GM_RM011,AUTO_GM_RM011_0013,AUTO_GM_RM011_0014,GM_RM011__botsort__raw__bs_0026__seg_001,GM_RM011__botsort__raw__bs_0030__seg_001,2,514.901348,514.632188,579.438232,1.172290,1.155226,0.000213,0.805037,appearance_unreliable,0.000000,0.000000,0,0,0.755977,weak_continuity,weak_continuity,short_forward_gap;motion_extrapolation_consistent;bbox_size_compatible,,appearance_unreliable,,plausible_but_uncertain_continuity
REL_GM_RM011_00064,GM_RM011,AUTO_GM_RM011_0013,AUTO_GM_RM011_0015,GM_RM011__botsort__raw__bs_0026__seg_001,GM_RM011__botsort__raw__bs_0030__seg_002,30,122.304217,161.679229,887.817137,2.606346,4.139460,0.429775,0.742339,appearance_unreliable,0.000000,0.000000,0,0,0.564782,ambiguous_continuity,ambiguous_continuity,,motion_extrapolation_conflict;bbox_size_jump,medium_forward_gap;appearance_unreliable,,partial_support_with_competition_or_state_uncertainty
REL_GM_RM011_00065,GM_RM011,AUTO_GM_RM011_0013,AUTO_GM_RM011_0016,GM_RM011__botsort__raw__bs_0026__seg_001,GM_RM011__botsort__raw__bs_0039__seg_001,56,94.037400,93.903506,1901.822374,3.531633,1.653451,0.520500,0.800967,appearance_unreliable,0.000000,0.000000,0,0,0.573959,not_candidate,not_candidate,bbox_size_compatible,long_forward_gap;motion_extrapolation_conflict;not_candidate_under_fixed_policy,appearance_unreliable,,insufficient_time_motion_appearance_support
REL_GM_RM011_00066,GM_RM011,AUTO_GM_RM011_0013,AUTO_GM_RM011_0017,GM_RM011__botsort__raw__bs_0026__seg_001,GM_RM011__botsort__raw__bs_0041__seg_001,78,615.385107,613.843067,3132.218553,5.793501,3.835245,0.449992,0.808056,appearance_unreliable,0.000000,0.000000,0,0,0.476198,not_candidate,not_candidate,,long_forward_gap;motion_extrapolation_conflict;bbox_size_jump;not_candidate_under_fixed_policy,appearance_unreliable,,time_gap_outside_forward_window
REL_GM_RM011_00067,GM_RM011,AUTO_GM_RM011_0014,AUTO_GM_RM011_0015,GM_RM011__botsort__raw__bs_0030__seg_001,GM_RM011__botsort__raw__bs_0030__seg_002,2,47.638457,97.743696,45.792681,0.148193,2.191342,0.039868,0.827101,appearance_support,0.000000,0.000000,0,0,0.896455,strong_continuity,ambiguous_continuity,short_forward_gap;motion_extrapolation_consistent;appearance_cosine_support;bbox_size_compatible,,multiple_sources_one_successor,AUTO_GM_RM011_0014;AUTO_GM_RM011_0012;AUTO_GM_RM011_0011;AUTO_GM_RM011_0013,candidate_competition_margin_too_small
REL_GM_RM011_00068,GM_RM011,AUTO_GM_RM011_0014,AUTO_GM_RM011_0016,GM_RM011__botsort__raw__bs_0030__seg_001,GM_RM011__botsort__raw__bs_0039__seg_001,28,162.102198,162.515984,782.173726,1.566338,3.123380,0.990143,0.696183,appearance_unreliable,0.000000,0.000000,0,0,0.689659,ambiguous_continuity,ambiguous_continuity,,bbox_size_jump,medium_forward_gap;motion_extrapolation_weak;appearance_unreliable,,partial_support_with_competition_or_state_uncertainty
REL_GM_RM011_00069,GM_RM011,AUTO_GM_RM011_0014,AUTO_GM_RM011_0017,GM_RM011__botsort__raw__bs_0030__seg_001,GM_RM011__botsort__raw__bs_0041__seg_001,50,682.730078,678.188637,1793.357937,3.578520,2.030297,0.019651,0.878721,appearance_support,0.000000,0.000000,0,0,0.493271,not_candidate,not_candidate,appearance_cosine_support;bbox_size_compatible,long_forward_gap;motion_extrapolation_conflict;not_candidate_under_fixed_policy,,,insufficient_time_motion_appearance_support
REL_GM_RM011_00070,GM_RM011,AUTO_GM_RM011_0015,AUTO_GM_RM011_0016,GM_RM011__botsort__raw__bs_0030__seg_002,GM_RM011__botsort__raw__bs_0039__seg_001,23,223.763000,262.294048,470.313235,1.360735,32.006584,1.245409,0.685399,appearance_unreliable,0.000000,0.000000,0,0,0.683762,ambiguous_continuity,ambiguous_continuity,,bbox_size_jump,medium_forward_gap;motion_extrapolation_weak;appearance_unreliable,,partial_support_with_competition_or_state_uncertainty
REL_GM_RM011_00071,GM_RM011,AUTO_GM_RM011_0015,AUTO_GM_RM011_0017,GM_RM011__botsort__raw__bs_0030__seg_002,GM_RM011__botsort__raw__bs_0041__seg_001,45,742.057594,748.449153,1237.234769,3.563373,5.047251,0.274918,0.855078,appearance_support,0.000000,0.000000,0,0,0.414404,blocked_continuity,blocked_continuity,appearance_cosine_support,long_forward_gap;motion_extrapolation_conflict;bbox_size_jump;blocked_by_combined_evidence,,,motion_and_size_conflict
REL_GM_RM011_00072,GM_RM011,AUTO_GM_RM011_0015,AUTO_GM_RM011_0018,GM_RM011__botsort__raw__bs_0030__seg_002,GM_RM011__botsort__raw__bs_0041__seg_002,76,133.207424,182.644833,976.381403,4.372853,14.963797,0.682870,0.801304,appearance_unreliable,0.000000,0.000000,0,0,0.510391,not_candidate,not_candidate,,long_forward_gap;motion_extrapolation_conflict;bbox_size_jump;not_candidate_under_fixed_policy,appearance_unreliable,,time_gap_outside_forward_window
REL_GM_RM011_00073,GM_RM011,AUTO_GM_RM011_0015,AUTO_GM_RM011_0019,GM_RM011__botsort__raw__bs_0030__seg_002,GM_RM011__botsort__raw__bs_0051__seg_001,77,610.502377,622.607451,1482.063094,3.986592,21.734022,1.177756,0.875597,appearance_support,0.000000,0.000000,0,0,0.449970,not_candidate,not_candidate,appearance_cosine_support,long_forward_gap;motion_extrapolation_conflict;bbox_size_jump;not_candidate_under_fixed_policy,,,time_gap_outside_forward_window
REL_GM_RM011_00074,GM_RM011,AUTO_GM_RM011_0016,AUTO_GM_RM011_0017,GM_RM011__botsort__raw__bs_0039__seg_001,GM_RM011__botsort__raw__bs_0041__seg_001,22,522.201754,519.939562,522.201754,0.956645,6.341389,0.970491,0.737068,appearance_unreliable,0.000000,0.000000,0,0,0.716749,ambiguous_continuity,ambiguous_continuity,motion_extrapolation_consistent,bbox_size_jump,medium_forward_gap;appearance_unreliable,,partial_support_with_competition_or_state_uncertainty
REL_GM_RM011_00075,GM_RM011,AUTO_GM_RM011_0016,AUTO_GM_RM011_0018,GM_RM011__botsort__raw__bs_0039__seg_001,GM_RM011__botsort__raw__bs_0041__seg_002,53,116.148667,114.369658,116.148667,0.287201,2.138935,0.562539,0.683344,appearance_unreliable,0.000000,0.000000,0,0,0.854517,not_candidate,not_candidate,motion_extrapolation_consistent;bbox_size_compatible,long_forward_gap;not_candidate_under_fixed_policy,appearance_unreliable,,insufficient_time_motion_appearance_support
REL_GM_RM011_00076,GM_RM011,AUTO_GM_RM011_0016,AUTO_GM_RM011_0019,GM_RM011__botsort__raw__bs_0039__seg_001,GM_RM011__botsort__raw__bs_0051__seg_001,54,391.304375,390.524359,391.304375,0.681906,1.472649,0.067653,0.747888,appearance_unreliable,0.000000,0.000000,0,0,0.811375,not_candidate,not_candidate,motion_extrapolation_consistent;bbox_size_compatible,long_forward_gap;not_candidate_under_fixed_policy,appearance_unreliable,,insufficient_time_motion_appearance_support
REL_GM_RM011_00077,GM_RM011,AUTO_GM_RM011_0016,AUTO_GM_RM011_0020,GM_RM011__botsort__raw__bs_0039__seg_001,GM_RM011__botsort__raw__bs_0052__seg_001,62,104.755995,91.723852,104.755995,0.181475,1.094433,1.363157,0.629447,appearance_conflict,0.000000,0.000000,0,0,0.911782,not_candidate,not_candidate,motion_extrapolation_consistent;bbox_size_compatible,long_forward_gap;appearance_cosine_conflict;not_candidate_under_fixed_policy,,,time_gap_outside_forward_window
REL_GM_RM011_00078,GM_RM011,AUTO_GM_RM011_0016,AUTO_GM_RM011_0021,GM_RM011__botsort__raw__bs_0039__seg_001,GM_RM011__botsort__raw__bs_0052__seg_002,70,143.533895,143.497782,143.533895,0.237068,1.347964,0.556181,0.656464,appearance_conflict,0.000000,0.000000,0,0,0.887781,not_candidate,not_candidate,motion_extrapolation_consistent;bbox_size_compatible,long_forward_gap;appearance_cosine_conflict;not_candidate_under_fixed_policy,,,time_gap_outside_forward_window
REL_GM_RM011_00079,GM_RM011,AUTO_GM_RM011_0016,AUTO_GM_RM011_0022,GM_RM011__botsort__raw__bs_0039__seg_001,GM_RM011__botsort__raw__bs_0051__seg_002,72,84.859771,84.728693,84.859771,0.151555,1.210061,0.380840,0.695248,appearance_unreliable,0.000000,0.000000,0,0,0.916761,not_candidate,not_candidate,motion_extrapolation_consistent;bbox_size_compatible,long_forward_gap;not_candidate_under_fixed_policy,appearance_unreliable,,time_gap_outside_forward_window
REL_GM_RM011_00080,GM_RM011,AUTO_GM_RM011_0016,AUTO_GM_RM011_0023,GM_RM011__botsort__raw__bs_0039__seg_001,GM_RM011__botsort__raw__bs_0057__seg_001,73,489.306894,486.513094,489.306894,1.121016,4.029283,0.615810,0.776178,appearance_unreliable,0.000000,0.000000,0,0,0.691503,not_candidate,not_candidate,motion_extrapolation_consistent,long_forward_gap;bbox_size_jump;not_candidate_under_fixed_policy,appearance_unreliable,,time_gap_outside_forward_window
REL_GM_RM011_00081,GM_RM011,AUTO_GM_RM011_0016,AUTO_GM_RM011_0024,GM_RM011__botsort__raw__bs_0039__seg_001,GM_RM011__botsort__raw__bs_0051__seg_003,77,83.454413,83.186052,83.454413,0.173645,1.554635,0.423882,0.648975,appearance_conflict,0.000000,0.000000,0,0,0.888611,not_candidate,not_candidate,motion_extrapolation_consistent;bbox_size_compatible,long_forward_gap;appearance_cosine_conflict;not_candidate_under_fixed_policy,,,time_gap_outside_forward_window
REL_GM_RM011_00082,GM_RM011,AUTO_GM_RM011_0017,AUTO_GM_RM011_0018,GM_RM011__botsort__raw__bs_0041__seg_001,GM_RM011__botsort__raw__bs_0041__seg_002,3,87.557707,84.443214,38.385410,0.094554,1.999615,0.397991,0.796441,appearance_unreliable,0.000000,0.000000,0,0,0.899155,weak_continuity,ambiguous_continuity,short_forward_gap;motion_extrapolation_consistent;bbox_size_compatible,,appearance_unreliable;one_source_multiple_successors,AUTO_GM_RM011_0018;AUTO_GM_RM011_0020;AUTO_GM_RM011_0022;AUTO_GM_RM011_0021;AUTO_GM_RM011_0024;AUTO_GM_RM011_0019;AUTO_GM_RM011_0025;AUTO_GM_RM011_0028;AUTO_GM_RM011_0026;AUTO_GM_RM011_0027,candidate_competition_margin_too_small
REL_GM_RM011_00083,GM_RM011,AUTO_GM_RM011_0017,AUTO_GM_RM011_0019,GM_RM011__botsort__raw__bs_0041__seg_001,GM_RM011__botsort__raw__bs_0051__seg_001,4,421.357498,420.452072,500.227697,0.868080,1.376728,0.096895,0.953276,appearance_support,0.000000,0.000000,0,0,0.816772,strong_continuity,ambiguous_continuity,short_forward_gap;motion_extrapolation_consistent;appearance_cosine_support;bbox_size_compatible,,one_source_multiple_successors,AUTO_GM_RM011_0018;AUTO_GM_RM011_0020;AUTO_GM_RM011_0022;AUTO_GM_RM011_0021;AUTO_GM_RM011_0024;AUTO_GM_RM011_0019;AUTO_GM_RM011_0025;AUTO_GM_RM011_0028;AUTO_GM_RM011_0026;AUTO_GM_RM011_0027,candidate_competition_margin_too_small
REL_GM_RM011_00084,GM_RM011,AUTO_GM_RM011_0017,AUTO_GM_RM011_0020,GM_RM011__botsort__raw__bs_0041__seg_001,GM_RM011__botsort__raw__bs_0052__seg_001,12,132.887808,121.616499,365.178707,0.629685,1.023147,1.527705,0.820742,appearance_support,0.000000,0.000000,0,0,0.886591,ambiguous_continuity,ambiguous_continuity,motion_extrapolation_consistent;appearance_cosine_support;bbox_size_compatible,,medium_forward_gap,,partial_support_with_competition_or_state_uncertainty
REL_GM_RM011_00085,GM_RM011,AUTO_GM_RM011_0017,AUTO_GM_RM011_0021,GM_RM011__botsort__raw__bs_0041__seg_001,GM_RM011__botsort__raw__bs_0052__seg_002,20,173.543091,173.412611,567.846695,0.934125,1.441881,0.720729,0.886711,appearance_support,0.000000,0.000000,0,0,0.827179,weak_continuity,ambiguous_continuity,motion_extrapolation_consistent;appearance_cosine_support;bbox_size_compatible,,medium_forward_gap;one_source_multiple_successors,AUTO_GM_RM011_0018;AUTO_GM_RM011_0020;AUTO_GM_RM011_0022;AUTO_GM_RM011_0021;AUTO_GM_RM011_0024;AUTO_GM_RM011_0019;AUTO_GM_RM011_0025;AUTO_GM_RM011_0028;AUTO_GM_RM011_0026;AUTO_GM_RM011_0027,candidate_competition_margin_too_small
REL_GM_RM011_00086,GM_RM011,AUTO_GM_RM011_0017,AUTO_GM_RM011_0022,GM_RM011__botsort__raw__bs_0041__seg_001,GM_RM011__botsort__raw__bs_0051__seg_002,22,114.914783,114.633859,548.818158,0.976210,1.294370,0.545388,0.886226,appearance_support,0.000000,0.000000,0,0,0.835518,weak_continuity,ambiguous_continuity,motion_extrapolation_consistent;appearance_cosine_support;bbox_size_compatible,,medium_forward_gap;one_source_multiple_successors,AUTO_GM_RM011_0018;AUTO_GM_RM011_0020;AUTO_GM_RM011_0022;AUTO_GM_RM011_0021;AUTO_GM_RM011_0024;AUTO_GM_RM011_0019;AUTO_GM_RM011_0025;AUTO_GM_RM011_0028;AUTO_GM_RM011_0026;AUTO_GM_RM011_0027,candidate_competition_margin_too_small
REL_GM_RM011_00087,GM_RM011,AUTO_GM_RM011_0017,AUTO_GM_RM011_0023,GM_RM011__botsort__raw__bs_0041__seg_001,GM_RM011__botsort__raw__bs_0057__seg_001,23,519.374110,516.444225,973.004188,2.219655,3.766836,0.451262,0.895464,appearance_support,0.000000,0.000000,0,0,0.575533,blocked_continuity,blocked_continuity,appearance_cosine_support,motion_extrapolation_conflict;bbox_size_jump;blocked_by_combined_evidence,medium_forward_gap,,motion_and_size_conflict
REL_GM_RM011_00088,GM_RM011,AUTO_GM_RM011_0017,AUTO_GM_RM011_0024,GM_RM011__botsort__raw__bs_0041__seg_001,GM_RM011__botsort__raw__bs_0051__seg_003,27,54.118632,53.286886,480.643002,0.996286,1.453374,0.259334,0.806637,appearance_unreliable,0.000000,0.000000,0,0,0.820923,weak_continuity,ambiguous_continuity,motion_extrapolation_consistent;bbox_size_compatible,,medium_forward_gap;appearance_unreliable;one_source_multiple_successors,AUTO_GM_RM011_0018;AUTO_GM_RM011_0020;AUTO_GM_RM011_0022;AUTO_GM_RM011_0021;AUTO_GM_RM011_0024;AUTO_GM_RM011_0019;AUTO_GM_RM011_0025;AUTO_GM_RM011_0028;AUTO_GM_RM011_0026;AUTO_GM_RM011_0027,candidate_competition_margin_too_small
REL_GM_RM011_00089,GM_RM011,AUTO_GM_RM011_0017,AUTO_GM_RM011_0025,GM_RM011__botsort__raw__bs_0041__seg_001,GM_RM011__botsort__raw__bs_0057__seg_002,31,354.124469,353.669563,965.369321,1.632583,1.015723,0.465547,0.922138,appearance_support,0.000000,0.000000,0,0,0.758326,ambiguous_continuity,ambiguous_continuity,appearance_cosine_support;bbox_size_compatible,long_forward_gap,motion_extrapolation_weak,,partial_support_with_competition_or_state_uncertainty
REL_GM_RM011_00090,GM_RM011,AUTO_GM_RM011_0017,AUTO_GM_RM011_0026,GM_RM011__botsort__raw__bs_0041__seg_001,GM_RM011__botsort__raw__bs_0052__seg_003,38,227.611611,227.607899,976.260570,1.583977,1.496264,0.625265,0.857499,appearance_support,0.000000,0.000000,0,0,0.739603,ambiguous_continuity,ambiguous_continuity,appearance_cosine_support;bbox_size_compatible,long_forward_gap,motion_extrapolation_weak,,partial_support_with_competition_or_state_uncertainty
REL_GM_RM011_00091,GM_RM011,AUTO_GM_RM011_0017,AUTO_GM_RM011_0027,GM_RM011__botsort__raw__bs_0041__seg_001,GM_RM011__botsort__raw__bs_0052__seg_004,41,187.978297,187.977250,996.056858,1.947790,1.489979,0.647588,0.909988,appearance_support,0.000000,0.000000,0,0,0.704115,ambiguous_continuity,ambiguous_continuity,appearance_cosine_support;bbox_size_compatible,long_forward_gap,motion_extrapolation_weak,,partial_support_with_competition_or_state_uncertainty
REL_GM_RM011_00092,GM_RM011,AUTO_GM_RM011_0017,AUTO_GM_RM011_0028,GM_RM011__botsort__raw__bs_0041__seg_001,GM_RM011__botsort__raw__bs_0057__seg_003,43,170.046783,169.509492,1018.162848,1.675674,1.354859,0.796652,0.868025,appearance_support,0.000000,0.000000,0,0,0.743159,ambiguous_continuity,ambiguous_continuity,appearance_cosine_support;bbox_size_compatible,long_forward_gap,motion_extrapolation_weak,,partial_support_with_competition_or_state_uncertainty
REL_GM_RM011_00093,GM_RM011,AUTO_GM_RM011_0017,AUTO_GM_RM011_0029,GM_RM011__botsort__raw__bs_0041__seg_001,GM_RM011__botsort__raw__bs_0062__seg_001,45,544.625631,544.078560,1431.806982,3.274906,4.223509,0.865542,0.829374,appearance_support,0.000000,0.000000,0,0,0.470625,blocked_continuity,blocked_continuity,appearance_cosine_support,long_forward_gap;motion_extrapolation_conflict;bbox_size_jump;blocked_by_combined_evidence,,,motion_and_size_conflict
REL_GM_RM011_00094,GM_RM011,AUTO_GM_RM011_0017,AUTO_GM_RM011_0030,GM_RM011__botsort__raw__bs_0041__seg_001,GM_RM011__botsort__raw__bs_0062__seg_002,50,427.039718,426.593930,1410.354294,2.529063,1.070378,0.325817,0.919873,appearance_support,0.000000,0.000000,0,0,0.637300,not_candidate,not_candidate,appearance_cosine_support;bbox_size_compatible,long_forward_gap;motion_extrapolation_conflict;not_candidate_under_fixed_policy,,,insufficient_time_motion_appearance_support
REL_GM_RM011_00095,GM_RM011,AUTO_GM_RM011_0017,AUTO_GM_RM011_0031,GM_RM011__botsort__raw__bs_0041__seg_001,GM_RM011__botsort__raw__bs_0062__seg_003,57,316.776186,314.574811,1435.517418,2.305270,1.637426,0.129973,0.848633,appearance_support,0.000000,0.000000,0,0,0.639289,not_candidate,not_candidate,appearance_cosine_support;bbox_size_compatible,long_forward_gap;motion_extrapolation_conflict;not_candidate_under_fixed_policy,,,insufficient_time_motion_appearance_support
REL_GM_RM011_00096,GM_RM011,AUTO_GM_RM011_0017,AUTO_GM_RM011_0032,GM_RM011__botsort__raw__bs_0041__seg_001,GM_RM011__botsort__raw__bs_0062__seg_004,63,147.173195,135.982504,1374.318285,2.573035,1.852654,0.078933,0.916989,appearance_support,0.000000,0.000000,0,0,0.625043,not_candidate,not_candidate,appearance_cosine_support;bbox_size_compatible,long_forward_gap;motion_extrapolation_conflict;not_candidate_under_fixed_policy,,,time_gap_outside_forward_window
REL_GM_RM011_00097,GM_RM011,AUTO_GM_RM011_0017,AUTO_GM_RM011_0033,GM_RM011__botsort__raw__bs_0041__seg_001,GM_RM011__botsort__raw__bs_0067__seg_001,75,143.486969,134.584731,1351.366153,3.483226,4.875218,0.717873,0.807479,appearance_unreliable,0.000000,0.000000,0,0,0.526278,not_candidate,not_candidate,,long_forward_gap;motion_extrapolation_conflict;bbox_size_jump;not_candidate_under_fixed_policy,appearance_unreliable,,time_gap_outside_forward_window
REL_GM_RM011_00098,GM_RM011,AUTO_GM_RM011_0018,AUTO_GM_RM011_0020,GM_RM011__botsort__raw__bs_0041__seg_002,GM_RM011__botsort__raw__bs_0052__seg_001,6,287.482839,287.506616,452.747954,1.053779,9.377246,2.524551,0.677944,appearance_conflict,0.000000,0.000000,0,0,0.717194,ambiguous_continuity,ambiguous_continuity,short_forward_gap;motion_extrapolation_consistent,appearance_cosine_conflict;bbox_size_jump,,,partial_support_with_competition_or_state_uncertainty
REL_GM_RM011_00099,GM_RM011,AUTO_GM_RM011_0018,AUTO_GM_RM011_0021,GM_RM011__botsort__raw__bs_0041__seg_002,GM_RM011__botsort__raw__bs_0052__seg_002,14,341.878707,339.293271,737.467152,1.599452,13.833847,1.717575,0.724231,appearance_unreliable,0.000000,0.000000,0,0,0.654494,ambiguous_continuity,ambiguous_continuity,,bbox_size_jump,medium_forward_gap;motion_extrapolation_weak;appearance_unreliable,,partial_support_with_competition_or_state_uncertainty
REL_GM_RM011_00100,GM_RM011,AUTO_GM_RM011_0018,AUTO_GM_RM011_0022,GM_RM011__botsort__raw__bs_0041__seg_002,GM_RM011__botsort__raw__bs_0051__seg_002,16,283.454165,280.519754,736.803120,1.760804,12.418579,1.542234,0.726736,appearance_unreliable,0.000000,0.000000,0,0,0.640255,ambiguous_continuity,ambiguous_continuity,,bbox_size_jump,medium_forward_gap;motion_extrapolation_weak;appearance_unreliable,,partial_support_with_competition_or_state_uncertainty
REL_GM_RM011_00101,GM_RM011,AUTO_GM_RM011_0018,AUTO_GM_RM011_0023,GM_RM011__botsort__raw__bs_0041__seg_002,GM_RM011__botsort__raw__bs_0057__seg_001,17,682.316128,682.292264,1152.254323,3.790778,2.547046,0.545584,0.812493,appearance_unreliable,0.000000,0.000000,0,0,0.416174,not_candidate,not_candidate,bbox_size_compatible,motion_extrapolation_conflict;not_candidate_under_fixed_policy,medium_forward_gap;appearance_unreliable,,insufficient_time_motion_appearance_support
REL_GM_RM011_00102,GM_RM011,AUTO_GM_RM011_0018,AUTO_GM_RM011_0024,GM_RM011__botsort__raw__bs_0041__seg_002,GM_RM011__botsort__raw__bs_0051__seg_003,21,119.307220,112.610711,717.345346,2.061269,6.601400,0.737512,0.689107,appearance_unreliable,0.000000,0.000000,0,0,0.622802,ambiguous_continuity,ambiguous_continuity,,bbox_size_jump,medium_forward_gap;motion_extrapolation_weak;appearance_unreliable,,partial_support_with_competition_or_state_uncertainty
REL_GM_RM011_00103,GM_RM011,AUTO_GM_RM011_0018,AUTO_GM_RM011_0025,GM_RM011__botsort__raw__bs_0041__seg_002,GM_RM011__botsort__raw__bs_0057__seg_002,25,520.424831,519.506689,1223.115691,2.748229,9.745153,1.462393,0.743382,appearance_unreliable,0.000000,0.000000,0,0,0.494340,blocked_continuity,blocked_continuity,,motion_extrapolation_conflict;bbox_size_jump;blocked_by_combined_evidence,medium_forward_gap;appearance_unreliable,,motion_and_size_conflict
