atom_a,atom_b,sar_frame,physical_or_geometry_distance,azimuth_difference,radial_difference,orientation_difference,blank_gap,energy_ratio,possible_relation,all_pair_constraint_pass,transitive_merge_risk
A8A_F260_001,A8A_F260_002,260,123.832643,37.913744,56.915192,63.513639,12,72.868579,unresolved,false,false
A8A_F260_001,A8A_F260_003,260,56.784057,23.072716,20.13913,30.383948,0,13.395917,unresolved,true,false
A8A_F260_002,A8A_F260_003,260,176.913247,60.98646,77.054321,86.102413,151.07614,5.439611,unrelated,false,true
A8A_F269_001,A8A_F269_002,269,245.975033,61.87553,135.037903,49.538207,90,54.359015,unrelated,false,true
A8A_F269_001,A8A_F269_003,269,53.054128,6.768867,43.616104,78.968753,24,2.226335,unresolved,true,false
A8A_F269_001,A8A_F269_004,269,80.117412,11.499458,63.33931,53.376602,48,1.933251,unresolved,true,false
A8A_F269_001,A8A_F269_005,269,100.401136,15.910439,75.855576,87.046139,72,1.764241,unresolved,false,true
A8A_F269_002,A8A_F269_003,269,192.923407,55.106663,91.421799,51.49304,48,121.021352,unresolved,false,true
A8A_F269_002,A8A_F269_004,269,165.893617,50.376072,71.698593,77.085191,24,105.089617,unresolved,false,true
A8A_F269_002,A8A_F269_005,269,145.753133,45.965092,59.182327,43.415654,0,95.902425,unresolved,false,false
A8A_F269_003,A8A_F269_004,269,27.083417,4.730591,19.723206,25.592151,6,1.151601,unresolved,true,false
A8A_F269_003,A8A_F269_005,269,47.425548,9.141571,32.239471,8.077386,30,1.261922,unresolved,true,false
A8A_F269_004,A8A_F269_005,269,20.374064,4.41098,12.516266,33.669537,6,1.095797,unresolved,true,false
A8A_F270_001,A8A_F270_002,270,142.034727,38.137169,71.811432,26.841872,30,44.273121,unresolved,false,false
A8A_F270_001,A8A_F270_003,270,45.267962,6.212038,39.365982,55.131212,24,1.139873,unresolved,true,false
A8A_F270_001,A8A_F270_004,270,202.804952,61.975065,88.234482,40.713425,169.387131,2.531465,core_to_side,false,true
A8A_F270_002,A8A_F270_003,270,132.731245,44.349207,32.44545,28.28934,6,38.840411,unresolved,false,false
A8A_F270_002,A8A_F270_004,270,62.744352,23.837896,16.42305,67.555297,0,17.48913,unresolved,true,false
A8A_F270_003,A8A_F270_004,270,187.230731,68.187103,48.8685,84.155363,134.164079,2.220831,core_to_side,false,true
A8A_F271_001,A8A_F271_002,271,136.094094,36.232145,69.402893,64.865587,0,63.043544,unresolved,false,false
A8A_F273_001,A8A_F273_002,273,55.897489,21.375723,4.467896,50.600193,0,15.206235,unresolved,true,false
A8A_F276_001,A8A_F276_002,276,128.887961,35.919619,54.395905,63.916386,0,49.458783,unresolved,true,false
A8A_F276_001,A8A_F276_003,276,172.344076,19.076071,168.84169,17.821521,148.189068,3.267642,unrelated,false,true
A8A_F276_002,A8A_F276_003,276,117.469506,16.843548,114.445786,81.737907,6,161.613597,unresolved,false,false
A8A_F280_001,A8A_F280_002,280,59.349952,2.598421,59.07502,28.407787,0,4.107866,unresolved,true,false
A8A_F284_001,A8A_F284_002,284,68.194186,7.226303,66.209198,39.619909,0,4.535273,same_arc_background,false,false
A8A_F288_001,A8A_F288_002,288,202.513022,65.751069,13.739838,87.843484,0,17.241369,same_arc_background,false,false
A8A_F288_001,A8A_F288_003,288,81.818619,22.548316,58.023521,17.604253,0,6.602246,same_arc_background,false,false
A8A_F288_001,A8A_F288_004,288,105.047249,1.224607,105.01825,8.900182,6,16.552767,same_arc_background,false,false
A8A_F288_002,A8A_F288_003,288,224.996193,88.299385,71.763359,74.552263,198,2.61144,unrelated,false,true
A8A_F288_002,A8A_F288_004,288,177.727036,66.975676,118.758087,78.943302,108,1.0416,unrelated,false,true
A8A_F288_003,A8A_F288_004,288,58.683283,21.323709,46.994728,26.504435,0,2.507142,unresolved,true,false
A8A_F289_001,A8A_F289_002,289,99.914043,29.021356,18.273285,73.72543,0,28.072191,unresolved,true,false
A8A_F289_001,A8A_F289_003,289,186.000245,42.971597,67.372711,79.212098,168,4.782845,unrelated,false,true
A8A_F289_001,A8A_F289_004,289,205.8693,50.602632,56.112885,53.351264,180,2.477503,unrelated,false,true
A8A_F289_001,A8A_F289_005,289,197.471043,53.239964,26.737701,79.41891,169.705627,5.269139,unrelated,false,true
A8A_F289_001,A8A_F289_006,289,135.34775,39.356935,83.428505,81.989133,84.852814,3.247446,unresolved,false,true
A8A_F289_001,A8A_F289_007,289,133.056641,15.709067,128.551964,37.836547,102,3.929527,unrelated,false,true
A8A_F289_001,A8A_F289_008,289,139.643422,24.111722,129.550217,54.457788,108.166538,1.330079,unrelated,false,true
A8A_F289_002,A8A_F289_003,289,101.712064,13.950241,85.645996,27.062471,0,134.264929,unresolved,true,false
A8A_F289_002,A8A_F289_004,289,111.321265,21.581276,74.386169,20.374166,6,69.548931,unresolved,true,false
A8A_F289_002,A8A_F289_005,289,98.336333,24.218609,45.010986,26.85566,0,147.916268,unresolved,true,false
A8A_F289_002,A8A_F289_006,289,70.608609,10.335579,65.15522,8.263703,0,8.64439,unresolved,true,false
A8A_F289_002,A8A_F289_007,289,143.125077,44.730423,110.278679,35.888884,6,110.310437,unresolved,false,false
A8A_F289_002,A8A_F289_008,289,111.743669,4.909634,111.276932,19.267643,12,21.105649,unresolved,false,false
A8A_F289_003,A8A_F289_004,289,37.282344,7.631035,11.259827,47.436638,18,1.93051,unresolved,true,false
A8A_F289_003,A8A_F289_005,289,60.654966,10.268368,40.63501,0.206812,48,1.101675,unresolved,true,false
A8A_F289_003,A8A_F289_006,289,151.239317,3.614662,150.801216,18.798768,99.859902,15.53203,unrelated,false,true
A8A_F289_003,A8A_F289_007,289,241.882769,58.680664,195.924675,62.951355,205.231577,1.217155,unrelated,false,true
A8A_F289_003,A8A_F289_008,289,202.482134,18.859875,196.922928,46.330114,163.217646,6.361564,unrelated,false,true
A8A_F289_004,A8A_F289_005,289,31.487606,2.637333,29.375183,47.229826,12,2.126794,unresolved,true,false
A8A_F289_004,A8A_F289_006,289,143.861662,11.245697,139.541389,28.63787,81.608823,8.045557,unresolved,false,true
A8A_F289_004,A8A_F289_007,289,241.108612,66.311699,184.664848,15.514717,195.897933,1.586084,unrelated,false,true
A8A_F289_004,A8A_F289_008,289,196.554806,26.49091,185.663101,1.106524,144.499135,3.295276,unrelated,false,true
A8A_F289_005,A8A_F289_006,289,117.43158,13.88303,110.166206,18.591957,56.920998,17.111244,unresolved,false,false
A8A_F289_005,A8A_F289_007,289,216.714179,68.949032,155.289665,62.744543,172.754161,1.340909,unrelated,false,true
A8A_F289_005,A8A_F289_008,289,169.932277,29.128242,156.287918,46.123302,116.498927,7.008373,unrelated,false,true
A8A_F289_006,A8A_F289_007,289,100.21129,55.066002,45.123459,44.152587,54,12.760928,unresolved,false,false
A8A_F289_006,A8A_F289_008,289,52.70576,15.245213,46.121712,27.531346,0,2.441543,core_to_side,true,false
A8A_F289_007,A8A_F289_008,289,51.987741,39.820789,0.998253,16.621241,0,5.226583,unresolved,false,false
A8A_F290_001,A8A_F290_002,290,175.038208,69.979078,97.010101,38.819204,72,4.436693,unresolved,false,true
