source_file,field_name,semantic_meaning,used_in_anchor_audit,used_in_anchor_initialization,used_in_propagation_runtime,used_in_stop_rule,used_in_response_extraction,used_in_metric_evaluation,runtime_or_eval_only,first_code_location,notes
reports/oty2/samples/oty2_wgv3_6a_gm019_propagation_manifest_20260711.csv,method,method,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_propagation_manifest_20260711.csv,direction,direction,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_propagation_manifest_20260711.csv,source_pair_id,source pair id,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_propagation_manifest_20260711.csv,target_pair_id,target pair id,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_propagation_manifest_20260711.csv,sar_frame,sar frame,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_propagation_manifest_20260711.csv,propagation_status,propagation status,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_propagation_manifest_20260711.csv,propagated_region,propagated region,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_propagation_manifest_20260711.csv,search_window,search window,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_propagation_manifest_20260711.csv,local_response_center,local response center,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_propagation_manifest_20260711.csv,visible_response_coverage,visible response coverage,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_propagation_manifest_20260711.csv,masked_overlap_coverage,masked overlap coverage,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_propagation_manifest_20260711.csv,local_search_ratio,local search ratio,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_propagation_manifest_20260711.csv,stop_reason,stop reason,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_bidirectional_closure_20260711.csv,interval_id,interval id,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_bidirectional_closure_20260711.csv,physical_vehicle_id,physical vehicle id,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_bidirectional_closure_20260711.csv,start_pair_id,start pair id,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_bidirectional_closure_20260711.csv,end_pair_id,end pair id,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_bidirectional_closure_20260711.csv,start_sar_frame,start sar frame,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_bidirectional_closure_20260711.csv,end_sar_frame,end sar frame,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_bidirectional_closure_20260711.csv,gap_frames,gap frames,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_bidirectional_closure_20260711.csv,forward_status,forward status,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_bidirectional_closure_20260711.csv,backward_status,backward status,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_bidirectional_closure_20260711.csv,closure_status,closure status,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_bidirectional_closure_20260711.csv,mid_frame,mid frame,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_bidirectional_closure_20260711.csv,mid_region_overlap,mid region overlap,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_bidirectional_closure_20260711.csv,mid_center_distance_px,mid center distance px,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_bidirectional_closure_20260711.csv,identity_consistent,identity consistent,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_bidirectional_closure_20260711.csv,visible_response_coverage,visible response coverage,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_bidirectional_closure_20260711.csv,search_ratio_median,search ratio median,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_bidirectional_closure_20260711.csv,review_cn,review cn,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
docs/OTY2_SESSION_START_HERE.md,document,document,false,false,false,false,false,false,docs_context,FREEZE_FILES:70-84,Read/frozen as context; no dataframe field enters propagation.
docs/oty2_phase_reset_open_questions_and_mechanism_lanes.md,document,document,false,false,false,false,false,false,docs_context,FREEZE_FILES:70-84,Read/frozen as context; no dataframe field enters propagation.
docs/OTY2_OPTICAL_STREAM_GENERALIZATION_PROTOCOL.md,document,document,false,false,false,false,false,false,docs_context,FREEZE_FILES:70-84,Read/frozen as context; no dataframe field enters propagation.
docs/OTY2_OPTICAL_STREAM_MECHANISM_ADJUSTMENT_DESIGN.md,document,document,false,false,false,false,false,false,docs_context,FREEZE_FILES:70-84,Read/frozen as context; no dataframe field enters propagation.
reports/oty2/oty2_wgv3_5a_r2_gm019_identity_and_observation_audit_20260710.md,document,document,false,false,false,false,false,false,docs_context,FREEZE_FILES:70-84,Read/frozen as context; no dataframe field enters propagation.
reports/oty2/oty2_wgv3_5a_r1_physical_vehicle_identity_audit_20260710.md,document,document,false,false,false,false,false,false,docs_context,FREEZE_FILES:70-84,Read/frozen as context; no dataframe field enters propagation.
reports/oty2/oty2_wgv3_6a_gm019_closure_20260711.md,document,document,false,false,false,false,false,false,docs_context,FREEZE_FILES:70-84,Read/frozen as context; no dataframe field enters propagation.
tools/diagnostics/run_oty2_wgv3_6a_sparse_anchor_response_propagation.py,target_box,target endpoint manual SAR bbox loaded before P1/P2/P3 output,false,false,true,false,false,true,known_endpoint_runtime,propagate_interval:529-548,This is the key A1.5 leakage/role finding: the future anchor box is read before region generation.
