region_id,pair_id,sar_frame,family,variant,comparison_group,area_ratio_to_gt,offset_axis,offset_value,offset_unit,scale_ratio,rotation_relative_to_gt_deg,region_area_px,region_area_m2,region_area_p0_convention_m2,total_energy,mean_energy,median_energy,energy_std,peak_energy,energy_quantile_90,energy_quantile_95,energy_quantile_99,high_energy_threshold,high_energy_pixel_count,high_energy_pixel_fraction,response_occupancy_ratio,component_count,component_count_per_m2,component_count_per_p0_convention_m2,peak_count,peak_count_per_m2,peak_count_per_p0_convention_m2,energy_centroid_x,energy_centroid_y,energy_centroid_range_px,energy_centroid_azimuth_px,energy_centroid_range_m,energy_centroid_azimuth_m,energy_centroid_range_p0_convention_m,energy_centroid_azimuth_p0_convention_m,principal_axis_deg,principal_axis_minus_gt_storage_axis_deg,principal_axis_minus_local_range_axis_deg,range_support_width_px,azimuth_support_width_px,range_energy90_width_px,azimuth_energy90_width_px,range_second_moment_width_px,azimuth_second_moment_width_px,range_support_width_m,azimuth_support_width_m,range_energy90_width_m,azimuth_energy90_width_m,range_second_moment_width_m,azimuth_second_moment_width_m,range_support_width_p0_convention_m,azimuth_support_width_p0_convention_m,range_energy90_width_p0_convention_m,azimuth_energy90_width_p0_convention_m,near_far_energy_ratio,front_rear_energy_ratio,inside_gt_pixel_fraction,inside_gt_energy_fraction,inside_ring_energy_ratio,boundary_contact_ratio,mask_contact_ratio,visible_fraction,metric_extent_reliable,observation_status,crop_bbox,mask_definition,gt_file_opened_for_region_generation,final_detection_label
E0_REG_000319_0018,WGV35A_PAIR_0007,319,SCALE,range_only_scale_1.25,scale_response,2.831924,,0,,1.25,-131.011117,31423,,28.2807,1621636,51.606659,52,9.288733,186,62,66,78,65,2032,0.064666,0.064666,552,,19.518612,34,,1.202233,813.707236,939.07019,0.308232,0.145112,,,0.009247,0.004353,-136.177997,-136.177997,-5.166879,192.813066,162.635176,163.055714,130.583806,195.171281,160.889694,,,,,,,5.784392,4.879055,4.891671,3.917514,1.010955,1.004755,0.350794,0.362888,0.569584,0,0,1,false,fully_observed,"687,811,940,1068",zero_value_proxy_only,true,
E0_REG_000319_0019,WGV35A_PAIR_0007,319,SCALE,azimuth_only_scale_1.25,scale_response,2.831924,,0,,1.25,-131.011117,31464,,28.3176,1619413,51.468758,51,9.272688,186,61,65,78,65,1924,0.061149,0.061149,516,,18.221883,26,,0.918157,813.919518,939.024182,0.203648,0.335487,,,0.006109,0.010065,162.762705,162.762705,-66.226178,154.824494,202.367498,123.267169,152.660205,156.889588,180.998352,,,,,,,4.644735,6.071025,3.698015,4.579806,1.005773,1.018815,0.350337,0.363387,0.570812,0,0,1,false,fully_observed,"684,812,943,1066",zero_value_proxy_only,true,
E0_REG_000319_0020,WGV35A_PAIR_0007,319,SCALE,storage_long_axis_only_scale_1.25,scale_response,1.25,,0,,1.25,0,14060,,12.654,743574,52.885777,52,10.695117,186,64,69,86,65,1405,0.099929,0.099929,248,,19.598546,18,,1.422475,815.021788,939.639527,-0.983996,0.763448,,,-0.02952,0.022903,179.571103,179.571103,-49.417779,161.849241,185.925609,100.265385,114.762449,129.363193,144.459779,,,,,,,4.855477,5.577768,3.007962,3.442873,1.049842,1.052246,0.783997,0.791411,3.794128,0,0,1,false,fully_observed,"717,900,911,978",zero_value_proxy_only,true,
E0_REG_000319_0021,WGV35A_PAIR_0007,319,SCALE,storage_short_axis_only_scale_1.25,scale_response,1.25,,0,,1.25,0,13984,,12.5856,738987,52.845181,52,10.731397,186,65,69,86,65,1406,0.100543,0.100543,252,,20.022883,19,,1.509662,814.70862,939.806578,-0.904547,0.417517,,,-0.027136,0.012526,179.961192,179.961192,-49.02769,151.677517,157.547693,93.40712,110.531166,124.782237,136.62799,,,,,,,4.550326,4.726431,2.802214,3.315935,1.040358,1.043308,0.788258,0.796324,3.909756,0,0,1,false,fully_observed,"736,891,892,987",zero_value_proxy_only,true,
E0_REG_000319_0022,WGV35A_PAIR_0007,319,SCALE,uniform_scale_1.50,scale_response,2.25,,0,,1.5,0,25308,,22.7772,1307795,51.675163,52,9.628111,186,62,66,80,65,1754,0.069306,0.069306,432,,18.966335,25,,1.097589,814.338275,939.762275,-0.628095,0.167134,,,-0.018843,0.005014,177.808372,177.808372,-51.180511,222.74338,233.990768,115.981884,137.892881,152.16532,174.30785,,,,,,,6.682301,7.019723,3.479457,4.136786,1.032732,1.028023,0.435554,0.449973,0.818094,0,0,1,false,fully_observed,"698,882,930,997",zero_value_proxy_only,true,
E0_REG_000319_0023,WGV35A_PAIR_0007,319,SCALE,range_only_scale_1.50,scale_response,3.398309,,0,,1.5,-131.011117,37654,,33.8886,1936423,51.426754,51,9.064178,186,61,65,75,65,2222,0.059011,0.059011,636,,18.767373,43,,1.268863,813.643233,938.980515,0.417898,0.155663,,,0.012537,0.00467,51.202633,51.202633,-177.786249,230.876223,162.962738,186.029386,133.033505,225.32608,163.897579,,,,,,,6.926287,4.888882,5.580882,3.991005,1.007394,1.005831,0.292744,0.303897,0.436569,0,0,1,false,fully_observed,"674,797,953,1082",zero_value_proxy_only,true,
E0_REG_000319_0024,WGV35A_PAIR_0007,319,SCALE,azimuth_only_scale_1.50,scale_response,3.398309,,0,,1.5,-131.011117,37705,,33.9345,1943514,51.545258,52,9.203971,186,62,66,78,65,2421,0.064209,0.064209,649,,19.125079,49,,1.443958,813.88633,938.554884,0.57955,0.6184,,,0.017387,0.018552,132.514942,132.514942,-96.47394,154.60287,243.1117,131.569734,206.176082,169.398408,247.612399,,,,,,,4.638086,7.293351,3.947092,6.185282,0.992334,1.019609,0.292348,0.302788,0.434284,0,0,1,false,fully_observed,"669,799,958,1080",zero_value_proxy_only,true,
E0_REG_000319_0025,WGV35A_PAIR_0007,319,SCALE,storage_long_axis_only_scale_1.50,scale_response,1.5,,0,,1.5,0,16872,,15.1848,883776,52.381222,52,10.320269,186,64,68,83.58,65,1473,0.087304,0.087304,295,,19.427322,18,,1.185396,814.826597,939.449097,-0.712216,0.741122,,,-0.021366,0.022234,178.734796,178.734796,-50.254086,194.16763,208.629021,105.483677,124.574179,137.72883,157.357921,,,,,,,5.825029,6.258871,3.16451,3.737225,1.042596,1.044604,0.653331,0.665862,1.992777,0,0,1,false,fully_observed,"698,900,930,978",zero_value_proxy_only,true,
E0_REG_000319_0026,WGV35A_PAIR_0007,319,SCALE,storage_short_axis_only_scale_1.50,scale_response,1.5,,0,,1.5,0,16872,,15.1848,882552,52.308678,52,10.33476,186,64,68,83.58,65,1469,0.087067,0.087067,291,,19.163901,21,,1.382962,814.541675,940.095864,-1.013287,0.101712,,,-0.030399,0.003051,-179.430752,-179.430752,-48.419635,160.929258,180.186241,99.413507,110.892241,128.56346,137.812188,,,,,,,4.827878,5.405587,2.982405,3.326767,1.043517,1.036472,0.653331,0.666786,2.001071,0,0,1,false,fully_observed,"736,882,892,997",zero_value_proxy_only,true,
E0_REG_000319_0027,WGV35A_PAIR_0007,319,SCALE,uniform_scale_2.00,scale_response,4,,0,,2,0,44541,,40.0869,2287998,51.368359,51,9.03272,186,61,65,76,65,2674,0.060035,0.060035,746,,18.609571,46,,1.147507,814.124174,939.025277,0.068526,0.489199,,,0.002056,0.014676,170.446999,170.446999,-58.541884,298.270791,315.421869,176.878183,244.55492,208.260747,280.860808,,,,,,,8.948124,9.462656,5.306345,7.336648,1.018215,1.019553,0.24748,0.2572,0.346257,0,0,1,false,fully_observed,"660,864,967,1015",zero_value_proxy_only,true,
E0_REG_000319_0028,WGV35A_PAIR_0007,319,SCALE,range_only_scale_2.00,scale_response,4.531079,,0,,2,-131.011117,50053,,45.0477,2577766,51.500729,52,8.999039,186,62,65,75,65,3090,0.061735,0.061735,884,,19.623643,67,,1.487312,813.535406,938.598,0.777294,0.325307,,,0.023319,0.009759,52.974382,52.974382,-176.014501,308.010096,162.274101,284.092649,134.319964,347.35072,163.35287,,,,,,,9.240303,4.868223,8.522779,4.029599,1.001881,0.996802,0.220227,0.228288,0.29582,0,0,1,false,fully_observed,"649,768,978,1111",zero_value_proxy_only,true,
E0_REG_000319_0029,WGV35A_PAIR_0007,319,SCALE,azimuth_only_scale_2.00,scale_response,4.531079,,0,,2,-131.011117,50044,,45.0396,2599518,51.944649,52,9.743955,186,62,67,79,65,4009,0.08011,0.08011,913,,20.27105,100,,2.220268,816.328615,936.867331,0.250307,3.568687,,,0.007509,0.107061,138.090404,138.090404,-90.898479,154.230993,323.9547,132.219459,270.152334,163.231737,346.264976,,,,,,,4.62693,9.718641,3.966584,8.10457,0.999168,1.065608,0.220266,0.226378,0.292621,0,0.001399,0.998601,false,fully_observed,"639,773,989,1106",zero_value_proxy_only,true,
E0_REG_000319_0030,WGV35A_PAIR_0007,319,SCALE,storage_long_axis_only_scale_2.00,scale_response,2,,0,,2,0,22422,,20.1798,1164232,51.923645,52,9.802886,186,62,67,81,65,1668,0.074391,0.074391,376,,18.632494,20,,0.99109,813.580823,939.23805,0.26452,-0.060427,,,0.007936,-0.001813,179.076633,179.076633,-49.91225,242.628457,274.376055,143.150086,183.790511,183.125901,211.329737,,,,,,,7.278854,8.231282,4.294503,5.513715,1.01929,1.02078,0.491615,0.50546,1.022082,0,0,1,false,fully_observed,"660,900,967,978",zero_value_proxy_only,true,
E0_REG_000319_0031,WGV35A_PAIR_0007,319,SCALE,storage_short_axis_only_scale_2.00,scale_response,2,,0,,2,0,22344,,20.1096,1159067,51.873745,52,9.75276,186,62,66,81,65,1615,0.072279,0.072279,370,,18.399173,23,,1.143732,814.281517,939.70217,-0.545495,0.163746,,,-0.016365,0.004912,-175.305411,-175.305411,-44.294294,206.336083,197.05083,111.15602,114.304078,144.711138,143.888473,,,,,,,6.190082,5.911525,3.334681,3.429122,1.026564,1.027447,0.493332,0.507713,1.031334,0,0,1,false,fully_observed,"736,864,892,1015",zero_value_proxy_only,true,
E0_REG_000319_0032,WGV35A_PAIR_0007,319,DIRECTIONAL_EXPANSION,symmetric_expand_0.25,directional_expansion,1.5625,,0,,1.25,0,17480,,15.732,917050,52.462814,52,10.254719,186,64,68,83,65,1537,0.087929,0.087929,310,,19.70506,20,,1.271294,814.697554,939.580936,-0.72702,0.557235,,,-0.021811,0.016717,179.027551,179.027551,-49.961332,176.908455,193.406567,102.006976,118.832651,132.789327,148.79492,,,,,,,5.307254,5.802197,3.060209,3.56498,1.037989,1.04036,0.630606,0.641702,1.790974,0,0,1,false,fully_observed,"717,891,911,987",zero_value_proxy_only,true,
E0_REG_000319_0033,WGV35A_PAIR_0007,319,DIRECTIONAL_EXPANSION,near_range_side_expand_0.25,directional_expansion,2.831924,,0,,1.25,-131.011117,31421,,28.2789,1617287,51.471531,51,9.27,186,61,66,78,65,1954,0.062188,0.062188,527,,18.635803,33,,1.166948,829.306338,957.020253,-23.472783,0.136989,,,-0.704184,0.00411,-169.185701,-169.185701,-38.174584,193.379536,162.770305,150.921854,130.22057,166.048547,160.631956,,,,,,,5.801386,4.883109,4.527656,3.906617,1.67043,1.630334,0.350339,0.36343,0.57092,0,0,1,false,fully_observed,"703,829,956,1086",zero_value_proxy_only,true,
E0_REG_000319_0034,WGV35A_PAIR_0007,319,DIRECTIONAL_EXPANSION,far_range_side_expand_0.25,directional_expansion,2.831924,,0,,1.25,-131.011117,31404,,28.2636,1625011,51.74535,52,9.317043,186,62,66,78,65,2086,0.066425,0.066425,545,,19.282752,37,,1.309104,798.49076,920.997125,23.930981,0.522674,,,0.717929,0.01568,48.564795,48.564795,179.575913,193.181702,162.628695,171.755027,130.320027,225.574188,160.865923,,,,,,,5.795451,4.878861,5.152651,3.909601,0.614509,0.631911,0.350146,0.361234,0.56552,0,0,1,false,fully_observed,"671,793,925,1049",zero_value_proxy_only,true,
E0_REG_000319_0035,WGV35A_PAIR_0007,319,DIRECTIONAL_EXPANSION,positive_azimuth_side_expand_0.25,directional_expansion,2.831924,,0,,1.25,-131.011117,31314,,28.1826,1627701,51.979977,52,9.500558,186,62,66,79,65,2346,0.074919,0.074919,576,,20.438143,53,,1.880593,833.148882,922.623906,-0.039409,25.607575,,,-0.001182,0.768227,122.645226,122.645226,-106.343656,154.721797,201.611836,129.037888,178.085736,167.321448,226.177197,,,,,,,4.641654,6.048355,3.871137,5.342572,1.009029,1.70643,0.351408,0.360982,0.5649,0,0,1,false,fully_observed,"704,796,962,1050",zero_value_proxy_only,true,
E0_REG_000319_0036,WGV35A_PAIR_0007,319,DIRECTIONAL_EXPANSION,negative_azimuth_side_expand_0.25,directional_expansion,2.831924,,0,,1.25,-131.011117,31430,,28.287,1616421,51.429241,51,9.276751,186,61,65,78,65,1919,0.061056,0.061056,498,,17.60526,28,,0.989854,795.152348,955.456041,0.119578,-24.608562,,,0.003587,-0.738257,168.227711,168.227711,-60.761172,154.005048,202.887494,126.31685,166.899971,157.669108,194.817156,,,,,,,4.620151,6.086625,3.789506,5.006999,1.009844,0.618454,0.349889,0.363254,0.570484,0,0,1,false,fully_observed,"665,829,924,1083",zero_value_proxy_only,true,
E0_REG_000319_0037,WGV35A_PAIR_0007,319,DIRECTIONAL_EXPANSION,storage_front_expand_0.25,directional_expansion,1.25,,0,,1.25,0,13986,,12.5874,739780,52.894321,52,10.730196,186,65,69,86.15,65,1412,0.100958,0.100958,259,,20.576132,18,,1.430001,837.378717,939.600191,-15.625052,17.659403,,,-0.468752,0.529782,175.626867,175.626867,-53.362016,158.569294,176.214416,92.161734,120.998021,119.905687,146.84946,,,,,,,4.757079,5.286432,2.764852,3.629941,1.705823,1.710035,0.767267,0.775664,3.457607,0,0,1,false,fully_observed,"741,900,934,978",zero_value_proxy_only,true,
E0_REG_000319_0038,WGV35A_PAIR_0007,319,DIRECTIONAL_EXPANSION,storage_rear_expand_0.25,directional_expansion,1.25,,0,,1.25,0,14060,,12.654,738738,52.541821,52,10.597506,186,64,68,85,65,1297,0.092248,0.092248,232,,18.334124,17,,1.343449,791.840883,939.606905,14.252056,-16.707045,,,0.427562,-0.501211,-177.17632,-177.17632,-46.165203,172.053398,167.946443,109.28794,112.89329,138.339785,142.805161,,,,,,,5.161602,5.038393,3.278638,3.386799,0.63836,0.639905,0.758037,0.769951,3.346898,0,0,1,false,fully_observed,"693,900,887,978",zero_value_proxy_only,true,
E0_REG_000319_0039,WGV35A_PAIR_0007,319,INTERNAL_CROP,near_side_half,internal_response_distribution,1.13277,,0,,0.5,-131.011117,12646,,11.3814,668666,52.87569,52,10.900229,186,65,69,87,65,1305,0.103195,0.103195,225,,19.769097,17,,1.493665,839.222272,967.653854,-38.0036,0.64155,,,-1.140108,0.019247,158.056221,158.056221,-70.932661,77.758726,161.68276,60.141716,111.482502,76.050136,136.588539,,,,,,,2.332762,4.850483,1.804251,3.344475,66.487485,2.466207,0.444488,0.468144,0.880208,0,0,1,false,fully_observed,"750,884,928,1053",zero_value_proxy_only,true,
E0_REG_000319_0040,WGV35A_PAIR_0007,319,INTERNAL_CROP,far_side_half,internal_response_distribution,1.13277,,0,,0.5,-131.011117,12541,,11.2869,636065,50.718842,51,7.953149,90,60,64,68,65,465,0.037078,0.037078,203,,17.985452,10,,0.885983,787.893393,910.252259,38.992916,-0.423072,,,1.169787,-0.012692,126.791017,126.791017,-102.197866,76.711174,161.68384,71.127487,143.145766,92.479674,196.234992,,,,,,,2.301335,4.850515,2.133825,4.294373,0,0.408542,0.436568,0.439111,0.782883,0,0,1,false,fully_observed,"700,826,877,995",zero_value_proxy_only,true,
E0_REG_000319_0041,WGV35A_PAIR_0007,319,INTERNAL_CROP,storage_front_half,internal_response_distribution,0.5,,0,,0.5,0,5698,,5.1282,312128,54.778519,53,12.922566,186,68,75,97.03,65,901,0.158126,0.158126,102,,19.89002,9,,1.755002,851.788029,940.413084,-25.693916,27.99899,,,-0.770817,0.83997,164.726757,164.726757,-64.262126,94.817908,93.800627,48.131104,68.537257,67.541522,82.929889,,,,,,,2.844537,2.814019,1.443933,2.056118,6.08979,78.909882,0.986486,0.987422,78.502802,0,0,1,false,fully_observed,"811,900,892,978",zero_value_proxy_only,true,
E0_REG_000319_0042,WGV35A_PAIR_0007,319,INTERNAL_CROP,storage_rear_half,internal_response_distribution,0.5,,0,,0.5,0,5624,,5.0616,291556,51.841393,52,9.017591,109,62,66,76,65,400,0.071124,0.071124,103,,20.349297,9,,1.778094,775.742904,939.332626,25.022605,-28.674311,,,0.750678,-0.860229,52.195863,52.195863,-176.79302,99.870798,89.765018,73.032319,63.978412,86.907364,76.383303,,,,,,,2.996124,2.692951,2.19097,1.919352,0.166868,0,0.973506,0.974513,38.235096,0,0,1,false,fully_observed,"736,900,816,978",zero_value_proxy_only,true,
E0_REG_000319_0043,WGV35A_PAIR_0007,319,INTERNAL_CROP,center_core_0.50,internal_response_distribution,0.25,,0,,0.25,0,2812,,2.5308,143993,51.206615,52,8.131978,82,61,64,69,65,127,0.045164,0.045164,61,,24.10305,2,,0.790264,813.612849,939.060364,0.377583,0.080338,,,0.011328,0.00241,-172.909585,-172.909585,-41.898467,66.570801,78.904656,57.809864,60.006587,80.487152,73.960188,,,,,,,1.997124,2.36714,1.734296,1.800198,0.961838,1.007879,1,1,,0,0,1,false,fully_observed,"774,919,854,960",zero_value_proxy_only,true,
E0_REG_000319_0044,WGV35A_PAIR_0007,319,INTERNAL_CROP,boundary_band_inner_0.75,internal_response_distribution,1,,0,,1,0,4978,,4.4802,275002,55.243473,53,13.499616,186,69,79,101,65,853,0.171354,0.171354,80,,17.856346,15,,3.348065,816.215158,940.316612,-2.278009,1.219637,,,-0.06834,0.036589,177.156589,177.156589,-51.832293,142.229022,143.832243,93.476305,113.976515,125.301913,149.377927,,,,,,,4.266871,4.314967,2.804289,3.419295,1.098691,1.087841,0.954801,0.958891,23.325697,0,0,1,false,fully_observed,"736,900,892,978",zero_value_proxy_only,true,
E0_REG_000319_0045,WGV35A_PAIR_0007,319,TRANSLATION,image_x_-1.00_gt_extent,translation_response_surface,1,image_x,-1,gt_axis_extent,1,0,11248,,10.1232,575347,51.151051,51,8.510246,115,61,65,73,65,575,0.05112,0.05112,151,,14.916232,12,,1.185396,661.908299,938.345065,100.466689,-113.923842,,,3.014001,-3.417715,-161.526528,-161.526528,-30.515411,139.01394,153.478571,104.728015,93.337935,146.131156,108.698619,,,,,,,4.170418,4.604357,3.14184,2.800138,0,0,0,0,0,0,0,1,false,fully_observed,"585,900,741,978",zero_value_proxy_only,true,
E0_REG_000319_0046,WGV35A_PAIR_0007,319,TRANSLATION,image_x_-0.50_gt_extent,translation_response_surface,1,image_x,-0.5,gt_axis_extent,1,0,11248,,10.1232,576130,51.220661,51,8.46972,109,61,65,73,65,587,0.052187,0.052187,175,,17.287024,10,,0.98783,737.93549,939.035664,50.056118,-57.008247,,,1.501684,-1.710247,-175.035045,-175.035045,-44.023928,150.398618,153.019119,117.982933,123.786084,151.739303,148.14729,,,,,,,4.511959,4.590574,3.539488,3.713583,0.078015,0,0.486753,0.493161,0.973014,0,0,1,false,fully_observed,"660,900,816,978",zero_value_proxy_only,true,
E0_REG_000319_0047,WGV35A_PAIR_0007,319,TRANSLATION,image_x_-0.25_gt_extent,translation_response_surface,1,image_x,-0.25,gt_axis_extent,1,0,11248,,10.1232,582002,51.74271,52,9.057218,110,62,66,78,65,802,0.071302,0.071302,186,,18.373637,12,,1.185396,776.571135,939.349787,24.466164,-28.060604,,,0.733985,-0.841818,-171.469934,-171.469934,-40.458817,146.95327,152.232105,101.4805,84.842937,125.220959,114.202587,,,,,,,4.408598,4.566963,3.044415,2.545288,0.347595,0.346454,0.733375,0.742094,2.877377,0,0,1,false,fully_observed,"698,900,854,978",zero_value_proxy_only,true,
E0_REG_000319_0048,WGV35A_PAIR_0007,319,TRANSLATION,image_x_+0.25_gt_extent,translation_response_surface,1,image_x,0.25,gt_axis_extent,1,0,11248,,10.1232,598983,53.252399,52,11.14569,186,65,71,88,65,1259,0.111931,0.111931,223,,22.028608,14,,1.382962,851.437293,939.719798,-24.94062,28.189268,,,-0.748219,0.845678,171.898305,171.898305,-57.090578,146.067878,158.826592,78.053857,104.593965,98.058804,126.12834,,,,,,,4.382036,4.764798,2.341616,3.137819,3.044259,3.062141,0.739865,0.751138,3.018294,0,0,1,false,fully_observed,"774,900,930,978",zero_value_proxy_only,true,
E0_REG_000319_0049,WGV35A_PAIR_0007,319,TRANSLATION,image_x_+0.50_gt_extent,translation_response_surface,1,image_x,0.5,gt_axis_extent,1,0,11248,,10.1232,592008,52.63229,52,10.967571,186,64,69,88,65,1091,0.096995,0.096995,203,,20.052948,11,,1.086613,887.193472,939.446776,-48.198002,55.349405,,,-1.44594,1.660482,163.112252,163.112252,-65.87663,144.689523,161.090338,57.087714,107.710671,78.407894,119.663432,,,,,,,4.340686,4.83271,1.712631,3.23132,12.447087,150.563748,0.499733,0.520604,1.08596,0,0,1,false,fully_observed,"811,900,967,978",zero_value_proxy_only,true,
E0_REG_000319_0050,WGV35A_PAIR_0007,319,TRANSLATION,image_x_+1.00_gt_extent,translation_response_surface,1,image_x,1,gt_axis_extent,1,0,11248,,10.1232,568933,50.580814,51,7.942799,96,60,62,68,65,406,0.036095,0.036095,219,,21.633476,11,,1.086613,964.382818,938.375079,-98.041389,114.298371,,,-2.941242,3.428951,178.501123,178.501123,-50.48776,145.542482,155.545564,119.590474,116.372151,138.440671,157.599907,,,,,,,4.366274,4.666367,3.587714,3.491165,,,0.00649,0.006582,0.006626,0,0,1,false,fully_observed,"887,900,1043,978",zero_value_proxy_only,true,
E0_REG_000319_0051,WGV35A_PAIR_0007,319,TRANSLATION,image_y_-1.00_gt_extent,translation_response_surface,1,image_y,-1,gt_axis_extent,1,0,11096,,9.9864,569021,51.281631,52,8.173436,93,61,65,71,65,579,0.052181,0.052181,201,,20.127373,21,,2.10286,813.698099,865.45095,55.866001,48.447565,,,1.67598,1.453427,178.59923,178.59923,-50.389653,138.456111,148.491626,109.977658,115.387303,137.423651,158.026419,,,,,,,4.153683,4.454749,3.29933,3.461619,0.042853,1.00096,0,0,0,0,0,1,false,fully_observed,"736,828,892,905",zero_value_proxy_only,true,
E0_REG_000319_0052,WGV35A_PAIR_0007,319,TRANSLATION,image_y_-0.50_gt_extent,translation_response_surface,1,image_y,-0.5,gt_axis_extent,1,0,11248,,10.1232,567592,50.461594,51,7.838471,100,60,62,67,65,357,0.031739,0.031739,168,,16.595543,7,,0.691481,813.429321,902.557212,28.042647,23.895418,,,0.841279,0.716863,-171.519874,-171.519874,-40.508757,150.13592,147.277592,125.659564,111.908442,153.024317,138.107828,,,,,,,4.504078,4.418328,3.769787,3.357253,0.285759,0.9936,0.496711,0.49867,0.994693,0,0,1,false,fully_observed,"736,864,892,942",zero_value_proxy_only,true,
E0_REG_000319_0053,WGV35A_PAIR_0007,319,TRANSLATION,image_y_-0.25_gt_extent,translation_response_surface,1,image_y,-0.25,gt_axis_extent,1,0,11248,,10.1232,570770,50.744133,51,8.350537,118,61,64,71,65,506,0.044986,0.044986,188,,18.571203,9,,0.889047,814.035692,920.918053,13.789978,12.304491,,,0.413699,0.369135,-170.995193,-170.995193,-39.984075,143.541433,161.090338,112.043571,104.002624,150.666854,132.266705,,,,,,,4.306243,4.83271,3.361307,3.120079,0.565254,1.017083,0.738353,0.744158,2.908661,0,0,1,false,fully_observed,"736,882,892,960",zero_value_proxy_only,true,
E0_REG_000319_0054,WGV35A_PAIR_0007,319,TRANSLATION,image_y_+0.25_gt_extent,translation_response_surface,1,image_y,0.25,gt_axis_extent,1,0,11248,,10.1232,602434,53.559212,53,11.186034,186,66,71,89,65,1320,0.117354,0.117354,220,,21.732259,20,,1.97566,815.09199,957.787467,-14.724177,-11.092356,,,-0.441725,-0.332771,176.632779,176.632779,-52.356103,137.898282,150.72294,83.141339,108.530118,110.27599,135.269463,,,,,,,4.136948,4.521688,2.49424,3.255904,1.850666,1.057325,0.738353,0.751196,3.019228,0,0,1,false,fully_observed,"736,919,892,997",zero_value_proxy_only,true,
E0_REG_000319_0055,WGV35A_PAIR_0007,319,TRANSLATION,image_y_+0.50_gt_extent,translation_response_surface,1,image_y,0.5,gt_axis_extent,1,0,11248,,10.1232,599284,53.27916,52,11.154257,186,65,71,89,65,1265,0.112464,0.112464,204,,20.151731,17,,1.679311,815.09252,974.873638,-27.617446,-22.303994,,,-0.828523,-0.66912,174.665361,174.665361,-54.323521,145.80518,156.857975,76.153345,105.707462,103.950473,136.718511,,,,,,,4.374155,4.705739,2.2846,3.171224,3.460385,1.060875,0.496711,0.522607,1.09471,0,0,1,false,fully_observed,"736,937,892,1015",zero_value_proxy_only,true,
E0_REG_000319_0056,WGV35A_PAIR_0007,319,TRANSLATION,image_y_+1.00_gt_extent,translation_response_surface,1,image_y,1,gt_axis_extent,1,0,11248,,10.1232,566928,50.402561,51,7.865836,98,60,62,67,65,378,0.033606,0.033606,186,,18.373637,14,,1.382962,813.72932,1011.27208,-54.188526,-47.217498,,,-1.625656,-1.416525,177.904823,177.904823,-51.08406,141.966324,146.3922,109.976578,115.585136,127.829581,141.773673,,,,,,,4.25899,4.391766,3.299297,3.467554,18.883141,1.008531,0.013425,0.014977,0.015205,0,0,1,false,fully_observed,"736,973,892,1051",zero_value_proxy_only,true,
E0_REG_000319_0057,WGV35A_PAIR_0007,319,TRANSLATION,local_range_-1.00_gt_extent,translation_response_surface,1,local_range,-1,gt_axis_extent,1,0,11248,,10.1232,579094,51.484177,51,9.026115,119,61,65.65,78,65,689,0.061255,0.061255,195,,19.262684,13,,1.284179,915.424757,1054.806795,-153.77215,0.952358,,,-4.613164,0.028571,173.098417,173.098417,-55.890466,141.867947,153.019119,78.743575,115.091092,98.003158,127.618678,,,,,,,4.256038,4.590574,2.362307,3.452733,,,0,0,0,0,0,1,false,fully_observed,"837,1017,993,1095",zero_value_proxy_only,true,
E0_REG_000319_0058,WGV35A_PAIR_0007,319,TRANSLATION,local_range_-0.50_gt_extent,translation_response_surface,1,local_range,-0.5,gt_axis_extent,1,0,11096,,9.9864,582768,52.52055,52,10.733672,186,64,68,86,65,1021,0.092015,0.092015,197,,19.726828,18,,1.802451,863.318722,996.149794,-75.318353,0.125113,,,-2.259551,0.003753,-158.816557,-158.816557,-27.80544,152.760742,154.692605,121.296392,76.80631,145.817631,102.773163,,,,,,,4.582822,4.640778,3.638892,2.304189,10594.781818,4.919732,0.137888,0.166792,0.20018,0,0,1,false,fully_observed,"786,959,942,1036",zero_value_proxy_only,true,
E0_REG_000319_0059,WGV35A_PAIR_0007,319,TRANSLATION,local_range_-0.25_gt_extent,translation_response_surface,1,local_range,-0.25,gt_axis_extent,1,0,11096,,9.9864,592651,53.411228,53,11.247962,186,65,71,89,65,1284,0.115717,0.115717,206,,20.628054,15,,1.502043,838.863981,967.733548,-37.828623,0.318894,,,-1.134859,0.009567,174.478144,174.478144,-54.510738,148.134871,140.387974,72.872318,102.493459,96.484957,126.165235,,,,,,,4.444046,4.211639,2.18617,3.074804,6.192803,2.044529,0.503605,0.527828,1.117874,0,0,1,false,fully_observed,"761,930,917,1007",zero_value_proxy_only,true,
E0_REG_000319_0060,WGV35A_PAIR_0007,319,TRANSLATION,local_range_+0.25_gt_extent,translation_response_surface,1,local_range,0.25,gt_axis_extent,1,0,11248,,10.1232,566136,50.33215,51,7.693215,82,60,62,67,65,298,0.026494,0.026494,162,,16.002845,3,,0.296349,788.573504,909.508867,39.107574,0.577945,,,1.173227,0.017338,-175.875847,-175.875847,-44.86473,142.688474,153.117496,117.786179,104.657749,134.511822,133.7235,,,,,,,4.280654,4.593525,3.533585,3.139732,0.155236,0.504265,0.492888,0.494332,0.977581,0,0,1,false,fully_observed,"711,871,867,949",zero_value_proxy_only,true,
