path_id,control_type,control_index,control_component_id,control_sar_frame,control_azimuth_center,control_radial_pixel_center,control_radial_band,control_static_pressure,control_response_score
WGV34A_PATH_0000496,temporal_control_distribution,11,WGV33D_MAIN_F0253_C010391,253,-9.5,272.0146,R2,0.43393576,3.008789
WGV34A_PATH_0000496,temporal_control_distribution,12,WGV33D_MAIN_F0253_C010395,253,-2.4721,279.5735,R2,0.44401926,2.797433
WGV34A_PATH_0000496,temporal_control_distribution,13,WGV33D_MAIN_F0206_C007765,206,-14.5152,256.0479,R2,0.43269827,3.095703
WGV34A_PATH_0000496,temporal_control_distribution,14,WGV33D_MAIN_F0206_C007767,206,-9.5194,270,R2,0.44548792,2.938151
WGV34A_PATH_0000496,temporal_control_distribution,15,WGV33D_MAIN_F0254_C010442,254,-9.9658,294,R2,0.45515666,5.369141
WGV34A_PATH_0000496,temporal_control_distribution,16,WGV33D_MAIN_F0254_C010445,254,-1.5534,277.1805,R2,0.44700797,2.617839
WGV34A_PATH_0000496,temporal_control_distribution,17,WGV33D_MAIN_F0205_C007719,205,-15.5106,257.0917,R2,0.43779555,3.374512
WGV34A_PATH_0000496,temporal_control_distribution,18,WGV33D_MAIN_F0255_C010484,255,-12.9949,274,R2,0.43842336,3.448242
WGV34A_PATH_0000496,temporal_control_distribution,19,WGV33D_MAIN_F0255_C010490,255,-1.4742,275.3717,R2,0.4528562,2.869141
WGV34A_PATH_0000496,temporal_control_distribution,20,WGV33D_MAIN_F0204_C007665,204,-20.1149,278.0423,R2,0.43195487,3.183919
WGV34A_PATH_0000497,temporal_control_distribution,1,WGV33D_MAIN_F0254_C010441,254,-16.4316,114,R0,0.45896885,5.031901
WGV34A_PATH_0000497,temporal_control_distribution,2,WGV33D_MAIN_F0254_C010444,254,-2.0375,115.1469,R0,0.44411853,2.63058
WGV34A_PATH_0000497,temporal_control_distribution,3,WGV33D_MAIN_F0254_C010446,254,-0.5317,94,R0,1,2.496745
WGV34A_PATH_0000497,temporal_control_distribution,4,WGV33D_MAIN_F0255_C010483,255,-15.1383,112.9195,R0,0.4501965,4.89974
WGV34A_PATH_0000497,temporal_control_distribution,5,WGV33D_MAIN_F0255_C010488,255,-4.9549,64.1803,R0,1,2.814453
WGV34A_PATH_0000497,temporal_control_distribution,6,WGV33D_MAIN_F0255_C010489,255,-0.7548,114.5697,R0,0.56052432,2.719029
WGV34A_PATH_0000497,temporal_control_distribution,7,WGV33D_MAIN_F0256_C010527,256,-13.8544,112.7789,R0,0.61362462,4.723958
WGV34A_PATH_0000497,temporal_control_distribution,8,WGV33D_MAIN_F0256_C010531,256,0.645,113.4523,R0,0.61785384,2.52567
WGV34A_PATH_0000497,temporal_control_distribution,9,WGV33D_MAIN_F0257_C010563,257,-12.5162,113.0615,R0,0.5666653,3.805176
WGV34A_PATH_0000497,temporal_control_distribution,10,WGV33D_MAIN_F0257_C010565,257,-7.4228,71.2131,R0,0.79676757,2.469401
WGV34A_PATH_0000497,temporal_control_distribution,11,WGV33D_MAIN_F0257_C010569,257,2.0251,114.0423,R0,0.62027329,2.777995
WGV34A_PATH_0000497,temporal_control_distribution,12,WGV33D_MAIN_F0258_C010605,258,-10.7431,111.5893,R0,0.45771323,3.745703
WGV34A_PATH_0000497,temporal_control_distribution,13,WGV33D_MAIN_F0258_C010611,258,2.556,113.9937,R0,0.63249075,2.741754
WGV34A_PATH_0000497,temporal_control_distribution,14,WGV33D_MAIN_F0258_C010612,258,4.0047,62.1461,R0,0.92740064,2.40625
WGV34A_PATH_0000497,temporal_control_distribution,15,WGV33D_MAIN_F0259_C010654,259,-10.1471,111.1978,R0,0.45877053,4.152344
WGV34A_PATH_0000497,temporal_control_distribution,16,WGV33D_MAIN_F0259_C010660,259,0.2381,69.9344,R0,0.91432541,2.739258
WGV34A_PATH_0000497,temporal_control_distribution,17,WGV33D_MAIN_F0259_C010662,259,4.2053,114.4456,R0,0.68010952,2.697266
WGV34A_PATH_0000497,temporal_control_distribution,18,WGV33D_MAIN_F0260_C010708,260,-17.5274,110.5472,R0,0.82388665,3.428153
WGV34A_PATH_0000497,temporal_control_distribution,19,WGV33D_MAIN_F0260_C010712,260,-8.4581,110,R0,0.45946747,3.538411
WGV34A_PATH_0000497,temporal_control_distribution,20,WGV33D_MAIN_F0260_C010719,260,4.8214,114.6246,R0,0.68527592,2.706752
WGV34A_PATH_0000498,temporal_control_distribution,1,WGV33D_MAIN_F0252_C010347,252,17.0318,263.1069,R2,0.43059273,2.979687
WGV34A_PATH_0000498,temporal_control_distribution,2,WGV33D_MAIN_F0252_C010348,252,19.0282,282,R2,0.4263648,3.298828
WGV34A_PATH_0000498,temporal_control_distribution,3,WGV33D_MAIN_F0253_C010403,253,14.1857,271.2494,R2,0.42759193,3.13151
WGV34A_PATH_0000498,temporal_control_distribution,4,WGV33D_MAIN_F0253_C010405,253,17.7222,263.9432,R2,0.42638674,3.301339
WGV34A_PATH_0000498,temporal_control_distribution,5,WGV33D_MAIN_F0253_C010407,253,20.0234,286,R2,0.42020756,3.085938
WGV34A_PATH_0000498,temporal_control_distribution,6,WGV33D_MAIN_F0206_C007770,206,14.0037,258,R2,0.45149859,4.080078
WGV34A_PATH_0000498,temporal_control_distribution,7,WGV33D_MAIN_F0254_C010453,254,18.2061,265.2048,R2,0.42850909,3.71875
WGV34A_PATH_0000498,temporal_control_distribution,8,WGV33D_MAIN_F0254_C010454,254,20.5357,286,R2,0.41647398,4.345703
WGV34A_PATH_0000498,temporal_control_distribution,9,WGV33D_MAIN_F0205_C007725,205,13.0253,258,R2,0.45446312,3.458984
WGV34A_PATH_0000498,temporal_control_distribution,10,WGV33D_MAIN_F0255_C010494,255,18.9435,266.2937,R2,0.42703778,3.285807
WGV34A_PATH_0000498,temporal_control_distribution,11,WGV33D_MAIN_F0256_C010534,256,12.9973,258,R2,0.45446312,3.476562
WGV34A_PATH_0000498,temporal_control_distribution,12,WGV33D_MAIN_F0257_C010572,257,13.2474,285.1021,R2,0.42845886,3.268555
WGV34A_PATH_0000498,temporal_control_distribution,13,WGV33D_MAIN_F0257_C010573,257,14.0123,258,R2,0.45149859,3.289062
WGV34A_PATH_0000498,temporal_control_distribution,14,WGV33D_MAIN_F0257_C010576,257,20.9599,266,R2,0.43504406,3.164062
WGV34A_PATH_0000498,temporal_control_distribution,15,WGV33D_MAIN_F0258_C010615,258,15.0817,259.1403,R2,0.43834007,3.520996
WGV34A_PATH_0000498,temporal_control_distribution,16,WGV33D_MAIN_F0258_C010617,258,18.1662,287.2004,R2,0.42441861,2.663411
WGV34A_PATH_0000498,temporal_control_distribution,17,WGV33D_MAIN_F0258_C010618,258,20.9965,269.6234,R2,0.42687673,3.673828
WGV34A_PATH_0000498,temporal_control_distribution,18,WGV33D_MAIN_F0259_C010668,259,14.9953,282,R2,0.42199602,2.829102
WGV34A_PATH_0000498,temporal_control_distribution,19,WGV33D_MAIN_F0259_C010669,259,17.029,262,R2,0.44066715,2.962891
WGV34A_PATH_0000498,temporal_control_distribution,20,WGV33D_MAIN_F0259_C010672,259,18.9846,286,R2,0.41610753,3.389648
WGV34A_PATH_0000500,temporal_control_distribution,1,WGV33D_MAIN_F0209_C007905,209,-56.7002,148.5089,R1,0.43150449,4.276292
WGV34A_PATH_0000500,temporal_control_distribution,2,WGV33D_MAIN_F0208_C007847,208,-57.4171,150.0929,R1,0.43273529,6.863444
WGV34A_PATH_0000500,temporal_control_distribution,3,WGV33D_MAIN_F0207_C007797,207,-57.6125,152.9746,R1,0.43346479,5.458984
WGV34A_PATH_0000500,temporal_control_distribution,4,WGV33D_MAIN_F0206_C007756,206,-58.3795,155.1313,R1,0.4346191,5.558105
WGV34A_PATH_0000500,temporal_control_distribution,5,WGV33D_MAIN_F0206_C007758,206,-35.4168,167.0172,R1,0.44358138,4.186105
WGV34A_PATH_0000500,temporal_control_distribution,6,WGV33D_MAIN_F0205_C007711,205,-37.2754,167.6454,R1,0.43257815,4.957031
WGV34A_PATH_0000500,temporal_control_distribution,7,WGV33D_MAIN_F0205_C007713,205,-34.5513,135.2869,R1,0.44665062,3.338542
WGV34A_PATH_0000500,temporal_control_distribution,8,WGV33D_MAIN_F0204_C007656,204,-38.0036,171.2342,R1,0.43589568,4.394206
WGV34A_PATH_0000500,temporal_control_distribution,9,WGV33D_MAIN_F0203_C007591,203,-38.6966,172.3016,R1,0.43430519,4.767578
WGV34A_PATH_0000500,temporal_control_distribution,10,WGV33D_MAIN_F0261_C010748,261,-34.9863,136.055,R1,0.44572251,4.707031
WGV34A_PATH_0000500,temporal_control_distribution,11,WGV33D_MAIN_F0202_C007538,202,-39.3394,175.4176,R1,0.43741705,5.809766
WGV34A_PATH_0000500,temporal_control_distribution,12,WGV33D_MAIN_F0201_C007483,201,-40.4573,175.9707,R1,0.43033435,3.792643
WGV34A_PATH_0000500,temporal_control_distribution,13,WGV33D_MAIN_F0200_C007431,200,-40.0579,178,R1,0.44214942,3.664062
WGV34A_PATH_0000500,temporal_control_distribution,14,WGV33D_MAIN_F0199_C007377,199,-40.5477,179.1744,R1,0.44425043,4.408203
WGV34A_PATH_0000500,temporal_control_distribution,15,WGV33D_MAIN_F0265_C011012,265,-49.0017,142,R1,0.43097122,4.912109
WGV34A_PATH_0000500,temporal_control_distribution,16,WGV33D_MAIN_F0198_C007336,198,-41.4908,182,R1,0.44473092,5.516927
WGV34A_PATH_0000500,temporal_control_distribution,17,WGV33D_MAIN_F0266_C011072,266,-48.8641,138.7706,R1,0.43105452,4.301562
WGV34A_PATH_0000500,temporal_control_distribution,18,WGV33D_MAIN_F0266_C011073,266,-41.0392,210,R1,1,3.942383
WGV34A_PATH_0000500,temporal_control_distribution,19,WGV33D_MAIN_F0197_C007292,197,-42.1791,184.6838,R1,0.43990562,5.739583
WGV34A_PATH_0000500,temporal_control_distribution,20,WGV33D_MAIN_F0267_C011137,267,-47.7581,134.0297,R1,0.43612856,4.627686
WGV34A_PATH_0000501,temporal_control_distribution,1,WGV33D_MAIN_F0254_C010442,254,-9.9658,294,R2,0.45515666,5.369141
WGV34A_PATH_0000501,temporal_control_distribution,2,WGV33D_MAIN_F0209_C007910,209,-27.0066,318,R2,0.426844,4.964844
WGV34A_PATH_0000501,temporal_control_distribution,3,WGV33D_MAIN_F0209_C007912,209,-25.4709,278,R2,0.43307677,4.289062
WGV34A_PATH_0000501,temporal_control_distribution,4,WGV33D_MAIN_F0209_C007914,209,-14.1597,269.9528,R2,0.43126224,2.637695
WGV34A_PATH_0000501,temporal_control_distribution,5,WGV33D_MAIN_F0209_C007915,209,-12.9732,286,R2,0.43953166,3.100586
WGV34A_PATH_0000501,temporal_control_distribution,6,WGV33D_MAIN_F0209_C007917,209,-8.5088,288.0058,R2,0.43249156,3.01709
WGV34A_PATH_0000501,temporal_control_distribution,7,WGV33D_MAIN_F0255_C010484,255,-12.9949,274,R2,0.43842336,3.448242
WGV34A_PATH_0000501,temporal_control_distribution,8,WGV33D_MAIN_F0208_C007855,208,-26.0431,278,R2,0.43022329,4.195312
WGV34A_PATH_0000501,temporal_control_distribution,9,WGV33D_MAIN_F0208_C007858,208,-18.7317,262.8295,R2,0.43966085,3.206543
WGV34A_PATH_0000501,temporal_control_distribution,10,WGV33D_MAIN_F0208_C007859,208,-16.4452,274.028,R2,0.43416014,2.719727
WGV34A_PATH_0000501,temporal_control_distribution,11,WGV33D_MAIN_F0208_C007860,208,-13.4947,286.9024,R2,0.43966085,2.745117
WGV34A_PATH_0000501,temporal_control_distribution,12,WGV33D_MAIN_F0208_C007862,208,-9.14,288.682,R2,0.42859658,3.035156
WGV34A_PATH_0000501,temporal_control_distribution,13,WGV33D_MAIN_F0256_C010528,256,-12.5091,274,R2,0.4390421,3.264974
WGV34A_PATH_0000501,temporal_control_distribution,14,WGV33D_MAIN_F0207_C007807,207,-19.0132,262,R2,0.43617956,3.450195
WGV34A_PATH_0000501,temporal_control_distribution,15,WGV33D_MAIN_F0207_C007809,207,-13.8346,287.2604,R2,0.43692749,2.802734
WGV34A_PATH_0000501,temporal_control_distribution,16,WGV33D_MAIN_F0207_C007810,207,-9.506,289.1295,R2,0.43267412,2.992188
WGV34A_PATH_0000501,temporal_control_distribution,17,WGV33D_MAIN_F0257_C010564,257,-12.0544,274,R2,0.44027959,4.032227
WGV34A_PATH_0000501,temporal_control_distribution,18,WGV33D_MAIN_F0206_C007765,206,-14.5152,256.0479,R2,0.43269827,3.095703
WGV34A_PATH_0000501,temporal_control_distribution,19,WGV33D_MAIN_F0206_C007767,206,-9.5194,270,R2,0.44548792,2.938151
WGV34A_PATH_0000501,temporal_control_distribution,20,WGV33D_MAIN_F0258_C010602,258,-21.0081,426,R2,0.38976228,4.451172
WGV34A_PATH_0000503,temporal_control_distribution,1,WGV33D_MAIN_F0210_C007963,210,-17.0455,258,R2,0.44737136,3.200195
WGV34A_PATH_0000503,temporal_control_distribution,2,WGV33D_MAIN_F0210_C007964,210,-12.4856,286,R2,0.43854348,2.941406
WGV34A_PATH_0000503,temporal_control_distribution,3,WGV33D_MAIN_F0210_C007966,210,-8.025,287.9001,R2,0.43673467,2.825195
WGV34A_PATH_0000503,temporal_control_distribution,4,WGV33D_MAIN_F0210_C007968,210,-6.0602,318,R2,0.45180456,3.566406
WGV34A_PATH_0000503,temporal_control_distribution,5,WGV33D_MAIN_F0210_C007969,210,2.5,279.8141,R2,0.45036309,2.94043
WGV34A_PATH_0000503,temporal_control_distribution,6,WGV33D_MAIN_F0210_C007970,210,5.0429,262,R2,0.46155489,4.330078
WGV34A_PATH_0000503,temporal_control_distribution,7,WGV33D_MAIN_F0254_C010442,254,-9.9658,294,R2,0.45515666,5.369141
WGV34A_PATH_0000503,temporal_control_distribution,8,WGV33D_MAIN_F0254_C010445,254,-1.5534,277.1805,R2,0.44700797,2.617839
WGV34A_PATH_0000503,temporal_control_distribution,9,WGV33D_MAIN_F0209_C007914,209,-14.1597,269.9528,R2,0.43126224,2.637695
WGV34A_PATH_0000503,temporal_control_distribution,10,WGV33D_MAIN_F0209_C007915,209,-12.9732,286,R2,0.43953166,3.100586
WGV34A_PATH_0000503,temporal_control_distribution,11,WGV33D_MAIN_F0209_C007917,209,-8.5088,288.0058,R2,0.43249156,3.01709
WGV34A_PATH_0000503,temporal_control_distribution,12,WGV33D_MAIN_F0209_C007919,209,-1.0184,338,R2,0.44174826,6.775391
WGV34A_PATH_0000503,temporal_control_distribution,13,WGV33D_MAIN_F0255_C010484,255,-12.9949,274,R2,0.43842336,3.448242
WGV34A_PATH_0000503,temporal_control_distribution,14,WGV33D_MAIN_F0255_C010490,255,-1.4742,275.3717,R2,0.4528562,2.869141
WGV34A_PATH_0000503,temporal_control_distribution,15,WGV33D_MAIN_F0208_C007859,208,-16.4452,274.028,R2,0.43416014,2.719727
WGV34A_PATH_0000503,temporal_control_distribution,16,WGV33D_MAIN_F0208_C007860,208,-13.4947,286.9024,R2,0.43966085,2.745117
WGV34A_PATH_0000503,temporal_control_distribution,17,WGV33D_MAIN_F0208_C007862,208,-9.14,288.682,R2,0.42859658,3.035156
WGV34A_PATH_0000503,temporal_control_distribution,18,WGV33D_MAIN_F0208_C007866,208,3.9994,262,R2,0.45745485,3.366211
WGV34A_PATH_0000503,temporal_control_distribution,19,WGV33D_MAIN_F0256_C010528,256,-12.5091,274,R2,0.4390421,3.264974
WGV34A_PATH_0000503,temporal_control_distribution,20,WGV33D_MAIN_F0207_C007809,207,-13.8346,287.2604,R2,0.43692749,2.802734
WGV34A_PATH_0000507,temporal_control_distribution,1,WGV33D_MAIN_F0211_C008025,211,0.537,252.7176,R1,0.4289858,2.507161
WGV34A_PATH_0000507,temporal_control_distribution,2,WGV33D_MAIN_F0211_C008028,211,7.9816,186,R1,1,4.040527
WGV34A_PATH_0000507,temporal_control_distribution,3,WGV33D_MAIN_F0211_C008029,211,10.9659,202,R1,0.43617956,3.34375
WGV34A_PATH_0000507,temporal_control_distribution,4,WGV33D_MAIN_F0211_C008030,211,16.6304,166.0877,R1,1,3.735156
WGV34A_PATH_0000507,temporal_control_distribution,5,WGV33D_MAIN_F0210_C007971,210,7.5245,186,R1,1,6.059896
WGV34A_PATH_0000507,temporal_control_distribution,6,WGV33D_MAIN_F0210_C007972,210,10.1834,203.1419,R1,0.42946176,3.627604
WGV34A_PATH_0000507,temporal_control_distribution,7,WGV33D_MAIN_F0210_C007973,210,12.7524,244.0324,R1,0.42661282,3.147949
WGV34A_PATH_0000507,temporal_control_distribution,8,WGV33D_MAIN_F0210_C007974,210,18.0432,171.796,R1,1,3.267718
WGV34A_PATH_0000507,temporal_control_distribution,9,WGV33D_MAIN_F0262_C010836,262,-1.8471,251.2375,R1,0.43414314,3.113281
WGV34A_PATH_0000507,temporal_control_distribution,10,WGV33D_MAIN_F0262_C010837,262,3.6505,137.4643,R1,0.77928162,3.688151
WGV34A_PATH_0000507,temporal_control_distribution,11,WGV33D_MAIN_F0262_C010839,262,5.9998,254.9642,R1,0.44363169,3.271973
WGV34A_PATH_0000507,temporal_control_distribution,12,WGV33D_MAIN_F0262_C010842,262,16.2653,142.8545,R1,0.83416313,5.784555
WGV34A_PATH_0000507,temporal_control_distribution,13,WGV33D_MAIN_F0209_C007920,209,3.5,219.9517,R1,0.43617956,4.044922
WGV34A_PATH_0000507,temporal_control_distribution,14,WGV33D_MAIN_F0209_C007921,209,10.2258,201.9648,R1,0.42958642,3.00293
WGV34A_PATH_0000507,temporal_control_distribution,15,WGV33D_MAIN_F0209_C007922,209,15.3352,164.8132,R1,1,3.422154
WGV34A_PATH_0000507,temporal_control_distribution,16,WGV33D_MAIN_F0263_C010897,263,5.2519,138.9314,R1,0.73983468,3.100098
WGV34A_PATH_0000507,temporal_control_distribution,17,WGV33D_MAIN_F0263_C010899,263,7.0065,254,R1,0.43504406,5.009766
WGV34A_PATH_0000507,temporal_control_distribution,18,WGV33D_MAIN_F0263_C010902,263,16.8253,144.0899,R1,0.83787699,4.170956
WGV34A_PATH_0000507,temporal_control_distribution,19,WGV33D_MAIN_F0208_C007865,208,2.532,216.7299,R1,0.42587395,3.927734
WGV34A_PATH_0000507,temporal_control_distribution,20,WGV33D_MAIN_F0208_C007868,208,6.9717,186,R1,1,3.038086
WGV34A_PATH_0000510,temporal_control_distribution,1,WGV33D_MAIN_F0263_C010883,263,-32.5053,134,R1,0.44029773,3.181641
WGV34A_PATH_0000510,temporal_control_distribution,2,WGV33D_MAIN_F0212_C008065,212,-33.982,138,R1,0.44665062,3.535156
WGV34A_PATH_0000510,temporal_control_distribution,3,WGV33D_MAIN_F0212_C008066,212,-29.7021,155.1844,R1,0.44242568,3.761353
WGV34A_PATH_0000510,temporal_control_distribution,4,WGV33D_MAIN_F0212_C008069,212,-24.5,195.8881,R1,1,4.625
WGV34A_PATH_0000510,temporal_control_distribution,5,WGV33D_MAIN_F0212_C008070,212,-17.5343,242,R1,0.44227408,3.197266
WGV34A_PATH_0000510,temporal_control_distribution,6,WGV33D_MAIN_F0264_C010945,264,-31.0432,134,R1,0.42761912,5.185547
WGV34A_PATH_0000510,temporal_control_distribution,7,WGV33D_MAIN_F0264_C010946,264,-29.979,150,R1,0.43581919,4.069336
WGV34A_PATH_0000510,temporal_control_distribution,8,WGV33D_MAIN_F0211_C008011,211,-32.4372,156.4994,R1,0.43800406,3.403942
WGV34A_PATH_0000510,temporal_control_distribution,9,WGV33D_MAIN_F0211_C008014,211,-27.4752,155.9052,R1,0.46169314,2.903809
WGV34A_PATH_0000510,temporal_control_distribution,10,WGV33D_MAIN_F0211_C008018,211,-17.9808,242,R1,0.44047337,4.563477
WGV34A_PATH_0000510,temporal_control_distribution,11,WGV33D_MAIN_F0265_C011016,265,-30.174,132.6286,R1,0.43731506,2.909505
WGV34A_PATH_0000510,temporal_control_distribution,12,WGV33D_MAIN_F0265_C011017,265,-29.1779,148.5471,R1,0.44588909,3.294922
WGV34A_PATH_0000510,temporal_control_distribution,13,WGV33D_MAIN_F0210_C007953,210,-33.1292,158.7993,R1,0.43412206,4.645399
WGV34A_PATH_0000510,temporal_control_distribution,14,WGV33D_MAIN_F0210_C007956,210,-28.3867,156.3683,R1,0.45436113,3.272786
WGV34A_PATH_0000510,temporal_control_distribution,15,WGV33D_MAIN_F0210_C007957,210,-25.9953,199.9115,R1,1,4.267578
WGV34A_PATH_0000510,temporal_control_distribution,16,WGV33D_MAIN_F0210_C007962,210,-18.5174,243.2599,R1,0.43892198,3.998698
WGV34A_PATH_0000510,temporal_control_distribution,17,WGV33D_MAIN_F0266_C011078,266,-30.0003,130,R1,0.44665062,4.882812
WGV34A_PATH_0000510,temporal_control_distribution,18,WGV33D_MAIN_F0266_C011079,266,-28.3539,147.2396,R1,0.44469511,3.826823
WGV34A_PATH_0000510,temporal_control_distribution,19,WGV33D_MAIN_F0209_C007907,209,-32.1816,159.6258,R1,0.44113801,3.010417
WGV34A_PATH_0000510,temporal_control_distribution,20,WGV33D_MAIN_F0209_C007911,209,-26.5,198.0226,R1,1,3.363932
WGV34A_PATH_0000511,temporal_control_distribution,1,WGV33D_MAIN_F0221_C008609,221,-27.9253,67.4595,R0,1,4.762695
WGV34A_PATH_0000511,temporal_control_distribution,2,WGV33D_MAIN_F0221_C008611,221,-27.0248,115.9345,R0,0.46719158,4.918457
WGV34A_PATH_0000511,temporal_control_distribution,3,WGV33D_MAIN_F0221_C008614,221,-20.9596,124.1615,R0,0.43973904,3.912109
WGV34A_PATH_0000511,temporal_control_distribution,4,WGV33D_MAIN_F0221_C008616,221,-14.9263,90,R0,0.97744914,2.638184
WGV34A_PATH_0000511,temporal_control_distribution,5,WGV33D_MAIN_F0221_C008617,221,-14.5593,57.032,R0,1,3.099609
WGV34A_PATH_0000511,temporal_control_distribution,6,WGV33D_MAIN_F0221_C008618,221,-14.4948,113.8247,R0,0.52421641,3.209635
WGV34A_PATH_0000511,temporal_control_distribution,7,WGV33D_MAIN_F0265_C011018,265,-26.9839,66,R0,1,3.838867
WGV34A_PATH_0000511,temporal_control_distribution,8,WGV33D_MAIN_F0265_C011020,265,-22.0978,120.4342,R0,0.45134356,3.244141
WGV34A_PATH_0000511,temporal_control_distribution,9,WGV33D_MAIN_F0265_C011021,265,-18.0237,70,R0,0.79777388,3.25293
WGV34A_PATH_0000511,temporal_control_distribution,10,WGV33D_MAIN_F0265_C011022,265,-15.5513,118.6517,R0,0.44931598,3.719075
WGV34A_PATH_0000511,temporal_control_distribution,11,WGV33D_MAIN_F0265_C011024,265,-9.85,107.6058,R0,0.79721973,3.334821
WGV34A_PATH_0000511,temporal_control_distribution,12,WGV33D_MAIN_F0220_C008550,220,-31.5,68.1967,R0,1,4.521484
WGV34A_PATH_0000511,temporal_control_distribution,13,WGV33D_MAIN_F0220_C008551,220,-29.1424,71.3052,R0,0.79576466,2.952474
WGV34A_PATH_0000511,temporal_control_distribution,14,WGV33D_MAIN_F0220_C008552,220,-29.0059,118,R0,0.46645724,5.244141
WGV34A_PATH_0000511,temporal_control_distribution,15,WGV33D_MAIN_F0220_C008554,220,-26.5108,60.6779,R0,1,2.914062
WGV34A_PATH_0000511,temporal_control_distribution,16,WGV33D_MAIN_F0220_C008558,220,-22.0252,126,R0,0.43581919,2.762695
WGV34A_PATH_0000511,temporal_control_distribution,17,WGV33D_MAIN_F0220_C008560,220,-17.9835,58,R0,1,5.044922
WGV34A_PATH_0000511,temporal_control_distribution,18,WGV33D_MAIN_F0220_C008562,220,-11.6076,116.2906,R0,0.46303264,3.066081
WGV34A_PATH_0000511,temporal_control_distribution,19,WGV33D_MAIN_F0220_C008563,220,-9.7802,65.7701,R0,1,3.107715
WGV34A_PATH_0000511,temporal_control_distribution,20,WGV33D_MAIN_F0266_C011081,266,-24.5339,62,R0,1,3.047526
WGV34A_PATH_0000512,temporal_control_distribution,1,WGV33D_MAIN_F0212_C008064,212,-30.5099,73.2417,R0,0.74741862,3.459798
WGV34A_PATH_0000512,temporal_control_distribution,2,WGV33D_MAIN_F0212_C008068,212,-26.7049,124.8735,R0,0.44304317,2.911719
WGV34A_PATH_0000512,temporal_control_distribution,3,WGV33D_MAIN_F0212_C008071,212,-17.5,91.8456,R0,0.46756554,3.751953
WGV34A_PATH_0000512,temporal_control_distribution,4,WGV33D_MAIN_F0212_C008072,212,-14.8747,108.2542,R0,0.79363791,4.216406
WGV34A_PATH_0000512,temporal_control_distribution,5,WGV33D_MAIN_F0256_C010524,256,-23.5551,114.3866,R0,0.65218668,4.21106
WGV34A_PATH_0000512,temporal_control_distribution,6,WGV33D_MAIN_F0256_C010527,256,-13.8544,112.7789,R0,0.61362462,4.723958
WGV34A_PATH_0000512,temporal_control_distribution,7,WGV33D_MAIN_F0211_C008012,211,-26.7797,75.8103,R0,0.4520303,3.178602
WGV34A_PATH_0000512,temporal_control_distribution,8,WGV33D_MAIN_F0211_C008013,211,-27.1512,125.2232,R0,0.45075745,3.05625
WGV34A_PATH_0000512,temporal_control_distribution,9,WGV33D_MAIN_F0211_C008016,211,-18.7508,93.0684,R0,0.46456475,2.835938
WGV34A_PATH_0000512,temporal_control_distribution,10,WGV33D_MAIN_F0211_C008017,211,-16.6089,107.9184,R0,0.91421824,3.596768
WGV34A_PATH_0000512,temporal_control_distribution,11,WGV33D_MAIN_F0257_C010560,257,-21.8635,114.7966,R0,0.51512774,4.559195
WGV34A_PATH_0000512,temporal_control_distribution,12,WGV33D_MAIN_F0257_C010563,257,-12.5162,113.0615,R0,0.5666653,3.805176
WGV34A_PATH_0000512,temporal_control_distribution,13,WGV33D_MAIN_F0210_C007955,210,-29.0199,126,R0,0.45188615,2.920898
WGV34A_PATH_0000512,temporal_control_distribution,14,WGV33D_MAIN_F0210_C007959,210,-20.0318,94,R0,0.46382588,3.165039
WGV34A_PATH_0000512,temporal_control_distribution,15,WGV33D_MAIN_F0210_C007961,210,-17.299,109.5933,R0,0.68808596,3.696911
WGV34A_PATH_0000512,temporal_control_distribution,16,WGV33D_MAIN_F0258_C010601,258,-20.8996,112.834,R0,0.54577537,4.794922
WGV34A_PATH_0000512,temporal_control_distribution,17,WGV33D_MAIN_F0258_C010605,258,-10.7431,111.5893,R0,0.45771323,3.745703
WGV34A_PATH_0000512,temporal_control_distribution,18,WGV33D_MAIN_F0209_C007908,209,-30.7167,127.2696,R0,0.45364549,2.863932
WGV34A_PATH_0000512,temporal_control_distribution,19,WGV33D_MAIN_F0209_C007913,209,-18.2042,111.4516,R0,0.51506088,4.60039
WGV34A_PATH_0000512,temporal_control_distribution,20,WGV33D_MAIN_F0259_C010650,259,-19.4511,111.9182,R0,0.71946529,4.637277
WGV34A_PATH_0000513,temporal_control_distribution,1,WGV33D_MAIN_F0213_C008120,213,-54.5175,136.5673,R1,0.43202275,3.67627
WGV34A_PATH_0000513,temporal_control_distribution,2,WGV33D_MAIN_F0212_C008062,212,-45.9871,158,R1,0.42573569,4.666016
WGV34A_PATH_0000513,temporal_control_distribution,3,WGV33D_MAIN_F0212_C008065,212,-33.982,138,R1,0.44665062,3.535156
WGV34A_PATH_0000513,temporal_control_distribution,4,WGV33D_MAIN_F0211_C008009,211,-45.0153,162,R1,0.42423983,5.777344
WGV34A_PATH_0000513,temporal_control_distribution,5,WGV33D_MAIN_F0211_C008011,211,-32.4372,156.4994,R1,0.43800406,3.403942
WGV34A_PATH_0000513,temporal_control_distribution,6,WGV33D_MAIN_F0265_C011012,265,-49.0017,142,R1,0.43097122,4.912109
WGV34A_PATH_0000513,temporal_control_distribution,7,WGV33D_MAIN_F0210_C007951,210,-46.4747,162,R1,0.42262384,5.066406
WGV34A_PATH_0000513,temporal_control_distribution,8,WGV33D_MAIN_F0210_C007953,210,-33.1292,158.7993,R1,0.43412206,4.645399
