background_track_id,first_frame,last_frame,fixed_coordinate_mean_x,fixed_coordinate_mean_y,position_variance,support_observation_count,support_unique_frame_count,support_frame_ids,missing_frames,shape_variation,energy_variation,conflicting_vehicle_motion_frames,background_state,threshold_source
BG_D1_R1_0149,376,380,1326.731071,853.124544,18.258908,5,5,376;377;378;379;380,14,14.133648,888.333181,,static_background_supported,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0150,376,383,1086.063736,903.599486,14.498894,5,5,376;377;378;382;383,11,273.930356,18464.705138,,static_background_supported,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0151,376,376,1075.934985,983.188854,999999,1,1,376,18,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0152,376,376,1249.402852,984.215686,999999,1,1,376,18,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0153,377,379,1313.298489,870.965731,14.855098,3,3,377;378;379,15,2.054805,97.960309,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0154,377,378,1079.276023,885.685295,8.896641,2,2,377;378,16,2.5,78,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0155,377,377,1280.633094,932.102518,999999,1,1,377,17,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0156,377,377,1116.929448,958.911043,999999,1,1,377,17,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0157,377,378,1149.637462,983.567407,12.814819,2,2,377;378,16,2.5,197,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0158,377,379,1295.275928,997.23359,25.688609,3,3,377;378;379,15,2.624669,200.838797,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0159,377,382,1325.052294,1029.181668,19.714533,4,4,377;380;381;382,12,226.994906,15879.191673,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0160,377,384,1339.262697,1034.269647,31.560453,5,5,377;378;379;383;384,10,172.912232,11599.851785,,static_background_supported,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0161,377,377,1323.846416,1037.491468,999999,1,1,377,17,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0162,378,380,1297.167955,1009.826197,12.856286,3,3,378;379;380,14,11.085526,719.791791,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0163,378,379,1308.754879,1028.617034,10.01301,2,2,378;379,15,21,2260.5,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0164,379,391,1354.392484,835.387935,36.112711,9,9,379;380;384;385;386;387;389;390;391,3,31.764566,2004.47394,,static_background_supported,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0165,379,381,1091.70661,882.804034,7.747351,2,2,379;381,13,4,230.5,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0166,379,381,1349.209139,884.049212,0.320419,2,2,379;381,13,3,205,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0167,379,381,1107.812893,903.464304,27.38027,3,3,379;380;381,13,57.203341,5351.696055,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0168,379,379,1100.513433,894.793035,999999,1,1,379,15,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0169,379,379,1284.888722,942.589474,999999,1,1,379,15,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0170,380,388,1348.453575,849.969949,22.07242,6,6,380;381;382;383;384;388,6,28.702013,1894.999707,,static_background_supported,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0171,380,381,1338.464401,852.271287,6.152317,2,2,380;381,13,19.5,1356.5,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0172,380,380,1339.445498,859.00158,999999,1,1,380,14,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0173,380,380,1130.184049,968.961656,999999,1,1,380,14,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0174,380,380,1310.403448,969.758621,999999,1,1,380,14,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0175,380,380,1124.498276,970.210345,999999,1,1,380,14,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0176,380,381,1310.245,998.943088,13.83234,2,2,380;381,13,29,1986,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0177,380,387,1354.020931,1027.316146,26.355492,7,7,380;381;383;384;385;386;387,7,218.822079,14283.914058,,static_background_supported,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0178,381,384,1361.222115,843.05047,23.497592,4,4,381;382;383;384,10,25.317978,1759.425244,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0179,381,386,1362.12348,854.426775,29.79804,5,5,381;382;383;385;386,8,3.577709,183.544654,,static_background_supported,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0180,381,383,1329.028137,868.931443,20.978811,3,3,381;382;383,11,0.471405,10.498677,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0181,381,390,1137.627369,885.515215,25.08471,6,6,381;382;386;387;388;390,4,3.21455,139.562909,,static_background_supported,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0182,382,385,1176.686596,845.381086,6.200898,2,2,382;385,9,3,142,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0183,382,382,1116.322795,848.507488,999999,1,1,382,12,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0184,382,383,1146.782506,863.28135,12.583045,2,2,382;383,11,3.5,262,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0185,382,384,1346.771335,874.504742,25.688174,3,3,382;383;384,10,1.247219,54.68902,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0186,382,383,1123.163483,902.63879,14.766188,2,2,382;383,11,63.5,3903.5,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0187,382,382,1340.893964,892.791191,999999,1,1,382,12,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0188,382,383,1321.821408,933.865704,8.061863,2,2,382;383,11,1.5,101,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0189,382,384,1315.72624,930.27189,11.558266,2,2,382;384,10,2,93,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0190,382,384,1327.405221,998.828142,30.835935,3,3,382;383;384,10,9.177267,728.740009,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0191,383,384,1294.711035,833.6134,11.99651,2,2,383;384,10,7.5,448,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0192,383,383,1127.816485,845.729393,999999,1,1,383,11,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0193,383,388,1178.00105,858.51139,38.211594,5,5,383;384;385;387;388,6,5.52811,330.140818,,static_background_supported,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0194,383,387,1124.256379,882.338244,21.128285,4,4,383;384;386;387,7,3.278719,177.069725,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0195,383,385,1165.705432,932.608222,24.376879,3,3,383;384;385,9,6.128259,454.111832,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0196,383,385,1159.52019,947.671201,25.456968,3,3,383;384;385,9,0.816497,39.075426,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0197,384,390,1384.838555,844.281531,34.803494,7,7,384;385;386;387;388;389;390,4,32.070076,1937.880212,,static_background_supported,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0198,384,386,1163.344287,863.757688,28.855212,3,3,384;385;386,8,4.988877,318.873364,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0199,384,387,1367.480115,875.973841,12.966238,4,4,384;385;386;387,7,2.861381,168.191112,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0200,384,388,1379.606275,881.109728,12.82139,3,3,384;387;388,6,4.109609,418.507135,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0201,384,387,1139.999044,903.191039,21.201451,4,4,384;385;386;387,7,87.425683,6371.881056,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0202,384,384,1097.533971,904.4469,999999,1,1,384,10,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0203,384,385,1329.819302,1010.72786,4.090271,2,2,384;385,9,8.5,498,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0204,384,384,1323.171053,1012.949393,999999,1,1,384,10,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0205,384,388,1365.624405,1029.483752,24.201012,3,3,384;387;388,6,204.014705,16942.657728,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0206,384,390,1378.871523,1032.015052,12.70988,4,4,384;385;387;390,4,47.404509,3057.086072,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0207,385,390,1197.859302,833.456111,7.959898,3,3,385;389;390,4,0.816497,83.82654,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0208,385,390,1230.730923,841.905824,23.62012,3,3,385;386;390,4,1.247219,92.739779,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0209,385,389,1370.537253,848.352893,10.490745,5,5,385;386;387;388;389,5,13.120976,780.179979,,static_background_supported,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0210,385,390,1151.357449,885.287192,28.578701,4,4,385;388;389;390,4,10.985786,814.506139,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0211,385,387,1345.26335,996.157266,22.26279,3,3,385;386;387,7,11.145502,564.129024,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0212,386,390,1191.770183,858.234942,23.619265,2,2,386;390,4,0.5,75,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0213,386,388,1184.022372,932.713883,21.526563,3,3,386;387;388,6,4.496913,225.540831,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0214,386,386,1172.846154,946.790724,999999,1,1,386,8,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0215,386,386,1137.695312,961.8125,999999,1,1,386,8,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0216,386,387,1346.626136,972.979936,12.4811,2,2,386;387,7,2.5,105,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0217,386,386,1383.535766,984.373723,999999,1,1,386,8,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0218,387,387,1173.415267,833.338931,999999,1,1,387,7,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0219,387,387,1212.56392,836.284091,999999,1,1,387,7,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0220,387,389,1402.696766,839.910322,25.259963,3,3,387;388;389,5,14.727148,1324.750794,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0221,387,388,1335.010209,918.619235,8.332858,2,2,387;388,6,5,481.5,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0222,387,392,1374.190222,1018.080552,26.901765,6,6,387;388;389;390;391;392,2,185.952279,13099.320679,,static_background_supported,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0223,388,388,1190.875321,830.826478,999999,1,1,388,6,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0224,388,393,1369.768805,831.541639,14.505216,4,4,388;389;392;393,1,7.790218,636.902809,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0225,388,389,1161.777861,841.660871,8.616732,2,2,388;389,5,0,52,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0226,388,390,1209.492839,855.016795,25.981462,3,3,388;389;390,4,2.160247,72.269557,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0227,388,389,1379.213847,867.409166,7.272722,2,2,388;389,5,0.5,51.5,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0228,388,391,1159.467432,904.575223,22.269248,4,4,388;389;390;391,3,106.379039,5501.330566,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0229,388,394,1190.9333,908.125373,16.405054,4,4,388;389;391;394,0,421.611418,34001.624479,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0230,388,388,1184.861894,947.292119,999999,1,1,388,6,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0231,388,388,1343.674901,952.295455,999999,1,1,388,6,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0232,388,393,1413.936365,961.157023,21.693353,4,4,388;389;390;393,1,2.915476,193.79177,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0233,388,388,1356.473103,970.968276,999999,1,1,388,6,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0234,388,390,1364.43196,995.609718,29.834554,3,3,388;389;390,4,7.586538,209.094875,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0235,388,388,1361.450719,1009.915811,999999,1,1,388,6,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0236,388,393,1394.660812,1029.273031,15.248937,5,5,388;390;391;392;393,1,143.216479,10024.934122,,static_background_supported,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0237,388,394,1404.937359,1028.768352,11.236169,4,4,388;390;392;394,0,150.400299,10921.906255,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0238,389,390,1208.408062,909.839634,20.525803,2,2,389;390,4,4,288,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0239,389,390,1349.052451,919.213558,10.455451,2,2,389;390,4,0.5,96,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0240,389,390,1199.884692,932.34439,14.892048,2,2,389;390,4,6.5,208,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0241,389,391,1388.877344,1016.041952,18.69223,3,3,389;390;391,3,2.494438,266.617079,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0242,390,394,1380.361892,831.781447,2.362231,3,3,390;393;394,0,2.160247,87.731915,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0243,390,390,1414.625502,839.536145,999999,1,1,390,4,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0244,390,394,1426.825977,842.283853,28.565302,5,5,390;391;392;393;394,0,10.526158,930.240958,,static_background_supported,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0245,390,390,1394.290076,876.555725,999999,1,1,390,4,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0246,390,394,1165.146427,881.998717,12.184389,5,5,390;391;392;393;394,0,28.024275,2217.85224,,static_background_supported,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0247,390,390,1161.927815,918.627526,999999,1,1,390,4,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0248,390,391,1142.41502,922.168021,4.337875,2,2,390;391,3,0,149,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0249,390,391,1145.239647,926.403531,23.502421,2,2,390;391,3,0.5,144,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0250,390,391,1199.148378,948.57136,9.945688,2,2,390;391,3,0.5,169,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0251,390,390,1354.850769,954.236923,999999,1,1,390,4,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0252,391,391,1395.41663,852.747374,999999,1,1,391,3,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0253,391,393,1227.989196,854.66642,28.240752,3,3,391;392;393,1,3.771236,347.144862,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0254,391,392,1162.255299,857.272058,8.091671,2,2,391;392,2,0,34.5,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0255,391,392,1205.003776,863.154482,8.315364,2,2,391;392,2,0.5,90.5,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0256,391,391,1400.841379,868.42069,999999,1,1,391,3,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0257,391,393,1409.854688,878.988034,23.327063,3,3,391;392;393,1,0.471405,95.834348,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0258,391,391,1176.284227,895.7587,999999,1,1,391,3,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0259,391,393,1216.707039,932.208694,27.445504,3,3,391;392;393,1,6.342099,739.364292,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0260,391,392,1224.278465,966.08592,14.138212,2,2,391;392,2,15.5,2664,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0261,391,391,1364.299367,961.068038,999999,1,1,391,3,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0262,391,393,1432.07715,959.672411,21.608107,3,3,391;392;393,1,0.471405,204.137753,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0263,391,393,1383.054317,995.093062,24.043666,3,3,391;392;393,1,4.109609,626.285877,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0264,392,394,1397.822819,833.005302,25.489944,3,3,392;393;394,0,1.885618,46.925473,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0265,392,394,1410.924244,849.915719,8.161119,3,3,392;393;394,0,8.485281,582.838457,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0266,392,392,1407.170438,857.50329,999999,1,1,392,2,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0267,392,393,1173.145514,905.223621,8.724088,2,2,392;393,1,0.5,5981.5,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0268,392,393,1212.845091,949.333951,10.773128,2,2,392;393,1,2,35.5,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0269,392,392,1381.619403,970.58806,999999,1,1,392,2,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0270,392,394,1388.599419,1007.174254,13.207727,3,3,392;393;394,0,5.436502,268.215502,,static_background_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0271,393,394,1440.515899,839.822789,2.319195,2,2,393;394,0,7,548.5,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0272,393,394,1419.024819,865.269853,23.255556,2,2,393;394,0,29,1972.5,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0273,393,394,1180.674055,882.806347,1.719097,2,2,393;394,0,34,2583,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0274,393,394,1432.974195,882.927492,3.041045,2,2,393;394,0,7,371,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0275,393,394,1422.226629,881.136695,7.261312,2,2,393;394,0,5,393.5,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0276,393,394,1376.1178,921.164975,5.376207,2,2,393;394,0,6,490,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0277,393,393,1394.689384,989.847969,999999,1,1,393,1,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0278,393,394,1396.568994,995.973362,2.595405,2,2,393;394,0,25.5,1832,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0279,394,394,1179.974967,856.243742,999999,1,1,394,0,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0280,394,394,1431.645904,863.483074,999999,1,1,394,0,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0281,394,394,1450.339572,865.581551,999999,1,1,394,0,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0282,394,394,1197.956164,887.690868,999999,1,1,394,0,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0283,394,394,1237.089479,916.60472,999999,1,1,394,0,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0284,394,394,1228.929909,931.683988,999999,1,1,394,0,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0285,394,394,1444.480757,958.302674,999999,1,1,394,0,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0286,394,394,1408.050764,1015.586496,999999,1,1,394,0,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
BG_D1_R1_0287,394,394,1429.999019,1027.872424,999999,1,1,394,0,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 plus D1-R1 unique-frame support rules
