core_subgraph_id,sar_frame,member_atom_ids,graph_edge_ids,connected_in_atom_graph,core_relation_type,core_role_summary,core_support_geometry,core_lineage_evidence,core_background_relation,box_state,state_reason_cn
R21C00098,80,R21A00075;R21A00076,R21GE00169,true,body_to_side,R21A00075:side_ridge_candidate;R21A00076:body_core_candidate,"bbox=1146,1133,1266,1241;proj=140.370435/106.279279;cov=152.734235/98.618596;pix=1246",single_frame_core,background_separable_or_absent,vehicle_response_box_possible,局部关系成立，但谱系或边界仍不足以支持完整车辆响应。
R21C00099,80,R21A00075;R21A00077,,true,unresolved_local_response,R21A00075:side_ridge_candidate;R21A00077:side_ridge_candidate,"bbox=1146,1133,1266,1271;proj=169.869379/131.872474;cov=132.658612/108.487992;pix=891",R21PT0009,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00100,81,R21A00083,,true,single_partial_body,R21A00083:body_core_candidate,"bbox=1200,1181,1260,1241;proj=67.120084/66.274667;cov=72.643783/39.84224;pix=420",R21PT0008,nearby_background,vehicle_response_box_possible,只有局部主体响应，缺少端点或侧边闭合，保持 possible。
R21C00101,81,R21A00084,,true,unresolved_local_response,R21A00084:unresolved_atom,"bbox=1302,1133,1314,1145;proj=12.761169/6.45617;cov=12.527746/6.163741;pix=42",single_frame_core,nearby_background,unresolved,局部响应可见但结构关系不足。
R21C00102,81,R21A00085,,true,unresolved_local_response,R21A00085:unresolved_atom,"bbox=1176,1241,1212,1271;proj=34.486044/20.451502;cov=35.501767/19.704033;pix=41",R21PT0009,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00103,81,R21A00086,,true,unresolved_local_response,R21A00086:isolated_small_atom,"bbox=1242,1175,1272,1187;proj=23.085146/2.394269;cov=28.81719/2.887279;pix=23",single_frame_core,nearby_background,unresolved,局部响应可见但结构关系不足。
R21C00104,81,R21A00083;R21A00085,R21GE00195,true,unresolved_local_response,R21A00083:body_core_candidate;R21A00085:unresolved_atom,"bbox=1176,1181,1260,1271;proj=106.407052/71.293159;cov=77.64982/67.0742;pix=461",R21PT0008;R21PT0009,nearby_background,unresolved,局部响应可见但结构关系不足。
R21C00105,212,R21A00087,,true,unresolved_local_response,R21A00087:unresolved_atom,"bbox=957,1126,1132,1240;proj=169.556586/119.089824;cov=134.449757/118.397219;pix=1530",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00106,212,R21A00088,,true,single_endpoint_part,R21A00088:endpoint_hotspot_candidate,"bbox=1005,1210,1023,1240;proj=24.417849/14.517682;cov=34.27508/18.515953;pix=37",R21PT0010,background_separable_or_absent,vehicle_part_box_only,仅有端点或侧边局部响应，没有主体闭合，作为局部部件框保留。
R21C00107,212,R21A00087;R21A00088,R21GE00200,true,unresolved_local_response,R21A00087:unresolved_atom;R21A00088:endpoint_hotspot_candidate,"bbox=957,1126,1132,1240;proj=165.692242/124.17037;cov=137.463645/118.336231;pix=1567",R21PT0010,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00108,213,R21A00089,,true,unresolved_local_response,R21A00089:unresolved_atom,"bbox=981,1126,1132,1240;proj=160.930329/132.925376;cov=128.508181/118.726093;pix=1544",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00109,213,R21A00090,,true,unresolved_local_response,R21A00090:unresolved_atom,"bbox=963,1150,987,1180;proj=30.517748/21.002721;cov=32.292737/19.326742;pix=42",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00110,213,R21A00091,,true,single_endpoint_part,R21A00091:endpoint_hotspot_candidate,"bbox=1005,1210,1023,1246;proj=28.738875/14.003283;cov=38.172054/16.464201;pix=41",R21PT0010,background_separable_or_absent,vehicle_part_box_only,仅有端点或侧边局部响应，没有主体闭合，作为局部部件框保留。
R21C00111,213,R21A00089;R21A00091,R21GE00202,true,unresolved_local_response,R21A00089:unresolved_atom;R21A00091:endpoint_hotspot_candidate,"bbox=981,1126,1132,1246;proj=161.663554/133.076221;cov=133.592108/117.251368;pix=1585",R21PT0010,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00112,216,R21A00092,,true,unresolved_local_response,R21A00092:unresolved_atom,"bbox=975,1126,1131,1240;proj=166.662518/127.951855;cov=127.899768/119.781743;pix=1513",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00113,216,R21A00093,,true,single_endpoint_part,R21A00093:endpoint_hotspot_candidate,"bbox=1017,1216,1035,1240;proj=23.323199/13.892262;cov=30.506994/13.36948;pix=39",R21PT0010,background_separable_or_absent,vehicle_part_box_only,仅有端点或侧边局部响应，没有主体闭合，作为局部部件框保留。
R21C00114,216,R21A00092;R21A00093,R21GE00204,true,unresolved_local_response,R21A00092:unresolved_atom;R21A00093:endpoint_hotspot_candidate,"bbox=975,1126,1131,1240;proj=164.515942/132.432479;cov=132.084754/118.516077;pix=1552",R21PT0010,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00115,220,R21A00094,,true,unresolved_local_response,R21A00094:unresolved_atom,"bbox=1011,1126,1132,1240;proj=132.519419/120.318057;cov=125.092883/111.165525;pix=1373",R21PT0011,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00116,220,R21A00095,,true,unresolved_local_response,R21A00095:unresolved_atom,"bbox=993,1156,1017,1174;proj=18.208152/12.369022;cov=22.844031/12.367589;pix=39",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00117,224,R21A00096,,true,unresolved_local_response,R21A00096:unresolved_atom,"bbox=1005,1126,1132,1234;proj=119.443742/127.290026;cov=126.777071/118.571746;pix=1536",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00118,224,R21A00097,,true,single_endpoint_part,R21A00097:endpoint_hotspot_candidate,"bbox=1041,1210,1065,1240;proj=29.003418/17.207934;cov=33.269104/16.968301;pix=88",R21PT0011,background_separable_or_absent,vehicle_part_box_only,仅有端点或侧边局部响应，没有主体闭合，作为局部部件框保留。
R21C00119,224,R21A00098,,true,single_endpoint_part,R21A00098:endpoint_hotspot_candidate,"bbox=1011,1228,1029,1240;proj=13.950047/7.802654;cov=17.491136/8.352599;pix=30",single_frame_core,background_separable_or_absent,vehicle_part_box_only,仅有端点或侧边局部响应，没有主体闭合，作为局部部件框保留。
R21C00120,224,R21A00096;R21A00097,R21GE00206,true,unresolved_local_response,R21A00096:unresolved_atom;R21A00097:endpoint_hotspot_candidate,"bbox=1005,1126,1132,1240;proj=134.753481/130.881679;cov=132.584374/116.058894;pix=1624",R21PT0011,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00121,224,R21A00096;R21A00098,R21GE00207,true,unresolved_local_response,R21A00096:unresolved_atom;R21A00098:endpoint_hotspot_candidate,"bbox=1005,1126,1132,1240;proj=146.942389/133.202908;cov=132.34944/119.409386;pix=1566",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00122,224,R21A00097;R21A00098,R21GE00208,true,unresolved_local_response,R21A00097:endpoint_hotspot_candidate;R21A00098:endpoint_hotspot_candidate,"bbox=1011,1210,1065,1240;proj=54.324089/22.089922;cov=69.97743/20.766663;pix=118",R21PT0011,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00123,224,R21A00096;R21A00097;R21A00098,R21GE00206;R21GE00207;R21GE00208,true,unresolved_local_response,R21A00096:unresolved_atom;R21A00097:endpoint_hotspot_candidate;R21A00098:endpoint_hotspot_candidate,"bbox=1005,1126,1132,1240;proj=147.17873/133.237509;cov=137.613342/116.256676;pix=1654",R21PT0011,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00124,227,R21A00099,,true,unresolved_local_response,R21A00099:unresolved_atom,"bbox=1017,1126,1132,1234;proj=123.759396/131.843887;cov=129.967732/113.230229;pix=1475",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00125,227,R21A00100,,true,single_endpoint_part,R21A00100:endpoint_hotspot_candidate,"bbox=1047,1204,1077,1240;proj=31.462812/19.527352;cov=34.142149/16.868668;pix=106",R21PT0011,background_separable_or_absent,vehicle_part_box_only,仅有端点或侧边局部响应，没有主体闭合，作为局部部件框保留。
R21C00126,227,R21A00101,,true,unresolved_local_response,R21A00101:isolated_small_atom,"bbox=1023,1228,1041,1240;proj=10.815024/4.383965;cov=15.096859/5.38758;pix=17",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00127,227,R21A00099;R21A00100,R21GE00209,true,unresolved_local_response,R21A00099:unresolved_atom;R21A00100:endpoint_hotspot_candidate,"bbox=1017,1126,1132,1240;proj=108.01978/109.136986;cov=132.433462/114.071726;pix=1581",R21PT0011,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00128,228,R21A00102,,true,unresolved_local_response,R21A00102:unresolved_atom,"bbox=1023,1126,1132,1240;proj=116.83914/118.129221;cov=129.449601/115.962912;pix=1481",R21PT0012,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00129,228,R21A00103,,true,single_partial_body,R21A00103:body_core_candidate,"bbox=1053,1204,1083,1240;proj=30.893375/19.900229;cov=34.913373/17.258095;pix=120",R21PT0011,background_separable_or_absent,vehicle_response_box_possible,只有局部主体响应，缺少端点或侧边闭合，保持 possible。
R21C00130,228,R21A00104,,true,unresolved_local_response,R21A00104:isolated_small_atom,"bbox=1023,1228,1041,1240;proj=12.2686/6.638308;cov=15.852917/6.596102;pix=17",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00131,228,R21A00102;R21A00103,R21GE00212,true,unresolved_local_response,R21A00102:unresolved_atom;R21A00103:body_core_candidate,"bbox=1023,1126,1132,1240;proj=121.784973/116.695498;cov=134.240876/113.743136;pix=1601",R21PT0011;R21PT0012,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00132,238,R21A00105,,true,single_partial_body,R21A00105:body_core_candidate,"bbox=1051,1135,1177,1255;proj=129.358351/133.566298;cov=142.248431/98.627538;pix=1228",R21PT0012,background_separable_or_absent,vehicle_response_box_possible,只有局部主体响应，缺少端点或侧边闭合，保持 possible。
R21C00133,238,R21A00106,,true,unresolved_local_response,R21A00106:isolated_small_atom,"bbox=1063,1231,1075,1243;proj=11.278286/4.199029;cov=15.109116/4.970072;pix=22",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00134,239,R21A00107,,true,single_partial_body,R21A00107:body_core_candidate,"bbox=1051,1135,1177,1255;proj=123.353373/138.46667;cov=139.260414/91.299139;pix=1260",single_frame_core,background_separable_or_absent,vehicle_response_box_possible,只有局部主体响应，缺少端点或侧边闭合，保持 possible。
R21C00135,239,R21A00108,,true,single_partial_body,R21A00108:body_core_candidate,"bbox=1087,1201,1111,1237;proj=38.64975/17.341376;cov=39.762825/15.713012;pix=111",single_frame_core,background_separable_or_absent,vehicle_response_box_possible,只有局部主体响应，缺少端点或侧边闭合，保持 possible。
R21C00136,239,R21A00109,,true,unresolved_local_response,R21A00109:isolated_small_atom,"bbox=1063,1231,1075,1243;proj=10.516264/3.847633;cov=11.63297/4.382619;pix=16",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00137,243,R21A00110,,true,single_partial_body,R21A00110:body_core_candidate,"bbox=1063,1135,1195,1249;proj=114.629023/141.639222;cov=134.29263/94.952339;pix=1305",single_frame_core,background_separable_or_absent,vehicle_response_box_possible,只有局部主体响应，缺少端点或侧边闭合，保持 possible。
R21C00138,243,R21A00111,,true,unresolved_local_response,R21A00111:isolated_small_atom,"bbox=1075,1231,1087,1243;proj=9.698114/4.440019;cov=13.862584/4.385063;pix=16",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00139,243,R21A00112,,true,unresolved_local_response,R21A00112:isolated_small_atom,"bbox=1177,1165,1195,1177;proj=12.01893/5.029013;cov=18.270941/6.829302;pix=16",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00140,250,R21A00113,,true,single_partial_body,R21A00113:body_core_candidate,"bbox=1099,1135,1201,1261;proj=126.631094/124.61443;cov=117.517289/78.241227;pix=1250",single_frame_core,background_separable_or_absent,vehicle_response_box_possible,只有局部主体响应，缺少端点或侧边闭合，保持 possible。
R21C00141,250,R21A00114,,true,unresolved_local_response,R21A00114:isolated_small_atom,"bbox=1183,1165,1201,1189;proj=18.389821/12.661051;cov=23.817618/16.588508;pix=18",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00142,250,R21A00115,,true,unresolved_local_response,R21A00115:isolated_small_atom,"bbox=1195,1135,1218,1153;proj=19.404706/9.518195;cov=18.554046/12.222701;pix=18",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00143,259,R21A00116,,true,single_partial_body,R21A00116:body_core_candidate,"bbox=1069,1135,1189,1255;proj=115.891858/113.436128;cov=143.676019/81.056485;pix=1170",R21PT0013,background_separable_or_absent,vehicle_response_box_possible,只有局部主体响应，缺少端点或侧边闭合，保持 possible。
R21C00144,259,R21A00117,,true,single_partial_body,R21A00117:body_core_candidate,"bbox=1189,1195,1218,1237;proj=35.068284/21.791804;cov=39.266995/16.356435;pix=112",R21PT0014,background_separable_or_absent,vehicle_response_box_possible,只有局部主体响应，缺少端点或侧边闭合，保持 possible。
R21C00145,259,R21A00118,,true,single_side_part,R21A00118:side_ridge_candidate,"bbox=1189,1141,1218,1189;proj=44.913316/30.488605;cov=62.313382/26.317921;pix=55",single_frame_core,background_separable_or_absent,vehicle_part_box_only,仅有端点或侧边局部响应，没有主体闭合，作为局部部件框保留。
R21C00146,259,R21A00116;R21A00117,,true,unresolved_local_response,R21A00116:body_core_candidate;R21A00117:body_core_candidate,"bbox=1069,1135,1218,1255;proj=118.960193/109.554309;cov=146.788564/89.942135;pix=1282",R21PT0013;R21PT0014,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00147,259,R21A00116;R21A00118,R21GE00226,true,body_to_side,R21A00116:body_core_candidate;R21A00118:side_ridge_candidate,"bbox=1069,1135,1218,1255;proj=116.090675/147.319003;cov=141.02035/93.75792;pix=1225",R21PT0013,background_separable_or_absent,vehicle_response_box_supported,主体与端点/侧边经 accepted edge 连通且存在重生谱系。
R21C00148,259,R21A00117;R21A00118,R21GE00227,true,body_to_side,R21A00117:body_core_candidate;R21A00118:side_ridge_candidate,"bbox=1189,1141,1218,1237;proj=89.761329/26.831297;cov=106.736505/21.652146;pix=167",R21PT0014,background_separable_or_absent,vehicle_response_box_supported,主体与端点/侧边经 accepted edge 连通且存在重生谱系。
R21C00149,259,R21A00116;R21A00117;R21A00118,R21GE00226;R21GE00227,true,body_to_side,R21A00116:body_core_candidate;R21A00117:body_core_candidate;R21A00118:side_ridge_candidate,"bbox=1069,1135,1218,1255;proj=118.717595/141.477449;cov=144.073083/99.445668;pix=1337",R21PT0013;R21PT0014,background_separable_or_absent,vehicle_response_box_supported,主体与端点/侧边经 accepted edge 连通且存在重生谱系。
R21C00150,260,R21A00119,,true,unresolved_local_response,R21A00119:unresolved_atom,"bbox=1075,1135,1218,1195;proj=142.66627/58.828495;cov=121.434694/46.625953;pix=716",R21PT0013,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00151,260,R21A00120,,true,single_partial_body,R21A00120:body_core_candidate,"bbox=1117,1201,1189,1255;proj=70.742386/39.393837;cov=67.593766/28.155377;pix=464",single_frame_core,background_separable_or_absent,vehicle_response_box_possible,只有局部主体响应，缺少端点或侧边闭合，保持 possible。
R21C00152,260,R21A00121,,true,single_endpoint_part,R21A00121:endpoint_hotspot_candidate,"bbox=1195,1201,1218,1237;proj=29.928167/20.25464;cov=35.891721/13.839373;pix=96",R21PT0014,background_separable_or_absent,vehicle_part_box_only,仅有端点或侧边局部响应，没有主体闭合，作为局部部件框保留。
R21C00153,260,R21A00119;R21A00120,R21GE00228,true,unresolved_local_response,R21A00119:unresolved_atom;R21A00120:body_core_candidate,"bbox=1075,1135,1218,1255;proj=120.449429/142.516329;cov=140.971472/99.302903;pix=1180",R21PT0013,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00154,260,R21A00119;R21A00121,R21GE00229,true,unresolved_local_response,R21A00119:unresolved_atom;R21A00121:endpoint_hotspot_candidate,"bbox=1075,1135,1218,1237;proj=152.29595/89.882805;cov=146.160113/63.14027;pix=812",R21PT0013;R21PT0014,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00155,260,R21A00120;R21A00121,R21GE00230,true,body_to_endpoint,R21A00120:body_core_candidate;R21A00121:endpoint_hotspot_candidate,"bbox=1117,1201,1218,1255;proj=100.116577/40.04626;cov=97.920752/29.72479;pix=560",R21PT0014,background_separable_or_absent,vehicle_response_box_supported,主体与端点/侧边经 accepted edge 连通且存在重生谱系。
R21C00156,260,R21A00119;R21A00120;R21A00121,R21GE00228;R21GE00229;R21GE00230,true,body_to_endpoint,R21A00119:unresolved_atom;R21A00120:body_core_candidate;R21A00121:endpoint_hotspot_candidate,"bbox=1075,1135,1218,1255;proj=125.618516/135.689767;cov=144.256904/104.171802;pix=1276",R21PT0013;R21PT0014,background_separable_or_absent,vehicle_response_box_supported,主体与端点/侧边经 accepted edge 连通且存在重生谱系。
R21C00157,262,R21A00122,,true,single_partial_body,R21A00122:body_core_candidate,"bbox=1075,1135,1218,1267;proj=148.513818/123.042658;cov=143.384154/108.577539;pix=1208",R21PT0013,background_separable_or_absent,vehicle_response_box_possible,只有局部主体响应，缺少端点或侧边闭合，保持 possible。
R21C00158,263,R21A00123,,true,single_partial_body,R21A00123:body_core_candidate,"bbox=1069,1135,1218,1261;proj=133.698089/129.357102;cov=141.83801/111.708348;pix=1262",R21PT0015,background_separable_or_absent,vehicle_response_box_possible,只有局部主体响应，缺少端点或侧边闭合，保持 possible。
R21C00159,269,R21A00124,,true,unresolved_local_response,R21A00124:unresolved_atom,"bbox=1107,1138,1245,1246;proj=133.359857/129.361695;cov=135.011129/113.11723;pix=1273",R21PT0015,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00160,269,R21A00125,,true,single_partial_body,R21A00125:body_core_candidate,"bbox=1143,1204,1185,1258;proj=40.758234/51.415705;cov=37.813215/27.96734;pix=264",R21PT0016,background_separable_or_absent,vehicle_response_box_possible,只有局部主体响应，缺少端点或侧边闭合，保持 possible。
R21C00161,269,R21A00126,,true,single_endpoint_part,R21A00126:endpoint_hotspot_candidate,"bbox=1227,1192,1245,1240;proj=39.985376/12.708738;cov=36.295809/9.270852;pix=84",R21PT0017,background_separable_or_absent,vehicle_part_box_only,仅有端点或侧边局部响应，没有主体闭合，作为局部部件框保留。
R21C00162,269,R21A00127,,true,unresolved_local_response,R21A00127:isolated_small_atom,"bbox=1251,1174,1263,1186;proj=11.166514/7.682165;cov=13.249047/6.748731;pix=27",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00163,269,R21A00128,,true,unresolved_local_response,R21A00128:isolated_small_atom,"bbox=1263,1138,1281,1150;proj=9.423873/13.890717;cov=14.50622/12.217399;pix=21",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00164,269,R21A00129,,true,unresolved_local_response,R21A00129:isolated_small_atom,"bbox=1245,1138,1257,1156;proj=10.122504/6.285005;cov=14.714661/7.811609;pix=18",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00165,269,R21A00124;R21A00125,R21GE00231,true,unresolved_local_response,R21A00124:unresolved_atom;R21A00125:body_core_candidate,"bbox=1107,1138,1245,1258;proj=117.727131/133.690132;cov=134.90319/114.354855;pix=1537",R21PT0015;R21PT0016,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00166,269,R21A00124;R21A00126,R21GE00232,true,unresolved_local_response,R21A00124:unresolved_atom;R21A00126:endpoint_hotspot_candidate,"bbox=1107,1138,1245,1246;proj=143.16016/131.551491;cov=142.539551/111.783874;pix=1357",R21PT0015;R21PT0017,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00167,270,R21A00130,,true,unresolved_local_response,R21A00130:unresolved_atom,"bbox=1107,1138,1263,1240;proj=150.007762/141.116652;cov=138.450553/116.805234;pix=1302",R21PT0016,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00168,270,R21A00131,,true,single_partial_body,R21A00131:body_core_candidate,"bbox=1137,1204,1185,1258;proj=45.14678/47.712573;cov=42.082406/26.384592;pix=266",R21PT0015,background_separable_or_absent,vehicle_response_box_possible,只有局部主体响应，缺少端点或侧边闭合，保持 possible。
R21C00169,270,R21A00132,,true,single_endpoint_part,R21A00132:endpoint_hotspot_candidate,"bbox=1233,1192,1245,1234;proj=39.012628/12.001846;cov=40.042044/9.047515;pix=98",R21PT0017,background_separable_or_absent,vehicle_part_box_only,仅有端点或侧边局部响应，没有主体闭合，作为局部部件框保留。
R21C00170,270,R21A00133,,true,unresolved_local_response,R21A00133:unresolved_atom,"bbox=1245,1162,1275,1186;proj=26.405469/18.352677;cov=25.361732/17.650958;pix=44",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00171,270,R21A00134,,true,unresolved_local_response,R21A00134:isolated_small_atom,"bbox=1269,1138,1287,1150;proj=9.781078/12.172136;cov=14.348224/12.026607;pix=22",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00172,270,R21A00130;R21A00131,R21GE00246,true,unresolved_local_response,R21A00130:unresolved_atom;R21A00131:body_core_candidate,"bbox=1107,1138,1263,1258;proj=145.336315/149.772248;cov=132.808963/127.135452;pix=1568",R21PT0015;R21PT0016,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00173,270,R21A00130;R21A00132,R21GE00247,true,unresolved_local_response,R21A00130:unresolved_atom;R21A00132:endpoint_hotspot_candidate,"bbox=1107,1138,1263,1240;proj=149.825075/141.930424;cov=147.177924/113.01384;pix=1400",R21PT0016;R21PT0017,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00174,270,R21A00130;R21A00133,,true,unresolved_local_response,R21A00130:unresolved_atom;R21A00133:unresolved_atom,"bbox=1107,1138,1275,1240;proj=158.045605/128.483352;cov=143.505222/118.047554;pix=1346",R21PT0016,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00175,271,R21A00135,,true,unresolved_local_response,R21A00135:unresolved_atom,"bbox=1107,1138,1287,1240;proj=163.846332/130.753514;cov=143.205099/123.607951;pix=1311",R21PT0015,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00176,271,R21A00136,,true,single_partial_body,R21A00136:body_core_candidate,"bbox=1143,1210,1197,1252;proj=47.660653/39.674359;cov=46.104177/22.580143;pix=272",R21PT0016,background_separable_or_absent,vehicle_response_box_possible,只有局部主体响应，缺少端点或侧边闭合，保持 possible。
R21C00177,271,R21A00137,,true,single_endpoint_part,R21A00137:endpoint_hotspot_candidate,"bbox=1233,1198,1251,1240;proj=34.511484/9.104588;cov=34.670425/6.925401;pix=98",R21PT0017,background_separable_or_absent,vehicle_part_box_only,仅有端点或侧边局部响应，没有主体闭合，作为局部部件框保留。
R21C00178,271,R21A00138,,true,unresolved_local_response,R21A00138:isolated_small_atom,"bbox=1245,1174,1275,1192;proj=23.000527/10.490702;cov=26.028135/11.106925;pix=29",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00179,271,R21A00135;R21A00136,R21GE00256,true,unresolved_local_response,R21A00135:unresolved_atom;R21A00136:body_core_candidate,"bbox=1107,1138,1287,1252;proj=166.285268/137.120646;cov=140.032292/129.012319;pix=1583",R21PT0015;R21PT0016,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00180,271,R21A00135;R21A00137,R21GE00257,true,unresolved_local_response,R21A00135:unresolved_atom;R21A00137:endpoint_hotspot_candidate,"bbox=1107,1138,1287,1240;proj=157.543615/141.280746;cov=150.096608/120.091193;pix=1409",R21PT0015;R21PT0017,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00181,271,R21A00136;R21A00137,,true,body_to_endpoint,R21A00136:body_core_candidate;R21A00137:endpoint_hotspot_candidate,"bbox=1143,1198,1251,1252;proj=101.606796/37.180785;cov=141.672412/28.343501;pix=370",R21PT0016;R21PT0017,background_separable_or_absent,vehicle_response_box_supported,主体与端点/侧边经 accepted edge 连通且存在重生谱系。
R21C00182,271,R21A00135;R21A00136;R21A00137,R21GE00256;R21GE00257,true,body_to_endpoint,R21A00135:unresolved_atom;R21A00136:body_core_candidate;R21A00137:endpoint_hotspot_candidate,"bbox=1107,1138,1287,1252;proj=177.847427/110.319938;cov=141.617052/131.238268;pix=1681",R21PT0015;R21PT0016;R21PT0017,background_separable_or_absent,vehicle_response_box_supported,主体与端点/侧边经 accepted edge 连通且存在重生谱系。
R21C00183,272,R21A00139,,true,unresolved_local_response,R21A00139:unresolved_atom,"bbox=1107,1138,1251,1240;proj=145.479013/124.50858;cov=138.048527/109.606749;pix=1226",R21PT0016,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00184,272,R21A00140,,true,single_partial_body,R21A00140:body_core_candidate,"bbox=1143,1210,1197,1270;proj=47.934953/54.164965;cov=51.321472/27.156566;pix=284",R21PT0015,background_separable_or_absent,vehicle_response_box_possible,只有局部主体响应，缺少端点或侧边闭合，保持 possible。
R21C00185,272,R21A00141,,true,single_endpoint_part,R21A00141:endpoint_hotspot_candidate,"bbox=1239,1198,1257,1240;proj=34.713929/8.095761;cov=34.468536/7.253062;pix=100",R21PT0017,background_separable_or_absent,vehicle_part_box_only,仅有端点或侧边局部响应，没有主体闭合，作为局部部件框保留。
R21C00186,272,R21A00142,,true,unresolved_local_response,R21A00142:isolated_small_atom,"bbox=1257,1168,1281,1192;proj=19.19109/11.135392;cov=23.066485/11.966875;pix=31",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00187,272,R21A00143,,true,unresolved_local_response,R21A00143:isolated_small_atom,"bbox=1257,1138,1287,1156;proj=26.016032/10.450815;cov=40.000145/11.716811;pix=21",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00188,272,R21A00144,,true,unresolved_local_response,R21A00144:isolated_small_atom,"bbox=1227,1144,1251,1156;proj=16.546473/1.835308;cov=23.450741/2.1476;pix=14",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00189,272,R21A00139;R21A00140,R21GE00262,true,unresolved_local_response,R21A00139:unresolved_atom;R21A00140:body_core_candidate,"bbox=1107,1138,1251,1270;proj=125.6309/133.819102;cov=132.104302/119.650584;pix=1510",R21PT0015;R21PT0016,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00190,272,R21A00139;R21A00141,R21GE00263,true,unresolved_local_response,R21A00139:unresolved_atom;R21A00141:endpoint_hotspot_candidate,"bbox=1107,1138,1257,1240;proj=150.696007/122.811729;cov=147.669501/106.292123;pix=1326",R21PT0016;R21PT0017,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00191,273,R21A00145,,true,single_partial_body,R21A00145:body_core_candidate,"bbox=1115,1140,1259,1266;proj=145.094519/149.886751;cov=134.695702/118.188361;pix=1365",R21PT0016,background_separable_or_absent,vehicle_response_box_possible,只有局部主体响应，缺少端点或侧边闭合，保持 possible。
