region_id,pair_id,sar_frame,family,variant,comparison_group,geometry_basis,center_x,center_y,width_px,height_px,angle_deg,area_ratio_to_gt,offset_axis,offset_value,offset_unit,offset_px_local_range,offset_px_local_azimuth,offset_p0_convention_m_local_range,offset_p0_convention_m_local_azimuth,scale_ratio,rotation_relative_to_gt_deg,source_role,interpretation_scope,gt_overlap_allowed,background_source,outer_polygon,inner_polygon,metric_mapping_status,pixel_to_meter_status
E0_REG_000336_0004,WGV35A_PAIR_0033,336,SCALE,azimuth_only_scale_0.50,scale_response,local_range_azimuth_axes,921.75,940.5815,150.478349,91.594111,-120.773146,1.094149,,0,,-0,0,-0,0,0.5,-120.773146,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,920.896567:1028.658599;843.905791:899.367633;922.603433:852.504401;999.594209:981.795367,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0005,WGV35A_PAIR_0033,336,SCALE,storage_long_axis_only_scale_0.50,scale_response,axis_aligned_storage_long_short,921.75,940.5815,84.379,74.645,0,0.5,,0,,-0,0,-0,0,0.5,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,879.5605:903.259;963.9395:903.259;963.9395:977.904;879.5605:977.904,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0006,WGV35A_PAIR_0033,336,SCALE,storage_short_axis_only_scale_0.50,scale_response,axis_aligned_storage_long_short,921.75,940.5815,168.758,37.3225,0,0.5,,0,,-0,0,-0,0,0.5,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,837.371:921.92025;1006.129:921.92025;1006.129:959.24275;837.371:959.24275,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0007,WGV35A_PAIR_0033,336,SCALE,uniform_scale_0.75,scale_response,axis_aligned_sar_gt_bbox,921.75,940.5815,126.5685,55.98375,0,0.5625,,0,,-0,0,-0,0,0.75,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,858.46575:912.589625;985.03425:912.589625;985.03425:968.573375;858.46575:968.573375,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0008,WGV35A_PAIR_0033,336,SCALE,range_only_scale_0.75,scale_response,local_range_azimuth_axes,921.75,940.5815,112.858762,183.188223,-120.773146,1.641224,,0,,-0,0,-0,0,0.75,-120.773146,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,871.923899:1035.928844;814.180817:938.960619;971.576101:845.234156;1029.319183:942.202381,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0009,WGV35A_PAIR_0033,336,SCALE,azimuth_only_scale_0.75,scale_response,local_range_azimuth_axes,921.75,940.5815,150.478349,137.391167,-120.773146,1.641224,,0,,-0,0,-0,0,0.75,-120.773146,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,901.222157:1040.374407;824.231381:911.08344;942.277843:840.788593;1019.268619:970.07956,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0010,WGV35A_PAIR_0033,336,SCALE,storage_long_axis_only_scale_0.75,scale_response,axis_aligned_storage_long_short,921.75,940.5815,126.5685,74.645,0,0.75,,0,,-0,0,-0,0,0.75,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,858.46575:903.259;985.03425:903.259;985.03425:977.904;858.46575:977.904,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0011,WGV35A_PAIR_0033,336,SCALE,storage_short_axis_only_scale_0.75,scale_response,axis_aligned_storage_long_short,921.75,940.5815,168.758,55.98375,0,0.75,,0,,-0,0,-0,0,0.75,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,837.371:912.589625;1006.129:912.589625;1006.129:968.573375;837.371:968.573375,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0012,WGV35A_PAIR_0033,336,SCALE,uniform_scale_1.00,scale_response,axis_aligned_sar_gt_bbox,921.75,940.5815,168.758,74.645,0,1,,0,,-0,0,-0,0,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,837.371:903.259;1006.129:903.259;1006.129:977.904;837.371:977.904,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0013,WGV35A_PAIR_0033,336,SCALE,range_only_scale_1.00,scale_response,local_range_azimuth_axes,921.75,940.5815,150.478349,183.188223,-120.773146,2.188298,,0,,-0,0,-0,0,1,-120.773146,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,881.547746:1052.090215;804.55697:922.799248;961.952254:829.072785;1038.94303:958.363752,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0014,WGV35A_PAIR_0033,336,SCALE,azimuth_only_scale_1.00,scale_response,local_range_azimuth_axes,921.75,940.5815,150.478349,183.188223,-120.773146,2.188298,,0,,-0,0,-0,0,1,-120.773146,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,881.547746:1052.090215;804.55697:922.799248;961.952254:829.072785;1038.94303:958.363752,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0015,WGV35A_PAIR_0033,336,SCALE,storage_long_axis_only_scale_1.00,scale_response,axis_aligned_storage_long_short,921.75,940.5815,168.758,74.645,0,1,,0,,-0,0,-0,0,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,837.371:903.259;1006.129:903.259;1006.129:977.904;837.371:977.904,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0016,WGV35A_PAIR_0033,336,SCALE,storage_short_axis_only_scale_1.00,scale_response,axis_aligned_storage_long_short,921.75,940.5815,168.758,74.645,0,1,,0,,-0,0,-0,0,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,837.371:903.259;1006.129:903.259;1006.129:977.904;837.371:977.904,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0017,WGV35A_PAIR_0033,336,SCALE,uniform_scale_1.25,scale_response,axis_aligned_sar_gt_bbox,921.75,940.5815,210.9475,93.30625,0,1.5625,,0,,-0,0,-0,0,1.25,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,816.27625:893.928375;1027.22375:893.928375;1027.22375:987.234625;816.27625:987.234625,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0018,WGV35A_PAIR_0033,336,SCALE,range_only_scale_1.25,scale_response,local_range_azimuth_axes,921.75,940.5815,188.097936,183.188223,-120.773146,2.735373,,0,,-0,0,-0,0,1.25,-120.773146,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,891.171593:1068.251585;794.933124:906.637878;952.328407:812.911415;1048.566876:974.525122,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0019,WGV35A_PAIR_0033,336,SCALE,azimuth_only_scale_1.25,scale_response,local_range_azimuth_axes,921.75,940.5815,150.478349,228.985279,-120.773146,2.735373,,0,,-0,0,-0,0,1.25,-120.773146,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,861.873336:1063.806023;784.88256:934.515056;981.626664:817.356977;1058.61744:946.647944,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0020,WGV35A_PAIR_0033,336,SCALE,storage_long_axis_only_scale_1.25,scale_response,axis_aligned_storage_long_short,921.75,940.5815,210.9475,74.645,0,1.25,,0,,-0,0,-0,0,1.25,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,816.27625:903.259;1027.22375:903.259;1027.22375:977.904;816.27625:977.904,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0021,WGV35A_PAIR_0033,336,SCALE,storage_short_axis_only_scale_1.25,scale_response,axis_aligned_storage_long_short,921.75,940.5815,168.758,93.30625,0,1.25,,0,,-0,0,-0,0,1.25,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,837.371:893.928375;1006.129:893.928375;1006.129:987.234625;837.371:987.234625,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0022,WGV35A_PAIR_0033,336,SCALE,uniform_scale_1.50,scale_response,axis_aligned_sar_gt_bbox,921.75,940.5815,253.137,111.9675,0,2.25,,0,,-0,0,-0,0,1.5,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,795.1815:884.59775;1048.3185:884.59775;1048.3185:996.56525;795.1815:996.56525,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0023,WGV35A_PAIR_0033,336,SCALE,range_only_scale_1.50,scale_response,local_range_azimuth_axes,921.75,940.5815,225.717524,183.188223,-120.773146,3.282447,,0,,-0,0,-0,0,1.5,-120.773146,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,900.79544:1084.412956;785.309277:890.476507;942.70456:796.750044;1058.190723:990.686493,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0024,WGV35A_PAIR_0033,336,SCALE,azimuth_only_scale_1.50,scale_response,local_range_azimuth_axes,921.75,940.5815,150.478349,274.782334,-120.773146,3.282447,,0,,-0,0,-0,0,1.5,-120.773146,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,842.198926:1075.52183;765.20815:946.230864;1001.301074:805.64117;1078.29185:934.932136,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0025,WGV35A_PAIR_0033,336,SCALE,storage_long_axis_only_scale_1.50,scale_response,axis_aligned_storage_long_short,921.75,940.5815,253.137,74.645,0,1.5,,0,,-0,0,-0,0,1.5,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,795.1815:903.259;1048.3185:903.259;1048.3185:977.904;795.1815:977.904,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0026,WGV35A_PAIR_0033,336,SCALE,storage_short_axis_only_scale_1.50,scale_response,axis_aligned_storage_long_short,921.75,940.5815,168.758,111.9675,0,1.5,,0,,-0,0,-0,0,1.5,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,837.371:884.59775;1006.129:884.59775;1006.129:996.56525;837.371:996.56525,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0027,WGV35A_PAIR_0033,336,SCALE,uniform_scale_2.00,scale_response,axis_aligned_sar_gt_bbox,921.75,940.5815,337.516,149.29,0,4,,0,,-0,0,-0,0,2,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,752.992:865.9365;1090.508:865.9365;1090.508:1015.2265;752.992:1015.2265,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0028,WGV35A_PAIR_0033,336,SCALE,range_only_scale_2.00,scale_response,local_range_azimuth_axes,921.75,940.5815,300.956698,183.188223,-120.773146,4.376596,,0,,-0,0,-0,0,2,-120.773146,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,920.043134:1116.735698;766.061583:858.153765;923.456866:764.427302;1077.438417:1023.009235,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0029,WGV35A_PAIR_0033,336,SCALE,azimuth_only_scale_2.00,scale_response,local_range_azimuth_axes,921.75,940.5815,150.478349,366.376446,-120.773146,4.376596,,0,,-0,0,-0,0,2,-120.773146,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,802.850105:1098.953446;725.859329:969.66248;1040.649895:782.209554;1117.640671:911.50052,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0030,WGV35A_PAIR_0033,336,SCALE,storage_long_axis_only_scale_2.00,scale_response,axis_aligned_storage_long_short,921.75,940.5815,337.516,74.645,0,2,,0,,-0,0,-0,0,2,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,752.992:903.259;1090.508:903.259;1090.508:977.904;752.992:977.904,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0031,WGV35A_PAIR_0033,336,SCALE,storage_short_axis_only_scale_2.00,scale_response,axis_aligned_storage_long_short,921.75,940.5815,168.758,149.29,0,2,,0,,-0,0,-0,0,2,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,837.371:865.9365;1006.129:865.9365;1006.129:1015.2265;837.371:1015.2265,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0032,WGV35A_PAIR_0033,336,DIRECTIONAL_EXPANSION,symmetric_expand_0.25,directional_expansion,axis_aligned_sar_gt_bbox,921.75,940.5815,210.9475,93.30625,0,1.5625,,0,,-0,0,-0,0,1.25,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,816.27625:893.928375;1027.22375:893.928375;1027.22375:987.234625;816.27625:987.234625,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0033,WGV35A_PAIR_0033,336,DIRECTIONAL_EXPANSION,near_range_side_expand_0.25,directional_expansion,local_range_azimuth_axes,933.779809,960.783213,188.097936,183.188223,-120.773146,2.735373,,0,,-23.512242,0,-0.705367,0,1.25,-120.773146,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,903.201402:1088.453299;806.962932:926.839591;964.358215:833.113128;1060.596685:994.726836,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0034,WGV35A_PAIR_0033,336,DIRECTIONAL_EXPANSION,far_range_side_expand_0.25,directional_expansion,local_range_azimuth_axes,909.720191,920.379787,188.097936,183.188223,-120.773146,2.735373,,0,,23.512242,-0,0.705367,-0,1.25,-120.773146,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,879.141785:1048.049872;782.903315:886.436164;940.298598:792.709701;1036.537068:954.323409,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0035,WGV35A_PAIR_0033,336,DIRECTIONAL_EXPANSION,positive_azimuth_side_expand_0.25,directional_expansion,local_range_azimuth_axes,946.343013,925.93674,150.478349,228.985279,-120.773146,2.735373,,0,,0,28.62316,0,0.858695,1.25,-120.773146,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,886.466349:1049.161263;809.475573:919.870296;1006.219677:802.712218;1083.210453:932.003184,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0036,WGV35A_PAIR_0033,336,DIRECTIONAL_EXPANSION,negative_azimuth_side_expand_0.25,directional_expansion,local_range_azimuth_axes,897.156987,955.22626,150.478349,228.985279,-120.773146,2.735373,,0,,-0,-28.62316,-0,-0.858695,1.25,-120.773146,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,837.280323:1078.450782;760.289547:949.159816;957.033651:832.001737;1034.024427:961.292704,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0037,WGV35A_PAIR_0033,336,DIRECTIONAL_EXPANSION,storage_front_expand_0.25,directional_expansion,axis_aligned_storage_long_short_unoriented,948.118438,940.5815,210.9475,74.645,0,1.25,,0,,-13.491153,22.655756,-0.404735,0.679673,1.25,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,842.644688:903.259;1053.592188:903.259;1053.592188:977.904;842.644688:977.904,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0038,WGV35A_PAIR_0033,336,DIRECTIONAL_EXPANSION,storage_rear_expand_0.25,directional_expansion,axis_aligned_storage_long_short_unoriented,895.381562,940.5815,210.9475,74.645,0,1.25,,0,,13.491153,-22.655756,0.404735,-0.679673,1.25,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,789.907812:903.259;1000.855312:903.259;1000.855312:977.904;789.907812:977.904,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0039,WGV35A_PAIR_0033,336,INTERNAL_CROP,near_side_half,internal_response_distribution,local_range_azimuth_axes,940.997694,972.904242,75.239175,183.188223,-120.773146,1.094149,,0,,-37.619587,-0,-1.128588,-0,0.5,-120.773146,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,881.547746:1052.090215;843.052358:987.444732;1000.447642:893.718268;1038.94303:958.363752,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0040,WGV35A_PAIR_0033,336,INTERNAL_CROP,far_side_half,internal_response_distribution,local_range_azimuth_axes,902.502306,908.258758,75.239175,183.188223,-120.773146,1.094149,,0,,37.619587,0,1.128588,0,0.5,-120.773146,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,843.052358:987.444732;804.55697:922.799248;961.952254:829.072785;1000.447642:893.718268,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0041,WGV35A_PAIR_0033,336,INTERNAL_CROP,storage_front_half,internal_response_distribution,axis_aligned_storage_long_short_unoriented,963.9395,940.5815,84.379,74.645,0,0.5,,0,,-21.585845,36.24921,-0.647575,1.087476,0.5,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,921.75:903.259;1006.129:903.259;1006.129:977.904;921.75:977.904,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0042,WGV35A_PAIR_0033,336,INTERNAL_CROP,storage_rear_half,internal_response_distribution,axis_aligned_storage_long_short_unoriented,879.5605,940.5815,84.379,74.645,0,0.5,,0,,21.585845,-36.24921,0.647575,-1.087476,0.5,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,837.371:903.259;921.75:903.259;921.75:977.904;837.371:977.904,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0043,WGV35A_PAIR_0033,336,INTERNAL_CROP,center_core_0.50,internal_response_distribution,axis_aligned_sar_gt_bbox,921.75,940.5815,84.379,37.3225,0,0.25,,0,,-0,0,-0,0,0.25,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,879.5605:921.92025;963.9395:921.92025;963.9395:959.24275;879.5605:959.24275,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0044,WGV35A_PAIR_0033,336,INTERNAL_CROP,boundary_band_inner_0.75,internal_response_distribution,axis_aligned_sar_gt_bbox,921.75,940.5815,168.758,74.645,0,1,,0,,-0,0,-0,0,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,837.371:903.259;1006.129:903.259;1006.129:977.904;837.371:977.904,858.46575:912.589625;985.03425:912.589625;985.03425:968.573375;858.46575:968.573375,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0045,WGV35A_PAIR_0033,336,TRANSLATION,image_x_-1.00_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,752.992,940.5815,168.758,74.645,0,1,image_x,-1,gt_axis_extent,86.343381,-144.996839,2.590301,-4.349905,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,668.613:903.259;837.371:903.259;837.371:977.904;668.613:977.904,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0046,WGV35A_PAIR_0033,336,TRANSLATION,image_x_-0.50_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,837.371,940.5815,168.758,74.645,0,1,image_x,-0.5,gt_axis_extent,43.17169,-72.498419,1.295151,-2.174953,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,752.992:903.259;921.75:903.259;921.75:977.904;752.992:977.904,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0047,WGV35A_PAIR_0033,336,TRANSLATION,image_x_-0.25_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,879.5605,940.5815,168.758,74.645,0,1,image_x,-0.25,gt_axis_extent,21.585845,-36.24921,0.647575,-1.087476,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,795.1815:903.259;963.9395:903.259;963.9395:977.904;795.1815:977.904,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0048,WGV35A_PAIR_0033,336,TRANSLATION,image_x_+0.25_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,963.9395,940.5815,168.758,74.645,0,1,image_x,0.25,gt_axis_extent,-21.585845,36.24921,-0.647575,1.087476,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,879.5605:903.259;1048.3185:903.259;1048.3185:977.904;879.5605:977.904,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0049,WGV35A_PAIR_0033,336,TRANSLATION,image_x_+0.50_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,1006.129,940.5815,168.758,74.645,0,1,image_x,0.5,gt_axis_extent,-43.17169,72.498419,-1.295151,2.174953,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,921.75:903.259;1090.508:903.259;1090.508:977.904;921.75:977.904,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0050,WGV35A_PAIR_0033,336,TRANSLATION,image_x_+1.00_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,1090.508,940.5815,168.758,74.645,0,1,image_x,1,gt_axis_extent,-86.343381,144.996839,-2.590301,4.349905,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1006.129:903.259;1174.887:903.259;1174.887:977.904;1006.129:977.904,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0051,WGV35A_PAIR_0033,336,TRANSLATION,image_y_-1.00_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,921.75,865.9365,168.758,74.645,0,1,image_y,-1,gt_axis_extent,64.134969,38.191384,1.924049,1.145742,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,837.371:828.614;1006.129:828.614;1006.129:903.259;837.371:903.259,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0052,WGV35A_PAIR_0033,336,TRANSLATION,image_y_-0.50_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,921.75,903.259,168.758,74.645,0,1,image_y,-0.5,gt_axis_extent,32.067484,19.095692,0.962025,0.572871,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,837.371:865.9365;1006.129:865.9365;1006.129:940.5815;837.371:940.5815,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0053,WGV35A_PAIR_0033,336,TRANSLATION,image_y_-0.25_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,921.75,921.92025,168.758,74.645,0,1,image_y,-0.25,gt_axis_extent,16.033742,9.547846,0.481012,0.286435,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,837.371:884.59775;1006.129:884.59775;1006.129:959.24275;837.371:959.24275,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0054,WGV35A_PAIR_0033,336,TRANSLATION,image_y_+0.25_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,921.75,959.24275,168.758,74.645,0,1,image_y,0.25,gt_axis_extent,-16.033742,-9.547846,-0.481012,-0.286435,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,837.371:921.92025;1006.129:921.92025;1006.129:996.56525;837.371:996.56525,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0055,WGV35A_PAIR_0033,336,TRANSLATION,image_y_+0.50_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,921.75,977.904,168.758,74.645,0,1,image_y,0.5,gt_axis_extent,-32.067484,-19.095692,-0.962025,-0.572871,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,837.371:940.5815;1006.129:940.5815;1006.129:1015.2265;837.371:1015.2265,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0056,WGV35A_PAIR_0033,336,TRANSLATION,image_y_+1.00_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,921.75,1015.2265,168.758,74.645,0,1,image_y,1,gt_axis_extent,-64.134969,-38.191384,-1.924049,-1.145742,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,837.371:977.904;1006.129:977.904;1006.129:1052.549;837.371:1052.549,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0057,WGV35A_PAIR_0033,336,TRANSLATION,local_range_-1.00_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,998.740776,1069.872466,168.758,74.645,0,1,local_range,-1,gt_axis_extent,-150.478349,-0,-4.51435,-0,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,914.361776:1032.549966;1083.119776:1032.549966;1083.119776:1107.194966;914.361776:1107.194966,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0058,WGV35A_PAIR_0033,336,TRANSLATION,local_range_-0.50_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,960.245388,1005.226983,168.758,74.645,0,1,local_range,-0.5,gt_axis_extent,-75.239175,0,-2.257175,0,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,875.866388:967.904483;1044.624388:967.904483;1044.624388:1042.549483;875.866388:1042.549483,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0059,WGV35A_PAIR_0033,336,TRANSLATION,local_range_-0.25_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,940.997694,972.904242,168.758,74.645,0,1,local_range,-0.25,gt_axis_extent,-37.619587,-0,-1.128588,-0,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,856.618694:935.581742;1025.376694:935.581742;1025.376694:1010.226742;856.618694:1010.226742,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0060,WGV35A_PAIR_0033,336,TRANSLATION,local_range_+0.25_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,902.502306,908.258758,168.758,74.645,0,1,local_range,0.25,gt_axis_extent,37.619587,0,1.128588,0,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,818.123306:870.936258;986.881306:870.936258;986.881306:945.581258;818.123306:945.581258,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0061,WGV35A_PAIR_0033,336,TRANSLATION,local_range_+0.50_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,883.254612,875.936017,168.758,74.645,0,1,local_range,0.5,gt_axis_extent,75.239175,-0,2.257175,-0,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,798.875612:838.613517;967.633612:838.613517;967.633612:913.258517;798.875612:913.258517,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0062,WGV35A_PAIR_0033,336,TRANSLATION,local_range_+1.00_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,844.759224,811.290534,168.758,74.645,0,1,local_range,1,gt_axis_extent,150.478349,0,4.51435,0,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,760.380224:773.968034;929.138224:773.968034;929.138224:848.613034;760.380224:848.613034,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0063,WGV35A_PAIR_0033,336,TRANSLATION,local_azimuth_-1.00_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,764.354717,1034.307963,168.758,74.645,0,1,local_azimuth,-1,gt_axis_extent,-0,-183.188223,-0,-5.495647,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,679.975717:996.985463;848.733717:996.985463;848.733717:1071.630463;679.975717:1071.630463,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0064,WGV35A_PAIR_0033,336,TRANSLATION,local_azimuth_-0.50_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,843.052358,987.444732,168.758,74.645,0,1,local_azimuth,-0.5,gt_axis_extent,-0,-91.594111,-0,-2.747823,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,758.673358:950.122232;927.431358:950.122232;927.431358:1024.767232;758.673358:1024.767232,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000336_0065,WGV35A_PAIR_0033,336,TRANSLATION,local_azimuth_-0.25_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,882.401179,964.013116,168.758,74.645,0,1,local_azimuth,-0.25,gt_axis_extent,0,-45.797056,0,-1.373912,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,798.022179:926.690616;966.780179:926.690616;966.780179:1001.335616;798.022179:1001.335616,,NOT_READY,P0_CONVENTION_ONLY
