case_id,family_id,sar_frame,error_type,reason_cn,provenance
R21R1ERR0152,R21R1F00128,272,not_evaluable_no_exact_gt,该帧没有 exact GT，冻结后评价只能记录为不可评价，不能写成无错误。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0153,R21R1F00129,273,family_level_single_bbox_not_available,该族没有单一保守代表框，族级单框 IoU 不可用，只保留共有核心或成员范围诊断。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0154,R21R1F00132,276,not_evaluable_no_exact_gt,该帧没有 exact GT，冻结后评价只能记录为不可评价，不能写成无错误。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0155,R21R1F00132,276,family_level_single_bbox_not_available,该族没有单一保守代表框，族级单框 IoU 不可用，只保留共有核心或成员范围诊断。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0156,R21R1F00133,276,not_evaluable_no_exact_gt,该帧没有 exact GT，冻结后评价只能记录为不可评价，不能写成无错误。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0157,R21R1F00134,276,not_evaluable_no_exact_gt,该帧没有 exact GT，冻结后评价只能记录为不可评价，不能写成无错误。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0158,R21R1F00135,276,not_evaluable_no_exact_gt,该帧没有 exact GT，冻结后评价只能记录为不可评价，不能写成无错误。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0159,R21R1F00136,278,not_evaluable_no_exact_gt,该帧没有 exact GT，冻结后评价只能记录为不可评价，不能写成无错误。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0160,R21R1F00136,278,family_level_single_bbox_not_available,该族没有单一保守代表框，族级单框 IoU 不可用，只保留共有核心或成员范围诊断。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0161,R21R1F00137,278,not_evaluable_no_exact_gt,该帧没有 exact GT，冻结后评价只能记录为不可评价，不能写成无错误。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0162,R21R1F00138,278,not_evaluable_no_exact_gt,该帧没有 exact GT，冻结后评价只能记录为不可评价，不能写成无错误。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0163,R21R1F00139,279,not_evaluable_no_exact_gt,该帧没有 exact GT，冻结后评价只能记录为不可评价，不能写成无错误。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0164,R21R1F00139,279,family_level_single_bbox_not_available,该族没有单一保守代表框，族级单框 IoU 不可用，只保留共有核心或成员范围诊断。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0165,R21R1F00140,279,not_evaluable_no_exact_gt,该帧没有 exact GT，冻结后评价只能记录为不可评价，不能写成无错误。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0166,R21R1F00141,279,not_evaluable_no_exact_gt,该帧没有 exact GT，冻结后评价只能记录为不可评价，不能写成无错误。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0167,R21R1F00142,279,not_evaluable_no_exact_gt,该帧没有 exact GT，冻结后评价只能记录为不可评价，不能写成无错误。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0168,R21R1F00143,280,not_evaluable_no_exact_gt,该帧没有 exact GT，冻结后评价只能记录为不可评价，不能写成无错误。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0169,R21R1F00143,280,family_level_single_bbox_not_available,该族没有单一保守代表框，族级单框 IoU 不可用，只保留共有核心或成员范围诊断。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0170,R21R1F00144,280,not_evaluable_no_exact_gt,该帧没有 exact GT，冻结后评价只能记录为不可评价，不能写成无错误。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0171,R21R1F00145,280,not_evaluable_no_exact_gt,该帧没有 exact GT，冻结后评价只能记录为不可评价，不能写成无错误。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0172,R21R1F00146,281,not_evaluable_no_exact_gt,该帧没有 exact GT，冻结后评价只能记录为不可评价，不能写成无错误。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0173,R21R1F00146,281,family_level_single_bbox_not_available,该族没有单一保守代表框，族级单框 IoU 不可用，只保留共有核心或成员范围诊断。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0174,R21R1F00147,281,not_evaluable_no_exact_gt,该帧没有 exact GT，冻结后评价只能记录为不可评价，不能写成无错误。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0175,R21R1F00147,281,family_level_single_bbox_not_available,该族没有单一保守代表框，族级单框 IoU 不可用，只保留共有核心或成员范围诊断。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0176,R21R1F00148,281,not_evaluable_no_exact_gt,该帧没有 exact GT，冻结后评价只能记录为不可评价，不能写成无错误。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0177,R21R1F00149,284,not_evaluable_no_exact_gt,该帧没有 exact GT，冻结后评价只能记录为不可评价，不能写成无错误。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0178,R21R1F00149,284,family_level_single_bbox_not_available,该族没有单一保守代表框，族级单框 IoU 不可用，只保留共有核心或成员范围诊断。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0179,R21R1F00150,284,not_evaluable_no_exact_gt,该帧没有 exact GT，冻结后评价只能记录为不可评价，不能写成无错误。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0180,R21R1F00151,284,not_evaluable_no_exact_gt,该帧没有 exact GT，冻结后评价只能记录为不可评价，不能写成无错误。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0181,R21R1F00152,284,not_evaluable_no_exact_gt,该帧没有 exact GT，冻结后评价只能记录为不可评价，不能写成无错误。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0182,R21R1F00153,284,not_evaluable_no_exact_gt,该帧没有 exact GT，冻结后评价只能记录为不可评价，不能写成无错误。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0183,R21R1F00154,288,family_level_single_bbox_not_available,该族没有单一保守代表框，族级单框 IoU 不可用，只保留共有核心或成员范围诊断。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0184,R21R1F00158,289,not_evaluable_no_exact_gt,该帧没有 exact GT，冻结后评价只能记录为不可评价，不能写成无错误。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0185,R21R1F00158,289,family_level_single_bbox_not_available,该族没有单一保守代表框，族级单框 IoU 不可用，只保留共有核心或成员范围诊断。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0186,R21R1F00158,289,raw_assisted_interpretation_change,raw 与 assisted 的解释发生变化，assisted 仅用于机制解释，不作为真值。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0187,R21R1F00159,289,not_evaluable_no_exact_gt,该帧没有 exact GT，冻结后评价只能记录为不可评价，不能写成无错误。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0188,R21R1F00159,289,family_level_single_bbox_not_available,该族没有单一保守代表框，族级单框 IoU 不可用，只保留共有核心或成员范围诊断。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0189,R21R1F00160,289,not_evaluable_no_exact_gt,该帧没有 exact GT，冻结后评价只能记录为不可评价，不能写成无错误。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0190,R21R1F00161,289,not_evaluable_no_exact_gt,该帧没有 exact GT，冻结后评价只能记录为不可评价，不能写成无错误。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0191,R21R1F00162,289,not_evaluable_no_exact_gt,该帧没有 exact GT，冻结后评价只能记录为不可评价，不能写成无错误。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0192,R21R1F00163,290,family_level_single_bbox_not_available,该族没有单一保守代表框，族级单框 IoU 不可用，只保留共有核心或成员范围诊断。,eval_only_after_raw_and_assisted_freeze
R21R1ERR0193,R21R1F00164,290,family_level_single_bbox_not_available,该族没有单一保守代表框，族级单框 IoU 不可用，只保留共有核心或成员范围诊断。,eval_only_after_raw_and_assisted_freeze
