template_id,independent_geometry_id,member_response_unit_ids,sar_frame,template_family,template_axis,template_operation,delta_m,delta_px,rotation_deg,template_scope
GM019IG0050_T38,GM019IG0050,R21B00132;R21B00134,238,local_region_rotation,local_region,rotate,0,0,-15,GT-independent local frozen response geometry
GM019IG0050_T39,GM019IG0050,R21B00132;R21B00134,238,local_region_rotation,local_region,rotate,0,0,-10,GT-independent local frozen response geometry
GM019IG0050_T40,GM019IG0050,R21B00132;R21B00134,238,local_region_rotation,local_region,rotate,0,0,-5,GT-independent local frozen response geometry
GM019IG0050_T41,GM019IG0050,R21B00132;R21B00134,238,local_region_rotation,local_region,rotate,0,0,5,GT-independent local frozen response geometry
GM019IG0050_T42,GM019IG0050,R21B00132;R21B00134,238,local_region_rotation,local_region,rotate,0,0,10,GT-independent local frozen response geometry
GM019IG0050_T43,GM019IG0050,R21B00132;R21B00134,238,local_region_rotation,local_region,rotate,0,0,15,GT-independent local frozen response geometry
GM019IG0050_T44,GM019IG0050,R21B00132;R21B00134,238,local_region_rotation,local_region,rotate,0,0,30,GT-independent local frozen response geometry
GM019IG0050_T45,GM019IG0050,R21B00132;R21B00134,238,local_region_rotation,local_region,rotate,0,0,90,GT-independent local frozen response geometry
GM019IG0051_T01,GM019IG0051,R21B00129,228,center_shift,range,shift,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0051_T02,GM019IG0051,R21B00129,228,center_shift,range,shift,0.15,5,0,GT-independent local frozen response geometry
GM019IG0051_T03,GM019IG0051,R21B00129,228,center_shift,azimuth,shift,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0051_T04,GM019IG0051,R21B00129,228,center_shift,azimuth,shift,0.15,5,0,GT-independent local frozen response geometry
GM019IG0051_T05,GM019IG0051,R21B00129,228,center_shift,range,shift,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0051_T06,GM019IG0051,R21B00129,228,center_shift,range,shift,0.3,10,0,GT-independent local frozen response geometry
GM019IG0051_T07,GM019IG0051,R21B00129,228,center_shift,azimuth,shift,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0051_T08,GM019IG0051,R21B00129,228,center_shift,azimuth,shift,0.3,10,0,GT-independent local frozen response geometry
GM019IG0051_T09,GM019IG0051,R21B00129,228,center_shift,range,shift,-0.45,-15,0,GT-independent local frozen response geometry
GM019IG0051_T10,GM019IG0051,R21B00129,228,center_shift,range,shift,0.45,15,0,GT-independent local frozen response geometry
GM019IG0051_T11,GM019IG0051,R21B00129,228,center_shift,azimuth,shift,-0.45,-15,0,GT-independent local frozen response geometry
GM019IG0051_T12,GM019IG0051,R21B00129,228,center_shift,azimuth,shift,0.45,15,0,GT-independent local frozen response geometry
GM019IG0051_T13,GM019IG0051,R21B00129,228,single_boundary_shift,range_min,move,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0051_T14,GM019IG0051,R21B00129,228,single_boundary_shift,range_min,move,0.15,5,0,GT-independent local frozen response geometry
GM019IG0051_T15,GM019IG0051,R21B00129,228,single_boundary_shift,range_max,move,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0051_T16,GM019IG0051,R21B00129,228,single_boundary_shift,range_max,move,0.15,5,0,GT-independent local frozen response geometry
GM019IG0051_T17,GM019IG0051,R21B00129,228,single_boundary_shift,azimuth_min,move,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0051_T18,GM019IG0051,R21B00129,228,single_boundary_shift,azimuth_min,move,0.15,5,0,GT-independent local frozen response geometry
GM019IG0051_T19,GM019IG0051,R21B00129,228,single_boundary_shift,azimuth_max,move,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0051_T20,GM019IG0051,R21B00129,228,single_boundary_shift,azimuth_max,move,0.15,5,0,GT-independent local frozen response geometry
GM019IG0051_T21,GM019IG0051,R21B00129,228,single_boundary_shift,range_min,move,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0051_T22,GM019IG0051,R21B00129,228,single_boundary_shift,range_min,move,0.3,10,0,GT-independent local frozen response geometry
GM019IG0051_T23,GM019IG0051,R21B00129,228,single_boundary_shift,range_max,move,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0051_T24,GM019IG0051,R21B00129,228,single_boundary_shift,range_max,move,0.3,10,0,GT-independent local frozen response geometry
GM019IG0051_T25,GM019IG0051,R21B00129,228,single_boundary_shift,azimuth_min,move,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0051_T26,GM019IG0051,R21B00129,228,single_boundary_shift,azimuth_min,move,0.3,10,0,GT-independent local frozen response geometry
GM019IG0051_T27,GM019IG0051,R21B00129,228,single_boundary_shift,azimuth_max,move,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0051_T28,GM019IG0051,R21B00129,228,single_boundary_shift,azimuth_max,move,0.3,10,0,GT-independent local frozen response geometry
GM019IG0051_T29,GM019IG0051,R21B00129,228,scale_resize,range,resize,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0051_T30,GM019IG0051,R21B00129,228,scale_resize,range,resize,0.15,5,0,GT-independent local frozen response geometry
GM019IG0051_T31,GM019IG0051,R21B00129,228,scale_resize,azimuth,resize,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0051_T32,GM019IG0051,R21B00129,228,scale_resize,azimuth,resize,0.15,5,0,GT-independent local frozen response geometry
GM019IG0051_T33,GM019IG0051,R21B00129,228,scale_resize,range,resize,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0051_T34,GM019IG0051,R21B00129,228,scale_resize,range,resize,0.3,10,0,GT-independent local frozen response geometry
GM019IG0051_T35,GM019IG0051,R21B00129,228,scale_resize,azimuth,resize,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0051_T36,GM019IG0051,R21B00129,228,scale_resize,azimuth,resize,0.3,10,0,GT-independent local frozen response geometry
GM019IG0051_T37,GM019IG0051,R21B00129,228,local_region_rotation,local_region,rotate,0,0,-30,GT-independent local frozen response geometry
GM019IG0051_T38,GM019IG0051,R21B00129,228,local_region_rotation,local_region,rotate,0,0,-15,GT-independent local frozen response geometry
GM019IG0051_T39,GM019IG0051,R21B00129,228,local_region_rotation,local_region,rotate,0,0,-10,GT-independent local frozen response geometry
GM019IG0051_T40,GM019IG0051,R21B00129,228,local_region_rotation,local_region,rotate,0,0,-5,GT-independent local frozen response geometry
GM019IG0051_T41,GM019IG0051,R21B00129,228,local_region_rotation,local_region,rotate,0,0,5,GT-independent local frozen response geometry
GM019IG0051_T42,GM019IG0051,R21B00129,228,local_region_rotation,local_region,rotate,0,0,10,GT-independent local frozen response geometry
GM019IG0051_T43,GM019IG0051,R21B00129,228,local_region_rotation,local_region,rotate,0,0,15,GT-independent local frozen response geometry
GM019IG0051_T44,GM019IG0051,R21B00129,228,local_region_rotation,local_region,rotate,0,0,30,GT-independent local frozen response geometry
GM019IG0051_T45,GM019IG0051,R21B00129,228,local_region_rotation,local_region,rotate,0,0,90,GT-independent local frozen response geometry
GM019IG0052_T01,GM019IG0052,R21B00059,40,center_shift,range,shift,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0052_T02,GM019IG0052,R21B00059,40,center_shift,range,shift,0.15,5,0,GT-independent local frozen response geometry
GM019IG0052_T03,GM019IG0052,R21B00059,40,center_shift,azimuth,shift,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0052_T04,GM019IG0052,R21B00059,40,center_shift,azimuth,shift,0.15,5,0,GT-independent local frozen response geometry
GM019IG0052_T05,GM019IG0052,R21B00059,40,center_shift,range,shift,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0052_T06,GM019IG0052,R21B00059,40,center_shift,range,shift,0.3,10,0,GT-independent local frozen response geometry
GM019IG0052_T07,GM019IG0052,R21B00059,40,center_shift,azimuth,shift,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0052_T08,GM019IG0052,R21B00059,40,center_shift,azimuth,shift,0.3,10,0,GT-independent local frozen response geometry
GM019IG0052_T09,GM019IG0052,R21B00059,40,center_shift,range,shift,-0.45,-15,0,GT-independent local frozen response geometry
GM019IG0052_T10,GM019IG0052,R21B00059,40,center_shift,range,shift,0.45,15,0,GT-independent local frozen response geometry
GM019IG0052_T11,GM019IG0052,R21B00059,40,center_shift,azimuth,shift,-0.45,-15,0,GT-independent local frozen response geometry
GM019IG0052_T12,GM019IG0052,R21B00059,40,center_shift,azimuth,shift,0.45,15,0,GT-independent local frozen response geometry
GM019IG0052_T13,GM019IG0052,R21B00059,40,single_boundary_shift,range_min,move,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0052_T14,GM019IG0052,R21B00059,40,single_boundary_shift,range_min,move,0.15,5,0,GT-independent local frozen response geometry
GM019IG0052_T15,GM019IG0052,R21B00059,40,single_boundary_shift,range_max,move,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0052_T16,GM019IG0052,R21B00059,40,single_boundary_shift,range_max,move,0.15,5,0,GT-independent local frozen response geometry
GM019IG0052_T17,GM019IG0052,R21B00059,40,single_boundary_shift,azimuth_min,move,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0052_T18,GM019IG0052,R21B00059,40,single_boundary_shift,azimuth_min,move,0.15,5,0,GT-independent local frozen response geometry
GM019IG0052_T19,GM019IG0052,R21B00059,40,single_boundary_shift,azimuth_max,move,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0052_T20,GM019IG0052,R21B00059,40,single_boundary_shift,azimuth_max,move,0.15,5,0,GT-independent local frozen response geometry
GM019IG0052_T21,GM019IG0052,R21B00059,40,single_boundary_shift,range_min,move,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0052_T22,GM019IG0052,R21B00059,40,single_boundary_shift,range_min,move,0.3,10,0,GT-independent local frozen response geometry
GM019IG0052_T23,GM019IG0052,R21B00059,40,single_boundary_shift,range_max,move,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0052_T24,GM019IG0052,R21B00059,40,single_boundary_shift,range_max,move,0.3,10,0,GT-independent local frozen response geometry
GM019IG0052_T25,GM019IG0052,R21B00059,40,single_boundary_shift,azimuth_min,move,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0052_T26,GM019IG0052,R21B00059,40,single_boundary_shift,azimuth_min,move,0.3,10,0,GT-independent local frozen response geometry
GM019IG0052_T27,GM019IG0052,R21B00059,40,single_boundary_shift,azimuth_max,move,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0052_T28,GM019IG0052,R21B00059,40,single_boundary_shift,azimuth_max,move,0.3,10,0,GT-independent local frozen response geometry
GM019IG0052_T29,GM019IG0052,R21B00059,40,scale_resize,range,resize,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0052_T30,GM019IG0052,R21B00059,40,scale_resize,range,resize,0.15,5,0,GT-independent local frozen response geometry
GM019IG0052_T31,GM019IG0052,R21B00059,40,scale_resize,azimuth,resize,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0052_T32,GM019IG0052,R21B00059,40,scale_resize,azimuth,resize,0.15,5,0,GT-independent local frozen response geometry
GM019IG0052_T33,GM019IG0052,R21B00059,40,scale_resize,range,resize,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0052_T34,GM019IG0052,R21B00059,40,scale_resize,range,resize,0.3,10,0,GT-independent local frozen response geometry
GM019IG0052_T35,GM019IG0052,R21B00059,40,scale_resize,azimuth,resize,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0052_T36,GM019IG0052,R21B00059,40,scale_resize,azimuth,resize,0.3,10,0,GT-independent local frozen response geometry
GM019IG0052_T37,GM019IG0052,R21B00059,40,local_region_rotation,local_region,rotate,0,0,-30,GT-independent local frozen response geometry
GM019IG0052_T38,GM019IG0052,R21B00059,40,local_region_rotation,local_region,rotate,0,0,-15,GT-independent local frozen response geometry
GM019IG0052_T39,GM019IG0052,R21B00059,40,local_region_rotation,local_region,rotate,0,0,-10,GT-independent local frozen response geometry
GM019IG0052_T40,GM019IG0052,R21B00059,40,local_region_rotation,local_region,rotate,0,0,-5,GT-independent local frozen response geometry
GM019IG0052_T41,GM019IG0052,R21B00059,40,local_region_rotation,local_region,rotate,0,0,5,GT-independent local frozen response geometry
GM019IG0052_T42,GM019IG0052,R21B00059,40,local_region_rotation,local_region,rotate,0,0,10,GT-independent local frozen response geometry
GM019IG0052_T43,GM019IG0052,R21B00059,40,local_region_rotation,local_region,rotate,0,0,15,GT-independent local frozen response geometry
GM019IG0052_T44,GM019IG0052,R21B00059,40,local_region_rotation,local_region,rotate,0,0,30,GT-independent local frozen response geometry
GM019IG0052_T45,GM019IG0052,R21B00059,40,local_region_rotation,local_region,rotate,0,0,90,GT-independent local frozen response geometry
GM019IG0053_T01,GM019IG0053,R21B00137,243,center_shift,range,shift,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0053_T02,GM019IG0053,R21B00137,243,center_shift,range,shift,0.15,5,0,GT-independent local frozen response geometry
GM019IG0053_T03,GM019IG0053,R21B00137,243,center_shift,azimuth,shift,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0053_T04,GM019IG0053,R21B00137,243,center_shift,azimuth,shift,0.15,5,0,GT-independent local frozen response geometry
GM019IG0053_T05,GM019IG0053,R21B00137,243,center_shift,range,shift,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0053_T06,GM019IG0053,R21B00137,243,center_shift,range,shift,0.3,10,0,GT-independent local frozen response geometry
GM019IG0053_T07,GM019IG0053,R21B00137,243,center_shift,azimuth,shift,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0053_T08,GM019IG0053,R21B00137,243,center_shift,azimuth,shift,0.3,10,0,GT-independent local frozen response geometry
GM019IG0053_T09,GM019IG0053,R21B00137,243,center_shift,range,shift,-0.45,-15,0,GT-independent local frozen response geometry
GM019IG0053_T10,GM019IG0053,R21B00137,243,center_shift,range,shift,0.45,15,0,GT-independent local frozen response geometry
GM019IG0053_T11,GM019IG0053,R21B00137,243,center_shift,azimuth,shift,-0.45,-15,0,GT-independent local frozen response geometry
GM019IG0053_T12,GM019IG0053,R21B00137,243,center_shift,azimuth,shift,0.45,15,0,GT-independent local frozen response geometry
GM019IG0053_T13,GM019IG0053,R21B00137,243,single_boundary_shift,range_min,move,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0053_T14,GM019IG0053,R21B00137,243,single_boundary_shift,range_min,move,0.15,5,0,GT-independent local frozen response geometry
GM019IG0053_T15,GM019IG0053,R21B00137,243,single_boundary_shift,range_max,move,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0053_T16,GM019IG0053,R21B00137,243,single_boundary_shift,range_max,move,0.15,5,0,GT-independent local frozen response geometry
GM019IG0053_T17,GM019IG0053,R21B00137,243,single_boundary_shift,azimuth_min,move,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0053_T18,GM019IG0053,R21B00137,243,single_boundary_shift,azimuth_min,move,0.15,5,0,GT-independent local frozen response geometry
GM019IG0053_T19,GM019IG0053,R21B00137,243,single_boundary_shift,azimuth_max,move,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0053_T20,GM019IG0053,R21B00137,243,single_boundary_shift,azimuth_max,move,0.15,5,0,GT-independent local frozen response geometry
GM019IG0053_T21,GM019IG0053,R21B00137,243,single_boundary_shift,range_min,move,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0053_T22,GM019IG0053,R21B00137,243,single_boundary_shift,range_min,move,0.3,10,0,GT-independent local frozen response geometry
GM019IG0053_T23,GM019IG0053,R21B00137,243,single_boundary_shift,range_max,move,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0053_T24,GM019IG0053,R21B00137,243,single_boundary_shift,range_max,move,0.3,10,0,GT-independent local frozen response geometry
GM019IG0053_T25,GM019IG0053,R21B00137,243,single_boundary_shift,azimuth_min,move,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0053_T26,GM019IG0053,R21B00137,243,single_boundary_shift,azimuth_min,move,0.3,10,0,GT-independent local frozen response geometry
GM019IG0053_T27,GM019IG0053,R21B00137,243,single_boundary_shift,azimuth_max,move,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0053_T28,GM019IG0053,R21B00137,243,single_boundary_shift,azimuth_max,move,0.3,10,0,GT-independent local frozen response geometry
GM019IG0053_T29,GM019IG0053,R21B00137,243,scale_resize,range,resize,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0053_T30,GM019IG0053,R21B00137,243,scale_resize,range,resize,0.15,5,0,GT-independent local frozen response geometry
GM019IG0053_T31,GM019IG0053,R21B00137,243,scale_resize,azimuth,resize,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0053_T32,GM019IG0053,R21B00137,243,scale_resize,azimuth,resize,0.15,5,0,GT-independent local frozen response geometry
GM019IG0053_T33,GM019IG0053,R21B00137,243,scale_resize,range,resize,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0053_T34,GM019IG0053,R21B00137,243,scale_resize,range,resize,0.3,10,0,GT-independent local frozen response geometry
GM019IG0053_T35,GM019IG0053,R21B00137,243,scale_resize,azimuth,resize,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0053_T36,GM019IG0053,R21B00137,243,scale_resize,azimuth,resize,0.3,10,0,GT-independent local frozen response geometry
GM019IG0053_T37,GM019IG0053,R21B00137,243,local_region_rotation,local_region,rotate,0,0,-30,GT-independent local frozen response geometry
GM019IG0053_T38,GM019IG0053,R21B00137,243,local_region_rotation,local_region,rotate,0,0,-15,GT-independent local frozen response geometry
GM019IG0053_T39,GM019IG0053,R21B00137,243,local_region_rotation,local_region,rotate,0,0,-10,GT-independent local frozen response geometry
GM019IG0053_T40,GM019IG0053,R21B00137,243,local_region_rotation,local_region,rotate,0,0,-5,GT-independent local frozen response geometry
GM019IG0053_T41,GM019IG0053,R21B00137,243,local_region_rotation,local_region,rotate,0,0,5,GT-independent local frozen response geometry
GM019IG0053_T42,GM019IG0053,R21B00137,243,local_region_rotation,local_region,rotate,0,0,10,GT-independent local frozen response geometry
GM019IG0053_T43,GM019IG0053,R21B00137,243,local_region_rotation,local_region,rotate,0,0,15,GT-independent local frozen response geometry
GM019IG0053_T44,GM019IG0053,R21B00137,243,local_region_rotation,local_region,rotate,0,0,30,GT-independent local frozen response geometry
GM019IG0053_T45,GM019IG0053,R21B00137,243,local_region_rotation,local_region,rotate,0,0,90,GT-independent local frozen response geometry
GM019IG0054_T01,GM019IG0054,R21B00133;R21B00136,238,center_shift,range,shift,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0054_T02,GM019IG0054,R21B00133;R21B00136,238,center_shift,range,shift,0.15,5,0,GT-independent local frozen response geometry
GM019IG0054_T03,GM019IG0054,R21B00133;R21B00136,238,center_shift,azimuth,shift,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0054_T04,GM019IG0054,R21B00133;R21B00136,238,center_shift,azimuth,shift,0.15,5,0,GT-independent local frozen response geometry
GM019IG0054_T05,GM019IG0054,R21B00133;R21B00136,238,center_shift,range,shift,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0054_T06,GM019IG0054,R21B00133;R21B00136,238,center_shift,range,shift,0.3,10,0,GT-independent local frozen response geometry
GM019IG0054_T07,GM019IG0054,R21B00133;R21B00136,238,center_shift,azimuth,shift,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0054_T08,GM019IG0054,R21B00133;R21B00136,238,center_shift,azimuth,shift,0.3,10,0,GT-independent local frozen response geometry
GM019IG0054_T09,GM019IG0054,R21B00133;R21B00136,238,center_shift,range,shift,-0.45,-15,0,GT-independent local frozen response geometry
GM019IG0054_T10,GM019IG0054,R21B00133;R21B00136,238,center_shift,range,shift,0.45,15,0,GT-independent local frozen response geometry
GM019IG0054_T11,GM019IG0054,R21B00133;R21B00136,238,center_shift,azimuth,shift,-0.45,-15,0,GT-independent local frozen response geometry
GM019IG0054_T12,GM019IG0054,R21B00133;R21B00136,238,center_shift,azimuth,shift,0.45,15,0,GT-independent local frozen response geometry
GM019IG0054_T13,GM019IG0054,R21B00133;R21B00136,238,single_boundary_shift,range_min,move,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0054_T14,GM019IG0054,R21B00133;R21B00136,238,single_boundary_shift,range_min,move,0.15,5,0,GT-independent local frozen response geometry
GM019IG0054_T15,GM019IG0054,R21B00133;R21B00136,238,single_boundary_shift,range_max,move,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0054_T16,GM019IG0054,R21B00133;R21B00136,238,single_boundary_shift,range_max,move,0.15,5,0,GT-independent local frozen response geometry
GM019IG0054_T17,GM019IG0054,R21B00133;R21B00136,238,single_boundary_shift,azimuth_min,move,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0054_T18,GM019IG0054,R21B00133;R21B00136,238,single_boundary_shift,azimuth_min,move,0.15,5,0,GT-independent local frozen response geometry
GM019IG0054_T19,GM019IG0054,R21B00133;R21B00136,238,single_boundary_shift,azimuth_max,move,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0054_T20,GM019IG0054,R21B00133;R21B00136,238,single_boundary_shift,azimuth_max,move,0.15,5,0,GT-independent local frozen response geometry
GM019IG0054_T21,GM019IG0054,R21B00133;R21B00136,238,single_boundary_shift,range_min,move,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0054_T22,GM019IG0054,R21B00133;R21B00136,238,single_boundary_shift,range_min,move,0.3,10,0,GT-independent local frozen response geometry
GM019IG0054_T23,GM019IG0054,R21B00133;R21B00136,238,single_boundary_shift,range_max,move,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0054_T24,GM019IG0054,R21B00133;R21B00136,238,single_boundary_shift,range_max,move,0.3,10,0,GT-independent local frozen response geometry
GM019IG0054_T25,GM019IG0054,R21B00133;R21B00136,238,single_boundary_shift,azimuth_min,move,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0054_T26,GM019IG0054,R21B00133;R21B00136,238,single_boundary_shift,azimuth_min,move,0.3,10,0,GT-independent local frozen response geometry
GM019IG0054_T27,GM019IG0054,R21B00133;R21B00136,238,single_boundary_shift,azimuth_max,move,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0054_T28,GM019IG0054,R21B00133;R21B00136,238,single_boundary_shift,azimuth_max,move,0.3,10,0,GT-independent local frozen response geometry
GM019IG0054_T29,GM019IG0054,R21B00133;R21B00136,238,scale_resize,range,resize,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0054_T30,GM019IG0054,R21B00133;R21B00136,238,scale_resize,range,resize,0.15,5,0,GT-independent local frozen response geometry
GM019IG0054_T31,GM019IG0054,R21B00133;R21B00136,238,scale_resize,azimuth,resize,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0054_T32,GM019IG0054,R21B00133;R21B00136,238,scale_resize,azimuth,resize,0.15,5,0,GT-independent local frozen response geometry
GM019IG0054_T33,GM019IG0054,R21B00133;R21B00136,238,scale_resize,range,resize,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0054_T34,GM019IG0054,R21B00133;R21B00136,238,scale_resize,range,resize,0.3,10,0,GT-independent local frozen response geometry
GM019IG0054_T35,GM019IG0054,R21B00133;R21B00136,238,scale_resize,azimuth,resize,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0054_T36,GM019IG0054,R21B00133;R21B00136,238,scale_resize,azimuth,resize,0.3,10,0,GT-independent local frozen response geometry
GM019IG0054_T37,GM019IG0054,R21B00133;R21B00136,238,local_region_rotation,local_region,rotate,0,0,-30,GT-independent local frozen response geometry
GM019IG0054_T38,GM019IG0054,R21B00133;R21B00136,238,local_region_rotation,local_region,rotate,0,0,-15,GT-independent local frozen response geometry
GM019IG0054_T39,GM019IG0054,R21B00133;R21B00136,238,local_region_rotation,local_region,rotate,0,0,-10,GT-independent local frozen response geometry
GM019IG0054_T40,GM019IG0054,R21B00133;R21B00136,238,local_region_rotation,local_region,rotate,0,0,-5,GT-independent local frozen response geometry
GM019IG0054_T41,GM019IG0054,R21B00133;R21B00136,238,local_region_rotation,local_region,rotate,0,0,5,GT-independent local frozen response geometry
GM019IG0054_T42,GM019IG0054,R21B00133;R21B00136,238,local_region_rotation,local_region,rotate,0,0,10,GT-independent local frozen response geometry
GM019IG0054_T43,GM019IG0054,R21B00133;R21B00136,238,local_region_rotation,local_region,rotate,0,0,15,GT-independent local frozen response geometry
GM019IG0054_T44,GM019IG0054,R21B00133;R21B00136,238,local_region_rotation,local_region,rotate,0,0,30,GT-independent local frozen response geometry
GM019IG0054_T45,GM019IG0054,R21B00133;R21B00136,238,local_region_rotation,local_region,rotate,0,0,90,GT-independent local frozen response geometry
GM019IG0055_T01,GM019IG0055,R21B00023,30,center_shift,range,shift,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0055_T02,GM019IG0055,R21B00023,30,center_shift,range,shift,0.15,5,0,GT-independent local frozen response geometry
GM019IG0055_T03,GM019IG0055,R21B00023,30,center_shift,azimuth,shift,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0055_T04,GM019IG0055,R21B00023,30,center_shift,azimuth,shift,0.15,5,0,GT-independent local frozen response geometry
GM019IG0055_T05,GM019IG0055,R21B00023,30,center_shift,range,shift,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0055_T06,GM019IG0055,R21B00023,30,center_shift,range,shift,0.3,10,0,GT-independent local frozen response geometry
GM019IG0055_T07,GM019IG0055,R21B00023,30,center_shift,azimuth,shift,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0055_T08,GM019IG0055,R21B00023,30,center_shift,azimuth,shift,0.3,10,0,GT-independent local frozen response geometry
GM019IG0055_T09,GM019IG0055,R21B00023,30,center_shift,range,shift,-0.45,-15,0,GT-independent local frozen response geometry
GM019IG0055_T10,GM019IG0055,R21B00023,30,center_shift,range,shift,0.45,15,0,GT-independent local frozen response geometry
GM019IG0055_T11,GM019IG0055,R21B00023,30,center_shift,azimuth,shift,-0.45,-15,0,GT-independent local frozen response geometry
GM019IG0055_T12,GM019IG0055,R21B00023,30,center_shift,azimuth,shift,0.45,15,0,GT-independent local frozen response geometry
GM019IG0055_T13,GM019IG0055,R21B00023,30,single_boundary_shift,range_min,move,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0055_T14,GM019IG0055,R21B00023,30,single_boundary_shift,range_min,move,0.15,5,0,GT-independent local frozen response geometry
GM019IG0055_T15,GM019IG0055,R21B00023,30,single_boundary_shift,range_max,move,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0055_T16,GM019IG0055,R21B00023,30,single_boundary_shift,range_max,move,0.15,5,0,GT-independent local frozen response geometry
GM019IG0055_T17,GM019IG0055,R21B00023,30,single_boundary_shift,azimuth_min,move,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0055_T18,GM019IG0055,R21B00023,30,single_boundary_shift,azimuth_min,move,0.15,5,0,GT-independent local frozen response geometry
GM019IG0055_T19,GM019IG0055,R21B00023,30,single_boundary_shift,azimuth_max,move,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0055_T20,GM019IG0055,R21B00023,30,single_boundary_shift,azimuth_max,move,0.15,5,0,GT-independent local frozen response geometry
GM019IG0055_T21,GM019IG0055,R21B00023,30,single_boundary_shift,range_min,move,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0055_T22,GM019IG0055,R21B00023,30,single_boundary_shift,range_min,move,0.3,10,0,GT-independent local frozen response geometry
GM019IG0055_T23,GM019IG0055,R21B00023,30,single_boundary_shift,range_max,move,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0055_T24,GM019IG0055,R21B00023,30,single_boundary_shift,range_max,move,0.3,10,0,GT-independent local frozen response geometry
GM019IG0055_T25,GM019IG0055,R21B00023,30,single_boundary_shift,azimuth_min,move,-0.3,-10,0,GT-independent local frozen response geometry
