subject_frame_id,subject_name,pair_id,sar_frame,split,source_region_id,posthoc_evaluation_label,subject_motion_model,persistent_subject_status,relative_aspect_angle_deg,aspect_angle_ci_width_deg,aspect_observability_status,absolute_range_m_grid,center_x,center_y,total_energy,mean_energy,local_background_normalized_energy,high_energy_pixel_fraction,response_occupancy_ratio,inside_vs_ring_contrast,energy_entropy_proxy,range_energy90_width_m,azimuth_energy90_width_m,body_long_energy90_width_m,body_short_energy90_width_m,range_second_moment_width_m,azimuth_second_moment_width_m,body_long_second_moment_width_m,body_short_second_moment_width_m,energy_centroid_range_offset_m,energy_centroid_azimuth_offset_m,energy_centroid_body_long_offset_m,energy_centroid_body_short_offset_m,response_principal_axis_deg,principal_minus_body_axial_deg,principal_minus_range_axial_deg,response_compactness,response_linearity,response_fragment_count,response_fragmentation_index,radar_near_half_energy,radar_far_half_energy,near_far_energy_ratio
fixed_known_non_vehicle_N005_sar000340,fixed_known_non_vehicle_N005,WGV35A_PAIR_0044,340,calibration,E0_R1_REG_000340_0043,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,61.410346,1.070497,OBSERVABLE_HIGH,40.237186,1196.566369,1166.397906,603583,54.074806,0.978405,0.075614,0.075614,0,0.826136,3.51542,1.818757,3.784676,1.897367,0,0,4.064794,2.366912,-9.252501,3.411308,-9.252501,3.411308,54.324142,54.622203,50.208827,0.130596,1.771239,326,32.451373,0,603583,0
fixed_strong_scatterer_sar000340,fixed_strong_scatterer,WGV35A_PAIR_0044,340,calibration,E0_R1_REG_000340_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,61.410346,1.070497,OBSERVABLE_HIGH,40.237186,1132.158395,1164.457828,606889,54.783264,0.991224,0.103539,0.103539,0,0.820854,3.547444,1.926376,3.547444,1.926376,0,0,4.239741,2.552447,-8.373678,1.74025,-8.373678,1.74025,77.016634,77.314695,5.494019,0.15106,1.944956,360,36.107601,0,606889,0
fixed_linear_structure_sar000340,fixed_linear_structure,WGV35A_PAIR_0044,340,calibration,E0_R1_REG_000340_0044,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,61.410346,1.070497,OBSERVABLE_HIGH,40.237186,1461.700834,848.735721,599708,53.383301,0.965893,0.058394,0.058394,0,0.856791,4.473859,1.966424,4.473859,1.967911,0,0,5.936797,2.466192,-4.545698,14.912438,-4.545698,14.912438,65.198726,65.496787,57.362081,0.147612,2.402404,230,22.748403,0,599708,0
vehicle_body_axis_reference_sar000341,vehicle_body_axis_reference,WGV35A_PAIR_0048,341,calibration,E0_R1_REG_000341_0002,vehicle,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,61.462277,0.921609,OBSERVABLE_HIGH,40.210739,954.2055,941.303,594933,53.314186,1.015466,0.117932,0.117932,1.334444,0.821553,2.763909,1.873668,2.433457,1.883133,0,0,2.946162,2.426297,-0.033137,0.006913,-0.033137,0.006913,-137.210953,42.080092,20.04321,0.228215,1.535601,211,21.009449,311501.057768,283431.942232,1.099033
matched_ordinary_background_sar000341,matched_ordinary_background,WGV35A_PAIR_0048,341,calibration,E0_R1_REG_000341_0040,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,61.462277,0.921609,OBSERVABLE_HIGH,40.210739,1473,1020,588692,52.328178,0.996685,0.083289,0.083289,0,0.85107,3.817237,1.903472,3.930226,1.91493,0,0,5.154741,2.366511,-9.123373,12.760408,-9.123373,12.760408,57.62092,56.911965,78.143464,0.138598,2.249662,245,24.197531,0,588692,0
matched_strong_scatterer_background_sar000341,matched_strong_scatterer_background,WGV35A_PAIR_0048,341,calibration,E0_R1_REG_000341_0041,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,61.462277,0.921609,OBSERVABLE_HIGH,40.210739,1371,952,679432,60.393955,1.150313,0.3016,0.3016,0,0.793569,3.371434,1.705765,3.286838,1.597179,0,0,4.139855,1.940684,-5.945782,10.971287,-5.945782,10.971287,62.496653,61.787698,57.323142,0.193041,2.128623,261,25.777778,0,679432,0
matched_linear_structure_background_sar000341,matched_linear_structure_background,WGV35A_PAIR_0048,341,calibration,E0_R1_REG_000341_0042,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,61.462277,0.921609,OBSERVABLE_HIGH,40.210739,1337,986,615457,54.707291,1.042,0.1432,0.1432,0,0.819204,2.724227,1.953324,2.361025,1.943155,0,0,2.854246,2.51037,-6.366124,9.623606,-6.366124,9.623606,67.728932,67.019977,50.241627,0.236386,1.157032,314,31.012346,0,615457,0
fixed_known_non_vehicle_N005_sar000341,fixed_known_non_vehicle_N005,WGV35A_PAIR_0048,341,calibration,E0_R1_REG_000341_0043,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,61.462277,0.921609,OBSERVABLE_HIGH,40.210739,1196.566369,1166.397906,579072,51.892822,0.988393,0.06031,0.06031,0,0.851794,3.888426,1.860262,4.160682,1.875371,0,0,4.684642,2.381064,-9.29217,3.376067,-9.29217,3.376067,61.932693,61.223738,42.600276,0.160557,1.980508,305,30.369109,0,579072,0
fixed_strong_scatterer_sar000341,fixed_strong_scatterer,WGV35A_PAIR_0048,341,calibration,E0_R1_REG_000341_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,61.462277,0.921609,OBSERVABLE_HIGH,40.210739,1132.158395,1164.457828,587814,52.676224,1.003315,0.085581,0.085581,0,0.845093,3.489775,1.916173,3.895068,1.917708,0,0,4.498446,2.304653,-8.431238,1.688446,-8.431238,1.688446,78.314473,77.605518,4.19618,0.141574,2.243695,315,31.364818,0,587814,0
fixed_linear_structure_sar000341,fixed_linear_structure,WGV35A_PAIR_0048,341,calibration,E0_R1_REG_000341_0044,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,61.462277,0.921609,OBSERVABLE_HIGH,40.210739,1461.700834,848.735721,580232,51.996773,0.990373,0.066673,0.066673,0,0.863632,4.343571,1.922109,4.356563,1.924226,0,0,5.974327,2.507193,-4.448172,14.807152,-4.448172,14.807152,71.549355,70.8404,51.011452,0.130764,2.482164,258,25.689279,0,580232,0
vehicle_body_axis_reference_sar000342,vehicle_body_axis_reference,WGV35A_PAIR_0051,342,calibration,E0_R1_REG_000342_0002,vehicle,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,62.862731,1.048169,OBSERVABLE_HIGH,40.356349,960.6925,941.6285,635889,57.458118,1.09107,0.20403,0.20403,47.374971,0.790203,2.017831,3.571456,3.588241,0.976189,0,0,4.540753,1.210609,-0.08081,0.052424,0.086054,0.04328,178.741204,1.505267,64.832759,0.296762,4.570703,219,21.98729,342437.976572,293451.023428,1.166934
matched_ordinary_background_sar000342,matched_ordinary_background,WGV35A_PAIR_0051,342,calibration,E0_R1_REG_000342_0040,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,62.862731,1.048169,OBSERVABLE_HIGH,40.356349,1269,918,576134,52.223896,0.991677,0.065174,0.065174,0,0.853087,2.892988,3.893025,4.18077,1.861813,0,0,6.006378,2.392529,-3.486695,8.61648,9.197922,-1.341264,-179.174281,0.579248,75.251485,0.138287,2.527502,272,27.395053,0,576134,0
matched_strong_scatterer_background_sar000342,matched_strong_scatterer_background,WGV35A_PAIR_0051,342,calibration,E0_R1_REG_000342_0041,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,62.862731,1.048169,OBSERVABLE_HIGH,40.356349,1371,952,669950,60.727882,1.153159,0.290337,0.290337,0,0.796383,2.333862,3.425243,2.151621,1.695831,0,0,2.908068,2.102895,-5.767265,10.884863,12.307439,-0.518183,-174.374655,5.378874,65.80555,0.280696,1.606916,332,33.438079,0,669950,0
matched_linear_structure_background_sar000342,matched_linear_structure_background,WGV35A_PAIR_0051,342,calibration,E0_R1_REG_000342_0042,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,62.862731,1.048169,OBSERVABLE_HIGH,40.356349,1337,986,672175,60.929569,1.156989,0.311639,0.311639,0,0.797442,1.939351,4.067731,4.043322,1.797935,0,0,5.670821,2.363094,-6.179065,9.518018,11.335578,0.527441,169.178355,11.068116,51.207796,0.149554,3.95772,291,29.308678,0,672175,0
fixed_known_non_vehicle_N005_sar000342,fixed_known_non_vehicle_N005,WGV35A_PAIR_0051,342,calibration,E0_R1_REG_000342_0043,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,62.862731,1.048169,OBSERVABLE_HIGH,40.356349,1196.566369,1166.397906,587264,52.873322,1.004009,0.073557,0.073557,0,0.836279,2.060652,3.491511,3.818166,1.740738,0,0,4.935392,2.21472,-9.161987,3.304426,7.478494,6.23966,172.821866,7.424605,68.288897,0.175628,2.334004,336,33.612437,0,587264,0
fixed_strong_scatterer_sar000342,fixed_strong_scatterer,WGV35A_PAIR_0051,342,calibration,E0_R1_REG_000342_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,62.862731,1.048169,OBSERVABLE_HIGH,40.356349,1132.158395,1164.457828,580476,52.451069,0.995991,0.064155,0.064155,0,0.836018,1.805025,3.355069,3.933118,1.691126,0,0,4.545023,2.142294,-8.279371,1.649515,5.604383,6.31346,172.252617,7.993854,89.741964,0.154389,2.22147,275,27.60961,0,580476,0
fixed_linear_structure_sar000342,fixed_linear_structure,WGV35A_PAIR_0051,342,calibration,E0_R1_REG_000342_0044,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,62.862731,1.048169,OBSERVABLE_HIGH,40.356349,1461.700834,848.735721,574412,51.903137,0.985586,0.045631,0.045631,0,0.859579,2.999635,4.056496,4.409986,1.92103,0,0,5.847331,2.525763,-4.163057,14.689668,14.78154,-3.824064,-177.801158,1.952371,59.638035,0.133538,2.319745,225,22.589681,0,574412,0
vehicle_body_axis_reference_sar000343,vehicle_body_axis_reference,WGV35A_PAIR_0053,343,calibration,E0_R1_REG_000343_0002,vehicle,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,63.440905,1.068399,OBSERVABLE_HIGH,40.543527,970.145,940.871,633503,57.118656,1.089096,0.183933,0.183933,246.462109,0.793184,1.963954,3.456084,3.299772,1.011568,0,0,4.240833,1.247681,-0.071813,0.060383,0.088135,0.032179,179.621614,0.798046,65.122749,0.305487,3.967568,226,22.64098,339282.057141,294220.942859,1.153154
matched_ordinary_background_sar000343,matched_ordinary_background,WGV35A_PAIR_0053,343,calibration,E0_R1_REG_000343_0040,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,63.440905,1.068399,OBSERVABLE_HIGH,40.543527,1269,918,572293,51.828743,0.988232,0.041297,0.041297,0,0.866954,2.822457,3.69767,4.246826,1.867021,0,0,5.747977,2.414761,-3.202112,8.406275,8.883973,-1.412094,-176.639513,2.940827,77.786253,0.127584,2.380522,245,24.653344,0,572293,0
matched_strong_scatterer_background_sar000343,matched_strong_scatterer_background,WGV35A_PAIR_0053,343,calibration,E0_R1_REG_000343_0041,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,63.440905,1.068399,OBSERVABLE_HIGH,40.543527,1371,952,666526,60.362797,1.150953,0.265169,0.265169,0,0.802177,2.250608,3.391089,2.185998,1.726931,0,0,3.174886,2.042752,-5.44688,10.738721,12.024737,-0.627947,-176.908344,2.671996,63.271861,0.27226,1.622147,320,32.200286,0,666526,0
matched_linear_structure_background_sar000343,matched_linear_structure_background,WGV35A_PAIR_0053,343,calibration,E0_R1_REG_000343_0042,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,63.440905,1.068399,OBSERVABLE_HIGH,40.543527,1337,986,664505,60.179768,1.147463,0.277124,0.277124,0,0.803677,1.767284,3.954201,3.88329,1.812383,0,0,5.297621,2.354483,-5.894762,9.39675,11.084361,0.429019,168.131506,12.288154,50.160947,0.143095,3.73211,258,25.96148,0,664505,0
fixed_known_non_vehicle_N005_sar000343,fixed_known_non_vehicle_N005,WGV35A_PAIR_0053,343,calibration,E0_R1_REG_000343_0043,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,63.440905,1.068399,OBSERVABLE_HIGH,40.543527,1196.566369,1166.397906,582776,52.677937,1.004423,0.054958,0.054958,0,0.853313,1.817486,3.41209,3.873606,1.796814,0,0,4.96996,2.2583,-8.995678,3.231963,7.28432,6.189224,171.322456,9.097204,66.789487,0.164609,2.321927,277,27.820463,0,582776,0
fixed_strong_scatterer_sar000343,fixed_strong_scatterer,WGV35A_PAIR_0053,343,calibration,E0_R1_REG_000343_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,63.440905,1.068399,OBSERVABLE_HIGH,40.543527,1132.158395,1164.457828,579105,52.213959,0.995577,0.048057,0.048057,0,0.85315,1.807216,3.437077,4.131208,1.807936,0,0,4.823128,2.210097,-8.144123,1.554788,5.405866,6.286551,174.442311,5.977349,88.068342,0.137128,2.212896,242,24.243881,0,579105,0
fixed_linear_structure_sar000343,fixed_linear_structure,WGV35A_PAIR_0053,343,calibration,E0_R1_REG_000343_0044,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,63.440905,1.068399,OBSERVABLE_HIGH,40.543527,1461.700834,848.735721,576914,52.016411,0.99181,0.049049,0.049049,0,0.865513,3.052316,4.276188,4.520068,1.915308,0,0,6.066719,2.493853,-3.763996,14.50191,14.449049,-3.962074,-177.901068,1.679272,59.538125,0.121735,2.434206,211,21.13826,0,576914,0
vehicle_body_axis_reference_sar000344,vehicle_body_axis_reference,WGV35A_PAIR_0056,344,calibration,E0_R1_REG_000344_0002,vehicle,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,64.408199,0.603346,OBSERVABLE_HIGH,40.693456,977.092,940.874,613994,55.777073,1.110001,0.202398,0.202398,13.570683,0.782757,1.863093,3.471263,3.279361,1.053776,0,0,4.077325,1.289041,-0.089929,0.071893,0.107039,0.042409,178.526133,2.236068,67.059183,0.302629,3.93813,227,22.912629,333861.04961,280132.95039,1.191795
matched_ordinary_background_sar000344,matched_ordinary_background,WGV35A_PAIR_0056,344,calibration,E0_R1_REG_000344_0040,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,64.408199,0.603346,OBSERVABLE_HIGH,40.693456,1269,918,551377,49.745308,0.989965,0.046824,0.046824,0,0.857885,2.780038,4.283417,4.456613,1.875833,0,0,5.698678,2.413844,-2.991321,8.255977,8.652284,-1.499046,-176.415161,2.822638,78.010605,0.130696,2.358934,265,26.564818,0,551377,0
matched_strong_scatterer_background_sar000344,matched_strong_scatterer_background,WGV35A_PAIR_0056,344,calibration,E0_R1_REG_000344_0041,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,64.408199,0.603346,OBSERVABLE_HIGH,40.693456,1371,952,649725,58.618279,1.166543,0.289336,0.289336,0,0.793406,2.189495,3.431545,2.10843,1.642073,0,0,3.051446,1.993112,-5.21362,10.635632,11.820983,-0.750238,-177.706539,1.53126,62.473666,0.301803,1.587191,325,32.579494,0,649725,0
matched_linear_structure_background_sar000344,matched_linear_structure_background,WGV35A_PAIR_0056,344,calibration,E0_R1_REG_000344_0042,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,64.408199,0.603346,OBSERVABLE_HIGH,40.693456,1337,986,645788,58.263081,1.159474,0.291231,0.291231,0,0.797407,1.759783,3.821169,3.586425,1.867428,0,0,4.839874,2.375799,-5.679728,9.312326,10.903302,0.311015,168.3355,12.426701,50.364941,0.157225,3.424557,292,29.271422,0,645788,0
fixed_known_non_vehicle_N005_sar000344,fixed_known_non_vehicle_N005,WGV35A_PAIR_0056,344,calibration,E0_R1_REG_000344_0043,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,64.408199,0.603346,OBSERVABLE_HIGH,40.693456,1196.566369,1166.397906,557901,50.365711,1.002311,0.054166,0.054166,0,0.846859,1.950449,3.424179,3.979106,1.831236,0,0,4.948695,2.290359,-8.865627,3.180856,7.160431,6.119267,173.24639,7.515811,68.713421,0.168472,2.231991,298,29.891768,0,557901,0
fixed_strong_scatterer_sar000344,fixed_strong_scatterer,WGV35A_PAIR_0056,344,calibration,E0_R1_REG_000344_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,64.408199,0.603346,OBSERVABLE_HIGH,40.693456,1132.158395,1164.457828,555219,49.934258,0.993725,0.048296,0.048296,0,0.846125,2.035289,3.471818,4.149592,1.802946,0,0,5.027142,2.266002,-8.035788,1.479513,5.271537,6.242895,176.993072,3.769129,85.517581,0.144477,2.258705,249,24.882334,0,555219,0
fixed_linear_structure_sar000344,fixed_linear_structure,WGV35A_PAIR_0056,344,calibration,E0_R1_REG_000344_0044,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,64.408199,0.603346,OBSERVABLE_HIGH,40.693456,1461.700834,848.735721,555328,50.13343,0.997689,0.053895,0.053895,0,0.856952,2.754682,4.059844,4.473754,1.911322,0,0,5.914209,2.460073,-3.453297,14.348069,14.170866,-4.120546,-178.437134,0.800665,59.002059,0.142724,2.415125,226,22.669596,0,555328,0
vehicle_body_axis_reference_sar000345,vehicle_body_axis_reference,WGV35A_PAIR_0060,345,calibration,E0_R1_REG_000345_0002,vehicle,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,65.106468,1.026535,OBSERVABLE_HIGH,40.744603,980.185,940.116,641812,58.11409,1.114589,0.208711,0.208711,0,0.779438,1.813412,3.727911,3.686821,0.86122,0,0,4.582411,1.124942,-0.095566,0.075884,0.109038,0.054789,176.584893,4.290166,69.419966,0.333621,4.580821,209,21.027003,350023.965632,291788.034368,1.199583
matched_ordinary_background_sar000345,matched_ordinary_background,WGV35A_PAIR_0060,345,calibration,E0_R1_REG_000345_0040,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,65.106468,1.026535,OBSERVABLE_HIGH,40.744603,1269,918,568486,51.793549,0.993366,0.040725,0.040725,0,0.865091,2.709842,4.339561,4.486188,1.877867,0,0,5.880372,2.423234,-2.909332,8.174995,8.640429,-0.79858,178.633855,2.241204,73.059621,0.151594,2.422474,224,22.675737,0,568486,0
matched_strong_scatterer_background_sar000345,matched_strong_scatterer_background,WGV35A_PAIR_0060,345,calibration,E0_R1_REG_000345_0041,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,65.106468,1.026535,OBSERVABLE_HIGH,40.744603,1371,952,672387,61.25975,1.174921,0.293823,0.293823,0,0.792388,2.127935,3.517507,2.705399,1.61019,0,0,3.313795,1.946319,-5.127379,10.590041,11.764342,0.198091,179.52286,1.352199,59.703065,0.240485,1.724482,255,25.813897,0,672387,0
matched_linear_structure_background_sar000345,matched_linear_structure_background,WGV35A_PAIR_0060,345,calibration,E0_R1_REG_000345_0042,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,65.106468,1.026535,OBSERVABLE_HIGH,40.744603,1371,986,671981,61.222759,1.174212,0.305849,0.305849,0,0.797301,1.716487,3.95001,3.68453,1.794534,0,0,4.792369,2.107734,-5.969059,10.127011,11.698232,1.15645,167.84574,13.029319,45.646478,0.162795,3.225078,225,22.776968,0,671981,0
fixed_known_non_vehicle_N005_sar000345,fixed_known_non_vehicle_N005,WGV35A_PAIR_0060,345,calibration,E0_R1_REG_000345_0043,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,65.106468,1.026535,OBSERVABLE_HIGH,40.744603,1196.566369,1166.397906,580259,52.158112,1.000358,0.049708,0.049708,0,0.85157,1.983872,3.740616,3.879628,1.722413,0,0,4.867995,2.245749,-8.822713,3.157399,6.575106,6.676632,168.043685,12.831374,63.510716,0.160274,2.312186,244,24.369538,0,580259,0
fixed_strong_scatterer_sar000345,fixed_strong_scatterer,WGV35A_PAIR_0060,345,calibration,E0_R1_REG_000345_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,65.106468,1.026535,OBSERVABLE_HIGH,40.744603,1132.158395,1164.457828,570402,51.634109,0.990308,0.042636,0.042636,0,0.850909,1.829124,3.389999,4.089146,1.743678,0,0,4.90436,2.219975,-8.010807,1.454045,4.688258,6.656389,172.726467,8.148592,89.784186,0.163587,2.230983,195,19.613168,0,570402,0
fixed_linear_structure_sar000345,fixed_linear_structure,WGV35A_PAIR_0060,345,calibration,E0_R1_REG_000345_0044,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,65.106468,1.026535,OBSERVABLE_HIGH,40.744603,1461.700834,848.735721,579844,52.120808,0.999642,0.052135,0.052135,0,0.861143,2.403838,4.236452,4.408111,1.901234,0,0,5.784945,2.453489,-3.331028,14.264079,14.34218,-2.97684,176.326612,4.548447,53.765805,0.140463,2.367152,229,22.871411,0,579844,0
vehicle_body_axis_reference_sar000346,vehicle_body_axis_reference,WGV35A_PAIR_0063,346,calibration,E0_R1_REG_000346_0002,vehicle,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,66.245193,1.064734,OBSERVABLE_HIGH,40.947012,989.475,940.1555,644498,57.921993,1.115941,0.210479,0.210479,356.657048,0.775696,1.780105,3.767307,3.699233,0.911049,0,0,4.480486,1.165437,-0.094575,0.054833,0.088568,0.064085,176.764544,4.393434,70.385934,0.298025,4.284022,205,20.470727,352215.020219,292282.979781,1.205048
matched_ordinary_background_sar000346,matched_ordinary_background,WGV35A_PAIR_0063,346,calibration,E0_R1_REG_000346_0040,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,66.245193,1.064734,OBSERVABLE_HIGH,40.947012,1235,918,580357,51.771366,0.997442,0.055843,0.055843,0,0.850692,2.774305,3.822256,4.352143,1.878381,0,0,5.450024,2.433147,-2.230976,7.019011,7.319498,-0.817749,-176.201801,2.640221,82.691366,0.147193,2.242047,258,25.572406,0,580357,0
matched_strong_scatterer_background_sar000346,matched_strong_scatterer_background,WGV35A_PAIR_0063,346,calibration,E0_R1_REG_000346_0041,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,66.245193,1.064734,OBSERVABLE_HIGH,40.947012,1371,952,689180,61.479038,1.184472,0.310348,0.310348,0,0.78321,2.110292,3.438341,2.69278,1.578476,0,0,3.262854,1.962834,-4.813343,10.453597,11.507617,0.14384,-179.514378,0.672356,60.665827,0.247948,1.698789,281,27.852116,0,689180,0
matched_linear_structure_background_sar000346,matched_linear_structure_background,WGV35A_PAIR_0063,346,calibration,E0_R1_REG_000346_0042,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,66.245193,1.064734,OBSERVABLE_HIGH,40.947012,1371,986,691155,61.65522,1.187867,0.326227,0.326227,0,0.788606,1.708474,3.984127,3.862541,1.846922,0,0,4.713911,2.131801,-5.665047,10.00606,11.445317,1.103949,167.367551,13.790427,45.168289,0.143444,3.08003,245,24.283874,0,691155,0
fixed_known_non_vehicle_N005_sar000346,fixed_known_non_vehicle_N005,WGV35A_PAIR_0063,346,calibration,E0_R1_REG_000346_0043,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,66.245193,1.064734,OBSERVABLE_HIGH,40.947012,1196.566369,1166.397906,571873,51.767265,0.997363,0.047253,0.047253,0,0.844831,1.716119,3.796688,4.019785,1.752376,0,0,5.01929,2.248969,-8.655372,3.074113,6.32967,6.655892,166.761286,14.396692,62.228317,0.149485,2.362764,254,25.547409,0,571873,0
fixed_strong_scatterer_sar000346,fixed_strong_scatterer,WGV35A_PAIR_0063,346,calibration,E0_R1_REG_000346_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,66.245193,1.064734,OBSERVABLE_HIGH,40.947012,1132.158395,1164.457828,562645,51.08453,0.984209,0.040585,0.040585,0,0.842463,2.012043,3.47346,4.111586,1.804802,0,0,5.029208,2.287536,-7.86824,1.353822,4.437948,6.636765,178.229791,2.928187,84.280862,0.158033,2.211224,210,21.185158,0,562645,0
fixed_linear_structure_sar000346,fixed_linear_structure,WGV35A_PAIR_0063,346,calibration,E0_R1_REG_000346_0044,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,66.245193,1.064734,OBSERVABLE_HIGH,40.947012,1461.700834,848.735721,573135,52.036953,1.002558,0.057926,0.057926,0,0.848725,2.474377,4.06306,4.380604,1.888401,0,0,5.705461,2.395597,-2.930973,14.073251,14.04829,-3.048368,-179.918049,1.076027,57.521144,0.120981,2.385078,195,19.671933,0,573135,0
vehicle_body_axis_reference_sar000347,vehicle_body_axis_reference,WGV35A_PAIR_0065,347,calibration,E0_R1_REG_000347_0002,vehicle,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,67.758317,0.983971,OBSERVABLE_HIGH,41.093481,995.919,940.452,626336,56.65123,1.11865,0.226664,0.226664,0,0.780615,1.815468,3.804642,3.804827,0.804609,0,0,4.978795,1.036572,-0.086695,0.058052,0.087198,0.057294,176.970824,3.858137,70.972264,0.344548,5.274781,224,22.511658,339553.955563,286782.044437,1.184014
matched_ordinary_background_sar000347,matched_ordinary_background,WGV35A_PAIR_0065,347,calibration,E0_R1_REG_000347_0040,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,67.758317,0.983971,OBSERVABLE_HIGH,41.093481,1439,1020,551584,50.253643,0.992321,0.058765,0.058765,0,0.858068,2.645996,3.738488,4.215185,1.828121,0,0,5.22596,2.392272,-7.158022,11.399293,13.285688,2.161403,-176.160983,3.010056,51.300182,0.152533,2.19096,219,22.169582,0,551584,0
matched_strong_scatterer_background_sar000347,matched_strong_scatterer_background,WGV35A_PAIR_0065,347,calibration,E0_R1_REG_000347_0041,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,67.758317,0.983971,OBSERVABLE_HIGH,41.093481,1371,986,657097,59.866711,1.182143,0.318695,0.318695,0,0.791847,1.599486,3.940552,3.530081,1.819777,0,0,4.509636,2.093964,-5.456321,9.932259,11.272351,1.164183,166.364802,14.464159,44.16554,0.166159,3.088901,237,23.99174,0,657097,0
