subject_frame_id,subject_name,sar_frame,split,posthoc_evaluation_label,single_feature_energy_confusion,metric_shape_confusion,observable_structure_evaluable,observable_structure_confusion,temporal_physical_evaluable,temporal_physical_confusion,full_physical_confusion,vehicle_local_background_normalized_energy,subject_local_background_normalized_energy,vehicle_higher_on_local_background_normalized_energy,not_evaluable_gate_count,not_evaluable_gates
matched_ordinary_background_sar000342,matched_ordinary_background,342,calibration,negative,true,true,true,false,false,false,false,1.09107,0.991677,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_strong_scatterer_background_sar000342,matched_strong_scatterer_background,342,calibration,negative,true,true,true,true,false,false,false,1.09107,1.153159,false,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_linear_structure_background_sar000342,matched_linear_structure_background,342,calibration,negative,true,true,true,true,false,false,false,1.09107,1.156989,false,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
fixed_known_non_vehicle_N005_sar000342,fixed_known_non_vehicle_N005,342,calibration,negative,true,true,true,true,true,false,false,1.09107,1.004009,true,0,
fixed_strong_scatterer_sar000342,fixed_strong_scatterer,342,calibration,negative,true,true,true,false,true,false,false,1.09107,0.995991,true,0,
fixed_linear_structure_sar000342,fixed_linear_structure,342,calibration,negative,true,true,true,false,true,false,false,1.09107,0.985586,true,0,
vehicle_body_axis_reference_sar000343,vehicle_body_axis_reference,343,calibration,vehicle,false,false,true,false,true,false,false,1.089096,1.089096,false,0,
matched_ordinary_background_sar000343,matched_ordinary_background,343,calibration,negative,true,true,true,false,false,false,false,1.089096,0.988232,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_strong_scatterer_background_sar000343,matched_strong_scatterer_background,343,calibration,negative,true,true,true,true,false,false,false,1.089096,1.150953,false,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_linear_structure_background_sar000343,matched_linear_structure_background,343,calibration,negative,true,true,true,false,false,false,false,1.089096,1.147463,false,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
fixed_known_non_vehicle_N005_sar000343,fixed_known_non_vehicle_N005,343,calibration,negative,true,true,true,false,true,false,false,1.089096,1.004423,true,0,
fixed_strong_scatterer_sar000343,fixed_strong_scatterer,343,calibration,negative,true,true,true,false,true,false,false,1.089096,0.995577,true,0,
fixed_linear_structure_sar000343,fixed_linear_structure,343,calibration,negative,true,true,true,false,true,false,false,1.089096,0.99181,true,0,
vehicle_body_axis_reference_sar000344,vehicle_body_axis_reference,344,calibration,vehicle,false,false,true,false,true,false,false,1.110001,1.110001,false,0,
matched_ordinary_background_sar000344,matched_ordinary_background,344,calibration,negative,true,true,true,false,false,false,false,1.110001,0.989965,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_strong_scatterer_background_sar000344,matched_strong_scatterer_background,344,calibration,negative,true,true,true,true,false,false,false,1.110001,1.166543,false,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_linear_structure_background_sar000344,matched_linear_structure_background,344,calibration,negative,true,true,true,false,false,false,false,1.110001,1.159474,false,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
fixed_known_non_vehicle_N005_sar000344,fixed_known_non_vehicle_N005,344,calibration,negative,true,true,true,false,true,false,false,1.110001,1.002311,true,0,
fixed_strong_scatterer_sar000344,fixed_strong_scatterer,344,calibration,negative,true,true,true,false,true,false,false,1.110001,0.993725,true,0,
fixed_linear_structure_sar000344,fixed_linear_structure,344,calibration,negative,true,true,true,false,true,false,false,1.110001,0.997689,true,0,
vehicle_body_axis_reference_sar000345,vehicle_body_axis_reference,345,calibration,vehicle,false,false,true,false,true,false,false,1.114589,1.114589,false,0,
matched_ordinary_background_sar000345,matched_ordinary_background,345,calibration,negative,true,true,true,false,false,false,false,1.114589,0.993366,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_strong_scatterer_background_sar000345,matched_strong_scatterer_background,345,calibration,negative,true,true,true,true,false,false,false,1.114589,1.174921,false,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_linear_structure_background_sar000345,matched_linear_structure_background,345,calibration,negative,true,true,true,false,false,false,false,1.114589,1.174212,false,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
fixed_known_non_vehicle_N005_sar000345,fixed_known_non_vehicle_N005,345,calibration,negative,true,true,true,false,true,false,false,1.114589,1.000358,true,0,
fixed_strong_scatterer_sar000345,fixed_strong_scatterer,345,calibration,negative,true,true,true,false,true,false,false,1.114589,0.990308,true,0,
fixed_linear_structure_sar000345,fixed_linear_structure,345,calibration,negative,true,true,true,false,true,false,false,1.114589,0.999642,true,0,
vehicle_body_axis_reference_sar000346,vehicle_body_axis_reference,346,calibration,vehicle,false,false,true,false,true,false,false,1.115941,1.115941,false,0,
matched_ordinary_background_sar000346,matched_ordinary_background,346,calibration,negative,true,true,true,false,false,false,false,1.115941,0.997442,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_strong_scatterer_background_sar000346,matched_strong_scatterer_background,346,calibration,negative,true,true,true,true,false,false,false,1.115941,1.184472,false,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_linear_structure_background_sar000346,matched_linear_structure_background,346,calibration,negative,true,true,true,false,false,false,false,1.115941,1.187867,false,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
fixed_known_non_vehicle_N005_sar000346,fixed_known_non_vehicle_N005,346,calibration,negative,true,true,true,false,true,false,false,1.115941,0.997363,true,0,
fixed_strong_scatterer_sar000346,fixed_strong_scatterer,346,calibration,negative,true,true,true,false,true,false,false,1.115941,0.984209,true,0,
fixed_linear_structure_sar000346,fixed_linear_structure,346,calibration,negative,true,true,true,false,true,false,false,1.115941,1.002558,true,0,
vehicle_body_axis_reference_sar000347,vehicle_body_axis_reference,347,calibration,vehicle,false,false,true,false,true,false,false,1.11865,1.11865,false,0,
matched_ordinary_background_sar000347,matched_ordinary_background,347,calibration,negative,true,true,true,false,false,false,false,1.11865,0.992321,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_strong_scatterer_background_sar000347,matched_strong_scatterer_background,347,calibration,negative,true,true,true,false,false,false,false,1.11865,1.182143,false,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_linear_structure_background_sar000347,matched_linear_structure_background,347,calibration,negative,true,true,true,false,false,false,false,1.11865,1.182143,false,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
fixed_known_non_vehicle_N005_sar000347,fixed_known_non_vehicle_N005,347,calibration,negative,true,true,true,false,true,false,false,1.11865,0.994526,true,0,
fixed_strong_scatterer_sar000347,fixed_strong_scatterer,347,calibration,negative,true,true,true,false,true,false,false,1.11865,0.983589,true,0,
fixed_linear_structure_sar000347,fixed_linear_structure,347,calibration,negative,true,true,true,false,true,false,false,1.11865,1.005474,true,0,
vehicle_body_axis_reference_sar000348,vehicle_body_axis_reference,348,calibration,vehicle,false,false,true,false,true,false,false,1.127281,1.127281,false,0,
matched_ordinary_background_sar000348,matched_ordinary_background,348,calibration,negative,true,true,true,false,false,false,false,1.127281,0.96114,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_strong_scatterer_background_sar000348,matched_strong_scatterer_background,348,calibration,negative,true,true,true,false,false,false,false,1.127281,1.183069,false,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_linear_structure_background_sar000348,matched_linear_structure_background,348,calibration,negative,true,true,true,false,false,false,false,1.127281,1.183069,false,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
fixed_known_non_vehicle_N005_sar000348,fixed_known_non_vehicle_N005,348,calibration,negative,true,true,true,false,true,false,false,1.127281,0.990613,true,0,
fixed_strong_scatterer_sar000348,fixed_strong_scatterer,348,calibration,negative,true,true,true,false,true,false,false,1.127281,0.980047,true,0,
fixed_linear_structure_sar000348,fixed_linear_structure,348,calibration,negative,true,true,true,false,true,false,false,1.127281,1.009387,true,0,
vehicle_body_axis_reference_sar000349,vehicle_body_axis_reference,349,calibration,vehicle,false,false,true,false,true,false,false,1.128586,1.128586,false,0,
matched_ordinary_background_sar000349,matched_ordinary_background,349,calibration,negative,true,true,true,false,false,false,false,1.128586,0.993789,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_strong_scatterer_background_sar000349,matched_strong_scatterer_background,349,calibration,negative,true,true,true,true,false,false,false,1.128586,1.178223,false,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_linear_structure_background_sar000349,matched_linear_structure_background,349,calibration,negative,true,true,true,false,false,false,false,1.128586,1.168307,false,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
fixed_known_non_vehicle_N005_sar000349,fixed_known_non_vehicle_N005,349,calibration,negative,true,true,true,true,true,false,false,1.128586,0.995206,true,0,
fixed_strong_scatterer_sar000349,fixed_strong_scatterer,349,calibration,negative,true,true,true,false,true,false,false,1.128586,0.982144,true,0,
fixed_linear_structure_sar000349,fixed_linear_structure,349,calibration,negative,true,true,true,false,true,false,false,1.128586,1.004794,true,0,
vehicle_body_axis_reference_sar000350,vehicle_body_axis_reference,350,calibration,vehicle,false,false,true,false,true,false,false,1.029642,1.029642,false,0,
matched_ordinary_background_sar000350,matched_ordinary_background,350,calibration,negative,true,true,true,false,false,false,false,1.029642,0.985838,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_strong_scatterer_background_sar000350,matched_strong_scatterer_background,350,calibration,negative,true,true,true,false,false,false,false,1.029642,1.095204,false,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_linear_structure_background_sar000350,matched_linear_structure_background,350,calibration,negative,true,true,true,false,false,false,false,1.029642,1.136462,false,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
fixed_known_non_vehicle_N005_sar000350,fixed_known_non_vehicle_N005,350,calibration,negative,true,true,true,false,true,false,false,1.029642,0.981811,true,0,
fixed_strong_scatterer_sar000350,fixed_strong_scatterer,350,calibration,negative,true,true,true,false,true,false,false,1.029642,0.987029,true,0,
fixed_linear_structure_sar000350,fixed_linear_structure,350,calibration,negative,true,true,true,false,true,false,false,1.029642,1.012971,true,0,
vehicle_body_axis_reference_sar000351,vehicle_body_axis_reference,351,calibration,vehicle,false,false,false,false,true,false,false,1.032107,1.032107,false,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
matched_ordinary_background_sar000351,matched_ordinary_background,351,calibration,negative,true,true,false,false,false,false,false,1.032107,0.97546,true,3,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE;G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_strong_scatterer_background_sar000351,matched_strong_scatterer_background,351,calibration,negative,true,true,false,false,false,false,false,1.032107,1.110497,false,3,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE;G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_linear_structure_background_sar000351,matched_linear_structure_background,351,calibration,negative,true,true,false,false,false,false,false,1.032107,1.110497,false,3,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE;G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
fixed_known_non_vehicle_N005_sar000351,fixed_known_non_vehicle_N005,351,calibration,negative,true,true,false,false,true,false,false,1.032107,0.979833,true,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
fixed_strong_scatterer_sar000351,fixed_strong_scatterer,351,calibration,negative,true,true,false,false,true,false,false,1.032107,0.982577,true,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
fixed_linear_structure_sar000351,fixed_linear_structure,351,calibration,negative,true,true,false,false,true,false,false,1.032107,1.017423,true,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
vehicle_body_axis_reference_sar000352,vehicle_body_axis_reference,352,calibration,vehicle,false,false,false,false,true,false,false,1.031385,1.031385,false,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
matched_ordinary_background_sar000352,matched_ordinary_background,352,calibration,negative,true,true,false,false,false,false,false,1.031385,0.955745,true,3,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE;G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_strong_scatterer_background_sar000352,matched_strong_scatterer_background,352,calibration,negative,true,true,false,false,false,false,false,1.031385,1.150558,false,3,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE;G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_linear_structure_background_sar000352,matched_linear_structure_background,352,calibration,negative,true,true,false,false,false,false,false,1.031385,1.102282,false,3,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE;G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
fixed_known_non_vehicle_N005_sar000352,fixed_known_non_vehicle_N005,352,calibration,negative,true,true,false,false,true,false,false,1.031385,0.975027,true,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
fixed_strong_scatterer_sar000352,fixed_strong_scatterer,352,calibration,negative,true,true,false,false,true,false,false,1.031385,0.977253,true,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
fixed_linear_structure_sar000352,fixed_linear_structure,352,calibration,negative,true,true,false,false,true,false,false,1.031385,1.022747,true,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
vehicle_body_axis_reference_sar000353,vehicle_body_axis_reference,353,calibration,vehicle,false,false,true,false,true,false,false,1.139899,1.139899,false,0,
matched_ordinary_background_sar000353,matched_ordinary_background,353,calibration,negative,true,true,true,false,false,false,false,1.139899,0.949457,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_strong_scatterer_background_sar000353,matched_strong_scatterer_background,353,calibration,negative,true,true,true,false,false,false,false,1.139899,1.142856,false,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_linear_structure_background_sar000353,matched_linear_structure_background,353,calibration,negative,true,true,true,false,false,false,false,1.139899,1.128299,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
fixed_known_non_vehicle_N005_sar000353,fixed_known_non_vehicle_N005,353,calibration,negative,true,true,true,false,true,false,false,1.139899,0.979974,true,0,
fixed_strong_scatterer_sar000353,fixed_strong_scatterer,353,calibration,negative,true,true,true,false,true,false,false,1.139899,0.968403,true,0,
fixed_linear_structure_sar000353,fixed_linear_structure,353,calibration,negative,true,true,true,false,true,false,false,1.139899,1.020026,true,0,
vehicle_body_axis_reference_sar000354,vehicle_body_axis_reference,354,calibration,vehicle,false,false,true,false,true,false,false,1.129696,1.129696,false,0,
matched_ordinary_background_sar000354,matched_ordinary_background,354,calibration,negative,true,true,true,false,false,false,false,1.129696,0.969633,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_strong_scatterer_background_sar000354,matched_strong_scatterer_background,354,calibration,negative,true,true,true,false,false,false,false,1.129696,1.111793,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_linear_structure_background_sar000354,matched_linear_structure_background,354,calibration,negative,true,true,true,false,false,false,false,1.129696,1.11682,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
fixed_known_non_vehicle_N005_sar000354,fixed_known_non_vehicle_N005,354,calibration,negative,true,true,true,false,true,false,false,1.129696,0.977559,true,0,
fixed_strong_scatterer_sar000354,fixed_strong_scatterer,354,calibration,negative,true,true,true,false,true,false,false,1.129696,0.961633,true,0,
fixed_linear_structure_sar000354,fixed_linear_structure,354,calibration,negative,true,true,true,false,true,false,false,1.129696,1.022441,true,0,
vehicle_body_axis_reference_sar000355,vehicle_body_axis_reference,355,calibration,vehicle,false,false,true,false,true,false,false,1.121186,1.121186,false,0,
matched_ordinary_background_sar000355,matched_ordinary_background,355,calibration,negative,true,true,true,false,false,false,false,1.121186,0.972362,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_strong_scatterer_background_sar000355,matched_strong_scatterer_background,355,calibration,negative,true,true,true,false,false,false,false,1.121186,1.104217,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_linear_structure_background_sar000355,matched_linear_structure_background,355,calibration,negative,true,true,true,false,false,false,false,1.121186,1.104069,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
fixed_known_non_vehicle_N005_sar000355,fixed_known_non_vehicle_N005,355,calibration,negative,true,true,true,false,true,false,false,1.121186,0.970058,true,0,
fixed_strong_scatterer_sar000355,fixed_strong_scatterer,355,calibration,negative,true,true,true,false,true,false,false,1.121186,0.954887,true,0,
fixed_linear_structure_sar000355,fixed_linear_structure,355,calibration,negative,true,true,true,false,true,false,false,1.121186,1.027638,true,0,
vehicle_body_axis_reference_sar000356,vehicle_body_axis_reference,356,calibration,vehicle,false,false,true,false,true,false,false,1.118813,1.118813,false,0,
matched_ordinary_background_sar000356,matched_ordinary_background,356,calibration,negative,true,true,true,false,false,false,false,1.118813,0.957179,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_strong_scatterer_background_sar000356,matched_strong_scatterer_background,356,calibration,negative,true,true,true,false,false,false,false,1.118813,1.094044,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_linear_structure_background_sar000356,matched_linear_structure_background,356,calibration,negative,true,true,true,false,false,false,false,1.118813,1.093894,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
fixed_known_non_vehicle_N005_sar000356,fixed_known_non_vehicle_N005,356,calibration,negative,true,true,true,false,true,false,false,1.118813,0.966616,true,0,
fixed_strong_scatterer_sar000356,fixed_strong_scatterer,356,calibration,negative,true,true,true,false,true,false,false,1.118813,0.951959,true,0,
fixed_linear_structure_sar000356,fixed_linear_structure,356,calibration,negative,true,false,true,false,true,false,false,1.118813,1.033384,true,0,
vehicle_body_axis_reference_sar000357,vehicle_body_axis_reference,357,calibration,vehicle,false,false,true,false,true,false,false,1.119061,1.119061,false,0,
matched_ordinary_background_sar000357,matched_ordinary_background,357,calibration,negative,true,true,true,false,false,false,false,1.119061,0.935261,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_strong_scatterer_background_sar000357,matched_strong_scatterer_background,357,calibration,negative,true,true,true,false,false,false,false,1.119061,1.095339,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_linear_structure_background_sar000357,matched_linear_structure_background,357,calibration,negative,true,true,true,false,false,false,false,1.119061,1.093313,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
fixed_known_non_vehicle_N005_sar000357,fixed_known_non_vehicle_N005,357,calibration,negative,true,true,true,false,true,false,false,1.119061,0.961974,true,0,
fixed_strong_scatterer_sar000357,fixed_strong_scatterer,357,calibration,negative,true,true,true,false,true,false,false,1.119061,0.94801,true,0,
fixed_linear_structure_sar000357,fixed_linear_structure,357,calibration,negative,true,false,true,false,true,false,false,1.119061,1.038026,true,0,
vehicle_body_axis_reference_sar000358,vehicle_body_axis_reference,358,calibration,vehicle,false,false,true,false,true,false,false,1.127605,1.127605,false,0,
matched_ordinary_background_sar000358,matched_ordinary_background,358,calibration,negative,true,true,true,false,false,false,false,1.127605,0.93256,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_strong_scatterer_background_sar000358,matched_strong_scatterer_background,358,calibration,negative,true,true,true,false,false,false,false,1.127605,1.086996,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_linear_structure_background_sar000358,matched_linear_structure_background,358,calibration,negative,true,true,true,false,false,false,false,1.127605,1.082148,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
fixed_known_non_vehicle_N005_sar000358,fixed_known_non_vehicle_N005,358,calibration,negative,true,true,true,false,true,false,false,1.127605,0.961322,true,0,
fixed_strong_scatterer_sar000358,fixed_strong_scatterer,358,calibration,negative,true,true,true,false,true,false,false,1.127605,0.947044,true,0,
fixed_linear_structure_sar000358,fixed_linear_structure,358,calibration,negative,true,false,true,false,true,false,false,1.127605,1.038678,true,0,
vehicle_body_axis_reference_sar000359,vehicle_body_axis_reference,359,calibration,vehicle,false,false,true,false,true,false,false,1.132183,1.132183,false,0,
matched_ordinary_background_sar000359,matched_ordinary_background,359,calibration,negative,true,true,true,false,false,false,false,1.132183,0.968029,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_strong_scatterer_background_sar000359,matched_strong_scatterer_background,359,calibration,negative,true,true,true,false,false,false,false,1.132183,1.077366,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_linear_structure_background_sar000359,matched_linear_structure_background,359,calibration,negative,true,true,true,false,false,false,false,1.132183,1.067669,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
fixed_known_non_vehicle_N005_sar000359,fixed_known_non_vehicle_N005,359,calibration,negative,true,true,true,false,true,false,false,1.132183,0.961581,true,0,
fixed_strong_scatterer_sar000359,fixed_strong_scatterer,359,calibration,negative,true,true,true,true,true,false,false,1.132183,0.95052,true,0,
fixed_linear_structure_sar000359,fixed_linear_structure,359,calibration,negative,true,false,true,false,true,false,false,1.132183,1.031971,true,0,
vehicle_body_axis_reference_sar000360,vehicle_body_axis_reference,360,calibration,vehicle,false,false,true,false,true,false,false,1.144715,1.144715,false,0,
matched_ordinary_background_sar000360,matched_ordinary_background,360,calibration,negative,true,true,true,false,false,false,false,1.144715,0.94265,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_strong_scatterer_background_sar000360,matched_strong_scatterer_background,360,calibration,negative,true,true,true,true,false,false,false,1.144715,1.083409,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_linear_structure_background_sar000360,matched_linear_structure_background,360,calibration,negative,true,true,true,false,false,false,false,1.144715,1.015652,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
fixed_known_non_vehicle_N005_sar000360,fixed_known_non_vehicle_N005,360,calibration,negative,true,true,true,false,true,false,false,1.144715,0.984348,true,0,
fixed_strong_scatterer_sar000360,fixed_strong_scatterer,360,calibration,negative,true,true,true,true,true,false,false,1.144715,0.968832,true,0,
fixed_linear_structure_sar000360,fixed_linear_structure,360,calibration,negative,true,false,true,false,true,false,false,1.144715,1.043795,true,0,
vehicle_body_axis_reference_sar000361,vehicle_body_axis_reference,361,guard,vehicle,false,false,true,false,true,false,false,1.14352,1.14352,false,0,
matched_ordinary_background_sar000361,matched_ordinary_background,361,guard,negative,true,true,true,false,false,false,false,1.14352,0.971118,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_strong_scatterer_background_sar000361,matched_strong_scatterer_background,361,guard,negative,true,true,true,true,false,false,false,1.14352,1.042597,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_linear_structure_background_sar000361,matched_linear_structure_background,361,guard,negative,true,true,true,false,false,false,false,1.14352,1.045859,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
fixed_known_non_vehicle_N005_sar000361,fixed_known_non_vehicle_N005,361,guard,negative,true,true,true,false,true,false,false,1.14352,0.971866,true,0,
fixed_strong_scatterer_sar000361,fixed_strong_scatterer,361,guard,negative,true,true,true,true,true,false,false,1.14352,0.954866,true,0,
fixed_linear_structure_sar000361,fixed_linear_structure,361,guard,negative,true,false,true,false,true,false,false,1.14352,1.028134,true,0,
vehicle_body_axis_reference_sar000362,vehicle_body_axis_reference,362,guard,vehicle,false,false,true,false,true,false,false,1.196315,1.196315,false,0,
matched_ordinary_background_sar000362,matched_ordinary_background,362,guard,negative,true,true,true,false,false,false,false,1.196315,0.973788,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_strong_scatterer_background_sar000362,matched_strong_scatterer_background,362,guard,negative,true,true,true,true,false,false,false,1.196315,1.09581,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_linear_structure_background_sar000362,matched_linear_structure_background,362,guard,negative,true,true,true,false,false,false,false,1.196315,0.963294,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
fixed_known_non_vehicle_N005_sar000362,fixed_known_non_vehicle_N005,362,guard,negative,true,true,true,false,true,false,false,1.196315,1.016616,true,0,
