experiment_id,experiment_type,method,physical_vehicle_id,source_pair_id,sar_frame,component_ids,assembly_id,component_count,assembly_centroid,assembly_envelope,assembly_azimuth,assembly_radial,azimuth_span,radial_span,max_pair_distance_px,max_diameter_px,internal_max_gap_px,compact_pass,rejection_reason,search_window,budget_width,budget_height,source_anchor_area,prediction_area_ratio,persistent_hypothesis_id,association_event
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,221,C1C_ADJ_0208_TO_0209_221_c001,,1,"1294.108,1080.953","1203.000,987.000,1482.000,1149.000",27.500587,294.423004,0,0,0,322.62207,0,false,envelope_width_exceeds_fixed_budget,"1203.959,987.749,1481.959,1148.666",278,160.9172,13003.845572,3.475741,ADJ_0208_TO_0209_c1c_219_01,component_rejected
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,222,C1C_ADJ_0208_TO_0209_222_c001,,1,"1287.052,1083.134","1203.000,987.000,1482.000,1149.000",26.588467,288.519409,0,0,0,322.62207,0,false,envelope_width_exceeds_fixed_budget,"1203.959,987.749,1481.959,1148.666",278,160.9172,13003.845572,3.475741,ADJ_0208_TO_0209_c1c_219_01,component_rejected
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,223,C1C_ADJ_0208_TO_0209_223_c001,,1,"1284.260,1084.904","1203.000,987.000,1482.000,1149.000",26.161066,286.114899,0,0,0,322.62207,0,false,envelope_width_exceeds_fixed_budget,"1203.959,987.749,1481.959,1148.666",278,160.9172,13003.845572,3.475741,ADJ_0208_TO_0209_c1c_219_01,component_rejected
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,224,C1C_ADJ_0208_TO_0209_224_c001,,1,"1261.294,1089.287","1203.000,987.000,1482.000,1149.000",22.433443,271.101288,0,0,0,322.62207,0,false,envelope_width_exceeds_fixed_budget,"1203.959,987.749,1481.959,1148.666",278,160.9172,13003.845572,3.475741,ADJ_0208_TO_0209_c1c_219_01,component_rejected
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,224,C1C_ADJ_0208_TO_0209_224_c007,C1C_ADJ_0208_TO_0209_224_a001,1,"1450.425,1130.750","1427.000,1107.000,1482.000,1147.000",55.992664,357.664001,0,0,0,68.007353,0,true,compact_pass,"1203.959,987.749,1481.959,1148.666",278,160.9172,13003.845572,0.169181,ADJ_0208_TO_0209_c1c_219_01,compact_group
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,225,C1C_ADJ_0208_TO_0209_225_c001,C1C_ADJ_0208_TO_0209_225_a001,1,"1595.696,1059.134","1563.000,1041.000,1659.000,1097.000",58.407345,518.578918,0,0,0,111.139552,0,true,compact_pass,"1563.087,1041.620,1841.087,1202.538",278,160.9172,13003.845572,0.413416,ADJ_0208_TO_0209_c1c_224_01,compact_group
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,226,C1C_ADJ_0208_TO_0209_226_c001,,1,"1708.346,954.346","1601.000,907.000,1880.000,1067.000",55.705147,671.049927,0,0,0,321.622449,0,false,envelope_width_exceeds_fixed_budget,"1601.966,907.060,1879.966,1067.977",278,160.9172,13003.845572,3.432831,ADJ_0208_TO_0209_c1c_225_01,component_rejected
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,227,C1C_ADJ_0208_TO_0209_227_c001,,1,"1711.000,957.971","1601.000,907.000,1880.000,1067.000",56.085941,671.160034,0,0,0,321.622449,0,false,envelope_width_exceeds_fixed_budget,"1601.966,907.060,1879.966,1067.977",278,160.9172,13003.845572,3.432831,ADJ_0208_TO_0209_c1c_225_01,component_rejected
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,228,C1C_ADJ_0208_TO_0209_228_c001,,1,"1711.572,958.549","1601.000,907.000,1880.000,1067.000",56.151497,671.280884,0,0,0,321.622449,0,false,envelope_width_exceeds_fixed_budget,"1601.966,907.060,1879.966,1067.977",278,160.9172,13003.845572,3.432831,ADJ_0208_TO_0209_c1c_225_01,component_rejected
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,229,C1C_ADJ_0208_TO_0209_229_c001,,1,"1706.440,959.446","1601.000,907.000,1880.000,1068.000",55.982876,666.558533,0,0,0,322.121095,0,false,envelope_width_exceeds_fixed_budget,"1601.966,907.060,1879.966,1067.977",278,160.9172,13003.845572,3.454286,ADJ_0208_TO_0209_c1c_225_01,component_rejected
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,230,C1C_ADJ_0208_TO_0209_230_c001,,1,"1708.144,959.774","1601.000,907.000,1880.000,1068.000",56.108646,667.721863,0,0,0,322.121095,0,false,envelope_width_exceeds_fixed_budget,"1601.966,907.060,1879.966,1067.977",278,160.9172,13003.845572,3.454286,ADJ_0208_TO_0209_c1c_225_01,component_rejected
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,231,C1C_ADJ_0208_TO_0209_231_c001,,1,"1715.934,955.599","1601.000,907.000,1873.000,1067.000",56.152508,676.555847,0,0,0,315.569327,0,false,envelope_width_exceeds_fixed_budget,"1601.966,907.060,1879.966,1067.977",278,160.9172,13003.845572,3.346702,ADJ_0208_TO_0209_c1c_225_01,component_rejected
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,232,C1C_ADJ_0208_TO_0209_232_c001,,1,"1710.450,956.202","1601.000,907.000,1873.000,1068.000",55.940582,671.658325,0,0,0,316.077522,0,false,envelope_width_exceeds_fixed_budget,"1601.966,907.060,1879.966,1067.977",278,160.9172,13003.845572,3.367619,ADJ_0208_TO_0209_c1c_225_01,component_rejected
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,233,C1C_ADJ_0208_TO_0209_233_c001,,1,"1705.772,959.140","1601.000,907.000,1865.000,1067.000",55.925049,666.204651,0,0,0,308.700502,0,false,envelope_width_exceeds_fixed_budget,"1601.966,907.060,1879.966,1067.977",278,160.9172,13003.845572,3.24827,ADJ_0208_TO_0209_c1c_225_01,component_rejected
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,234,C1C_ADJ_0208_TO_0209_234_c001,,1,"1711.213,956.992","1601.000,907.000,1857.000,1067.000",56.013454,671.892578,0,0,0,301.887396,0,false,envelope_width_exceeds_fixed_budget,"1601.966,907.060,1879.966,1067.977",278,160.9172,13003.845572,3.149837,ADJ_0208_TO_0209_c1c_225_01,component_rejected
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,235,C1C_ADJ_0208_TO_0209_235_c001,,1,"1707.795,955.537","1601.000,907.000,1880.000,1068.000",55.741585,669.922424,0,0,0,322.121095,0,false,envelope_width_exceeds_fixed_budget,"1601.966,907.060,1879.966,1067.977",278,160.9172,13003.845572,3.454286,ADJ_0208_TO_0209_c1c_225_01,component_rejected
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,236,C1C_ADJ_0208_TO_0209_236_c001,,1,"1705.966,958.493","1601.000,907.000,1880.000,1067.000",55.894558,666.586914,0,0,0,321.622449,0,false,envelope_width_exceeds_fixed_budget,"1601.966,907.060,1879.966,1067.977",278,160.9172,13003.845572,3.432831,ADJ_0208_TO_0209_c1c_225_01,component_rejected
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,237,C1C_ADJ_0208_TO_0209_237_c001,,1,"1705.095,960.489","1601.000,907.000,1880.000,1068.000",56.012165,664.742065,0,0,0,322.121095,0,false,envelope_width_exceeds_fixed_budget,"1601.966,907.060,1879.966,1067.977",278,160.9172,13003.845572,3.454286,ADJ_0208_TO_0209_c1c_225_01,component_rejected
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,238,C1C_ADJ_0208_TO_0209_238_c001,,1,"1704.441,961.707","1601.000,907.000,1880.000,1068.000",56.064522,663.478149,0,0,0,322.121095,0,false,envelope_width_exceeds_fixed_budget,"1601.966,907.060,1879.966,1067.977",278,160.9172,13003.845572,3.454286,ADJ_0208_TO_0209_c1c_225_01,component_rejected
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,213,C1D_ADJ_0208_TO_0209_ADJ_0208_TO_0209_C1D_h001_213_c002,,1,"1068.418,1169.504","959.000,1108.000,1190.000,1244.000",-28.162062,188.142258,0,0,0,268.06156,0,false,envelope_width_exceeds_fixed_budget,"911.905,1108.359,1189.905,1269.276",278,160.9172,13003.845572,2.415901,ADJ_0208_TO_0209_C1D_h001,component_rejected
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,213,C1D_ADJ_0208_TO_0209_ADJ_0208_TO_0209_C1D_h001_213_c004,C1D_ADJ_0208_TO_0209_213_ADJ_0208_TO_0209_C1D_h001_a001,1,"1013.488,1225.537","1007.000,1212.000,1023.000,1244.000",-53.255222,175.678467,0,0,0,35.777088,0,true,compact_pass,"911.905,1108.359,1189.905,1269.276",278,160.9172,13003.845572,0.039373,ADJ_0208_TO_0209_C1D_h001,compact_group
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,214,C1D_ADJ_0208_TO_0209_ADJ_0208_TO_0209_c1d_213_01_214_c001,C1D_ADJ_0208_TO_0209_214_ADJ_0208_TO_0209_c1d_213_01_a001,1,"1054.567,1210.635","965.000,1181.000,1116.000,1245.000",-39.096268,157.638535,0,0,0,164.003049,0,true,compact_pass,"837.071,1181.797,1115.071,1334.000",278,160.9172,13003.845572,0.743165,ADJ_0208_TO_0209_c1d_213_01,compact_group
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,214,C1D_ADJ_0208_TO_0209_ADJ_0208_TO_0209_c1d_213_01_214_c004,C1D_ADJ_0208_TO_0209_214_ADJ_0208_TO_0209_c1d_213_01_a002,1,"1111.259,1264.481","1101.000,1253.000,1116.000,1277.000",-32.850132,78.813408,0,0,0,28.301943,0,true,compact_pass,"837.071,1181.797,1115.071,1334.000",278,160.9172,13003.845572,0.027684,ADJ_0208_TO_0209_c1d_213_01,compact_group
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,215,C1D_ADJ_0208_TO_0209_ADJ_0208_TO_0209_c1d_214_01_215_c002,,1,"1069.971,1170.732","972.000,1115.000,1196.000,1243.000",-27.785734,186.048828,0,0,0,257.992248,0,false,envelope_width_exceeds_fixed_budget,"956.647,1115.274,1234.647,1276.191",278,160.9172,13003.845572,2.204886,ADJ_0208_TO_0209_c1d_214_01,component_rejected
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,216,C1D_ADJ_0208_TO_0209_ADJ_0208_TO_0209_c1d_214_01_216_c001,,1,"1073.856,1172.711","980.000,1115.000,1196.000,1243.000",-27.060705,182.492935,0,0,0,251.077677,0,false,envelope_width_exceeds_fixed_budget,"956.647,1115.274,1234.647,1276.191",278,160.9172,13003.845572,2.12614,ADJ_0208_TO_0209_c1d_214_01,component_rejected
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,217,C1D_ADJ_0208_TO_0209_ADJ_0208_TO_0209_c1d_214_01_217_c002,,1,"1078.132,1172.079","980.000,1115.000,1204.000,1243.000",-25.778978,181.18988,0,0,0,257.992248,0,false,envelope_width_exceeds_fixed_budget,"956.647,1115.274,1234.647,1276.191",278,160.9172,13003.845572,2.204886,ADJ_0208_TO_0209_c1d_214_01,component_rejected
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,218,C1D_ADJ_0208_TO_0209_ADJ_0208_TO_0209_c1d_214_01_218_c001,,1,"1080.244,1171.006","988.000,1115.000,1204.000,1243.000",-24.997744,180.913406,0,0,0,251.077677,0,false,envelope_width_exceeds_fixed_budget,"956.647,1115.274,1234.647,1276.191",278,160.9172,13003.845572,2.12614,ADJ_0208_TO_0209_c1d_214_01,component_rejected
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,219,C1D_ADJ_0208_TO_0209_ADJ_0208_TO_0209_c1d_214_01_219_c001,,1,"1082.547,1169.740","988.000,1115.000,1196.000,1243.000",-24.180252,180.750504,0,0,0,244.2294,0,false,envelope_height_exceeds_fixed_budget,"956.647,1115.274,1234.647,1276.191",278,160.9172,13003.845572,2.047394,ADJ_0208_TO_0209_c1d_214_01,component_rejected
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,219,C1D_ADJ_0208_TO_0209_ADJ_0208_TO_0209_c1d_214_01_219_c002,C1D_ADJ_0208_TO_0209_219_ADJ_0208_TO_0209_c1d_214_01_a001,1,"1198.763,1139.421","1188.000,1123.000,1212.000,1147.000",13.194038,196.39743,0,0,0,33.941125,0,true,compact_pass,"956.647,1115.274,1234.647,1276.191",278,160.9172,13003.845572,0.044295,ADJ_0208_TO_0209_c1d_214_01,compact_group
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,220,C1D_ADJ_0208_TO_0209_ADJ_0208_TO_0209_c1d_219_01_220_c001,,1,"1294.019,1077.677","1203.000,987.000,1482.000,1149.000",27.442814,297.158142,0,0,0,322.62207,0,false,envelope_width_exceeds_fixed_budget,"1203.959,987.749,1481.959,1148.666",278,160.9172,13003.845572,3.475741,ADJ_0208_TO_0209_c1d_219_01,component_rejected
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,221,C1D_ADJ_0208_TO_0209_ADJ_0208_TO_0209_c1d_219_01_221_c001,,1,"1294.108,1080.953","1203.000,987.000,1482.000,1149.000",27.500587,294.423004,0,0,0,322.62207,0,false,envelope_width_exceeds_fixed_budget,"1203.959,987.749,1481.959,1148.666",278,160.9172,13003.845572,3.475741,ADJ_0208_TO_0209_c1d_219_01,component_rejected
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,222,C1D_ADJ_0208_TO_0209_ADJ_0208_TO_0209_c1d_219_01_222_c001,,1,"1287.052,1083.134","1203.000,987.000,1482.000,1149.000",26.588467,288.519409,0,0,0,322.62207,0,false,envelope_width_exceeds_fixed_budget,"1203.959,987.749,1481.959,1148.666",278,160.9172,13003.845572,3.475741,ADJ_0208_TO_0209_c1d_219_01,component_rejected
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,223,C1D_ADJ_0208_TO_0209_ADJ_0208_TO_0209_c1d_219_01_223_c001,,1,"1284.260,1084.904","1203.000,987.000,1482.000,1149.000",26.161066,286.114899,0,0,0,322.62207,0,false,envelope_width_exceeds_fixed_budget,"1203.959,987.749,1481.959,1148.666",278,160.9172,13003.845572,3.475741,ADJ_0208_TO_0209_c1d_219_01,component_rejected
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,224,C1D_ADJ_0208_TO_0209_ADJ_0208_TO_0209_c1d_219_01_224_c001,,1,"1261.294,1089.287","1203.000,987.000,1482.000,1149.000",22.433443,271.101288,0,0,0,322.62207,0,false,envelope_width_exceeds_fixed_budget,"1203.959,987.749,1481.959,1148.666",278,160.9172,13003.845572,3.475741,ADJ_0208_TO_0209_c1d_219_01,component_rejected
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,224,C1D_ADJ_0208_TO_0209_ADJ_0208_TO_0209_c1d_219_01_224_c007,C1D_ADJ_0208_TO_0209_224_ADJ_0208_TO_0209_c1d_219_01_a001,1,"1450.425,1130.750","1427.000,1107.000,1482.000,1147.000",55.992664,357.664001,0,0,0,68.007353,0,true,compact_pass,"1203.959,987.749,1481.959,1148.666",278,160.9172,13003.845572,0.169181,ADJ_0208_TO_0209_c1d_219_01,compact_group
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,225,C1D_ADJ_0208_TO_0209_ADJ_0208_TO_0209_c1d_224_01_225_c001,C1D_ADJ_0208_TO_0209_225_ADJ_0208_TO_0209_c1d_224_01_a001,1,"1595.696,1059.134","1563.000,1041.000,1659.000,1097.000",58.407345,518.578918,0,0,0,111.139552,0,true,compact_pass,"1563.087,1041.620,1841.087,1202.538",278,160.9172,13003.845572,0.413416,ADJ_0208_TO_0209_c1d_224_01,compact_group
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,226,C1D_ADJ_0208_TO_0209_ADJ_0208_TO_0209_c1d_225_01_226_c001,,1,"1708.346,954.346","1601.000,907.000,1880.000,1067.000",55.705147,671.049927,0,0,0,321.622449,0,false,envelope_width_exceeds_fixed_budget,"1601.966,907.060,1879.966,1067.977",278,160.9172,13003.845572,3.432831,ADJ_0208_TO_0209_c1d_225_01,component_rejected
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,227,C1D_ADJ_0208_TO_0209_ADJ_0208_TO_0209_c1d_225_01_227_c001,,1,"1711.000,957.971","1601.000,907.000,1880.000,1067.000",56.085941,671.160034,0,0,0,321.622449,0,false,envelope_width_exceeds_fixed_budget,"1601.966,907.060,1879.966,1067.977",278,160.9172,13003.845572,3.432831,ADJ_0208_TO_0209_c1d_225_01,component_rejected
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,228,C1D_ADJ_0208_TO_0209_ADJ_0208_TO_0209_c1d_225_01_228_c001,,1,"1711.572,958.549","1601.000,907.000,1880.000,1067.000",56.151497,671.280884,0,0,0,321.622449,0,false,envelope_width_exceeds_fixed_budget,"1601.966,907.060,1879.966,1067.977",278,160.9172,13003.845572,3.432831,ADJ_0208_TO_0209_c1d_225_01,component_rejected
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,229,C1D_ADJ_0208_TO_0209_ADJ_0208_TO_0209_c1d_225_01_229_c001,,1,"1706.440,959.446","1601.000,907.000,1880.000,1068.000",55.982876,666.558533,0,0,0,322.121095,0,false,envelope_width_exceeds_fixed_budget,"1601.966,907.060,1879.966,1067.977",278,160.9172,13003.845572,3.454286,ADJ_0208_TO_0209_c1d_225_01,component_rejected
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,230,C1D_ADJ_0208_TO_0209_ADJ_0208_TO_0209_c1d_225_01_230_c001,,1,"1708.144,959.774","1601.000,907.000,1880.000,1068.000",56.108646,667.721863,0,0,0,322.121095,0,false,envelope_width_exceeds_fixed_budget,"1601.966,907.060,1879.966,1067.977",278,160.9172,13003.845572,3.454286,ADJ_0208_TO_0209_c1d_225_01,component_rejected
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,231,C1D_ADJ_0208_TO_0209_ADJ_0208_TO_0209_c1d_225_01_231_c001,,1,"1715.934,955.599","1601.000,907.000,1873.000,1067.000",56.152508,676.555847,0,0,0,315.569327,0,false,envelope_width_exceeds_fixed_budget,"1601.966,907.060,1879.966,1067.977",278,160.9172,13003.845572,3.346702,ADJ_0208_TO_0209_c1d_225_01,component_rejected
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,232,C1D_ADJ_0208_TO_0209_ADJ_0208_TO_0209_c1d_225_01_232_c001,,1,"1710.450,956.202","1601.000,907.000,1873.000,1068.000",55.940582,671.658325,0,0,0,316.077522,0,false,envelope_width_exceeds_fixed_budget,"1601.966,907.060,1879.966,1067.977",278,160.9172,13003.845572,3.367619,ADJ_0208_TO_0209_c1d_225_01,component_rejected
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,233,C1D_ADJ_0208_TO_0209_ADJ_0208_TO_0209_c1d_225_01_233_c001,,1,"1705.772,959.140","1601.000,907.000,1865.000,1067.000",55.925049,666.204651,0,0,0,308.700502,0,false,envelope_width_exceeds_fixed_budget,"1601.966,907.060,1879.966,1067.977",278,160.9172,13003.845572,3.24827,ADJ_0208_TO_0209_c1d_225_01,component_rejected
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,234,C1D_ADJ_0208_TO_0209_ADJ_0208_TO_0209_c1d_225_01_234_c001,,1,"1711.213,956.992","1601.000,907.000,1857.000,1067.000",56.013454,671.892578,0,0,0,301.887396,0,false,envelope_width_exceeds_fixed_budget,"1601.966,907.060,1879.966,1067.977",278,160.9172,13003.845572,3.149837,ADJ_0208_TO_0209_c1d_225_01,component_rejected
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,235,C1D_ADJ_0208_TO_0209_ADJ_0208_TO_0209_c1d_225_01_235_c001,,1,"1707.795,955.537","1601.000,907.000,1880.000,1068.000",55.741585,669.922424,0,0,0,322.121095,0,false,envelope_width_exceeds_fixed_budget,"1601.966,907.060,1879.966,1067.977",278,160.9172,13003.845572,3.454286,ADJ_0208_TO_0209_c1d_225_01,component_rejected
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,236,C1D_ADJ_0208_TO_0209_ADJ_0208_TO_0209_c1d_225_01_236_c001,,1,"1705.966,958.493","1601.000,907.000,1880.000,1067.000",55.894558,666.586914,0,0,0,321.622449,0,false,envelope_width_exceeds_fixed_budget,"1601.966,907.060,1879.966,1067.977",278,160.9172,13003.845572,3.432831,ADJ_0208_TO_0209_c1d_225_01,component_rejected
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,237,C1D_ADJ_0208_TO_0209_ADJ_0208_TO_0209_c1d_225_01_237_c001,,1,"1705.095,960.489","1601.000,907.000,1880.000,1068.000",56.012165,664.742065,0,0,0,322.121095,0,false,envelope_width_exceeds_fixed_budget,"1601.966,907.060,1879.966,1067.977",278,160.9172,13003.845572,3.454286,ADJ_0208_TO_0209_c1d_225_01,component_rejected
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,238,C1D_ADJ_0208_TO_0209_ADJ_0208_TO_0209_c1d_225_01_238_c001,,1,"1704.441,961.707","1601.000,907.000,1880.000,1068.000",56.064522,663.478149,0,0,0,322.121095,0,false,envelope_width_exceeds_fixed_budget,"1601.966,907.060,1879.966,1067.977",278,160.9172,13003.845572,3.454286,ADJ_0208_TO_0209_c1d_225_01,component_rejected
ADJ_0209_TO_0210,adjacent_hidden_anchor,source,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,238,src238_c001,src_238_assembly,1,"1122.915,1210.978","1051.000,1159.000,1171.000,1255.000",-13.561272,125.287071,0,0,0,153.674982,0,true,source_anchor_initialized,"1027.740,1159.593,1193.860,1255.581",258.462,147.5844,9942.98256,1.158606,ADJ_0209_TO_0210_h001,source_anchor
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,239,C1C_ADJ_0209_TO_0210_239_c001,,1,"1123.008,1193.687","1049.000,1137.000,1193.000,1257.000",-12.408526,142.375824,0,0,0,187.445992,0,false,envelope_height_exceeds_fixed_budget,"993.684,1137.186,1252.146,1284.771",258.462,147.5844,9942.98256,1.737909,ADJ_0209_TO_0210_C1C_h001,component_rejected
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,239,C1C_ADJ_0209_TO_0210_239_c003,C1C_ADJ_0209_TO_0210_239_a001,1,"1230.743,1147.257","1217.000,1137.000,1253.000,1169.000",22.784452,199.152267,0,0,0,48.166378,0,true,compact_pass,"993.684,1137.186,1252.146,1284.771",258.462,147.5844,9942.98256,0.115861,ADJ_0209_TO_0210_C1C_h001,compact_group
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,239,C1C_ADJ_0209_TO_0210_239_c005,C1C_ADJ_0209_TO_0210_239_a002,1,"1069.318,1235.727","1065.000,1225.000,1081.000,1249.000",-41.755409,127.175117,0,0,0,28.84441,0,true,compact_pass,"993.684,1137.186,1252.146,1284.771",258.462,147.5844,9942.98256,0.03862,ADJ_0209_TO_0210_C1C_h001,compact_group
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,240,C1C_ADJ_0209_TO_0210_240_c001,C1C_ADJ_0209_TO_0210_240_a001,1,"1065.564,1189.628","1054.000,1186.000,1078.000,1194.000",-32.069843,166.490326,0,0,0,25.298221,0,true,compact_pass,"886.490,1186.684,1144.952,1334.000",258.462,147.5844,9942.98256,0.01931,ADJ_0209_TO_0210_c1c_239_01,compact_group
