region_id,sar_frame,family,variant,is_vehicle_reference,mean_energy_ratio_to_body_ref,occupancy_ratio_to_body_ref,G1_VALID_OBSERVATION,G2_METRIC_SIZE_COMPATIBLE,G3_NOT_POINTLIKE,G4_NOT_LONG_LINEAR,G5_COMPACT_EXTENDED_SUPPORT,G6_HIGH_ENERGY_OCCUPANCY_COMPATIBLE,G7_GT_NEAR_TRANSLATION_STRUCTURE,G8_BODY_OR_RANGE_AXIS_STRUCTURE_COMPATIBLE,G9_TEMPORAL_PATTERN_CONSISTENT,G10_STATIC_BACKGROUND_EXPLANATION_REJECTED,principal_gate_pass_count,physical_confusion_case,single_feature_energy_confusion_only
E0_R1_REG_000337_0040,337,MATCHED_BACKGROUND_CONTROL,matched_ordinary_background_same_area,false,0.891246,0.139329,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000337_0041,337,MATCHED_BACKGROUND_CONTROL,matched_strong_scatterer_background_same_area,false,1.089285,1.747347,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000337_0042,337,MATCHED_BACKGROUND_CONTROL,matched_linear_structure_background_same_area,false,1.082686,1.726025,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000337_0043,337,FIXED_HARD_NEGATIVE,fixed_known_non_vehicle_same_area,false,0.9228,0.264732,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000337_0044,337,FIXED_HARD_NEGATIVE,fixed_linear_structure_background_same_area,false,0.924816,0.292255,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000337_0045,337,FIXED_HARD_NEGATIVE,fixed_strong_scatterer_background_same_area,false,0.92492,0.310864,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000338_0001,338,GT_ORIGINAL,axis_aligned_gt_original,true,1.001387,1.012393,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000338_0002,338,BODY_ALIGNED_REFERENCE,body_axis_reference,true,1,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000338_0040,338,MATCHED_BACKGROUND_CONTROL,matched_ordinary_background_same_area,false,0.915048,0.272427,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000338_0041,338,MATCHED_BACKGROUND_CONTROL,matched_strong_scatterer_background_same_area,false,1.081156,1.686965,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000338_0042,338,MATCHED_BACKGROUND_CONTROL,matched_linear_structure_background_same_area,false,1.079925,1.684132,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000338_0043,338,FIXED_HARD_NEGATIVE,fixed_known_non_vehicle_same_area,false,0.940039,0.447229,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000338_0044,338,FIXED_HARD_NEGATIVE,fixed_linear_structure_background_same_area,false,0.925387,0.348685,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000338_0045,338,FIXED_HARD_NEGATIVE,fixed_strong_scatterer_background_same_area,false,0.940237,0.479446,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000339_0001,339,GT_ORIGINAL,axis_aligned_gt_original,true,1.002402,1.020626,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000339_0002,339,BODY_ALIGNED_REFERENCE,body_axis_reference,true,1,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000339_0040,339,MATCHED_BACKGROUND_CONTROL,matched_ordinary_background_same_area,false,0.905899,0.245919,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000339_0041,339,MATCHED_BACKGROUND_CONTROL,matched_strong_scatterer_background_same_area,false,1.074191,1.5939,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000339_0042,339,MATCHED_BACKGROUND_CONTROL,matched_linear_structure_background_same_area,false,1.075516,1.625664,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000339_0043,339,FIXED_HARD_NEGATIVE,fixed_known_non_vehicle_same_area,false,0.93974,0.429827,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000339_0044,339,FIXED_HARD_NEGATIVE,fixed_linear_structure_background_same_area,false,0.915954,0.232745,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000339_0045,339,FIXED_HARD_NEGATIVE,fixed_strong_scatterer_background_same_area,false,0.936067,0.428843,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000340_0001,340,GT_ORIGINAL,axis_aligned_gt_original,true,1.049411,1.577488,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,8,false,false
E0_R1_REG_000340_0002,340,BODY_ALIGNED_REFERENCE,body_axis_reference,true,1,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,10,false,false
E0_R1_REG_000340_0040,340,MATCHED_BACKGROUND_CONTROL,matched_ordinary_background_same_area,false,1.014159,1.123171,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,PASS,PASS,FAIL,8,false,false
E0_R1_REG_000340_0041,340,MATCHED_BACKGROUND_CONTROL,matched_strong_scatterer_background_same_area,false,1.143971,2.763659,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000340_0042,340,MATCHED_BACKGROUND_CONTROL,matched_linear_structure_background_same_area,false,1.036055,1.371057,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000340_0043,340,FIXED_HARD_NEGATIVE,fixed_known_non_vehicle_same_area,false,0.983626,0.648568,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000340_0044,340,FIXED_HARD_NEGATIVE,fixed_linear_structure_background_same_area,false,0.971048,0.500866,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000340_0045,340,FIXED_HARD_NEGATIVE,fixed_strong_scatterer_background_same_area,false,0.996513,0.888091,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000341_0001,341,GT_ORIGINAL,axis_aligned_gt_original,true,1.052591,1.578901,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,8,false,false
E0_R1_REG_000341_0002,341,BODY_ALIGNED_REFERENCE,body_axis_reference,true,1,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,10,false,false
E0_R1_REG_000341_0040,341,MATCHED_BACKGROUND_CONTROL,matched_ordinary_background_same_area,false,0.981506,0.706246,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000341_0041,341,MATCHED_BACKGROUND_CONTROL,matched_strong_scatterer_background_same_area,false,1.132793,2.557406,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000341_0042,341,MATCHED_BACKGROUND_CONTROL,matched_linear_structure_background_same_area,false,1.02613,1.214259,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000341_0043,341,FIXED_HARD_NEGATIVE,fixed_known_non_vehicle_same_area,false,0.97334,0.511396,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000341_0044,341,FIXED_HARD_NEGATIVE,fixed_linear_structure_background_same_area,false,0.97529,0.565351,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000341_0045,341,FIXED_HARD_NEGATIVE,fixed_strong_scatterer_background_same_area,false,0.988034,0.725681,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000342_0001,342,GT_ORIGINAL,axis_aligned_gt_original,true,0.99859,0.987865,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000342_0002,342,BODY_ALIGNED_REFERENCE,body_axis_reference,true,1,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000342_0040,342,MATCHED_BACKGROUND_CONTROL,matched_ordinary_background_same_area,false,0.908904,0.319433,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000342_0041,342,MATCHED_BACKGROUND_CONTROL,matched_strong_scatterer_background_same_area,false,1.056907,1.423011,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000342_0042,342,MATCHED_BACKGROUND_CONTROL,matched_linear_structure_background_same_area,false,1.060417,1.527418,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000342_0043,342,FIXED_HARD_NEGATIVE,fixed_known_non_vehicle_same_area,false,0.920206,0.360521,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000342_0044,342,FIXED_HARD_NEGATIVE,fixed_linear_structure_background_same_area,false,0.903321,0.223648,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000342_0045,342,FIXED_HARD_NEGATIVE,fixed_strong_scatterer_background_same_area,false,0.912857,0.314439,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000343_0001,343,GT_ORIGINAL,axis_aligned_gt_original,true,0.9942,0.951216,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000343_0002,343,BODY_ALIGNED_REFERENCE,body_axis_reference,true,1,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000343_0040,343,MATCHED_BACKGROUND_CONTROL,matched_ordinary_background_same_area,false,0.907387,0.224522,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000343_0041,343,MATCHED_BACKGROUND_CONTROL,matched_strong_scatterer_background_same_area,false,1.056797,1.441661,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000343_0042,343,MATCHED_BACKGROUND_CONTROL,matched_linear_structure_background_same_area,false,1.053592,1.506657,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000343_0043,343,FIXED_HARD_NEGATIVE,fixed_known_non_vehicle_same_area,false,0.922254,0.298794,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000343_0044,343,FIXED_HARD_NEGATIVE,fixed_linear_structure_background_same_area,false,0.910673,0.266668,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000343_0045,343,FIXED_HARD_NEGATIVE,fixed_strong_scatterer_background_same_area,false,0.914131,0.261274,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000344_0001,344,GT_ORIGINAL,axis_aligned_gt_original,true,1.008547,1.077002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000344_0002,344,BODY_ALIGNED_REFERENCE,body_axis_reference,true,1,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000344_0040,344,MATCHED_BACKGROUND_CONTROL,matched_ordinary_background_same_area,false,0.891859,0.231346,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000344_0041,344,MATCHED_BACKGROUND_CONTROL,matched_strong_scatterer_background_same_area,false,1.050939,1.42954,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000344_0042,344,MATCHED_BACKGROUND_CONTROL,matched_linear_structure_background_same_area,false,1.04457,1.438903,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000344_0043,344,FIXED_HARD_NEGATIVE,fixed_known_non_vehicle_same_area,false,0.902982,0.267621,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000344_0044,344,FIXED_HARD_NEGATIVE,fixed_linear_structure_background_same_area,false,0.898818,0.266282,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000344_0045,344,FIXED_HARD_NEGATIVE,fixed_strong_scatterer_background_same_area,false,0.895247,0.238619,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000345_0001,345,GT_ORIGINAL,axis_aligned_gt_original,true,0.990202,0.940947,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000345_0002,345,BODY_ALIGNED_REFERENCE,body_axis_reference,true,1,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000345_0040,345,MATCHED_BACKGROUND_CONTROL,matched_ordinary_background_same_area,false,0.891239,0.195126,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000345_0041,345,MATCHED_BACKGROUND_CONTROL,matched_strong_scatterer_background_same_area,false,1.054129,1.407798,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000345_0042,345,MATCHED_BACKGROUND_CONTROL,matched_linear_structure_background_same_area,false,1.053493,1.465419,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000345_0043,345,FIXED_HARD_NEGATIVE,fixed_known_non_vehicle_same_area,false,0.897512,0.238167,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000345_0044,345,FIXED_HARD_NEGATIVE,fixed_linear_structure_background_same_area,false,0.89687,0.249795,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000345_0045,345,FIXED_HARD_NEGATIVE,fixed_strong_scatterer_background_same_area,false,0.888496,0.204282,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000346_0001,346,GT_ORIGINAL,axis_aligned_gt_original,true,0.991187,0.947225,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000346_0002,346,BODY_ALIGNED_REFERENCE,body_axis_reference,true,1,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000346_0040,346,MATCHED_BACKGROUND_CONTROL,matched_ordinary_background_same_area,false,0.893812,0.265314,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000346_0041,346,MATCHED_BACKGROUND_CONTROL,matched_strong_scatterer_background_same_area,false,1.061411,1.474484,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000346_0042,346,MATCHED_BACKGROUND_CONTROL,matched_linear_structure_background_same_area,false,1.064453,1.549927,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000346_0043,346,FIXED_HARD_NEGATIVE,fixed_known_non_vehicle_same_area,false,0.893741,0.224502,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000346_0044,346,FIXED_HARD_NEGATIVE,fixed_linear_structure_background_same_area,false,0.898397,0.27521,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000346_0045,346,FIXED_HARD_NEGATIVE,fixed_strong_scatterer_background_same_area,false,0.881954,0.192822,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000347_0001,347,GT_ORIGINAL,axis_aligned_gt_original,true,0.990676,0.943004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000347_0002,347,BODY_ALIGNED_REFERENCE,body_axis_reference,true,1,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000347_0040,347,MATCHED_BACKGROUND_CONTROL,matched_ordinary_background_same_area,false,0.887071,0.25926,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000347_0041,347,MATCHED_BACKGROUND_CONTROL,matched_strong_scatterer_background_same_area,false,1.056759,1.406024,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000347_0042,347,MATCHED_BACKGROUND_CONTROL,matched_linear_structure_background_same_area,false,1.056759,1.406024,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000347_0043,347,FIXED_HARD_NEGATIVE,fixed_known_non_vehicle_same_area,false,0.889042,0.218508,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000347_0044,347,FIXED_HARD_NEGATIVE,fixed_linear_structure_background_same_area,false,0.898828,0.319632,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000347_0045,347,FIXED_HARD_NEGATIVE,fixed_strong_scatterer_background_same_area,false,0.879265,0.185199,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000348_0001,348,GT_ORIGINAL,axis_aligned_gt_original,true,0.987854,0.920522,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000348_0002,348,BODY_ALIGNED_REFERENCE,body_axis_reference,true,1,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000348_0040,348,MATCHED_BACKGROUND_CONTROL,matched_ordinary_background_same_area,false,0.852618,0.084918,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000348_0041,348,MATCHED_BACKGROUND_CONTROL,matched_strong_scatterer_background_same_area,false,1.049489,1.360991,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000348_0042,348,MATCHED_BACKGROUND_CONTROL,matched_linear_structure_background_same_area,false,1.049489,1.360991,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000348_0043,348,FIXED_HARD_NEGATIVE,fixed_known_non_vehicle_same_area,false,0.878763,0.205327,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000348_0044,348,FIXED_HARD_NEGATIVE,fixed_linear_structure_background_same_area,false,0.895418,0.324201,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000348_0045,348,FIXED_HARD_NEGATIVE,fixed_strong_scatterer_background_same_area,false,0.86939,0.165296,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000349_0001,349,GT_ORIGINAL,axis_aligned_gt_original,true,0.979105,0.872077,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000349_0002,349,BODY_ALIGNED_REFERENCE,body_axis_reference,true,1,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000349_0040,349,MATCHED_BACKGROUND_CONTROL,matched_ordinary_background_same_area,false,0.880561,0.247454,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000349_0041,349,MATCHED_BACKGROUND_CONTROL,matched_strong_scatterer_background_same_area,false,1.043981,1.240219,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000349_0042,349,MATCHED_BACKGROUND_CONTROL,matched_linear_structure_background_same_area,false,1.035195,1.25534,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000349_0043,349,FIXED_HARD_NEGATIVE,fixed_known_non_vehicle_same_area,false,0.881816,0.230225,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000349_0044,349,FIXED_HARD_NEGATIVE,fixed_linear_structure_background_same_area,false,0.890312,0.324034,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000349_0045,349,FIXED_HARD_NEGATIVE,fixed_strong_scatterer_background_same_area,false,0.870243,0.187376,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000350_0001,350,GT_ORIGINAL,axis_aligned_gt_original,true,1.07163,1.680981,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,8,false,false
E0_R1_REG_000350_0002,350,BODY_ALIGNED_REFERENCE,body_axis_reference,true,1,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,10,false,false
E0_R1_REG_000350_0040,350,MATCHED_BACKGROUND_CONTROL,matched_ordinary_background_same_area,false,0.957458,0.551193,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000350_0041,350,MATCHED_BACKGROUND_CONTROL,matched_strong_scatterer_background_same_area,false,1.063675,1.712766,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000350_0042,350,MATCHED_BACKGROUND_CONTROL,matched_linear_structure_background_same_area,false,1.103745,2.035238,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000350_0043,350,FIXED_HARD_NEGATIVE,fixed_known_non_vehicle_same_area,false,0.953547,0.411964,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000350_0044,350,FIXED_HARD_NEGATIVE,fixed_linear_structure_background_same_area,false,0.983809,0.81218,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000350_0045,350,FIXED_HARD_NEGATIVE,fixed_strong_scatterer_background_same_area,false,0.958614,0.569256,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000351_0001,351,GT_ORIGINAL,axis_aligned_gt_original,true,1.069744,1.694803,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,8,false,false
E0_R1_REG_000351_0002,351,BODY_ALIGNED_REFERENCE,body_axis_reference,true,1,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,10,false,false
E0_R1_REG_000351_0040,351,MATCHED_BACKGROUND_CONTROL,matched_ordinary_background_same_area,false,0.945116,0.470633,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000351_0041,351,MATCHED_BACKGROUND_CONTROL,matched_strong_scatterer_background_same_area,false,1.075952,1.758011,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000351_0042,351,MATCHED_BACKGROUND_CONTROL,matched_linear_structure_background_same_area,false,1.075952,1.758011,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000351_0043,351,FIXED_HARD_NEGATIVE,fixed_known_non_vehicle_same_area,false,0.949352,0.342622,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
