physical_vehicle_id,optical_frame,bbox,depth,source_detector,source_track,whole_body_confidence,identity_confidence,paired_with_sar,usable_as_optical_recovery_anchor,blocked_reason
PV_GM19_GRAY_CAR_LEFT_EDGE,166,"130.124,303.349,484.733,598.721",2.189509,yolo26l_probe,bt_0078,0.66,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_GRAY_CAR_LEFT_EDGE,167,"124.528,305.14,499.126,598.593",2.104675,yolo26l_probe,bt_0078,0.66,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_GRAY_CAR_LEFT_EDGE,168,"126.28,304.027,522.998,598.252",2.092753,yolo26l_probe,bt_0078,0.66,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_GRAY_CAR_LEFT_EDGE,169,"133.54,302.708,551.576,598.075",1.876274,yolo26l_probe,bt_0078,0.66,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_GRAY_CAR_LEFT_EDGE,170,"153.156,303.095,587.54,597.888",2.018886,yolo26l_probe,bt_0078,0.88,0.9,false,true,
PV_GM19_GRAY_CAR_LEFT_EDGE,171,"231.702,297.764,685.647,597.487",2.085166,yolo26l_probe,bt_0078,0.88,0.9,false,true,
PV_GM19_GRAY_CAR_LEFT_EDGE,172,"258.316,297.215,725.41,597.894",2.018554,yolo26l_probe,bt_0078,0.88,0.9,false,true,
PV_GM19_GRAY_CAR_LEFT_EDGE,173,"297.65,299.152,766.247,597.692",1.743712,yolo26l_probe,bt_0078,0.88,0.9,false,true,
PV_GM19_GRAY_CAR_LEFT_EDGE,174,"320.016,304.315,784.172,597.609",1.720499,yolo26l_probe,bt_0078,0.72,0.9,false,true,
PV_GM19_GRAY_CAR_LEFT_EDGE,175,"347.072,312.6,799.03,597.542",2.024757,yolo26l_probe,bt_0078,0.5,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_GRAY_CAR_LEFT_EDGE,176,"379.894,322.253,814.292,597.599",1.976147,yolo26l_probe,bt_0078,0.5,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_GRAY_CAR_LEFT_EDGE,177,"414.563,332.498,827.913,597.933",2.021066,yolo26l_probe,bt_0078,0.5,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_GRAY_CAR_LEFT_EDGE,178,"457.33,347.158,839.746,597.882",1.960801,yolo26l_probe,bt_0078,0.5,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_GRAY_CAR_LEFT_EDGE,179,"499.054,360.418,850.003,597.22",1.969369,yolo26l_probe,bt_0078,0.5,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_GRAY_CAR_LEFT_EDGE,180,"544.755,380.103,855.216,597.095",1.932468,yolo26l_probe,bt_0078,0.32,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_GRAY_CAR_LEFT_EDGE,181,"586.902,392.537,865.257,596.65",2.078318,yolo26l_probe,bt_0078,0.2,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_GRAY_CAR_LEFT_EDGE,182,"629.69,404.556,874.74,595.772",2.973251,yolo26l_probe,bt_0078,0.12,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_UNPAIRED_SMALL_259_261,259,"448.114,316.803,484.477,344.349",9.353891,yolo26l_probe,bt_0090,0.5,0.65,false,false,not_direct_or_identity_not_safe
PV_GM19_UNPAIRED_SMALL_259_261,260,"454.215,317.098,490.997,344.951",9.659981,yolo26l_probe,bt_0090,0.5,0.65,false,false,not_direct_or_identity_not_safe
PV_GM19_UNPAIRED_SMALL_259_261,261,"462.259,315.503,497.984,342.512",15.263134,yolo26l_probe,bt_0090,0.5,0.65,false,false,not_direct_or_identity_not_safe
