pair_id,sar_frame,split,method,motion_heading_directed_deg,body_axis_proxy_deg,speed_px_per_sar_frame,fit_residual_px,support_frame_count,support_frames,posthoc_or_runtime,used_for_main_body_axis_proxy
WGV35A_PAIR_0097,357,calibration,raw_selected_gt_delta,-10.718984,169.281016,11.941362,0,2,,raw_measurement,false
WGV35A_PAIR_0097,357,calibration,symmetric_line_fit,-1.256327,178.743673,6.873498,3.157883,17,349;350;351;352;353;354;355;356;357;358;359;360;361;362;363;364;365,posthoc_diagnostic,true
WGV35A_PAIR_0097,357,calibration,local_quadratic_fit,-1.256327,178.743673,6.873498,3.087464,17,349;350;351;352;353;354;355;356;357;358;359;360;361;362;363;364;365,posthoc_diagnostic,false
WGV35A_PAIR_0097,357,calibration,history_only_line_fit,-1.717829,178.282171,6.628354,3.062733,9,349;350;351;352;353;354;355;356;357,history_only_sensitivity,false
WGV35A_PAIR_0097,357,calibration,robust_median_displacement_direction,1.825086,1.825086,6.13061,3.58955,17,349;350;351;352;353;354;355;356;357;358;359;360;361;362;363;364;365,raw_measurement,false
WGV35A_PAIR_0100,358,calibration,raw_selected_gt_delta,33.039894,33.039894,6.81923,0,2,,raw_measurement,false
WGV35A_PAIR_0100,358,calibration,symmetric_line_fit,-1.020184,178.979816,7.003785,3.439377,17,350;351;352;353;354;355;356;357;358;359;360;361;362;363;364;365;366,posthoc_diagnostic,true
WGV35A_PAIR_0100,358,calibration,local_quadratic_fit,-1.020184,178.979816,7.003785,3.186043,17,350;351;352;353;354;355;356;357;358;359;360;361;362;363;364;365;366,posthoc_diagnostic,false
WGV35A_PAIR_0100,358,calibration,history_only_line_fit,-0.258684,179.741316,6.742544,3.16372,9,350;351;352;353;354;355;356;357;358,history_only_sensitivity,false
WGV35A_PAIR_0100,358,calibration,robust_median_displacement_direction,1.825086,1.825086,6.13061,3.58955,17,350;351;352;353;354;355;356;357;358;359;360;361;362;363;364;365;366,raw_measurement,false
WGV35A_PAIR_0103,359,calibration,raw_selected_gt_delta,-2.596691,177.403309,2.880458,0,2,,raw_measurement,false
WGV35A_PAIR_0103,359,calibration,symmetric_line_fit,-1.132839,178.867161,7.15255,2.968559,17,351;352;353;354;355;356;357;358;359;360;361;362;363;364;365;366;367,posthoc_diagnostic,true
WGV35A_PAIR_0103,359,calibration,local_quadratic_fit,-1.132839,178.867161,7.15255,2.919095,17,351;352;353;354;355;356;357;358;359;360;361;362;363;364;365;366;367,posthoc_diagnostic,false
WGV35A_PAIR_0103,359,calibration,history_only_line_fit,-1.246146,178.753854,7.009191,2.466667,9,351;352;353;354;355;356;357;358;359,history_only_sensitivity,false
WGV35A_PAIR_0103,359,calibration,robust_median_displacement_direction,1.825086,1.825086,6.13061,3.575457,17,351;352;353;354;355;356;357;358;359;360;361;362;363;364;365;366;367,raw_measurement,false
WGV35A_PAIR_0106,360,calibration,raw_selected_gt_delta,-12.355158,167.644842,9.251259,0,2,,raw_measurement,false
WGV35A_PAIR_0106,360,calibration,symmetric_line_fit,-1.299735,178.700265,7.130064,2.923808,17,352;353;354;355;356;357;358;359;360;361;362;363;364;365;366;367;368,posthoc_diagnostic,true
WGV35A_PAIR_0106,360,calibration,local_quadratic_fit,-1.299735,178.700265,7.130064,2.745741,17,352;353;354;355;356;357;358;359;360;361;362;363;364;365;366;367;368,posthoc_diagnostic,false
WGV35A_PAIR_0106,360,calibration,history_only_line_fit,-3.337507,176.662493,6.879226,2.171983,9,352;353;354;355;356;357;358;359;360,history_only_sensitivity,false
WGV35A_PAIR_0106,360,calibration,robust_median_displacement_direction,0.030389,0.030389,6.127501,3.386808,17,352;353;354;355;356;357;358;359;360;361;362;363;364;365;366;367;368,raw_measurement,false
WGV35A_PAIR_0109,361,guard,raw_selected_gt_delta,2.593056,2.593056,9.305528,0,2,,raw_measurement,false
WGV35A_PAIR_0109,361,guard,symmetric_line_fit,-0.68505,179.31495,6.946169,3.731103,17,353;354;355;356;357;358;359;360;361;362;363;364;365;366;367;368;369,posthoc_diagnostic,true
WGV35A_PAIR_0109,361,guard,local_quadratic_fit,-0.68505,179.31495,6.946169,3.536629,17,353;354;355;356;357;358;359;360;361;362;363;364;365;366;367;368;369,posthoc_diagnostic,false
WGV35A_PAIR_0109,361,guard,history_only_line_fit,-1.629721,178.370279,7.102048,2.112433,9,353;354;355;356;357;358;359;360;361,history_only_sensitivity,false
WGV35A_PAIR_0109,361,guard,robust_median_displacement_direction,0.030389,0.030389,6.127501,3.597212,17,353;354;355;356;357;358;359;360;361;362;363;364;365;366;367;368;369,raw_measurement,false
WGV35A_PAIR_0112,362,guard,raw_selected_gt_delta,3.024826,3.024826,1.250743,0,2,,raw_measurement,false
WGV35A_PAIR_0112,362,guard,symmetric_line_fit,-0.103412,179.896588,6.922927,3.743211,17,354;355;356;357;358;359;360;361;362;363;364;365;366;367;368;369;370,posthoc_diagnostic,true
WGV35A_PAIR_0112,362,guard,local_quadratic_fit,-0.103412,179.896588,6.922927,3.540701,17,354;355;356;357;358;359;360;361;362;363;364;365;366;367;368;369;370,posthoc_diagnostic,false
WGV35A_PAIR_0112,362,guard,history_only_line_fit,-1.006783,178.993217,6.826679,2.416815,9,354;355;356;357;358;359;360;361;362,history_only_sensitivity,false
WGV35A_PAIR_0112,362,guard,robust_median_displacement_direction,0.030389,0.030389,6.127501,3.705489,17,354;355;356;357;358;359;360;361;362;363;364;365;366;367;368;369;370,raw_measurement,false
WGV35A_PAIR_0115,363,guard,raw_selected_gt_delta,-10.942646,169.057354,15.89348,0,2,,raw_measurement,false
WGV35A_PAIR_0115,363,guard,symmetric_line_fit,0.564499,0.564499,6.814437,3.871968,17,355;356;357;358;359;360;361;362;363;364;365;366;367;368;369;370;371,posthoc_diagnostic,true
WGV35A_PAIR_0115,363,guard,local_quadratic_fit,0.564499,0.564499,6.814437,3.499994,17,355;356;357;358;359;360;361;362;363;364;365;366;367;368;369;370;371,posthoc_diagnostic,false
WGV35A_PAIR_0115,363,guard,history_only_line_fit,-1.281764,178.718236,7.230201,2.915463,9,355;356;357;358;359;360;361;362;363,history_only_sensitivity,false
WGV35A_PAIR_0115,363,guard,robust_median_displacement_direction,0.030389,0.030389,6.127501,3.950315,17,355;356;357;358;359;360;361;362;363;364;365;366;367;368;369;370;371,raw_measurement,false
WGV35A_PAIR_0118,364,guard,raw_selected_gt_delta,20.720322,20.720322,5.53127,0,2,,raw_measurement,false
WGV35A_PAIR_0118,364,guard,symmetric_line_fit,0.377935,0.377935,6.823069,3.902736,17,356;357;358;359;360;361;362;363;364;365;366;367;368;369;370;371;372,posthoc_diagnostic,true
WGV35A_PAIR_0118,364,guard,local_quadratic_fit,0.377935,0.377935,6.823069,3.799067,17,356;357;358;359;360;361;362;363;364;365;366;367;368;369;370;371;372,posthoc_diagnostic,false
WGV35A_PAIR_0118,364,guard,history_only_line_fit,-1.612887,178.387113,7.291914,2.935885,9,356;357;358;359;360;361;362;363;364,history_only_sensitivity,false
WGV35A_PAIR_0118,364,guard,robust_median_displacement_direction,-0.856005,179.143995,6.35896,4.751219,17,356;357;358;359;360;361;362;363;364;365;366;367;368;369;370;371;372,raw_measurement,false
WGV35A_PAIR_0121,365,guard,raw_selected_gt_delta,42.777386,42.777386,1.166897,0,2,,raw_measurement,false
WGV35A_PAIR_0121,365,guard,symmetric_line_fit,0.586197,0.586197,6.776145,3.828436,17,357;358;359;360;361;362;363;364;365;366;367;368;369;370;371;372;373,posthoc_diagnostic,true
WGV35A_PAIR_0121,365,guard,local_quadratic_fit,0.586197,0.586197,6.776145,3.810131,17,357;358;359;360;361;362;363;364;365;366;367;368;369;370;371;372;373,posthoc_diagnostic,false
WGV35A_PAIR_0121,365,guard,history_only_line_fit,-1.295765,178.704235,6.832956,3.17275,9,357;358;359;360;361;362;363;364;365,history_only_sensitivity,false
WGV35A_PAIR_0121,365,guard,robust_median_displacement_direction,0.034199,0.034199,5.445001,3.988244,17,357;358;359;360;361;362;363;364;365;366;367;368;369;370;371;372;373,raw_measurement,false
WGV35A_PAIR_0123,366,guard,raw_selected_gt_delta,-0.212093,179.787907,16.07361,0,2,,raw_measurement,false
WGV35A_PAIR_0123,366,guard,symmetric_line_fit,0.45964,0.45964,6.843342,3.814155,17,358;359;360;361;362;363;364;365;366;367;368;369;370;371;372;373;374,posthoc_diagnostic,true
WGV35A_PAIR_0123,366,guard,local_quadratic_fit,0.45964,0.45964,6.843342,3.756595,17,358;359;360;361;362;363;364;365;366;367;368;369;370;371;372;373;374,posthoc_diagnostic,false
WGV35A_PAIR_0123,366,guard,history_only_line_fit,-2.216396,177.783604,7.402521,3.300094,9,358;359;360;361;362;363;364;365;366,history_only_sensitivity,false
WGV35A_PAIR_0123,366,guard,robust_median_displacement_direction,0.030593,0.030593,6.086751,3.879233,17,358;359;360;361;362;363;364;365;366;367;368;369;370;371;372;373;374,raw_measurement,false
WGV35A_PAIR_0126,367,guard,raw_selected_gt_delta,27.314245,27.314245,3.078211,0,2,,raw_measurement,false
WGV35A_PAIR_0126,367,guard,symmetric_line_fit,1.427324,1.427324,6.805871,3.905471,17,359;360;361;362;363;364;365;366;367;368;369;370;371;372;373;374;375,posthoc_diagnostic,true
WGV35A_PAIR_0126,367,guard,local_quadratic_fit,1.427324,1.427324,6.805871,3.76602,17,359;360;361;362;363;364;365;366;367;368;369;370;371;372;373;374;375,posthoc_diagnostic,false
WGV35A_PAIR_0126,367,guard,history_only_line_fit,-0.331405,179.668595,7.523526,3.230654,9,359;360;361;362;363;364;365;366;367,history_only_sensitivity,false
WGV35A_PAIR_0126,367,guard,robust_median_displacement_direction,2.290892,2.290892,6.091619,4.253845,17,359;360;361;362;363;364;365;366;367;368;369;370;371;372;373;374;375,raw_measurement,false
WGV35A_PAIR_0130,368,guard,raw_selected_gt_delta,-5.000645,174.999355,7.026746,0,2,,raw_measurement,false
WGV35A_PAIR_0130,368,guard,symmetric_line_fit,2.168211,2.168211,6.512041,4.42243,17,360;361;362;363;364;365;366;367;368;369;370;371;372;373;374;375;376,posthoc_diagnostic,true
WGV35A_PAIR_0130,368,guard,local_quadratic_fit,2.168211,2.168211,6.512041,4.139947,17,360;361;362;363;364;365;366;367;368;369;370;371;372;373;374;375;376,posthoc_diagnostic,false
WGV35A_PAIR_0130,368,guard,history_only_line_fit,1.226812,1.226812,7.309576,3.145418,9,360;361;362;363;364;365;366;367;368,history_only_sensitivity,false
WGV35A_PAIR_0130,368,guard,robust_median_displacement_direction,2.748178,2.748178,5.078591,4.027423,17,360;361;362;363;364;365;366;367;368;369;370;371;372;373;374;375;376,raw_measurement,false
WGV35A_PAIR_0133,369,guard,raw_selected_gt_delta,-172.578524,7.421476,3.979336,0,2,,raw_measurement,false
WGV35A_PAIR_0133,369,guard,symmetric_line_fit,2.180427,2.180427,6.625737,4.80381,17,361;362;363;364;365;366;367;368;369;370;371;372;373;374;375;376;377,posthoc_diagnostic,true
WGV35A_PAIR_0133,369,guard,local_quadratic_fit,2.180427,2.180427,6.625737,4.797702,17,361;362;363;364;365;366;367;368;369;370;371;372;373;374;375;376;377,posthoc_diagnostic,false
WGV35A_PAIR_0133,369,guard,history_only_line_fit,1.544125,1.544125,6.467682,4.44682,9,361;362;363;364;365;366;367;368;369,history_only_sensitivity,false
WGV35A_PAIR_0133,369,guard,robust_median_displacement_direction,0.036708,0.036708,5.072751,4.056875,17,361;362;363;364;365;366;367;368;369;370;371;372;373;374;375;376;377,raw_measurement,false
WGV35A_PAIR_0135,370,guard,raw_selected_gt_delta,6.155205,6.155205,15.425929,0,2,,raw_measurement,false
WGV35A_PAIR_0135,370,guard,symmetric_line_fit,2.514032,2.514032,6.471811,5.089184,17,362;363;364;365;366;367;368;369;370;371;372;373;374;375;376;377;378,posthoc_diagnostic,true
WGV35A_PAIR_0135,370,guard,local_quadratic_fit,2.514032,2.514032,6.471811,5.00775,17,362;363;364;365;366;367;368;369;370;371;372;373;374;375;376;377;378,posthoc_diagnostic,false
WGV35A_PAIR_0135,370,guard,history_only_line_fit,2.897676,2.897676,6.527546,4.446342,9,362;363;364;365;366;367;368;369;370,history_only_sensitivity,false
WGV35A_PAIR_0135,370,guard,robust_median_displacement_direction,3.263492,3.263492,5.08099,5.888664,17,362;363;364;365;366;367;368;369;370;371;372;373;374;375;376;377;378,raw_measurement,false
WGV35A_PAIR_0138,371,posthoc_diagnosis,raw_selected_gt_delta,-5.340046,174.659954,1.977081,0,2,,raw_measurement,false
WGV35A_PAIR_0138,371,posthoc_diagnosis,symmetric_line_fit,2.290055,2.290055,6.412588,4.950642,17,363;364;365;366;367;368;369;370;371;372;373;374;375;376;377;378;379,posthoc_diagnostic,true
WGV35A_PAIR_0138,371,posthoc_diagnosis,local_quadratic_fit,2.290055,2.290055,6.412588,4.902618,17,363;364;365;366;367;368;369;370;371;372;373;374;375;376;377;378;379,posthoc_diagnostic,false
WGV35A_PAIR_0138,371,posthoc_diagnosis,history_only_line_fit,4.440302,4.440302,5.824482,3.71049,9,363;364;365;366;367;368;369;370;371,history_only_sensitivity,false
WGV35A_PAIR_0138,371,posthoc_diagnosis,robust_median_displacement_direction,3.263492,3.263492,5.08099,5.888664,17,363;364;365;366;367;368;369;370;371;372;373;374;375;376;377;378;379,raw_measurement,false
WGV35A_PAIR_0140,372,posthoc_diagnosis,raw_selected_gt_delta,-9.19806,170.80194,14.382434,0,2,,raw_measurement,false
WGV35A_PAIR_0140,372,posthoc_diagnosis,symmetric_line_fit,1.502911,1.502911,6.349223,5.06401,17,364;365;366;367;368;369;370;371;372;373;374;375;376;377;378;379;380,posthoc_diagnostic,true
WGV35A_PAIR_0140,372,posthoc_diagnosis,local_quadratic_fit,1.502911,1.502911,6.349223,5.023596,17,364;365;366;367;368;369;370;371;372;373;374;375;376;377;378;379;380,posthoc_diagnostic,false
WGV35A_PAIR_0140,372,posthoc_diagnosis,history_only_line_fit,1.297956,1.297956,6.329924,4.207702,9,364;365;366;367;368;369;370;371;372,history_only_sensitivity,false
WGV35A_PAIR_0140,372,posthoc_diagnosis,robust_median_displacement_direction,1.635091,1.635091,3.85507,6.423221,17,364;365;366;367;368;369;370;371;372;373;374;375;376;377;378;379;380,raw_measurement,false
WGV35A_PAIR_0143,373,posthoc_diagnosis,raw_selected_gt_delta,21.114692,21.114692,5.329839,0,2,,raw_measurement,false
WGV35A_PAIR_0143,373,posthoc_diagnosis,symmetric_line_fit,1.029869,1.029869,6.364779,5.066998,17,365;366;367;368;369;370;371;372;373;374;375;376;377;378;379;380;381,posthoc_diagnostic,true
WGV35A_PAIR_0143,373,posthoc_diagnosis,local_quadratic_fit,1.029869,1.029869,6.364779,5.010294,17,365;366;367;368;369;370;371;372;373;374;375;376;377;378;379;380;381,posthoc_diagnostic,false
WGV35A_PAIR_0143,373,posthoc_diagnosis,history_only_line_fit,0.788435,0.788435,6.622894,4.24526,9,365;366;367;368;369;370;371;372;373,history_only_sensitivity,false
WGV35A_PAIR_0143,373,posthoc_diagnosis,robust_median_displacement_direction,0.567101,0.567101,5.986293,8.461633,17,365;366;367;368;369;370;371;372;373;374;375;376;377;378;379;380;381,raw_measurement,false
WGV35A_PAIR_0146,374,posthoc_diagnosis,raw_selected_gt_delta,4.784168,4.784168,7.649652,0,2,,raw_measurement,false
WGV35A_PAIR_0146,374,posthoc_diagnosis,symmetric_line_fit,0.476492,0.476492,6.078036,5.278188,17,366;367;368;369;370;371;372;373;374;375;376;377;378;379;380;381;382,posthoc_diagnostic,true
WGV35A_PAIR_0146,374,posthoc_diagnosis,local_quadratic_fit,0.476492,0.476492,6.078036,5.157666,17,366;367;368;369;370;371;372;373;374;375;376;377;378;379;380;381;382,posthoc_diagnostic,false
WGV35A_PAIR_0146,374,posthoc_diagnosis,history_only_line_fit,0.988318,0.988318,6.51021,4.111534,9,366;367;368;369;370;371;372;373;374,history_only_sensitivity,false
WGV35A_PAIR_0146,374,posthoc_diagnosis,robust_median_displacement_direction,-0.044606,179.955394,3.853501,6.753023,17,366;367;368;369;370;371;372;373;374;375;376;377;378;379;380;381;382,raw_measurement,false
WGV35A_PAIR_0149,375,posthoc_diagnosis,raw_selected_gt_delta,47.85666,47.85666,3.873395,0,2,,raw_measurement,false
WGV35A_PAIR_0149,375,posthoc_diagnosis,symmetric_line_fit,-0.116279,179.883721,6.374853,5.742478,17,367;368;369;370;371;372;373;374;375;376;377;378;379;380;381;382;383,posthoc_diagnostic,true
WGV35A_PAIR_0149,375,posthoc_diagnosis,local_quadratic_fit,-0.116279,179.883721,6.374853,5.68884,17,367;368;369;370;371;372;373;374;375;376;377;378;379;380;381;382;383,posthoc_diagnostic,false
WGV35A_PAIR_0149,375,posthoc_diagnosis,history_only_line_fit,2.416461,2.416461,6.815661,3.793581,9,367;368;369;370;371;372;373;374;375,history_only_sensitivity,false
WGV35A_PAIR_0149,375,posthoc_diagnosis,robust_median_displacement_direction,-0.540781,179.459219,5.986267,8.595853,17,367;368;369;370;371;372;373;374;375;376;377;378;379;380;381;382;383,raw_measurement,false
WGV35A_PAIR_0152,376,posthoc_diagnosis,raw_selected_gt_delta,-148.025344,31.974656,2.668333,0,2,,raw_measurement,false
WGV35A_PAIR_0152,376,posthoc_diagnosis,symmetric_line_fit,-0.455373,179.544627,6.259236,5.985915,17,368;369;370;371;372;373;374;375;376;377;378;379;380;381;382;383;384,posthoc_diagnostic,true
WGV35A_PAIR_0152,376,posthoc_diagnosis,local_quadratic_fit,-0.455373,179.544627,6.259236,5.800475,17,368;369;370;371;372;373;374;375;376;377;378;379;380;381;382;383;384,posthoc_diagnostic,false
WGV35A_PAIR_0152,376,posthoc_diagnosis,history_only_line_fit,3.666624,3.666624,6.325156,4.767335,9,368;369;370;371;372;373;374;375;376,history_only_sensitivity,false
WGV35A_PAIR_0152,376,posthoc_diagnosis,robust_median_displacement_direction,-0.855097,179.144903,3.785922,7.388468,17,368;369;370;371;372;373;374;375;376;377;378;379;380;381;382;383;384,raw_measurement,false
WGV35A_PAIR_0156,377,posthoc_diagnosis,raw_selected_gt_delta,-2.827008,177.172992,24.208962,0,2,,raw_measurement,false
WGV35A_PAIR_0156,377,posthoc_diagnosis,symmetric_line_fit,-0.911724,179.088276,6.491079,6.296942,17,369;370;371;372;373;374;375;376;377;378;379;380;381;382;383;384;385,posthoc_diagnostic,true
WGV35A_PAIR_0156,377,posthoc_diagnosis,local_quadratic_fit,-0.911724,179.088276,6.491079,6.215162,17,369;370;371;372;373;374;375;376;377;378;379;380;381;382;383;384;385,posthoc_diagnostic,false
WGV35A_PAIR_0156,377,posthoc_diagnosis,history_only_line_fit,2.828363,2.828363,7.227463,5.285734,9,369;370;371;372;373;374;375;376;377,history_only_sensitivity,false
WGV35A_PAIR_0156,377,posthoc_diagnosis,robust_median_displacement_direction,-0.514033,179.485967,6.297753,9.095346,17,369;370;371;372;373;374;375;376;377;378;379;380;381;382;383;384;385,raw_measurement,false
WGV35A_PAIR_0159,378,posthoc_diagnosis,raw_selected_gt_delta,172.515542,172.515542,8.916971,0,2,,raw_measurement,false
WGV35A_PAIR_0159,378,posthoc_diagnosis,symmetric_line_fit,-1.53492,178.46508,6.365673,6.006889,17,370;371;372;373;374;375;376;377;378;379;380;381;382;383;384;385;386,posthoc_diagnostic,true
WGV35A_PAIR_0159,378,posthoc_diagnosis,local_quadratic_fit,-1.53492,178.46508,6.365673,5.894028,17,370;371;372;373;374;375;376;377;378;379;380;381;382;383;384;385;386,posthoc_diagnostic,false
WGV35A_PAIR_0159,378,posthoc_diagnosis,history_only_line_fit,2.97658,2.97658,6.137372,5.329652,9,370;371;372;373;374;375;376;377;378,history_only_sensitivity,false
WGV35A_PAIR_0159,378,posthoc_diagnosis,robust_median_displacement_direction,-3.107314,176.892686,3.791074,6.948649,17,370;371;372;373;374;375;376;377;378;379;380;381;382;383;384;385;386,raw_measurement,false
WGV35A_PAIR_0162,379,posthoc_diagnosis,raw_selected_gt_delta,-9.254782,170.745218,16.838184,0,2,,raw_measurement,false
WGV35A_PAIR_0162,379,posthoc_diagnosis,symmetric_line_fit,-1.729235,178.270765,6.341135,6.015312,17,371;372;373;374;375;376;377;378;379;380;381;382;383;384;385;386;387,posthoc_diagnostic,true
WGV35A_PAIR_0162,379,posthoc_diagnosis,local_quadratic_fit,-1.729235,178.270765,6.341135,5.944387,17,371;372;373;374;375;376;377;378;379;380;381;382;383;384;385;386;387,posthoc_diagnostic,false
WGV35A_PAIR_0162,379,posthoc_diagnosis,history_only_line_fit,1.652422,1.652422,6.432016,5.577727,9,371;372;373;374;375;376;377;378;379,history_only_sensitivity,false
WGV35A_PAIR_0162,379,posthoc_diagnosis,robust_median_displacement_direction,-1.155986,178.844014,3.866287,6.955478,17,371;372;373;374;375;376;377;378;379;380;381;382;383;384;385;386;387,raw_measurement,false
WGV35A_PAIR_0165,380,posthoc_diagnosis,raw_selected_gt_delta,174.061487,174.061487,2.701498,0,2,,raw_measurement,false
WGV35A_PAIR_0165,380,posthoc_diagnosis,symmetric_line_fit,-2.558553,177.441447,6.385459,6.15771,17,372;373;374;375;376;377;378;379;380;381;382;383;384;385;386;387;388,posthoc_diagnostic,true
WGV35A_PAIR_0165,380,posthoc_diagnosis,local_quadratic_fit,-2.558553,177.441447,6.385459,5.753715,17,372;373;374;375;376;377;378;379;380;381;382;383;384;385;386;387;388,posthoc_diagnostic,false
WGV35A_PAIR_0165,380,posthoc_diagnosis,history_only_line_fit,0.760874,0.760874,5.697436,5.425603,9,372;373;374;375;376;377;378;379;380,history_only_sensitivity,false
WGV35A_PAIR_0165,380,posthoc_diagnosis,robust_median_displacement_direction,-1.155986,178.844014,3.866287,6.955478,17,372;373;374;375;376;377;378;379;380;381;382;383;384;385;386;387;388,raw_measurement,false
WGV35A_PAIR_0168,381,posthoc_diagnosis,raw_selected_gt_delta,0.943055,0.943055,10.814965,0,2,,raw_measurement,false
WGV35A_PAIR_0168,381,posthoc_diagnosis,symmetric_line_fit,-2.810218,177.189782,6.494603,6.038252,17,373;374;375;376;377;378;379;380;381;382;383;384;385;386;387;388;389,posthoc_diagnostic,true
WGV35A_PAIR_0168,381,posthoc_diagnosis,local_quadratic_fit,-2.810218,177.189782,6.494603,5.823364,17,373;374;375;376;377;378;379;380;381;382;383;384;385;386;387;388;389,posthoc_diagnostic,false
WGV35A_PAIR_0168,381,posthoc_diagnosis,history_only_line_fit,-1.946535,178.053465,5.931998,5.360301,9,373;374;375;376;377;378;379;380;381,history_only_sensitivity,false
WGV35A_PAIR_0168,381,posthoc_diagnosis,robust_median_displacement_direction,-1.667715,178.332285,2.680135,6.965317,17,373;374;375;376;377;378;379;380;381;382;383;384;385;386;387;388;389,raw_measurement,false
WGV35A_PAIR_0170,382,posthoc_diagnosis,raw_selected_gt_delta,-157.35228,22.64772,3.243616,0,2,,raw_measurement,false
WGV35A_PAIR_0170,382,posthoc_diagnosis,symmetric_line_fit,-2.929278,177.070722,6.5801,5.965311,17,374;375;376;377;378;379;380;381;382;383;384;385;386;387;388;389;390,posthoc_diagnostic,true
WGV35A_PAIR_0170,382,posthoc_diagnosis,local_quadratic_fit,-2.929278,177.070722,6.5801,5.833526,17,374;375;376;377;378;379;380;381;382;383;384;385;386;387;388;389;390,posthoc_diagnostic,false
WGV35A_PAIR_0170,382,posthoc_diagnosis,history_only_line_fit,-4.485743,175.514257,5.508281,5.688622,9,374;375;376;377;378;379;380;381;382,history_only_sensitivity,false
WGV35A_PAIR_0170,382,posthoc_diagnosis,robust_median_displacement_direction,-5.537963,174.462037,2.691563,6.952192,17,374;375;376;377;378;379;380;381;382;383;384;385;386;387;388;389;390,raw_measurement,false
WGV35A_PAIR_0172,383,posthoc_diagnosis,raw_selected_gt_delta,0.165564,0.165564,24.570603,0,2,,raw_measurement,false
WGV35A_PAIR_0172,383,posthoc_diagnosis,symmetric_line_fit,-2.81455,177.18545,6.540769,6.089285,17,375;376;377;378;379;380;381;382;383;384;385;386;387;388;389;390;391,posthoc_diagnostic,true
WGV35A_PAIR_0172,383,posthoc_diagnosis,local_quadratic_fit,-2.81455,177.18545,6.540769,6.021544,17,375;376;377;378;379;380;381;382;383;384;385;386;387;388;389;390;391,posthoc_diagnostic,false
WGV35A_PAIR_0172,383,posthoc_diagnosis,history_only_line_fit,-5.025252,174.974748,6.602086,6.646047,9,375;376;377;378;379;380;381;382;383,history_only_sensitivity,false
WGV35A_PAIR_0172,383,posthoc_diagnosis,robust_median_displacement_direction,-5.927628,174.072372,2.515198,6.953426,17,375;376;377;378;379;380;381;382;383;384;385;386;387;388;389;390;391,raw_measurement,false
WGV35A_PAIR_0175,384,posthoc_diagnosis,raw_selected_gt_delta,-178.718189,1.281811,10.147539,0,2,,raw_measurement,false
WGV35A_PAIR_0175,384,posthoc_diagnosis,symmetric_line_fit,-2.574351,177.425649,6.578706,6.0609,17,376;377;378;379;380;381;382;383;384;385;386;387;388;389;390;391;392,posthoc_diagnostic,true
WGV35A_PAIR_0175,384,posthoc_diagnosis,local_quadratic_fit,-2.574351,177.425649,6.578706,6.011619,17,376;377;378;379;380;381;382;383;384;385;386;387;388;389;390;391;392,posthoc_diagnostic,false
WGV35A_PAIR_0175,384,posthoc_diagnosis,history_only_line_fit,-4.340574,175.659426,6.186728,7.000048,9,376;377;378;379;380;381;382;383;384,history_only_sensitivity,false
WGV35A_PAIR_0175,384,posthoc_diagnosis,robust_median_displacement_direction,-3.195175,176.804825,4.660245,8.444044,17,376;377;378;379;380;381;382;383;384;385;386;387;388;389;390;391;392,raw_measurement,false
WGV35A_PAIR_0178,385,posthoc_diagnosis,raw_selected_gt_delta,-0.948455,179.051545,22.201542,0,2,,raw_measurement,false
WGV35A_PAIR_0178,385,posthoc_diagnosis,symmetric_line_fit,-2.184138,177.815862,6.484964,5.824371,17,377;378;379;380;381;382;383;384;385;386;387;388;389;390;391;392;393,posthoc_diagnostic,true
WGV35A_PAIR_0178,385,posthoc_diagnosis,local_quadratic_fit,-2.184138,177.815862,6.484964,5.74667,17,377;378;379;380;381;382;383;384;385;386;387;388;389;390;391;392;393,posthoc_diagnostic,false
WGV35A_PAIR_0178,385,posthoc_diagnosis,history_only_line_fit,-3.813749,176.186251,6.245489,7.117416,9,377;378;379;380;381;382;383;384;385,history_only_sensitivity,false
WGV35A_PAIR_0178,385,posthoc_diagnosis,robust_median_displacement_direction,-0.960381,179.039619,4.653654,7.542173,17,377;378;379;380;381;382;383;384;385;386;387;388;389;390;391;392;393,raw_measurement,false
WGV35A_PAIR_0180,386,posthoc_diagnosis,raw_selected_gt_delta,-32.907871,147.092129,0.538387,0,2,,raw_measurement,false
WGV35A_PAIR_0180,386,posthoc_diagnosis,symmetric_line_fit,-1.621126,178.378874,6.542528,5.596132,17,378;379;380;381;382;383;384;385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,true
WGV35A_PAIR_0180,386,posthoc_diagnosis,local_quadratic_fit,-1.621126,178.378874,6.542528,5.355038,17,378;379;380;381;382;383;384;385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,false
WGV35A_PAIR_0180,386,posthoc_diagnosis,history_only_line_fit,-3.331916,176.668084,7.122891,6.128871,9,378;379;380;381;382;383;384;385;386,history_only_sensitivity,false
WGV35A_PAIR_0180,386,posthoc_diagnosis,robust_median_displacement_direction,-0.960381,179.039619,4.653654,7.542173,17,378;379;380;381;382;383;384;385;386;387;388;389;390;391;392;393;394,raw_measurement,false
WGV35A_PAIR_0181,387,posthoc_diagnosis,raw_selected_gt_delta,7.434071,7.434071,2.782388,0,2,,raw_measurement,false
WGV35A_PAIR_0181,387,posthoc_diagnosis,symmetric_line_fit,-1.162503,178.837497,6.428171,5.591336,16,379;380;381;382;383;384;385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,true
