surface_region_id,subject_frame_id,subject_name,pair_id,sar_frame,split,posthoc_evaluation_label,gate_label_used_for_status,subject_motion_model,persistent_subject_status,axis_name,symmetric_core_axis,offset_m,offset_px,surface_center_x,surface_center_y,subject_zero_center_x,subject_zero_center_y,width_m_grid,height_m_grid,subject_principal_axis_deg,local_range_axis_deg,body_axis_proxy_deg,mean_energy,high_energy_pixel_fraction,response_compactness,response_linearity,principal_axis_deg,local_background_normalized_energy,frame_background_median_mean_energy,observation_status,surface_grid_source
E0_R1_R1_SURF_000331_veh_sub_1485,vehicle_body_axis_reference_sar000331,vehicle_body_axis_reference,WGV35A_PAIR_0021,331,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,subject_principal_axis,true,-1,-33.333333,923.277624,938.892653,890.023,941.182,4.764934,2.077648,176.061803,55.867609,179.351546,36.316383,0.131097,,,169.301637,1.041826,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_veh_sub_1486,vehicle_body_axis_reference_sar000331,vehicle_body_axis_reference,WGV35A_PAIR_0021,331,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,subject_principal_axis,true,-0.75,-25,914.963968,939.46499,890.023,941.182,4.764934,2.077648,176.061803,55.867609,179.351546,36.467781,0.135747,,,172.337746,1.046169,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_veh_sub_1487,vehicle_body_axis_reference_sar000331,vehicle_body_axis_reference,WGV35A_PAIR_0021,331,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,subject_principal_axis,true,-0.45,-15,904.987581,940.151794,890.023,941.182,4.764934,2.077648,176.061803,55.867609,179.351546,36.590496,0.14181,,,173.816345,1.04969,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_veh_sub_1488,vehicle_body_axis_reference_sar000331,vehicle_body_axis_reference,WGV35A_PAIR_0021,331,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,subject_principal_axis,true,0,0,890.023,941.182,890.023,941.182,4.764934,2.077648,176.061803,55.867609,179.351546,36.572128,0.14181,,,176.061803,1.049163,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_veh_sub_1489,vehicle_body_axis_reference_sar000331,vehicle_body_axis_reference,WGV35A_PAIR_0021,331,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,subject_principal_axis,true,0.45,15,875.058419,942.212206,890.023,941.182,4.764934,2.077648,176.061803,55.867609,179.351546,36.18285,0.126499,,,178.521926,1.037995,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_veh_sub_1490,vehicle_body_axis_reference_sar000331,vehicle_body_axis_reference,WGV35A_PAIR_0021,331,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,subject_principal_axis,true,0.75,25,865.082032,942.89901,890.023,941.182,4.764934,2.077648,176.061803,55.867609,179.351546,35.633125,0.109638,,,179.319645,1.022225,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_veh_sub_1491,vehicle_body_axis_reference_sar000331,vehicle_body_axis_reference,WGV35A_PAIR_0021,331,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,subject_principal_axis,true,1,33.333333,856.768376,943.471347,890.023,941.182,4.764934,2.077648,176.061803,55.867609,179.351546,35.355602,0.100622,,,179.865673,1.014264,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_veh_sub_1492,vehicle_body_axis_reference_sar000331,vehicle_body_axis_reference,WGV35A_PAIR_0021,331,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,subject_principal_axis_perpendicular,true,-1,-33.333333,892.312347,974.436624,890.023,941.182,4.764934,2.077648,176.061803,55.867609,179.351546,36.736725,0.147958,,,173.626402,1.053884,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_veh_sub_1493,vehicle_body_axis_reference_sar000331,vehicle_body_axis_reference,WGV35A_PAIR_0021,331,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,subject_principal_axis_perpendicular,true,-0.75,-25,891.74001,966.122968,890.023,941.182,4.764934,2.077648,176.061803,55.867609,179.351546,36.737446,0.148318,,,174.222044,1.053905,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_veh_sub_1494,vehicle_body_axis_reference_sar000331,vehicle_body_axis_reference,WGV35A_PAIR_0021,331,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,subject_principal_axis_perpendicular,true,-0.45,-15,891.053206,956.146581,890.023,941.182,4.764934,2.077648,176.061803,55.867609,179.351546,36.77396,0.149671,,,174.879242,1.054953,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_veh_sub_1495,vehicle_body_axis_reference_sar000331,vehicle_body_axis_reference,WGV35A_PAIR_0021,331,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,subject_principal_axis_perpendicular,true,0,0,890.023,941.182,890.023,941.182,4.764934,2.077648,176.061803,55.867609,179.351546,36.572128,0.14181,,,176.061803,1.049163,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_veh_sub_1496,vehicle_body_axis_reference_sar000331,vehicle_body_axis_reference,WGV35A_PAIR_0021,331,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,subject_principal_axis_perpendicular,true,0.45,15,888.992794,926.217419,890.023,941.182,4.764934,2.077648,176.061803,55.867609,179.351546,34.260544,0.045973,,,-178.673948,0.982849,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_veh_sub_1497,vehicle_body_axis_reference_sar000331,vehicle_body_axis_reference,WGV35A_PAIR_0021,331,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,subject_principal_axis_perpendicular,true,0.75,25,888.30599,916.241032,890.023,941.182,4.764934,2.077648,176.061803,55.867609,179.351546,33.804436,0.02759,,,-174.047799,0.969764,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_veh_sub_1498,vehicle_body_axis_reference_sar000331,vehicle_body_axis_reference,WGV35A_PAIR_0021,331,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,subject_principal_axis_perpendicular,true,1,33.333333,887.733653,907.927376,890.023,941.182,4.764934,2.077648,176.061803,55.867609,179.351546,33.665043,0.024074,,,176.746264,0.965766,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_veh_bod_1499,vehicle_body_axis_reference_sar000331,vehicle_body_axis_reference,WGV35A_PAIR_0021,331,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,body_long,false,-1,-33.333333,923.354199,940.804753,890.023,941.182,4.764934,2.077648,176.061803,55.867609,179.351546,36.449516,0.136401,,,169.648664,1.045645,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_veh_bod_1500,vehicle_body_axis_reference_sar000331,vehicle_body_axis_reference,WGV35A_PAIR_0021,331,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,body_long,false,-0.75,-25,915.021399,940.899065,890.023,941.182,4.764934,2.077648,176.061803,55.867609,179.351546,36.534569,0.138914,,,172.570346,1.048085,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_veh_bod_1501,vehicle_body_axis_reference_sar000331,vehicle_body_axis_reference,WGV35A_PAIR_0021,331,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,body_long,false,-0.45,-15,905.022039,941.012239,890.023,941.182,4.764934,2.077648,176.061803,55.867609,179.351546,36.629959,0.143724,,,173.976983,1.050822,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_veh_bod_1502,vehicle_body_axis_reference_sar000331,vehicle_body_axis_reference,WGV35A_PAIR_0021,331,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,body_long,false,0,0,890.023,941.182,890.023,941.182,4.764934,2.077648,176.061803,55.867609,179.351546,36.572128,0.14181,,,176.061803,1.049163,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_veh_bod_1503,vehicle_body_axis_reference_sar000331,vehicle_body_axis_reference,WGV35A_PAIR_0021,331,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,body_long,false,0.45,15,875.023961,941.351761,890.023,941.182,4.764934,2.077648,176.061803,55.867609,179.351546,36.05484,0.1219,,,178.328756,1.034323,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_veh_bod_1504,vehicle_body_axis_reference_sar000331,vehicle_body_axis_reference,WGV35A_PAIR_0021,331,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,body_long,false,0.75,25,865.024601,941.464935,890.023,941.182,4.764934,2.077648,176.061803,55.867609,179.351546,35.4981,0.104887,,,179.063822,1.018351,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_veh_bod_1505,vehicle_body_axis_reference_sar000331,vehicle_body_axis_reference,WGV35A_PAIR_0021,331,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,body_long,false,1,33.333333,856.691801,941.559247,890.023,941.182,4.764934,2.077648,176.061803,55.867609,179.351546,35.183483,0.094311,,,179.835056,1.009326,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_veh_bod_1506,vehicle_body_axis_reference_sar000331,vehicle_body_axis_reference,WGV35A_PAIR_0021,331,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,body_short,false,-1,-33.333333,890.400247,974.513199,890.023,941.182,4.764934,2.077648,176.061803,55.867609,179.351546,36.743919,0.148332,,,173.587012,1.054091,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_veh_bod_1507,vehicle_body_axis_reference_sar000331,vehicle_body_axis_reference,WGV35A_PAIR_0021,331,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,body_short,false,-0.75,-25,890.305935,966.180399,890.023,941.182,4.764934,2.077648,176.061803,55.867609,179.351546,36.731945,0.148318,,,174.178333,1.053747,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_veh_bod_1508,vehicle_body_axis_reference_sar000331,vehicle_body_axis_reference,WGV35A_PAIR_0021,331,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,body_short,false,-0.45,-15,890.192761,956.181039,890.023,941.182,4.764934,2.077648,176.061803,55.867609,179.351546,36.766747,0.149491,,,174.915515,1.054746,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_veh_bod_1509,vehicle_body_axis_reference_sar000331,vehicle_body_axis_reference,WGV35A_PAIR_0021,331,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,body_short,false,0,0,890.023,941.182,890.023,941.182,4.764934,2.077648,176.061803,55.867609,179.351546,36.572128,0.14181,,,176.061803,1.049163,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_veh_bod_1510,vehicle_body_axis_reference_sar000331,vehicle_body_axis_reference,WGV35A_PAIR_0021,331,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,body_short,false,0.45,15,889.853239,926.182961,890.023,941.182,4.764934,2.077648,176.061803,55.867609,179.351546,34.259491,0.046254,,,-178.434608,0.982819,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_veh_bod_1511,vehicle_body_axis_reference_sar000331,vehicle_body_axis_reference,WGV35A_PAIR_0021,331,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,body_short,false,0.75,25,889.740065,916.183601,890.023,941.182,4.764934,2.077648,176.061803,55.867609,179.351546,33.80579,0.02786,,,-173.613811,0.969803,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_veh_bod_1512,vehicle_body_axis_reference_sar000331,vehicle_body_axis_reference,WGV35A_PAIR_0021,331,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,body_short,false,1,33.333333,889.645753,907.850801,890.023,941.182,4.764934,2.077648,176.061803,55.867609,179.351546,33.682365,0.024225,,,177.260074,0.966263,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_mob_loc_1513,matched_ordinary_background_sar000331,matched_ordinary_background,WGV35A_PAIR_0021,331,calibration,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,local_range,true,-1,-33.333333,1532.02519,997.980668,1507,1020,4.764934,2.077648,171.465373,138.655882,179.351546,33.896667,0.028618,,,176.731667,0.97241,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_mob_loc_1514,matched_ordinary_background_sar000331,matched_ordinary_background,WGV35A_PAIR_0021,331,calibration,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,local_range,true,-0.75,-25,1525.768893,1003.485501,1507,1020,4.764934,2.077648,171.465373,138.655882,179.351546,33.754665,0.023442,,,169.729736,0.968337,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_mob_loc_1515,matched_ordinary_background_sar000331,matched_ordinary_background,WGV35A_PAIR_0021,331,calibration,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,local_range,true,-0.45,-15,1518.261336,1010.091301,1507,1020,4.764934,2.077648,171.465373,138.655882,179.351546,33.690739,0.024434,,,168.314569,0.966503,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_mob_loc_1516,matched_ordinary_background_sar000331,matched_ordinary_background,WGV35A_PAIR_0021,331,calibration,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,local_range,true,0,0,1507,1020,1507,1020,4.764934,2.077648,171.465373,138.655882,179.351546,33.740265,0.027078,,,171.465373,0.967924,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_mob_loc_1517,matched_ordinary_background_sar000331,matched_ordinary_background,WGV35A_PAIR_0021,331,calibration,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,local_range,true,0.45,15,1495.738664,1029.908699,1507,1020,4.764934,2.077648,171.465373,138.655882,179.351546,33.905239,0.029393,,,172.705755,0.972656,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_mob_loc_1518,matched_ordinary_background_sar000331,matched_ordinary_background,WGV35A_PAIR_0021,331,calibration,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,local_range,true,0.75,25,1488.231107,1036.514499,1507,1020,4.764934,2.077648,171.465373,138.655882,179.351546,33.932377,0.030836,,,171.246688,0.973435,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_mob_loc_1519,matched_ordinary_background_sar000331,matched_ordinary_background,WGV35A_PAIR_0021,331,calibration,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,local_range,true,1,33.333333,1481.97481,1042.019332,1507,1020,4.764934,2.077648,171.465373,138.655882,179.351546,33.861801,0.030248,,,171.452201,0.97141,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_mob_loc_1520,matched_ordinary_background_sar000331,matched_ordinary_background,WGV35A_PAIR_0021,331,calibration,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,local_azimuth,true,-1,-33.333333,1529.019332,1045.02519,1507,1020,4.764934,2.077648,171.465373,138.655882,179.351546,33.406902,0.021826,,,172.067575,0.95836,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_mob_loc_1521,matched_ordinary_background_sar000331,matched_ordinary_background,WGV35A_PAIR_0021,331,calibration,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,local_azimuth,true,-0.75,-25,1523.514499,1038.768893,1507,1020,4.764934,2.077648,171.465373,138.655882,179.351546,33.490555,0.021965,,,168.863113,0.96076,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_mob_loc_1522,matched_ordinary_background_sar000331,matched_ordinary_background,WGV35A_PAIR_0021,331,calibration,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,local_azimuth,true,-0.45,-15,1516.908699,1031.261336,1507,1020,4.764934,2.077648,171.465373,138.655882,179.351546,33.616627,0.024434,,,170.05851,0.964377,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_mob_loc_1523,matched_ordinary_background_sar000331,matched_ordinary_background,WGV35A_PAIR_0021,331,calibration,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,local_azimuth,true,0,0,1507,1020,1507,1020,4.764934,2.077648,171.465373,138.655882,179.351546,33.740265,0.027078,,,171.465373,0.967924,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_mob_loc_1524,matched_ordinary_background_sar000331,matched_ordinary_background,WGV35A_PAIR_0021,331,calibration,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,local_azimuth,true,0.45,15,1497.091301,1008.738664,1507,1020,4.764934,2.077648,171.465373,138.655882,179.351546,33.863041,0.028311,,,172.723132,0.971446,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_mob_loc_1525,matched_ordinary_background_sar000331,matched_ordinary_background,WGV35A_PAIR_0021,331,calibration,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,local_azimuth,true,0.75,25,1490.485501,1001.231107,1507,1020,4.764934,2.077648,171.465373,138.655882,179.351546,34.026302,0.034349,,,174.844287,0.976129,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_mob_loc_1526,matched_ordinary_background_sar000331,matched_ordinary_background,WGV35A_PAIR_0021,331,calibration,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,local_azimuth,true,1,33.333333,1484.980668,994.97481,1507,1020,4.764934,2.077648,171.465373,138.655882,179.351546,34.365059,0.047183,,,176.961108,0.985847,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_mob_sub_1527,matched_ordinary_background_sar000331,matched_ordinary_background,WGV35A_PAIR_0021,331,calibration,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,subject_principal_axis,true,-1,-33.333333,1539.964212,1015.053097,1507,1020,4.764934,2.077648,171.465373,138.655882,179.351546,33.424129,0.018249,,,167.727183,0.958854,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_mob_sub_1528,matched_ordinary_background_sar000331,matched_ordinary_background,WGV35A_PAIR_0021,331,calibration,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,subject_principal_axis,true,-0.75,-25,1531.723159,1016.289822,1507,1020,4.764934,2.077648,171.465373,138.655882,179.351546,33.49247,0.019115,,,166.784235,0.960815,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_mob_sub_1529,matched_ordinary_background_sar000331,matched_ordinary_background,WGV35A_PAIR_0021,331,calibration,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,subject_principal_axis,true,-0.45,-15,1521.833895,1017.773893,1507,1020,4.764934,2.077648,171.465373,138.655882,179.351546,33.607159,0.021819,,,171.025427,0.964105,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_mob_sub_1530,matched_ordinary_background_sar000331,matched_ordinary_background,WGV35A_PAIR_0021,331,calibration,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,subject_principal_axis,true,0,0,1507,1020,1507,1020,4.764934,2.077648,171.465373,138.655882,179.351546,33.740265,0.027078,,,171.465373,0.967924,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_mob_sub_1531,matched_ordinary_background_sar000331,matched_ordinary_background,WGV35A_PAIR_0021,331,calibration,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,subject_principal_axis,true,0.45,15,1492.166105,1022.226107,1507,1020,4.764934,2.077648,171.465373,138.655882,179.351546,33.893879,0.028852,,,174.24445,0.97233,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_mob_sub_1532,matched_ordinary_background_sar000331,matched_ordinary_background,WGV35A_PAIR_0021,331,calibration,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,subject_principal_axis,true,0.75,25,1482.276841,1023.710178,1507,1020,4.764934,2.077648,171.465373,138.655882,179.351546,33.941666,0.030024,,,174.840523,0.973701,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_mob_sub_1533,matched_ordinary_background_sar000331,matched_ordinary_background,WGV35A_PAIR_0021,331,calibration,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,subject_principal_axis,true,1,33.333333,1474.035788,1024.946903,1507,1020,4.764934,2.077648,171.465373,138.655882,179.351546,33.951542,0.030028,,,173.792105,0.973985,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_mob_sub_1534,matched_ordinary_background_sar000331,matched_ordinary_background,WGV35A_PAIR_0021,331,calibration,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,subject_principal_axis_perpendicular,true,-1,-33.333333,1511.946903,1052.964212,1507,1020,4.764934,2.077648,171.465373,138.655882,179.351546,33.70565,0.029507,,,179.770205,0.966931,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000331_mob_sub_1535,matched_ordinary_background_sar000331,matched_ordinary_background,WGV35A_PAIR_0021,331,calibration,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,subject_principal_axis_perpendicular,true,-0.75,-25,1510.710178,1044.723159,1507,1020,4.764934,2.077648,171.465373,138.655882,179.351546,33.665405,0.026508,,,170.768821,0.965776,34.858398,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
