sar_frame,segment,admission_policy,prior_position_x,prior_position_y,predicted_position_x,predicted_position_y,observation_supported_position_x,observation_supported_position_y,posterior_position_x,posterior_position_y,position_correction_x,position_correction_y,position_correction_norm_px,prior_velocity_x,prior_velocity_y,posterior_velocity_x,posterior_velocity_y,eligible_track_ids,excluded_track_ids,exclusion_reasons,observation_supported_position,posterior_correction,current_response_association_count,eligible_track_count,no_observation_fallback,last_update_source,cap_triggered,frame_observation_complete,max_sar_frame_read,gt_file_opened,evaluation_file_opened,future_frame_read
377,regression_mechanism_diagnosis_window,ALL_ASSOCIATED_TRACKS,1190.780539,938.11528,1197.078219,937.919159,1195.267565,939.575968,1196.462597,938.482474,-0.615622,0.563315,0.834455,6.29768,-0.196121,6.125306,-0.038393,RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0014,,,"1195.267565,939.575968",0.834455,5,5,false,current_sar_observation_admitted_response_tracks,false,true,377,false,false,false
377,regression_mechanism_diagnosis_window,TEMPORALLY_SUPPORTED_ONLY,1188.707012,937.215089,1194.531134,936.745955,1197.246558,936.286245,1195.291453,936.617236,0.760319,-0.128719,0.771138,5.824122,-0.469133,6.037012,-0.505175,RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0011;RT_D1_R1_0012,RT_D1_R1_0014,RT_D1_R1_0014:state=reappearance_candidate,"1197.246558,936.286245",0.771138,5,4,false,current_sar_observation_admitted_response_tracks,false,true,377,false,false,false
377,regression_mechanism_diagnosis_window,STRUCTURE_CONSISTENT_ONLY,1187.602483,938.363467,1192.943607,938.164581,1197.246558,936.286245,1193.976315,937.71378,1.032708,-0.450801,1.126813,5.341124,-0.198886,5.630282,-0.32511,RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0011;RT_D1_R1_0012,RT_D1_R1_0014,RT_D1_R1_0014:state=reappearance_candidate,"1197.246558,936.286245",1.126813,5,4,false,current_sar_observation_admitted_response_tracks,false,true,377,false,false,false
378,regression_mechanism_diagnosis_window,ALL_ASSOCIATED_TRACKS,1196.462597,938.482474,1202.587903,938.444081,1201.015088,939.505651,1202.053146,938.805015,-0.534757,0.360934,0.645165,6.125306,-0.038393,5.975574,0.062669,RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0014,,,"1201.015088,939.505651",0.645165,5,5,false,current_sar_observation_admitted_response_tracks,false,true,378,false,false,false
378,regression_mechanism_diagnosis_window,TEMPORALLY_SUPPORTED_ONLY,1195.291453,936.617236,1201.328464,936.112062,1201.015088,939.505651,1201.234452,937.130138,-0.094013,1.018077,1.022408,6.037012,-0.505175,6.010688,-0.220113,RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0014,,,"1201.015088,939.505651",1.022408,5,5,false,current_sar_observation_admitted_response_tracks,false,true,378,false,false,false
378,regression_mechanism_diagnosis_window,STRUCTURE_CONSISTENT_ONLY,1193.976315,937.71378,1199.606598,937.38867,1202.535628,936.893066,1200.309565,937.269725,0.702967,-0.118945,0.712959,5.630282,-0.32511,5.827113,-0.358415,RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0011;RT_D1_R1_0012,RT_D1_R1_0014,RT_D1_R1_0014:state=reappearance_provisionally_supported,"1202.535628,936.893066",0.712959,5,4,false,current_sar_observation_admitted_response_tracks,false,true,378,false,false,false
379,regression_mechanism_diagnosis_window,ALL_ASSOCIATED_TRACKS,1202.053146,938.805015,1208.02872,938.867684,1207.003304,936.315298,1207.680078,937.999873,-0.348642,-0.867811,0.935226,5.975574,0.062669,5.877955,-0.180318,RT_D1_R1_0001;RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0007;RT_D1_R1_0012,,,"1207.003304,936.315298",0.935226,5,5,false,current_sar_observation_admitted_response_tracks,false,true,379,false,false,false
379,regression_mechanism_diagnosis_window,TEMPORALLY_SUPPORTED_ONLY,1201.234452,937.130138,1207.245139,936.910025,1210.178953,938.252315,1208.007931,937.25902,0.762792,0.348995,0.838838,6.010688,-0.220113,6.22427,-0.122394,RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0012,RT_D1_R1_0001;RT_D1_R1_0007,RT_D1_R1_0001:state=reappearance_candidate;RT_D1_R1_0007:state=reappearance_candidate,"1210.178953,938.252315",0.838838,5,3,false,current_sar_observation_admitted_response_tracks,false,true,379,false,false,false
379,regression_mechanism_diagnosis_window,STRUCTURE_CONSISTENT_ONLY,1200.309565,937.269725,1206.136678,936.91131,1210.178953,938.252315,1207.025979,937.206331,0.8893,0.295021,0.936959,5.827113,-0.358415,6.076117,-0.275809,RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0012,RT_D1_R1_0001;RT_D1_R1_0007,RT_D1_R1_0001:state=reappearance_candidate;RT_D1_R1_0007:state=reappearance_candidate,"1210.178953,938.252315",0.936959,5,3,false,current_sar_observation_admitted_response_tracks,false,true,379,false,false,false
380,regression_mechanism_diagnosis_window,ALL_ASSOCIATED_TRACKS,1207.680078,937.999873,1213.558033,937.819554,1211.011729,933.903804,1212.590438,936.331569,-0.967595,-1.487985,1.77492,5.877955,-0.180318,5.607028,-0.596954,RT_D1_R1_0001;RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0016,,,"1211.011729,933.903804",1.77492,7,7,false,current_sar_observation_admitted_response_tracks,false,true,380,false,false,false
380,regression_mechanism_diagnosis_window,TEMPORALLY_SUPPORTED_ONLY,1208.007931,937.25902,1214.232201,937.136626,1209.701666,933.833658,1212.963651,936.211795,-1.26855,-0.924831,1.569883,6.22427,-0.122394,5.869076,-0.381347,RT_D1_R1_0001;RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0012,RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0016,RT_D1_R1_0004:state=reappearance_candidate;RT_D1_R1_0011:state=reappearance_candidate;RT_D1_R1_0016:state=reappearance_candidate,"1209.701666,933.833658",1.569883,7,4,false,current_sar_observation_admitted_response_tracks,false,true,380,false,false,false
380,regression_mechanism_diagnosis_window,STRUCTURE_CONSISTENT_ONLY,1207.025979,937.206331,1213.102096,936.930522,1209.736106,934.736856,1212.361578,936.447916,-0.740518,-0.482607,0.883898,6.076117,-0.275809,5.868772,-0.410939,RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0012,RT_D1_R1_0001;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0016,RT_D1_R1_0001:state=reappearance_provisionally_supported;RT_D1_R1_0004:state=reappearance_candidate;RT_D1_R1_0011:state=reappearance_candidate;RT_D1_R1_0016:state=reappearance_candidate,"1209.736106,934.736856",0.883898,7,3,false,current_sar_observation_admitted_response_tracks,false,true,380,false,false,false
381,regression_mechanism_diagnosis_window,ALL_ASSOCIATED_TRACKS,1212.590438,936.331569,1218.197465,935.734615,1221.548374,934.468115,1219.470811,935.253345,1.273345,-0.48127,1.36126,5.607028,-0.596954,5.963564,-0.73171,RT_D1_R1_0001;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0007;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0016,,,"1221.548374,934.468115",1.36126,7,7,false,current_sar_observation_admitted_response_tracks,false,true,381,false,false,false
381,regression_mechanism_diagnosis_window,TEMPORALLY_SUPPORTED_ONLY,1212.963651,936.211795,1218.832726,935.830448,1219.898687,935.463944,1219.173834,935.713167,0.341107,-0.117281,0.360706,5.869076,-0.381347,5.964586,-0.414186,RT_D1_R1_0001;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0016,RT_D1_R1_0007,RT_D1_R1_0007:state=reappearance_candidate,"1219.898687,935.463944",0.360706,7,6,false,current_sar_observation_admitted_response_tracks,false,true,381,false,false,false
381,regression_mechanism_diagnosis_window,STRUCTURE_CONSISTENT_ONLY,1212.361578,936.447916,1218.230351,936.036977,1220.103455,936.406724,1218.642434,936.118321,0.412083,0.081344,0.420035,5.868772,-0.410939,5.984156,-0.388162,RT_D1_R1_0001;RT_D1_R1_0003;RT_D1_R1_0012,RT_D1_R1_0004;RT_D1_R1_0007;RT_D1_R1_0011;RT_D1_R1_0016,RT_D1_R1_0004:state=reappearance_provisionally_supported;RT_D1_R1_0007:state=reappearance_candidate;RT_D1_R1_0011:state=reappearance_provisionally_supported;RT_D1_R1_0016:state=reappearance_provisionally_supported,"1220.103455,936.406724",0.420035,7,3,false,current_sar_observation_admitted_response_tracks,false,true,381,false,false,false
382,regression_mechanism_diagnosis_window,ALL_ASSOCIATED_TRACKS,1219.470811,935.253345,1225.434375,934.521635,1228.302178,935.312915,1226.52414,934.822321,1.089765,0.300686,1.130487,5.963564,-0.73171,6.268699,-0.647518,RT_D1_R1_0001;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0007;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0018,,,"1228.302178,935.312915",1.130487,7,7,false,current_sar_observation_admitted_response_tracks,false,true,382,false,false,false
382,regression_mechanism_diagnosis_window,TEMPORALLY_SUPPORTED_ONLY,1219.173834,935.713167,1225.138419,935.298981,1228.302178,935.312915,1226.214097,935.303718,1.075678,0.004738,1.075688,5.964586,-0.414186,6.265775,-0.412859,RT_D1_R1_0001;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0007;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0018,,,"1228.302178,935.312915",1.075688,7,7,false,current_sar_observation_admitted_response_tracks,false,true,382,false,false,false
382,regression_mechanism_diagnosis_window,STRUCTURE_CONSISTENT_ONLY,1218.642434,936.118321,1224.626589,935.730159,1231.248519,935.758674,1226.348291,935.737573,1.721702,0.007414,1.721718,5.984156,-0.388162,6.466232,-0.386086,RT_D1_R1_0001;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0012,RT_D1_R1_0007;RT_D1_R1_0018,RT_D1_R1_0007:state=reappearance_provisionally_supported;RT_D1_R1_0018:state=same_motion_candidate+strict_gate_fail,"1231.248519,935.758674",1.721718,7,5,false,current_sar_observation_admitted_response_tracks,false,true,382,false,false,false
383,regression_mechanism_diagnosis_window,ALL_ASSOCIATED_TRACKS,1226.52414,934.822321,1232.792839,934.174804,1232.264692,940.032623,1232.602706,936.283619,-0.190133,2.108815,2.117369,6.268699,-0.647518,6.215461,-0.057049,RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0016;RT_D1_R1_0018,,,"1232.264692,940.032623",2.117369,6,6,false,current_sar_observation_admitted_response_tracks,false,true,383,false,false,false
383,regression_mechanism_diagnosis_window,TEMPORALLY_SUPPORTED_ONLY,1226.214097,935.303718,1232.479873,934.890859,1234.107105,935.835223,1232.935498,935.155281,0.455625,0.264422,0.526795,6.265775,-0.412859,6.393351,-0.338821,RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0018,RT_D1_R1_0002;RT_D1_R1_0016,RT_D1_R1_0002:state=reappearance_candidate;RT_D1_R1_0016:state=reappearance_candidate,"1234.107105,935.835223",0.526795,6,4,false,current_sar_observation_admitted_response_tracks,false,true,383,false,false,false
383,regression_mechanism_diagnosis_window,STRUCTURE_CONSISTENT_ONLY,1226.348291,935.737573,1232.814523,935.351487,1234.107105,935.835223,1233.124743,935.467583,0.31022,0.116097,0.331232,6.466232,-0.386086,6.553094,-0.353579,RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0018,RT_D1_R1_0002;RT_D1_R1_0016,RT_D1_R1_0002:state=reappearance_candidate;RT_D1_R1_0016:state=reappearance_candidate,"1234.107105,935.835223",0.331232,6,4,false,current_sar_observation_admitted_response_tracks,false,true,383,false,false,false
384,regression_mechanism_diagnosis_window,ALL_ASSOCIATED_TRACKS,1232.602706,936.283619,1238.818167,936.226569,1236.092327,937.620214,1237.727831,936.784027,-1.090336,0.557458,1.224578,6.215461,-0.057049,5.910167,0.099039,RT_D1_R1_0001;RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0014;RT_D1_R1_0018,,,"1236.092327,937.620214",1.224578,8,8,false,current_sar_observation_admitted_response_tracks,false,true,384,false,false,false
384,regression_mechanism_diagnosis_window,TEMPORALLY_SUPPORTED_ONLY,1232.935498,935.155281,1239.328848,934.81646,1238.763029,935.16392,1239.159103,934.920698,-0.169746,0.104238,0.199196,6.393351,-0.338821,6.345822,-0.309635,RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0018,RT_D1_R1_0001;RT_D1_R1_0012;RT_D1_R1_0014,RT_D1_R1_0001:state=reappearance_candidate;RT_D1_R1_0012:state=reappearance_candidate;RT_D1_R1_0014:state=reappearance_candidate,"1238.763029,935.16392",0.199196,8,5,false,current_sar_observation_admitted_response_tracks,false,true,384,false,false,false
384,regression_mechanism_diagnosis_window,STRUCTURE_CONSISTENT_ONLY,1233.124743,935.467583,1239.677836,935.114004,1239.274409,935.205712,1239.581014,935.136014,-0.096823,0.02201,0.099293,6.553094,-0.353579,6.525983,-0.347417,RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0018,RT_D1_R1_0001;RT_D1_R1_0002;RT_D1_R1_0012;RT_D1_R1_0014,RT_D1_R1_0001:state=reappearance_candidate;RT_D1_R1_0002:state=reappearance_provisionally_supported;RT_D1_R1_0012:state=reappearance_candidate;RT_D1_R1_0014:state=reappearance_candidate,"1239.274409,935.205712",0.099293,8,4,false,current_sar_observation_admitted_response_tracks,false,true,384,false,false,false
385,regression_mechanism_diagnosis_window,ALL_ASSOCIATED_TRACKS,1237.727831,936.784027,1243.637999,936.883066,1247.644916,935.930854,1245.160627,936.521226,1.522628,-0.361841,1.565032,5.910167,0.099039,6.336503,-0.002277,RT_D1_R1_0001;RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0018,,,"1247.644916,935.930854",1.565032,7,7,false,current_sar_observation_admitted_response_tracks,false,true,385,false,false,false
385,regression_mechanism_diagnosis_window,TEMPORALLY_SUPPORTED_ONLY,1239.159103,934.920698,1245.504924,934.611063,1247.644916,935.930854,1246.232521,935.059792,0.727597,0.448729,0.854842,6.345822,-0.309635,6.549549,-0.18399,RT_D1_R1_0001;RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0018,,,"1247.644916,935.930854",0.854842,7,7,false,current_sar_observation_admitted_response_tracks,false,true,385,false,false,false
385,regression_mechanism_diagnosis_window,STRUCTURE_CONSISTENT_ONLY,1239.581014,935.136014,1246.106997,934.788597,1244.325519,935.366767,1245.643813,934.938921,-0.463184,0.150324,0.486967,6.525983,-0.347417,6.396292,-0.305326,RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0018,RT_D1_R1_0001;RT_D1_R1_0012,RT_D1_R1_0001:state=reappearance_provisionally_supported;RT_D1_R1_0012:state=reappearance_provisionally_supported,"1244.325519,935.366767",0.486967,7,5,false,current_sar_observation_admitted_response_tracks,false,true,385,false,false,false
386,regression_mechanism_diagnosis_window,ALL_ASSOCIATED_TRACKS,1245.160627,936.521226,1251.49713,936.518949,1251.775611,932.315301,1251.608523,934.83749,0.111392,-1.681459,1.685145,6.336503,-0.002277,6.367693,-0.473085,RT_D1_R1_0001;RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0007;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0018,,,"1251.775611,932.315301",1.685145,8,8,false,current_sar_observation_admitted_response_tracks,false,true,386,false,false,false
386,regression_mechanism_diagnosis_window,TEMPORALLY_SUPPORTED_ONLY,1246.232521,935.059792,1252.78207,934.875802,1252.719147,934.879332,1252.760676,934.877002,-0.021394,0.0012,0.021428,6.549549,-0.18399,6.543559,-0.183654,RT_D1_R1_0001;RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0018,RT_D1_R1_0007,RT_D1_R1_0007:state=reappearance_candidate,"1252.719147,934.879332",0.021428,8,7,false,current_sar_observation_admitted_response_tracks,false,true,386,false,false,false
386,regression_mechanism_diagnosis_window,STRUCTURE_CONSISTENT_ONLY,1245.643813,934.938921,1252.040104,934.633596,1252.719147,934.879332,1252.243817,934.707317,0.203713,0.073721,0.216642,6.396292,-0.305326,6.453331,-0.284684,RT_D1_R1_0001;RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0018,RT_D1_R1_0007,RT_D1_R1_0007:state=reappearance_candidate,"1252.719147,934.879332",0.216642,8,7,false,current_sar_observation_admitted_response_tracks,false,true,386,false,false,false
387,regression_mechanism_diagnosis_window,ALL_ASSOCIATED_TRACKS,1251.608523,934.83749,1257.976216,934.364404,1259.808344,931.777283,1258.672424,933.381298,0.696209,-0.983106,1.204659,6.367693,-0.473085,6.562632,-0.748355,RT_D1_R1_0001;RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0018,,,"1259.808344,931.777283",1.204659,7,7,false,current_sar_observation_admitted_response_tracks,false,true,387,false,false,false
387,regression_mechanism_diagnosis_window,TEMPORALLY_SUPPORTED_ONLY,1252.760676,934.877002,1259.304235,934.693348,1259.808344,931.777283,1259.475632,933.701886,0.171397,-0.991462,1.006168,6.543559,-0.183654,6.59155,-0.461264,RT_D1_R1_0001;RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0018,,,"1259.808344,931.777283",1.006168,7,7,false,current_sar_observation_admitted_response_tracks,false,true,387,false,false,false
387,regression_mechanism_diagnosis_window,STRUCTURE_CONSISTENT_ONLY,1252.243817,934.707317,1258.697148,934.422633,1259.808344,931.777283,1259.030507,933.629028,0.333359,-0.793605,0.860777,6.453331,-0.284684,6.546672,-0.506893,RT_D1_R1_0001;RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0018,,,"1259.808344,931.777283",0.860777,7,7,false,current_sar_observation_admitted_response_tracks,false,true,387,false,false,false
388,regression_mechanism_diagnosis_window,ALL_ASSOCIATED_TRACKS,1258.672424,933.381298,1265.235056,932.632944,1268.16352,932.110511,1266.347872,932.434419,1.112816,-0.198524,1.130386,6.562632,-0.748355,6.87422,-0.803942,RT_D1_R1_0001;RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0016,,,"1268.16352,932.110511",1.130386,7,7,false,current_sar_observation_admitted_response_tracks,false,true,388,false,false,false
388,regression_mechanism_diagnosis_window,TEMPORALLY_SUPPORTED_ONLY,1259.475632,933.701886,1266.067182,933.240622,1269.662871,931.789728,1267.217802,932.776336,1.150621,-0.464286,1.240762,6.59155,-0.461264,6.913724,-0.591264,RT_D1_R1_0001;RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0012,RT_D1_R1_0016,RT_D1_R1_0016:state=reappearance_candidate,"1269.662871,931.789728",1.240762,7,6,false,current_sar_observation_admitted_response_tracks,false,true,388,false,false,false
388,regression_mechanism_diagnosis_window,STRUCTURE_CONSISTENT_ONLY,1259.030507,933.629028,1265.577179,933.122135,1269.662871,931.789728,1266.721172,932.749061,1.143994,-0.373074,1.20329,6.546672,-0.506893,6.86699,-0.611354,RT_D1_R1_0001;RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0012,RT_D1_R1_0016,RT_D1_R1_0016:state=reappearance_candidate,"1269.662871,931.789728",1.20329,7,6,false,current_sar_observation_admitted_response_tracks,false,true,388,false,false,false
389,regression_mechanism_diagnosis_window,ALL_ASSOCIATED_TRACKS,1266.347872,932.434419,1273.222092,931.630478,1272.633721,933.795192,1273.010279,932.409775,-0.211814,0.779297,0.80757,6.87422,-0.803942,6.814912,-0.585738,RT_D1_R1_0001;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0018,,,"1272.633721,933.795192",0.80757,6,6,false,current_sar_observation_admitted_response_tracks,false,true,389,false,false,false
389,regression_mechanism_diagnosis_window,TEMPORALLY_SUPPORTED_ONLY,1267.217802,932.776336,1274.131526,932.185072,1273.372646,933.547827,1273.903862,932.593899,-0.227664,0.408826,0.467942,6.913724,-0.591264,6.849978,-0.476792,RT_D1_R1_0001;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0012,RT_D1_R1_0018,RT_D1_R1_0018:state=reappearance_candidate,"1273.372646,933.547827",0.467942,6,5,false,current_sar_observation_admitted_response_tracks,false,true,389,false,false,false
389,regression_mechanism_diagnosis_window,STRUCTURE_CONSISTENT_ONLY,1266.721172,932.749061,1273.588162,932.137707,1273.372646,933.547827,1273.532128,932.504338,-0.056034,0.366631,0.370888,6.86699,-0.611354,6.8513,-0.508697,RT_D1_R1_0001;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0012,RT_D1_R1_0018,RT_D1_R1_0018:state=reappearance_candidate,"1273.372646,933.547827",0.370888,6,5,false,current_sar_observation_admitted_response_tracks,false,true,389,false,false,false
390,regression_mechanism_diagnosis_window,ALL_ASSOCIATED_TRACKS,1273.010279,932.409775,1279.825191,931.824036,1281.002596,932.58954,1280.296153,932.130238,0.470962,0.306201,0.561751,6.814912,-0.585738,6.946782,-0.500002,RT_D1_R1_0001;RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0007;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0018,,,"1281.002596,932.58954",0.561751,8,8,false,current_sar_observation_admitted_response_tracks,false,true,390,false,false,false
390,regression_mechanism_diagnosis_window,TEMPORALLY_SUPPORTED_ONLY,1273.903862,932.593899,1280.753839,932.117106,1280.021845,933.246465,1280.519601,932.478501,-0.234238,0.361395,0.430667,6.849978,-0.476792,6.784391,-0.375602,RT_D1_R1_0001;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0018,RT_D1_R1_0002;RT_D1_R1_0007,RT_D1_R1_0002:state=reappearance_candidate;RT_D1_R1_0007:state=reappearance_candidate,"1280.021845,933.246465",0.430667,8,6,false,current_sar_observation_admitted_response_tracks,false,true,390,false,false,false
390,regression_mechanism_diagnosis_window,STRUCTURE_CONSISTENT_ONLY,1273.532128,932.504338,1280.383429,931.995641,1280.729467,933.009008,1280.473398,932.259116,0.08997,0.263475,0.278413,6.8513,-0.508697,6.876492,-0.434924,RT_D1_R1_0001;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0012,RT_D1_R1_0002;RT_D1_R1_0007;RT_D1_R1_0018,RT_D1_R1_0002:state=reappearance_candidate;RT_D1_R1_0007:state=reappearance_candidate;RT_D1_R1_0018:state=reappearance_provisionally_supported,"1280.729467,933.009008",0.278413,8,5,false,current_sar_observation_admitted_response_tracks,false,true,390,false,false,false
391,regression_mechanism_diagnosis_window,ALL_ASSOCIATED_TRACKS,1280.296153,932.130238,1287.242934,931.630236,1283.5861,934.686513,1285.707064,932.913872,-1.535871,1.283636,2.001655,6.946782,-0.500002,6.516738,-0.140584,RT_D1_R1_0001;RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0014;RT_D1_R1_0016;RT_D1_R1_0018,,,"1283.5861,934.686513",2.001655,9,9,false,current_sar_observation_admitted_response_tracks,false,true,391,false,false,false
391,regression_mechanism_diagnosis_window,TEMPORALLY_SUPPORTED_ONLY,1280.519601,932.478501,1287.303992,932.102899,1283.257919,933.911291,1285.928327,932.717752,-1.375665,0.614853,1.506817,6.784391,-0.375602,6.399205,-0.203443,RT_D1_R1_0001;RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0018,RT_D1_R1_0014;RT_D1_R1_0016,RT_D1_R1_0014:state=reappearance_candidate;RT_D1_R1_0016:state=reappearance_candidate,"1283.257919,933.911291",1.506817,9,7,false,current_sar_observation_admitted_response_tracks,false,true,391,false,false,false
391,regression_mechanism_diagnosis_window,STRUCTURE_CONSISTENT_ONLY,1280.473398,932.259116,1287.34989,931.824192,1284.375122,934.1499,1286.516955,932.47539,-0.832935,0.651198,1.05728,6.876492,-0.434924,6.64327,-0.252589,RT_D1_R1_0001;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0018,RT_D1_R1_0002;RT_D1_R1_0014;RT_D1_R1_0016,RT_D1_R1_0002:state=reappearance_provisionally_supported;RT_D1_R1_0014:state=reappearance_candidate;RT_D1_R1_0016:state=reappearance_candidate,"1284.375122,934.1499",1.05728,9,6,false,current_sar_observation_admitted_response_tracks,false,true,391,false,false,false
392,regression_mechanism_diagnosis_window,ALL_ASSOCIATED_TRACKS,1285.707064,932.913872,1292.223802,932.773288,1290.887442,928.895809,1291.689258,931.222296,-0.534544,-1.550992,1.640522,6.516738,-0.140584,6.367066,-0.574862,RT_D1_R1_0001;RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0014;RT_D1_R1_0016,,,"1290.887442,928.895809",1.640522,8,8,false,current_sar_observation_admitted_response_tracks,false,true,392,false,false,false
392,regression_mechanism_diagnosis_window,TEMPORALLY_SUPPORTED_ONLY,1285.928327,932.717752,1292.327532,932.514309,1290.887442,928.895809,1291.8091,931.211649,-0.518432,-1.30266,1.402033,6.399205,-0.203443,6.254044,-0.568188,RT_D1_R1_0001;RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0014;RT_D1_R1_0016,,,"1290.887442,928.895809",1.402033,8,8,false,current_sar_observation_admitted_response_tracks,false,true,392,false,false,false
392,regression_mechanism_diagnosis_window,STRUCTURE_CONSISTENT_ONLY,1286.516955,932.47539,1293.160225,932.222802,1289.844696,929.562005,1292.231877,931.477779,-0.928348,-0.745023,1.190332,6.64327,-0.252589,6.383333,-0.461195,RT_D1_R1_0001;RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0012,RT_D1_R1_0014;RT_D1_R1_0016,RT_D1_R1_0014:state=reappearance_provisionally_supported;RT_D1_R1_0016:state=reappearance_provisionally_supported,"1289.844696,929.562005",1.190332,8,6,false,current_sar_observation_admitted_response_tracks,false,true,392,false,false,false
