scene,window_id,optical_thread_or_edge_id,offset_sar_frames,optical_frame_start,optical_frame_end,sar_frame_start,sar_frame_end,azimuth_source_available,azimuth_sector_or_proxy,sar_prior_evidence_ids,vehicle_like_scatter_in_sector,temporal_continuity_in_sector,boundary_separation_preserved,competitor_signal_not_suppressed,background_risk,gt_quality_risk,offset_decision,notes
GM_RM011,WGV16W002,GM_RM011_WGV14T004,0,151,166,314,347,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source
GM_RM011,WGV16W002,GM_RM011_WGV14T004,1,151,166,315,348,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source
GM_RM011,WGV16W002,GM_RM011_WGV14T004,2,151,166,316,349,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source
GM_RM011,WGV16W002,GM_RM011_WGV14T004,3,151,166,317,350,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source
GM_RM011,WGV16W002,GM_RM011_WGV14T004,4,151,166,318,351,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source
GM_RM011,WGV16W002,GM_RM011_WGV14T004,5,151,166,319,352,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source
GM_RM011,WGV16W002,GM_RM011_WGV14T004,6,151,166,320,353,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source
GM_RM011,WGV16W002,GM_RM011_WGV14T004,7,151,166,321,354,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source
GM_RM011,WGV16W002,GM_RM011_WGV14T004,8,151,166,322,355,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source
GM_RM011,WGV16W002,GM_RM011_WGV14T004,9,151,166,323,356,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source
GM_RM011,WGV16W002,GM_RM011_WGV14T004,10,151,166,324,357,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source
GM_RM011,WGV16W002,GM_RM011_WGV14T004,11,151,166,325,358,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source
GM_RM011,WGV16W002,GM_RM011_WGV14T004,12,151,166,326,359,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source
GM_RM011,WGV16W003,GM_RM011_WGV14T005,-12,231,288,468,589,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source; long search-hint window stays limited by M016 competitor/boundary context
GM_RM011,WGV16W003,GM_RM011_WGV14T005,-11,231,288,469,590,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source; long search-hint window stays limited by M016 competitor/boundary context
GM_RM011,WGV16W003,GM_RM011_WGV14T005,-10,231,288,470,591,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source; long search-hint window stays limited by M016 competitor/boundary context
GM_RM011,WGV16W003,GM_RM011_WGV14T005,-9,231,288,471,592,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source; long search-hint window stays limited by M016 competitor/boundary context
GM_RM011,WGV16W003,GM_RM011_WGV14T005,-8,231,288,472,593,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source; long search-hint window stays limited by M016 competitor/boundary context
GM_RM011,WGV16W003,GM_RM011_WGV14T005,-7,231,288,473,594,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source; long search-hint window stays limited by M016 competitor/boundary context
GM_RM011,WGV16W003,GM_RM011_WGV14T005,-6,231,288,474,595,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source; long search-hint window stays limited by M016 competitor/boundary context
GM_RM011,WGV16W003,GM_RM011_WGV14T005,-5,231,288,475,596,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source; long search-hint window stays limited by M016 competitor/boundary context
GM_RM011,WGV16W003,GM_RM011_WGV14T005,-4,231,288,476,597,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source; long search-hint window stays limited by M016 competitor/boundary context
GM_RM011,WGV16W003,GM_RM011_WGV14T005,-3,231,288,477,598,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source; long search-hint window stays limited by M016 competitor/boundary context
GM_RM011,WGV16W003,GM_RM011_WGV14T005,-2,231,288,478,599,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source; long search-hint window stays limited by M016 competitor/boundary context
GM_RM011,WGV16W003,GM_RM011_WGV14T005,-1,231,288,479,600,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source; long search-hint window stays limited by M016 competitor/boundary context
GM_RM011,WGV16W003,GM_RM011_WGV14T005,0,231,288,480,601,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source; long search-hint window stays limited by M016 competitor/boundary context
GM_RM011,WGV16W003,GM_RM011_WGV14T005,1,231,288,481,602,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source; long search-hint window stays limited by M016 competitor/boundary context
GM_RM011,WGV16W003,GM_RM011_WGV14T005,2,231,288,482,603,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source; long search-hint window stays limited by M016 competitor/boundary context
GM_RM011,WGV16W003,GM_RM011_WGV14T005,3,231,288,483,604,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source; long search-hint window stays limited by M016 competitor/boundary context
GM_RM011,WGV16W003,GM_RM011_WGV14T005,4,231,288,484,605,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source; long search-hint window stays limited by M016 competitor/boundary context
GM_RM011,WGV16W003,GM_RM011_WGV14T005,5,231,288,485,606,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source; long search-hint window stays limited by M016 competitor/boundary context
GM_RM011,WGV16W003,GM_RM011_WGV14T005,6,231,288,486,607,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source; long search-hint window stays limited by M016 competitor/boundary context
GM_RM011,WGV16W003,GM_RM011_WGV14T005,7,231,288,487,608,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source; long search-hint window stays limited by M016 competitor/boundary context
GM_RM011,WGV16W003,GM_RM011_WGV14T005,8,231,288,488,609,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source; long search-hint window stays limited by M016 competitor/boundary context
GM_RM011,WGV16W003,GM_RM011_WGV14T005,9,231,288,489,610,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source; long search-hint window stays limited by M016 competitor/boundary context
GM_RM011,WGV16W003,GM_RM011_WGV14T005,10,231,288,490,611,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source; long search-hint window stays limited by M016 competitor/boundary context
GM_RM011,WGV16W003,GM_RM011_WGV14T005,11,231,288,491,612,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source; long search-hint window stays limited by M016 competitor/boundary context
GM_RM011,WGV16W003,GM_RM011_WGV14T005,12,231,288,492,613,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source; long search-hint window stays limited by M016 competitor/boundary context
