scene,sar_frame,azimuth_bin_start_deg,azimuth_bin_end_deg,fan_pixel_count,frame_nonzero_pixel_count,frame_nonzero_ratio,frame_mean_intensity,frame_effective_bin
GM_RM011,27,34,35,15502,15475,0.99825829,43.40027093,true
GM_RM011,27,35,36,15496,15476,0.99870934,43.82802013,true
GM_RM011,27,36,37,15500,15475,0.9983871,43.25245161,true
GM_RM011,27,37,38,15502,15481,0.99864534,43.46206941,true
GM_RM011,27,38,39,15496,15475,0.99864481,43.42707796,true
GM_RM011,27,39,40,15500,15476,0.99845161,43.34670968,true
GM_RM011,27,40,41,15500,15477,0.99851613,43.5856129,true
GM_RM011,27,41,42,15500,15477,0.99851613,43.28974194,true
GM_RM011,27,42,43,15500,15480,0.99870968,43.30341935,true
GM_RM011,27,43,44,15498,15479,0.99877404,43.3134598,true
GM_RM011,27,44,45,15406,15392,0.99909126,43.62384785,true
GM_RM011,27,45,46,15597,15568,0.99814067,43.20677053,true
GM_RM011,27,46,47,15497,15477,0.99870943,43.05052591,true
GM_RM011,27,47,48,15500,15479,0.99864516,43.43477419,true
GM_RM011,27,48,49,15499,15478,0.99864507,43.31266533,true
GM_RM011,27,49,50,15501,15479,0.99858074,42.951487,true
GM_RM011,27,50,51,15501,15478,0.99851622,43.35423521,true
GM_RM011,27,51,52,15501,15475,0.99832269,42.88368492,true
GM_RM011,27,52,53,15495,15475,0.99870926,42.97960632,true
GM_RM011,27,53,54,15499,15483,0.99896768,42.6763017,true
GM_RM011,27,54,55,15496,15477,0.99877388,42.69830924,true
GM_RM011,27,55,56,15504,15482,0.99858101,42.77347781,true
GM_RM011,27,56,57,15497,15479,0.99883848,42.49532168,true
GM_RM011,27,57,58,15491,15474,0.99890259,42.38325479,true
GM_RM011,27,58,59,15506,15489,0.99890365,42.62795047,true
GM_RM011,27,59,60,15500,15482,0.99883871,42.29896774,true
GM_RM011,27,60,61,15329,4449,0.2902342,5.33146324,true
GM_RM011,27,61,62,15034,572,0.03804709,0.08766795,true
GM_RM011,27,62,63,14758,102,0.00691151,0.01172246,true
GM_RM011,27,63,64,14500,53,0.00365517,0.004,true
GM_RM011,27,64,65,14254,30,0.00210467,0.00224498,true
GM_RM011,27,65,66,14024,17,0.00121221,0.00135482,true
GM_RM011,27,66,67,13807,12,0.00086912,0.00108641,true
GM_RM011,27,67,68,13602,3,0.00022056,0.00022056,true
GM_RM011,27,68,69,13416,0,0,0,false
GM_RM011,27,69,70,13235,1,0.00007556,0.00007556,true
GM_RM011,27,70,71,13067,0,0,0,false
GM_RM011,27,71,72,12912,0,0,0,false
GM_RM011,27,72,73,12767,0,0,0,false
GM_RM011,27,73,74,12630,0,0,0,false
GM_RM011,27,74,75,12503,0,0,0,false
GM_RM011,27,75,76,12390,0,0,0,false
GM_RM011,27,76,77,12278,0,0,0,false
GM_RM011,27,77,78,12184,0,0,0,false
GM_RM011,27,78,79,12093,0,0,0,false
GM_RM011,27,79,80,12009,0,0,0,false
GM_RM011,27,80,81,11939,0,0,0,false
GM_RM011,27,81,82,11867,0,0,0,false
GM_RM011,27,82,83,11818,0,0,0,false
GM_RM011,27,83,84,11759,0,0,0,false
GM_RM011,27,84,85,11721,0,0,0,false
GM_RM011,27,85,86,11685,0,0,0,false
GM_RM011,27,86,87,11654,0,0,0,false
GM_RM011,27,87,88,11632,0,0,0,false
GM_RM011,27,88,89,11620,0,0,0,false
GM_RM011,27,89,90,11498,0,0,0,false
GM_RM011,28,-90,-89,11518,0,0,0,false
GM_RM011,28,-89,-88,11638,0,0,0,false
GM_RM011,28,-88,-87,11654,0,0,0,false
GM_RM011,28,-87,-86,11675,0,0,0,false
GM_RM011,28,-86,-85,11705,0,0,0,false
GM_RM011,28,-85,-84,11741,0,0,0,false
GM_RM011,28,-84,-83,11780,0,0,0,false
GM_RM011,28,-83,-82,11838,0,0,0,false
GM_RM011,28,-82,-81,11888,0,0,0,false
GM_RM011,28,-81,-80,11959,0,0,0,false
GM_RM011,28,-80,-79,12030,0,0,0,false
GM_RM011,28,-79,-78,12114,0,0,0,false
GM_RM011,28,-78,-77,12204,0,0,0,false
GM_RM011,28,-77,-76,12301,0,0,0,false
GM_RM011,28,-76,-75,12411,0,0,0,false
GM_RM011,28,-75,-74,12525,0,0,0,false
GM_RM011,28,-74,-73,12652,0,0,0,false
GM_RM011,28,-73,-72,12789,0,0,0,false
GM_RM011,28,-72,-71,12934,0,0,0,false
GM_RM011,28,-71,-70,13090,0,0,0,false
GM_RM011,28,-70,-69,13258,0,0,0,false
GM_RM011,28,-69,-68,13439,1,0.00007441,0.00007441,true
GM_RM011,28,-68,-67,13626,3,0.00022017,0.00022017,true
GM_RM011,28,-67,-66,13831,7,0.00050611,0.00086762,true
GM_RM011,28,-66,-65,14048,10,0.00071185,0.0009254,true
GM_RM011,28,-65,-64,14279,21,0.00147069,0.00217102,true
GM_RM011,28,-64,-63,14525,25,0.00172117,0.00309811,true
GM_RM011,28,-63,-62,14783,92,0.00622336,0.02475817,true
GM_RM011,28,-62,-61,15061,245,0.01626718,0.13617954,true
GM_RM011,28,-61,-60,15355,4482,0.29189189,7.92640834,true
GM_RM011,28,-60,-59,15501,15487,0.99909683,47.56209277,true
GM_RM011,28,-59,-58,15506,15496,0.99935509,47.46536824,true
GM_RM011,28,-58,-57,15491,15482,0.99941902,48.08004648,true
GM_RM011,28,-57,-56,15497,15486,0.99929019,47.65890172,true
GM_RM011,28,-56,-55,15504,15491,0.99916151,47.20220588,true
GM_RM011,28,-55,-54,15496,15486,0.99935467,47.65539494,true
GM_RM011,28,-54,-53,15499,15491,0.99948384,47.67481773,true
GM_RM011,28,-53,-52,15495,15483,0.99922556,48.12965473,true
GM_RM011,28,-52,-51,15501,15489,0.99922586,48.17527901,true
GM_RM011,28,-51,-50,15501,15491,0.99935488,48.212954,true
GM_RM011,28,-50,-49,15501,15488,0.99916134,48.50332237,true
GM_RM011,28,-49,-48,15499,15486,0.99916124,48.70849732,true
GM_RM011,28,-48,-47,15500,15490,0.99935484,49.096,true
GM_RM011,28,-47,-46,15497,15485,0.99922566,48.93508421,true
GM_RM011,28,-46,-45,15597,15580,0.99891005,48.45726742,true
GM_RM011,28,-45,-44,15406,15394,0.99922108,48.94274958,true
GM_RM011,28,-44,-43,15498,15489,0.99941928,48.73286876,true
GM_RM011,28,-43,-42,15500,15489,0.99929032,48.75064516,true
GM_RM011,28,-42,-41,15500,15489,0.99929032,48.95387097,true
GM_RM011,28,-41,-40,15500,15489,0.99929032,48.85754839,true
GM_RM011,28,-40,-39,15500,15489,0.99929032,49.58696774,true
GM_RM011,28,-39,-38,15496,15482,0.99909654,49.12048271,true
GM_RM011,28,-38,-37,15502,15491,0.99929041,49.1686234,true
GM_RM011,28,-37,-36,15500,15485,0.99903226,49.10529032,true
GM_RM011,28,-36,-35,15496,15488,0.99948374,48.9653459,true
GM_RM011,28,-35,-34,15502,15487,0.99903238,48.58011869,true
GM_RM011,28,-34,-33,15500,15482,0.99883871,48.61451613,true
GM_RM011,28,-33,-32,15509,15496,0.99916178,48.6024244,true
GM_RM011,28,-32,-31,15487,15469,0.99883773,48.63375734,true
GM_RM011,28,-31,-30,15501,15486,0.99903232,47.97671118,true
GM_RM011,28,-30,-29,15499,15482,0.99890316,47.86153945,true
GM_RM011,28,-29,-28,15501,15488,0.99916134,47.81381846,true
GM_RM011,28,-28,-27,15499,15482,0.99890316,47.94677076,true
GM_RM011,28,-27,-26,15496,15484,0.99922561,47.61932112,true
GM_RM011,28,-26,-25,15500,15484,0.99896774,48.02154839,true
GM_RM011,28,-25,-24,15500,15483,0.99890323,47.90670968,true
GM_RM011,28,-24,-23,15499,15484,0.9990322,47.63094393,true
GM_RM011,28,-23,-22,15499,15483,0.99896768,47.6903026,true
GM_RM011,28,-22,-21,15499,15480,0.99877411,48.27646945,true
GM_RM011,28,-21,-20,15500,15480,0.99870968,48.114,true
GM_RM011,28,-20,-19,15500,15480,0.99870968,48.19329032,true
GM_RM011,28,-19,-18,15497,15482,0.99903207,48.12576628,true
GM_RM011,28,-18,-17,15500,15477,0.99851613,48.04967742,true
GM_RM011,28,-17,-16,15497,15477,0.99870943,47.87281409,true
GM_RM011,28,-16,-15,15501,15479,0.99858074,47.88013677,true
GM_RM011,28,-15,-14,15492,15473,0.99877356,48.11554351,true
GM_RM011,28,-14,-13,15503,15488,0.99903245,48.37121847,true
GM_RM011,28,-13,-12,15503,15477,0.99832291,47.89582661,true
GM_RM011,28,-12,-11,15498,15468,0.99806427,47.91431152,true
GM_RM011,28,-11,-10,15501,15474,0.99825818,47.78530417,true
GM_RM011,28,-10,-9,15498,15476,0.99858046,48.36243386,true
GM_RM011,28,-9,-8,15500,15474,0.99832258,47.87903226,true
GM_RM011,28,-8,-7,15498,15471,0.99825784,47.67118338,true
GM_RM011,28,-7,-6,15501,15472,0.99812915,47.78885233,true
GM_RM011,28,-6,-5,15497,15472,0.99838678,48.03942699,true
GM_RM011,28,-5,-4,15503,15481,0.99858092,47.60839837,true
GM_RM011,28,-4,-3,15494,15473,0.99864464,48.35529883,true
GM_RM011,28,-3,-2,15493,15466,0.99825728,48.39585619,true
GM_RM011,28,-2,-1,15471,15464,0.99954754,48.55911059,true
GM_RM011,28,-1,0,14803,14803,1,48.57096534,true
GM_RM011,28,0,1,16134,16099,0.99783067,48.95264658,true
GM_RM011,28,1,2,15471,15466,0.99967681,48.35899425,true
GM_RM011,28,2,3,15493,15469,0.99845091,48.20409217,true
GM_RM011,28,3,4,15494,15466,0.99819285,47.94023493,true
GM_RM011,28,4,5,15503,15476,0.9982584,48.70637941,true
GM_RM011,28,5,6,15497,15471,0.99832226,48.43285797,true
GM_RM011,28,6,7,15501,15476,0.9983872,48.26514418,true
GM_RM011,28,7,8,15498,15469,0.99812879,48.41218222,true
GM_RM011,28,8,9,15500,15470,0.99806452,48.63270968,true
GM_RM011,28,9,10,15498,15468,0.99806427,48.65440702,true
GM_RM011,28,10,11,15501,15475,0.99832269,48.97096961,true
GM_RM011,28,11,12,15498,15475,0.99851594,48.73415925,true
GM_RM011,28,12,13,15503,15479,0.99845191,48.66264594,true
GM_RM011,28,13,14,15503,15481,0.99858092,48.31026253,true
GM_RM011,28,14,15,15492,15464,0.99819262,48.005874,true
GM_RM011,28,15,16,15501,15480,0.99864525,48.20418038,true
GM_RM011,28,16,17,15497,15475,0.99858037,48.09163064,true
GM_RM011,28,17,18,15500,15471,0.99812903,48.0116129,true
GM_RM011,28,18,19,15497,15475,0.99858037,47.9402465,true
GM_RM011,28,19,20,15500,15472,0.99819355,48.16070968,true
GM_RM011,28,20,21,15500,15477,0.99851613,47.94703226,true
GM_RM011,28,21,22,15499,15473,0.99832247,48.21169108,true
GM_RM011,28,22,23,15499,15476,0.99851603,48.03348603,true
GM_RM011,28,23,24,15499,15477,0.99858055,48.05380992,true
GM_RM011,28,24,25,15500,15472,0.99819355,47.90929032,true
GM_RM011,28,25,26,15500,15478,0.99858065,47.34954839,true
GM_RM011,28,26,27,15496,15479,0.99890294,48.00980898,true
GM_RM011,28,27,28,15499,15475,0.99845151,47.54003484,true
GM_RM011,28,28,29,15501,15484,0.9989033,47.55989936,true
GM_RM011,28,29,30,15499,15476,0.99851603,47.72288535,true
GM_RM011,28,30,31,15501,15478,0.99851622,47.5250629,true
GM_RM011,28,31,32,15487,15459,0.99819203,47.35720282,true
GM_RM011,28,32,33,15508,15481,0.99825896,47.11419912,true
GM_RM011,28,33,34,15501,15473,0.99819366,47.42990775,true
GM_RM011,28,34,35,15502,15473,0.99812927,47.19068507,true
GM_RM011,28,35,36,15496,15473,0.99851575,47.71670108,true
GM_RM011,28,36,37,15500,15477,0.99851613,47.38935484,true
GM_RM011,28,37,38,15502,15478,0.99845181,46.98645336,true
GM_RM011,28,38,39,15496,15469,0.99825761,47.12280589,true
GM_RM011,28,39,40,15500,15473,0.99825806,46.94851613,true
GM_RM011,28,40,41,15500,15475,0.9983871,47.32554839,true
GM_RM011,28,41,42,15500,15480,0.99870968,47.33058065,true
GM_RM011,28,42,43,15500,15482,0.99883871,47.13206452,true
GM_RM011,28,43,44,15498,15481,0.99890308,46.90714931,true
GM_RM011,28,44,45,15406,15390,0.99896144,47.29761132,true
GM_RM011,28,45,46,15597,15569,0.99820478,47.31948452,true
GM_RM011,28,46,47,15497,15475,0.99858037,46.74485384,true
GM_RM011,28,47,48,15500,15478,0.99858065,46.91825806,true
GM_RM011,28,48,49,15499,15475,0.99845151,46.81231047,true
GM_RM011,28,49,50,15501,15482,0.99877427,46.77336946,true
GM_RM011,28,50,51,15501,15482,0.99877427,47.02786917,true
GM_RM011,28,51,52,15501,15479,0.99858074,46.87929811,true
GM_RM011,28,52,53,15495,15477,0.99883833,46.81716683,true
GM_RM011,28,53,54,15499,15484,0.9990322,46.63191174,true
GM_RM011,28,54,55,15496,15474,0.99858028,46.58434435,true
GM_RM011,28,55,56,15504,15486,0.99883901,46.66111971,true
GM_RM011,28,56,57,15497,15480,0.99890301,46.36936181,true
GM_RM011,28,57,58,15491,15473,0.99883803,46.42573107,true
GM_RM011,28,58,59,15506,15486,0.99871018,46.21004772,true
GM_RM011,28,59,60,15500,15481,0.99877419,46.51019355,true
GM_RM011,28,60,61,15329,4450,0.29029943,5.68647661,true
GM_RM011,28,61,62,15034,578,0.03844619,0.08933085,true
GM_RM011,28,62,63,14758,95,0.00643719,0.0113159,true
GM_RM011,28,63,64,14500,56,0.00386207,0.00434483,true
GM_RM011,28,64,65,14254,31,0.00217483,0.00224498,true
GM_RM011,28,65,66,14024,18,0.00128351,0.00149743,true
GM_RM011,28,66,67,13807,11,0.0007967,0.00101398,true
GM_RM011,28,67,68,13602,3,0.00022056,0.00022056,true
GM_RM011,28,68,69,13416,0,0,0,false
GM_RM011,28,69,70,13235,1,0.00007556,0.00007556,true
GM_RM011,28,70,71,13067,0,0,0,false
GM_RM011,28,71,72,12912,0,0,0,false
GM_RM011,28,72,73,12767,0,0,0,false
GM_RM011,28,73,74,12630,0,0,0,false
GM_RM011,28,74,75,12503,0,0,0,false
GM_RM011,28,75,76,12390,0,0,0,false
GM_RM011,28,76,77,12278,0,0,0,false
GM_RM011,28,77,78,12184,0,0,0,false
GM_RM011,28,78,79,12093,0,0,0,false
GM_RM011,28,79,80,12009,0,0,0,false
GM_RM011,28,80,81,11939,0,0,0,false
GM_RM011,28,81,82,11867,0,0,0,false
GM_RM011,28,82,83,11818,0,0,0,false
GM_RM011,28,83,84,11759,0,0,0,false
GM_RM011,28,84,85,11721,0,0,0,false
GM_RM011,28,85,86,11685,0,0,0,false
GM_RM011,28,86,87,11654,0,0,0,false
GM_RM011,28,87,88,11632,0,0,0,false
GM_RM011,28,88,89,11620,0,0,0,false
GM_RM011,28,89,90,11498,0,0,0,false
GM_RM011,29,-90,-89,11518,0,0,0,false
GM_RM011,29,-89,-88,11638,0,0,0,false
GM_RM011,29,-88,-87,11654,0,0,0,false
GM_RM011,29,-87,-86,11675,0,0,0,false
GM_RM011,29,-86,-85,11705,0,0,0,false
GM_RM011,29,-85,-84,11741,0,0,0,false
GM_RM011,29,-84,-83,11780,0,0,0,false
GM_RM011,29,-83,-82,11838,0,0,0,false
GM_RM011,29,-82,-81,11888,0,0,0,false
GM_RM011,29,-81,-80,11959,0,0,0,false
GM_RM011,29,-80,-79,12030,0,0,0,false
GM_RM011,29,-79,-78,12114,0,0,0,false
GM_RM011,29,-78,-77,12204,0,0,0,false
GM_RM011,29,-77,-76,12301,0,0,0,false
GM_RM011,29,-76,-75,12411,0,0,0,false
GM_RM011,29,-75,-74,12525,0,0,0,false
GM_RM011,29,-74,-73,12652,0,0,0,false
GM_RM011,29,-73,-72,12789,0,0,0,false
GM_RM011,29,-72,-71,12934,0,0,0,false
GM_RM011,29,-71,-70,13090,0,0,0,false
GM_RM011,29,-70,-69,13258,0,0,0,false
GM_RM011,29,-69,-68,13439,1,0.00007441,0.00007441,true
GM_RM011,29,-68,-67,13626,3,0.00022017,0.00022017,true
GM_RM011,29,-67,-66,13831,7,0.00050611,0.00086762,true
GM_RM011,29,-66,-65,14048,10,0.00071185,0.0009254,true
GM_RM011,29,-65,-64,14279,21,0.00147069,0.00203095,true
GM_RM011,29,-64,-63,14525,28,0.00192771,0.00330465,true
GM_RM011,29,-63,-62,14783,103,0.00696746,0.02455523,true
GM_RM011,29,-62,-61,15061,283,0.01879025,0.14892769,true
GM_RM011,29,-61,-60,15355,4567,0.29742755,8.35447737,true
GM_RM011,29,-60,-59,15501,15487,0.99909683,50.08115605,true
GM_RM011,29,-59,-58,15506,15496,0.99935509,50.38114278,true
GM_RM011,29,-58,-57,15491,15482,0.99941902,49.76547673,true
GM_RM011,29,-57,-56,15497,15486,0.99929019,49.6619991,true
GM_RM011,29,-56,-55,15504,15491,0.99916151,49.83894479,true
GM_RM011,29,-55,-54,15496,15486,0.99935467,50.17172173,true
GM_RM011,29,-54,-53,15499,15492,0.99954836,49.85573263,true
GM_RM011,29,-53,-52,15495,15484,0.99929009,50.80987415,true
GM_RM011,29,-52,-51,15501,15489,0.99922586,50.61796013,true
GM_RM011,29,-51,-50,15501,15492,0.99941939,50.75653184,true
GM_RM011,29,-50,-49,15501,15490,0.99929037,50.88574931,true
GM_RM011,29,-49,-48,15499,15487,0.99922576,51.23775727,true
GM_RM011,29,-48,-47,15500,15493,0.99954839,51.482,true
GM_RM011,29,-47,-46,15497,15487,0.99935471,51.08969478,true
GM_RM011,29,-46,-45,15597,15582,0.99903828,51.09969866,true
GM_RM011,29,-45,-44,15406,15397,0.99941581,51.47922887,true
GM_RM011,29,-44,-43,15498,15486,0.99922571,51.09297974,true
GM_RM011,29,-43,-42,15500,15490,0.99935484,51.30451613,true
GM_RM011,29,-42,-41,15500,15489,0.99929032,50.86567742,true
GM_RM011,29,-41,-40,15500,15490,0.99935484,50.78851613,true
GM_RM011,29,-40,-39,15500,15487,0.99916129,52.16206452,true
GM_RM011,29,-39,-38,15496,15485,0.99929014,51.43424109,true
GM_RM011,29,-38,-37,15502,15492,0.99935492,51.72616437,true
GM_RM011,29,-37,-36,15500,15485,0.99903226,51.52948387,true
GM_RM011,29,-36,-35,15496,15487,0.9994192,50.73244708,true
GM_RM011,29,-35,-34,15502,15489,0.9991614,50.541285,true
GM_RM011,29,-34,-33,15500,15485,0.99903226,50.49406452,true
GM_RM011,29,-33,-32,15509,15496,0.99916178,50.39538333,true
GM_RM011,29,-32,-31,15487,15469,0.99883773,50.5008717,true
GM_RM011,29,-31,-30,15501,15486,0.99903232,50.20992194,true
GM_RM011,29,-30,-29,15499,15483,0.99896768,50.13013743,true
GM_RM011,29,-29,-28,15501,15487,0.99909683,49.78717502,true
GM_RM011,29,-28,-27,15499,15480,0.99877411,50.17343054,true
GM_RM011,29,-27,-26,15496,15488,0.99948374,49.91681724,true
GM_RM011,29,-26,-25,15500,15484,0.99896774,50.374,true
GM_RM011,29,-25,-24,15500,15483,0.99890323,50.34754839,true
GM_RM011,29,-24,-23,15499,15483,0.99896768,49.91683334,true
GM_RM011,29,-23,-22,15499,15482,0.99890316,50.27195303,true
GM_RM011,29,-22,-21,15499,15482,0.99890316,50.39370282,true
GM_RM011,29,-21,-20,15500,15479,0.99864516,50.34187097,true
GM_RM011,29,-20,-19,15500,15479,0.99864516,50.17929032,true
GM_RM011,29,-19,-18,15497,15483,0.9990966,49.89907724,true
GM_RM011,29,-18,-17,15500,15476,0.99845161,49.98432258,true
GM_RM011,29,-17,-16,15497,15480,0.99890301,50.24385365,true
GM_RM011,29,-16,-15,15501,15476,0.9983872,49.78175602,true
GM_RM011,29,-15,-14,15492,15471,0.99864446,50.12316034,true
GM_RM011,29,-14,-13,15503,15485,0.99883893,50.27336645,true
GM_RM011,29,-13,-12,15503,15480,0.99851642,50.1256531,true
GM_RM011,29,-12,-11,15498,15473,0.99838689,50.13750161,true
GM_RM011,29,-11,-10,15501,15474,0.99825818,49.88394297,true
GM_RM011,29,-10,-9,15498,15475,0.99851594,50.12614531,true
GM_RM011,29,-9,-8,15500,15478,0.99858065,49.79251613,true
GM_RM011,29,-8,-7,15498,15475,0.99851594,49.92934572,true
GM_RM011,29,-7,-6,15501,15472,0.99812915,50.39036191,true
GM_RM011,29,-6,-5,15497,15477,0.99870943,49.99051429,true
GM_RM011,29,-5,-4,15503,15480,0.99851642,49.76752887,true
GM_RM011,29,-4,-3,15494,15472,0.9985801,50.21285659,true
GM_RM011,29,-3,-2,15493,15469,0.99845091,50.56348028,true
GM_RM011,29,-2,-1,15471,15464,0.99954754,51.49919204,true
GM_RM011,29,-1,0,14803,14803,1,50.80733635,true
GM_RM011,29,0,1,16134,16098,0.99776869,50.83444899,true
GM_RM011,29,1,2,15471,15468,0.99980609,50.689225,true
GM_RM011,29,2,3,15493,15476,0.99890273,50.34492997,true
GM_RM011,29,3,4,15494,15470,0.99845101,50.53653027,true
GM_RM011,29,4,5,15503,15470,0.99787138,50.40572792,true
GM_RM011,29,5,6,15497,15464,0.99787056,50.46015358,true
GM_RM011,29,6,7,15501,15473,0.99819366,50.87665312,true
GM_RM011,29,7,8,15498,15468,0.99806427,50.52568073,true
GM_RM011,29,8,9,15500,15466,0.99780645,50.46883871,true
GM_RM011,29,9,10,15498,15466,0.99793522,51.06962189,true
GM_RM011,29,10,11,15501,15477,0.99845171,51.22688859,true
GM_RM011,29,11,12,15498,15473,0.99838689,50.79713511,true
GM_RM011,29,12,13,15503,15477,0.99832291,50.83654776,true
GM_RM011,29,13,14,15503,15480,0.99851642,50.30516674,true
GM_RM011,29,14,15,15492,15470,0.99857991,50.04589466,true
GM_RM011,29,15,16,15501,15482,0.99877427,50.06006064,true
GM_RM011,29,16,17,15497,15481,0.99896754,50.2495967,true
GM_RM011,29,17,18,15500,15474,0.99832258,50.502,true
GM_RM011,29,18,19,15497,15474,0.99851584,50.61637736,true
GM_RM011,29,19,20,15500,15471,0.99812903,50.34012903,true
GM_RM011,29,20,21,15500,15478,0.99858065,50.5476129,true
GM_RM011,29,21,22,15499,15473,0.99832247,50.17814053,true
GM_RM011,29,22,23,15499,15475,0.99845151,50.15213885,true
GM_RM011,29,23,24,15499,15477,0.99858055,50.00341958,true
GM_RM011,29,24,25,15500,15483,0.99890323,49.96993548,true
GM_RM011,29,25,26,15500,15475,0.9983871,49.57180645,true
GM_RM011,29,26,27,15496,15482,0.99909654,50.20663397,true
GM_RM011,29,27,28,15499,15469,0.99806439,50.00296793,true
GM_RM011,29,28,29,15501,15484,0.9989033,49.92084382,true
GM_RM011,29,29,30,15499,15475,0.99845151,50.12033034,true
GM_RM011,29,30,31,15501,15478,0.99851622,49.88136249,true
GM_RM011,29,31,32,15487,15464,0.99851488,49.53283399,true
GM_RM011,29,32,33,15508,15484,0.99845241,49.22156306,true
GM_RM011,29,33,34,15501,15476,0.9983872,49.89568415,true
GM_RM011,29,34,35,15502,15478,0.99845181,49.48587279,true
GM_RM011,29,35,36,15496,15479,0.99890294,49.56040268,true
GM_RM011,29,36,37,15500,15479,0.99864516,49.6956129,true
GM_RM011,29,37,38,15502,15484,0.99883886,49.50896658,true
GM_RM011,29,38,39,15496,15472,0.99845121,49.50187145,true
GM_RM011,29,39,40,15500,15477,0.99851613,49.54090323,true
GM_RM011,29,40,41,15500,15475,0.9983871,49.24096774,true
GM_RM011,29,41,42,15500,15479,0.99864516,49.50767742,true
GM_RM011,29,42,43,15500,15480,0.99870968,49.2063871,true
GM_RM011,29,43,44,15498,15479,0.99877404,49.05458769,true
GM_RM011,29,44,45,15406,15385,0.99863689,49.06367649,true
GM_RM011,29,45,46,15597,15569,0.99820478,49.17259729,true
GM_RM011,29,46,47,15497,15479,0.99883848,48.64315674,true
GM_RM011,29,47,48,15500,15483,0.99890323,48.85154839,true
GM_RM011,29,48,49,15499,15481,0.99883863,48.70327118,true
GM_RM011,29,49,50,15501,15479,0.99858074,48.76124121,true
GM_RM011,29,50,51,15501,15479,0.99858074,48.51828914,true
GM_RM011,29,51,52,15501,15480,0.99864525,48.66311851,true
GM_RM011,29,52,53,15495,15471,0.99845111,48.88686673,true
GM_RM011,29,53,54,15499,15480,0.99877411,48.72307891,true
GM_RM011,29,54,55,15496,15475,0.99864481,48.36828859,true
GM_RM011,29,55,56,15504,15486,0.99883901,48.61816305,true
GM_RM011,29,56,57,15497,15481,0.99896754,48.51848745,true
GM_RM011,29,57,58,15491,15474,0.99890259,48.57330063,true
GM_RM011,29,58,59,15506,15491,0.99903263,48.52747324,true
GM_RM011,29,59,60,15500,15482,0.99883871,48.36477419,true
GM_RM011,29,60,61,15329,4527,0.29532259,5.89249136,true
GM_RM011,29,61,62,15034,606,0.04030863,0.09804443,true
GM_RM011,29,62,63,14758,104,0.00704703,0.01287437,true
GM_RM011,29,63,64,14500,57,0.00393103,0.00462069,true
GM_RM011,29,64,65,14254,25,0.00175389,0.00196436,true
GM_RM011,29,65,66,14024,18,0.00128351,0.00156874,true
GM_RM011,29,66,67,13807,12,0.00086912,0.00108641,true
GM_RM011,29,67,68,13602,3,0.00022056,0.00022056,true
GM_RM011,29,68,69,13416,0,0,0,false
GM_RM011,29,69,70,13235,1,0.00007556,0.00007556,true
GM_RM011,29,70,71,13067,0,0,0,false
GM_RM011,29,71,72,12912,0,0,0,false
GM_RM011,29,72,73,12767,0,0,0,false
GM_RM011,29,73,74,12630,0,0,0,false
GM_RM011,29,74,75,12503,0,0,0,false
GM_RM011,29,75,76,12390,0,0,0,false
GM_RM011,29,76,77,12278,0,0,0,false
GM_RM011,29,77,78,12184,0,0,0,false
GM_RM011,29,78,79,12093,0,0,0,false
GM_RM011,29,79,80,12009,0,0,0,false
GM_RM011,29,80,81,11939,0,0,0,false
GM_RM011,29,81,82,11867,0,0,0,false
GM_RM011,29,82,83,11818,0,0,0,false
GM_RM011,29,83,84,11759,0,0,0,false
GM_RM011,29,84,85,11721,0,0,0,false
GM_RM011,29,85,86,11685,0,0,0,false
GM_RM011,29,86,87,11654,0,0,0,false
GM_RM011,29,87,88,11632,0,0,0,false
GM_RM011,29,88,89,11620,0,0,0,false
GM_RM011,29,89,90,11498,0,0,0,false
GM_RM011,30,-90,-89,11518,0,0,0,false
GM_RM011,30,-89,-88,11638,0,0,0,false
GM_RM011,30,-88,-87,11654,0,0,0,false
GM_RM011,30,-87,-86,11675,0,0,0,false
GM_RM011,30,-86,-85,11705,0,0,0,false
GM_RM011,30,-85,-84,11741,0,0,0,false
GM_RM011,30,-84,-83,11780,0,0,0,false
GM_RM011,30,-83,-82,11838,0,0,0,false
GM_RM011,30,-82,-81,11888,0,0,0,false
GM_RM011,30,-81,-80,11959,0,0,0,false
GM_RM011,30,-80,-79,12030,0,0,0,false
GM_RM011,30,-79,-78,12114,0,0,0,false
GM_RM011,30,-78,-77,12204,0,0,0,false
GM_RM011,30,-77,-76,12301,0,0,0,false
GM_RM011,30,-76,-75,12411,0,0,0,false
GM_RM011,30,-75,-74,12525,0,0,0,false
GM_RM011,30,-74,-73,12652,0,0,0,false
GM_RM011,30,-73,-72,12789,0,0,0,false
GM_RM011,30,-72,-71,12934,0,0,0,false
GM_RM011,30,-71,-70,13090,0,0,0,false
GM_RM011,30,-70,-69,13258,0,0,0,false
GM_RM011,30,-69,-68,13439,1,0.00007441,0.00007441,true
GM_RM011,30,-68,-67,13626,3,0.00022017,0.00022017,true
GM_RM011,30,-67,-66,13831,6,0.00043381,0.00079531,true
GM_RM011,30,-66,-65,14048,10,0.00071185,0.0009254,true
GM_RM011,30,-65,-64,14279,18,0.00126059,0.00203095,true
GM_RM011,30,-64,-63,14525,25,0.00172117,0.00234079,true
GM_RM011,30,-63,-62,14783,89,0.00602043,0.02320233,true
GM_RM011,30,-62,-61,15061,226,0.01500564,0.14441272,true
