physical_vehicle_id,frame,source_track_id,observed_bbox,latent_center_x,latent_center_y,latent_full_width,latent_full_height,latent_relative_depth,velocity_x,velocity_y,scale_velocity,depth_velocity,edge_constraint_used,reconstruction_confidence,blocked_reason
PV_GM19_SILVER_MPV_NEAR_FIELD,121,bt_0068,"100.263,266.673,500.394,595.968",330.731376,435.681367,410.908955,330.790237,3.487337,23.510724,-3.532406,0,0.073998,latent_center~=observed_center;latent_top~=observed_top,0.72,
PV_GM19_SILVER_MPV_NEAR_FIELD,122,bt_0068,"113.596,264.769,535.282,597.055",352.894881,434.936028,410.908955,330.790237,3.671922,22.163504,-0.745339,0,0.184586,latent_center~=observed_center;latent_top~=observed_top,0.72,
PV_GM19_SILVER_MPV_NEAR_FIELD,123,bt_0068,"145.219,263.611,584.931,596.945",385.303609,434.652397,410.908955,330.790237,3.449419,32.408728,-0.283631,0,-0.222503,latent_center~=observed_center;latent_top~=observed_top,0.72,
PV_GM19_SILVER_MPV_NEAR_FIELD,124,bt_0068,"203.63,262.285,660.492,597.641",434.050074,434.265401,410.908955,330.790237,3.338313,48.746465,-0.386996,0,-0.111106,latent_center~=observed_center;latent_top~=observed_top,0.72,
PV_GM19_SILVER_MPV_NEAR_FIELD,125,bt_0068,"259.952,262.022,727.851,598.506",479.605999,434.537004,410.908955,330.790237,3.20778,45.555924,0.271603,0,-0.130533,latent_center~=observed_center;latent_top~=observed_top,0.66,
PV_GM19_SILVER_MPV_NEAR_FIELD,126,bt_0068,"288.357,259.904,764.999,598.644",507.142052,433.659029,410.908955,330.790237,3.059624,27.536053,-0.877974,0,-0.148157,latent_center~=observed_center;latent_top~=observed_top,0.66,
PV_GM19_SILVER_MPV_NEAR_FIELD,127,bt_0068,"298.018,260.075,779.888,598.918",498.863427,436.956641,410.908955,330.790237,2.953386,-8.278625,3.297612,0,-0.106237,latent_left~=observed_left;latent_top~=observed_top,0.5,
PV_GM19_SILVER_MPV_NEAR_FIELD,128,bt_0068,"302.599,259.322,789.136,598.98",510.647094,437.152274,410.908955,330.790237,2.872936,11.783667,0.195633,0,-0.08045,latent_left~=observed_left;latent_top~=observed_top,0.5,
PV_GM19_SILVER_MPV_NEAR_FIELD,129,bt_0068,"314.443,258.451,802.311,598.935",526.06188,437.288855,410.908955,330.790237,2.809796,15.414786,0.136581,0,-0.06314,latent_left~=observed_left;latent_top~=observed_top,0.5,
PV_GM19_SILVER_MPV_NEAR_FIELD,130,bt_0068,"327.266,258.021,812.975,598.482",541.966763,437.64588,410.908955,330.790237,2.913971,15.904883,0.357025,0,0.104175,latent_left~=observed_left;latent_top~=observed_top,0.5,
PV_GM19_SILVER_MPV_NEAR_FIELD,131,bt_0068,"348.68,259.623,826.33,598.201",562.166797,439.019155,410.908955,330.790237,2.780742,20.200034,1.373276,0,-0.133229,latent_left~=observed_left;latent_top~=observed_top,0.5,
PV_GM19_SILVER_MPV_NEAR_FIELD,132,bt_0068,"377.13,268.601,835.06,597.995",585.885218,444.080495,410.908955,330.790237,2.800998,23.718421,5.06134,0,0.020256,latent_left~=observed_left;latent_top~=observed_top,0.5,
PV_GM19_SILVER_MPV_NEAR_FIELD,133,bt_0068,"408.842,280.382,841.83,597.732",611.234162,450.542852,410.908955,330.790237,2.784174,25.348944,6.462356,0,-0.016825,latent_left~=observed_left;latent_top~=observed_top,0.5,
PV_GM19_SILVER_MPV_NEAR_FIELD,134,bt_0068,"440.899,291.726,848.066,597.234",636.755989,456.787084,410.908955,330.790237,2.767868,25.521826,6.244232,0,-0.016306,latent_left~=observed_left;latent_top~=observed_top,0.5,
PV_GM19_SILVER_MPV_NEAR_FIELD,135,bt_0068,"472.436,301.857,854.444,596.861",662.017622,462.425084,410.908955,330.790237,2.789331,25.261634,5.638,0,0.021464,latent_left~=observed_left;latent_top~=observed_top,0.5,
PV_GM19_SILVER_MPV_NEAR_FIELD,136,bt_0068,"506.119,315.382,858.352,596.577",688.352056,469.759419,410.908955,330.790237,2.8121,26.334433,7.334335,0,0.022769,latent_left~=observed_left;latent_top~=observed_top,0.5,
PV_GM19_SILVER_MPV_NEAR_FIELD,137,bt_0068,"543.686,335.393,858.671,596.288",706.875348,474.201836,410.908955,330.790237,2.836892,18.523292,4.442417,0,0.024792,latent_left~=observed_left;latent_top~=observed_top,0.35,
PV_GM19_SILVER_MPV_NEAR_FIELD,138,bt_0068,"581.46,356.213,859.257,596.333",732.437514,482.232771,410.908955,330.790237,2.879895,25.562167,8.030935,0,0.043003,latent_left~=observed_left;latent_top~=observed_top,0.35,
PV_GM19_SILVER_MPV_NEAR_FIELD,139,bt_0068,"622.711,383.741,856.898,596.155",759.216349,492.611328,410.908955,330.790237,2.798055,26.778835,10.378557,0,-0.08184,latent_left~=observed_left;latent_top~=observed_top,0.35,
PV_GM19_SILVER_MPV_NEAR_FIELD,140,bt_0068,"661.113,405.338,857.696,594.518",784.998334,500.914023,410.908955,330.790237,2.844698,25.781985,8.302696,0,0.046643,latent_left~=observed_left;latent_top~=observed_top,0.35,
PV_GM19_GRAY_CAR_LEFT_EDGE,149,bt_0078,"7.997,330.112,79.39,535.765",-103.655301,430.428438,464.156189,298.539642,2.971468,0,0,0,0,latent_right~=observed_right,0.53,
PV_GM19_GRAY_CAR_LEFT_EDGE,150,bt_0078,"15.766,309.219,99.257,547.734",-91.645375,428.817217,464.156189,298.539642,2.883083,12.009926,-1.611221,0,-0.088384,latent_right~=observed_right,0.65,
PV_GM19_GRAY_CAR_LEFT_EDGE,151,bt_0078,"25.389,298.665,122.529,571.642",62.780454,434.552442,464.156189,298.539642,2.892288,154.425829,5.735225,0,0.009205,latent_center~=observed_center,0.72,
PV_GM19_GRAY_CAR_LEFT_EDGE,152,bt_0078,"37.145,293.981,145.585,589.985",65.51336,439.325554,464.156189,298.539642,2.637032,2.732905,4.773112,0,-0.255256,latent_center~=observed_center;latent_top~=observed_top,0.7,
PV_GM19_GRAY_CAR_LEFT_EDGE,153,bt_0078,"50.385,293.281,167.007,597.345",85.340333,439.566006,464.156189,298.539642,2.735779,19.826973,0.240452,0,0.098747,latent_center~=observed_center;latent_top~=observed_top,0.7,
PV_GM19_GRAY_CAR_LEFT_EDGE,154,bt_0078,"63.531,293.001,188.964,600.233",97.588136,439.254801,464.156189,298.539642,2.57044,12.247803,-0.311205,0,-0.16534,latent_center~=observed_center;latent_top~=observed_top,0.48,
PV_GM19_GRAY_CAR_LEFT_EDGE,155,bt_0078,"76.502,295.882,211.191,600.671",118.462941,441.560693,464.156189,298.539642,2.497427,20.874805,2.305892,0,-0.073012,latent_center~=observed_center;latent_top~=observed_top,0.48,
PV_GM19_GRAY_CAR_LEFT_EDGE,156,bt_0078,"87.698,294.186,235.908,600.987",139.509768,441.669436,464.156189,298.539642,2.54447,21.046827,0.108743,0,0.047043,latent_center~=observed_center;latent_top~=observed_top,0.48,
PV_GM19_GRAY_CAR_LEFT_EDGE,157,bt_0078,"99.793,294.827,263.437,601.06",158.344451,442.71602,464.156189,298.539642,2.491673,18.834683,1.046583,0,-0.052797,latent_center~=observed_center;latent_top~=observed_top,0.4,
PV_GM19_GRAY_CAR_LEFT_EDGE,158,bt_0078,"111.769,297.141,292.697,600.814",180.931229,444.706368,464.156189,298.539642,2.490403,22.586778,1.990349,0,-0.001271,latent_center~=observed_center;latent_top~=observed_top,0.4,
PV_GM19_GRAY_CAR_LEFT_EDGE,159,bt_0078,"121.143,298.75,321.858,600.546",202.977735,446.414466,464.156189,298.539642,2.493951,22.046506,1.708098,0,0.003548,latent_center~=observed_center;latent_top~=observed_top,0.4,
PV_GM19_GRAY_CAR_LEFT_EDGE,160,bt_0078,"129.164,300.379,351.769,600.448",226.978749,448.333496,464.156189,298.539642,2.490811,24.001014,1.91903,0,-0.00314,latent_center~=observed_center;latent_top~=observed_top,0.48,
PV_GM19_GRAY_CAR_LEFT_EDGE,161,bt_0078,"129.825,300.416,375.255,600.192",245.201694,449.274123,464.156189,298.539642,2.403934,18.222945,0.940628,0,-0.086877,latent_center~=observed_center;latent_top~=observed_top,0.48,
PV_GM19_GRAY_CAR_LEFT_EDGE,162,bt_0078,"123.858,301.244,390.414,600.037",259.835111,450.594307,464.156189,298.539642,2.470405,14.633417,1.320184,0,0.06647,latent_center~=observed_center;latent_top~=observed_top,0.48,
PV_GM19_GRAY_CAR_LEFT_EDGE,163,bt_0078,"117.716,301.222,405.535,599.768",274.417799,451.506634,464.156189,298.539642,2.488791,14.582688,0.912327,0,0.018386,latent_center~=observed_center;latent_top~=observed_top,0.48,
PV_GM19_GRAY_CAR_LEFT_EDGE,164,bt_0078,"118.172,301.49,427.88,599.385",292.317781,452.557726,464.156189,298.539642,2.424078,17.899982,1.051092,0,-0.064713,latent_center~=observed_center;latent_top~=observed_top,0.48,
PV_GM19_GRAY_CAR_LEFT_EDGE,165,bt_0078,"124.476,302.547,456.683,598.956",307.088736,453.403415,464.156189,298.539642,2.304077,14.770955,0.845689,0,-0.120001,latent_center~=observed_center;latent_top~=observed_top,0.66,
PV_GM19_GRAY_CAR_LEFT_EDGE,166,bt_0078,"130.124,303.349,484.733,598.721",326.616809,454.575305,464.156189,298.539642,2.216423,19.528073,1.17189,0,-0.087654,latent_center~=observed_center;latent_top~=observed_top,0.66,
PV_GM19_GRAY_CAR_LEFT_EDGE,167,bt_0078,"124.528,305.14,499.126,598.593",338.425514,456.359873,464.156189,298.539642,2.151235,11.808706,1.784568,0,-0.065188,latent_center~=observed_center;latent_top~=observed_top,0.66,
PV_GM19_GRAY_CAR_LEFT_EDGE,168,bt_0078,"126.28,304.027,522.998,598.252",355.45082,456.344269,464.156189,298.539642,2.131252,17.025306,-0.015604,0,-0.019982,latent_center~=observed_center;latent_top~=observed_top,0.66,
PV_GM19_GRAY_CAR_LEFT_EDGE,169,bt_0078,"133.54,302.708,551.576,598.075",375.642371,456.200797,464.156189,298.539642,1.984444,20.191551,-0.143472,0,-0.146808,latent_center~=observed_center;latent_top~=observed_top,0.66,
PV_GM19_GRAY_CAR_LEFT_EDGE,170,bt_0078,"153.156,303.095,587.54,597.888",401.953905,457.115041,464.156189,298.539642,2.060273,26.311534,0.914244,0,0.075829,latent_center~=observed_center;latent_top~=observed_top,0.72,
PV_GM19_GRAY_CAR_LEFT_EDGE,171,bt_0078,"231.702,297.764,685.647,597.487",465.797761,454.484398,464.156189,298.539642,2.088776,63.843856,-2.630643,0,0.028503,latent_center~=observed_center;latent_top~=observed_top,0.72,
PV_GM19_GRAY_CAR_LEFT_EDGE,172,bt_0078,"258.316,297.215,725.41,597.894",495.456629,454.818319,464.156189,298.539642,2.034885,29.658868,0.333921,0,-0.05389,latent_center~=observed_center;latent_top~=observed_top,0.72,
PV_GM19_GRAY_CAR_LEFT_EDGE,173,bt_0078,"297.65,299.152,766.247,597.692",529.391105,456.69384,464.156189,298.539642,1.851893,33.934476,1.87552,0,-0.182993,latent_center~=observed_center;latent_top~=observed_top,0.72,
PV_GM19_GRAY_CAR_LEFT_EDGE,174,bt_0078,"320.016,304.315,784.172,597.609",550.962977,460.568921,464.156189,298.539642,1.82491,21.571873,3.875081,0,-0.026983,latent_left~=observed_left;latent_top~=observed_top,0.72,
PV_GM19_GRAY_CAR_LEFT_EDGE,175,bt_0078,"347.072,312.6,799.03,597.542",576.083689,467.804452,464.156189,298.539642,1.993443,25.120712,7.235531,0,0.168534,latent_left~=observed_left;latent_top~=observed_top,0.5,
PV_GM19_GRAY_CAR_LEFT_EDGE,176,bt_0078,"379.894,322.253,814.292,597.599",604.444111,473.517916,464.156189,298.539642,1.952572,28.360422,5.713464,0,-0.040872,latent_left~=observed_left;latent_top~=observed_top,0.5,
PV_GM19_GRAY_CAR_LEFT_EDGE,177,bt_0078,"414.563,332.498,827.913,597.933",633.72865,479.527767,464.156189,298.539642,1.958464,29.28454,6.009851,0,0.005893,latent_left~=observed_left;latent_top~=observed_top,0.5,
PV_GM19_GRAY_CAR_LEFT_EDGE,178,bt_0078,"457.33,347.158,839.746,597.882",667.061774,487.745121,464.156189,298.539642,1.911765,33.333124,8.217355,0,-0.046699,latent_left~=observed_left;latent_top~=observed_top,0.5,
PV_GM19_GRAY_CAR_LEFT_EDGE,179,bt_0078,"499.054,360.418,850.003,597.22",699.87323,495.2628,464.156189,298.539642,1.899482,32.811456,7.517678,0,-0.012283,latent_left~=observed_left;latent_top~=observed_top,0.5,
PV_GM19_GRAY_CAR_LEFT_EDGE,180,bt_0078,"544.755,380.103,855.216,597.095",722.025216,498.978423,464.156189,298.539642,1.844063,22.151986,3.715623,0,-0.055419,latent_left~=observed_left;latent_top~=observed_top,0.35,
PV_GM19_GRAY_CAR_LEFT_EDGE,181,bt_0078,"586.902,392.537,865.257,596.65",752.311446,504.48354,464.156189,298.539642,1.873574,30.28623,5.505117,0,0.029511,latent_left~=observed_left;latent_top~=observed_top,0.35,
PV_GM19_GRAY_CAR_LEFT_EDGE,182,bt_0078,"629.69,404.556,874.74,595.772",782.821703,509.843959,464.156189,298.539642,2.165263,30.510256,5.360419,0,0.29169,latent_left~=observed_left;latent_top~=observed_top,0.35,
PV_GM19_UNPAIRED_SMALL_259_261,259,bt_0090,"448.114,316.803,484.477,344.349",466.195142,330.781727,36.697943,27.791418,8.912469,0,0,0,0,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_259_261,260,bt_0090,"454.215,317.098,490.997,344.951",472.80692,330.613396,36.697943,27.791418,10.542825,6.611778,-0.168331,0,1.630356,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_259_261,261,bt_0090,"462.259,315.503,497.984,342.512",480.020765,329.21265,36.697943,27.791418,14.821712,7.213844,-1.400745,0,4.278887,latent_center~=observed_center,0,insufficient_temporal_extent
