competition_id,extraction_profile,from_component_id,from_sar_frame,candidate_successor_count,selected_successor_id,best_edge_score,second_edge_score,score_gap,candidate_successor_ids,competition_status
WGV34A_COMP_balanced_physical_path_003552,balanced_physical_path,WGV33D_MAIN_F0304_C013604,304,1,WGV33D_MAIN_F0305_C013658,0.76715862,,,WGV33D_MAIN_F0305_C013658,single_successor
WGV34A_COMP_balanced_physical_path_003553,balanced_physical_path,WGV33D_MAIN_F0304_C013607,304,1,WGV33D_MAIN_F0306_C013711,0.66202341,,,WGV33D_MAIN_F0306_C013711,single_successor
WGV34A_COMP_balanced_physical_path_003554,balanced_physical_path,WGV33D_MAIN_F0304_C013612,304,1,WGV33D_MAIN_F0306_C013715,0.77011503,,,WGV33D_MAIN_F0306_C013715,single_successor
WGV34A_COMP_balanced_physical_path_003555,balanced_physical_path,WGV33D_MAIN_F0304_C013614,304,2,WGV33D_MAIN_F0306_C013718,0.77996129,0.7106028,0.06935849,WGV33D_MAIN_F0306_C013718;WGV33D_MAIN_F0305_C013667,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003556,balanced_physical_path,WGV33D_MAIN_F0304_C013615,304,2,WGV33D_MAIN_F0306_C013719,0.68911819,0.68102372,0.00809447,WGV33D_MAIN_F0306_C013719;WGV33D_MAIN_F0305_C013668,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003557,balanced_physical_path,WGV33D_MAIN_F0305_C013639,305,2,WGV33D_MAIN_F0306_C013691,0.74247589,0.68407753,0.05839836,WGV33D_MAIN_F0306_C013691;WGV33D_MAIN_F0307_C013744,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003558,balanced_physical_path,WGV33D_MAIN_F0305_C013640,305,2,WGV33D_MAIN_F0306_C013692,0.76827624,0.71125302,0.05702322,WGV33D_MAIN_F0306_C013692;WGV33D_MAIN_F0307_C013745,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003559,balanced_physical_path,WGV33D_MAIN_F0305_C013641,305,4,WGV33D_MAIN_F0307_C013745,0.70727606,0.59602586,0.1112502,WGV33D_MAIN_F0307_C013745;WGV33D_MAIN_F0306_C013692;WGV33D_MAIN_F0306_C013693;WGV33D_MAIN_F0307_C013747,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003560,balanced_physical_path,WGV33D_MAIN_F0305_C013642,305,1,WGV33D_MAIN_F0306_C013694,0.66627064,,,WGV33D_MAIN_F0306_C013694,single_successor
WGV34A_COMP_balanced_physical_path_003561,balanced_physical_path,WGV33D_MAIN_F0305_C013643,305,1,WGV33D_MAIN_F0307_C013749,0.65708948,,,WGV33D_MAIN_F0307_C013749,single_successor
WGV34A_COMP_balanced_physical_path_003562,balanced_physical_path,WGV33D_MAIN_F0305_C013644,305,1,WGV33D_MAIN_F0306_C013697,0.77166233,,,WGV33D_MAIN_F0306_C013697,single_successor
WGV34A_COMP_balanced_physical_path_003563,balanced_physical_path,WGV33D_MAIN_F0305_C013645,305,3,WGV33D_MAIN_F0306_C013698,0.79398383,0.69507588,0.09890795,WGV33D_MAIN_F0306_C013698;WGV33D_MAIN_F0307_C013751;WGV33D_MAIN_F0306_C013699,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003564,balanced_physical_path,WGV33D_MAIN_F0305_C013646,305,3,WGV33D_MAIN_F0306_C013699,0.88289528,0.77550029,0.10739499,WGV33D_MAIN_F0306_C013699;WGV33D_MAIN_F0307_C013751;WGV33D_MAIN_F0306_C013698,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003565,balanced_physical_path,WGV33D_MAIN_F0305_C013647,305,2,WGV33D_MAIN_F0306_C013700,0.77607575,0.7155862,0.06048955,WGV33D_MAIN_F0306_C013700;WGV33D_MAIN_F0307_C013752,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003566,balanced_physical_path,WGV33D_MAIN_F0305_C013649,305,2,WGV33D_MAIN_F0306_C013701,0.7158428,0.66556646,0.05027634,WGV33D_MAIN_F0306_C013701;WGV33D_MAIN_F0307_C013753,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003567,balanced_physical_path,WGV33D_MAIN_F0305_C013650,305,2,WGV33D_MAIN_F0306_C013702,0.70977081,0.66159478,0.04817603,WGV33D_MAIN_F0306_C013702;WGV33D_MAIN_F0307_C013754,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003568,balanced_physical_path,WGV33D_MAIN_F0305_C013651,305,2,WGV33D_MAIN_F0306_C013704,0.71356269,0.7129925,0.00057019,WGV33D_MAIN_F0306_C013704;WGV33D_MAIN_F0307_C013755,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003569,balanced_physical_path,WGV33D_MAIN_F0305_C013654,305,1,WGV33D_MAIN_F0306_C013706,0.76628895,,,WGV33D_MAIN_F0306_C013706,single_successor
WGV34A_COMP_balanced_physical_path_003570,balanced_physical_path,WGV33D_MAIN_F0305_C013658,305,1,WGV33D_MAIN_F0307_C013761,0.76807812,,,WGV33D_MAIN_F0307_C013761,single_successor
WGV34A_COMP_balanced_physical_path_003571,balanced_physical_path,WGV33D_MAIN_F0305_C013665,305,2,WGV33D_MAIN_F0306_C013714,0.81444849,0.77723185,0.03721664,WGV33D_MAIN_F0306_C013714;WGV33D_MAIN_F0307_C013770,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003572,balanced_physical_path,WGV33D_MAIN_F0305_C013666,305,2,WGV33D_MAIN_F0307_C013771,0.70096456,0.69882225,0.00214231,WGV33D_MAIN_F0307_C013771;WGV33D_MAIN_F0306_C013716,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003573,balanced_physical_path,WGV33D_MAIN_F0305_C013667,305,2,WGV33D_MAIN_F0306_C013718,0.82187717,0.72926074,0.09261643,WGV33D_MAIN_F0306_C013718;WGV33D_MAIN_F0307_C013773,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003574,balanced_physical_path,WGV33D_MAIN_F0305_C013668,305,2,WGV33D_MAIN_F0306_C013719,0.67755002,0.45470135,0.22284867,WGV33D_MAIN_F0306_C013719;WGV33D_MAIN_F0307_C013774,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003575,balanced_physical_path,WGV33D_MAIN_F0306_C013691,306,2,WGV33D_MAIN_F0307_C013744,0.69699906,0.62612074,0.07087832,WGV33D_MAIN_F0307_C013744;WGV33D_MAIN_F0308_C013801,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003576,balanced_physical_path,WGV33D_MAIN_F0306_C013692,306,1,WGV33D_MAIN_F0307_C013745,0.76010503,,,WGV33D_MAIN_F0307_C013745,single_successor
WGV34A_COMP_balanced_physical_path_003577,balanced_physical_path,WGV33D_MAIN_F0306_C013693,306,2,WGV33D_MAIN_F0307_C013747,0.65978627,0.63437375,0.02541252,WGV33D_MAIN_F0307_C013747;WGV33D_MAIN_F0308_C013802,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003578,balanced_physical_path,WGV33D_MAIN_F0306_C013695,306,1,WGV33D_MAIN_F0308_C013804,0.76764376,,,WGV33D_MAIN_F0308_C013804,single_successor
WGV34A_COMP_balanced_physical_path_003579,balanced_physical_path,WGV33D_MAIN_F0306_C013697,306,1,WGV33D_MAIN_F0307_C013750,0.44526411,,,WGV33D_MAIN_F0307_C013750,single_successor
WGV34A_COMP_balanced_physical_path_003580,balanced_physical_path,WGV33D_MAIN_F0306_C013698,306,2,WGV33D_MAIN_F0307_C013751,0.6536686,0.50070644,0.15296216,WGV33D_MAIN_F0307_C013751;WGV33D_MAIN_F0308_C013807,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003581,balanced_physical_path,WGV33D_MAIN_F0306_C013699,306,2,WGV33D_MAIN_F0307_C013751,0.75474849,0.54845969,0.2062888,WGV33D_MAIN_F0307_C013751;WGV33D_MAIN_F0308_C013807,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003582,balanced_physical_path,WGV33D_MAIN_F0306_C013700,306,3,WGV33D_MAIN_F0307_C013752,0.7125087,0.64468221,0.06782649,WGV33D_MAIN_F0307_C013752;WGV33D_MAIN_F0308_C013806;WGV33D_MAIN_F0307_C013753,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003583,balanced_physical_path,WGV33D_MAIN_F0306_C013701,306,1,WGV33D_MAIN_F0307_C013753,0.68692298,,,WGV33D_MAIN_F0307_C013753,single_successor
WGV34A_COMP_balanced_physical_path_003584,balanced_physical_path,WGV33D_MAIN_F0306_C013702,306,2,WGV33D_MAIN_F0308_C013811,0.69939647,0.68613185,0.01326462,WGV33D_MAIN_F0308_C013811;WGV33D_MAIN_F0307_C013754,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003585,balanced_physical_path,WGV33D_MAIN_F0306_C013704,306,2,WGV33D_MAIN_F0307_C013755,0.76892669,0.76709,0.00183669,WGV33D_MAIN_F0307_C013755;WGV33D_MAIN_F0308_C013815,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003586,balanced_physical_path,WGV33D_MAIN_F0306_C013711,306,2,WGV33D_MAIN_F0308_C013820,0.73075427,0.67957275,0.05118152,WGV33D_MAIN_F0308_C013820;WGV33D_MAIN_F0307_C013764,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003587,balanced_physical_path,WGV33D_MAIN_F0306_C013714,306,2,WGV33D_MAIN_F0308_C013826,0.76556135,0.71134378,0.05421757,WGV33D_MAIN_F0308_C013826;WGV33D_MAIN_F0307_C013770,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003588,balanced_physical_path,WGV33D_MAIN_F0306_C013715,306,1,WGV33D_MAIN_F0308_C013828,0.77883955,,,WGV33D_MAIN_F0308_C013828,single_successor
WGV34A_COMP_balanced_physical_path_003589,balanced_physical_path,WGV33D_MAIN_F0306_C013716,306,2,WGV33D_MAIN_F0307_C013771,0.77337455,0.7015204,0.07185415,WGV33D_MAIN_F0307_C013771;WGV33D_MAIN_F0308_C013829,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003590,balanced_physical_path,WGV33D_MAIN_F0306_C013717,306,1,WGV33D_MAIN_F0307_C013772,0.74522133,,,WGV33D_MAIN_F0307_C013772,single_successor
WGV34A_COMP_balanced_physical_path_003591,balanced_physical_path,WGV33D_MAIN_F0306_C013718,306,1,WGV33D_MAIN_F0307_C013773,0.78061507,,,WGV33D_MAIN_F0307_C013773,single_successor
WGV34A_COMP_balanced_physical_path_003592,balanced_physical_path,WGV33D_MAIN_F0306_C013719,306,1,WGV33D_MAIN_F0307_C013774,0.62064159,,,WGV33D_MAIN_F0307_C013774,single_successor
WGV34A_COMP_balanced_physical_path_003593,balanced_physical_path,WGV33D_MAIN_F0307_C013744,307,2,WGV33D_MAIN_F0309_C013854,0.70336743,0.68862026,0.01474717,WGV33D_MAIN_F0309_C013854;WGV33D_MAIN_F0308_C013801,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003594,balanced_physical_path,WGV33D_MAIN_F0307_C013745,307,1,WGV33D_MAIN_F0309_C013855,0.72275008,,,WGV33D_MAIN_F0309_C013855,single_successor
WGV34A_COMP_balanced_physical_path_003595,balanced_physical_path,WGV33D_MAIN_F0307_C013747,307,1,WGV33D_MAIN_F0308_C013802,0.72990521,,,WGV33D_MAIN_F0308_C013802,single_successor
WGV34A_COMP_balanced_physical_path_003596,balanced_physical_path,WGV33D_MAIN_F0307_C013749,307,2,WGV33D_MAIN_F0308_C013805,0.70528747,0.5329274,0.17236007,WGV33D_MAIN_F0308_C013805;WGV33D_MAIN_F0309_C013857,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003597,balanced_physical_path,WGV33D_MAIN_F0307_C013750,307,1,WGV33D_MAIN_F0308_C013806,0.46072992,,,WGV33D_MAIN_F0308_C013806,single_successor
WGV34A_COMP_balanced_physical_path_003598,balanced_physical_path,WGV33D_MAIN_F0307_C013751,307,1,WGV33D_MAIN_F0308_C013807,0.59322834,,,WGV33D_MAIN_F0308_C013807,single_successor
WGV34A_COMP_balanced_physical_path_003599,balanced_physical_path,WGV33D_MAIN_F0307_C013752,307,1,WGV33D_MAIN_F0308_C013806,0.66427657,,,WGV33D_MAIN_F0308_C013806,single_successor
WGV34A_COMP_balanced_physical_path_003600,balanced_physical_path,WGV33D_MAIN_F0307_C013753,307,1,WGV33D_MAIN_F0308_C013808,0.71706895,,,WGV33D_MAIN_F0308_C013808,single_successor
WGV34A_COMP_balanced_physical_path_003601,balanced_physical_path,WGV33D_MAIN_F0307_C013754,307,1,WGV33D_MAIN_F0308_C013811,0.7032461,,,WGV33D_MAIN_F0308_C013811,single_successor
WGV34A_COMP_balanced_physical_path_003602,balanced_physical_path,WGV33D_MAIN_F0307_C013755,307,1,WGV33D_MAIN_F0308_C013815,0.76586832,,,WGV33D_MAIN_F0308_C013815,single_successor
WGV34A_COMP_balanced_physical_path_003603,balanced_physical_path,WGV33D_MAIN_F0307_C013761,307,1,WGV33D_MAIN_F0309_C013867,0.60907244,,,WGV33D_MAIN_F0309_C013867,single_successor
WGV34A_COMP_balanced_physical_path_003604,balanced_physical_path,WGV33D_MAIN_F0307_C013763,307,2,WGV33D_MAIN_F0308_C013821,0.62043733,0.5985451,0.02189223,WGV33D_MAIN_F0308_C013821;WGV33D_MAIN_F0309_C013872,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003605,balanced_physical_path,WGV33D_MAIN_F0307_C013764,307,2,WGV33D_MAIN_F0309_C013871,0.72866217,0.68979546,0.03886671,WGV33D_MAIN_F0309_C013871;WGV33D_MAIN_F0308_C013820,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003606,balanced_physical_path,WGV33D_MAIN_F0307_C013767,307,2,WGV33D_MAIN_F0308_C013824,0.74979632,0.62652322,0.1232731,WGV33D_MAIN_F0308_C013824;WGV33D_MAIN_F0309_C013874,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003607,balanced_physical_path,WGV33D_MAIN_F0307_C013770,307,2,WGV33D_MAIN_F0309_C013877,0.72277019,0.70450668,0.01826351,WGV33D_MAIN_F0309_C013877;WGV33D_MAIN_F0308_C013826,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003608,balanced_physical_path,WGV33D_MAIN_F0307_C013771,307,2,WGV33D_MAIN_F0308_C013829,0.69345956,0.60789094,0.08556862,WGV33D_MAIN_F0308_C013829;WGV33D_MAIN_F0309_C013878,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003609,balanced_physical_path,WGV33D_MAIN_F0307_C013773,307,1,WGV33D_MAIN_F0309_C013879,0.72466938,,,WGV33D_MAIN_F0309_C013879,single_successor
WGV34A_COMP_balanced_physical_path_003610,balanced_physical_path,WGV33D_MAIN_F0308_C013801,308,2,WGV33D_MAIN_F0309_C013854,0.74983398,0.73814116,0.01169282,WGV33D_MAIN_F0309_C013854;WGV33D_MAIN_F0310_C013901,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003611,balanced_physical_path,WGV33D_MAIN_F0308_C013802,308,1,WGV33D_MAIN_F0310_C013903,0.69679933,,,WGV33D_MAIN_F0310_C013903,single_successor
WGV34A_COMP_balanced_physical_path_003612,balanced_physical_path,WGV33D_MAIN_F0308_C013804,308,1,WGV33D_MAIN_F0310_C013905,0.78315775,,,WGV33D_MAIN_F0310_C013905,single_successor
WGV34A_COMP_balanced_physical_path_003613,balanced_physical_path,WGV33D_MAIN_F0308_C013805,308,2,WGV33D_MAIN_F0310_C013906,0.70710703,0.66077903,0.046328,WGV33D_MAIN_F0310_C013906;WGV33D_MAIN_F0309_C013857,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003614,balanced_physical_path,WGV33D_MAIN_F0308_C013806,308,1,WGV33D_MAIN_F0310_C013907,0.70414621,,,WGV33D_MAIN_F0310_C013907,single_successor
WGV34A_COMP_balanced_physical_path_003615,balanced_physical_path,WGV33D_MAIN_F0308_C013807,308,1,WGV33D_MAIN_F0310_C013908,0.67986351,,,WGV33D_MAIN_F0310_C013908,single_successor
WGV34A_COMP_balanced_physical_path_003616,balanced_physical_path,WGV33D_MAIN_F0308_C013809,308,2,WGV33D_MAIN_F0309_C013859,0.70878913,0.56435634,0.14443279,WGV33D_MAIN_F0309_C013859;WGV33D_MAIN_F0310_C013911,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003617,balanced_physical_path,WGV33D_MAIN_F0308_C013810,308,1,WGV33D_MAIN_F0310_C013910,0.60957812,,,WGV33D_MAIN_F0310_C013910,single_successor
WGV34A_COMP_balanced_physical_path_003618,balanced_physical_path,WGV33D_MAIN_F0308_C013820,308,1,WGV33D_MAIN_F0309_C013871,0.67842773,,,WGV33D_MAIN_F0309_C013871,single_successor
WGV34A_COMP_balanced_physical_path_003619,balanced_physical_path,WGV33D_MAIN_F0308_C013821,308,2,WGV33D_MAIN_F0309_C013872,0.69175113,0.54567833,0.1460728,WGV33D_MAIN_F0309_C013872;WGV33D_MAIN_F0310_C013926,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003620,balanced_physical_path,WGV33D_MAIN_F0308_C013824,308,1,WGV33D_MAIN_F0309_C013874,0.76645929,,,WGV33D_MAIN_F0309_C013874,single_successor
WGV34A_COMP_balanced_physical_path_003621,balanced_physical_path,WGV33D_MAIN_F0308_C013826,308,1,WGV33D_MAIN_F0309_C013877,0.886232,,,WGV33D_MAIN_F0309_C013877,single_successor
WGV34A_COMP_balanced_physical_path_003622,balanced_physical_path,WGV33D_MAIN_F0308_C013829,308,2,WGV33D_MAIN_F0309_C013878,0.71531337,0.69033488,0.02497849,WGV33D_MAIN_F0309_C013878;WGV33D_MAIN_F0310_C013932,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003623,balanced_physical_path,WGV33D_MAIN_F0309_C013854,309,2,WGV33D_MAIN_F0310_C013901,0.74757867,0.72275699,0.02482168,WGV33D_MAIN_F0310_C013901;WGV33D_MAIN_F0311_C013964,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003624,balanced_physical_path,WGV33D_MAIN_F0309_C013855,309,2,WGV33D_MAIN_F0310_C013902,0.77410153,0.74731183,0.0267897,WGV33D_MAIN_F0310_C013902;WGV33D_MAIN_F0311_C013965,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003625,balanced_physical_path,WGV33D_MAIN_F0309_C013857,309,2,WGV33D_MAIN_F0310_C013906,0.74404295,0.6782955,0.06574745,WGV33D_MAIN_F0310_C013906;WGV33D_MAIN_F0311_C013967,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003626,balanced_physical_path,WGV33D_MAIN_F0309_C013858,309,1,WGV33D_MAIN_F0310_C013909,0.83693885,,,WGV33D_MAIN_F0310_C013909,single_successor
WGV34A_COMP_balanced_physical_path_003627,balanced_physical_path,WGV33D_MAIN_F0309_C013859,309,3,WGV33D_MAIN_F0310_C013911,0.66696595,0.58687353,0.08009242,WGV33D_MAIN_F0310_C013911;WGV33D_MAIN_F0311_C013969;WGV33D_MAIN_F0310_C013908,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003628,balanced_physical_path,WGV33D_MAIN_F0309_C013863,309,2,WGV33D_MAIN_F0311_C013973,0.76631168,0.71022026,0.05609142,WGV33D_MAIN_F0311_C013973;WGV33D_MAIN_F0310_C013917,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003629,balanced_physical_path,WGV33D_MAIN_F0309_C013866,309,2,WGV33D_MAIN_F0310_C013919,0.69308032,0.61896293,0.07411739,WGV33D_MAIN_F0310_C013919;WGV33D_MAIN_F0311_C013975,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003630,balanced_physical_path,WGV33D_MAIN_F0309_C013867,309,1,WGV33D_MAIN_F0310_C013920,0.73203413,,,WGV33D_MAIN_F0310_C013920,single_successor
WGV34A_COMP_balanced_physical_path_003631,balanced_physical_path,WGV33D_MAIN_F0309_C013872,309,2,WGV33D_MAIN_F0311_C013982,0.67077382,0.65851202,0.0122618,WGV33D_MAIN_F0311_C013982;WGV33D_MAIN_F0310_C013926,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003632,balanced_physical_path,WGV33D_MAIN_F0309_C013878,309,2,WGV33D_MAIN_F0310_C013932,0.7177205,0.67738824,0.04033226,WGV33D_MAIN_F0310_C013932;WGV33D_MAIN_F0311_C013987,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003633,balanced_physical_path,WGV33D_MAIN_F0310_C013901,310,2,WGV33D_MAIN_F0311_C013964,0.73570154,0.72173651,0.01396503,WGV33D_MAIN_F0311_C013964;WGV33D_MAIN_F0312_C014013,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003634,balanced_physical_path,WGV33D_MAIN_F0310_C013902,310,2,WGV33D_MAIN_F0311_C013965,0.73943143,0.63079374,0.10863769,WGV33D_MAIN_F0311_C013965;WGV33D_MAIN_F0312_C014014,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003635,balanced_physical_path,WGV33D_MAIN_F0310_C013903,310,2,WGV33D_MAIN_F0312_C014014,0.60083624,0.54693496,0.05390128,WGV33D_MAIN_F0312_C014014;WGV33D_MAIN_F0311_C013965,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003636,balanced_physical_path,WGV33D_MAIN_F0310_C013904,310,1,WGV33D_MAIN_F0312_C014015,0.61436314,,,WGV33D_MAIN_F0312_C014015,single_successor
WGV34A_COMP_balanced_physical_path_003637,balanced_physical_path,WGV33D_MAIN_F0310_C013905,310,1,WGV33D_MAIN_F0311_C013966,0.7926034,,,WGV33D_MAIN_F0311_C013966,single_successor
WGV34A_COMP_balanced_physical_path_003638,balanced_physical_path,WGV33D_MAIN_F0310_C013906,310,2,WGV33D_MAIN_F0312_C014017,0.75888706,0.67921832,0.07966874,WGV33D_MAIN_F0312_C014017;WGV33D_MAIN_F0311_C013967,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003639,balanced_physical_path,WGV33D_MAIN_F0310_C013907,310,2,WGV33D_MAIN_F0311_C013968,0.70855062,0.60269345,0.10585717,WGV33D_MAIN_F0311_C013968;WGV33D_MAIN_F0312_C014020,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003640,balanced_physical_path,WGV33D_MAIN_F0310_C013908,310,1,WGV33D_MAIN_F0312_C014021,0.67470582,,,WGV33D_MAIN_F0312_C014021,single_successor
WGV34A_COMP_balanced_physical_path_003641,balanced_physical_path,WGV33D_MAIN_F0310_C013909,310,1,WGV33D_MAIN_F0312_C014022,0.74879314,,,WGV33D_MAIN_F0312_C014022,single_successor
WGV34A_COMP_balanced_physical_path_003642,balanced_physical_path,WGV33D_MAIN_F0310_C013911,310,1,WGV33D_MAIN_F0311_C013970,0.68858294,,,WGV33D_MAIN_F0311_C013970,single_successor
WGV34A_COMP_balanced_physical_path_003643,balanced_physical_path,WGV33D_MAIN_F0310_C013916,310,2,WGV33D_MAIN_F0312_C014030,0.71975698,0.60546707,0.11428991,WGV33D_MAIN_F0312_C014030;WGV33D_MAIN_F0312_C014029,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003644,balanced_physical_path,WGV33D_MAIN_F0310_C013917,310,1,WGV33D_MAIN_F0311_C013973,0.70114375,,,WGV33D_MAIN_F0311_C013973,single_successor
WGV34A_COMP_balanced_physical_path_003645,balanced_physical_path,WGV33D_MAIN_F0310_C013919,310,2,WGV33D_MAIN_F0312_C014033,0.76948209,0.69228546,0.07719663,WGV33D_MAIN_F0312_C014033;WGV33D_MAIN_F0311_C013975,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003646,balanced_physical_path,WGV33D_MAIN_F0310_C013921,310,2,WGV33D_MAIN_F0311_C013976,0.88321914,0.78283199,0.10038715,WGV33D_MAIN_F0311_C013976;WGV33D_MAIN_F0312_C014035,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003647,balanced_physical_path,WGV33D_MAIN_F0310_C013926,310,2,WGV33D_MAIN_F0311_C013982,0.72721555,0.71949158,0.00772397,WGV33D_MAIN_F0311_C013982;WGV33D_MAIN_F0312_C014041,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003648,balanced_physical_path,WGV33D_MAIN_F0310_C013929,310,2,WGV33D_MAIN_F0311_C013985,0.74476583,0.64038976,0.10437607,WGV33D_MAIN_F0311_C013985;WGV33D_MAIN_F0312_C014043,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003649,balanced_physical_path,WGV33D_MAIN_F0310_C013932,310,2,WGV33D_MAIN_F0311_C013987,0.73889237,0.68644213,0.05245024,WGV33D_MAIN_F0311_C013987;WGV33D_MAIN_F0312_C014046,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003650,balanced_physical_path,WGV33D_MAIN_F0311_C013964,311,2,WGV33D_MAIN_F0312_C014013,0.7588498,0.75208662,0.00676318,WGV33D_MAIN_F0312_C014013;WGV33D_MAIN_F0313_C014077,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003651,balanced_physical_path,WGV33D_MAIN_F0311_C013965,311,2,WGV33D_MAIN_F0312_C014014,0.72053324,0.70234134,0.0181919,WGV33D_MAIN_F0312_C014014;WGV33D_MAIN_F0313_C014078,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003652,balanced_physical_path,WGV33D_MAIN_F0311_C013967,311,2,WGV33D_MAIN_F0313_C014081,0.76968212,0.69730443,0.07237769,WGV33D_MAIN_F0313_C014081;WGV33D_MAIN_F0312_C014017,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003653,balanced_physical_path,WGV33D_MAIN_F0311_C013968,311,1,WGV33D_MAIN_F0312_C014020,0.75314098,,,WGV33D_MAIN_F0312_C014020,single_successor
WGV34A_COMP_balanced_physical_path_003654,balanced_physical_path,WGV33D_MAIN_F0311_C013969,311,2,WGV33D_MAIN_F0312_C014021,0.7141447,0.70626302,0.00788168,WGV33D_MAIN_F0312_C014021;WGV33D_MAIN_F0313_C014083,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003655,balanced_physical_path,WGV33D_MAIN_F0311_C013970,311,1,WGV33D_MAIN_F0313_C014086,0.75881564,,,WGV33D_MAIN_F0313_C014086,single_successor
WGV34A_COMP_balanced_physical_path_003656,balanced_physical_path,WGV33D_MAIN_F0311_C013971,311,1,WGV33D_MAIN_F0312_C014026,0.77140523,,,WGV33D_MAIN_F0312_C014026,single_successor
WGV34A_COMP_balanced_physical_path_003657,balanced_physical_path,WGV33D_MAIN_F0311_C013972,311,1,WGV33D_MAIN_F0312_C014028,0.74957645,,,WGV33D_MAIN_F0312_C014028,single_successor
WGV34A_COMP_balanced_physical_path_003658,balanced_physical_path,WGV33D_MAIN_F0311_C013975,311,2,WGV33D_MAIN_F0312_C014033,0.72443127,0.72095962,0.00347165,WGV33D_MAIN_F0312_C014033;WGV33D_MAIN_F0313_C014094,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003659,balanced_physical_path,WGV33D_MAIN_F0311_C013976,311,2,WGV33D_MAIN_F0313_C014095,0.78374076,0.77035484,0.01338592,WGV33D_MAIN_F0313_C014095;WGV33D_MAIN_F0312_C014035,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003660,balanced_physical_path,WGV33D_MAIN_F0311_C013978,311,2,WGV33D_MAIN_F0312_C014037,0.82729431,0.7209345,0.10635981,WGV33D_MAIN_F0312_C014037;WGV33D_MAIN_F0313_C014097,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003661,balanced_physical_path,WGV33D_MAIN_F0311_C013982,311,2,WGV33D_MAIN_F0312_C014041,0.7652307,0.73522551,0.03000519,WGV33D_MAIN_F0312_C014041;WGV33D_MAIN_F0313_C014101,multi_successor_competition
WGV34A_COMP_balanced_physical_path_003662,balanced_physical_path,WGV33D_MAIN_F0311_C013985,311,1,WGV33D_MAIN_F0312_C014043,0.71926506,,,WGV33D_MAIN_F0312_C014043,single_successor
