independent_geometry_id,sar_frame,from_threshold_setting,to_threshold_setting,component_overlap_iou,high_threshold_contained_in_low_threshold,component_centroid_shift_m,component_area_retention_ratio,component_axis_change_deg,from_component_count,to_component_count,threshold_component_identity_status
GM019IG0094,270,positive_weight_q70,positive_weight_q85,0.177738,true,0.580197,0.177738,4.477962,601,404,COMPONENT_IDENTITY_SWITCH
GM019IG0095,270,positive_weight_q50,positive_weight_q70,0.447648,true,0.302886,0.447648,1.382718,846,783,COMPONENT_IDENTITY_SWITCH
GM019IG0095,270,positive_weight_q70,positive_weight_q85,0.188136,true,0.799509,0.188136,24.015888,783,478,COMPONENT_IDENTITY_SWITCH
GM019IG0096,270,positive_weight_q50,positive_weight_q70,0.447073,true,0.270008,0.447073,7.815401,834,703,COMPONENT_IDENTITY_SWITCH
GM019IG0096,270,positive_weight_q70,positive_weight_q85,0.137883,true,0.674944,0.137883,20.951285,703,425,COMPONENT_IDENTITY_SWITCH
GM019IG0097,271,positive_weight_q50,positive_weight_q70,0.417756,true,0.650205,0.417756,57.84134,813,777,COMPONENT_IDENTITY_SWITCH
GM019IG0097,271,positive_weight_q70,positive_weight_q85,0.156454,true,0.886572,0.156454,20.505102,777,472,COMPONENT_IDENTITY_SWITCH
GM019IG0098,271,positive_weight_q50,positive_weight_q70,0.302738,true,0.394734,0.302738,57.411964,893,889,COMPONENT_IDENTITY_SWITCH
GM019IG0098,271,positive_weight_q70,positive_weight_q85,0.13775,true,0.945828,0.13775,38.532997,889,543,COMPONENT_IDENTITY_SWITCH
GM019IG0099,34,positive_weight_q50,positive_weight_q70,0.588947,true,0.127363,0.588947,9.837769,445,338,SAME_COMPONENT_PERSISTENT
GM019IG0099,34,positive_weight_q70,positive_weight_q85,0.423973,true,0.254961,0.423973,80.364531,338,210,SAME_COMPONENT_PERSISTENT
GM019IG0100,39,positive_weight_q50,positive_weight_q70,0.600064,true,0.089583,0.600064,24.258978,341,180,SAME_COMPONENT_PERSISTENT
GM019IG0100,39,positive_weight_q70,positive_weight_q85,0.380095,true,0.225764,0.380095,63.658398,180,106,SAME_COMPONENT_PERSISTENT
GM019IG0101,40,positive_weight_q50,positive_weight_q70,0.478523,true,0.301799,0.478523,73.497724,399,239,SAME_COMPONENT_PERSISTENT
GM019IG0101,40,positive_weight_q70,positive_weight_q85,0.464765,true,0.110607,0.464765,0.169813,239,106,SAME_COMPONENT_PERSISTENT
GM019IG0102,40,positive_weight_q50,positive_weight_q70,0.417511,true,0.292846,0.417511,70.919668,262,132,SAME_COMPONENT_PERSISTENT
GM019IG0102,40,positive_weight_q70,positive_weight_q85,0.483495,true,0.111334,0.483495,0.50522,132,81,SAME_COMPONENT_PERSISTENT
GM019IG0103,273,positive_weight_q50,positive_weight_q70,0.381275,true,0.531471,0.381275,54.181175,794,788,COMPONENT_IDENTITY_SWITCH
GM019IG0103,273,positive_weight_q70,positive_weight_q85,0.151722,true,1.297314,0.151722,56.544686,788,521,COMPONENT_IDENTITY_SWITCH
GM019IG0104,276,positive_weight_q50,positive_weight_q70,0.487428,true,0.041855,0.487428,3.604527,783,656,COMPONENT_IDENTITY_SWITCH
GM019IG0104,276,positive_weight_q70,positive_weight_q85,0.152707,true,1.321826,0.152707,57.065944,656,425,COMPONENT_IDENTITY_SWITCH
GM019IG0105,280,positive_weight_q50,positive_weight_q70,0.467991,true,0.190688,0.467991,6.140694,762,600,COMPONENT_IDENTITY_SWITCH
GM019IG0105,280,positive_weight_q70,positive_weight_q85,0.118736,true,1.606067,0.118736,64.337509,600,408,COMPONENT_IDENTITY_SWITCH
GM019IG0106,280,positive_weight_q50,positive_weight_q70,0.568812,true,0.055507,0.568812,2.403822,1052,863,COMPONENT_IDENTITY_SWITCH
GM019IG0106,280,positive_weight_q70,positive_weight_q85,0.225696,true,1.079469,0.225696,13.368452,863,606,COMPONENT_IDENTITY_SWITCH
GM019IG0107,279,positive_weight_q50,positive_weight_q70,0.515456,true,0.162063,0.515456,3.291461,869,625,COMPONENT_IDENTITY_SWITCH
GM019IG0107,279,positive_weight_q70,positive_weight_q85,0.093451,true,1.434653,0.093451,59.005137,625,449,COMPONENT_IDENTITY_SWITCH
GM019IG0108,279,positive_weight_q50,positive_weight_q70,0.449434,true,0.382875,0.449434,0.362368,1131,864,COMPONENT_IDENTITY_SWITCH
GM019IG0108,279,positive_weight_q70,positive_weight_q85,0.103063,true,0.846538,0.103063,34.695923,864,589,COMPONENT_IDENTITY_SWITCH
GM019IG0109,284,positive_weight_q50,positive_weight_q70,0.413568,true,0.508444,0.413568,13.619971,1062,802,COMPONENT_IDENTITY_SWITCH
GM019IG0109,284,positive_weight_q70,positive_weight_q85,0.12193,true,1.12232,0.12193,18.897131,802,511,COMPONENT_IDENTITY_SWITCH
GM019IG0110,284,positive_weight_q50,positive_weight_q70,0.471552,true,0.202147,0.471552,5.638081,1304,1017,COMPONENT_IDENTITY_SWITCH
GM019IG0110,284,positive_weight_q70,positive_weight_q85,0.172146,true,0.280376,0.172146,2.176062,1017,731,COMPONENT_IDENTITY_SWITCH
GM019IG0111,260,positive_weight_q50,positive_weight_q70,0.628805,true,0.031384,0.628805,6.615668,156,103,SAME_COMPONENT_PERSISTENT
GM019IG0111,260,positive_weight_q70,positive_weight_q85,0.31405,true,0.307431,0.31405,22.170154,103,50,SAME_COMPONENT_PERSISTENT
GM019IG0112,260,positive_weight_q50,positive_weight_q70,0.644881,true,0.025565,0.644881,5.477221,282,263,SAME_COMPONENT_PERSISTENT
GM019IG0112,260,positive_weight_q70,positive_weight_q85,0.444843,true,0.100905,0.444843,9.986235,263,105,SAME_COMPONENT_PERSISTENT
GM019IG0113,278,positive_weight_q50,positive_weight_q70,0.559427,true,0.186432,0.559427,5.47523,789,647,COMPONENT_IDENTITY_SWITCH
GM019IG0113,278,positive_weight_q70,positive_weight_q85,0.117933,true,1.411749,0.117933,59.103451,647,387,COMPONENT_IDENTITY_SWITCH
GM019IG0114,278,positive_weight_q50,positive_weight_q70,0.541416,true,0.210105,0.541416,0.195615,990,882,COMPONENT_IDENTITY_SWITCH
GM019IG0114,278,positive_weight_q70,positive_weight_q85,0.127226,true,1.527669,0.127226,27.447691,882,557,COMPONENT_IDENTITY_SWITCH
GM019IG0115,60,positive_weight_q50,positive_weight_q70,0.552786,true,0.122,0.552786,13.410623,108,62,SAME_COMPONENT_PERSISTENT
GM019IG0115,60,positive_weight_q70,positive_weight_q85,0.482759,true,0.011163,0.482759,6.816748,62,38,SAME_COMPONENT_PERSISTENT
GM019IG0116,270,positive_weight_q50,positive_weight_q70,0.39,true,0.224119,0.39,58.638319,122,100,SAME_COMPONENT_PERSISTENT
GM019IG0116,270,positive_weight_q70,positive_weight_q85,0.528846,true,0.023921,0.528846,40.420659,100,42,SAME_COMPONENT_PERSISTENT
GM019IG0117,40,positive_weight_q50,positive_weight_q70,0.363636,true,0.11079,0.363636,6.964487,4,6,SAME_COMPONENT_PERSISTENT
GM019IG0117,40,positive_weight_q70,positive_weight_q85,0.583333,true,0.00713,0.583333,3.85005,6,2,SAME_COMPONENT_PERSISTENT
GM019IG0118,271,positive_weight_q50,positive_weight_q70,0.257512,true,0.714829,0.257512,44.473577,331,322,COMPONENT_IDENTITY_SWITCH
GM019IG0118,271,positive_weight_q70,positive_weight_q85,0.277696,true,0.180897,0.277696,47.11363,322,187,COMPONENT_IDENTITY_SWITCH
GM019IG0119,269,positive_weight_q50,positive_weight_q70,0.645866,true,0.019852,0.645866,2.056086,107,82,SAME_COMPONENT_PERSISTENT
GM019IG0119,269,positive_weight_q70,positive_weight_q85,0.328502,true,0.123961,0.328502,13.713496,82,25,SAME_COMPONENT_PERSISTENT
GM019IG0120,271,positive_weight_q50,positive_weight_q70,0.372323,true,0.189501,0.372323,38.002878,124,76,SAME_COMPONENT_PERSISTENT
GM019IG0120,271,positive_weight_q70,positive_weight_q85,0.588496,true,0.012721,0.588496,13.919974,76,37,SAME_COMPONENT_PERSISTENT
GM019IG0121,272,positive_weight_q50,positive_weight_q70,0.51506,true,0.109098,0.51506,17.496538,185,212,SAME_COMPONENT_PERSISTENT
GM019IG0121,272,positive_weight_q70,positive_weight_q85,0.548246,true,0.073517,0.548246,7.278371,212,132,SAME_COMPONENT_PERSISTENT
GM019IG0122,52,positive_weight_q50,positive_weight_q70,0.527778,true,0.02671,0.527778,9.93986,8,10,SAME_COMPONENT_PERSISTENT
GM019IG0122,52,positive_weight_q70,positive_weight_q85,0.684211,true,0.004485,0.684211,0.513247,10,3,SAME_COMPONENT_PERSISTENT
GM019IG0123,77,positive_weight_q50,positive_weight_q70,0.629747,true,0.015253,0.629747,2.8083,257,148,SAME_COMPONENT_PERSISTENT
GM019IG0123,77,positive_weight_q70,positive_weight_q85,0.273032,true,0.501869,0.273032,16.784559,148,73,SAME_COMPONENT_PERSISTENT
GM019IG0124,77,positive_weight_q50,positive_weight_q70,0.660774,true,0.022979,0.660774,1.870964,418,261,COMPONENT_IDENTITY_SWITCH
GM019IG0124,77,positive_weight_q70,positive_weight_q85,0.335503,true,0.604876,0.335503,12.317847,261,131,COMPONENT_IDENTITY_SWITCH
GM019IG0125,80,positive_weight_q50,positive_weight_q70,0.704421,true,0.024869,0.704421,1.515439,1005,618,SAME_COMPONENT_PERSISTENT
GM019IG0125,80,positive_weight_q70,positive_weight_q85,0.633592,true,0.028653,0.633592,0.797043,618,250,SAME_COMPONENT_PERSISTENT
GM019IG0126,77,positive_weight_q50,positive_weight_q70,0,false,2.567103,0.544901,33.964507,1166,833,COMPONENT_SPLIT_OR_MERGE
GM019IG0126,77,positive_weight_q70,positive_weight_q85,0.629609,true,0.022068,0.629609,2.780286,833,512,COMPONENT_SPLIT_OR_MERGE
GM019IG0127,288,positive_weight_q50,positive_weight_q70,0.357128,true,0.707512,0.357128,16.905144,881,612,COMPONENT_IDENTITY_SWITCH
GM019IG0127,288,positive_weight_q70,positive_weight_q85,0.209399,true,0.802267,0.209399,22.768098,612,394,COMPONENT_IDENTITY_SWITCH
GM019IG0128,288,positive_weight_q50,positive_weight_q70,0.346214,true,0.727456,0.346214,14.938411,972,759,COMPONENT_IDENTITY_SWITCH
GM019IG0128,288,positive_weight_q70,positive_weight_q85,0.229696,true,0.78437,0.229696,21.84478,759,447,COMPONENT_IDENTITY_SWITCH
GM019IG0129,289,positive_weight_q50,positive_weight_q70,0.496379,true,0.336448,0.496379,4.330939,1201,931,COMPONENT_IDENTITY_SWITCH
GM019IG0129,289,positive_weight_q70,positive_weight_q85,0.308638,true,0.818615,0.308638,16.370576,931,664,COMPONENT_IDENTITY_SWITCH
GM019IG0130,290,positive_weight_q50,positive_weight_q70,0.418103,true,0.703925,0.418103,18.051637,943,667,COMPONENT_IDENTITY_SWITCH
GM019IG0130,290,positive_weight_q70,positive_weight_q85,0.137376,true,1.082073,0.137376,19.694288,667,416,COMPONENT_IDENTITY_SWITCH
GM019IG0131,290,positive_weight_q50,positive_weight_q70,0.415961,true,0.711524,0.415961,18.214704,1040,730,COMPONENT_IDENTITY_SWITCH
GM019IG0131,290,positive_weight_q70,positive_weight_q85,0.137376,true,1.082073,0.137376,19.694288,730,462,COMPONENT_IDENTITY_SWITCH
GM019IG0132,290,positive_weight_q50,positive_weight_q70,0.557623,true,0.151251,0.557623,0.567964,1573,1103,COMPONENT_IDENTITY_SWITCH
GM019IG0132,290,positive_weight_q70,positive_weight_q85,0.309654,true,0.884231,0.309654,26.165376,1103,753,COMPONENT_IDENTITY_SWITCH
GM019IG0133,77,positive_weight_q50,positive_weight_q70,0.314267,true,0.780894,0.314267,59.870682,694,547,COMPONENT_IDENTITY_SWITCH
GM019IG0133,77,positive_weight_q70,positive_weight_q85,0.354108,true,0.257746,0.354108,26.737267,547,403,COMPONENT_IDENTITY_SWITCH
GM019IG0134,290,positive_weight_q50,positive_weight_q70,0.45616,true,0.175757,0.45616,7.170129,723,549,COMPONENT_SPLIT_OR_MERGE
GM019IG0134,290,positive_weight_q70,positive_weight_q85,0,false,1.774706,0.193836,68.694076,549,364,COMPONENT_SPLIT_OR_MERGE
GM019IG0135,289,positive_weight_q50,positive_weight_q70,0,false,1.45843,0.376318,59.665637,272,266,COMPONENT_SPLIT_OR_MERGE
GM019IG0135,289,positive_weight_q70,positive_weight_q85,0.525862,true,0.078013,0.525862,3.455748,266,213,COMPONENT_SPLIT_OR_MERGE
GM019IG0136,80,positive_weight_q50,positive_weight_q70,0.213223,true,0.167135,0.213223,59.942259,157,205,COMPONENT_IDENTITY_SWITCH
GM019IG0136,80,positive_weight_q70,positive_weight_q85,0.147287,true,0.173422,0.147287,18.025325,205,160,COMPONENT_IDENTITY_SWITCH
GM019IG0137,289,positive_weight_q50,positive_weight_q70,0.272293,true,0.024744,0.272293,41.050456,102,142,COMPONENT_IDENTITY_SWITCH
GM019IG0137,289,positive_weight_q70,positive_weight_q85,0.169591,true,0.155658,0.169591,36.256461,142,123,COMPONENT_IDENTITY_SWITCH
GM019IG0138,290,positive_weight_q50,positive_weight_q70,0.165741,true,0.325623,0.165741,66.02726,109,149,COMPONENT_IDENTITY_SWITCH
GM019IG0138,290,positive_weight_q70,positive_weight_q85,0.184358,true,0.104749,0.184358,62.25027,149,156,COMPONENT_IDENTITY_SWITCH
GM019IG0139,78,positive_weight_q50,positive_weight_q70,0,false,0.255788,0.222222,12.642991,28,39,COMPONENT_TOO_SMALL
GM019IG0139,78,positive_weight_q70,positive_weight_q85,0,false,0.527171,0.625,71.896707,39,33,COMPONENT_TOO_SMALL
GM019IG0140,276,positive_weight_q50,positive_weight_q70,0.511964,true,0.133741,0.511964,8.533573,384,319,COMPONENT_IDENTITY_SWITCH
GM019IG0140,276,positive_weight_q70,positive_weight_q85,0.238559,true,0.711837,0.238559,37.82867,319,196,COMPONENT_IDENTITY_SWITCH
GM019IG0141,276,positive_weight_q50,positive_weight_q70,0.315789,true,0.349464,0.315789,48.510115,111,53,COMPONENT_SPLIT_OR_MERGE
GM019IG0141,276,positive_weight_q70,positive_weight_q85,0,false,0.942414,0.373563,55.158907,53,32,COMPONENT_SPLIT_OR_MERGE
GM019IG0142,60,positive_weight_q50,positive_weight_q70,0.25641,true,0.101542,0.25641,27.171213,61,75,COMPONENT_TOO_SMALL
GM019IG0142,60,positive_weight_q70,positive_weight_q85,0.233333,true,0.018225,0.233333,20.836866,75,52,COMPONENT_TOO_SMALL
GM019IG0143,278,positive_weight_q50,positive_weight_q70,0.482476,true,0.146166,0.482476,15.877587,222,224,SAME_COMPONENT_PERSISTENT
GM019IG0143,278,positive_weight_q70,positive_weight_q85,0.309119,true,0.253214,0.309119,3.435729,224,157,SAME_COMPONENT_PERSISTENT
GM019IG0144,280,positive_weight_q50,positive_weight_q70,0.40252,true,0.178364,0.40252,16.354817,226,245,SAME_COMPONENT_PERSISTENT
GM019IG0144,280,positive_weight_q70,positive_weight_q85,0.53542,true,0.066785,0.53542,8.788381,245,156,SAME_COMPONENT_PERSISTENT
GM019IG0145,281,positive_weight_q50,positive_weight_q70,0.592059,true,0.233555,0.592059,1.388703,473,342,COMPONENT_IDENTITY_SWITCH
GM019IG0145,281,positive_weight_q70,positive_weight_q85,0.242834,true,0.574531,0.242834,35.821449,342,270,COMPONENT_IDENTITY_SWITCH
GM019IG0146,281,positive_weight_q50,positive_weight_q70,0.35743,true,0.178539,0.35743,54.496674,178,180,SAME_COMPONENT_PERSISTENT
GM019IG0146,281,positive_weight_q70,positive_weight_q85,0.447833,true,0.096185,0.447833,10.740551,180,133,SAME_COMPONENT_PERSISTENT
GM019IG0147,78,positive_weight_q50,positive_weight_q70,0.495314,true,0.245775,0.495314,25.272186,662,518,SAME_COMPONENT_PERSISTENT
GM019IG0147,78,positive_weight_q70,positive_weight_q85,0.513828,true,0.104727,0.513828,1.331103,518,304,SAME_COMPONENT_PERSISTENT
GM019IG0148,78,positive_weight_q50,positive_weight_q70,0.512258,true,0.244263,0.512258,26.002159,563,464,SAME_COMPONENT_PERSISTENT
GM019IG0148,78,positive_weight_q70,positive_weight_q85,0.472292,true,0.118694,0.472292,0.365251,464,310,SAME_COMPONENT_PERSISTENT
GM019IG0149,79,positive_weight_q50,positive_weight_q70,0.360123,true,0.640643,0.360123,67.595432,555,400,COMPONENT_IDENTITY_SWITCH
GM019IG0149,79,positive_weight_q70,positive_weight_q85,0.414821,true,0.319496,0.414821,33.062339,400,280,COMPONENT_IDENTITY_SWITCH
GM019IG0150,288,positive_weight_q50,positive_weight_q70,0.486425,true,0.058806,0.486425,0.855716,63,70,COMPONENT_IDENTITY_SWITCH
GM019IG0150,288,positive_weight_q70,positive_weight_q85,0.139535,true,0.289895,0.139535,17.293112,70,73,COMPONENT_IDENTITY_SWITCH
GM019IG0151,79,positive_weight_q50,positive_weight_q70,0.170435,true,0.339259,0.170435,22.991674,51,92,COMPONENT_IDENTITY_SWITCH
GM019IG0151,79,positive_weight_q70,positive_weight_q85,0.408163,true,0.05785,0.408163,0.428684,92,79,COMPONENT_IDENTITY_SWITCH
GM019IG0152,284,positive_weight_q50,positive_weight_q70,0.426056,true,0.005926,0.426056,40.998106,315,242,SAME_COMPONENT_PERSISTENT
GM019IG0152,284,positive_weight_q70,positive_weight_q85,0.342385,true,0.245756,0.342385,34.493394,242,194,SAME_COMPONENT_PERSISTENT
GM019IG0153,276,positive_weight_q50,positive_weight_q70,0.273171,true,0.111661,0.273171,70.72748,56,79,SAME_COMPONENT_PERSISTENT
GM019IG0153,276,positive_weight_q70,positive_weight_q85,0.321429,true,0.059549,0.321429,54.247231,79,63,SAME_COMPONENT_PERSISTENT
GM019IG0154,81,positive_weight_q50,positive_weight_q70,0.698189,true,0.032816,0.698189,2.905646,535,381,SAME_COMPONENT_PERSISTENT
GM019IG0154,81,positive_weight_q70,positive_weight_q85,0.430355,true,0.264056,0.430355,29.736365,381,278,SAME_COMPONENT_PERSISTENT
GM019IG0155,81,positive_weight_q50,positive_weight_q70,0.176806,true,0.039155,0.176806,60.20247,88,112,COMPONENT_IDENTITY_SWITCH
GM019IG0155,81,positive_weight_q70,positive_weight_q85,0.430108,true,0.114009,0.430108,11.298047,112,100,COMPONENT_IDENTITY_SWITCH
GM019IG0156,243,positive_weight_q50,positive_weight_q70,0.458716,true,0.07728,0.458716,23.566009,12,15,COMPONENT_IDENTITY_SWITCH
GM019IG0156,243,positive_weight_q70,positive_weight_q85,0.22,true,0.085559,0.22,39.799049,15,12,COMPONENT_IDENTITY_SWITCH
GM019IG0157,52,positive_weight_q50,positive_weight_q70,0.71875,true,0.003684,0.71875,2.22887,9,1,SAME_COMPONENT_PERSISTENT
GM019IG0157,52,positive_weight_q70,positive_weight_q85,0.369565,true,0.026135,0.369565,41.778586,1,4,SAME_COMPONENT_PERSISTENT
GM019IG0158,250,positive_weight_q50,positive_weight_q70,0.304762,true,0.159737,0.304762,36.635135,32,29,SAME_COMPONENT_PERSISTENT
GM019IG0158,250,positive_weight_q70,positive_weight_q85,0.4375,true,0.017277,0.4375,53.771351,29,23,SAME_COMPONENT_PERSISTENT
GM019IG0159,259,positive_weight_q50,positive_weight_q70,0,false,0.826839,0.426829,48.700459,125,97,COMPONENT_SPLIT_OR_MERGE
GM019IG0159,259,positive_weight_q70,positive_weight_q85,0,false,1.296871,0.685714,19.183219,97,73,COMPONENT_SPLIT_OR_MERGE
GM019IG0160,259,positive_weight_q50,positive_weight_q70,0,false,1.56969,0.521519,55.323653,224,190,COMPONENT_SPLIT_OR_MERGE
GM019IG0160,259,positive_weight_q70,positive_weight_q85,0,false,0.678034,0.451456,4.029938,190,119,COMPONENT_SPLIT_OR_MERGE
GM019IG0161,259,positive_weight_q50,positive_weight_q70,0.46856,true,0.086122,0.46856,7.91531,67,58,SAME_COMPONENT_PERSISTENT
GM019IG0161,259,positive_weight_q70,positive_weight_q85,0.627706,true,0.007371,0.627706,0.532315,58,30,SAME_COMPONENT_PERSISTENT
GM019IG0162,79,positive_weight_q50,positive_weight_q70,0.41502,true,0.32144,0.41502,33.914409,317,141,SAME_COMPONENT_PERSISTENT
GM019IG0162,79,positive_weight_q70,positive_weight_q85,0.413333,true,0.18249,0.413333,10.804344,141,81,SAME_COMPONENT_PERSISTENT
GM019IG0163,79,positive_weight_q50,positive_weight_q70,0.496727,true,0.274405,0.496727,27.201793,271,156,SAME_COMPONENT_PERSISTENT
GM019IG0163,79,positive_weight_q70,positive_weight_q85,0.33675,true,0.177498,0.33675,4.098636,156,72,SAME_COMPONENT_PERSISTENT
GM019IG0164,250,positive_weight_q50,positive_weight_q70,0.558442,true,0.041632,0.558442,13.290283,20,15,COMPONENT_IDENTITY_SWITCH
GM019IG0164,250,positive_weight_q70,positive_weight_q85,0.162791,true,0.094404,0.162791,43.292415,15,19,COMPONENT_IDENTITY_SWITCH
GM019IG0165,260,positive_weight_q50,positive_weight_q70,0.461538,true,0.103191,0.461538,1.782824,49,38,SAME_COMPONENT_PERSISTENT
GM019IG0165,260,positive_weight_q70,positive_weight_q85,0.504505,true,0.060548,0.504505,1.319032,38,25,SAME_COMPONENT_PERSISTENT
GM019IG0166,80,positive_weight_q50,positive_weight_q70,0.480806,true,0.258662,0.480806,30.752968,397,195,SAME_COMPONENT_PERSISTENT
GM019IG0166,80,positive_weight_q70,positive_weight_q85,0.486911,true,0.058402,0.486911,2.413486,195,107,SAME_COMPONENT_PERSISTENT
GM019IG0167,288,positive_weight_q50,positive_weight_q70,0.553606,true,0.064537,0.553606,2.896663,102,65,SAME_COMPONENT_PERSISTENT
GM019IG0167,288,positive_weight_q70,positive_weight_q85,0.588028,true,0.010017,0.588028,4.937999,65,36,SAME_COMPONENT_PERSISTENT
GM019IG0168,289,positive_weight_q50,positive_weight_q70,0.470455,true,0.081859,0.470455,5.962016,47,38,SAME_COMPONENT_PERSISTENT
GM019IG0168,289,positive_weight_q70,positive_weight_q85,0.628019,true,0.019639,0.628019,1.079467,38,11,SAME_COMPONENT_PERSISTENT
GM019IG0169,290,positive_weight_q50,positive_weight_q70,0.596916,true,0.066364,0.596916,30.538645,123,94,SAME_COMPONENT_PERSISTENT
GM019IG0169,290,positive_weight_q70,positive_weight_q85,0.597786,true,0.040323,0.597786,7.997593,94,46,SAME_COMPONENT_PERSISTENT
GM019IG0170,77,positive_weight_q50,positive_weight_q70,0.622642,true,0.004901,0.622642,0.492841,50,28,SAME_COMPONENT_PERSISTENT
GM019IG0170,77,positive_weight_q70,positive_weight_q85,0.628788,true,0.013886,0.628788,1.691124,28,10,SAME_COMPONENT_PERSISTENT
GM019IG0171,78,positive_weight_q50,positive_weight_q70,0.542553,true,0.068442,0.542553,0.863899,52,24,SAME_COMPONENT_PERSISTENT
GM019IG0171,78,positive_weight_q70,positive_weight_q85,0.647059,true,0.011059,0.647059,0.016093,24,8,SAME_COMPONENT_PERSISTENT
GM019IG0172,272,positive_weight_q50,positive_weight_q70,0.376543,true,0.065726,0.376543,14.172633,37,27,SAME_COMPONENT_PERSISTENT
GM019IG0172,272,positive_weight_q70,positive_weight_q85,0.262295,true,0.04363,0.262295,11.757009,27,23,SAME_COMPONENT_PERSISTENT
GM019IG0173,269,positive_weight_q50,positive_weight_q70,0.693252,true,0.012784,0.693252,1.721356,85,71,COMPONENT_SPLIT_OR_MERGE
GM019IG0173,269,positive_weight_q70,positive_weight_q85,0,false,0.635577,0.230088,2.441408,71,34,COMPONENT_SPLIT_OR_MERGE
GM019IG0174,79,positive_weight_q50,positive_weight_q70,0.496894,true,0.028492,0.496894,4.584703,33,17,SAME_COMPONENT_PERSISTENT
GM019IG0174,79,positive_weight_q70,positive_weight_q85,0.5375,true,0.016588,0.5375,3.279927,17,5,SAME_COMPONENT_PERSISTENT
GM019IG0175,288,positive_weight_q50,positive_weight_q70,0.581197,true,0.03177,0.581197,0.985857,19,11,SAME_COMPONENT_PERSISTENT
GM019IG0175,288,positive_weight_q70,positive_weight_q85,0.529412,true,0.015122,0.529412,2.249722,11,11,SAME_COMPONENT_PERSISTENT
GM019IG0176,270,positive_weight_q50,positive_weight_q70,0.75,true,0.009983,0.75,0.012542,76,42,COMPONENT_IDENTITY_SWITCH
GM019IG0176,270,positive_weight_q70,positive_weight_q85,0.205882,true,0.287198,0.205882,64.956936,42,19,COMPONENT_IDENTITY_SWITCH
GM019IG0177,271,positive_weight_q50,positive_weight_q70,0.602041,true,0.028396,0.602041,5.591644,68,60,SAME_COMPONENT_PERSISTENT
GM019IG0177,271,positive_weight_q70,positive_weight_q85,0.389831,true,0.155709,0.389831,3.099379,60,33,SAME_COMPONENT_PERSISTENT
GM019IG0178,80,positive_weight_q50,positive_weight_q70,0.636364,true,0.018478,0.636364,0.161735,40,11,SAME_COMPONENT_PERSISTENT
GM019IG0178,80,positive_weight_q70,positive_weight_q85,0.304762,true,0.170146,0.304762,3.998424,11,10,SAME_COMPONENT_PERSISTENT
GM019IG0179,272,positive_weight_q50,positive_weight_q70,0.540609,true,0.002635,0.540609,2.438846,81,62,SAME_COMPONENT_PERSISTENT
GM019IG0179,272,positive_weight_q70,positive_weight_q85,0.370892,true,0.104519,0.370892,3.454823,62,26,SAME_COMPONENT_PERSISTENT
GM019IG0180,273,positive_weight_q50,positive_weight_q70,0.695906,true,0.006834,0.695906,0.421378,58,48,SAME_COMPONENT_PERSISTENT
GM019IG0180,273,positive_weight_q70,positive_weight_q85,0.310924,true,0.083517,0.310924,3.299567,48,16,SAME_COMPONENT_PERSISTENT
GM019IG0181,81,positive_weight_q50,positive_weight_q70,0.653846,true,0.010205,0.653846,0.405383,43,26,COMPONENT_IDENTITY_SWITCH
GM019IG0181,81,positive_weight_q70,positive_weight_q85,0.245098,true,0.210944,0.245098,1.056156,26,12,COMPONENT_IDENTITY_SWITCH
GM019IG0182,78,positive_weight_q50,positive_weight_q70,0.543478,true,0.006105,0.543478,1.455922,11,9,SAME_COMPONENT_PERSISTENT
GM019IG0182,78,positive_weight_q70,positive_weight_q85,0.36,true,0.024284,0.36,1.572064,9,7,SAME_COMPONENT_PERSISTENT
GM019IG0183,79,positive_weight_q50,positive_weight_q70,0.763158,true,0.010666,0.763158,2.469078,14,10,COMPONENT_SPLIT_OR_MERGE
GM019IG0183,79,positive_weight_q70,positive_weight_q85,0,false,0.261253,0.482759,38.341249,10,4,COMPONENT_SPLIT_OR_MERGE
GM019IG0184,289,positive_weight_q50,positive_weight_q70,0.72549,true,0.002089,0.72549,9.11511,9,10,SAME_COMPONENT_PERSISTENT
GM019IG0184,289,positive_weight_q70,positive_weight_q85,0.567568,true,0.013726,0.567568,25.726233,10,1,SAME_COMPONENT_PERSISTENT
GM019IG0185,269,positive_weight_q50,positive_weight_q70,0.722222,true,0.016541,0.722222,10.889268,30,18,COMPONENT_IDENTITY_SWITCH
GM019IG0185,269,positive_weight_q70,positive_weight_q85,0.246154,true,0.107415,0.246154,62.888405,18,12,COMPONENT_IDENTITY_SWITCH
GM019IG0186,270,positive_weight_q50,positive_weight_q70,0.358871,true,0.04152,0.358871,34.203442,82,61,SAME_COMPONENT_PERSISTENT
GM019IG0186,270,positive_weight_q70,positive_weight_q85,0.651685,true,0.004107,0.651685,3.232821,61,36,SAME_COMPONENT_PERSISTENT
GM019IG0187,271,positive_weight_q50,positive_weight_q70,0.694805,true,0.038792,0.694805,35.039394,54,39,SAME_COMPONENT_PERSISTENT
GM019IG0187,271,positive_weight_q70,positive_weight_q85,0.345794,true,0.082777,0.345794,55.730381,39,22,SAME_COMPONENT_PERSISTENT
GM019IG0188,269,positive_weight_q50,positive_weight_q70,0.427184,true,0.026144,0.427184,39.744422,9,11,SAME_COMPONENT_PERSISTENT
GM019IG0188,269,positive_weight_q70,positive_weight_q85,0.363636,true,0.088041,0.363636,18.122633,11,7,SAME_COMPONENT_PERSISTENT
