pair_id,sar_frame,split,method,body_axis_proxy_deg,motion_heading_directed_deg,speed_px_per_sar_frame,along_track_residual_px,cross_track_residual_px,total_residual_px,support_frame_count,support_frames,posthoc_or_runtime,used_for_main_body_axis_proxy
WGV35A_PAIR_0082,352,calibration,local_quadratic_tangent,1.172808,1.172808,6.584545,1.955711,1.58825,2.519394,17,344;345;346;347;348;349;350;351;352;353;354;355;356;357;358;359;360,posthoc_diagnostic,false
WGV35A_PAIR_0082,352,calibration,history_only_line_tangent,3.116605,3.116605,6.485911,2.027187,1.634668,2.604156,11,342;343;344;345;346;347;348;349;350;351;352,posthoc_diagnostic,false
WGV35A_PAIR_0082,352,calibration,robust_median_displacement_direction,1.482541,1.482541,6.493424,3.327731,2.317067,4.054947,17,344;345;346;347;348;349;350;351;352;353;354;355;356;357;358;359;360,posthoc_diagnostic,false
WGV35A_PAIR_0082,352,calibration,leave_one_frame_out_plus_center_perturbation_uncertainty,1.261291,,,,,,29,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0085,353,calibration,symmetric_local_line_tangent,0.820302,0.820302,6.70188,2.113601,1.798669,2.775341,17,345;346;347;348;349;350;351;352;353;354;355;356;357;358;359;360;361,posthoc_diagnostic,true
WGV35A_PAIR_0085,353,calibration,local_quadratic_tangent,0.820302,0.820302,6.70188,1.992248,1.564038,2.532838,17,345;346;347;348;349;350;351;352;353;354;355;356;357;358;359;360;361,posthoc_diagnostic,false
WGV35A_PAIR_0085,353,calibration,history_only_line_tangent,4.029687,4.029687,6.353243,1.91586,1.533001,2.453693,11,343;344;345;346;347;348;349;350;351;352;353,posthoc_diagnostic,false
WGV35A_PAIR_0085,353,calibration,robust_median_displacement_direction,2.703438,2.703438,6.583077,3.269088,2.332678,4.016008,17,345;346;347;348;349;350;351;352;353;354;355;356;357;358;359;360;361,posthoc_diagnostic,false
WGV35A_PAIR_0085,353,calibration,leave_one_frame_out_plus_center_perturbation_uncertainty,1.005283,,,,,,29,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0087,354,calibration,symmetric_local_line_tangent,0.331072,0.331072,6.633217,2.183058,1.743031,2.793546,17,346;347;348;349;350;351;352;353;354;355;356;357;358;359;360;361;362,posthoc_diagnostic,true
WGV35A_PAIR_0087,354,calibration,local_quadratic_tangent,0.331072,0.331072,6.633217,2.118672,1.577496,2.641451,17,346;347;348;349;350;351;352;353;354;355;356;357;358;359;360;361;362,posthoc_diagnostic,false
WGV35A_PAIR_0087,354,calibration,history_only_line_tangent,4.465061,4.465061,6.41533,1.918456,1.498844,2.434544,11,344;345;346;347;348;349;350;351;352;353;354,posthoc_diagnostic,false
WGV35A_PAIR_0087,354,calibration,robust_median_displacement_direction,2.738577,2.738577,6.498672,3.461952,2.331346,4.173761,17,346;347;348;349;350;351;352;353;354;355;356;357;358;359;360;361;362,posthoc_diagnostic,false
WGV35A_PAIR_0087,354,calibration,leave_one_frame_out_plus_center_perturbation_uncertainty,0.565348,,,,,,29,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0090,355,calibration,symmetric_local_line_tangent,179.301164,-0.698836,6.802109,2.599687,1.769576,3.144801,17,347;348;349;350;351;352;353;354;355;356;357;358;359;360;361;362;363,posthoc_diagnostic,true
WGV35A_PAIR_0090,355,calibration,local_quadratic_tangent,179.301164,-0.698836,6.802109,2.367299,1.584121,2.848428,17,347;348;349;350;351;352;353;354;355;356;357;358;359;360;361;362;363,posthoc_diagnostic,false
WGV35A_PAIR_0090,355,calibration,history_only_line_tangent,3.512074,3.512074,6.442777,1.894652,1.706504,2.549875,11,345;346;347;348;349;350;351;352;353;354;355,posthoc_diagnostic,false
WGV35A_PAIR_0090,355,calibration,robust_median_displacement_direction,1.700751,1.700751,6.578648,4.12979,2.469034,4.81158,17,347;348;349;350;351;352;353;354;355;356;357;358;359;360;361;362;363,posthoc_diagnostic,false
WGV35A_PAIR_0090,355,calibration,leave_one_frame_out_plus_center_perturbation_uncertainty,179.53954,,,,,,29,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0094,356,calibration,symmetric_local_line_tangent,178.699069,-1.300931,6.925682,2.624041,1.584441,3.065296,17,348;349;350;351;352;353;354;355;356;357;358;359;360;361;362;363;364,posthoc_diagnostic,true
WGV35A_PAIR_0094,356,calibration,local_quadratic_tangent,178.699069,-1.300931,6.925682,2.376139,1.532985,2.827734,17,348;349;350;351;352;353;354;355;356;357;358;359;360;361;362;363;364,posthoc_diagnostic,false
WGV35A_PAIR_0094,356,calibration,history_only_line_tangent,2.287965,2.287965,6.313119,1.780628,1.793554,2.527345,11,346;347;348;349;350;351;352;353;354;355;356,posthoc_diagnostic,false
WGV35A_PAIR_0094,356,calibration,robust_median_displacement_direction,1.700751,1.700751,6.578648,4.108237,2.401458,4.758636,17,348;349;350;351;352;353;354;355;356;357;358;359;360;361;362;363;364,posthoc_diagnostic,false
WGV35A_PAIR_0094,356,calibration,leave_one_frame_out_plus_center_perturbation_uncertainty,178.936877,,,,,,29,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0097,357,calibration,symmetric_local_line_tangent,178.743673,-1.256327,6.873498,2.728129,1.590451,3.157883,17,349;350;351;352;353;354;355;356;357;358;359;360;361;362;363;364;365,posthoc_diagnostic,true
WGV35A_PAIR_0097,357,calibration,local_quadratic_tangent,178.743673,-1.256327,6.873498,2.65889,1.569312,3.087464,17,349;350;351;352;353;354;355;356;357;358;359;360;361;362;363;364;365,posthoc_diagnostic,false
WGV35A_PAIR_0097,357,calibration,history_only_line_tangent,179.908087,-0.091913,6.570904,2.226034,1.940513,2.953103,11,347;348;349;350;351;352;353;354;355;356;357,posthoc_diagnostic,false
WGV35A_PAIR_0097,357,calibration,robust_median_displacement_direction,1.825086,1.825086,6.13061,4.378947,2.410242,4.998444,17,349;350;351;352;353;354;355;356;357;358;359;360;361;362;363;364;365,posthoc_diagnostic,false
WGV35A_PAIR_0097,357,calibration,leave_one_frame_out_plus_center_perturbation_uncertainty,178.899915,,,,,,29,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0100,358,calibration,symmetric_local_line_tangent,178.979816,-1.020184,7.003785,3.04523,1.598714,3.439377,17,350;351;352;353;354;355;356;357;358;359;360;361;362;363;364;365;366,posthoc_diagnostic,true
WGV35A_PAIR_0100,358,calibration,local_quadratic_tangent,178.979816,-1.020184,7.003785,2.766506,1.580289,3.186043,17,350;351;352;353;354;355;356;357;358;359;360;361;362;363;364;365;366,posthoc_diagnostic,false
WGV35A_PAIR_0100,358,calibration,history_only_line_tangent,179.250696,-0.749304,6.768761,2.25993,1.780981,2.877356,11,348;349;350;351;352;353;354;355;356;357;358,posthoc_diagnostic,false
WGV35A_PAIR_0100,358,calibration,robust_median_displacement_direction,1.825086,1.825086,6.13061,4.821922,2.21678,5.307075,17,350;351;352;353;354;355;356;357;358;359;360;361;362;363;364;365;366,posthoc_diagnostic,false
WGV35A_PAIR_0100,358,calibration,leave_one_frame_out_plus_center_perturbation_uncertainty,179.095302,,,,,,29,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0103,359,calibration,symmetric_local_line_tangent,178.867161,-1.132839,7.15255,2.538792,1.538465,2.968559,17,351;352;353;354;355;356;357;358;359;360;361;362;363;364;365;366;367,posthoc_diagnostic,true
WGV35A_PAIR_0103,359,calibration,local_quadratic_tangent,178.867161,-1.132839,7.15255,2.510022,1.49027,2.919095,17,351;352;353;354;355;356;357;358;359;360;361;362;363;364;365;366;367,posthoc_diagnostic,false
WGV35A_PAIR_0103,359,calibration,history_only_line_tangent,179.674452,-0.325548,6.662367,2.323892,1.810533,2.94593,11,349;350;351;352;353;354;355;356;357;358;359,posthoc_diagnostic,false
WGV35A_PAIR_0103,359,calibration,robust_median_displacement_direction,1.825086,1.825086,6.13061,4.523617,2.234349,5.045337,17,351;352;353;354;355;356;357;358;359;360;361;362;363;364;365;366;367,posthoc_diagnostic,false
WGV35A_PAIR_0103,359,calibration,leave_one_frame_out_plus_center_perturbation_uncertainty,179.004965,,,,,,29,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0106,360,calibration,symmetric_local_line_tangent,178.700265,-1.299735,7.130064,2.532356,1.461446,2.923808,17,352;353;354;355;356;357;358;359;360;361;362;363;364;365;366;367;368,posthoc_diagnostic,true
WGV35A_PAIR_0106,360,calibration,local_quadratic_tangent,178.700265,-1.299735,7.130064,2.491405,1.15412,2.745741,17,352;353;354;355;356;357;358;359;360;361;362;363;364;365;366;367;368,posthoc_diagnostic,false
WGV35A_PAIR_0106,360,calibration,history_only_line_tangent,179.675884,-0.324116,6.670898,2.328469,1.810381,2.949448,11,350;351;352;353;354;355;356;357;358;359;360,posthoc_diagnostic,false
WGV35A_PAIR_0106,360,calibration,robust_median_displacement_direction,0.030389,0.030389,6.127501,4.451923,1.800656,4.802289,17,352;353;354;355;356;357;358;359;360;361;362;363;364;365;366;367;368,posthoc_diagnostic,false
WGV35A_PAIR_0106,360,calibration,leave_one_frame_out_plus_center_perturbation_uncertainty,178.79031,,,,,,29,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0109,361,guard,symmetric_local_line_tangent,179.31495,-0.68505,6.946169,3.504725,1.279857,3.731103,17,353;354;355;356;357;358;359;360;361;362;363;364;365;366;367;368;369,posthoc_diagnostic,true
WGV35A_PAIR_0109,361,guard,local_quadratic_tangent,179.31495,-0.68505,6.946169,3.347362,1.141453,3.536629,17,353;354;355;356;357;358;359;360;361;362;363;364;365;366;367;368;369,posthoc_diagnostic,false
WGV35A_PAIR_0109,361,guard,history_only_line_tangent,178.509462,-1.490538,7.081382,1.637151,1.612096,2.297632,11,351;352;353;354;355;356;357;358;359;360;361,posthoc_diagnostic,false
WGV35A_PAIR_0109,361,guard,robust_median_displacement_direction,0.030389,0.030389,6.127501,5.113429,1.709444,5.3916,17,353;354;355;356;357;358;359;360;361;362;363;364;365;366;367;368;369,posthoc_diagnostic,false
WGV35A_PAIR_0109,361,guard,leave_one_frame_out_plus_center_perturbation_uncertainty,179.322592,,,,,,29,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0112,362,guard,symmetric_local_line_tangent,179.896588,-0.103412,6.922927,3.500413,1.326173,3.743211,17,354;355;356;357;358;359;360;361;362;363;364;365;366;367;368;369;370,posthoc_diagnostic,true
WGV35A_PAIR_0112,362,guard,local_quadratic_tangent,179.896588,-0.103412,6.922927,3.347087,1.154804,3.540701,17,354;355;356;357;358;359;360;361;362;363;364;365;366;367;368;369;370,posthoc_diagnostic,false
WGV35A_PAIR_0112,362,guard,history_only_line_tangent,177.444171,-2.555829,6.822132,1.89997,1.336998,2.323241,11,352;353;354;355;356;357;358;359;360;361;362,posthoc_diagnostic,false
WGV35A_PAIR_0112,362,guard,robust_median_displacement_direction,0.030389,0.030389,6.127501,5.598131,1.7532,5.866241,17,354;355;356;357;358;359;360;361;362;363;364;365;366;367;368;369;370,posthoc_diagnostic,false
WGV35A_PAIR_0112,362,guard,leave_one_frame_out_plus_center_perturbation_uncertainty,179.827016,,,,,,29,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0115,363,guard,symmetric_local_line_tangent,0.564499,0.564499,6.814437,3.679387,1.205924,3.871968,17,355;356;357;358;359;360;361;362;363;364;365;366;367;368;369;370;371,posthoc_diagnostic,true
WGV35A_PAIR_0115,363,guard,local_quadratic_tangent,0.564499,0.564499,6.814437,3.318844,1.111409,3.499994,17,355;356;357;358;359;360;361;362;363;364;365;366;367;368;369;370;371,posthoc_diagnostic,false
WGV35A_PAIR_0115,363,guard,history_only_line_tangent,177.657141,-2.342859,7.125092,2.396038,1.269851,2.711737,11,353;354;355;356;357;358;359;360;361;362;363,posthoc_diagnostic,false
WGV35A_PAIR_0115,363,guard,robust_median_displacement_direction,0.030389,0.030389,6.127501,5.689212,1.619724,5.915289,17,355;356;357;358;359;360;361;362;363;364;365;366;367;368;369;370;371,posthoc_diagnostic,false
WGV35A_PAIR_0115,363,guard,leave_one_frame_out_plus_center_perturbation_uncertainty,0.45558,,,,,,29,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0118,364,guard,symmetric_local_line_tangent,0.377935,0.377935,6.823069,3.69923,1.243805,3.902736,17,356;357;358;359;360;361;362;363;364;365;366;367;368;369;370;371;372,posthoc_diagnostic,true
WGV35A_PAIR_0118,364,guard,local_quadratic_tangent,0.377935,0.377935,6.823069,3.597915,1.219802,3.799067,17,356;357;358;359;360;361;362;363;364;365;366;367;368;369;370;371;372,posthoc_diagnostic,false
WGV35A_PAIR_0118,364,guard,history_only_line_tangent,178.024688,-1.975312,7.23947,2.432926,1.276532,2.747483,11,354;355;356;357;358;359;360;361;362;363;364,posthoc_diagnostic,false
WGV35A_PAIR_0118,364,guard,robust_median_displacement_direction,179.143995,-0.856005,6.35896,6.007572,1.687529,6.240086,17,356;357;358;359;360;361;362;363;364;365;366;367;368;369;370;371;372,posthoc_diagnostic,false
WGV35A_PAIR_0118,364,guard,leave_one_frame_out_plus_center_perturbation_uncertainty,0.265651,,,,,,29,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0121,365,guard,symmetric_local_line_tangent,0.586197,0.586197,6.776145,3.619708,1.24685,3.828436,17,357;358;359;360;361;362;363;364;365;366;367;368;369;370;371;372;373,posthoc_diagnostic,true
WGV35A_PAIR_0121,365,guard,local_quadratic_tangent,0.586197,0.586197,6.776145,3.607949,1.224663,3.810131,17,357;358;359;360;361;362;363;364;365;366;367;368;369;370;371;372;373,posthoc_diagnostic,false
WGV35A_PAIR_0121,365,guard,history_only_line_tangent,179.067476,-0.932524,7.071405,2.738812,1.215926,2.996593,11,355;356;357;358;359;360;361;362;363;364;365,posthoc_diagnostic,false
WGV35A_PAIR_0121,365,guard,robust_median_displacement_direction,0.034199,0.034199,5.445001,5.989477,1.69397,6.224417,17,357;358;359;360;361;362;363;364;365;366;367;368;369;370;371;372;373,posthoc_diagnostic,false
WGV35A_PAIR_0121,365,guard,leave_one_frame_out_plus_center_perturbation_uncertainty,0.52593,,,,,,29,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0123,366,guard,symmetric_local_line_tangent,0.45964,0.45964,6.843342,3.621636,1.196466,3.814155,17,358;359;360;361;362;363;364;365;366;367;368;369;370;371;372;373;374,posthoc_diagnostic,true
WGV35A_PAIR_0123,366,guard,local_quadratic_tangent,0.45964,0.45964,6.843342,3.610182,1.038551,3.756595,17,358;359;360;361;362;363;364;365;366;367;368;369;370;371;372;373;374,posthoc_diagnostic,false
WGV35A_PAIR_0123,366,guard,history_only_line_tangent,179.171738,-0.828262,7.254917,3.046398,1.229883,3.285294,11,356;357;358;359;360;361;362;363;364;365;366,posthoc_diagnostic,false
WGV35A_PAIR_0123,366,guard,robust_median_displacement_direction,0.030593,0.030593,6.086751,5.893908,1.425441,6.06383,17,358;359;360;361;362;363;364;365;366;367;368;369;370;371;372;373;374,posthoc_diagnostic,false
WGV35A_PAIR_0123,366,guard,leave_one_frame_out_plus_center_perturbation_uncertainty,0.412923,,,,,,29,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0126,367,guard,symmetric_local_line_tangent,1.427324,1.427324,6.805871,3.66113,1.359717,3.905471,17,359;360;361;362;363;364;365;366;367;368;369;370;371;372;373;374;375,posthoc_diagnostic,true
WGV35A_PAIR_0126,367,guard,local_quadratic_tangent,1.427324,1.427324,6.805871,3.590337,1.136833,3.76602,17,359;360;361;362;363;364;365;366;367;368;369;370;371;372;373;374;375,posthoc_diagnostic,false
WGV35A_PAIR_0126,367,guard,history_only_line_tangent,179.907203,-0.092797,7.153773,3.005657,1.352122,3.295786,11,357;358;359;360;361;362;363;364;365;366;367,posthoc_diagnostic,false
WGV35A_PAIR_0126,367,guard,robust_median_displacement_direction,2.290892,2.290892,6.091619,5.875502,1.686855,6.112856,17,359;360;361;362;363;364;365;366;367;368;369;370;371;372;373;374;375,posthoc_diagnostic,false
WGV35A_PAIR_0126,367,guard,leave_one_frame_out_plus_center_perturbation_uncertainty,1.416101,,,,,,29,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0130,368,guard,symmetric_local_line_tangent,2.168211,2.168211,6.512041,4.249889,1.223244,4.42243,17,360;361;362;363;364;365;366;367;368;369;370;371;372;373;374;375;376,posthoc_diagnostic,true
WGV35A_PAIR_0130,368,guard,local_quadratic_tangent,2.168211,2.168211,6.512041,3.991101,1.100125,4.139947,17,360;361;362;363;364;365;366;367;368;369;370;371;372;373;374;375;376,posthoc_diagnostic,false
WGV35A_PAIR_0130,368,guard,history_only_line_tangent,179.401894,-0.598106,7.281456,2.860186,1.204649,3.103521,11,358;359;360;361;362;363;364;365;366;367;368,posthoc_diagnostic,false
WGV35A_PAIR_0130,368,guard,robust_median_displacement_direction,2.748178,2.748178,5.078591,6.28736,1.636673,6.496892,17,360;361;362;363;364;365;366;367;368;369;370;371;372;373;374;375;376,posthoc_diagnostic,false
WGV35A_PAIR_0130,368,guard,leave_one_frame_out_plus_center_perturbation_uncertainty,2.104125,,,,,,29,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0133,369,guard,symmetric_local_line_tangent,2.180427,2.180427,6.625737,4.646278,1.220119,4.80381,17,361;362;363;364;365;366;367;368;369;370;371;372;373;374;375;376;377,posthoc_diagnostic,true
WGV35A_PAIR_0133,369,guard,local_quadratic_tangent,2.180427,2.180427,6.625737,4.646272,1.195865,4.797702,17,361;362;363;364;365;366;367;368;369;370;371;372;373;374;375;376;377,posthoc_diagnostic,false
WGV35A_PAIR_0133,369,guard,history_only_line_tangent,0.130914,0.130914,6.853372,4.160491,1.123811,4.309599,11,359;360;361;362;363;364;365;366;367;368;369,posthoc_diagnostic,false
WGV35A_PAIR_0133,369,guard,robust_median_displacement_direction,0.036708,0.036708,5.072751,7.844424,1.582768,8.002508,17,361;362;363;364;365;366;367;368;369;370;371;372;373;374;375;376;377,posthoc_diagnostic,false
WGV35A_PAIR_0133,369,guard,leave_one_frame_out_plus_center_perturbation_uncertainty,2.048237,,,,,,29,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0135,370,guard,symmetric_local_line_tangent,2.514032,2.514032,6.471811,4.949269,1.185127,5.089184,17,362;363;364;365;366;367;368;369;370;371;372;373;374;375;376;377;378,posthoc_diagnostic,true
WGV35A_PAIR_0135,370,guard,local_quadratic_tangent,2.514032,2.514032,6.471811,4.866509,1.18095,5.00775,17,362;363;364;365;366;367;368;369;370;371;372;373;374;375;376;377;378,posthoc_diagnostic,false
WGV35A_PAIR_0135,370,guard,history_only_line_tangent,1.633639,1.633639,6.682853,3.999714,0.999339,4.122668,11,360;361;362;363;364;365;366;367;368;369;370,posthoc_diagnostic,false
WGV35A_PAIR_0135,370,guard,robust_median_displacement_direction,3.263492,3.263492,5.08099,8.481329,1.829978,8.676506,17,362;363;364;365;366;367;368;369;370;371;372;373;374;375;376;377;378,posthoc_diagnostic,false
WGV35A_PAIR_0135,370,guard,leave_one_frame_out_plus_center_perturbation_uncertainty,2.521488,,,,,,29,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0138,371,posthoc_diagnosis,symmetric_local_line_tangent,2.290055,2.290055,6.412588,4.774867,1.307479,4.950642,17,363;364;365;366;367;368;369;370;371;372;373;374;375;376;377;378;379,posthoc_diagnostic,true
WGV35A_PAIR_0138,371,posthoc_diagnosis,local_quadratic_tangent,2.290055,2.290055,6.412588,4.752745,1.202947,4.902618,17,363;364;365;366;367;368;369;370;371;372;373;374;375;376;377;378;379,posthoc_diagnostic,false
WGV35A_PAIR_0138,371,posthoc_diagnosis,history_only_line_tangent,2.226799,2.226799,6.381269,4.028902,0.984199,4.147373,11,361;362;363;364;365;366;367;368;369;370;371,posthoc_diagnostic,false
WGV35A_PAIR_0138,371,posthoc_diagnosis,robust_median_displacement_direction,3.263492,3.263492,5.08099,8.563259,1.797358,8.749852,17,363;364;365;366;367;368;369;370;371;372;373;374;375;376;377;378;379,posthoc_diagnostic,false
WGV35A_PAIR_0138,371,posthoc_diagnosis,leave_one_frame_out_plus_center_perturbation_uncertainty,2.333506,,,,,,29,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0140,372,posthoc_diagnosis,symmetric_local_line_tangent,1.502911,1.502911,6.349223,4.907499,1.249256,5.06401,17,364;365;366;367;368;369;370;371;372;373;374;375;376;377;378;379;380,posthoc_diagnostic,true
WGV35A_PAIR_0140,372,posthoc_diagnosis,local_quadratic_tangent,1.502911,1.502911,6.349223,4.888221,1.158365,5.023596,17,364;365;366;367;368;369;370;371;372;373;374;375;376;377;378;379;380,posthoc_diagnostic,false
WGV35A_PAIR_0140,372,posthoc_diagnosis,history_only_line_tangent,1.797754,1.797754,6.579784,4.24538,1.11742,4.389975,11,362;363;364;365;366;367;368;369;370;371;372,posthoc_diagnostic,false
WGV35A_PAIR_0140,372,posthoc_diagnosis,robust_median_displacement_direction,1.635091,1.635091,3.85507,9.020086,1.602043,9.161249,17,364;365;366;367;368;369;370;371;372;373;374;375;376;377;378;379;380,posthoc_diagnostic,false
WGV35A_PAIR_0140,372,posthoc_diagnosis,leave_one_frame_out_plus_center_perturbation_uncertainty,1.530603,,,,,,29,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0143,373,posthoc_diagnosis,symmetric_local_line_tangent,1.029869,1.029869,6.364779,4.906749,1.264232,5.066998,17,365;366;367;368;369;370;371;372;373;374;375;376;377;378;379;380;381,posthoc_diagnostic,true
WGV35A_PAIR_0143,373,posthoc_diagnosis,local_quadratic_tangent,1.029869,1.029869,6.364779,4.877139,1.147414,5.010294,17,365;366;367;368;369;370;371;372;373;374;375;376;377;378;379;380;381,posthoc_diagnostic,false
WGV35A_PAIR_0143,373,posthoc_diagnosis,history_only_line_tangent,2.362084,2.362084,6.383019,3.858553,1.034325,3.994779,11,363;364;365;366;367;368;369;370;371;372;373,posthoc_diagnostic,false
WGV35A_PAIR_0143,373,posthoc_diagnosis,robust_median_displacement_direction,0.567101,0.567101,5.986293,8.757588,1.514906,8.887649,17,365;366;367;368;369;370;371;372;373;374;375;376;377;378;379;380;381,posthoc_diagnostic,false
WGV35A_PAIR_0143,373,posthoc_diagnosis,leave_one_frame_out_plus_center_perturbation_uncertainty,1.072858,,,,,,29,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0146,374,posthoc_diagnosis,symmetric_local_line_tangent,0.476492,0.476492,6.078036,5.101917,1.352666,5.278188,17,366;367;368;369;370;371;372;373;374;375;376;377;378;379;380;381;382,posthoc_diagnostic,true
WGV35A_PAIR_0146,374,posthoc_diagnosis,local_quadratic_tangent,0.476492,0.476492,6.078036,5.030999,1.136032,5.157666,17,366;367;368;369;370;371;372;373;374;375;376;377;378;379;380;381;382,posthoc_diagnostic,false
WGV35A_PAIR_0146,374,posthoc_diagnosis,history_only_line_tangent,1.504311,1.504311,6.651574,3.889276,0.794691,3.969635,11,364;365;366;367;368;369;370;371;372;373;374,posthoc_diagnostic,false
WGV35A_PAIR_0146,374,posthoc_diagnosis,robust_median_displacement_direction,179.955394,-0.044606,3.853501,8.81868,1.51478,8.947831,17,366;367;368;369;370;371;372;373;374;375;376;377;378;379;380;381;382,posthoc_diagnostic,false
WGV35A_PAIR_0146,374,posthoc_diagnosis,leave_one_frame_out_plus_center_perturbation_uncertainty,0.507397,,,,,,29,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0149,375,posthoc_diagnosis,symmetric_local_line_tangent,179.883721,-0.116279,6.374853,5.577039,1.368464,5.742478,17,367;368;369;370;371;372;373;374;375;376;377;378;379;380;381;382;383,posthoc_diagnostic,true
WGV35A_PAIR_0149,375,posthoc_diagnosis,local_quadratic_tangent,179.883721,-0.116279,6.374853,5.576881,1.123074,5.68884,17,367;368;369;370;371;372;373;374;375;376;377;378;379;380;381;382;383,posthoc_diagnostic,false
WGV35A_PAIR_0149,375,posthoc_diagnosis,history_only_line_tangent,2.410797,2.410797,6.672742,3.866795,1.133473,4.029499,11,365;366;367;368;369;370;371;372;373;374;375,posthoc_diagnostic,false
WGV35A_PAIR_0149,375,posthoc_diagnosis,robust_median_displacement_direction,179.459219,-0.540781,5.986267,9.820996,1.454284,9.928086,17,367;368;369;370;371;372;373;374;375;376;377;378;379;380;381;382;383,posthoc_diagnostic,false
WGV35A_PAIR_0149,375,posthoc_diagnosis,leave_one_frame_out_plus_center_perturbation_uncertainty,179.969155,,,,,,29,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0152,376,posthoc_diagnosis,symmetric_local_line_tangent,179.544627,-0.455373,6.259236,5.817688,1.409143,5.985915,17,368;369;370;371;372;373;374;375;376;377;378;379;380;381;382;383;384,posthoc_diagnostic,true
WGV35A_PAIR_0152,376,posthoc_diagnosis,local_quadratic_tangent,179.544627,-0.455373,6.259236,5.703956,1.05375,5.800475,17,368;369;370;371;372;373;374;375;376;377;378;379;380;381;382;383;384,posthoc_diagnostic,false
WGV35A_PAIR_0152,376,posthoc_diagnosis,history_only_line_tangent,3.003394,3.003394,6.005417,4.356609,1.162626,4.509073,11,366;367;368;369;370;371;372;373;374;375;376,posthoc_diagnostic,false
WGV35A_PAIR_0152,376,posthoc_diagnosis,robust_median_displacement_direction,179.144903,-0.855097,3.785922,10.792079,1.443526,10.888192,17,368;369;370;371;372;373;374;375;376;377;378;379;380;381;382;383;384,posthoc_diagnostic,false
WGV35A_PAIR_0152,376,posthoc_diagnosis,leave_one_frame_out_plus_center_perturbation_uncertainty,179.661479,,,,,,29,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0156,377,posthoc_diagnosis,symmetric_local_line_tangent,179.088276,-0.911724,6.491079,6.137447,1.408269,6.296942,17,369;370;371;372;373;374;375;376;377;378;379;380;381;382;383;384;385,posthoc_diagnostic,true
WGV35A_PAIR_0156,377,posthoc_diagnosis,local_quadratic_tangent,179.088276,-0.911724,6.491079,6.12653,1.045877,6.215162,17,369;370;371;372;373;374;375;376;377;378;379;380;381;382;383;384;385,posthoc_diagnostic,false
WGV35A_PAIR_0156,377,posthoc_diagnosis,history_only_line_tangent,2.222682,2.222682,6.705659,4.979288,1.209729,5.124134,11,367;368;369;370;371;372;373;374;375;376;377,posthoc_diagnostic,false
WGV35A_PAIR_0156,377,posthoc_diagnosis,robust_median_displacement_direction,179.485967,-0.514033,6.297753,11.051783,1.444894,11.145834,17,369;370;371;372;373;374;375;376;377;378;379;380;381;382;383;384;385,posthoc_diagnostic,false
WGV35A_PAIR_0156,377,posthoc_diagnosis,leave_one_frame_out_plus_center_perturbation_uncertainty,179.220084,,,,,,29,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0159,378,posthoc_diagnosis,symmetric_local_line_tangent,178.46508,-1.53492,6.365673,5.863864,1.303005,6.006889,17,370;371;372;373;374;375;376;377;378;379;380;381;382;383;384;385;386,posthoc_diagnostic,true
WGV35A_PAIR_0159,378,posthoc_diagnosis,local_quadratic_tangent,178.46508,-1.53492,6.365673,5.798167,1.05869,5.894028,17,370;371;372;373;374;375;376;377;378;379;380;381;382;383;384;385;386,posthoc_diagnostic,false
WGV35A_PAIR_0159,378,posthoc_diagnosis,history_only_line_tangent,2.781597,2.781597,6.482633,5.353702,1.198685,5.486253,11,368;369;370;371;372;373;374;375;376;377;378,posthoc_diagnostic,false
