response_unit_id,source_response_box_id,source_r1_family_id,sar_frame,measurement_region_type,geometry_origin_status,sar_origin_x,sar_origin_y,response_center_x,response_center_y,range_unit_x,range_unit_y,azimuth_unit_x,azimuth_unit_y,boundary_family_id,boundary_contact_state,mask_state,sample_group,is_gt_local_positive_control,is_registered_background_counterexample,is_boundary_censored_response,is_unresolved_control,core_atom_ids,optional_atom_ids,core_atom_roles,all_atom_roles,background_counterexample_atom_ids,region_bbox,pixel_count,rect_pixel_count,raw_intensity_sum,background_estimate,background_sample_count,background_source,background_subtracted_energy,energy_valid,range_weighted_mean,azimuth_weighted_mean,range_weighted_std,azimuth_weighted_std,range_p50_width,range_p80_width,range_p90_width,azimuth_p50_width,azimuth_p80_width,azimuth_p90_width,range_to_azimuth_p80_ratio,range_to_azimuth_p90_ratio,principal_axis_major_std,principal_axis_minor_std,principal_axis_ratio,principal_axis_angle_image_deg,principal_axis_angle_to_range_deg,principal_axis_angle_to_azimuth_deg,energy_centroid_x,energy_centroid_y,energy_centroid_offset_px,boundary_variant_count,boundary_variant_range_p80_min,boundary_variant_range_p80_max,boundary_variant_range_p80_dispersion,boundary_variant_azimuth_p80_min,boundary_variant_azimuth_p80_max,boundary_variant_azimuth_p80_dispersion,gt_pair_ids,matched_gt_pair_id,matched_gt_instance_id,gt_max_iou,gt_max_coverage,gt_max_prediction_purity,matched_gt_bbox_width_px,matched_gt_bbox_height_px,low_energy_flag,too_few_pixels_flag,boundary_censored_flag,mask_censored_flag,background_contaminated_flag,measurement_reliability,measurement_exclusion_reason,sar_gray_image_relpath,visual_review_relpath
R21B00063,R21B00063,R21R1F00045,52,conservative_response_region,configured_fan_center_px_1154_0_1330_6_reused_from_wgv3_5a_r2c,1154,1330.6,1108.5,1162,-0.260548,-0.965461,0.965461,-0.260548,R21R11BF00046,single_consensus_bbox,no_mask_audit_row,unresolved_control,false,false,false,true,R21A00048,R21A00050;R21A00051,side_ridge_candidate,isolated_small_atom;side_ridge_candidate;unresolved_atom,,"1024,1135,1193,1189",9126,9126,407286,37,21096,local_ring_excluding_frozen_responses,85288,true,2.796582,13.673699,19.964237,42.506318,20.720758,53.532109,61.441328,56.24124,114.168887,137.002664,0.468885,0.448468,44.850878,13.919647,3.222128,4.510167,70.387226,19.612774,1120.972775,1155.737349,13.956751,1,53.532109,53.532109,0,114.168887,114.168887,0,,,,,,,,,false,false,false,false,false,valid,,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000052.png,
R21B00064,R21B00064,R21R1F00045,52,core_region,configured_fan_center_px_1154_0_1330_6_reused_from_wgv3_5a_r2c,1154,1330.6,1186.5,1141,0.168949,-0.985625,0.985625,0.168949,R21R11BF00047,single_consensus_bbox,no_mask_audit_row,unresolved_control,false,false,false,true,R21A00050,R21A00048;R21A00051,unresolved_atom,isolated_small_atom;side_ridge_candidate;unresolved_atom,,"1180,1135,1193,1147",156,156,8648,43,550,local_ring_excluding_frozen_responses,2195,true,2.419598,1.968945,2.666461,2.840585,2.956874,6.082698,7.941141,3.294773,5.94182,8.391846,1.02371,0.946293,2.840931,2.666092,1.065579,7.136044,87.409304,2.590696,1188.849431,1138.947836,3.119487,1,6.082698,6.082698,0,5.94182,5.94182,0,,,,,,,,,false,false,false,false,false,valid,,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000052.png,
R21B00064,R21B00064,R21R1F00045,52,conservative_response_region,configured_fan_center_px_1154_0_1330_6_reused_from_wgv3_5a_r2c,1154,1330.6,1186.5,1141,0.168949,-0.985625,0.985625,0.168949,R21R11BF00047,single_consensus_bbox,no_mask_audit_row,unresolved_control,false,false,false,true,R21A00050,R21A00048;R21A00051,unresolved_atom,isolated_small_atom;side_ridge_candidate;unresolved_atom,,"1180,1135,1193,1147",156,156,8648,43,550,local_ring_excluding_frozen_responses,2195,true,2.419598,1.968945,2.666461,2.840585,2.956874,6.082698,7.941141,3.294773,5.94182,8.391846,1.02371,0.946293,2.840931,2.666092,1.065579,7.136044,87.409304,2.590696,1188.849431,1138.947836,3.119487,1,6.082698,6.082698,0,5.94182,5.94182,0,,,,,,,,,false,false,false,false,false,valid,,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000052.png,
R21B00065,R21B00065,R21R1F00046,52,core_region,configured_fan_center_px_1154_0_1330_6_reused_from_wgv3_5a_r2c,1154,1330.6,1156,1204,0.015796,-0.999875,0.999875,0.015796,R21R11BF00048,single_consensus_bbox,no_mask_audit_row,registered_background_counterexample,false,true,false,false,R21A00051,R21A00048;R21A00050,isolated_small_atom,isolated_small_atom;side_ridge_candidate;unresolved_atom,,"1144,1201,1168,1207",144,144,6792,40,1000,local_ring_excluding_frozen_responses,1261,true,0.79687,-0.289784,1.539624,5.099544,1.205221,3.17338,4.315417,4.015297,13.014174,17.981958,0.24384,0.239986,5.112662,1.495486,3.418728,176.611703,85.706632,4.293368,1155.722839,1203.198652,0.847925,1,3.17338,3.17338,0,13.014174,13.014174,0,,,,,,,,,false,false,false,false,false,valid,,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000052.png,
R21B00065,R21B00065,R21R1F00046,52,conservative_response_region,configured_fan_center_px_1154_0_1330_6_reused_from_wgv3_5a_r2c,1154,1330.6,1156,1204,0.015796,-0.999875,0.999875,0.015796,R21R11BF00048,single_consensus_bbox,no_mask_audit_row,registered_background_counterexample,false,true,false,false,R21A00051,R21A00048;R21A00050,isolated_small_atom,isolated_small_atom;side_ridge_candidate;unresolved_atom,,"1144,1201,1168,1207",144,144,6792,40,1000,local_ring_excluding_frozen_responses,1261,true,0.79687,-0.289784,1.539624,5.099544,1.205221,3.17338,4.315417,4.015297,13.014174,17.981958,0.24384,0.239986,5.112662,1.495486,3.418728,176.611703,85.706632,4.293368,1155.722839,1203.198652,0.847925,1,3.17338,3.17338,0,13.014174,13.014174,0,,,,,,,,,false,false,false,false,false,valid,,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000052.png,
R21B00066,R21B00066,R21R1F00045,52,core_region,configured_fan_center_px_1154_0_1330_6_reused_from_wgv3_5a_r2c,1154,1330.6,1108.5,1162,-0.260548,-0.965461,0.965461,-0.260548,R21R11BF00046,single_consensus_bbox,no_mask_audit_row,unresolved_control,false,false,false,true,R21A00048;R21A00050,R21A00051,side_ridge_candidate;unresolved_atom,isolated_small_atom;side_ridge_candidate;unresolved_atom,,"1024,1135,1193,1189",9126,9126,407286,37,21096,local_ring_excluding_frozen_responses,85288,true,2.796582,13.673699,19.964237,42.506318,20.720758,53.532109,61.441328,56.24124,114.168887,137.002664,0.468885,0.448468,44.850878,13.919647,3.222128,4.510167,70.387226,19.612774,1120.972775,1155.737349,13.956751,1,53.532109,53.532109,0,114.168887,114.168887,0,,,,,,,,,false,false,false,false,false,valid,,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000052.png,
R21B00066,R21B00066,R21R1F00045,52,conservative_response_region,configured_fan_center_px_1154_0_1330_6_reused_from_wgv3_5a_r2c,1154,1330.6,1108.5,1162,-0.260548,-0.965461,0.965461,-0.260548,R21R11BF00046,single_consensus_bbox,no_mask_audit_row,unresolved_control,false,false,false,true,R21A00048;R21A00050,R21A00051,side_ridge_candidate;unresolved_atom,isolated_small_atom;side_ridge_candidate;unresolved_atom,,"1024,1135,1193,1189",9126,9126,407286,37,21096,local_ring_excluding_frozen_responses,85288,true,2.796582,13.673699,19.964237,42.506318,20.720758,53.532109,61.441328,56.24124,114.168887,137.002664,0.468885,0.448468,44.850878,13.919647,3.222128,4.510167,70.387226,19.612774,1120.972775,1155.737349,13.956751,1,53.532109,53.532109,0,114.168887,114.168887,0,,,,,,,,,false,false,false,false,false,valid,,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000052.png,
R21B00067,R21B00067,R21R1F00047,60,core_region,configured_fan_center_px_1154_0_1330_6_reused_from_wgv3_5a_r2c,1154,1330.6,1156,1225,0.018936,-0.999821,0.999821,0.018936,R21R11BF00049,single_consensus_bbox,no_mask_audit_row,unresolved_control,false,false,false,true,R21A00053,R21A00054,body_core_candidate,body_core_candidate;isolated_small_atom,,"1126,1207,1186,1243",2160,2160,102896,37,5346,local_ring_excluding_frozen_responses,24938,true,-0.968786,0.272624,8.16325,14.331324,9.54753,22.352052,27.99498,21.412827,38.182547,45.522139,0.5854,0.614975,14.432059,7.983807,1.807666,9.224474,81.860543,8.139457,1156.25423,1225.973775,1.006415,1,22.352052,22.352052,0,38.182547,38.182547,0,,,,,,,,,false,false,false,false,false,valid,,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000060.png,
R21B00067,R21B00067,R21R1F00047,60,conservative_response_region,configured_fan_center_px_1154_0_1330_6_reused_from_wgv3_5a_r2c,1154,1330.6,1156,1225,0.018936,-0.999821,0.999821,0.018936,R21R11BF00049,single_consensus_bbox,no_mask_audit_row,unresolved_control,false,false,false,true,R21A00053,R21A00054,body_core_candidate,body_core_candidate;isolated_small_atom,,"1126,1207,1186,1243",2160,2160,102896,37,5346,local_ring_excluding_frozen_responses,24938,true,-0.968786,0.272624,8.16325,14.331324,9.54753,22.352052,27.99498,21.412827,38.182547,45.522139,0.5854,0.614975,14.432059,7.983807,1.807666,9.224474,81.860543,8.139457,1156.25423,1225.973775,1.006415,1,22.352052,22.352052,0,38.182547,38.182547,0,,,,,,,,,false,false,false,false,false,valid,,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000060.png,
R21B00068,R21B00068,R21R1F00048,60,core_region,configured_fan_center_px_1154_0_1330_6_reused_from_wgv3_5a_r2c,1154,1330.6,1177,1258,0.302011,-0.953304,0.953304,0.302011,R21R11BF00050,single_consensus_bbox,no_mask_audit_row,registered_background_counterexample,false,true,false,false,R21A00054,R21A00053,isolated_small_atom,body_core_candidate;isolated_small_atom,,"1162,1249,1192,1267",540,540,23036,38,1365,local_ring_excluding_frozen_responses,3169,true,-0.33848,1.806492,5.308449,8.316636,7.579164,14.299566,17.017666,12.090946,22.671838,25.993959,0.630719,0.654678,8.502063,5.006094,1.698343,2.687409,75.108978,14.891022,1178.619912,1258.868255,1.837928,1,14.299566,14.299566,0,22.671838,22.671838,0,,,,,,,,,false,false,false,false,false,valid,,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000060.png,
R21B00068,R21B00068,R21R1F00048,60,conservative_response_region,configured_fan_center_px_1154_0_1330_6_reused_from_wgv3_5a_r2c,1154,1330.6,1177,1258,0.302011,-0.953304,0.953304,0.302011,R21R11BF00050,single_consensus_bbox,no_mask_audit_row,registered_background_counterexample,false,true,false,false,R21A00054,R21A00053,isolated_small_atom,body_core_candidate;isolated_small_atom,,"1162,1249,1192,1267",540,540,23036,38,1365,local_ring_excluding_frozen_responses,3169,true,-0.33848,1.806492,5.308449,8.316636,7.579164,14.299566,17.017666,12.090946,22.671838,25.993959,0.630719,0.654678,8.502063,5.006094,1.698343,2.687409,75.108978,14.891022,1178.619912,1258.868255,1.837928,1,14.299566,14.299566,0,22.671838,22.671838,0,,,,,,,,,false,false,false,false,false,valid,,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000060.png,
R21B00069,R21B00069,R21R1F00049,77,core_region,configured_fan_center_px_1154_0_1330_6_reused_from_wgv3_5a_r2c,1154,1330.6,1206,1148,0.273886,-0.961762,0.961762,0.273886,R21R11BF00051,multiple_boundary_variants,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0206,registered_background_counterexample+boundary_censored_response,false,true,true,false,R21A00055,R21A00056;R21A00057;R21A00058;R21A00059;R21A00060,unresolved_atom,body_core_candidate;isolated_small_atom;side_ridge_candidate;unresolved_atom,R21A00055,"1146,1133,1266,1163",3600,3600,188825,38,10656,local_ring_excluding_frozen_responses,54489,true,-2.15821,-9.182552,10.964079,30.916096,12.477625,27.547689,35.503032,48.635877,78.304078,93.704913,0.351804,0.378881,32.113301,6.689689,4.800418,179.840074,73.944421,16.055579,1196.577465,1147.56071,9.432769,3,27.547689,105.252378,77.704689,78.304078,89.985327,11.681248,WGV35A_PAIR_0206,WGV35A_PAIR_0206,319,0,0,0,169.29,74.106,false,false,true,false,false,valid_boundary_or_mask_limited,,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000077.png,
R21B00069,R21B00069,R21R1F00049,77,conservative_response_region,configured_fan_center_px_1154_0_1330_6_reused_from_wgv3_5a_r2c,1154,1330.6,1206,1148,0.273886,-0.961762,0.961762,0.273886,R21R11BF00051,multiple_boundary_variants,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0206,registered_background_counterexample+boundary_censored_response,false,true,true,false,R21A00055,R21A00056;R21A00057;R21A00058;R21A00059;R21A00060,unresolved_atom,body_core_candidate;isolated_small_atom;side_ridge_candidate;unresolved_atom,R21A00055,"1146,1133,1266,1163",3600,3600,188825,38,10656,local_ring_excluding_frozen_responses,54489,true,-2.15821,-9.182552,10.964079,30.916096,12.477625,27.547689,35.503032,48.635877,78.304078,93.704913,0.351804,0.378881,32.113301,6.689689,4.800418,179.840074,73.944421,16.055579,1196.577465,1147.56071,9.432769,3,27.547689,105.252378,77.704689,78.304078,89.985327,11.681248,WGV35A_PAIR_0206,WGV35A_PAIR_0206,319,0,0,0,169.29,74.106,false,false,true,false,false,valid_boundary_or_mask_limited,,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000077.png,
R21B00070,R21B00070,R21R1F00050,77,core_region,configured_fan_center_px_1154_0_1330_6_reused_from_wgv3_5a_r2c,1154,1330.6,1197,1229,0.389758,-0.920917,0.920917,0.389758,R21R11BF00052,single_consensus_bbox,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0206,gt_local_positive_control+boundary_censored_response,true,false,true,false,R21A00056,R21A00055;R21A00057;R21A00058;R21A00060,body_core_candidate,body_core_candidate;isolated_small_atom;side_ridge_candidate;unresolved_atom,,"1146,1187,1248,1271",8568,8568,372487,33,12096,local_ring_excluding_frozen_responses,92902,true,-0.685079,-0.109833,25.489351,24.163451,37.199254,67.158068,79.771733,32.908287,66.554396,80.01284,1.00907,0.996987,28.420288,20.636536,1.377183,152.975431,40.035972,49.964028,1196.631838,1229.588093,0.693827,1,67.158068,67.158068,0,66.554396,66.554396,0,WGV35A_PAIR_0206,WGV35A_PAIR_0206,319,0.20521,0.286556,0.419579,169.29,74.106,false,false,true,false,false,valid_boundary_or_mask_limited,,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000077.png,
R21B00070,R21B00070,R21R1F00050,77,conservative_response_region,configured_fan_center_px_1154_0_1330_6_reused_from_wgv3_5a_r2c,1154,1330.6,1197,1229,0.389758,-0.920917,0.920917,0.389758,R21R11BF00052,single_consensus_bbox,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0206,gt_local_positive_control+boundary_censored_response,true,false,true,false,R21A00056,R21A00055;R21A00057;R21A00058;R21A00060,body_core_candidate,body_core_candidate;isolated_small_atom;side_ridge_candidate;unresolved_atom,,"1146,1187,1248,1271",8568,8568,372487,33,12096,local_ring_excluding_frozen_responses,92902,true,-0.685079,-0.109833,25.489351,24.163451,37.199254,67.158068,79.771733,32.908287,66.554396,80.01284,1.00907,0.996987,28.420288,20.636536,1.377183,152.975431,40.035972,49.964028,1196.631838,1229.588093,0.693827,1,67.158068,67.158068,0,66.554396,66.554396,0,WGV35A_PAIR_0206,WGV35A_PAIR_0206,319,0.20521,0.286556,0.419579,169.29,74.106,false,false,true,false,false,valid_boundary_or_mask_limited,,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000077.png,
R21B00071,R21B00071,R21R1F00051,77,core_region,configured_fan_center_px_1154_0_1330_6_reused_from_wgv3_5a_r2c,1154,1330.6,1239,1178,0.486615,-0.873617,0.873617,0.486615,R21R11BF00053,single_consensus_bbox,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0206,gt_local_positive_control+boundary_censored_response,true,false,true,false,R21A00057,R21A00055;R21A00056;R21A00058;R21A00059;R21A00060,side_ridge_candidate,body_core_candidate;isolated_small_atom;side_ridge_candidate;unresolved_atom,,"1224,1169,1254,1187",540,540,25319,32,0,frame_fan_fallback_excluding_frozen_responses,8087,true,-0.732998,0.216992,5.58575,7.537552,7.111446,14.088929,18.667688,12.230633,19.717631,23.112485,0.714535,0.807688,8.432957,4.111026,2.051302,178.215391,59.097068,30.902932,1238.83288,1178.74595,0.764442,1,14.088929,14.088929,0,19.717631,19.717631,0,WGV35A_PAIR_0206,WGV35A_PAIR_0206,319,0.041728,0.041781,0.970667,169.29,74.106,false,false,true,false,true,valid_boundary_or_mask_limited,,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000077.png,
R21B00071,R21B00071,R21R1F00051,77,conservative_response_region,configured_fan_center_px_1154_0_1330_6_reused_from_wgv3_5a_r2c,1154,1330.6,1239,1178,0.486615,-0.873617,0.873617,0.486615,R21R11BF00053,single_consensus_bbox,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0206,gt_local_positive_control+boundary_censored_response,true,false,true,false,R21A00057,R21A00055;R21A00056;R21A00058;R21A00059;R21A00060,side_ridge_candidate,body_core_candidate;isolated_small_atom;side_ridge_candidate;unresolved_atom,,"1224,1169,1254,1187",540,540,25319,32,0,frame_fan_fallback_excluding_frozen_responses,8087,true,-0.732998,0.216992,5.58575,7.537552,7.111446,14.088929,18.667688,12.230633,19.717631,23.112485,0.714535,0.807688,8.432957,4.111026,2.051302,178.215391,59.097068,30.902932,1238.83288,1178.74595,0.764442,1,14.088929,14.088929,0,19.717631,19.717631,0,WGV35A_PAIR_0206,WGV35A_PAIR_0206,319,0.041728,0.041781,0.970667,169.29,74.106,false,false,true,false,true,valid_boundary_or_mask_limited,,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000077.png,
R21B00072,R21B00072,R21R1F00052,77,core_region,configured_fan_center_px_1154_0_1330_6_reused_from_wgv3_5a_r2c,1154,1330.6,1272,1169,0.589716,-0.807611,0.807611,0.589716,R21R11BF00054,single_consensus_bbox,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0206,gt_local_positive_control+boundary_censored_response,true,false,true,false,R21A00058,R21A00055;R21A00056;R21A00057;R21A00059;R21A00060,unresolved_atom,body_core_candidate;isolated_small_atom;side_ridge_candidate;unresolved_atom,,"1260,1151,1284,1187",864,864,41191,39,1159,local_ring_excluding_frozen_responses,7963,true,-1.491982,-0.041407,8.388758,7.793291,12.114162,21.895449,25.779577,11.050675,20.614066,25.023941,1.062161,1.030197,9.82228,5.88468,1.669127,85.618442,40.518403,49.481597,1271.086714,1170.180522,1.492557,1,21.895449,21.895449,0,20.614066,20.614066,0,WGV35A_PAIR_0206,WGV35A_PAIR_0206,319,0.032281,0.033425,0.485333,169.29,74.106,false,false,true,false,false,valid_boundary_or_mask_limited,,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000077.png,
R21B00072,R21B00072,R21R1F00052,77,conservative_response_region,configured_fan_center_px_1154_0_1330_6_reused_from_wgv3_5a_r2c,1154,1330.6,1272,1169,0.589716,-0.807611,0.807611,0.589716,R21R11BF00054,single_consensus_bbox,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0206,gt_local_positive_control+boundary_censored_response,true,false,true,false,R21A00058,R21A00055;R21A00056;R21A00057;R21A00059;R21A00060,unresolved_atom,body_core_candidate;isolated_small_atom;side_ridge_candidate;unresolved_atom,,"1260,1151,1284,1187",864,864,41191,39,1159,local_ring_excluding_frozen_responses,7963,true,-1.491982,-0.041407,8.388758,7.793291,12.114162,21.895449,25.779577,11.050675,20.614066,25.023941,1.062161,1.030197,9.82228,5.88468,1.669127,85.618442,40.518403,49.481597,1271.086714,1170.180522,1.492557,1,21.895449,21.895449,0,20.614066,20.614066,0,WGV35A_PAIR_0206,WGV35A_PAIR_0206,319,0.032281,0.033425,0.485333,169.29,74.106,false,false,true,false,false,valid_boundary_or_mask_limited,,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000077.png,
R21B00073,R21B00073,R21R1F00053,77,core_region,configured_fan_center_px_1154_0_1330_6_reused_from_wgv3_5a_r2c,1154,1330.6,1293,1139,0.587217,-0.80943,0.80943,0.587217,R21R11BF00055,single_consensus_bbox,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0206,boundary_censored_response,false,false,true,false,R21A00059,R21A00055;R21A00057;R21A00058;R21A00060,unresolved_atom,isolated_small_atom;side_ridge_candidate;unresolved_atom,,"1284,1133,1302,1145",216,216,11409,39,960,local_ring_excluding_frozen_responses,3073,true,0.133212,0.053115,2.848422,3.946456,3.237719,7.126023,9.252677,5.364373,9.776525,12.871453,0.728891,0.718853,4.068484,2.671229,1.523076,17.159412,71.199663,18.800337,1293.121217,1138.923365,0.14341,1,7.126023,7.126023,0,9.776525,9.776525,0,WGV35A_PAIR_0206,WGV35A_PAIR_0206,319,0,0,0,169.29,74.106,false,false,true,false,false,valid_boundary_or_mask_limited,,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000077.png,
R21B00073,R21B00073,R21R1F00053,77,conservative_response_region,configured_fan_center_px_1154_0_1330_6_reused_from_wgv3_5a_r2c,1154,1330.6,1293,1139,0.587217,-0.80943,0.80943,0.587217,R21R11BF00055,single_consensus_bbox,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0206,boundary_censored_response,false,false,true,false,R21A00059,R21A00055;R21A00057;R21A00058;R21A00060,unresolved_atom,isolated_small_atom;side_ridge_candidate;unresolved_atom,,"1284,1133,1302,1145",216,216,11409,39,960,local_ring_excluding_frozen_responses,3073,true,0.133212,0.053115,2.848422,3.946456,3.237719,7.126023,9.252677,5.364373,9.776525,12.871453,0.728891,0.718853,4.068484,2.671229,1.523076,17.159412,71.199663,18.800337,1293.121217,1138.923365,0.14341,1,7.126023,7.126023,0,9.776525,9.776525,0,WGV35A_PAIR_0206,WGV35A_PAIR_0206,319,0,0,0,169.29,74.106,false,false,true,false,false,valid_boundary_or_mask_limited,,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000077.png,
R21B00074,R21B00074,R21R1F00054,77,core_region,configured_fan_center_px_1154_0_1330_6_reused_from_wgv3_5a_r2c,1154,1330.6,1314,1187,0.744219,-0.667936,0.667936,0.744219,R21R11BF00056,single_consensus_bbox,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0206,gt_local_positive_control+registered_background_counterexample+boundary_censored_response,true,true,true,false,R21A00060,R21A00055;R21A00056;R21A00057;R21A00058;R21A00059,isolated_small_atom,body_core_candidate;isolated_small_atom;side_ridge_candidate;unresolved_atom,,"1296,1175,1332,1199",864,864,38364,38,2211,local_ring_excluding_frozen_responses,6298,true,1.06765,-0.342592,8.294141,7.969475,10.72419,21.353491,25.971368,10.41906,21.392563,26.086721,0.998174,0.995578,9.689451,6.198375,1.563224,0.360654,42.26863,47.73137,1314.565735,1186.031915,1.121269,1,21.353491,21.353491,0,21.392563,21.392563,0,WGV35A_PAIR_0206,WGV35A_PAIR_0206,319,0.06887,0.06887,1,169.29,74.106,false,false,true,false,false,valid_boundary_or_mask_limited,,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000077.png,
R21B00074,R21B00074,R21R1F00054,77,conservative_response_region,configured_fan_center_px_1154_0_1330_6_reused_from_wgv3_5a_r2c,1154,1330.6,1314,1187,0.744219,-0.667936,0.667936,0.744219,R21R11BF00056,single_consensus_bbox,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0206,gt_local_positive_control+registered_background_counterexample+boundary_censored_response,true,true,true,false,R21A00060,R21A00055;R21A00056;R21A00057;R21A00058;R21A00059,isolated_small_atom,body_core_candidate;isolated_small_atom;side_ridge_candidate;unresolved_atom,,"1296,1175,1332,1199",864,864,38364,38,2211,local_ring_excluding_frozen_responses,6298,true,1.06765,-0.342592,8.294141,7.969475,10.72419,21.353491,25.971368,10.41906,21.392563,26.086721,0.998174,0.995578,9.689451,6.198375,1.563224,0.360654,42.26863,47.73137,1314.565735,1186.031915,1.121269,1,21.353491,21.353491,0,21.392563,21.392563,0,WGV35A_PAIR_0206,WGV35A_PAIR_0206,319,0.06887,0.06887,1,169.29,74.106,false,false,true,false,false,valid_boundary_or_mask_limited,,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000077.png,
R21B00075,R21B00075,R21R1F00049,77,core_region,configured_fan_center_px_1154_0_1330_6_reused_from_wgv3_5a_r2c,1154,1330.6,1206,1202,0.374868,-0.927078,0.927078,0.374868,R21R11BF00051,multiple_boundary_variants,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0206,gt_local_positive_control+registered_background_counterexample+boundary_censored_response,true,true,true,false,R21A00055;R21A00056,R21A00057;R21A00058;R21A00059;R21A00060,body_core_candidate;unresolved_atom,body_core_candidate;isolated_small_atom;side_ridge_candidate;unresolved_atom,R21A00055,"1146,1133,1266,1271",16560,16560,732417,36,22752,local_ring_excluding_frozen_responses,152318,true,8.244762,-8.251948,41.521878,32.787015,57.523537,105.953635,125.256468,44.459378,88.092603,110.193972,1.202753,1.136691,42.22711,31.873592,1.324831,95.907489,16.108683,73.891317,1201.440499,1191.263068,11.664937,3,34.665223,105.953635,71.288412,76.298671,88.427101,12.128431,WGV35A_PAIR_0206,WGV35A_PAIR_0206,319,0.261751,0.481287,0.36461,169.29,74.106,false,false,true,false,false,valid_boundary_or_mask_limited,,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000077.png,
R21B00075,R21B00075,R21R1F00049,77,conservative_response_region,configured_fan_center_px_1154_0_1330_6_reused_from_wgv3_5a_r2c,1154,1330.6,1206,1202,0.374868,-0.927078,0.927078,0.374868,R21R11BF00051,multiple_boundary_variants,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0206,gt_local_positive_control+registered_background_counterexample+boundary_censored_response,true,true,true,false,R21A00055;R21A00056,R21A00057;R21A00058;R21A00059;R21A00060,body_core_candidate;unresolved_atom,body_core_candidate;isolated_small_atom;side_ridge_candidate;unresolved_atom,R21A00055,"1146,1133,1266,1271",16560,16560,732417,36,22752,local_ring_excluding_frozen_responses,152318,true,8.244762,-8.251948,41.521878,32.787015,57.523537,105.953635,125.256468,44.459378,88.092603,110.193972,1.202753,1.136691,42.22711,31.873592,1.324831,95.907489,16.108683,73.891317,1201.440499,1191.263068,11.664937,3,34.665223,105.953635,71.288412,76.298671,88.427101,12.128431,WGV35A_PAIR_0206,WGV35A_PAIR_0206,319,0.261751,0.481287,0.36461,169.29,74.106,false,false,true,false,false,valid_boundary_or_mask_limited,,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000077.png,
