association_id,sar_frame,response_track_id,component_id,association_result,previous_response_x,previous_response_y,prior_track_relative_x,prior_track_relative_y,prior_predicted_response_x,prior_predicted_response_y,observed_response_x,observed_response_y,target_displacement_x,target_displacement_y,response_self_displacement_x,response_self_displacement_y,observed_relative_to_target_x,observed_relative_to_target_y,posterior_track_relative_x,posterior_track_relative_y,target_position_from_response_x,target_position_from_response_y,response_prediction_residual_px,motion_residual_px,relative_position_residual_px,shape_change_px,orientation_change_deg,energy_change,background_conflict,background_track_id,gate_response_prediction,gate_motion_consistency,gate_relative_structure,gate_background_conflict,gate_temporal_support,rejection_reason,support_observation_count,support_unique_frame_count,current_consecutive_support_frames,current_missing_frames,current_evidence_state,highest_evidence_state_reached,same_motion_supported
ASSOC_D1_R1_000604,366,RT_D1_R1_0001,D1R1OBS_000366_0018,rejected,1141.115768,949.694611,42.434888,20.601428,1176.591164,955.418445,1206.748882,973.518469,8.864758,-1.014037,65.633113,23.823859,72.592606,38.701453,,,,,35.172416,61.964242,35.172416,63,333.871842,4534,false,,PASS,FAIL,FAIL,PASS,PASS,motion_consistency;relative_structure,2,2,0,4,temporarily_missing,same_motion_candidate,false
ASSOC_D1_R1_000605,366,RT_D1_R1_0001,D1R1OBS_000366_0022,rejected,1141.115768,949.694611,42.434888,20.601428,1176.591164,955.418445,1216.582105,997.661579,8.864758,-1.014037,75.466337,47.966968,82.425829,62.844562,,,,,58.170076,82.67351,58.170076,4,35.904191,397,false,,FAIL,FAIL,FAIL,PASS,PASS,response_prediction;motion_consistency;relative_structure,2,2,0,4,temporarily_missing,same_motion_candidate,false
ASSOC_D1_R1_000606,366,RT_D1_R1_0001,D1R1OBS_000366_0023,rejected,1141.115768,949.694611,42.434888,20.601428,1176.591164,955.418445,1213.443878,1008.90625,8.864758,-1.014037,72.328109,59.211639,79.287601,74.089233,,,,,64.954351,87.491308,64.954351,0,338.470593,65,false,,FAIL,FAIL,FAIL,PASS,PASS,response_prediction;motion_consistency;relative_structure,2,2,0,4,temporarily_missing,same_motion_candidate,false
ASSOC_D1_R1_000607,366,RT_D1_R1_0002,D1R1OBS_000366_0011,rejected,1059.022117,960.00316,-40.181909,27.035419,1093.974367,961.852435,1142.099388,922.200306,8.864758,-1.014037,83.077271,-37.802854,7.943112,-12.616711,,,,,62.356308,82.830636,62.356308,0,9.343214,21,false,,FAIL,FAIL,FAIL,PASS,PASS,response_prediction;motion_consistency;relative_structure,2,2,0,1,temporarily_missing,reappearance_candidate,false
ASSOC_D1_R1_000608,366,RT_D1_R1_0002,D1R1OBS_000366_0012,rejected,1059.022117,960.00316,-40.181909,27.035419,1093.974367,961.852435,1101.3916,926.901174,8.864758,-1.014037,42.369483,-33.101986,-32.764676,-7.915843,,,,,35.729624,46.391843,35.729624,12,316.104526,986,false,,PASS,FAIL,FAIL,PASS,PASS,motion_consistency;relative_structure,2,2,0,1,temporarily_missing,reappearance_candidate,false
ASSOC_D1_R1_000609,366,RT_D1_R1_0002,D1R1OBS_000366_0013,rejected,1059.022117,960.00316,-40.181909,27.035419,1093.974367,961.852435,1131.604309,928.717288,8.864758,-1.014037,72.582192,-31.285871,-2.551967,-6.099728,,,,,50.139311,70.542862,50.139311,18,8.223079,1270,false,,FAIL,FAIL,FAIL,PASS,PASS,response_prediction;motion_consistency;relative_structure,2,2,0,1,temporarily_missing,reappearance_candidate,false
ASSOC_D1_R1_000610,366,RT_D1_R1_0002,D1R1OBS_000366_0014,rejected,1059.022117,960.00316,-40.181909,27.035419,1093.974367,961.852435,1133.845183,946.620413,8.864758,-1.014037,74.823067,-13.382747,-0.311093,11.803396,,,,,42.681337,67.107999,42.681337,3,2.666079,239,false,,FAIL,FAIL,FAIL,PASS,PASS,response_prediction;motion_consistency;relative_structure,2,2,0,1,temporarily_missing,reappearance_candidate,false
ASSOC_D1_R1_000611,366,RT_D1_R1_0002,D1R1OBS_000366_0015,rejected,1059.022117,960.00316,-40.181909,27.035419,1093.974367,961.852435,1126.212867,967.643862,8.864758,-1.014037,67.19075,7.640702,-7.943409,32.826845,,,,,32.754565,58.964615,32.754565,2304,327.60613,195875,false,,PASS,FAIL,FAIL,PASS,PASS,motion_consistency;relative_structure,2,2,0,1,temporarily_missing,reappearance_candidate,false
ASSOC_D1_R1_000612,366,RT_D1_R1_0002,D1R1OBS_000366_0021,rejected,1059.022117,960.00316,-40.181909,27.035419,1093.974367,961.852435,1032.799435,994.179379,8.864758,-1.014037,-26.222682,34.176219,-101.356841,59.362362,,,,,69.191065,49.693888,69.191065,1,314.123042,75,false,,FAIL,FAIL,FAIL,PASS,PASS,response_prediction;motion_consistency;relative_structure,2,2,0,1,temporarily_missing,reappearance_candidate,false
ASSOC_D1_R1_000613,366,RT_D1_R1_0002,D1R1OBS_000366_0016,selected,1059.022117,960.00316,-40.181909,27.035419,1093.974367,961.852435,1079.817518,957.984489,8.864758,-1.014037,20.795401,-2.018671,-54.338758,23.167472,-42.730142,26.339188,1119.999428,930.94907,14.675741,11.972867,14.675741,6,291.736802,463,false,,PASS,PASS,PASS,PASS,PASS,,3,3,1,0,reappearance_candidate,reappearance_candidate,false
ASSOC_D1_R1_000614,366,RT_D1_R1_0003,D1R1OBS_000366_0011,rejected,1192.647125,960.670687,62.810654,17.302518,1196.96693,952.119535,1142.099388,922.200306,8.864758,-1.014037,-50.547736,-38.470381,7.943112,-12.616711,,,,,62.494859,70.234053,62.494859,39,2.460732,-2911,false,,FAIL,FAIL,FAIL,PASS,PASS,response_prediction;motion_consistency;relative_structure,6,6,6,0,same_motion_supported,same_motion_supported,false
ASSOC_D1_R1_000615,366,RT_D1_R1_0003,D1R1OBS_000366_0013,rejected,1192.647125,960.670687,62.810654,17.302518,1196.96693,952.119535,1131.604309,928.717288,8.864758,-1.014037,-61.042816,-31.953399,-2.551967,-6.099728,,,,,69.425769,76.448106,69.425769,21,3.580867,-1662,false,,FAIL,FAIL,FAIL,PASS,PASS,response_prediction;motion_consistency;relative_structure,6,6,6,0,same_motion_supported,same_motion_supported,false
ASSOC_D1_R1_000616,366,RT_D1_R1_0003,D1R1OBS_000366_0014,rejected,1192.647125,960.670687,62.810654,17.302518,1196.96693,952.119535,1133.845183,946.620413,8.864758,-1.014037,-58.801941,-14.050274,-0.311093,11.803396,,,,,63.360834,68.910998,63.360834,36,14.470026,-2693,false,,FAIL,FAIL,FAIL,PASS,PASS,response_prediction;motion_consistency;relative_structure,6,6,6,0,same_motion_supported,same_motion_supported,false
ASSOC_D1_R1_000617,366,RT_D1_R1_0003,D1R1OBS_000366_0018,rejected,1192.647125,960.670687,62.810654,17.302518,1196.96693,952.119535,1206.748882,973.518469,8.864758,-1.014037,14.101757,12.847782,72.592606,38.701453,,,,,23.528727,14.818103,23.528727,37,10.446646,2472,false,,PASS,PASS,PASS,PASS,PASS,,6,6,6,0,same_motion_supported,same_motion_supported,false
ASSOC_D1_R1_000618,366,RT_D1_R1_0003,D1R1OBS_000366_0019,rejected,1192.647125,960.670687,62.810654,17.302518,1196.96693,952.119535,1255.632987,984.005052,8.864758,-1.014037,62.985862,23.334365,121.476711,49.188035,,,,,66.771194,59.345923,66.771194,1,0.956339,-200,true,BG_D1_R1_0057,FAIL,FAIL,FAIL,FAIL,PASS,response_prediction;motion_consistency;relative_structure;background_conflict,6,6,6,0,same_motion_supported,same_motion_supported,false
ASSOC_D1_R1_000619,366,RT_D1_R1_0003,D1R1OBS_000366_0022,rejected,1192.647125,960.670687,62.810654,17.302518,1196.96693,952.119535,1216.582105,997.661579,8.864758,-1.014037,23.93498,36.990892,82.425829,62.844562,,,,,49.58662,40.883813,49.58662,22,287.521005,-1665,false,,FAIL,PASS,FAIL,PASS,PASS,response_prediction;relative_structure,6,6,6,0,same_motion_supported,same_motion_supported,false
ASSOC_D1_R1_000620,366,RT_D1_R1_0003,D1R1OBS_000366_0023,rejected,1192.647125,960.670687,62.810654,17.302518,1196.96693,952.119535,1213.443878,1008.90625,8.864758,-1.014037,20.796753,48.235563,79.287601,74.089233,,,,,59.128849,50.674407,59.128849,26,15.045397,-1997,false,,FAIL,FAIL,FAIL,PASS,PASS,response_prediction;motion_consistency;relative_structure,6,6,6,0,same_motion_supported,same_motion_supported,false
ASSOC_D1_R1_000621,366,RT_D1_R1_0003,D1R1OBS_000366_0017,selected,1192.647125,960.670687,62.810654,17.302518,1196.96693,952.119535,1201.288068,960.954319,8.864758,-1.014037,8.640943,0.283631,67.131792,26.137302,63.588459,18.892779,1138.477414,943.6518,9.834919,1.316828,9.834919,7,324.799528,441,false,,PASS,PASS,PASS,PASS,PASS,,7,7,7,0,same_motion_supported,same_motion_supported,true
ASSOC_D1_R1_000622,366,RT_D1_R1_0004,D1R1OBS_000366_0012,rejected,1135.707105,922.62929,6.10268,-11.354422,1140.258956,923.462595,1101.3916,926.901174,8.864758,-1.014037,-34.315505,4.271884,-32.764676,-7.915843,,,,,39.019165,43.502598,39.019165,8,11.774004,-450,false,,FAIL,FAIL,FAIL,PASS,PASS,response_prediction;motion_consistency;relative_structure,6,6,6,0,same_motion_supported,same_motion_supported,false
ASSOC_D1_R1_000623,366,RT_D1_R1_0004,D1R1OBS_000366_0013,rejected,1135.707105,922.62929,6.10268,-11.354422,1140.258956,923.462595,1131.604309,928.717288,8.864758,-1.014037,-4.102796,6.087999,-2.551967,-6.099728,,,,,10.124956,14.785004,10.124956,2,336.101609,-166,false,,PASS,PASS,PASS,PASS,PASS,,6,6,6,0,same_motion_supported,same_motion_supported,false
ASSOC_D1_R1_000624,366,RT_D1_R1_0004,D1R1OBS_000366_0014,rejected,1135.707105,922.62929,6.10268,-11.354422,1140.258956,923.462595,1133.845183,946.620413,8.864758,-1.014037,-1.861921,23.991123,-0.311093,11.803396,,,,,24.029587,27.208816,24.029587,17,325.21245,-1197,false,,PASS,PASS,PASS,PASS,PASS,,6,6,6,0,same_motion_supported,same_motion_supported,false
ASSOC_D1_R1_000625,366,RT_D1_R1_0004,D1R1OBS_000366_0015,rejected,1135.707105,922.62929,6.10268,-11.354422,1140.258956,923.462595,1126.212867,967.643862,8.864758,-1.014037,-9.494238,45.014572,-7.943409,32.826845,,,,,46.360296,49.554874,46.360296,2284,0.272399,194439,false,,FAIL,FAIL,FAIL,PASS,PASS,response_prediction;motion_consistency;relative_structure,6,6,6,0,same_motion_supported,same_motion_supported,false
ASSOC_D1_R1_000626,366,RT_D1_R1_0004,D1R1OBS_000366_0011,selected,1135.707105,922.62929,6.10268,-11.354422,1140.258956,923.462595,1142.099388,922.200306,8.864758,-1.014037,6.392283,-0.428984,7.943112,-12.616711,6.433958,-11.581634,1135.996708,933.554728,2.231717,2.540751,2.231717,20,337.221743,-1415,false,,PASS,PASS,PASS,PASS,PASS,,7,7,7,0,same_motion_supported,same_motion_supported,true
ASSOC_D1_R1_000627,366,RT_D1_R1_0005,D1R1OBS_000366_0019,rejected,1179.933284,960.515938,77.312124,22.023526,1211.4684,956.840543,1255.632987,984.005052,8.864758,-1.014037,75.699703,23.489114,121.476711,49.188035,,,,,51.849989,71.185071,51.849989,30,20.67452,2016,true,BG_D1_R1_0057,FAIL,FAIL,FAIL,FAIL,PASS,response_prediction;motion_consistency;relative_structure;background_conflict,3,3,0,2,temporarily_missing,same_motion_candidate,false
ASSOC_D1_R1_000628,366,RT_D1_R1_0005,D1R1OBS_000366_0020,rejected,1179.933284,960.515938,77.312124,22.023526,1211.4684,956.840543,1267.436931,988.46749,8.864758,-1.014037,87.503647,27.951553,133.280655,53.650474,,,,,64.286393,83.80382,64.286393,2,35.645236,189,true,BG_D1_R1_0057,FAIL,FAIL,FAIL,FAIL,PASS,response_prediction;motion_consistency;relative_structure;background_conflict,3,3,0,2,temporarily_missing,same_motion_candidate,false
ASSOC_D1_R1_000629,366,RT_D1_R1_0005,D1R1OBS_000366_0022,rejected,1179.933284,960.515938,77.312124,22.023526,1211.4684,956.840543,1216.582105,997.661579,8.864758,-1.014037,36.648821,37.145641,82.425829,62.844562,,,,,41.14009,47.202915,41.14009,7,265.890147,551,false,,FAIL,FAIL,FAIL,PASS,PASS,response_prediction;motion_consistency;relative_structure,3,3,0,2,temporarily_missing,same_motion_candidate,false
ASSOC_D1_R1_000630,366,RT_D1_R1_0005,D1R1OBS_000366_0023,rejected,1179.933284,960.515938,77.312124,22.023526,1211.4684,956.840543,1213.443878,1008.90625,8.864758,-1.014037,33.510594,48.390312,79.287601,74.089233,,,,,52.103171,55.210569,52.103171,3,36.676256,219,false,,FAIL,FAIL,FAIL,PASS,PASS,response_prediction;motion_consistency;relative_structure,3,3,0,2,temporarily_missing,same_motion_candidate,false
ASSOC_D1_R1_000631,366,RT_D1_R1_0005,D1R1OBS_000366_0018,selected,1179.933284,960.515938,77.312124,22.023526,1211.4684,956.840543,1206.748882,973.518469,8.864758,-1.014037,26.815598,13.002532,72.592606,38.701453,76.46261,25.025553,1129.436758,951.494943,17.332833,22.774917,17.332833,66,32.077505,4688,false,,PASS,PASS,PASS,PASS,PASS,,4,4,1,0,reappearance_candidate,same_motion_candidate,false
ASSOC_D1_R1_000632,366,RT_D1_R1_0006,D1R1OBS_000366_0012,rejected,1035.20218,958.231913,-46.35782,16.404913,1087.798456,951.22193,1101.3916,926.901174,8.864758,-1.014037,66.18942,-31.330739,-32.764676,-7.915843,,,,,27.861671,64.847663,27.861671,7,16.570128,610,false,,PASS,FAIL,FAIL,PASS,FAIL,motion_consistency;relative_structure,1,1,0,5,temporarily_missing,motion_shell_candidate,false
ASSOC_D1_R1_000633,366,RT_D1_R1_0006,D1R1OBS_000366_0013,rejected,1035.20218,958.231913,-46.35782,16.404913,1087.798456,951.22193,1131.604309,928.717288,8.864758,-1.014037,96.402129,-29.514625,-2.551967,-6.099728,,,,,49.248468,92.06017,49.248468,13,307.757477,894,false,,FAIL,FAIL,FAIL,PASS,FAIL,response_prediction;motion_consistency;relative_structure,1,1,0,5,temporarily_missing,motion_shell_candidate,false
ASSOC_D1_R1_000634,366,RT_D1_R1_0006,D1R1OBS_000366_0014,rejected,1035.20218,958.231913,-46.35782,16.404913,1087.798456,951.22193,1133.845183,946.620413,8.864758,-1.014037,98.643003,-11.6115,-0.311093,11.803396,,,,,46.276074,90.401547,46.276074,2,296.868318,-137,false,,FAIL,FAIL,FAIL,PASS,FAIL,response_prediction;motion_consistency;relative_structure,1,1,0,5,temporarily_missing,motion_shell_candidate,false
ASSOC_D1_R1_000635,366,RT_D1_R1_0006,D1R1OBS_000366_0015,rejected,1035.20218,958.231913,-46.35782,16.404913,1087.798456,951.22193,1126.212867,967.643862,8.864758,-1.014037,91.010687,9.411949,-7.943409,32.826845,,,,,41.777348,82.80492,41.777348,2299,28.071733,195499,false,,FAIL,FAIL,FAIL,PASS,FAIL,response_prediction;motion_consistency;relative_structure,1,1,0,5,temporarily_missing,motion_shell_candidate,false
ASSOC_D1_R1_000636,366,RT_D1_R1_0006,D1R1OBS_000366_0021,rejected,1035.20218,958.231913,-46.35782,16.404913,1087.798456,951.22193,1032.799435,994.179379,8.864758,-1.014037,-2.402745,35.947466,-101.356841,59.362362,,,,,69.787067,38.640772,69.787067,4,14.588645,-301,false,,FAIL,PASS,FAIL,PASS,FAIL,response_prediction;relative_structure,1,1,0,5,temporarily_missing,motion_shell_candidate,false
ASSOC_D1_R1_000637,366,RT_D1_R1_0007,D1R1OBS_000366_0012,rejected,1131.322047,921.936042,27.211552,-3.494717,1161.367828,931.3223,1101.3916,926.901174,8.864758,-1.014037,-29.930447,4.965131,-32.764676,-7.915843,,,,,60.138958,39.253259,60.138958,2,309.840122,290,false,,FAIL,PASS,FAIL,PASS,PASS,response_prediction;relative_structure,4,4,0,1,temporarily_missing,reappeared_supported,false
ASSOC_D1_R1_000638,366,RT_D1_R1_0007,D1R1OBS_000366_0013,rejected,1131.322047,921.936042,27.211552,-3.494717,1161.367828,931.3223,1131.604309,928.717288,8.864758,-1.014037,0.282262,6.781246,-2.551967,-6.099728,,,,,29.877301,11.594208,29.877301,8,14.487483,574,false,,PASS,PASS,FAIL,PASS,PASS,relative_structure,4,4,0,1,temporarily_missing,reappeared_supported,false
ASSOC_D1_R1_000639,366,RT_D1_R1_0007,D1R1OBS_000366_0014,rejected,1131.322047,921.936042,27.211552,-3.494717,1161.367828,931.3223,1133.845183,946.620413,8.864758,-1.014037,2.523137,24.684371,-0.311093,11.803396,,,,,31.488541,26.469309,31.488541,7,3.598324,-457,false,,PASS,PASS,FAIL,PASS,PASS,relative_structure,4,4,0,1,temporarily_missing,reappeared_supported,false
ASSOC_D1_R1_000640,366,RT_D1_R1_0007,D1R1OBS_000366_0015,rejected,1131.322047,921.936042,27.211552,-3.494717,1161.367828,931.3223,1126.212867,967.643862,8.864758,-1.014037,-5.10918,45.70782,-7.943409,32.826845,,,,,50.548265,48.766821,50.548265,2294,321.341726,195179,false,,FAIL,FAIL,FAIL,PASS,PASS,response_prediction;motion_consistency;relative_structure,4,4,0,1,temporarily_missing,reappeared_supported,false
ASSOC_D1_R1_000641,366,RT_D1_R1_0008,D1R1OBS_000366_0012,rejected,1111.181714,919.841143,29.621714,-21.985857,1163.77799,912.83116,1101.3916,926.901174,8.864758,-1.014037,-9.790114,7.060031,-32.764676,-7.915843,,,,,63.953319,20.327194,63.953319,9,25.325264,744,false,,FAIL,PASS,FAIL,PASS,FAIL,response_prediction;relative_structure,1,1,0,5,temporarily_missing,motion_shell_candidate,false
ASSOC_D1_R1_000642,366,RT_D1_R1_0008,D1R1OBS_000366_0013,rejected,1111.181714,919.841143,29.621714,-21.985857,1163.77799,912.83116,1131.604309,928.717288,8.864758,-1.014037,20.422595,8.876145,-2.551967,-6.099728,,,,,35.881957,15.211815,35.881957,15,299.002341,1028,false,,PASS,PASS,FAIL,PASS,FAIL,relative_structure,1,1,0,5,temporarily_missing,motion_shell_candidate,false
ASSOC_D1_R1_000643,366,RT_D1_R1_0008,D1R1OBS_000366_0014,rejected,1111.181714,919.841143,29.621714,-21.985857,1163.77799,912.83116,1133.845183,946.620413,8.864758,-1.014037,22.663469,26.77927,-0.311093,11.803396,,,,,45.140741,31.030184,45.140741,0,288.113182,-3,false,,FAIL,PASS,FAIL,PASS,FAIL,response_prediction;relative_structure,1,1,0,5,temporarily_missing,motion_shell_candidate,false
ASSOC_D1_R1_000644,366,RT_D1_R1_0008,D1R1OBS_000366_0015,rejected,1111.181714,919.841143,29.621714,-21.985857,1163.77799,912.83116,1126.212867,967.643862,8.864758,-1.014037,15.031153,47.802719,-7.943409,32.826845,,,,,66.449762,49.204675,66.449762,2301,36.826869,195633,false,,FAIL,FAIL,FAIL,PASS,FAIL,response_prediction;motion_consistency;relative_structure,1,1,0,5,temporarily_missing,motion_shell_candidate,false
ASSOC_D1_R1_000645,366,RT_D1_R1_0009,D1R1OBS_000366_0013,rejected,1149.133102,944.731481,67.573102,2.904481,1201.729378,937.721498,1131.604309,928.717288,8.864758,-1.014037,-17.528793,-16.014193,-2.551967,-6.099728,,,,,70.700786,30.358264,70.700786,16,250.43038,1039,false,,FAIL,PASS,FAIL,PASS,FAIL,response_prediction;relative_structure,1,1,0,5,temporarily_missing,motion_shell_candidate,false
ASSOC_D1_R1_000646,366,RT_D1_R1_0009,D1R1OBS_000366_0014,rejected,1149.133102,944.731481,67.573102,2.904481,1201.729378,937.721498,1133.845183,946.620413,8.864758,-1.014037,-15.287919,1.888932,-0.311093,11.803396,,,,,68.464988,24.326508,68.464988,1,239.541221,8,false,,FAIL,PASS,FAIL,PASS,FAIL,response_prediction;relative_structure,1,1,0,5,temporarily_missing,motion_shell_candidate,false
ASSOC_D1_R1_000647,366,RT_D1_R1_0009,D1R1OBS_000366_0015,rejected,1149.133102,944.731481,67.573102,2.904481,1201.729378,937.721498,1126.212867,967.643862,8.864758,-1.014037,-22.920235,22.912381,-7.943409,32.826845,,,,,81.228636,39.783907,81.228636,2302,85.39883,195644,false,,FAIL,PASS,FAIL,PASS,FAIL,response_prediction;relative_structure,1,1,0,5,temporarily_missing,motion_shell_candidate,false
ASSOC_D1_R1_000648,366,RT_D1_R1_0009,D1R1OBS_000366_0022,rejected,1149.133102,944.731481,67.573102,2.904481,1201.729378,937.721498,1216.582105,997.661579,8.864758,-1.014037,67.449003,52.930098,82.425829,62.844562,,,,,61.752869,79.637199,61.752869,15,33.509758,1036,false,,FAIL,FAIL,FAIL,PASS,FAIL,response_prediction;motion_consistency;relative_structure,1,1,0,5,temporarily_missing,motion_shell_candidate,false
ASSOC_D1_R1_000649,366,RT_D1_R1_0010,D1R1OBS_000366_0013,rejected,1146.233211,941.831502,64.673211,0.004502,1198.829487,934.821519,1131.604309,928.717288,8.864758,-1.014037,-14.628902,-13.114214,-2.551967,-6.099728,,,,,67.50175,26.426621,67.50175,16,287.592397,1084,false,,FAIL,PASS,FAIL,PASS,FAIL,response_prediction;relative_structure,1,1,0,5,temporarily_missing,motion_shell_candidate,false
ASSOC_D1_R1_000650,366,RT_D1_R1_0010,D1R1OBS_000366_0014,rejected,1146.233211,941.831502,64.673211,0.004502,1198.829487,934.821519,1133.845183,946.620413,8.864758,-1.014037,-12.388028,4.788911,-0.311093,11.803396,,,,,66.046753,22.030776,66.046753,1,276.703238,53,false,,FAIL,PASS,FAIL,PASS,FAIL,response_prediction;relative_structure,1,1,0,5,temporarily_missing,motion_shell_candidate,false
ASSOC_D1_R1_000651,366,RT_D1_R1_0010,D1R1OBS_000366_0015,rejected,1146.233211,941.831502,64.673211,0.004502,1198.829487,934.821519,1126.212867,967.643862,8.864758,-1.014037,-20.020344,25.81236,-7.943409,32.826845,,,,,79.689898,39.420866,79.689898,2302,48.236813,195689,false,,FAIL,PASS,FAIL,PASS,FAIL,response_prediction;relative_structure,1,1,0,5,temporarily_missing,motion_shell_candidate,false
ASSOC_D1_R1_000652,366,RT_D1_R1_0010,D1R1OBS_000366_0022,rejected,1146.233211,941.831502,64.673211,0.004502,1198.829487,934.821519,1216.582105,997.661579,8.864758,-1.014037,70.348894,55.830077,82.425829,62.844562,,,,,65.29953,83.735013,65.29953,15,3.652259,1081,false,,FAIL,FAIL,FAIL,PASS,FAIL,response_prediction;motion_consistency;relative_structure,1,1,0,5,temporarily_missing,motion_shell_candidate,false
ASSOC_D1_R1_000653,366,RT_D1_R1_0011,D1R1OBS_000366_0012,rejected,1126.642373,929.138136,3.793511,-9.92772,1137.949787,924.889296,1101.3916,926.901174,8.864758,-1.014037,-25.250773,-2.236962,-32.764676,-7.915843,,,,,36.613504,34.137443,36.613504,5,345.403965,439,false,,PASS,PASS,FAIL,PASS,PASS,relative_structure,6,6,6,0,same_motion_supported,same_motion_supported,false
ASSOC_D1_R1_000654,366,RT_D1_R1_0011,D1R1OBS_000366_0014,rejected,1126.642373,929.138136,3.793511,-9.92772,1137.949787,924.889296,1133.845183,946.620413,8.864758,-1.014037,7.202811,17.482277,-0.311093,11.803396,,,,,22.115361,18.570829,22.115361,4,31.965519,-308,false,,PASS,PASS,PASS,PASS,PASS,,6,6,6,0,same_motion_supported,same_motion_supported,false
ASSOC_D1_R1_000655,366,RT_D1_R1_0011,D1R1OBS_000366_0015,rejected,1126.642373,929.138136,3.793511,-9.92772,1137.949787,924.889296,1126.212867,967.643862,8.864758,-1.014037,-0.429506,38.505726,-7.943409,32.826845,,,,,44.336307,40.597968,44.336307,2297,356.90557,195328,false,,FAIL,PASS,FAIL,PASS,PASS,response_prediction;relative_structure,6,6,6,0,same_motion_supported,same_motion_supported,false
ASSOC_D1_R1_000656,366,RT_D1_R1_0011,D1R1OBS_000366_0013,selected,1126.642373,929.138136,3.793511,-9.92772,1137.949787,924.889296,1131.604309,928.717288,8.864758,-1.014037,4.961936,-0.420847,-2.551967,-6.099728,2.651325,-9.238682,1127.810798,938.645009,7.410709,3.947644,7.410709,11,21.07636,723,false,,PASS,PASS,PASS,PASS,PASS,,7,7,7,0,same_motion_supported,same_motion_supported,true
ASSOC_D1_R1_000657,366,RT_D1_R1_0012,D1R1OBS_000366_0012,rejected,1123.015044,967.767027,1.580175,29.836013,1135.736451,964.653029,1101.3916,926.901174,8.864758,-1.014037,-21.623444,-40.865853,-32.764676,-7.915843,,,,,51.036961,50.176665,51.036961,2339,12.233669,-199988,false,,FAIL,FAIL,FAIL,PASS,PASS,response_prediction;motion_consistency;relative_structure,5,5,5,0,same_motion_supported,same_motion_supported,false
ASSOC_D1_R1_000658,366,RT_D1_R1_0012,D1R1OBS_000366_0014,rejected,1123.015044,967.767027,1.580175,29.836013,1135.736451,964.653029,1133.845183,946.620413,8.864758,-1.014037,10.830139,-21.146614,-0.311093,11.803396,,,,,18.131524,20.228282,18.131524,2348,325.672115,-200735,false,,PASS,PASS,PASS,PASS,PASS,,5,5,5,0,same_motion_supported,same_motion_supported,false
ASSOC_D1_R1_000659,366,RT_D1_R1_0012,D1R1OBS_000366_0015,selected,1123.015044,967.767027,1.580175,29.836013,1135.736451,964.653029,1126.212867,967.643862,8.864758,-1.014037,3.197823,-0.123165,-7.943409,32.826845,-0.13407,30.374362,1124.632692,937.807849,9.982171,5.736533,9.982171,47,0.732064,-5099,false,,PASS,PASS,PASS,PASS,PASS,,6,6,6,0,same_motion_supported,same_motion_supported,true
ASSOC_D1_R1_000660,366,RT_D1_R1_0013,D1R1OBS_000366_0014,rejected,1098.46603,926.233296,-28.568389,-11.344594,1105.587887,923.472423,1133.845183,946.620413,8.864758,-1.014037,35.379153,20.387117,-0.311093,11.803396,,,,,36.528129,34.073781,36.528129,36,319.92915,-2690,false,,PASS,PASS,FAIL,PASS,PASS,relative_structure,4,4,4,0,same_motion_supported,same_motion_supported,false
ASSOC_D1_R1_000661,366,RT_D1_R1_0013,D1R1OBS_000366_0012,selected,1098.46603,926.233296,-28.568389,-11.344594,1105.587887,923.472423,1101.3916,926.901174,8.864758,-1.014037,2.925569,0.667878,-32.764676,-7.915843,-29.32372,-10.727419,1129.959988,938.245767,5.418963,6.172746,5.418963,27,6.490704,-1943,false,,PASS,PASS,PASS,PASS,PASS,,5,5,5,0,same_motion_supported,same_motion_supported,true
ASSOC_D1_R1_000662,366,RT_D1_R1_0014,D1R1OBS_000366_0014,selected,1120.970105,926.986547,-7.505217,-9.993672,1126.651059,924.823345,1133.845183,946.620413,8.864758,-1.014037,12.875079,19.633866,-0.311093,11.803396,-6.210274,-6.0702,1141.3504,956.614085,22.953597,21.033748,22.953597,3,4.029235,203,false,,PASS,PASS,PASS,PASS,PASS,,3,3,3,0,same_motion_supported,same_motion_supported,true
ASSOC_D1_R1_000663,367,RT_D1_R1_0001,D1R1OBS_000367_0012,rejected,1141.115768,949.694611,42.434888,20.601428,1183.818417,957.759744,1150.060888,918.085655,8.506553,-0.280057,8.945119,-31.608955,8.677359,-19.07266,,,,,52.092265,31.331968,52.092265,9,15.802877,-534,false,,FAIL,PASS,FAIL,PASS,PASS,response_prediction;relative_structure,2,2,0,5,temporarily_missing,same_motion_candidate,false
ASSOC_D1_R1_000664,367,RT_D1_R1_0001,D1R1OBS_000367_0013,rejected,1141.115768,949.694611,42.434888,20.601428,1183.818417,957.759744,1169.48121,917.895509,8.506553,-0.280057,28.365441,-31.799102,28.097682,-19.262807,,,,,42.36405,37.253532,42.36405,8,334.874967,-412,false,,FAIL,PASS,FAIL,PASS,PASS,response_prediction;relative_structure,2,2,0,5,temporarily_missing,same_motion_candidate,false
ASSOC_D1_R1_000665,367,RT_D1_R1_0001,D1R1OBS_000367_0014,rejected,1141.115768,949.694611,42.434888,20.601428,1183.818417,957.759744,1134.539936,927.448349,8.506553,-0.280057,-6.575832,-22.246261,-6.843592,-9.709966,,,,,57.854553,26.645684,57.854553,9,296.196212,-564,false,,FAIL,PASS,FAIL,PASS,PASS,response_prediction;relative_structure,2,2,0,5,temporarily_missing,same_motion_candidate,false
