plan_region_id,gt_pair_id,gt_instance_id,physical_vehicle_id,evaluation_pool,sar_frame,region_role,template_family,template_axis,template_operation,delta_m,rotation_deg,center_shift_range_m,center_shift_azimuth_m,edge_name,scale_axis,matched_background_offset_order,geometry_source,region_center_x,region_center_y,region_polygon_xy,gt_width_axis_image_deg,gt_long_axis_image_deg,mask_class,mask_context,linked_independent_geometry_ids,plan_stage_intensity_read,plan_stage_s1_r1_measurement_outcomes_read,background_selection_rule
WGV35A_PAIR_0205_S2A_038,WGV35A_PAIR_0205,317,PV_GM19_WHITE_SUV_NEAR_FIELD,PRIMARY_EXACT_LINK,31,counterfactual,scale_resize,range,resize,-0.15,0,0,0,,range,,PLAN_STAGE_GEOMETRY_ONLY,1072.056,1205.403,"1037.889,1312.75;960.005,1193.759;1106.222,1098.056;1184.106,1217.047",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0040;GM019IG0041;GM019IG0043;GM019IG0056,false,false,
WGV35A_PAIR_0205_S2A_039,WGV35A_PAIR_0205,317,PV_GM19_WHITE_SUV_NEAR_FIELD,PRIMARY_EXACT_LINK,31,counterfactual,scale_resize,range,resize,0.15,0,0,0,,range,,PLAN_STAGE_GEOMETRY_ONLY,1072.056,1205.403,"1040.627,1316.934;957.267,1189.575;1103.484,1093.872;1186.844,1221.231",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0040;GM019IG0041;GM019IG0043;GM019IG0056,false,false,
WGV35A_PAIR_0205_S2A_040,WGV35A_PAIR_0205,317,PV_GM19_WHITE_SUV_NEAR_FIELD,PRIMARY_EXACT_LINK,31,counterfactual,scale_resize,azimuth,resize,-0.15,0,0,0,,azimuth,,PLAN_STAGE_GEOMETRY_ONLY,1072.056,1205.403,"1041.35,1313.473;960.728,1190.298;1102.761,1097.333;1183.383,1220.508",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0040;GM019IG0041;GM019IG0043;GM019IG0056,false,false,
WGV35A_PAIR_0205_S2A_041,WGV35A_PAIR_0205,317,PV_GM19_WHITE_SUV_NEAR_FIELD,PRIMARY_EXACT_LINK,31,counterfactual,scale_resize,azimuth,resize,0.15,0,0,0,,azimuth,,PLAN_STAGE_GEOMETRY_ONLY,1072.055,1205.403,"1037.166,1316.211;956.544,1193.036;1106.945,1094.595;1187.567,1217.77",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0040;GM019IG0041;GM019IG0043;GM019IG0056,false,false,
WGV35A_PAIR_0205_S2A_042,WGV35A_PAIR_0205,317,PV_GM19_WHITE_SUV_NEAR_FIELD,PRIMARY_EXACT_LINK,31,counterfactual,scale_resize,range,resize,-0.3,0,0,0,,range,,PLAN_STAGE_GEOMETRY_ONLY,1072.056,1205.403,"1036.519,1310.659;961.374,1195.851;1107.592,1100.147;1182.737,1214.955",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0040;GM019IG0041;GM019IG0043;GM019IG0056,false,false,
WGV35A_PAIR_0205_S2A_043,WGV35A_PAIR_0205,317,PV_GM19_WHITE_SUV_NEAR_FIELD,PRIMARY_EXACT_LINK,31,counterfactual,scale_resize,range,resize,0.3,0,0,0,,range,,PLAN_STAGE_GEOMETRY_ONLY,1072.055,1205.403,"1041.996,1319.026;955.898,1187.484;1102.115,1091.78;1188.213,1223.322",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0040;GM019IG0041;GM019IG0043;GM019IG0056,false,false,
WGV35A_PAIR_0205_S2A_044,WGV35A_PAIR_0205,317,PV_GM19_WHITE_SUV_NEAR_FIELD,PRIMARY_EXACT_LINK,31,counterfactual,scale_resize,azimuth,resize,-0.3,0,0,0,,azimuth,,PLAN_STAGE_GEOMETRY_ONLY,1072.055,1205.403,"1043.441,1312.104;962.82,1188.929;1100.67,1098.702;1181.291,1221.877",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0040;GM019IG0041;GM019IG0043;GM019IG0056,false,false,
WGV35A_PAIR_0205_S2A_045,WGV35A_PAIR_0205,317,PV_GM19_WHITE_SUV_NEAR_FIELD,PRIMARY_EXACT_LINK,31,counterfactual,scale_resize,azimuth,resize,0.3,0,0,0,,azimuth,,PLAN_STAGE_GEOMETRY_ONLY,1072.056,1205.403,"1035.074,1317.58;954.453,1194.405;1109.037,1093.226;1189.658,1216.401",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0040;GM019IG0041;GM019IG0043;GM019IG0056,false,false,
WGV35A_PAIR_0205_S2A_046,WGV35A_PAIR_0205,317,PV_GM19_WHITE_SUV_NEAR_FIELD,PRIMARY_EXACT_LINK,31,counterfactual,local_region_rotation,gt_region,rotate,0,-30,0,0,,,,PLAN_STAGE_GEOMETRY_ONLY,1072.055,1205.403,"983.912,1216.656;1125.873,1134.695;1160.199,1194.149;1018.238,1276.111",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0040;GM019IG0041;GM019IG0043;GM019IG0056,false,false,
WGV35A_PAIR_0205_S2A_047,WGV35A_PAIR_0205,317,PV_GM19_WHITE_SUV_NEAR_FIELD,PRIMARY_EXACT_LINK,31,counterfactual,local_region_rotation,gt_region,rotate,0,-15,0,0,,,,PLAN_STAGE_GEOMETRY_ONLY,1072.055,1205.403,"984.003,1193.46;1142.34,1151.033;1160.108,1217.346;1001.771,1259.772",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0040;GM019IG0041;GM019IG0043;GM019IG0056,false,false,
WGV35A_PAIR_0205_S2A_048,WGV35A_PAIR_0205,317,PV_GM19_WHITE_SUV_NEAR_FIELD,PRIMARY_EXACT_LINK,31,counterfactual,local_region_rotation,gt_region,rotate,0,-10,0,0,,,,PLAN_STAGE_GEOMETRY_ONLY,1072.055,1205.403,"985.379,1185.831;1146.811,1157.366;1158.732,1224.975;997.3,1253.44",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0040;GM019IG0041;GM019IG0043;GM019IG0056,false,false,
WGV35A_PAIR_0205_S2A_049,WGV35A_PAIR_0205,317,PV_GM19_WHITE_SUV_NEAR_FIELD,PRIMARY_EXACT_LINK,31,counterfactual,local_region_rotation,gt_region,rotate,0,-5,0,0,,,,PLAN_STAGE_GEOMETRY_ONLY,1072.055,1205.403,"987.414,1178.351;1150.713,1164.064;1156.697,1232.455;993.398,1246.742",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0040;GM019IG0041;GM019IG0043;GM019IG0056,false,false,
WGV35A_PAIR_0205_S2A_050,WGV35A_PAIR_0205,317,PV_GM19_WHITE_SUV_NEAR_FIELD,PRIMARY_EXACT_LINK,31,counterfactual,local_region_rotation,gt_region,rotate,0,0,0,0,,,,PLAN_STAGE_GEOMETRY_ONLY,1072.055,1205.403,"990.094,1171.077;1154.017,1171.077;1154.017,1239.729;990.094,1239.729",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0040;GM019IG0041;GM019IG0043;GM019IG0056,false,false,
WGV35A_PAIR_0205_S2A_051,WGV35A_PAIR_0205,317,PV_GM19_WHITE_SUV_NEAR_FIELD,PRIMARY_EXACT_LINK,31,counterfactual,local_region_rotation,gt_region,rotate,0,5,0,0,,,,PLAN_STAGE_GEOMETRY_ONLY,1072.055,1205.403,"993.398,1164.064;1156.697,1178.351;1150.713,1246.742;987.414,1232.455",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0040;GM019IG0041;GM019IG0043;GM019IG0056,false,false,
WGV35A_PAIR_0205_S2A_052,WGV35A_PAIR_0205,317,PV_GM19_WHITE_SUV_NEAR_FIELD,PRIMARY_EXACT_LINK,31,counterfactual,local_region_rotation,gt_region,rotate,0,10,0,0,,,,PLAN_STAGE_GEOMETRY_ONLY,1072.055,1205.403,"997.3,1157.366;1158.732,1185.831;1146.811,1253.44;985.379,1224.975",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0040;GM019IG0041;GM019IG0043;GM019IG0056,false,false,
WGV35A_PAIR_0205_S2A_053,WGV35A_PAIR_0205,317,PV_GM19_WHITE_SUV_NEAR_FIELD,PRIMARY_EXACT_LINK,31,counterfactual,local_region_rotation,gt_region,rotate,0,15,0,0,,,,PLAN_STAGE_GEOMETRY_ONLY,1072.055,1205.403,"1001.771,1151.034;1160.108,1193.46;1142.34,1259.773;984.003,1217.346",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0040;GM019IG0041;GM019IG0043;GM019IG0056,false,false,
WGV35A_PAIR_0205_S2A_054,WGV35A_PAIR_0205,317,PV_GM19_WHITE_SUV_NEAR_FIELD,PRIMARY_EXACT_LINK,31,counterfactual,local_region_rotation,gt_region,rotate,0,30,0,0,,,,PLAN_STAGE_GEOMETRY_ONLY,1072.055,1205.403,"1018.238,1134.695;1160.199,1216.657;1125.873,1276.111;983.912,1194.15",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0040;GM019IG0041;GM019IG0043;GM019IG0056,false,false,
WGV35A_PAIR_0205_S2A_055,WGV35A_PAIR_0205,317,PV_GM19_WHITE_SUV_NEAR_FIELD,PRIMARY_EXACT_LINK,31,counterfactual,local_region_rotation,gt_region,rotate,0,90,0,0,,,,PLAN_STAGE_GEOMETRY_ONLY,1072.055,1205.403,"1106.381,1123.442;1106.381,1287.365;1037.729,1287.365;1037.729,1123.442",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0040;GM019IG0041;GM019IG0043;GM019IG0056,false,false,
WGV35A_PAIR_0205_S2A_056,WGV35A_PAIR_0205,317,PV_GM19_WHITE_SUV_NEAR_FIELD,PRIMARY_EXACT_LINK,31,matched_background,matched_background,deterministic_offset,control,0,0,-1.8,-1.8,,,diag_range_minus_1.80_azimuth_minus_1.80,PLAN_STAGE_GEOMETRY_ONLY,1054.712,1288.464,"972.75,1254.138;1136.673,1254.138;1136.673,1322.79;972.75,1322.79",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0040;GM019IG0041;GM019IG0043;GM019IG0056,false,false,not_intensity_selected_fixed_order_offsets
WGV35A_PAIR_0206_S2A_001,WGV35A_PAIR_0206,319,PV_GM19_WHITE_SUV_NEAR_FIELD,PRIMARY_EXACT_LINK,77,gt_original,gt_original,gt,original,0,0,0,0,,,,PLAN_STAGE_GEOMETRY_ONLY,1269.168,1206.581,"1184.523,1169.528;1353.813,1169.528;1353.813,1243.634;1184.523,1243.634",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0124;GM019IG0126;GM019IG0133;GM019IG0170;GM019IG0194;GM019IG0209,false,false,
WGV35A_PAIR_0206_S2A_002,WGV35A_PAIR_0206,319,PV_GM19_WHITE_SUV_NEAR_FIELD,PRIMARY_EXACT_LINK,77,counterfactual,center_shift,range,shift,-0.15,0,-0.15,0,,,,PLAN_STAGE_GEOMETRY_ONLY,1265.766,1210.245,"1181.121,1173.192;1350.411,1173.192;1350.411,1247.298;1181.121,1247.298",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0124;GM019IG0126;GM019IG0133;GM019IG0170;GM019IG0194;GM019IG0209,false,false,
WGV35A_PAIR_0206_S2A_003,WGV35A_PAIR_0206,319,PV_GM19_WHITE_SUV_NEAR_FIELD,PRIMARY_EXACT_LINK,77,counterfactual,center_shift,range,shift,0.15,0,0.15,0,,,,PLAN_STAGE_GEOMETRY_ONLY,1272.57,1202.917,"1187.925,1165.864;1357.215,1165.864;1357.215,1239.97;1187.925,1239.97",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0124;GM019IG0126;GM019IG0133;GM019IG0170;GM019IG0194;GM019IG0209,false,false,
WGV35A_PAIR_0206_S2A_004,WGV35A_PAIR_0206,319,PV_GM19_WHITE_SUV_NEAR_FIELD,PRIMARY_EXACT_LINK,77,counterfactual,center_shift,azimuth,shift,-0.15,0,0,-0.15,,,,PLAN_STAGE_GEOMETRY_ONLY,1265.504,1203.179,"1180.859,1166.126;1350.149,1166.126;1350.149,1240.232;1180.859,1240.232",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0124;GM019IG0126;GM019IG0133;GM019IG0170;GM019IG0194;GM019IG0209,false,false,
WGV35A_PAIR_0206_S2A_005,WGV35A_PAIR_0206,319,PV_GM19_WHITE_SUV_NEAR_FIELD,PRIMARY_EXACT_LINK,77,counterfactual,center_shift,azimuth,shift,0.15,0,0,0.15,,,,PLAN_STAGE_GEOMETRY_ONLY,1272.832,1209.983,"1188.187,1172.93;1357.477,1172.93;1357.477,1247.036;1188.187,1247.036",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0124;GM019IG0126;GM019IG0133;GM019IG0170;GM019IG0194;GM019IG0209,false,false,
WGV35A_PAIR_0206_S2A_006,WGV35A_PAIR_0206,319,PV_GM19_WHITE_SUV_NEAR_FIELD,PRIMARY_EXACT_LINK,77,counterfactual,center_shift,range,shift,-0.3,0,-0.3,0,,,,PLAN_STAGE_GEOMETRY_ONLY,1262.363,1213.909,"1177.718,1176.856;1347.008,1176.856;1347.008,1250.962;1177.718,1250.962",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0124;GM019IG0126;GM019IG0133;GM019IG0170;GM019IG0194;GM019IG0209,false,false,
WGV35A_PAIR_0206_S2A_007,WGV35A_PAIR_0206,319,PV_GM19_WHITE_SUV_NEAR_FIELD,PRIMARY_EXACT_LINK,77,counterfactual,center_shift,range,shift,0.3,0,0.3,0,,,,PLAN_STAGE_GEOMETRY_ONLY,1275.973,1199.253,"1191.328,1162.2;1360.618,1162.2;1360.618,1236.306;1191.328,1236.306",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0124;GM019IG0126;GM019IG0133;GM019IG0170;GM019IG0194;GM019IG0209,false,false,
WGV35A_PAIR_0206_S2A_008,WGV35A_PAIR_0206,319,PV_GM19_WHITE_SUV_NEAR_FIELD,PRIMARY_EXACT_LINK,77,counterfactual,center_shift,azimuth,shift,-0.3,0,0,-0.3,,,,PLAN_STAGE_GEOMETRY_ONLY,1261.84,1199.776,"1177.195,1162.723;1346.485,1162.723;1346.485,1236.829;1177.195,1236.829",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0124;GM019IG0126;GM019IG0133;GM019IG0170;GM019IG0194;GM019IG0209,false,false,
WGV35A_PAIR_0206_S2A_009,WGV35A_PAIR_0206,319,PV_GM19_WHITE_SUV_NEAR_FIELD,PRIMARY_EXACT_LINK,77,counterfactual,center_shift,azimuth,shift,0.3,0,0,0.3,,,,PLAN_STAGE_GEOMETRY_ONLY,1276.496,1213.386,"1191.851,1176.333;1361.141,1176.333;1361.141,1250.439;1191.851,1250.439",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0124;GM019IG0126;GM019IG0133;GM019IG0170;GM019IG0194;GM019IG0209,false,false,
WGV35A_PAIR_0206_S2A_010,WGV35A_PAIR_0206,319,PV_GM19_WHITE_SUV_NEAR_FIELD,PRIMARY_EXACT_LINK,77,counterfactual,center_shift,range,shift,-0.45,0,-0.45,0,,,,PLAN_STAGE_GEOMETRY_ONLY,1258.961,1217.573,"1174.316,1180.52;1343.606,1180.52;1343.606,1254.626;1174.316,1254.626",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0124;GM019IG0126;GM019IG0133;GM019IG0170;GM019IG0194;GM019IG0209,false,false,
WGV35A_PAIR_0206_S2A_011,WGV35A_PAIR_0206,319,PV_GM19_WHITE_SUV_NEAR_FIELD,PRIMARY_EXACT_LINK,77,counterfactual,center_shift,range,shift,0.45,0,0.45,0,,,,PLAN_STAGE_GEOMETRY_ONLY,1279.375,1195.589,"1194.73,1158.536;1364.02,1158.536;1364.02,1232.642;1194.73,1232.642",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0124;GM019IG0126;GM019IG0133;GM019IG0170;GM019IG0194;GM019IG0209,false,false,
WGV35A_PAIR_0206_S2A_012,WGV35A_PAIR_0206,319,PV_GM19_WHITE_SUV_NEAR_FIELD,PRIMARY_EXACT_LINK,77,counterfactual,center_shift,azimuth,shift,-0.45,0,0,-0.45,,,,PLAN_STAGE_GEOMETRY_ONLY,1258.176,1196.374,"1173.531,1159.321;1342.821,1159.321;1342.821,1233.427;1173.531,1233.427",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0124;GM019IG0126;GM019IG0133;GM019IG0170;GM019IG0194;GM019IG0209,false,false,
WGV35A_PAIR_0206_S2A_013,WGV35A_PAIR_0206,319,PV_GM19_WHITE_SUV_NEAR_FIELD,PRIMARY_EXACT_LINK,77,counterfactual,center_shift,azimuth,shift,0.45,0,0,0.45,,,,PLAN_STAGE_GEOMETRY_ONLY,1280.16,1216.788,"1195.515,1179.735;1364.805,1179.735;1364.805,1253.841;1195.515,1253.841",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0124;GM019IG0126;GM019IG0133;GM019IG0170;GM019IG0194;GM019IG0209,false,false,
WGV35A_PAIR_0206_S2A_014,WGV35A_PAIR_0206,319,PV_GM19_WHITE_SUV_NEAR_FIELD,PRIMARY_EXACT_LINK,77,counterfactual,diagonal_center_shift,range+azimuth,shift,0.15,0,-0.15,-0.15,,,,PLAN_STAGE_GEOMETRY_ONLY,1262.102,1206.842,"1177.457,1169.789;1346.747,1169.789;1346.747,1243.895;1177.457,1243.895",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0124;GM019IG0126;GM019IG0133;GM019IG0170;GM019IG0194;GM019IG0209,false,false,
WGV35A_PAIR_0206_S2A_015,WGV35A_PAIR_0206,319,PV_GM19_WHITE_SUV_NEAR_FIELD,PRIMARY_EXACT_LINK,77,counterfactual,diagonal_center_shift,range+azimuth,shift,0.15,0,-0.15,0.15,,,,PLAN_STAGE_GEOMETRY_ONLY,1269.429,1213.647,"1184.784,1176.594;1354.074,1176.594;1354.074,1250.7;1184.784,1250.7",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0124;GM019IG0126;GM019IG0133;GM019IG0170;GM019IG0194;GM019IG0209,false,false,
WGV35A_PAIR_0206_S2A_016,WGV35A_PAIR_0206,319,PV_GM19_WHITE_SUV_NEAR_FIELD,PRIMARY_EXACT_LINK,77,counterfactual,diagonal_center_shift,range+azimuth,shift,0.15,0,0.15,-0.15,,,,PLAN_STAGE_GEOMETRY_ONLY,1268.907,1199.515,"1184.262,1162.462;1353.552,1162.462;1353.552,1236.568;1184.262,1236.568",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0124;GM019IG0126;GM019IG0133;GM019IG0170;GM019IG0194;GM019IG0209,false,false,
