atom_id,sar_frame,candidate_role,graph_role_class,support_bbox,centroid_x,centroid_y,radial,azimuth,orientation,integrated_energy,persistent_part_track_id,track_len
R1A0188,284,isolated_small_atom,optional_support_candidate,"1320,1186,1338,1204",1326.4,1195.333333,219.136795,51.88142,-35.500906,933,,0
R1A0189,284,body_core_candidate,core_member_candidate,"1176,1204,1236,1264",1201.553991,1232.924883,109.297752,25.764526,-13.278449,14011,,0
R1A0190,284,isolated_small_atom,optional_support_candidate,"1278,1198,1290,1228",1286.259259,1211.666667,177.972565,48.102016,-85.959409,1677,,0
R1A0191,288,unresolved_atom,core_member_candidate,"1146,1138,1308,1228",1239.309009,1176.29009,180.562637,28.479927,14.250924,69205,R1PT024,3
R1A0192,288,body_core_candidate,core_member_candidate,"1200,1192,1224,1240",1209.380952,1227.934524,116.84182,28.483776,73.131529,11030,R1PT025,3
R1A0193,288,isolated_small_atom,optional_support_candidate,"1230,1228,1248,1240",1239.666667,1235.515152,128.006088,42.005459,-1.654426,2038,R1PT026,2
R1A0194,288,isolated_small_atom,optional_support_candidate,"1170,1246,1206,1270",1185.5,1259.909091,77.766525,23.789488,-3.756554,1233,,0
R1A0195,289,unresolved_atom,core_member_candidate,"1146,1138,1308,1228",1242.842061,1175.603041,182.89975,29.332275,13.692439,64032,R1PT024,3
R1A0196,289,isolated_small_atom,optional_support_candidate,"1320,1138,1344,1150",1333.1875,1140.8125,261.055176,43.329552,-12.61999,854,,0
R1A0197,289,body_core_candidate,core_member_candidate,"1200,1210,1224,1240",1213.617647,1229.252941,117.694862,30.516937,70.238929,9698,R1PT025,3
R1A0198,289,isolated_small_atom,optional_support_candidate,"1242,1228,1248,1240",1244.52381,1235.52381,131.284943,43.594727,-41.74449,1116,R1PT026,2
R1A0199,289,side_ridge_candidate,core_member_candidate,"1146,1246,1206,1270",1181.958333,1258.833333,78.363434,20.646698,-0.415737,2350,R1PT027,2
R1A0200,290,unresolved_atom,core_member_candidate,"1146,1138,1314,1228",1242.925659,1174.13749,184.288193,28.997868,9.611625,62596,R1PT024,3
R1A0201,290,unresolved_atom,core_member_candidate,"1206,1192,1236,1240",1218.708075,1226.590062,122.696114,31.94795,75.825969,8298,R1PT025,3
R1A0202,290,side_ridge_candidate,core_member_candidate,"1146,1246,1206,1282",1176,1259.341772,75.848907,16.43936,-6.991867,3600,R1PT027,2
