independent_geometry_id,response_unit_id,sar_frame,measured_range_p80_width_m,measured_azimuth_p80_width_m,vehicle_projection_envelope_status,aspect_angle_candidate_deg,aspect_angle_compatible_interval_deg,best_scale_length_m,best_scale_width_m,projection_residual_m,required_missing_support_range_m,required_missing_support_azimuth_m,required_extra_spread_range_m,required_extra_spread_azimuth_m,response_axis_aspect_angle_error_deg,aspect_angle_identifiability_status,aspect_angle_compatible_segment_count,aspect_angle_compatible_total_span_deg,equivalent_minimum_count,vehicle_scale_semantic_note_cn
GM019IG0088,R21B00032,32,2.7008,1.808301,WITHIN_VEHICLE_PROJECTION_ENVELOPE,0,0-90,3,1.9,0.078234,0.2992,0.091699,0,0,11.026939,AXIS_NOT_RESOLVED,1,90,6,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0089,R21B00159,269,2.862262,2.876841,WITHIN_VEHICLE_PROJECTION_ENVELOPE,46,0-90,3,1.4,0.085406,0.228789,0.2537,0,0,22.916818,AXIS_NOT_RESOLVED,1,90,31,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0090,R21B00165,269,3.076719,2.934992,WITHIN_VEHICLE_PROJECTION_ENVELOPE,40,1-88,3,1.4,0.034507,0.121317,0.065834,0,0,29.199831,AXIS_NOT_RESOLVED,1,87,14,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0091,R21B00183,272,2.822283,3.029251,WITHIN_VEHICLE_PROJECTION_ENVELOPE,85,2-90,3,2.6,0.047058,0.029291,0.185938,0,0,5.497477,AXIS_NOT_RESOLVED,1,88,18,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0092,R21B00189,272,3.295972,3.253196,WITHIN_VEHICLE_PROJECTION_ENVELOPE,43,4-86,3,1.7,0.016971,0.057487,0.036101,0,0,4.569879,AXIS_NOT_RESOLVED,1,82,11,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0093,R21B00190,272,2.888976,3.1457,WITHIN_VEHICLE_PROJECTION_ENVELOPE,53,3-90,3,1.4,0.024744,0.034559,0.092748,0,0,31.599491,AXIS_NOT_RESOLVED,1,87,15,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0094,R21B00167,270,2.987134,3.198319,WITHIN_VEHICLE_PROJECTION_ENVELOPE,50,3-89,3,1.4,0.003706,0.013691,0,0,0.000283,36.593117,AXIS_NOT_RESOLVED,1,86,7,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0095,R21B00172,270,3.29046,3.292707,WITHIN_VEHICLE_PROJECTION_ENVELOPE,45,4-86,3,1.7,0.011256,0.032942,0.030694,0,0,10.922999,AXIS_NOT_RESOLVED,1,82,10,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0096,R21B00174,270,3.141761,3.355721,WITHIN_VEHICLE_PROJECTION_ENVELOPE,50,5-87,3.2,1.4,0.013163,0,0,0.012378,0.004476,30.836373,AXIS_NOT_RESOLVED,1,82,15,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0097,R21B00175,271,3.34096,3.535777,WITHIN_VEHICLE_PROJECTION_ENVELOPE,51,6-86,3.1,1.8,0.002683,0.008796,0.006152,0,0,27.719656,AXIS_NOT_RESOLVED,1,80,14,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0098,R21B00179,271,3.535479,3.600391,WITHIN_VEHICLE_PROJECTION_ENVELOPE,49,7-84,3,2.1,0.01126,0.017588,0.041462,0,0,15.90309,AXIS_NOT_RESOLVED,1,77,14,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0099,R21B00040,34,2.942168,1.783886,WITHIN_VEHICLE_PROJECTION_ENVELOPE,0,0-89,3,1.8,0.015009,0.057832,0.016114,0,0,3.082667,AXIS_NOT_RESOLVED,1,89,5,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0100,R21B00048,39,2.201163,1.775423,PARTIAL_SUPPORT_BELOW_ENVELOPE,0,0-90,3,1.8,0.199804,0.798836,0.024577,0,0,3.173707,AXIS_NOT_RESOLVED,1,90,5,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0101,R21B00061,40,2.761564,1.619649,WITHIN_VEHICLE_PROJECTION_ENVELOPE,0,0-90,3,1.7,0.062903,0.238436,0.080351,0,0,0.073471,AXIS_NOT_RESOLVED,1,90,6,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0102,R21B00056,40,1.709984,1.621555,PARTIAL_SUPPORT_BELOW_ENVELOPE,0,0-90,3,1.7,0.3231,1.290016,0.078445,0,0,4.68871,AXIS_NOT_RESOLVED,1,90,8,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0103,R21B00191,273,3.354128,3.347118,WITHIN_VEHICLE_PROJECTION_ENVELOPE,45,5-85,3,1.8,0.015426,0.039984,0.046995,0,0,3.341689,AXIS_NOT_RESOLVED,1,80,13,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0104,R21B00196,276,2.952202,3.417977,WITHIN_VEHICLE_PROJECTION_ENVELOPE,57,5-89,3.1,1.5,0.005926,0,0,0.005815,0.00114,21.308509,AXIS_NOT_RESOLVED,1,84,30,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0105,R21B00213,280,2.857675,3.595846,WITHIN_VEHICLE_PROJECTION_ENVELOPE,77,7-90,3.2,2.2,0.004496,0.005783,0.01703,0,0,0.140681,AXIS_NOT_RESOLVED,1,83,28,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0106,R21B00216,280,3.48518,3.821594,WITHIN_VEHICLE_PROJECTION_ENVELOPE,65,9-84,3.1,2.4,0.000561,0.000075,0.002244,0,0,10.670229,AXIS_NOT_RESOLVED,1,75,23,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0107,R21B00208,279,2.901617,3.683457,WITHIN_VEHICLE_PROJECTION_ENVELOPE,83,8-89,3.4,2.5,0.007197,0,0,0.005896,0.004127,7.24825,AXIS_NOT_RESOLVED,1,81,28,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0108,R21B00212,279,3.525036,3.818467,WITHIN_VEHICLE_PROJECTION_ENVELOPE,56,9-84,3.2,2.1,0.002567,0.005361,0.008758,0,0,3.734125,AXIS_NOT_RESOLVED,1,75,23,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0109,R21B00225,284,3.058905,4.064585,WITHIN_VEHICLE_PROJECTION_ENVELOPE,63,11-88,3.8,1.5,0.000888,0.002768,0.002226,0,0,7.846944,AXIS_NOT_RESOLVED,1,77,24,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0110,R21B00230,284,3.632322,4.173014,WITHIN_VEHICLE_PROJECTION_ENVELOPE,70,12-83,3.5,2.6,0.00237,0.007949,0.005163,0,0,17.388293,AXIS_NOT_RESOLVED,1,71,20,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0111,R21B00151,260,1.003403,1.423968,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.406292,0.396597,1.576033,0,0,13.87191,AXIS_NOT_RESOLVED,1,90,4,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0112,R21B00155,260,1.384644,2.126669,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.218366,0.015356,0.873331,0,0,13.080383,AXIS_NOT_RESOLVED,1,90,5,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0113,R21B00204,278,2.772414,3.440499,WITHIN_VEHICLE_PROJECTION_ENVELOPE,62,5-90,3.1,1.5,0.001854,0.00737,0.000846,0,0,16.653492,AXIS_NOT_RESOLVED,1,85,30,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0114,R21B00207,278,3.463396,3.659667,WITHIN_VEHICLE_PROJECTION_ENVELOPE,54,7-84,3,2.1,0.001538,0,0.001733,0.001105,0,5.205648,AXIS_NOT_RESOLVED,1,77,23,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0115,R21B00067,60,0.6859,1.146613,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.49655,0.7141,1.853387,0,0,8.60309,AXIS_NOT_RESOLVED,1,90,3,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0116,R21B00168,270,0.952951,1.006493,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.510755,0.447049,1.993507,0,0,21.337361,AXIS_NOT_RESOLVED,1,90,7,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0117,R21B00058,40,0.122731,0.479993,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.706304,1.277269,2.520007,0,0,7.850412,AXIS_NOT_RESOLVED,1,90,3,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0118,R21B00181,271,2.101174,2.36755,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,2.1,0.159286,0,0.63245,0.001174,0,20.671451,AXIS_NOT_RESOLVED,1,90,4,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0119,R21B00160,269,0.925468,0.934339,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.529867,0.474532,2.065661,0,0,48.099968,AXIS_NOT_RESOLVED,1,90,8,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0120,R21B00176,271,0.757398,1.086432,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.504646,0.642602,1.913568,0,0,1.59653,AXIS_NOT_RESOLVED,1,90,4,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0121,R21B00184,272,1.332885,1.385188,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.404052,0.067115,1.614812,0,0,30.643551,AXIS_NOT_RESOLVED,1,90,8,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0122,R21B00065,52,0.095201,0.390425,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.7294,1.304799,2.609575,0,0,4.293368,AXIS_NOT_RESOLVED,1,90,3,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0123,R21B00069,77,1.018636,2.753252,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.113557,0.381364,0.246748,0,0,8.701317,AXIS_NOT_RESOLVED,1,90,3,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0124,R21B00076,77,1.488991,2.921362,WITHIN_VEHICLE_PROJECTION_ENVELOPE,90,1-90,3,1.5,0.019851,0.011009,0.078638,0,0,4.319953,AXIS_NOT_RESOLVED,1,89,4,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0125,R21B00098,80,2.823268,3.294547,WITHIN_VEHICLE_PROJECTION_ENVELOPE,85,4-90,3.1,2.6,0.010551,0.037021,0.020262,0,0,15.528779,AXIS_NOT_RESOLVED,1,86,23,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0126,R21B00075,77,3.689612,3.285014,WITHIN_VEHICLE_PROJECTION_ENVELOPE,36,4-82,3.4,1.6,0.002006,0.001502,0.007883,0,0,19.702325,AXIS_NOT_RESOLVED,1,78,26,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0127,R21B00231,288,2.961966,3.752004,WITHIN_VEHICLE_PROJECTION_ENVELOPE,63,8-89,3.4,1.6,0.002038,0.007212,0.003803,0,0,8.297961,AXIS_NOT_RESOLVED,1,81,26,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0128,R21B00235,288,3.232121,3.783462,WITHIN_VEHICLE_PROJECTION_ENVELOPE,68,9-87,3.2,2.2,0.0025,0.006425,0.007661,0,0,8.43102,AXIS_NOT_RESOLVED,1,78,26,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0129,R21B00242,289,3.766309,3.925281,WITHIN_VEHICLE_PROJECTION_ENVELOPE,52,10-82,3.2,2.3,0.005103,0.016232,0.012375,0,0,12.754549,AXIS_NOT_RESOLVED,1,72,18,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0130,R21B00244,290,3.108615,3.966959,WITHIN_VEHICLE_PROJECTION_ENVELOPE,61,10-88,3.7,1.5,0.004657,0,0,0.00289,0.003652,4.778871,AXIS_NOT_RESOLVED,1,78,25,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0131,R21B00247,290,3.293707,3.929749,WITHIN_VEHICLE_PROJECTION_ENVELOPE,75,10-86,3.4,2.5,0.000453,0.001092,0.001446,0,0,18.439378,AXIS_NOT_RESOLVED,1,76,23,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0132,R21B00248,290,4.014732,3.944062,WITHIN_VEHICLE_PROJECTION_ENVELOPE,38,10-79,3.1,2.6,0.007937,0.028822,0.013317,0,0,4.567581,AXIS_NOT_RESOLVED,1,69,15,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0133,R21B00070,77,2.545049,2.618305,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,2.6,0.096407,0.054951,0.381695,0,0,44.966299,AXIS_NOT_RESOLVED,1,90,5,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0134,R21B00249,290,2.606319,2.52578,PARTIAL_SUPPORT_BELOW_ENVELOPE,0,0-90,3,2.6,0.100154,0.393681,0.074219,0,0,45.13969,AXIS_NOT_RESOLVED,1,90,5,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0135,R21B00243,289,1.739783,2.007837,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.8,0.248497,0.060217,0.992163,0,0,37.01514,AXIS_NOT_RESOLVED,1,90,6,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0136,R21B00094,80,0.988795,1.565402,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.373092,0.411205,1.434598,0,0,14.191767,AXIS_NOT_RESOLVED,1,90,4,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0137,R21B00238,289,0.79694,1.428576,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.420792,0.60306,1.571424,0,0,13.161978,AXIS_NOT_RESOLVED,1,90,3,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0138,R21B00246,290,0.976653,1.433713,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.405623,0.423347,1.566287,0,0,20.959147,AXIS_NOT_RESOLVED,1,90,4,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0139,R21B00081,78,0.486656,0.397503,PARTIAL_SUPPORT_BELOW_ENVELOPE,0,0-90,3,1.4,0.676475,2.513344,1.002497,0,0,10.204192,AXIS_NOT_RESOLVED,1,90,5,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0140,R21B00203,276,2.221662,2.281574,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,2.3,0.180671,0.078338,0.718426,0,0,40.781728,AXIS_NOT_RESOLVED,1,90,6,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0141,R21B00197,276,0.627836,1.158765,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.499148,0.772164,1.841235,0,0,1.929641,AXIS_NOT_RESOLVED,1,90,3,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0142,R21B00068,60,0.522427,0.786043,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.595385,0.877573,2.213957,0,0,12.184275,AXIS_NOT_RESOLVED,1,90,3,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0143,R21B00205,278,1.410075,1.405076,PARTIAL_SUPPORT_BELOW_ENVELOPE,0,0-90,3,1.5,0.398189,1.589925,0.094924,0,0,45.125141,AXIS_NOT_RESOLVED,1,90,10,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0144,R21B00214,280,1.442975,1.448459,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.5,0.388147,0.057025,1.551541,0,0,43.495563,AXIS_NOT_RESOLVED,1,90,10,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0145,R21B00223,281,2.646487,2.310482,PARTIAL_SUPPORT_BELOW_ENVELOPE,0,0-90,3,2.4,0.091168,0.353513,0.089518,0,0,21.630541,AXIS_NOT_RESOLVED,1,90,4,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0146,R21B00218,281,1.415781,1.377198,PARTIAL_SUPPORT_BELOW_ENVELOPE,0,0-90,3,1.4,0.396096,1.584219,0.022802,0,0,38.411933,AXIS_NOT_RESOLVED,1,90,9,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0147,R21B00083,78,2.998541,2.305055,WITHIN_VEHICLE_PROJECTION_ENVELOPE,0,0-89,3,2.3,0.005419,0.001459,0,0,0.005055,4.502201,AXIS_NOT_RESOLVED,1,89,4,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0148,R21B00077,78,2.3982,2.074497,PARTIAL_SUPPORT_BELOW_ENVELOPE,0,0-90,3,2.1,0.150585,0.6018,0.025503,0,0,31.907045,AXIS_NOT_RESOLVED,1,90,4,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0149,R21B00091,79,2.474682,2.125625,PARTIAL_SUPPORT_BELOW_ENVELOPE,0,0-90,3,2.2,0.132639,0.525318,0.074375,0,0,31.592619,AXIS_NOT_RESOLVED,1,90,4,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0150,R21B00234,288,0.686766,0.899621,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.554543,0.713234,2.100379,0,0,24.625378,AXIS_NOT_RESOLVED,1,90,4,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0151,R21B00087,79,0.722157,0.92003,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.546909,0.677843,2.07997,0,0,20.798496,AXIS_NOT_RESOLVED,1,90,4,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0152,R21B00226,284,1.719411,1.550865,PARTIAL_SUPPORT_BELOW_ENVELOPE,0,0-90,3,1.6,0.320383,1.280589,0.049135,0,0,35.365093,AXIS_NOT_RESOLVED,1,90,6,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0153,R21B00200,276,0.57273,0.764285,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.595966,0.82727,2.235715,0,0,19.675515,AXIS_NOT_RESOLVED,1,90,3,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0154,R21B00104,81,2.699768,2.209008,PARTIAL_SUPPORT_BELOW_ENVELOPE,0,0-90,3,2.3,0.078429,0.300232,0.090992,0,0,18.880443,AXIS_NOT_RESOLVED,1,90,4,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0155,R21B00102,81,0.818833,0.947981,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.533183,0.581167,2.052019,0,0,30.874044,AXIS_NOT_RESOLVED,1,90,5,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0156,R21B00139,243,0.282498,0.435468,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.699358,1.117502,2.564532,0,0,13.692551,AXIS_NOT_RESOLVED,1,90,4,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0157,R21B00064,52,0.201913,0.212892,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.758427,1.198087,2.787108,0,0,4.202389,AXIS_NOT_RESOLVED,1,90,6,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0158,R21B00141,250,0.516992,0.466256,PARTIAL_SUPPORT_BELOW_ENVELOPE,0,0-90,3,1.4,0.663193,2.483008,0.933744,0,0,22.496474,AXIS_NOT_RESOLVED,1,90,6,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0159,R21B00145,259,1.218157,0.848086,PARTIAL_SUPPORT_BELOW_ENVELOPE,0,0-90,3,1.4,0.466341,1.781843,0.551914,0,0,6.473365,AXIS_NOT_RESOLVED,1,90,4,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0160,R21B00148,259,2.277499,1.187799,PARTIAL_SUPPORT_BELOW_ENVELOPE,0,0-90,3,1.4,0.188255,0.722501,0.212201,0,0,2.348464,AXIS_NOT_RESOLVED,1,90,4,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0161,R21B00144,259,0.90704,0.799328,PARTIAL_SUPPORT_BELOW_ENVELOPE,0,0-90,3,1.4,0.544362,2.09296,0.600671,0,0,2.330184,AXIS_NOT_RESOLVED,1,90,6,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0162,R21B00090,79,1.897838,1.824629,PARTIAL_SUPPORT_BELOW_ENVELOPE,0,0-90,3,1.9,0.276184,1.102162,0.075371,0,0,35.372457,AXIS_NOT_RESOLVED,1,90,7,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0163,R21B00084,79,1.322398,1.620681,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.345375,0.077602,1.379319,0,0,6.731553,AXIS_NOT_RESOLVED,1,90,5,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0164,R21B00142,250,0.453053,0.503568,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.667499,0.946947,2.496432,0,0,27.73396,AXIS_NOT_RESOLVED,1,90,6,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0165,R21B00152,260,0.769727,0.662528,PARTIAL_SUPPORT_BELOW_ENVELOPE,0,0-90,3,1.4,0.58726,2.230273,0.737472,0,0,16.968475,AXIS_NOT_RESOLVED,1,90,6,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0166,R21B00093,80,1.571976,1.640315,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.6,0.339993,0.028024,1.359685,0,0,49.298024,AXIS_NOT_RESOLVED,1,90,8,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0167,R21B00232,288,0.887238,0.796006,PARTIAL_SUPPORT_BELOW_ENVELOPE,0,0-90,3,1.4,0.54935,2.112762,0.603994,0,0,30.136391,AXIS_NOT_RESOLVED,1,90,6,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0168,R21B00237,289,0.604782,0.646615,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.621027,0.795218,2.353385,0,0,47.577103,AXIS_NOT_RESOLVED,1,90,7,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0169,R21B00245,290,0.898496,0.92001,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.534898,0.501504,2.079989,0,0,58.798073,AXIS_NOT_RESOLVED,1,90,7,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0170,R21B00071,77,0.525544,0.649579,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.626954,0.874456,2.350421,0,0,26.526809,AXIS_NOT_RESOLVED,1,90,5,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0171,R21B00078,78,0.465444,0.70273,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.620022,0.934556,2.29727,0,0,16.653776,AXIS_NOT_RESOLVED,1,90,3,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0172,R21B00188,272,0.445484,0.54925,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.657518,0.954516,2.45075,0,0,22.639439,AXIS_NOT_RESOLVED,1,90,5,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0173,R21B00161,269,0.928174,0.872012,PARTIAL_SUPPORT_BELOW_ENVELOPE,0,0-90,3,1.4,0.534511,2.071826,0.527988,0,0,28.320722,AXIS_NOT_RESOLVED,1,90,7,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0174,R21B00086,79,0.35989,0.595054,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.655057,1.04011,2.404945,0,0,25.616613,AXIS_NOT_RESOLVED,1,90,3,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0175,R21B00233,288,0.322494,0.415288,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.700078,1.077506,2.584713,0,0,23.957534,AXIS_NOT_RESOLVED,1,90,5,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
